Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20),S(1448),S(1498),C6H7(1473)
1.2266929979131447e-17,0.47245359611961785,5.9482221706388828e-21,1.2432273067800228e-32,1.2430577501524343e-32,1.6628039821608373e-43,1.7362002934601538e-42,0.0,0.0,1.7978534436541992e-20,1.112113874009499e-34,154.0,0.0,0.9999999999992899,1.0,19.0,7.6541138062019063e-14,2.2733001920123779e-14,3.0538144476097357e-13,3.0538146226447076e-13,1.1865430268447074e-19,9.2257305332330754e-21,8.9701286954430956e-21,6.6788149846412783e-21,1.1587967675448996e-19,8.2567228478303323e-30,4.17192140988271e-24,5.4722963191361126e-25,6.1066129793085158e-33,6.1066128568429554e-33,1.068757013732567e-40,5.0716273892418998e-33,1.5589858934646109e-41,2.9673249707366661e-25,6.9438045569684715e-75,6.6829215090644122e-75,6.6829215090700537e-75,7.9894074359572184e-35,2.5973764841979736e-38,1.1202440411396798e-29,2.9681902982811038e-35,1.0188600044528898e-39,1.3215350603051193e-44,2.3041409697020054e-53,1.2546437514233586e-61,1.3512340483470388e-63,2.5350106953404802e-72,9.5837812539307951e-76,1.8393142006176166e-73,1.3919471317516545e-64,1.4957348891809185e-73,5.193062564349076e-33,2.5162232332542257e-34,6.5171056987787821e-42,1.4751775934867658e-43,2.5776436429480806e-43,6.0819343526595943e-47,1.0808971178870581e-50,5.4165673336094868e-51,1.081476961987155e-56,1.7761217040149648e-65,7.2152522897587364e-58,1.6612776185914422e-65,3.7444247219697773e-67,1.2031341502570311e-65,1.2299265991327884e-67,1.2299265969748531e-67,4.7330454850604877e-77,1.2196160019505787e-55,9.028748365037295e-60,1.1205492446665157e-67,6.5417800990483437e-75,1.2799972951855889e-75,6.1422011329851809e-84,7.1980310959789289e-85,7.6921056476416511e-95,2.3841433919317483e-61,4.6312123287561917e-67,1.7115903353365471e-76,1.8304124640614427e-96,9.8210119872236415e-105,5.1754056798894699e-105,8.3292908746355456e-71,1.6368944828890882e-33,1.9761263057711654e-41,1.9727035147577737e-41,4.7452997770782741e-42,6.1672643684613039e-75,8.9291146056818553e-81,2.707284031311918e-78,2.0316783340977421e-88,1.4711087943996251e-88,4.587304943499246e-90
2.4544517586394198e-17,0.47245359611961774,1.1901612288741282e-20,4.9758104009887514e-32,4.9754705341798734e-32,1.3315917250120331e-42,1.3900159270722759e-41,0.0,0.0,3.5973876602020328e-20,4.4514803629339176e-34,154.0,0.0,0.99999999999857925,1.0,19.0,1.5314877580884404e-13,4.5485273942168799e-14,6.1102818942296615e-13,6.1102821256034061e-13,4.7492213202587039e-19,3.6926963147157346e-20,3.4932310322551901e-20,2.6732582163072414e-20,4.638164979913304e-19,6.4119721580480864e-29,1.6698557267201011e-23,2.1903445679497838e-24,4.8890032962320899e-32,4.8890031001320504e-32,1.7113608522113788e-39,4.0603513543514469e-32,2.4963954785713399e-40,1.1877032498317299e-24,8.9061184550728563e-73,8.5715100562085195e-73,8.5715100562229907e-73,6.3963841410907861e-34,2.0794803990283326e-37,8.210156727767423e-29,2.3741520816520559e-34,8.1569689491387332e-39,2.1161512662254111e-43,7.3793637395689858e-52,8.0364865230569673e-60,8.6551853872465271e-62,3.2475702166046435e-70,1.2277662433259294e-73,2.3550627894918908e-71,8.9159687225193001e-63,9.5882878039107783e-72,4.1575725102152944e-32,1.0071449722977066e-33,5.2176467763046726e-41,1.1810301009740129e-42,2.063200575232298e-42,9.6394957239238897e-46,1.6637672382866022e-49,8.3732288992436718e-50,3.4271284505595819e-55,1.1253077756259904e-63,2.2864652981281853e-56,1.0522787377443222e-63,2.3617473386179433e-65,7.6238514282468654e-64,7.7939495553988331e-66,7.7939495278826412e-66,5.9981418839453796e-75,3.9060352961728979e-54,2.8916155469802945e-58,7.1776093572501991e-66,8.3806510379121692e-73,1.6397993947631138e-73,1.5737211088407168e-81,1.8442806348099312e-82,3.9417516444492032e-92,7.6405206504896112e-60,2.9684223509590836e-65,2.1690815587892025e-74,9.3797871235257729e-94,1.0065390279409333e-101,5.3041864333557917e-102,5.2782078359857698e-69,1.3105070426992863e-32,3.1602548747880666e-40,3.1493393464822463e-40,7.598640734162842e-41,3.9081421433120666e-73,1.1315762626561022e-78,1.7420609556772872e-76,5.1481336631080201e-86,3.7284603715263878e-86,1.1594861903379916e-87
4.90996928009197e-17,0.47245359611961785,2.3808392747527108e-20,1.9909047965039106e-31,1.9908363285552519e-31,1.0658129985483556e-41,1.1124352112941988e-40,0.0,0.0,7.1968125889888742e-20,1.781273301965464e-33,154.0,0.0,0.99999999999715794,1.0,19.0,3.0636405130027661e-13,9.0988375758352165e-14,1.2223216233136349e-12,1.2223216273184212e-12,1.9002727265033061e-18,1.4775593673430951e-19,1.3256244482865254e-19,1.0696448352092846e-19,1.855836529402468e-18,4.8401376127043999e-28,6.681597447045107e-23,8.764230677240862e-24,3.9126882338557574e-31,3.9126879199821242e-31,2.739154690668006e-38,3.2494601698479798e-31,3.9958164051341873e-39,4.7523597025725854e-24,1.1411395517300172e-70,1.0982662305051368e-70,1.0982662305088454e-70,5.1190517703022414e-33,1.6642161529279988e-36,5.6140090178098378e-28,1.896523436571372e-33,6.5278842650059597e-38,3.3871348064967069e-42,2.3623309720976823e-50,5.145422785561141e-58,5.5415495741703039e-60,4.1585785322260102e-68,1.5721795040794111e-71,3.0124846608495446e-69,5.7085181625789391e-61,6.1421366026559372e-70,3.3272653263543199e-31,4.0298912284456724e-33,4.1757024460913934e-40,9.4516870586917206e-42,1.6504170925779876e-41,1.5344653876293919e-44,2.4712379683821349e-48,1.2533286746835842e-48,1.0909367405887177e-53,7.1610894571075101e-62,7.2783639215410596e-55,6.6929679072048205e-62,1.4895965561582074e-63,4.8529487586388235e-62,4.9616362616938945e-64,4.9616362265521203e-64,7.6365666810893365e-73,1.2504442813748968e-52,9.2569653311743994e-57,4.595585164836931e-64,1.0731742392964304e-70,2.0998240764181192e-71,4.0302491089358385e-79,4.7233510919085446e-80,2.0190303134391913e-89,2.4467343347211681e-58,1.901186900078012e-63,2.7615778821114052e-72,4.8044819407577163e-91,1.0311322624428852e-98,5.4337861873732051e-99,3.360113446656418e-67,1.0487977730671704e-31,5.0453209280810186e-39,5.0106720687083193e-39,1.2162704724856662e-39,2.4879202860881258e-71,1.4406682726354536e-76,1.124028961464388e-74,1.3102774958619368e-83,9.4934198462491779e-84,2.9363970079763732e-85
9.82100432299707e-17,0.47245359611961785,4.7621954555422613e-20,7.9647826855501147e-31,7.9646419806900902e-31,8.5286621132109359e-41,8.9011721888082439e-40,0.0,0.0,1.4397088429053908e-19,7.1270638329484524e-33,154.0,0.0,0.99999999999431533,1.0,19.0,6.1279460227427149e-13,1.8198881084476203e-13,2.4449082693617864e-12,2.444908143863988e-12,7.6020529278469394e-18,5.9111983647528812e-19,4.8028524886768583e-19,4.2792226262707038e-19,7.4242856434156968e-18,3.4760638899019234e-27,2.6730736516625724e-22,3.5062624428569368e-23,3.1307446274838179e-30,3.1307441252290687e-30,4.3831002605170265e-37,2.599973930429937e-30,6.3944723338252587e-38,1.901253073038466e-23,2.5585291976440831e-68,2.4624036681454235e-68,2.4624036681620241e-68,4.0960199262077514e-32,1.3316255261254471e-35,3.4703055137197759e-27,1.5119042908884969e-32,5.2230272550459543e-37,5.4202452731478308e-41,7.5606734290334214e-49,3.2936119279888782e-56,3.5471748069673114e-58,5.3238656919069232e-66,2.0127251910551623e-69,3.8484025948971295e-67,3.6540523171667016e-59,4.9161416439910712e-68,2.6622277715761508e-30,1.6122184988292376e-32,3.3411952738080257e-39,7.5625567111218584e-41,1.3193532124182456e-40,2.4472048773884526e-43,3.4553500636683521e-47,1.7748459091379148e-47,3.4794881599659023e-52,4.5644883682904865e-60,2.321397404389597e-53,4.2617983129652583e-60,9.3292363639665376e-62,3.0950349068857716e-60,3.1648771874267666e-62,3.1648771425481481e-62,9.7421131823228966e-71,4.0021815942082924e-51,2.9627901518629381e-55,2.9417413941303043e-62,1.3739302026825658e-68,2.6882939658380981e-69,1.0318545943000478e-76,1.2094141375174917e-77,1.0339459201526955e-86,9.0741077213695937e-57,1.4071655926823244e-61,3.5229973642643117e-70,2.4603763978808066e-88,1.0560863687420617e-95,5.5652877542661336e-96,2.1433155802327259e-65,8.3918773547105997e-31,8.0324041925323849e-38,7.9233591017864723e-38,1.9464066671398027e-38,1.5869599109279074e-69,1.8378773005000251e-74,9.5805607073424309e-73,3.3401434485105722e-81,2.422053084714142e-81,7.4118332309206113e-83
1.964307440880727e-16,0.47245359611961785,9.524908173250736e-20,3.1861474576440883e-30,3.1861164478795847e-30,6.823791865146312e-40,7.121614643020879e-39,0.0,0.0,2.8803344037129498e-19,2.8517061926463693e-32,154.0,0.0,0.99999999998863009,1.0,19.0,1.2256557041867817e-12,3.6396660975874291e-13,4.8900806745259852e-12,4.8900800988042997e-12,3.040848371705302e-17,2.3646708016378425e-18,1.6118773193230533e-18,1.7117858431977923e-18,2.9697408218731151e-17,2.3048170618842349e-26,1.0693161948871557e-21,1.402618707332011e-22,2.5048328229587147e-29,2.5048320194141418e-29,7.012269221593151e-36,2.0800359825614611e-29,1.023176507520139e-36,7.6056293612660016e-23,3.2865123963927116e-66,3.1630360875686309e-66,3.16303608761135e-66,3.2771282788045815e-31,1.0654012026609554e-34,1.9000284349849147e-26,1.2007684408757841e-31,4.1783834273626062e-36,8.6724006019212183e-40,2.4194297421433908e-47,2.1079291475140306e-54,2.2702108127910595e-56,6.8146133112164796e-64,2.5763149026680852e-67,4.9050953385614454e-65,2.3386130477855786e-57,3.1580796478823439e-66,2.1298404157519347e-29,6.4493958534651413e-32,2.6732083270279964e-38,6.0502536563375229e-40,1.0536180109267903e-39,3.9039009926563028e-42,4.4099045233762028e-46,2.3065973827815935e-46,1.1101185151495345e-50,2.908281171614707e-58,7.4063348648202677e-52,2.7099588054171517e-58,5.744330320478654e-60,1.9742532576847578e-58,2.0194742787150182e-60,2.0194742213826658e-60,1.2432641147273926e-68,1.2807806038728593e-49,9.4815308680452657e-54,1.8828368678916167e-60,1.7587466768605624e-66,3.4412340081234453e-67,2.6412587214601235e-74,3.0963060049409435e-75,5.2941559451696717e-84,2.9163483833599172e-55,9.0635550183706035e-60,4.49596110962288e-68,1.2597966906017194e-85,1.0815045818444305e-92,5.6992352768315326e-93,1.3676282606792781e-63,6.7139822821256451e-30,1.2721550399264707e-36,1.2383983871972631e-36,3.114496970329228e-37,1.0126107434756685e-67,2.3454260259817349e-72,6.2882164923230679e-71,8.5103270898558571e-79,6.1813321520691661e-79,1.8521298828417725e-80
3.9287214580427675e-16,0.47245359611961785,1.9050335033184021e-19,1.2745071967208819e-29,1.2744989187023877e-29,5.4593768938452117e-39,5.6975641384534354e-38,0.0,0.0,5.7638670950390525e-19,1.1412478263823688e-31,154.0,0.0,0.99999999997725963,1.0,19.0,2.4513779078698824e-12,7.2782994594532483e-13,9.7804219371310847e-12,9.7804204698086568e-12,1.2162126446902015e-16,9.4590602574626802e-18,4.8461429215367433e-18,6.8470824650804908e-18,1.1877725876193212e-16,1.3691734061479456e-25,4.2774368868163478e-21,5.6106997991856696e-22,2.0039602788898944e-28,2.0039589936162344e-28,1.121570899198622e-34,1.6638827630825106e-28,1.6370276093542639e-35,3.0423742426032415e-22,4.2072408305628925e-64,4.0491721864489425e-64,4.0491721865583169e-64,2.6218290114919106e-30,8.5236088739416619e-34,9.2703778075012932e-26,9.4676516810259328e-31,3.3421694203786373e-35,1.3873750337366091e-38,7.7410458928381976e-46,1.3488809772422036e-52,1.4527264278198208e-54,8.7214637218301486e-62,3.2972189034609048e-65,6.2247882287596268e-63,1.4964976503419265e-55,2.0232288954346031e-64,1.7037228121979097e-28,2.5798611333355704e-31,2.1386656616549882e-37,4.8398472806542694e-39,8.3980762314862106e-39,6.2201686301418078e-41,5.0135541397866875e-45,2.678369919784555e-45,3.53768387413056e-49,1.8482131884087898e-56,2.3602214597413519e-50,1.7153081123791891e-56,3.4213952498227321e-58,1.2574825700285777e-56,1.287139461085578e-58,1.2871393879635999e-58,1.5848367226029822e-66,4.0983796865491164e-48,3.0339970205515091e-52,1.2049791787369726e-58,2.2511292211985595e-64,4.4046256263039839e-65,6.7590474219239409e-72,7.9263120942332779e-73,2.7105288443389637e-81,9.3326927876644731e-54,5.8014834453052072e-58,5.7311750461611623e-66,6.4499712176070176e-83,1.1074283670335431e-89,5.8358475165301496e-90,8.7167844327506561e-62,5.37119005740249e-29,1.9946822186712938e-35,1.893423444407037e-35,4.9832234335598812e-36,6.4538672659993805e-66,2.9897361551308635e-70,4.1941013409136159e-69,2.1621521323852963e-76,1.5756246642325408e-76,4.5320969869073443e-78
7.857549492366848e-16,0.47245359611961785,3.8101194451108279e-19,5.0981359001771209e-29,5.0981062241003067e-29,4.3676370038792339e-38,4.5581650400963411e-37,0.0,0.0,1.1540058745715214e-18,4.5692357553007216e-31,154.0,0.0,0.99999999995451871,1.0,19.0,4.9028223146684072e-12,1.4551877588099159e-12,1.9561090271489024e-11,1.9561089444460499e-11,4.8635405057154714e-16,3.7836948280428885e-17,1.2812629947513989e-17,2.7386175362261692e-17,4.7498109123410818e-16,7.1955819882740272e-25,1.7110082680681251e-20,2.2443229155439518e-21,1.6032044996259108e-27,1.6032024446158521e-27,1.7931231531958433e-33,1.3307779057846583e-27,2.618869055204723e-34,1.2169735696273643e-21,5.385508275154368e-62,5.1831714008673139e-62,5.1831714011473278e-62,2.0975160873816976e-29,6.8190411468491153e-33,4.1496447811314075e-25,7.3610376875714539e-30,2.672686037864306e-34,2.218962172179617e-37,2.4762171716692096e-44,8.6296693980330831e-51,9.2940375432150646e-53,1.1159396687280672e-59,4.2189119947679606e-63,7.8329488998655994e-61,9.5740715214259515e-54,1.2972146652385423e-62,1.3626420824470367e-27,1.0319638570556686e-30,1.7109693613156639e-36,3.8710338967474354e-38,6.6691264694290877e-38,9.8784041614924618e-40,5.0684920157459797e-44,2.760901719908098e-44,1.1237733566281608e-47,1.1674302103238962e-54,7.4974217453251911e-49,1.074975830448993e-54,1.9218076042573742e-56,7.9787955181850207e-55,8.1778051378617865e-57,8.1778042084385881e-57,2.0138934638128946e-64,1.3113024677913726e-46,9.7074310601080464e-51,7.7107830554596486e-57,2.8810425245105173e-62,5.6370717568374777e-63,1.7288590637669905e-69,2.0288530558226222e-70,1.3875971961239988e-78,2.9855644552703019e-52,3.7118594156581736e-56,7.282753990634443e-64,3.3019247918945557e-80,1.1338482850783339e-86,5.9750752443827594e-87,5.5382093937032762e-60,4.2966537585195594e-28,3.0682355712644256e-34,2.7816434839138435e-34,7.9726413388943702e-35,4.1002620452395683e-64,3.7989608595003695e-68,2.8984833855465047e-67,5.4571132378321383e-74,4.0029065739406587e-74,1.0660684208994781e-75
1.1786377526690929e-15,0.47245359611961785,5.7152059567083183e-19,1.0833617754140205e-28,1.083355420056872e-28,1.2966534776623936e-37,1.3033594769703582e-36,0.0,0.0,1.7325376653949839e-18,9.7157862797990898e-31,154.0,0.0,0.99999999993177779,1.0,19.0,7.3542667208992546e-12,2.1821768991280682e-12,2.934174441503564e-11,2.9341747573818357e-11,1.0333016560378112e-15,8.0403904460907455e-17,2.1356786825613566e-17,5.8191991000961174e-17,1.0091388106725257e-15,1.6763441656917411e-24,3.6359125769438674e-20,4.7692108193788491e-21,4.5841878931419556e-27,4.5841803319148664e-27,6.5973820683809395e-33,3.8046252841122771e-27,9.6384502099318474e-34,2.5860830995241086e-21,2.7787271216406538e-61,2.6743286278376025e-61,2.6743286280095168e-61,5.9976283836083828e-29,1.9498302341337594e-32,9.1265977106303795e-25,2.0708782813473645e-29,7.6404309491551097e-34,8.1657184238941625e-37,1.1303757689083751e-43,4.740774659780447e-50,5.1057505978931984e-52,7.1985275189023091e-59,2.721471823388325e-62,5.0274800011572652e-60,5.2595895864148501e-53,6.5662265023212528e-62,3.8957233162901206e-27,2.1929340746958749e-30,4.892326803844417e-36,1.106726861565465e-37,1.8989021858749472e-37,3.6232103520697277e-39,1.5502633408725899e-43,8.4985823730505539e-44,5.1158042220876378e-47,6.3853388562552377e-54,3.4130835153141997e-48,5.8636105996306984e-54,1.0108378790943456e-55,4.370908902268075e-54,4.4820028815572339e-56,4.4820022831989717e-56,1.2964562440895568e-63,5.9865740914712721e-46,4.4317895227992321e-50,4.2363118029469487e-56,1.8585840361675077e-61,3.6365091319367564e-62,1.2835902593427975e-68,1.506601633342404e-69,1.1671596512770102e-77,1.319769259556724e-51,1.9863685409432756e-55,4.6883174582625256e-63,2.7773718781056947e-79,1.0661752646437281e-85,5.6184570249402788e-86,3.0353268856000116e-59,1.2285162516749821e-27,1.1084007082906548e-33,9.8383337004319734e-34,2.9343509948516284e-34,2.2471918551199295e-63,2.4455701814591584e-67,1.5020145731421045e-66,4.0375089659944617e-73,2.966747855842694e-73,7.7456589768018014e-75
1.571520556101501e-15,0.47245359611961774,7.6202930381101867e-19,1.8480962107548574e-28,1.84808532129239e-28,2.8253526668458043e-37,2.7491746724444838e-36,0.0,0.0,2.3119820809414673e-18,1.6583628534904437e-30,154.0,0.0,0.99999999990903687,1.0,19.0,9.8057111265624243e-12,2.9087975537671506e-12,3.9122384367811885e-11,3.9122395214559945e-11,1.7623717224699753e-15,1.3715988785784364e-16,3.0123712071291612e-17,9.926275314985286e-17,1.7211602183994291e-15,3.0138865401910731e-24,6.202455927196561e-20,8.1357319423827354e-21,9.6694069645646892e-27,9.6693877935908333e-27,1.6726625316401535e-32,8.0239532103809827e-27,2.4443485410701185e-33,4.4115655282459953e-21,1.5159048777990643e-60,1.4589513955840423e-60,1.4589513956797441e-60,1.2650795864438946e-28,4.1127682381650928e-32,1.5858459792204318e-24,4.3047734047984895e-29,1.6112441173582822e-33,2.0706471423899838e-36,3.3688463079922516e-43,1.6297760835006843e-49,1.7552470131590391e-51,2.8109153493891255e-58,1.0626951893261573e-61,1.954106453326926e-59,1.8081335988431068e-52,2.6770106070709759e-61,8.21607891867183e-27,3.7408958201714007e-30,1.0319357549326889e-35,2.3341214860810638e-37,3.9900214740012335e-37,9.1604781423887772e-39,3.4036388255351613e-43,1.8735995931923457e-43,1.5208762428585624e-46,2.1864016099416554e-53,1.0146743563439352e-47,2.0027637696350897e-53,3.3434823542831183e-55,1.4987899846546165e-53,1.5375356225642858e-55,1.5375353893532815e-55,5.0530453810619178e-63,1.784327752524261e-45,1.3209136874374622e-49,1.4564578792107832e-55,7.2579447103421707e-61,1.420086592060104e-61,5.6201411988586866e-68,6.597735976176474e-69,5.6707461053710677e-77,4.5092945670439356e-51,7.5050105819034936e-55,1.8273104846867663e-62,1.3494101604345355e-78,5.695389716152494e-85,3.0013174651432354e-85,1.0412612888821682e-58,2.5911797548241025e-27,2.764603842061259e-33,2.4092393370540663e-33,7.441882879248095e-34,7.7088029648913598e-63,9.5316888843359668e-67,6.2616848512734975e-66,1.7620731711817039e-72,1.2968662530548118e-72,3.3246231437447272e-74
2.357286162966317e-15,0.47245359611961785,1.1430468538207826e-18,3.8262704048447302e-28,3.8262490321972407e-28,8.2011637367788252e-37,7.5088900208846126e-36,0.0,0.0,3.4730127831988085e-18,3.436756032423024e-30,154.0,0.0,0.99999999986355503,1.0,19.0,1.4708599936556462e-11,4.3611746290159969e-12,5.8683630968622073e-11,5.8683666241332291e-11,3.6476558047589531e-15,2.8397250582711095e-16,4.7824465136120276e-17,2.0548997019407195e-16,3.5623585997960842e-15,6.5884105695982173e-24,1.2841428070350554e-19,1.684403039963869e-20,2.6410215066400124e-26,2.6410148059712599e-26,5.8459709295098594e-32,2.1910839533420447e-26,8.5469782335953976e-33,9.1336081512042966e-21,2.1053434551894912e-59,2.0262444026773569e-59,2.026244402828539e-59,3.4553490719805883e-28,1.1233274062933009e-31,3.3440201772679008e-24,1.1478900066989384e-28,4.3992335459438639e-33,7.2390393781222722e-36,1.4742438953101916e-42,8.7633452659914606e-49,9.4380061707529409e-51,1.827971595035994e-57,6.9108826088836376e-61,1.2604233488862031e-58,9.7223791756813783e-52,2.2512062733524542e-60,2.2435473122361158e-26,7.7450618176261259e-30,2.818541193829147e-35,6.3738953846856046e-37,1.0828898106245981e-36,3.1866836324437406e-38,9.7055669430026681e-43,5.3679052575157027e-43,6.6274136120044965e-46,1.167491997777532e-52,4.4215705532357631e-47,1.064813270667577e-52,1.6850595298254117e-54,8.0233016721823073e-53,8.2368224418619378e-55,8.2368209303776792e-55,3.2752569168669786e-62,7.8096073723456146e-45,5.7813076119372289e-49,7.8323998230205791e-55,4.7204570317993379e-60,9.2359779963904142e-61,4.3588092624696507e-67,5.1186146111625041e-68,5.1845493192666018e-76,2.7715875799626114e-50,5.4204074367772307e-54,1.1844166938588735e-61,1.2337148464243488e-77,6.0705709373117778e-84,3.1990282784467551e-84,5.5782542762331037e-58,7.0767692176550043e-27,9.4039432630342321e-33,7.9585640267782813e-33,2.6023000245368663e-33,4.1296238253837478e-62,6.1780588563986629e-66,5.3667747777139539e-65,1.358643932219183e-71,1.0028774900890179e-71,2.489333919384505e-73
3.143051769831133e-15,0.47245359611961785,1.5240646133673808e-18,6.507512394099915e-28,6.5074807190235957e-28,1.7935061206801807e-36,1.5711174783295949e-35,0.0,0.0,4.6373995235321876e-18,5.850399721991707e-30,154.0,0.0,0.99999999981807342,1.0,19.0,1.9611488744462946e-11,5.8121982019521798e-12,7.8244825385248377e-11,7.8244899417420744e-11,6.2019025797440332e-15,4.8296289743056272e-16,6.5639467364688417e-17,3.4945030723235698e-16,6.0568765729676219e-15,1.1574422053920543e-23,2.1839930191475755e-19,2.8647299848737128e-20,5.5259068690076027e-26,5.5258901331186738e-26,1.4600445493947022e-31,4.58353596180764e-26,2.1354434349580451e-32,1.5533892716010063e-20,9.677981860422703e-59,9.3143741158717354e-59,9.3143741166556866e-59,7.2297844978382264e-28,2.3503795451212066e-31,5.7473372069950896e-24,2.3515562511984417e-28,9.2017388410601416e-33,1.8084013166483166e-35,4.294410819529037e-42,2.920181577599439e-48,3.144996846712398e-50,6.8618293518193058e-57,2.5942120006508799e-60,4.7045941610372086e-58,3.2397576916197829e-51,8.7359454870489421e-60,4.6932842359220054e-26,1.3172325883837586e-29,5.8973334486993422e-35,1.3333868816590559e-36,2.2530436771583911e-36,7.9283451647937595e-38,2.084555428421113e-42,1.1563724954883729e-42,1.92425998829762e-45,3.8707423041479725e-52,1.2837958971611208e-46,3.5191997264379265e-52,5.361651830121641e-54,2.6649472719927077e-52,2.7373535299695008e-54,2.7373529638911427e-54,1.2266634543098435e-61,2.2751732866351625e-44,1.6842610987502705e-48,2.6102067386984901e-54,1.7721008122246219e-59,3.4672538821963744e-60,1.8200989944917422e-66,2.1378195513428804e-67,2.3845357871726002e-75,9.302212232472743e-50,2.0768027121302382e-53,4.4359288749293517e-61,5.6742390844700015e-77,3.0486385162700254e-83,1.6065509584111665e-83,1.8538376419311093e-57,1.4805939638447709e-26,2.297189244227938e-32,1.8991346995768963e-32,6.5020985153841115e-33,1.3723776927458508e-61,2.3137963467518701e-65,2.1029410560606736e-64,5.6511900912135434e-71,4.1795680089107859e-71,1.0156305545698939e-72
3.9288173766959495e-15,0.47245359611961774,1.9050825974172826e-18,9.9420475556694641e-28,9.9420119426730369e-28,3.3648659508817129e-36,2.8601705058951725e-35,0.0,0.0,5.8053820120998932e-18,8.9464935831326371e-30,154.0,0.0,0.99999999977259169,1.0,19.0,2.4514377550132772e-11,7.2617728407689003e-12,9.7805963890522729e-11,9.7806092162190733e-11,9.4722788071728941e-15,7.3785777288810135e-16,8.346575793119252e-17,5.3382712288352343e-16,9.2507779447047021e-15,1.8074154810072308e-23,3.3366495642406739e-19,4.3766597955476084e-20,1.0059707766503882e-25,1.0059672275117135e-25,3.0961273165891671e-31,8.342398232230829e-26,4.5301135804568398e-32,2.3732290459473749e-20,3.5731300196702999e-58,3.4388853235092745e-58,3.4388853238237818e-58,1.316160973711735e-27,4.2787787107587648e-31,8.8416754608171644e-24,4.1909182099727707e-28,1.6745981867001312e-32,3.8357772016806595e-35,1.0424548443345477e-41,7.9935157804681767e-48,8.6089109966273042e-50,2.092704129959839e-56,7.9117984445846073e-60,1.4265556703829443e-57,8.8683035699542935e-51,2.7218752887423305e-59,8.5421487692496363e-26,2.0124331615061813e-29,1.0735867933292506e-34,2.4269243579721068e-36,4.0782190937176604e-36,1.674764890376274e-37,3.8666085368269547e-42,2.149694042145824e-42,4.6557411541516552e-45,1.0541261111428131e-51,3.1061384429816821e-46,9.5533742774234087e-52,1.4024512711137114e-53,7.2709985882450892e-52,7.4726729980673085e-54,7.4726712756677031e-54,3.7323976488001697e-61,5.5235721126971452e-44,4.0889600507091998e-48,7.1456816073576824e-54,5.4049402441933103e-59,1.0575148185469847e-59,6.1223877187592814e-66,7.1926737941464502e-67,8.776683680183709e-75,2.5132827355708272e-49,6.3133613832173575e-53,1.3497304778102834e-60,2.0884988373670186e-76,1.2189406267831831e-82,6.423491578573205e-83,5.0608005184726063e-57,2.6951726213661815e-26,4.764663212909947e-32,3.8508949217698134e-32,1.3794169911263406e-32,3.7463691624400586e-61,7.0401272386435114e-65,6.6014968688636277e-64,1.8933870832096619e-70,1.4031304117073104e-70,3.3375528401280499e-72
