Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234)
4.2084070979670333e-10,0.5590209568407689,2.294106452564336e-06,2.2909718746816436e-09,2.3054264114884953e-09,3.0004357214359707e-14,1.0106284620799268e-11,0.0,0.0,5.2777653172088012e-06,1.0912543099375027e-09,154.0,0.0,0.82448959575713732,1.0,18.999867552351738,0.00095420577448893193,0.00011014778631531809,0.0050099797510391097,0.0054087785657066702,0.046635302749166274,0.00012278619169737648,7.1554683497926459e-10,4.2885893505221505e-06,0.11692419185923923,7.0856512993081433e-13,3.3782091641741067e-05,3.7471979409217933e-05,0.00024169427683410442,0.00024163760183507443,3.6114433973332016e-08,2.4482673871119421e-05,1.9491840945434249e-08,3.2549964614095217e-06,1.4673266345347167e-10,1.9221898124898734e-10,1.9541041091961351e-10,3.527121736874222e-08,7.4289018699387306e-10,1.8632082518126754e-14,1.1305595373814717e-14,2.2724796813050217e-10
4.343365307577345e-10,0.5590209971839738,2.3827174604972082e-06,2.451375385690182e-09,2.474416847357938e-09,3.4092980712866851e-14,1.1140043546456731e-11,0.0,0.0,5.5953459855222338e-06,1.2264456743147852e-09,154.0,0.0,0.81943201587207337,1.0,18.999864082795622,0.00098179594230877586,0.00010948789033912445,0.0051315345216280074,0.0055499677503800682,0.047980716527746846,0.00012581906058618673,7.3422507630505613e-10,4.4006543653277996e-06,0.12032374216901284,7.2606697709561829e-13,3.57042994427477e-05,3.8482603370831144e-05,0.00025738660662184219,0.00025732613780241672,3.8459637062238904e-08,2.5449917405744955e-05,2.0758095412285896e-08,3.4560338409019156e-06,1.7037945036741912e-10,2.2564294246470571e-10,2.2952108263640083e-10,3.8371244628945037e-08,7.9549306283238118e-10,1.9118956975015844e-14,1.1965490227694083e-14,2.4915676955510518e-10
4.4783235171876563e-10,0.559021039021305,2.4721027029721701e-06,2.6177987685617768e-09,2.6505706077869952e-09,3.8587664676610107e-14,1.2243794251959023e-11,0.0,0.0,5.9207198469924254e-06,1.3731445396580066e-09,154.0,0.0,0.81440715061779123,1.0,18.999860658361786,0.0010092122783061977,0.00010883226267160741,0.0052510098620727579,0.0056894221951278162,0.049317391393586235,0.00012880012471531583,7.526738129784081e-10,4.511342396933933e-06,0.12370291718476817,7.432698733266889e-13,3.766364386274711e-05,3.9476094344405233e-05,0.00027349296592249289,0.00027342858480534639,4.0866726621746784e-08,2.641412422055771e-05,2.2057779622964444e-08,3.6624108544798692e-06,1.967677211328738e-10,2.6342794841567332e-10,2.6810978135409954e-10,4.162356958915077e-08,8.4976633549669493e-10,1.9599849030106689e-14,1.264187870849606e-14,2.725732395822412e-10
4.613281726797968e-10,0.5590210823279819,2.5622492086699772e-06,2.7902901422070429e-09,2.8340015343816877e-09,4.3514509910485793e-14,1.3420022857612567e-11,0.0,0.0,6.2537720328966601e-06,1.5318914200274368e-09,154.0,0.0,0.80941476822385638,1.0,18.999857278452659,0.001036455905920502,0.0001081808730206912,0.0053684336691107318,0.005827163660285687,0.050645383869897927,0.00013173007905593635,7.7089592392152682e-10,4.6206707185208951e-06,0.12706184896705106,7.6017782911050417e-13,3.9659003990622524e-05,4.0452681645546701e-05,0.00029000632307679024,0.00028993791083718707,4.3334651202324171e-08,2.7374996812061244e-05,2.3390325628443665e-08,3.874071264562788e-06,2.260923558664022e-10,3.0596078842297179e-10,3.1157824185035417e-10,4.502934969562702e-08,9.05692908115725e-10,2.0074833727956064e-14,1.3334592453977994e-14,2.9756022465034266e-10
4.748239936408279e-10,0.5590211270795559,2.6531441890645987e-06,2.9688968112343524e-09,3.0248230812084939e-09,4.8900405773241726e-14,1.4671228160127663e-11,0.0,0.0,6.5943891651939353e-06,1.7032297819255362e-09,154.0,0.0,0.8044546388034638,1.0,18.999853942478634,0.0010635279406508728,0.00010753369134108624,0.0054838334737184954,0.0059632136232668645,0.051964750081251995,0.00013460960946418712,7.8889425062839687e-10,4.7286563786860138e-06,0.13040066860360938,7.7679480233352387e-13,4.1689282614945403e-05,4.1412591706553115e-05,0.00030691974058397344,0.00030684717794401256,4.5862373417901115e-08,2.8332275891201671e-05,2.4755173076124497e-08,4.0909593095146521e-06,2.5855262308636828e-10,3.5364643400577404e-10,3.6034767627264119e-10,4.8589605371635742e-08,9.6325576004810632e-10,2.0543985137390027e-14,1.4043464407132275e-14,3.2418107103088229e-10
4.883198146018591e-10,0.5590211732519055,2.7447750358672069e-06,3.1536652774659996e-09,3.2231482699293819e-09,5.4773024230914848e-14,1.599992091991804e-11,0.0,0.0,6.9424593375088078e-06,1.8877055572945254e-09,154.0,0.0,0.79952653433528187,1.0,18.999850649857933,0.0010904294901206942,0.00010689068783188623,0.0055972364460570162,0.0060975932824197466,0.053275545756794503,0.0001374393928044855,8.0667159766250428e-10,4.8353162045063165e-06,0.13371950622139617,7.9312469899237148e-13,4.3753405753167284e-05,4.2356048078659183e-05,0.00032422637390298284,0.00032414954102666057,4.8448869766743588e-08,2.9285735987610583e-05,2.6151769113098483e-08,4.313019703027637e-06,2.9435187542269053e-10,4.0690802579671367e-10,4.1485881998477193e-10,5.2305225192644925e-08,1.0224379600380336e-09,2.1007376364878208e-14,1.4768328818288103e-14,3.5249956688885178e-10
5.018156355628902e-10,0.5590212208212323,2.8371293185056632e-06,3.3446412512924277e-09,3.4290896469498452e-09,6.1160813623142156e-14,1.7408623141172351e-11,0.0,0.0,7.297872096358519e-06,2.0858666762681797e-09,154.0,0.0,0.79463022864550492,1.0,18.999847400016559,0.0011171616541412448,0.0001062518329342289,0.0057086694003463433,0.0062303235608299427,0.054577826233435982,0.00014022009707107818,8.2423073317744444e-10,4.940666804556041e-06,0.13701849099800023,8.0917137389706942e-13,4.5850322190178355e-05,4.3283271440408865e-05,0.00034191947026370026,0.00034183824665287349,5.1093130453854085e-08,3.0235181552907756e-05,2.7579568290221593e-08,4.5401976333810373e-06,3.3369724769157465e-10,4.6618683837667646e-10,4.7557195519903048e-10,5.6176970904068292e-08,1.0832226767804857e-09,2.146507956755237e-14,1.55090212468394e-14,3.8257988652635119e-10
5.153114565239214e-10,0.5590212697640566,2.9301947816386289e-06,3.5418696628674146e-09,3.6427592425083188e-09,6.8092992159770909e-14,1.8899867345989512e-11,0.0,0.0,7.6605184226195808e-06,2.2982626189751323e-09,154.0,0.0,0.78976549739011059,1.0,18.999844192388124,0.0011437255247747915,0.00010561709732897072,0.0058181587996710424,0.0063614251100674694,0.055871646459009598,0.00014295238150786456,8.415743894107207e-10,5.0447245718808868e-06,0.14029775117256535,8.249386313624655e-13,4.7979003026009709e-05,4.4194479612950013e-05,0.00035999236748715725,0.00035990663187848363,5.3794159214723507e-08,3.1180443503573042e-05,2.9038032466916859e-08,4.7724387625806716e-06,3.7679935819892152e-10,5.3194222420206354e-10,5.4296691349504232e-10,6.020548228657007e-08,1.1455931874104519e-09,2.1917165966134818e-14,1.6265378562455035e-14,4.1448653673568249e-10
5.288072774849525e-10,0.5590213200572131,3.0239593427031638e-06,3.7453946731460412e-09,3.8642685316532931e-09,7.5599541161616725e-14,2.0476195843674666e-11,0.0,0.0,8.0302907132315294e-06,2.5254439858740435e-09,154.0,0.0,0.78493211803731855,1.0,18.999841026413751,0.0011701221863970755,0.0001049864519343581,0.0059257307607171808,0.006490918313879844,0.057157060995399203,0.00014563689672651161,8.587052631526039e-10,5.1475056869300972e-06,0.1435574140562412,8.404302258876781e-13,5.0138441232529538e-05,4.5089887584950729e-05,0.0003784384928118537,0.00037834812307477805,5.6550973139984684e-08,3.2121376159656612e-05,3.0526630716473413e-08,5.0096892253828613e-06,4.2387201394491871e-10,6.046515375507693e-10,6.1754305808760434e-10,6.4391281872579551e-08,1.2095328842088603e-09,2.2363705857782544e-14,1.7037238945770152e-14,4.4828430520724527e-10
5.423030984459837e-10,0.5590213716778472,3.1184110894959941e-06,3.9552596847674555e-09,4.0937283970500105e-09,8.3711198059742383e-14,2.2140159996282892e-11,0.0,0.0,8.4070827631352116e-06,2.7679620860583252e-09,154.0,0.0,0.78012986985024924,1.0,18.999837901542008,0.0011963527157591997,0.00010435986790376705,0.006031411058441849,0.0066188232918317994,0.058434124021637578,0.00014827428482288476,8.7562601624941272e-10,5.2490261204452801e-06,0.14679760604221004,8.5564986283016443e-13,5.232765121896111e-05,4.5969707544573068e-05,0.0003972513617285385,0.00039715623476439192,5.9362602501355664e-08,3.3057854536976091e-05,3.2044839232025715e-08,5.2518956282073065e-06,4.7513192034320785e-10,6.8481003945355364e-10,6.9981924674792984e-10,6.8734779518007081e-08,1.2750252798299833e-09,2.2804768628525883e-14,1.7824441888787979e-14,4.8403821093289792e-10
5.557989194070148e-10,0.5590214246034105,3.2135382777891506e-06,4.1715073527844738e-09,4.3312490935567949e-09,9.2459449167601208e-14,2.3894319481484053e-11,0.0,0.0,8.7907897474426915e-06,3.0263685429586595e-09,154.0,0.0,0.77535853386978049,1.0,18.999834817228766,0.0012224181820489309,0.00010373731662346524,0.0061352251306762201,0.006745159902892481,0.059702889336975193,0.0001508651794918206,8.9233927608078676e-10,5.3493016363074071e-06,0.1500184526153312,8.7060119906854922e-13,5.4545668406044299e-05,4.6834148913594068e-05,0.00041642457682813743,0.00041632456847041037,6.2228090579563172e-08,3.3989771951573935e-05,3.3592141233599407e-08,5.4990050479431835e-06,5.3079839601800865e-10,7.7293078458089283e-10,7.9033377628724168e-10,7.3236276833240938e-08,1.3420540113712082e-09,2.3240422765618675e-14,1.8626828194816431e-14,5.2181345654351309e-10
5.69294740368046e-10,0.5590214788116573,3.3093293289801064e-06,4.3941795952423844e-09,4.5769402145099153e-09,1.0187652224043445e-13,2.5741241553793975e-11,0.0,0.0,9.1813082038357139e-06,3.3012149168575735e-09,154.0,0.0,0.77061789289759763,1.0,18.999831772937114,0.0012483196469514121,0.00010311876971035449,0.0062371980826632532,0.0068699477489709785,0.060963410363919814,0.00015341020614026893,9.0884763599810139e-10,5.4483477943439855e-06,0.15322007836144175,8.8528784365236929e-13,5.6791548808652629e-05,4.768341838097703e-05,0.00043595182666528491,0.00043584681158112635,6.5146493494580495e-08,3.4917037898213632e-05,3.5168026876426078e-08,5.750965030652899e-06,5.9109309317959416e-10,8.6954449105949803e-10,8.8964430951805698e-10,7.7895971477625877e-08,1.4106028435595113e-09,2.367073586988984e-14,1.9444239977880975e-14,5.6167538251803691e-10
5.827905613290771e-10,0.5590215342806405,3.4057728277757736e-06,4.6233176036091807e-09,4.830910659659668e-09,1.1199537883549748e-13,2.7683500305146698e-11,0.0,0.0,9.5785360151895691e-06,3.593052343663821e-09,154.0,0.0,0.76590773147943703,1.0,18.999828768137256,0.0012740581647093013,0.00010250419900978289,0.0063373546915310754,0.0069932061784010232,0.062215740151247485,0.00015590998199882847,9.2515365581100727e-10,5.546179953094954e-06,0.15640260697634689,8.9971335844821302e-13,5.9064368626689363e-05,4.8517719936245347e-05,0.00045582688463688555,0.00045571673622987947,6.8116880038137594e-08,3.5839576170663148e-05,3.6771993160469897e-08,6.0077235901778078e-06,6.5623972399230605e-10,9.7519939413684819e-10,9.9832778555655375e-10,8.2713961321380565e-08,1.4806556712375456e-09,2.4095774667629954e-14,2.0276520661935743e-14,6.0368942320511023e-10
5.962863822901083e-10,0.5590215909887065,3.5028575199095754e-06,4.8589618530594418e-09,5.0932686047038553e-09,1.2284970648591824e-13,2.9723675925713634e-11,0.0,0.0,9.9823723924195288e-06,3.9024311894253405e-09,154.0,0.0,0.76122783588851661,1.0,18.9998258023064,0.0012996347821823434,0.00010189357659339431,0.0064357194107030049,0.00711495428937563,0.063459931376984843,0.00015836511623170264,9.4125986225257071e-10,5.6428132725383651e-06,0.15956616127452816,9.1388125877566136e-13,6.1363223844096201e-05,4.9337254903727749e-05,0.00047604360787443102,0.00047592819818869736,7.1138331508309403e-08,3.6757323196756088e-05,3.8403543841068572e-08,6.2692292066499778e-06,7.2646379327163748e-10,1.0904610845602108e-09,1.1169803142814063e-09,8.7690248478687051e-08,1.5521965212669922e-09,2.4515605022370548e-14,2.1123514979677006e-14,6.4792106460183285e-10
6.097822032511394e-10,0.5590216489144938,3.6005723098911182e-06,5.1011521126138965e-09,5.3641214723668528e-09,1.3447391070040781e-13,3.1864353965822823e-11,0.0,0.0,1.0392717857547124e-05,4.2299007200808618e-09,154.0,0.0,0.75657799410915505,1.0,18.999822874928686,0.0013250505389063702,0.00010128687475693984,0.0065323163742451174,0.0072352109333324362,0.064696036351363465,0.00016077621004509653,9.5716874938528334e-10,5.7382627167783797e-06,0.16271086319759315,9.2779501402836612e-13,6.3687229835813754e-05,5.01422219776643e-05,0.00049659593614988381,0.00049647513577554502,7.4209941546102574e-08,3.7670226564551053e-05,4.0062189340679162e-08,6.5354308249139589e-06,8.019923377878647e-10,1.2159123324988457e-09,1.2462170557297225e-09,9.2824743215534224e-08,1.6252095539450186e-09,2.4930291946783319e-14,2.1985068970803773e-14,6.9443580383643136e-10
6.232780242121706e-10,0.5590217080369266,3.6989062587881729e-06,5.3499274551367188e-09,5.6435759049732667e-09,1.4690310680070797e-13,3.4108124599792832e-11,0.0,0.0,1.080947422698345e-05,4.5760087859582991e-09,154.0,0.0,0.75195799582057465,1.0,18.999819985495069,0.0013503064671517519,0.00010068406601815526,0.0066271694011523366,0.0073539947182904696,0.065924107019746409,0.00016314385679407957,9.728827790705253e-10,5.8325430566940223e-06,0.16583683382248984,9.4145804829337069e-13,6.6035520982534024e-05,5.0932817257312578e-05,0.00051747789079578253,0.00051735156877583566,7.7330815974190576e-08,3.8578243717886478e-05,4.1747446661768902e-08,6.8062778528624194e-06,8.8305367240828825e-10,1.3521528978167751e-09,1.3866720851917725e-09,9.8117267735850231e-08,1.6996790640272639e-09,2.5339899614046812e-14,2.2861029980163554e-14,7.4329911030228527e-10
6.367738451732017e-10,0.5590217683352124,3.7978485820406463e-06,5.6053262671926076e-09,5.9317377384659934e-09,1.601731116083286e-13,3.6457581892458219e-11,0.0,0.0,1.123254459502672e-05,4.9413015205367484e-09,154.0,0.0,0.74736763238088721,1.0,18.999817133503221,0.0013754035919812896,0.00010008512311469766,0.0067203019995739511,0.0074713240121391097,0.067144194965527051,0.00016546864208793677,9.8840438142733084e-10,5.9256688725489218e-06,0.16894419336950536,9.5487374096190706e-13,6.840725029308572e-05,5.1709234281421509e-05,0.00053868357364000093,0.00053855159737863111,8.0500072637872451e-08,3.9481340801581329e-05,4.3458839300890829e-08,7.0817201596894317e-06,9.6987714326754937e-10,1.499799327481347e-09,1.5389982447464488e-09,1.0356755984940429e-07,1.7755894814406751e-09,2.5744491369052925e-14,2.3751246655586796e-14,7.9457638839157584e-10
6.502696661342329e-10,0.559021829788839,3.897388647306045e-06,5.867386258765707e-09,6.2287119778199434e-09,1.7432043499171064e-13,3.8915323069120247e-11,0.0,0.0,1.1661833317571316e-05,5.3263230530020126e-09,154.0,0.0,0.74280669681125677,1.0,18.999814318457474,0.0014003429313075675,9.9490019002025239e-05,0.0068117373709794963,0.007587216945879994,0.068356351413000838,0.00016775114389403249,1.0037359552036818e-09,6.0176545565654469e-06,0.1720330612100682,9.6804542732272688e-13,7.0801589034296398e-05,5.2471664062094626e-05,0.00056020716595493508,0.00056006940112730125,8.3716841248147765e-08,4.0379491638843251e-05,4.5195897163936352e-08,7.361708074065117e-06,1.0626928881128061e-09,1.6594847408652946e-09,1.7038669819543945e-09,1.0917527652486975e-07,1.8529253717490633e-09,2.6144129739892662e-14,2.4655568945109946e-14,8.4833294177823087e-10
6.63765487095264e-10,0.5590218923775682,3.9975159723358801e-06,6.1361444728423933e-09,6.5346027738044831e-09,1.8938227128449005e-13,4.148394778961264e-11,0.0,0.0,1.2097245996025561e-05,5.7316152341420661e-09,154.0,0.0,0.7382749837802437,1.0,18.999811539868681,0.0014251254959497665,9.8898726851332663e-05,0.0069014984142659139,0.0077016914168225731,0.069560627230210295,0.0001699919326402078,1.0188798682269972e-09,6.1085143154617248e-06,0.17510355587436927,9.8097639915546906e-13,7.321772636818019e-05,5.322029511833264e-05,0.00058204292742063623,0.00058189923788415907,8.6980263226891582e-08,4.1272676825755842e-05,4.695815648250975e-08,7.6461923822351925e-06,1.1617316039305743e-09,1.8318586036693162e-09,1.8819681763977592e-09,1.1493999733132641e-07,1.9316714364148719e-09,2.6538876448742153e-14,2.557384809416455e-14,9.0463393920161229e-10
6.772613080562952e-10,0.5590219560814357,4.0982202228825201e-06,6.4116372948598707e-09,6.8495134010491865e-09,2.0539649058509607e-13,4.416605742712912e-11,0.0,0.0,1.2538689461435575e-05,6.1577173751440156e-09,154.0,0.0,0.73377228958832086,1.0,18.999808797254151,0.0014497522896899382,9.8311220047573236e-05,0.0069896077298068375,0.0078147650917340244,0.070757072931763074,0.00017219157131573523,1.0338384578640668e-09,6.1982621729507259e-06,0.17815579505881524,9.9366990531821062e-13,7.5654868996302682e-05,5.3955313509355345e-05,0.00060418519510159713,0.00060403544280877603,9.0289491554119931e-08,4.2160882929606932e-05,4.8745159731402857e-08,7.9351243260488992e-06,1.2672243219273944e-09,2.0175864911636307e-09,2.0740099547294113e-09,1.2086122777137368e-07,2.0118125128902006e-09,2.6928792422484178e-14,2.6505936642573247e-14,9.6354438170399975e-10
6.907571290173263e-10,0.5590220208807439,4.1994912106360754e-06,6.6939004620225259e-09,7.1735462373688713e-09,2.2240162994753233e-13,4.6964254352423019e-11,0.0,0.0,1.2986071758812529e-05,6.6051659988669216e-09,154.0,0.0,0.72929841215256286,1.0,18.999806090137554,0.0014742243093287626,9.772747218740881e-05,0.0070760876234449016,0.0079264554099442337,0.071945738681623919,0.0001743506155708507,1.0486140313553395e-09,6.2869119722055831e-06,0.18118989563332807,1.0061291523139366e-12,7.8112240811179157e-05,5.4676902867569536e-05,0.00062662838243713746,0.00062647242734992074,9.3643690617236087e-08,4.3044101779266096e-05,5.0556455547182042e-08,8.2284556009186758e-06,1.3794021899069054e-09,2.2173498414214906e-09,2.2807184948712448e-09,1.2693840250894035e-07,2.093333574566172e-09,2.7313937803817932e-14,2.7451688420841858e-14,1.0251290712762379e-09
7.177487709393886e-10,0.5590221536882193,4.4036933621146325e-06,7.2788775941015414e-09,7.8493834517796066e-09,2.5954209806930968e-13,5.2919320300921856e-11,0.0,0.0,1.3898291007201563e-05,7.5662334659842617e-09,154.0,0.0,0.72043630721060559,1.0,18.999800780524144,0.0015227079789277822,9.6571148731147319e-05,0.0072442469191495414,0.0081457546146039284,0.074299929245420074,0.00017854910730953291,1.0776252108259199e-09,6.4609718804637778e-06,0.18720414434228577,1.0303574864273223e-12,8.308465149970807e-05,5.608051707421456e-05,0.00067239554577397961,0.00067222675660297238,1.0048371465243669e-07,4.4795567821000194e-05,5.4250149756390519e-08,8.8281251804330758e-06,1.6247373135585115e-09,2.6617864281351368e-09,2.741129557566295e-09,1.3955798773739826e-07,2.260456225450188e-09,2.8070153501030074e-14,2.9383603419776179e-14,1.1565792290173279e-09
7.420412486692447e-10,0.5590222767691331,4.5893142473044439e-06,7.8288571587653783e-09,8.4898429302141713e-09,2.967574082518872e-13,5.8702000638977887e-11,0.0,0.0,1.4738700956192196e-05,8.5095163574592371e-09,154.0,0.0,0.71255697134041451,1.0,18.999796118623678,0.0015658238130466335,9.5543052594127407e-05,0.0073902355421852821,0.0083385632208423308,0.076392589480969095,0.0001821943444163206,1.1031319015666318e-09,6.6140057021402604e-06,0.19255608990177869,1.0513931411456875e-12,8.7621559070773014e-05,5.7299636217940962e-05,0.00071456062242650806,0.00071437978198357068,1.0678538168130561e-07,4.6354835914879684e-05,5.7653150388040042e-08,9.3823981331856206e-06,1.8707161302438018e-09,3.1169323575902745e-09,3.2133069462670801e-09,1.514419304028729e-07,2.4154381891325316e-09,2.8735019864043464e-14,3.1167615083838624e-14,1.2846752828688305e-09
7.663337263991008e-10,0.5590224031048583,4.7766193707217499e-06,8.4012997563965834e-09,9.1614076224251189e-09,3.3781216023562426e-13,6.4901247139218135e-11,0.0,0.0,1.5596976507037921e-05,9.5301546223070275e-09,154.0,0.0,0.70476793127150261,1.0,18.999791564610348,0.0016084533680180086,9.452673427822558e-05,0.007531278687287128,0.0085271508916359949,0.078460807086376677,0.00018571637186694974,1.1280801692534079e-09,6.763689105684079e-06,0.19785104689404925,1.0717177870325114e-12,9.2212689494613047e-05,5.8477993609866926e-05,0.00075761718343320171,0.00075742380329248788,1.1322026431916434e-07,4.7897999421893984e-05,6.1128112582140902e-08,9.9501941868865139e-06,2.1419335366854744e-09,3.6288479484670214e-09,3.7451004210619295e-09,1.6381942270581026e-07,2.5746637975673493e-09,2.9385330096236389e-14,3.2993680961414945e-14,1.4224315680775921e-09
7.906262041289568e-10,0.5590225325897844,4.9655543297022735e-06,8.9963915484868946e-09,9.8646398679207781e-09,3.8295402518551772e-13,7.1532180985251276e-11,0.0,0.0,1.6472623279740873e-05,1.0631147872649798e-08,154.0,0.0,0.69706806495331575,1.0,18.999787115924988,0.0016506022119086167,9.3522047197412133e-05,0.0076674962984421653,0.0087116115027786618,0.08050486229781402,0.00018911817746253157,1.152482433757014e-09,6.9100966087231922e-06,0.20308966793426061,1.0913486658558605e-12,9.6854094614975798e-05,5.9616576616876262e-05,0.00080153528135169902,0.00080132885859346067,1.1978388260649899e-07,4.9425132989347801e-05,6.4672616448534091e-08,1.0531247738124794e-05,2.4397158179608715e-09,4.202045277203419e-09,4.341368496440793e-09,1.7668499564356955e-07,2.738050290337318e-09,3.0021407945004903e-14,3.4860994717503552e-14,1.5702151574735198e-09
8.149186818588129e-10,0.5590226651208438,5.1560660989429401e-06,9.6143125909798283e-09,1.0600091334623646e-08,4.3243694504708991e-13,7.860987917758459e-11,0.0,0.0,1.7365158455549043e-05,1.1815450503244383e-08,154.0,0.0,0.68945626614190947,1.0,18.999782770068602,0.0016922758437684802,9.2528846835484893e-05,0.0077990055273871291,0.0088920367753496203,0.082525031884454869,0.00019240267943136392,1.1763508299687728e-09,7.053301018466849e-06,0.2082725975005961,1.1103026179096874e-12,0.00010154198122037453,6.0716349601295612e-05,0.00084628569450728979,0.0008460657109484967,1.2647186499162606e-07,5.0936332063035849e-05,6.8284300654139412e-08,1.1125297761750274e-05,2.7653756742721039e-09,4.8411804588359761e-09,5.0071404405890296e-09,1.90032660688842e-07,2.9055163016054237e-09,3.0643569726189059e-14,3.6768763207804566e-14,1.72838897516919e-09
8.39211159588669e-10,0.5590228005974662,5.3481029962363577e-06,1.0255236989479349e-08,1.1368302807519704e-08,4.8652095500728803e-13,8.6149362334351575e-11,0.0,0.0,1.8274110513102458e-05,1.3085968776144236e-08,154.0,0.0,0.68193144413806084,1.0,18.999778524600814,0.0017334796945999806,9.1546990711568373e-05,0.0079259208000959855,0.0090685163273349825,0.084521589197016453,0.0001955727280863744,1.1996972144924029e-09,7.1933734726849413e-06,0.21340047205331844,1.1285960915625183e-12,0.00010627270553306809,6.1778254469694045e-05,0.00089183991007969559,0.00089160583153614285,1.3327994580627941e-07,5.2431708311753868e-05,7.1960861059446139e-08,1.173208776332019e-05,3.1202093302953292e-09,5.5510477933592657e-09,5.7476112198372971e-09,2.0385595534341412e-07,3.0769818485268977e-09,3.1252124502864662e-14,3.8716206374951501e-14,1.8973114072855347e-09
8.63503637318525e-10,0.5590229389215106,5.541614649091863e-06,1.0919333050531749e-08,1.2169804007358451e-08,5.4547200500733818e-13,9.4165582830873966e-11,0.0,0.0,1.9199018970715068e-05,1.4445558207785873e-08,154.0,0.0,0.6744925235305953,1.0,18.9997743771385,0.0017742191283106892,9.0576338346250914e-05,0.0080483538815832503,0.0092411377239235894,0.086494804215490814,0.00019863110744052284,1.2225331722685157e-09,7.3303834796368485e-06,0.21847392015099754,1.1462451525740709e-12,0.00011104276789496423,6.2803211207576834e-05,0.00093817010759877039,0.0009379213831788028,1.4020396280235095e-07,5.3911385957961005e-05,7.5700049388040393e-08,1.2351365730179185e-05,3.5054938742867851e-09,6.336573760173753e-09,6.5681362541381729e-09,2.1814798599697589e-07,3.2523683187154394e-09,3.1847374259020052e-14,4.0702557138622892e-14,2.0773359473054754e-09
8.877961150483811e-10,0.5590230799972132,5.7365519622001305e-06,1.1606763429165293e-08,1.3005113436921871e-08,6.0956178075267765e-13,1.0267341328424502e-10,0.0,0.0,2.0139434134522258e-05,1.5897021231223607e-08,154.0,0.0,0.66713844394469002,1.0,18.999770325354334,0.0018144994426506503,8.961675122885609e-05,0.008166413939107697,0.0094099865265456096,0.088444943596100098,0.00020158053678232324,1.2448700232648374e-09,7.4643989569905517e-06,0.22349356256415298,1.1632654932125949e-12,0.00011584880763848267,6.3792118400828857e-05,0.00098524914282999317,0.00098498520425986474,1.4723985474728305e-07,5.5375498847306085e-05,7.9499671927573884e-08,1.2982884081370374e-05,3.9224848175068014e-09,7.2028108930960182e-09,7.4742260162306655e-09,2.3290146830280499e-07,3.4315984569100017e-09,3.2429614067492554e-14,4.2727061281922502e-14,2.2688108733765708e-09
9.120885927782372e-10,0.5590232237311309,5.9328670857403554e-06,1.2317685272689077e-08,1.3874738253906849e-08,6.7906752447262928e-13,1.1168763540253478e-10,0.0,0.0,2.1094916852502772e-05,1.7443105126015447e-08,154.0,0.0,0.65986815979516966,1.0,18.999766366975496,0.0018543258701340436,8.8668092784980341e-05,0.0082802076037761536,0.0095751463406536213,0.090372270717471351,0.00020442367221147048,1.2667188286363678e-09,7.5954862697526587e-06,0.22846001238641025,1.1796724410984469e-12,0.00012068759814108022,6.4745853744036449e-05,0.0010330505320497025,0.0010327707930305431,1.5438365907738379e-07,5.6824188150056838e-05,8.3357588262246958e-08,1.3626399616448429e-05,4.3724138688627403e-09,8.154931552002872e-09,8.4715404892448873e-09,2.4810876511744931e-07,3.6145963509673741e-09,3.2999132255629452e-14,4.4788977331177956e-14,2.4720789566226471e-09
9.363810705080932e-10,0.5590233700320866,6.1305133844931649e-06,1.3052250360910229e-08,1.4779174168103785e-08,7.5427185581296403e-13,1.2122292920715562e-10,0.0,0.0,2.206503827414198e-05,1.9086500192873131e-08,154.0,0.0,0.65268064004459614,1.0,18.999762499782264,0.0018937035789457809,8.7730228344454539e-05,0.008389839030617411,0.0097366988623018621,0.092277045726059215,0.00020716310813628084,1.2880903967978724e-09,7.7237102672499937e-06,0.2333738751434051,1.1954809678320555e-12,0.00012555604205347664,6.5665274536221626e-05,0.0010815484366938368,0.0010812522922901103,1.6163150960685836e-07,5.8257600525617706e-05,8.7271710035461626e-08,1.4281673463354888e-05,4.8564869124797991e-09,9.1982216190268599e-09,9.5658835106172506e-09,2.6376192218133304e-07,3.8012874173784172e-09,3.3556210566510196e-14,4.6887576430752111e-14,2.6874771979805819e-09
