Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144)
5.820641432744816e-09,0.3978574614742287,1.0179334575578285e-07,3.8569579750804213e-10,3.6636467956911834e-10,9.5324140443587623e-14,2.0740547772571266e-11,0.0,0.0,2.9140210858531199e-05,1.285114787846794e-07,154.0,0.0,0.97534863085969936,1.0,18.999043148595003,0.00098606238873146651,8.3228585382548706e-07,0.0056104758469613355,0.0066756019089336625,0.0038234156759265731,0.00091081749836414679,2.5846467501123286e-09,1.6661617820724988e-05,0.0062328725852901883,9.835071434148019e-12,0.00020213788859746695,7.1749937585041899e-06,0.00016792639218178858,0.00016782580659965675,6.2621136464209371e-08,5.7343095006598908e-07,3.7964445667614952e-08,1.6814032448994709e-05
5.998371797052919e-09,0.3978574240631257,1.0693723108703192e-07,4.1743711709789829e-10,3.9595649549095387e-10,1.0950563062720166e-13,2.3102891224538679e-11,0.0,0.0,3.0912235412403097e-05,1.4466427903939951e-07,154.0,0.0,0.97460554280326273,1.0,18.999014466065791,0.0010155427927215756,8.3169828566862498e-07,0.00577214687767177,0.0068734405569821416,0.0039384954293838204,0.00093721166044395687,2.6612417722186419e-09,1.7155449093116005e-05,0.0064209430296779842,1.012007745446787e-11,0.00021443999054729553,7.3864990423997962e-06,0.00017836010890016899,0.00017825327353965535,6.6511946246623406e-08,5.9271640352248354e-07,4.0323414267077333e-08,1.7907716222101863e-05
6.176102161361022e-09,0.3978573875460001,1.1217355182281963e-07,4.5075821242419521e-10,4.2696305427765202e-10,1.2528360334921566e-13,2.565471143513308e-11,0.0,0.0,3.2734216624138903e-05,1.622761211874282e-07,154.0,0.0,0.97386303367072513,1.0,18.998985822663773,0.001044986359655076,8.3111117183818531e-07,0.0059332680449185144,0.0070709202884967895,0.0040534767512678434,0.00096351599427239106,2.7376976127126454e-09,1.7648383030036912e-05,0.0066088806651735292,1.0404113503005485e-11,0.00022709142562950304,7.5972855005540786e-06,0.00018909640678597305,0.00018898314040718823,7.0515584643370487e-08,6.1198847171703946e-07,4.2750794141462401e-08,1.9038876799243737e-05
6.353832525669125e-09,0.39785735192008354,1.1750024374271888e-07,4.8568702293557742e-10,4.5940517893284142e-10,1.4278236201838827e-13,2.840508781935622e-11,0.0,0.0,3.4605935817390171e-05,1.8142965113501126e-07,154.0,0.0,0.97312110413321307,1.0,18.998957218338294,0.0010743931248439905,8.3052451293638509e-07,0.0060938404980328282,0.0072680408322732884,0.0041683597191344915,0.00098973068779570871,2.8140141671496949e-09,1.8140418958066504e-05,0.0067966855947422496,1.0687181609217804e-11,0.00024009100595888321,7.8073546348992597e-06,0.00020013425680646607,0.00020001437878672108,7.4631667423878341e-08,6.312471037820802e-07,4.5246352321154415e-08,2.0207777287942457e-05
6.531562889977228e-09,0.397857317182613,1.229152787684044e-07,5.2225087284318011e-10,4.9330302665886892e-10,1.6213163819557753e-13,3.1363241907242402e-11,0.0,0.0,3.6527172497842783e-05,2.0220947918372399e-07,154.0,0.0,0.97237975485645545,1.0,18.998928653038789,0.0011037631236040831,8.2993830956087339e-07,0.0062538653848948581,0.0074648019206794078,0.004283144410611681,0.0010158559287227048,2.8901913324702097e-09,1.8631556212713442e-05,0.0069843579214687668,1.0969283799997611e-11,0.00025343754528136663,8.0167079454689634e-06,0.00021147263207987977,0.0002113459624123938,7.8859811161834746e-08,6.5049226464367416e-07,4.7809856324181991e-08,2.141468030874713e-05
6.709293254285331e-09,0.3978572833308309,1.2841666431987808e-07,5.6047648204688929e-10,5.2867610479949193e-10,1.8346662747097443e-13,3.4538533383363993e-11,0.0,0.0,3.8497704379866203e-05,2.2470215407243296e-07,154.0,0.0,0.97163898650078739,1.0,18.998900126714762,0.0011330963912546893,8.293525623047322e-07,0.0064133438519394497,0.00766120328965473,0.0043978309033987414,0.001041891904525653,2.9662290069995425e-09,1.9121794138415403e-05,0.0071718977485598426,1.1250422099683715e-11,0.0002671298589806034,8.225346930405631e-06,0.00022311050787269686,0.00022297686716530709,8.3199633234174404e-08,6.6972393104547181e-07,5.0441074155603796e-08,2.2659847984455466e-05
7.064753982901536e-09,0.39785721827333004,1.396706904236858e-07,6.4201690003920285e-10,6.0392282483759952e-10,2.3266202352003853e-13,4.1578635017307514e-11,0.0,0.0,4.258575580949851e-05,2.7518177560560033e-07,154.0,0.0,0.97015919516710458,1.0,18.998843190791536,0.0011916528745216418,8.2818243850007057e-07,0.0067306661051237992,0.008052925830928313,0.0046269096040530318,0.0010936968094715335,3.1178854839098222e-09,2.0099569425374205e-05,0.0075465803172826505,1.1809815110421076e-11,0.00029554707927162877,8.6404879065400026e-06,0.00024728067280753712,0.00024713255429588182,9.2212785899937415e-08,7.0814673108352819e-07,5.5905725755353098e-08,2.5266023238302817e-05
7.420214711517741e-09,0.39785715672562966,1.5124706768037803e-07,7.305103523921322e-10,6.8528898496241782e-10,2.9156049684107677e-13,4.9602887922113315e-11,0.0,0.0,4.6868277008044777e-05,3.3359868701780799e-07,154.0,0.0,0.96868173530705437,1.0,18.998786410166236,0.0012500628572646192,8.2701414617580026e-07,0.0070458164003778393,0.0084432064150341234,0.0048555964440958914,0.0011451468977168068,3.2689828121763605e-09,2.1073739752988056e-05,0.0079207341290663744,1.2365376785446294e-11,0.00032533322290299063,9.0527895109090631e-06,0.00027263659660537462,0.00027247329006403298,1.0166808046334705e-07,7.4651545609911273e-07,6.1638460878288847e-08,2.8028389667012483e-05
7.774920223745283e-09,0.39785709878553865,1.6310550555083668e-07,8.259390086742864e-10,7.7271592175700185e-10,3.6128198443497093e-13,5.8670264585978339e-11,0.0,0.0,5.1333717075894328e-05,4.005600500216651e-07,154.0,0.0,0.96720974359469591,1.0,18.998729904581428,0.0013082029890119189,8.2585016623069161e-07,0.0073581411668896422,0.0088312184627769783,0.0050834074221709326,0.0011961354732790525,3.4192009885955991e-09,2.2042241963080574e-05,0.0082935667628163973,1.2915955014029668e-11,0.00035641126561031781,9.4613966761986749e-06,0.00029911254227767847,0.00029893337686345833,1.1154099963287153e-07,7.8474876943516971e-07,6.7624414587167345e-08,3.0942650778990127e-05
8.129625735972825e-09,0.3978570442969406,1.7525613733330848e-07,9.2866666608169426e-10,8.6649441801828527e-10,4.4330261496383913e-13,6.8877545632719353e-11,0.0,0.0,5.5989114952876186e-05,4.7696430079331649e-07,154.0,0.0,0.96574008349766338,1.0,18.998673552838227,0.0013661978044632937,8.2468801903189203e-07,0.0076683213157590956,0.0092177907838878782,0.0053108294456236304,0.0012467737014711989,3.568860892754648e-09,2.3007144863398517e-05,0.0086658745375890467,1.3462750167046367e-11,0.00038883371283443199,9.867200202014352e-06,0.00032675309196893116,0.00032655737014044634,1.2184816440839861e-07,8.2292829069535805e-07,7.3873664076426475e-08,3.4016565039866059e-05
8.484331248200367e-09,0.3978569932382823,1.876853255512907e-07,1.0388682363935978e-09,9.6674044691859759e-10,5.3907310337635862e-13,8.0307268434494251e-11,0.0,0.0,6.0832591343346255e-05,5.6362189423899183e-07,154.0,0.0,0.96427275990166983,1.0,18.99861735454013,0.0014240475845634707,8.2352770898619544e-07,0.0079763658644033623,0.0096029215203586229,0.0055378631367087308,0.0012970630568648394,3.717961809884085e-09,2.3968443845323354e-05,0.0090376582822485063,1.4005778167024263e-11,0.00042259126057546284,1.027021187202742e-05,0.00035555024412912013,0.00035533727314405843,1.325865871838066e-07,8.6105408392730159e-07,8.0384397877836238e-08,3.7252178999940184e-05
8.839036760427909e-09,0.3978569455880963,2.0037990381408291e-07,1.1567106103718248e-09,1.073561918871254e-09,6.5013320190209092e-13,9.3043601545198736e-11,0.0,0.0,6.5862242756814556e-05,6.6136991691674806e-07,154.0,0.0,0.96280777760728131,1.0,18.998561309291642,0.0014817526102874339,8.2236924042827592e-07,0.0082822838082119415,0.0099866088707814306,0.0057645091187120186,0.001347005010425884,3.8665030471576887e-09,2.492613444170997e-05,0.0094089188276101961,1.4545054897556807e-11,0.00045767463182167271,1.0670443441093845e-05,0.00038549603086813008,0.00038526512276303669,1.4375329293897806e-07,8.9912622359852178e-07,8.7154812154396393e-08,4.0651529604883759e-05
9.19374227265545e-09,0.3978569013250003,2.1332716036783421e-07,1.2823529382227717e-09,1.1870590759081971e-09,7.7811155130008234e-13,1.0717224586520282e-10,0.0,0.0,7.1076142348772359e-05,7.7107126540471464e-07,154.0,0.0,0.96134514133001836,1.0,18.998505416698219,0.0015393131626351808,8.2121261762076757e-07,0.0085860841207218881,0.010368851090331485,0.0059907680159300312,0.0013966010295430628,4.0144839336850536e-09,2.5880212326839016e-05,0.0097796570064144564,1.5080596203610811e-11,0.00049407457674276081,1.1067906635484903e-05,0.00041658251787364531,0.00041633298944375425,1.5534531920915547e-07,9.37144788349885e-07,9.4183110681756126e-08,4.4216643856077996e-05
9.548447784882992e-09,0.3978568604276964,2.2651482225312129e-07,1.4159468999517432e-09,1.3073248691274756e-09,9.2472534944368123e-13,1.2278033991862903e-10,0.0,0.0,7.6472340759712272e-05,8.9361382605070294e-07,154.0,0.0,0.959884855700461,1.0,18.998449676366267,0.0015967295226264877,8.2005784475434495e-07,0.008887775753791162,0.010749646490747526,0.0062166404536497842,0.0014458525780561289,4.1619038205034725e-09,2.6830673316364624e-05,0.01014987365329598,1.5612417891830979e-11,0.00053178187288055001,1.1462613153114668e-05,0.00044880180432970936,0.00044853297710882497,1.673597160545415e-07,9.751098590145936e-07,1.0146750482978157e-07,4.7949538471943071e-05
9.903153297110534e-09,0.39785682287497187,2.3993104005353377e-07,1.5576369658646344e-09,1.4344453196700682e-09,1.0917798461471738e-12,1.3995636913976286e-10,0.0,0.0,8.2048866951964778e-05,1.0299096564868296e-06,154.0,0.0,0.95842692526435846,1.0,18.998394087903048,0.0016540019712956888,8.1890492594780772e-07,0.0091873676377699585,0.011128993440310269,0.0064421270581285486,0.0014947611162837258,4.3087620805689411e-09,2.7777513367256401e-05,0.010519569604751394,1.6140535730840829e-11,0.0005707873253370351,1.1854574663765006e-05,0.00048214602283594421,0.00048185722307636969,1.7979354603013957e-07,1.0130215185496276e-06,1.0900621354426945e-07,5.1852219550465384e-05
9.999999999999999e-09,0.39785678864569773,2.4363233001510747e-07,1.5977484852798387e-09,1.4703554274114599e-09,1.1411909650590525e-12,1.4493029241959052e-10,0.0,0.0,8.3602526323683086e-05,1.0696358862274388e-06,154.0,0.0,0.95802927042976793,1.0,18.998378936698387,0.0016696143297253842,8.1859046254395239e-07,0.0092688026967825757,0.011232316159747175,0.0065036256201668561,0.0015080553952184909,4.3487617087008646e-09,2.8035403192103197e-05,0.010620418827070337,1.6284088290714011e-11,0.00058166154416419127,1.1961118001424283e-05,0.0004914446023176947,0.00049115023290181511,1.8326091389275689e-07,1.0233634234094523e-06,1.1110850198683748e-07,5.2947554913915796e-05
1.0257858809338076e-08,0.39785678864569773,2.5356437320467925e-07,1.7075606477226684e-09,1.5684998641082044e-09,1.2811676779765605e-12,1.5879007896201998e-10,0.0,0.0,8.7803729043970578e-05,1.1808941693078028e-06,154.0,0.0,0.95697135448274573,1.0,18.998338650916651,0.0017111307896864676,8.1775386524817405e-07,0.0094848686816698773,0.011506890363818507,0.0066672284565736295,0.0015433281010509134,4.4550581087462955e-09,2.8720728577735865e-05,0.010888745699107276,1.6664965451539912e-11,0.00061108176695982884,1.224380280930807e-05,0.00051660733932741034,0.00051629789797992564,1.926438841558337e-07,1.0508798515583476e-06,1.1679746332880533e-07,5.5926682233134359e-05
1.0612564321565618e-08,0.3978567577188295,2.6740377583508344e-07,1.8658487410217991e-09,1.7095616850686947e-09,1.4948680559117303e-12,1.7937239151718549e-10,0.0,0.0,9.3734915141622469e-05,1.3475253182953576e-06,154.0,0.0,0.95551814773206334,1.0,18.998283365015951,0.001768116258846658,8.1660466663077266e-07,0.0097802877733309188,0.011883335742562735,0.0068919452771222089,0.0015915549857163339,4.6007913217983778e-09,2.9660315187206562e-05,0.01125740277648871,1.7185722747397175e-11,0.00065265605852503252,1.2630309203925806e-05,0.00055217795299509717,0.0005518472056889837,2.0590781788669859e-07,1.088684943302655e-06,1.2483948822676202e-07,6.0174910370492001e-05
1.096726983379316e-08,0.39785673007340566,2.8143858311995342e-07,2.032625558710731e-09,1.8576980276476791e-09,1.7349458153819284e-12,2.0179532581700828e-10,0.0,0.0,9.984039416632834e-05,1.5307827875483536e-06,154.0,0.0,0.95406730930428518,1.0,18.998228229810557,0.0018249586598230599,8.1545733399934491e-07,0.010073633779586132,0.012258328114296117,0.0071162781488211917,0.0016394432201990068,4.7459611583741722e-09,3.0596269576177702e-05,0.011625541678787451,1.7702823274740246e-11,0.00069550108891754136,1.3014105434326189e-05,0.00058885009620703293,0.00058849738323014575,2.1958244708353933e-07,1.1264368791633179e-06,1.3313052980343681e-07,6.4598876189489636e-05
1.1321975346020702e-08,0.3978567056885491,2.9565849813261089e-07,2.2080091565976193e-09,2.012970502064288e-09,2.0035503367038448e-12,2.2615192131440544e-10,0.0,0.0,0.00010611811667945289,1.7316671838678172e-06,154.0,0.0,0.9526188434070485,1.0,18.998173244910792,0.0018816582736562682,8.1431187118614793e-07,0.010364915546423853,0.01263186607320264,0.0073402277016071044,0.001686994251004722,4.8905670789958534e-09,3.1528588266180546e-05,0.011993163249629485,1.8216282653040484e-11,0.000739607775308773,1.3395203059956343e-05,0.00062661603443000874,0.00062624070070889685,2.3366488398365708e-07,1.1641357447568672e-06,1.4166883712832566e-07,6.9200539962842805e-05
1.1676680858248244e-08,0.39785668454346523,3.1005357917606476e-07,2.3921115507345314e-09,2.1754353730655052e-09,2.3029143445095015e-12,2.5253616472446931e-10,0.0,0.0,0.00011256601570280029,1.9511992327447463e-06,154.0,0.0,0.95117275416379388,1.0,18.998118409927585,0.0019382153813755113,8.1316828195206411e-07,0.010654141899147415,0.01300394826986229,0.0075637945662860228,0.0017342095212520277,5.0346085660446761e-09,3.2457267919677544e-05,0.012360268334342535,1.8726116465193558e-11,0.0007849670633318193,1.3773613613212421e-05,0.00066546806615191175,0.00066506946123198209,2.4815225317183803e-07,1.2017816261337176e-06,1.5045266675753334e-07,7.3981849680572831e-05
1.2031386370475786e-08,0.39785666661744284,3.2461422757507018e-07,2.5850389271041511e-09,2.3451438366533015e-09,2.6353525952717835e-12,2.8104291997043768e-10,0.0,0.0,0.00011918200753480486,2.1904189782942066e-06,154.0,0.0,0.94972904561390625,1.0,18.998063724472534,0.0019946302639935083,8.1202656998671476e-07,0.010941321642532274,0.013374573411213128,0.0077869793745135368,0.001781090470697801,5.1780851237456811e-09,3.3382305339963694e-05,0.012726857779923915,1.9232340257795599e-11,0.00083156992725403256,1.4149348599646094e-05,0.00070539852280465047,0.00070497600083038259,2.630416915515644e-07,1.2393746096895522e-06,1.5948028271631746e-07,7.8944740723922691e-05
1.2386091882703328e-08,0.3978566518898529,3.3933117591008972e-07,2.7868918439154979e-09,2.5221422846745035e-09,3.0032604615367184e-12,3.1176786112689486e-10,0.0,0.0,0.00012596399256210663,2.4503849874694161e-06,154.0,0.0,0.94828772171286446,1.0,18.99800918815777,0.0020509032025013362,8.1088673890858038e-07,0.01122646356098039,0.013743740260510055,0.0080097827587747566,0.0018276385357623756,5.3209962781511075e-09,3.4303697471059654e-05,0.013092932435008543,1.973496954141448e-11,0.00087940737014705636,1.4522419498167324e-05,0.0007463997686876692,0.00074595268838287103,2.7833034831643734e-07,1.2769147819679468e-06,1.6874995648176158e-07,8.4091135541828349e-05
1.309550290715841e-08,0.3978566319478681,3.691984924216434e-07,3.2177495391621649e-09,2.8981721577856981e-09,3.8554602128782796e-12,3.8025867310832141e-10,0.0,0.0,0.00014001746901165453,3.0368779488634126e-06,154.0,0.0,0.94541224326065343,1.0,18.997900561400275,0.0021630243710119316,8.0861273353292719e-07,0.011790668959706567,0.014477694417265709,0.008454247789366735,0.0019197417418929392,5.6051205903078883e-09,3.6135534344667958e-05,0.013823540776222623,2.0729506445413917e-11,0.00097875015014915853,1.5260614815085967e-05,0.00083158424922655336,0.00083108614665099883,3.1009397505720221e-07,1.3518370396827993e-06,1.8800860049736801e-07,9.4942059720955679e-05
1.3733972829167985e-08,0.39785662473345823,3.9652704268420101e-07,3.6369471366211198e-09,3.2619065258278524e-09,4.7693716239150388e-12,4.5046078170035761e-10,0.0,0.0,0.00015321193384060857,3.6466447609169692e-06,154.0,0.0,0.94283250612175939,1.0,18.99780330349757,0.0022634507920934487,8.0657259617761227e-07,0.012291572170558993,0.015133254543888652,0.0088529682083045447,0.002001510505543749,5.858894483568388e-09,3.7771692861289157e-05,0.014479336245716339,2.1612451311958915e-11,0.0010722912506605101,1.5915994037563368e-05,0.00091183644980256224,0.00091129027955598159,3.4001821734586429e-07,1.4190873281275025e-06,2.0615202923468925e-07,0.00010535448434142727
1.437244275117756e-08,0.3978566275649048,4.2423186205780551e-07,4.0863900609076267e-09,3.6497879206796731e-09,5.8389731833094844e-12,5.2936827008697106e-10,0.0,0.0,0.00016691092088108917,4.3408557951884132e-06,154.0,0.0,0.9402605529427529,1.0,18.997706522799298,0.0023634216827025894,8.0453860593353825e-07,0.012786008528173355,0.015784073139279223,0.0092504626858079496,0.0020822229130679705,6.1108300948953995e-09,3.9395999533107816e-05,0.015133477063427686,2.2483989570681784e-11,0.0011696938007573333,1.6562918938190863e-05,0.00099544075133337745,0.00099484450600110337,3.711921502116802e-07,1.486167860818141e-06,2.2505318206240012e-07,0.0001163907344451929
1.5010912673187134e-08,0.3978566403248585,4.5226947786409751e-07,4.5664854603394659e-09,4.0619440202394277e-09,7.0809316306463966e-12,6.1756056698725946e-10,0.0,0.0,0.00018110171485764438,5.1262513213840027e-06,154.0,0.0,0.93769640377985175,1.0,18.997610217058941,0.0024629386801257721,8.0251078134881302e-07,0.013274028545808225,0.016430145020316766,0.0096467349379036893,0.0021618872241657137,6.3609254467668298e-09,4.1008441608691758e-05,0.015785968233587331,2.3344210410405778e-11,0.0012709063933484727,1.7201455524005994e-05,0.0010823538009743126,0.0010817054991404181,4.035995884519262e-07,1.5530791485010818e-06,2.4470224544308336e-07,0.00012806151258542778
1.5649382595196707e-08,0.3978566628968182,4.8059909264831086e-07,5.0775952568677506e-09,4.4984694590605476e-09,8.5126191234834423e-12,7.1562117924635299e-10,0.0,0.0,0.00019577149626182153,6.0097044041404971e-06,154.0,0.0,0.93514007782240127,1.0,18.997514384033003,0.0025620034210180249,8.0048914023598189e-07,0.013755682534144737,0.017071465590489873,0.010041788687745941,0.0022405116653497642,6.6091787889701683e-09,4.2609007802134764e-05,0.016436814775070155,2.4193202661595138e-11,0.0013758779363973791,1.7831669537212967e-05,0.0011725325850002223,0.0011718302710438248,4.3722447367144039e-07,1.6198217034122353e-06,2.6508948272611362e-07,0.00014037736082707451
1.628785251720628e-08,0.39785669516512745,5.0918242393136515e-07,5.6200389273920016e-09,4.9594291447504292e-09,1.0152074874639265e-11,8.2413684343452049e-10,0.0,0.0,0.00021090735565454388,6.9982068490334374e-06,154.0,0.0,0.9325915933967065,1.0,18.997419021480326,0.0026606175413086599,7.98473699675141e-07,0.014231020603685585,0.017708030838449143,0.010435627665246121,0.0023181044303361149,6.8555885980305647e-09,4.4197688289369751e-05,0.017086021720798331,2.5031054800571919e-11,0.0014845576557046181,1.8453626458335488e-05,0.0012659344274498869,0.0012651761713422709,4.7205087377570238e-07,1.6863960390111321e-06,2.8620523384029452e-07,0.00015334865520869241
1.6926322439215854e-08,0.39785673701496965,5.3798355424174874e-07,6.1940961120517361e-09,5.4448613002500937e-09,1.2017965440058103e-11,9.4369674591022483e-10,0.0,0.0,0.00022649630771103495,8.0988553971068976e-06,154.0,0.0,0.93005096797007603,1.0,18.997324127161523,0.0027587826761075553,7.9646447601722633e-07,0.014700092667037878,0.018339837336402844,0.010828255606704489,0.002394673680415578,7.1001535765781469e-09,4.577447470409015e-05,0.017733594117146652,2.5857854953528865e-11,0.0015968950976031104,1.9067391509217094e-05,0.0013625169887864794,0.0013617008858890195,5.0806298246980346e-07,1.7528026701336903e-06,3.0803991499006765e-07,0.00016698560034835455
1.7564792361225428e-08,0.39785678833236426,5.6696879055702518e-07,6.8000090638916399e-09,5.9547802572394885e-09,1.4129544019258539e-11,1.0748918054820193e-09,0.0,0.0,0.00024252530499855584,9.3188381781898623e-06,154.0,0.0,0.92751821815508129,1.0,18.997229698838346,0.0028565004596120499,7.9446148488751214e-07,0.015162948441079302,0.018966882238352301,0.011219676254443693,0.0024702275448064523,7.3428726526532156e-09,4.7339360133270985e-05,0.018379537023350666,2.6673690900337491e-11,0.0017128401315682868,1.9673029655868421e-05,0.0014622382645729649,0.0014613624354358466,5.4524511876292328e-07,1.819042113125777e-06,3.3058401835506849e-07,0.00018129822419925184
1.8203262283235e-08,0.3978568490041628,5.961065328316939e-07,7.4379849451880268e-09,6.4891790104033755e-09,1.6506608931756168e-11,1.2183140160883322e-09,0.0,0.0,0.00025898125147073657,1.066542143929909e-05,154.0,0.0,0.92499335971403118,1.0,18.997135734273176,0.002953772525014488,7.9246474118927579e-07,0.015619637449003333,0.01958916327815928,0.011609893356444233,0.0025447741209875079,7.5837449789465975e-09,4.8892339112271547e-05,0.019023855510918047,2.7478650078143582e-11,0.0018323429527412338,2.0270605611156253e-05,0.0015650565841620748,0.0015641191743238033,5.8358172647817922e-07,1.8851148857303362e-06,3.5382811179292985e-07,0.00019629637296431063
1.8841732205244575e-08,0.3978569189180447,6.2536715078691947e-07,8.108197984087893e-09,7.0480315562365115e-09,1.916946157204333e-11,1.3745558436790654e-09,0.0,0.0,0.00027585101566871944,1.2145936558386164e-05,154.0,0.0,0.92247640756366078,1.0,18.99704223122848,0.0030506005044104167,7.9047425910763449e-07,0.016070209022243053,0.020206678767442032,0.011998910665982038,0.0026183214750111921,7.8227699319737147e-09,5.04334076195112e-05,0.019666554663043113,2.8272819584749257e-11,0.0019553540843663128,2.0860183837333604e-05,0.0016709306093997389,0.0016699297891874262,6.2305737376738228e-07,1.9510215068934244e-06,3.7776283854506262e-07,0.000211989706175552
1.9480202127254148e-08,0.3978569979625137,6.5472286836931886e-07,8.8107915013650068e-09,7.6312950335152892e-09,2.2138864064247691e-11,1.5442096729812222e-09,0.0,0.0,0.00029312144361784176,1.3767767355002825e-05,154.0,0.0,0.91996737578003451,1.0,18.996949187466328,0.0031469860287074839,7.884900521135945e-07,0.016514712302271951,0.020819427593295598,0.012386731941268199,0.0026908776417968565,8.0599471111805243e-09,5.1962563070705562e-05,0.020307639574024587,2.9056286181779395e-11,0.0020818243801434167,2.1441828548408394e-05,0.0017798193333410995,0.0017787532976715236,6.6365675263042992e-07,2.0167624966864993e-06,4.0237891694525665e-07,0.00022838769194475497
2.0118672049263722e-08,0.397857086026894,6.8414765534098678e-07,9.5458798161813746e-09,8.2389116810683704e-09,2.5435996826122371e-11,1.7278673003121417e-09,0.0,0.0,0.00031077937141000736,1.5538337708009936e-05,154.0,0.0,0.91746627760366539,1.0,18.996856600747897,0.0032429307275350346,7.8651213296827309e-07,0.016953196242280925,0.021427409215832759,0.012773360945090908,0.0027624506254038204,8.2952763379802836e-09,5.3479804312656822e-05,0.020947115348686551,2.9829136297629983e-11,0.0022117050264952426,2.2015603712350126e-05,0.0018916820789782376,0.0018905490471596675,7.053646784390152e-07,2.0823383763182559e-06,4.2766714013088847e-07,0.00024549960239117957
2.0757141971273295e-08,0.39785718300132666,7.1361712558920174e-07,1.0313550037648561e-08,8.8708106248830384e-09,2.9082416204499507e-11,1.9261194694428032e-09,0.0,0.0,0.00032881163746197929,1.7465099490284348e-05,154.0,0.0,0.9149731254448451,1.0,18.996764468833074,0.003338436229154433,7.8454051372727823e-07,0.017385709608730336,0.022030623665542034,0.013158801444459797,0.0028330483992840883,8.5287576547195612e-09,5.4985131616588176e-05,0.021584987101803114,3.0591456030197018e-11,0.0023449475447493663,2.2581573053133083e-05,0.0020064784979788334,0.0020052767135136126,7.4816608946430345e-07,2.1477496681109897e-06,4.5361837575653387e-07,0.00026333450925205144
2.139561189328287e-08,0.39785728877676585,7.4310844173764685e-07,1.1113863749098553e-08,9.5269095067131737e-09,3.3100012338180607e-11,2.1395554474789493e-09,0.0,0.0,0.00034720509444109791,1.9555520829115755e-05,154.0,0.0,0.91248793088918889,1.0,18.996672789480019,0.0034335041603701512,7.825752057453066e-07,0.01781230098277652,0.022629071540459643,0.01354305721025266,0.0029026789065146495,8.7603913235721355e-09,5.6478546671012817e-05,0.022221259957526846,3.1343331149385079e-11,0.0024815037932352053,2.3139800052614937e-05,0.0021241685694349519,0.0021228962998228336,7.9204604640832129e-07,2.2129968954123827e-06,4.8022356570984581e-07,0.00028190127968079066
2.2034081815292442e-08,0.39785740324497576,7.7260022564148589e-07,1.1946858591974406e-08,1.020711596626222e-08,3.7510967393095411e-11,2.3687626377183486e-09,0.0,0.0,0.00036594662085086721,2.181707470004671e-05,154.0,0.0,0.9100107047033914,1.0,18.996581560444763,0.0035281361464416187,7.8061621968091926e-07,0.01823301876157277,0.023222754003153257,0.013926132016864694,0.0029713500600093402,8.9901778253602394e-09,5.796005257413492e-05,0.022855939048821036,3.208484709939485e-11,0.0026213259692959394,2.3690347952250927e-05,0.0022447125986211039,0.0022433681351633357,8.3698973193878124e-07,2.2780805825056134e-06,5.0747372582950116e-07,0.00030120857223743682
2.2672551737302016e-08,0.3978575262985267,8.0207247435937417e-07,1.2812549756077288e-08,1.0911328988676172e-08,4.2337714306111373e-11,2.6143262265353763e-09,0.0,0.0,0.00038502313226983247,2.4257227860926567e-05,154.0,0.0,0.90754145684119059,1.0,18.996490779480887,0.0036223338109958787,7.7866356550145433e-07,0.018647911159444988,0.02381167277751569,0.014308029641860402,0.0030390697427102927,9.2181178583025017e-09,5.9429653825778007e-05,0.023489029516896014,3.2816089000790307e-11,0.0027643666112156721,2.4233279754644129e-05,0.0023680712157607077,0.0023666528733648565,8.8298245022692153e-07,2.3430012545573095e-06,5.3535994562497401e-07,0.00032126483307515588
2.331102165931159e-08,0.3978576578307922,8.3150648123566098e-07,1.3710931382243413e-08,1.1639440127923037e-08,4.7602896157385562e-11,2.8768288616378087e-09,0.0,0.0,0.00040442159223791108,2.6883430132189713e-05,154.0,0.0,0.90508019644954052,1.0,18.996400444339173,0.0037160987759410633,7.767172524881648e-07,0.019057026208942552,0.024395830145367229,0.014688753865628098,0.0031058458077590778,9.4442123366875462e-09,6.0887356318833822e-05,0.024120536510649548,3.3537141652347071e-11,0.0029105786000620027,2.4768658224932219e-05,0.0024942053748001039,0.0024927114917856182,9.3000962648809646e-07,2.4077594375805083e-06,5.6387338799799458e-07,0.00034207829232629333
2.3949491581321163e-08,0.3978577977359454,8.6088476176326136e-07,1.4641977882909875e-08,1.2391334615561424e-08,5.3329326275954661e-11,3.156850359314512e-09,0.0,0.0,0.00042412902278509182,2.9703104028583843e-05,154.0,0.0,0.90262693187498688,1.0,18.996310552767305,0.0038094326613806939,7.7477728924153427e-07,0.019460411761765221,0.024975228942865697,0.015068308471037293,0.0031716860786476621,9.6684623894734297e-09,6.233316733023299e-05,0.024750465186111625,3.4248089532682194e-11,0.0030599151614441608,2.5296545892011827e-05,0.0026230763521892858,0.0026215052900937954,9.7805680652487224e-07,2.4723556583812979e-06,5.9300528896551284e-07,0.00036365696069098067
