Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31)
7.236920763613265e-13,0.43804706975656543,2.8900512263521371e-12,1.6759796644542814e-18,1.6703084044495144e-18,1.8464660588840597e-29,1.2558190188203849e-23,0.0,0.0,1.161165478237591e-12,1.8465821635047875e-21,154.0,0.0,0.9999967913068939,1.0,18.999999997957598,1.3200720274195967e-07,7.3844942118687984e-07,8.231088137036093e-07,8.2389284565520703e-07,2.6103975831025619e-07,1.4091579091326558e-09,2.8517985539112002e-13,6.3181304186806459e-10,4.2814729786277402e-07,1.5006137064119161e-17,2.9186236318159864e-12,3.3389713409080526e-12,6.6742123678336282e-15,6.6723676261688509e-15,1.4344815294780635e-18,2.096479371672046e-14,4.102601347845076e-19,2.1230776463725517e-13,2.6284292544256077e-34,2.4552440366733935e-34,2.4552461928662982e-34,2.7926564707186544e-18,1.866358540606818e-20,4.6823598596340696e-18,3.3071268974948753e-20,1.8228035445428217e-21,3.8363228694453921e-21,3.7319831370538912e-25,5.0627370087658458e-29,7.6146951698340197e-30,2.7738391734519268e-34,4.6476698269705936e-38,4.1281305116891659e-36,5.1903034198242315e-32,4.9454859942735726e-37,1.2782046818298414e-14,2.5263072955122036e-20,2.8889264127102647e-23,8.3402138217645072e-24,5.7055830869991962e-25,6.3385921248088211e-24,4.3323910731223051e-31,2.4886280997074392e-31,3.2305009594809879e-29,6.3390111444199003e-34,1.5506561330848138e-29,3.637957015520736e-34,3.1422740065748174e-35,2.0524699523564558e-33,9.7067715513903636e-34,9.7061331922016826e-34,1.0430866866744939e-38,5.1166380302444812e-28,4.7882160032270976e-30,3.0750547498972681e-33,3.6090200852160849e-36,7.5520493380986269e-37,2.3014432049124542e-40,1.2544089354454951e-40,2.2400331662760033e-46,3.6734807932328112e-30,3.0334880415215061e-31,5.3405052001171303e-38
7.64984845777871e-13,0.4380470697559943,3.0550483179491959e-12,1.8730907579869905e-18,1.8663949162523982e-18,2.215449864909741e-29,1.4833065147403867e-23,0.0,0.0,1.2528326115772044e-12,2.1018461323208428e-21,154.0,0.0,0.99999660866961904,1.0,18.999999997729148,1.3953931231945409e-07,7.5555127869041951e-07,8.6998960427493569e-07,8.7087503530901039e-07,2.8524706765241674e-07,1.5737353662577971e-09,3.0144376537510288e-13,6.955744355549224e-10,4.6785119566187784e-07,1.6758772268581579e-17,3.2611087277655755e-12,3.7302068285285274e-12,7.8820404840996838e-15,7.8798058065269378e-15,1.7301372157355489e-18,2.4336987838567091e-14,5.0454035633693084e-19,2.3722130215708642e-13,3.8750871079901414e-34,3.6197668165890608e-34,3.6197701769566804e-34,3.3034263788048195e-18,2.2042132467425952e-20,5.1548999294517388e-18,3.6434010179557405e-20,2.0656717122129342e-21,4.6158613474355038e-21,4.7629461443221145e-25,6.848712322709692e-29,1.0301613317182179e-29,3.9760034236447455e-34,6.6760269362764195e-38,5.6079844191319611e-36,7.0218723791586718e-32,6.9109399302714056e-37,1.4838035637446419e-14,2.8225175469466175e-20,3.4107336634661562e-23,9.5742523189896366e-24,6.3958780013447667e-25,7.519972865120568e-24,5.1149406007680513e-31,2.938142418671388e-31,4.0567753924917089e-29,8.007157034374347e-34,1.9472607632198958e-29,4.5755806435845525e-34,3.9469392616063997e-35,2.6212496197187413e-33,1.2901435040937978e-33,1.2900537092049906e-33,1.467259474985245e-38,6.6800489368797537e-28,6.2381530658039566e-30,4.2413810702547469e-33,5.2681461762355522e-36,1.1006391999790561e-36,3.5000701217405775e-40,1.937534161609417e-40,3.6602564461481864e-46,4.7352948360881076e-30,4.1459797502554454e-31,7.5122294057186507e-38
8.02148338252761e-13,0.43804706975545654,3.2035544818029456e-12,2.0598960459061458e-18,2.052178902251189e-18,2.5901119925736153e-29,1.7101830492915988e-23,0.0,0.0,1.3376783040155614e-12,2.3493366766808747e-21,154.0,0.0,0.99999644431787027,1.0,18.999999997514074,1.4631820903221228e-07,7.6971986084714482e-07,9.1217459057074369e-07,9.1315721069579553e-07,3.0748865831065718e-07,1.7295458509664731e-09,3.1608066282098615e-13,7.5473911913655168e-10,5.0433099821650584e-07,1.8418047477960668e-17,3.5855802318943261e-12,4.1007813777378444e-12,9.0863963766780682e-15,9.0837651646261357e-15,2.0293974481661122e-18,2.7630098359302933e-14,6.0181460292150353e-19,2.6082451547342352e-13,5.4000564240888518e-34,5.0442673897262959e-34,5.0442723001719066e-34,3.8137645374079375e-18,2.5411169558753091e-20,5.5933736480552178e-18,3.9555741602523097e-20,2.2974451975320323e-21,5.4032231776877174e-21,5.8633954789407862e-25,8.8612760181944538e-29,1.3329654452007302e-29,5.4054345461601805e-34,9.0933824381545707e-38,7.2808541626659838e-36,9.0860120865624014e-32,9.2001434581882002e-37,1.6845806646131408e-14,3.1031159111454705e-20,3.9308508964831084e-23,1.0765042649101175e-23,7.0509505773445864e-25,8.701330499250217e-24,5.8949573644717376e-31,3.38620179847498e-31,4.9275878784549309e-29,9.7723868417508048e-34,2.3652408001210809e-29,5.5647904733484115e-34,4.7951149235011699e-35,3.2282018749193564e-33,1.6449297748153654e-33,1.6448096052698956e-33,1.9635851538443879e-38,8.3869552124462638e-28,7.8173826792633871e-30,5.5809757037067998e-33,7.2764471209974821e-36,1.5180522008441276e-36,5.0042800851311366e-40,2.8087146463944862e-40,5.5678105973768177e-46,5.8781721386324801e-30,5.411162277427336e-31,1.0053369393173551e-37
8.39311830727651e-13,0.43804706975489655,3.3520689646697849e-12,2.2556167944385736e-18,2.2467797205567521e-18,3.0081022079761537e-29,1.9590913747180937e-23,0.0,0.0,1.42474579174077e-12,2.614207471588566e-21,154.0,0.0,0.99999627998516161,1.0,18.999999997290118,1.5309710393849103e-07,7.828202524493815e-07,9.5435226890171315e-07,9.554377653606106e-07,3.3012763546132501e-07,1.8926316732382741e-09,3.3071699916724507e-13,8.1550948946257033e-10,5.4146257975091749e-07,2.0154801995555926e-17,3.9254315525998107e-12,4.4888380666301522e-12,1.0407468554444286e-14,1.0404394808761827e-14,2.3619499274347788e-18,3.1172519015726405e-14,7.1179575397170367e-19,2.8554655688991206e-13,7.4128105796009737e-34,6.9244196812609732e-34,6.9244267345184434e-34,4.3746388832250658e-18,2.9106918565900055e-20,6.0437473867890819e-18,4.276350859958949e-20,2.5417008595299719e-21,6.2765234019461425e-21,7.1464022106339646e-25,1.1325680696756248e-28,1.7037791437630098e-29,7.2430724747103653e-34,1.2207850392335669e-37,9.3348803209312837e-36,1.1613803133683465e-31,1.209036935877483e-36,1.9005577663440298e-14,3.3969827266340306e-20,4.5011764979312629e-23,1.2032197601294854e-23,7.7380636117617259e-25,1.0000375468290166e-23,6.7502729648738e-31,3.8775144854420106e-31,5.9316636372843182e-29,1.1814893280673258e-33,2.8471830339145129e-29,6.7064195247400995e-34,5.7732251383340326e-35,3.9356209136459644e-33,2.0738433249182332e-33,2.0736846568219186e-33,2.5926563033117853e-38,1.0418507078958565e-27,9.6927081659308866e-30,7.2501780109786007e-33,9.9009477836273461e-36,2.0626428455093015e-36,7.0344048369592154e-40,4.0024297362242842e-40,8.3076582599304742e-46,7.2202968921264215e-30,6.9730174071626994e-31,1.3274153328070267e-37
8.76475323202541e-13,0.43804706975431457,3.5005917663500325e-12,2.4602579851706973e-18,2.4501978562599955e-18,3.4723939148653043e-29,2.2310528728792105e-23,0.0,0.0,1.5140350365183717e-12,2.897004809440005e-21,154.0,0.0,0.99999611567005964,1.0,18.999999997057358,1.5987599703841473e-07,7.949329877768042e-07,9.9652264953509613e-07,9.9771677289673161e-07,3.531340384771223e-07,2.0629825704244676e-09,3.4535279989211305e-13,8.7781195482276333e-10,5.7919680003717091e-07,2.196892652844226e-17,4.2806621088027346e-12,4.8943684605785101e-12,1.1850635004016869e-14,1.1847070004247253e-14,2.7295956800282929e-18,3.4968483265657098e-14,8.3540408829049173e-19,3.1138738792713661e-13,1.003692589258303e-33,9.3756605295539102e-34,9.3756705028196272e-34,4.9885267931499024e-18,3.3144464673163053e-20,6.5054757448546483e-18,4.6053438221695357e-20,2.7984229162165817e-21,7.2402649647684671e-21,8.6313618639898368e-25,1.4314830687070382e-28,2.1535829494973788e-29,9.5781052814918448e-34,1.6173927522461841e-37,1.1832474396248252e-35,1.4680117145228083e-31,1.5702093631445123e-36,2.1319929558661329e-14,3.7041147846132163e-20,5.1239972218216141e-23,1.3376063842455234e-23,8.4572293576130876e-25,1.1422688523292391e-23,7.6843169804451656e-31,4.4140505022828195e-31,7.0819531878426627e-29,1.4162319747242137e-33,3.3993028547336591e-29,8.0153769426462407e-34,6.8939091173039189e-35,4.7541036182179906e-33,2.5879418328524103e-33,2.5877348890400319e-33,3.3814875917420259e-38,1.2817018355780887e-27,1.1901759388188653e-29,9.3091015399198579e-33,1.3289093705315858e-35,2.7645370010136076e-36,9.7359538650285002e-40,5.6149029259245238e-40,1.2179102756194525e-45,8.7839273194702085e-30,8.8818275953446671e-31,1.7312893646036419e-37
9.13638815677431e-13,0.43804706975371066,3.6491228866586973e-12,2.6738245933469871e-18,2.6624337945039318e-18,3.9860461525721718e-29,2.5270889832625448e-23,0.0,0.0,1.6055460019957219e-12,3.1982795609820184e-21,154.0,0.0,0.99999595137123864,1.0,18.999999996815884,1.6665488833209843e-07,8.0613252770249942e-07,1.038685742723557e-06,1.0399943035242407e-06,3.764801661794233e-07,2.2405882943455264e-09,3.5998808930601459e-13,9.4157629658421539e-10,6.1748822470507178e-07,2.3860311937785434e-17,4.6512713455782537e-12,5.3173641318109739e-12,1.3421271117719887e-14,1.3417163408959354e-14,3.1341353709903849e-18,3.9021903805528809e-14,9.7357338796109027e-19,3.3834697197890228e-13,1.3419847122496782e-33,1.2535723438994655e-33,1.2535737339506391e-33,5.6579174822758159e-18,3.7538888788973382e-20,6.9780383199081843e-18,4.9421835042813495e-20,3.06759510236121e-21,8.2989449285117309e-21,1.0338659193166264e-24,1.7909164939338135e-28,2.6944937003932357e-29,1.2513748022171876e-33,2.1170973932396774e-37,1.4842597063667302e-35,1.836757639978138e-31,2.0173153764073809e-36,2.3791247629950463e-14,4.0245089079182247e-20,5.8015964376845502e-23,1.4796933624946192e-23,9.2084601548038651e-25,1.2973849021685831e-23,8.7005139137503953e-31,4.9977769559994636e-31,8.3920068614334969e-29,1.6843622538422953e-33,4.0281034667442953e-29,9.5072666751793161e-34,8.1703919337635153e-35,5.6947819520545471e-33,3.1993317972612457e-33,3.1990649067020895e-33,4.3610250347245133e-38,1.5627960886042981e-27,1.448481288496163e-29,1.1825291152471704e-32,1.7614510662280633e-35,3.6591251431854889e-36,1.3284967595896866e-39,7.7647918665361814e-40,1.7568415492642096e-45,1.0592448424509385e-29,1.1193332719346385e-30,2.2328030880721369e-37
9.50802308152321e-13,0.43804706975308516,3.7976623254248012e-12,2.8963215878797401e-18,2.8834880204848324e-18,4.5522036042550801e-29,2.8482212029898203e-23,0.0,0.0,1.6992786536153967e-12,3.5185871748019105e-21,154.0,0.0,0.99999578708747383,1.0,18.999999996565762,1.7343377781964837e-07,8.1648771853125436e-07,1.0808415587051976e-06,1.0822704242447968e-06,4.0014040613974754e-07,2.4254386112707149e-09,3.7462289060514512e-13,1.0067355144283106e-09,6.5629484526924383e-07,2.5828849238624768e-17,5.0372587329559123e-12,5.7578166594042821e-12,1.5124749695691295e-14,1.5120045076715011e-14,3.5773691633335499e-18,4.333639680360943e-14,1.1272498110368678e-18,3.6642527422661832e-13,1.7736178808624261e-33,1.6567713257399085e-33,1.6567732376584683e-33,6.3853119773333312e-18,4.2305267571802416e-20,7.4609385610857591e-18,5.2865173001675956e-20,3.349200830007734e-21,9.4570543221785996e-21,1.2289666831422038e-24,2.2197029850817985e-28,3.339820998859475e-29,1.6168655809807409e-33,2.74058297944639e-37,1.8441088133650757e-35,2.2766939243397957e-31,2.5660355477928638e-36,2.6421736379548869e-14,4.3581619491514744e-20,6.5362541401854886e-23,1.6295052946766865e-23,9.9917684173330771e-25,1.4659434941492353e-23,9.8022832058691035e-31,5.6306580461696519e-31,9.8759746524467612e-29,1.9889070523600873e-33,4.7403758118693119e-29,1.1198387289300468e-33,9.6164843679255344e-35,6.7693228168651824e-33,3.9212159992424368e-33,3.9208753341833294e-33,5.5665097681321792e-38,1.8900030556456425e-27,1.7484828507006343e-29,1.4874229684259014e-32,2.3080149046524715e-35,4.7876764373827276e-36,1.7892505023519918e-39,1.0597061648151312e-39,2.4968527228473336e-45,1.2670349397948699e-29,1.3968996907567859e-30,2.8499996142639688e-37
9.87965800627211e-13,0.43804706975243834,3.9462100824907469e-12,3.1277539313588054e-18,3.1133610194533474e-18,5.1740966052346526e-29,3.195471086822911e-23,0.0,0.0,1.7952329585326204e-12,3.8584876768113508e-21,154.0,0.0,0.99999562281763177,1.0,18.999999996307078,1.8021266550116301e-07,8.2606221582967614e-07,1.1229901077035867e-06,1.1245451989892183e-06,4.2409107700508529e-07,2.6175233018976935e-09,3.8925722592256141e-13,1.0732256787762572e-09,6.955778205174093e-07,2.7874429599656228e-17,5.4386237647753229e-12,6.2157176292774143e-12,1.6966440947989289e-14,1.6961082460516308e-14,4.0610966149800515e-18,4.7915304284289332e-14,1.2973908557127129e-18,3.9562226155765774e-13,2.3191269643556657e-33,2.1663454612927919e-33,2.1663480590299285e-33,7.1732230902061683e-18,4.7458673454910897e-20,7.9537026753034628e-18,5.6380087639940667e-20,3.6432233011596157e-21,1.0719078038082846e-20,1.4506743913682665e-24,2.7275051402838441e-28,4.1041235781798686e-29,2.0678406379176628e-33,3.511557710736455e-37,2.2710996037980622e-35,2.7977484981383854e-31,3.2341153620368678e-36,2.9213433161689756e-14,4.7050707889863966e-20,7.3302469584100506e-23,1.7870628490475895e-23,1.0807166615971797e-24,1.6485022895234155e-23,1.0993039250321697e-30,6.3146550729459627e-31,1.1548606070390343e-28,2.3330244817569903e-33,5.5431984941800374e-29,1.3105731788055921e-33,1.124658275292636e-34,7.9899279107248838e-33,4.767940951907307e-33,4.7675102417527241e-33,7.0378581677582625e-38,2.2685210346289508e-27,2.0947482914238083e-29,1.8539851148210299e-32,2.9921639621263263e-35,6.1979910872078937e-36,2.3809530072104026e-39,1.4287319929996127e-39,3.5002095579759152e-45,1.5043200250918672e-29,1.7276269762651024e-30,3.6033157290497553e-37
1e-12,0.4380470697517702,3.9943142692808577e-12,3.2046118440815941e-18,3.1896882595854177e-18,5.3879709921327633e-29,3.3136843891908269e-23,0.0,0.0,1.8267808470583568e-12,3.9728466092596798e-21,154.0,0.0,0.99999556962694547,1.0,18.999999996221486,1.8240778942700837e-07,8.2900517526030239e-07,1.1366370010841924e-06,1.1382342441178366e-06,4.3190529750741476e-07,2.6812726441512303e-09,3.9399598745174897e-13,1.0950314407320882e-09,7.08394406642752e-07,2.8553320073775397e-17,5.571888826112363e-12,6.3677325674112797e-12,1.7593328761870147e-14,1.7587745872735181e-14,4.2267141691502525e-18,4.9455229459159903e-14,1.3561749633918801e-18,4.053165362726374e-13,2.5240602612937597e-33,2.3577791712453275e-33,2.3577820329954632e-33,7.4417525329198428e-18,4.921289428924925e-20,8.1153070073987402e-18,5.753308388256651e-20,3.741091572254701e-21,1.1150760281441237e-20,1.528554979348816e-24,2.9105994654103351e-28,4.379715439607127e-29,2.2346998191335562e-33,3.7972136283980414e-37,2.4252400231318251e-35,2.9856324007629124e-31,3.4792868042235343e-36,3.015230388453037e-14,4.8202467422814626e-20,7.6004512259746922e-23,1.8397459250492325e-23,1.1078087211312805e-24,1.7107114140887637e-23,1.1398266639157927e-30,6.5474267779272616e-31,1.2133203124392906e-28,2.4534801675105433e-33,5.8237900323196607e-29,1.3772625888539061e-33,1.181634797468334e-34,8.4185882087581559e-33,5.0714290040431733e-33,5.070965200337458e-33,7.5786110489044453e-38,2.4029989051631279e-27,2.2175875009558359e-29,1.987418623369666e-32,3.2475988146754488e-35,6.7239880650178016e-36,2.6054043570853677e-39,1.5700148266370068e-39,3.8940059778414209e-45,1.5879182045786675e-29,1.8473222101294084e-30,3.8801759522585166e-37
1.025129293102101e-12,0.4380470697517702,4.0947661577117036e-12,3.368126580061266e-18,3.3520532767155855e-18,5.8550411514123959e-29,3.5698602471699811e-23,0.0,0.0,1.8934088855364544e-12,4.2185456697245603e-21,154.0,0.0,0.99999545856066518,1.0,18.999999996039897,1.8699155137673317e-07,8.3491487647282714e-07,1.1651313999277894e-06,1.1668186887583465e-06,4.4831028264742131e-07,2.8168321613321642e-09,4.0389111637695367e-13,1.1409857899330481e-09,7.3530123729224279e-07,2.9996944343015224e-17,5.855365957593951e-12,6.6910586341850212e-12,1.8951712496696725e-14,1.8945640415681349e-14,4.5871166054778818e-18,5.2761714833747338e-14,1.4849644071660989e-18,4.2593790248743388e-13,3.0025096655126225e-33,2.8047120439953432e-33,2.804715533799505e-33,8.0241753915219694e-18,5.301417467001809e-20,8.4558785833491253e-18,5.9963368699112546e-20,3.9496455824397247e-21,1.2089494766529e-20,1.7013234678063942e-24,3.3248506619931283e-28,5.0032655879895348e-29,2.6197050507570386e-33,4.4570444803651555e-37,2.7742906844648781e-35,3.410739825480066e-31,4.0415405654939044e-36,3.216822080703377e-14,5.0652323346203646e-20,8.1858481648517184e-23,1.9523833525933412e-23,1.1654667277293003e-24,1.8456188141540797e-23,1.2276191406548785e-30,7.0517264447987449e-31,1.3425249993326257e-28,2.7200038457829434e-33,6.4439377049630296e-29,1.5246987429493861e-33,1.3075668822269944e-34,9.3693335868712395e-33,5.755044337614499e-33,5.7545045585657073e-33,8.820057950931353e-38,2.7038830681210979e-27,2.492120023749346e-29,2.2915059801284563e-32,3.8410858253960261e-35,7.9450901801731908e-36,3.1332197547426239e-39,1.904663265209514e-39,4.8448256029982661e-45,1.7737627978420706e-29,2.1188842004058089e-30,4.5157846928211879e-37
1.062292785576991e-12,0.4380470697510809,4.2433305509550202e-12,3.6174444839610591e-18,3.5995652776341566e-18,6.5984389077708149e-29,3.9724103540917536e-23,0.0,0.0,1.9938064049746815e-12,4.5993303325308181e-21,154.0,0.0,0.99999529431560508,1.0,18.999999995764284,1.9377043544644315e-07,8.4310012026279667e-07,1.2072654455723931e-06,1.2090909517573071e-06,4.7277777763320521e-07,3.0233549990675386e-09,4.1852458211912811e-13,1.2099576438340831e-09,7.7543188983975384e-07,3.2196284944060112e-17,6.2874848496460957e-12,7.1838312737107554e-12,2.1085929378023391e-14,2.1079081202870701e-14,5.1572272862468859e-18,5.787848269858e-14,1.6909478632054615e-18,4.573721670851271e-13,3.8516465966263902e-33,3.597915626214568e-33,3.5979202653568117e-33,8.940705184318122e-18,5.8986835269909494e-20,8.9670349249074645e-18,6.3611953044222762e-20,4.2684506512028174e-21,1.3572776959027451e-20,1.9833467052175435e-24,4.02316943297613e-28,6.0544727960154445e-29,3.2898731767001876e-33,5.607686158535743e-37,3.3635272785028499e-35,4.1274152883695426e-31,5.0107199499475912e-36,3.5287839267279168e-14,5.4386435183651882e-20,9.1053276841168993e-23,2.1254812884552966e-23,1.2534282988523906e-24,2.0578504595534282e-23,1.3655144012966876e-30,7.8438276860155494e-31,1.5521854522615105e-28,3.153265608612587e-33,7.4502471484161007e-29,1.7640535547121286e-33,1.5119309558555353e-34,1.0920810713445494e-32,6.8993024326848774e-33,6.8986314721376591e-33,1.0963580625162004e-37,3.2019627212435237e-27,2.9457180037335056e-29,2.8102254753963206e-32,4.8859706350699203e-35,1.0091943931303603e-35,4.080755607574984e-39,2.5126857714447994e-39,6.6273505047264614e-45,2.0781292356271484e-29,2.5786895319076551e-30,5.6132474096631829e-37
1.099456278051881e-12,0.43804706975037067,4.3919032620996722e-12,3.8757125867385639e-18,3.8558975076291818e-18,7.4077772169486175e-29,4.404143135307906e-23,0.0,0.0,2.0964254886821368e-12,5.0014154199615218e-21,154.0,0.0,0.99999513008155594,1.0,18.999999995480316,2.0054931771037066e-07,8.5066826421027745e-07,1.2493922548175345e-06,1.2513620435236068e-06,4.9747484286282101e-07,3.2370816389646383e-09,4.3315764237634784e-13,1.2800857039534902e-09,8.1593907583809724e-07,3.4472343031156582e-17,6.7349799998496539e-12,7.6940271542605e-12,2.3374454044406304e-14,2.336676449102762e-14,5.773226044607739e-18,6.3268245440646883e-14,1.9163273302638547e-18,4.8992502690282204e-13,4.8987538861773208e-33,4.576050838973428e-33,4.5760569458560527e-33,9.9253604777796091e-18,6.5391715150053857e-20,9.4867601092506846e-18,6.7322917920442918e-20,4.5996214275919468e-21,1.5173390805553018e-20,2.2992751232997917e-24,4.8348305226706975e-28,7.27638870614105e-29,4.0979374436601138e-33,6.9980655728298616e-37,4.0494740292784516e-35,4.9604895176830804e-31,6.1666754670111242e-36,3.8573896379483759e-14,5.8253012963539166e-20,1.0090952101379291e-22,2.3063687187774169e-23,1.3446026393914748e-24,2.2857544839484335e-23,1.5133296399648117e-30,8.6929114439846162e-31,1.7854966838783241e-28,3.6363613632053588e-33,8.5700679678844324e-29,2.0305451371655215e-33,1.7393657043302952e-34,1.2658164534433493e-32,8.2187775199034488e-33,8.2179498146195511e-33,1.3524810029926868e-37,3.7689796289567796e-27,3.4609422850301255e-29,3.4213859464673969e-32,6.1624106095103826e-35,1.2710237783132665e-35,5.2639671927521724e-39,3.2826521952048813e-39,8.9667117080362252e-45,2.4202861600918007e-29,3.1157346418482759e-30,6.9245718360029494e-37
