Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335),S(1421),C7H9(1412),S(1422),C6H6(1400),CH3(19),S(1504),S(389),C5H7O(508),S(1153),S(1801),S(1800),S(1859),S(1878),S(2149),S(2338),S(2426),CH4(31),S(2143),S(2688),S(2668),S(1371),S(309),S(3199),S(3198),C7H8O(842),S(1368),C6H7(1328),CH2O(20)
9.232584706394569e-07,0.3401463729254899,8.483174572978039e-08,1.8829500511109879e-05,0.00010040875010756252,2.4480633075219741e-09,0.0015933382016007529,0.0,0.0,0.0012975113190593782,0.01208884534282367,154.0,0.0,0.63189878381081255,1.0,18.914933175630431,0.014327093328186274,2.4773378655177226e-08,0.0099458499274375188,0.027016207325690024,0.018941210847370014,0.0049879647758948528,1.9954768447443101e-08,0.00013161465285199049,0.025004730369616621,8.3495158409779917e-11,0.10370193545832333,4.3061586569262393e-06,0.017242934987004563,0.0082622824737441456,5.2058152806184693e-06,1.3884865180655402e-06,3.3842618840866919e-06,0.081429757694533381,9.6892590031619029e-05,0.001748295326644844,0.0023925798871526128,0.063472035612795477,1.4470962114703106e-06,1.4596108995747536e-12,7.2611480575720262e-11,8.4935671540316711e-10,9.5340686439150833e-06,0.00044072292884294841,0.00015291530490824201,4.5770653965548534e-05,5.3991404069675064e-05,0.00061837897521751996,1.7490752693939368e-11,0.00035070980485684794,0.00014200006157762227,1.0247953488965128e-06,2.6475423184478154e-06,1.3287440482534837e-06,5.5470221673623598e-10,2.0275058629390678e-09,8.0572294582696941e-06,3.202139049098973e-14,1.821674979315427e-14,1.9218339934055959e-05,2.6653699051412922e-10,3.6342845112963602e-07,1.6994013454997941e-11,1.7288063325673699e-13,1.3023062321737653e-10,1.2428634022366951e-05,1.2166203981043239e-07,1.9669863990222506e-06,0.00032405991462053254,3.1065291035887586e-08,2.487873268277615e-07,1.072252270681247e-06,5.2095049773587748e-09,1.0294606159145105e-10,2.1461928846491126e-05,1.4871394144173926e-07,4.60763354242691e-11,4.3366944862341979e-06,8.9418007641714898e-06,4.8020670876958116e-08,1.3256570377868744e-08,7.4447187506022325e-06,5.0800603856645685e-05,2.8962938498209534e-07,3.101551820465236e-12,1.4273218274578271e-12,0.0001186104060872951,4.6635410762404622e-11,1.5542303213247972e-06,2.9668229005916476e-06
9.35268178193777e-07,0.34014541423466105,8.5669320021122004e-08,1.936698357183533e-05,0.00010173219574923063,2.5013380644052765e-09,0.0016361176577738671,0.0,0.0,0.0012980165487384897,0.012251909290124298,154.0,0.0,0.62876914601853484,1.0,18.914127685850385,0.014376119088183611,2.4666249614087707e-08,0.0098839499179306581,0.026884458063940693,0.019130797099920202,0.0049567469880593294,1.9856665866203711e-08,0.00013096760272605676,0.025269893909125585,8.2972593745087657e-11,0.10478446875662828,4.2793619978636324e-06,0.017429523068761599,0.0082712160345824338,5.2112368127391856e-06,1.4032410705359911e-06,3.3877865287631354e-06,0.0823685756683597,9.7128074014022541e-05,0.0017778913280296444,0.0024458009033958383,0.064064303873916872,1.4637874052068829e-06,1.4524350920493991e-12,7.3445640932706065e-11,8.5729687637210638e-10,9.6279026995435219e-06,0.00044854764022219388,0.00015562757782123799,4.6591386068944149e-05,5.496186822819758e-05,0.00063789675937840878,1.780438645836341e-11,0.00036254890015750498,0.00014662423163200929,1.0350745359708335e-06,2.7154734635755149e-06,1.3627878048497756e-06,5.6893488292911463e-10,2.0808104150860564e-09,8.2691265905914131e-06,3.2841810665414616e-14,1.8683481212796836e-14,1.9848203836665375e-05,2.7527250231684469e-10,3.7312247595258593e-07,1.744661488602656e-11,1.7749202003088821e-13,1.3369905490601834e-10,1.3016074845042646e-05,1.2559775951880359e-07,2.0507619623227312e-06,0.00032988630066458274,3.1625611609967887e-08,2.5346981324325396e-07,1.0924009512471545e-06,5.3073445122049769e-09,1.0488052072922479e-10,2.2146842675506361e-05,1.5345587094563804e-07,4.7894279782713009e-11,4.5888798005008461e-06,9.3407977988362361e-06,4.9560509190146531e-08,1.3681269624154397e-08,7.8179146579709753e-06,5.3080224281036329e-05,2.9287214356097821e-07,3.1361528040722587e-12,1.4432450626226743e-12,0.00012182441902204196,4.8728130868548111e-11,1.6390306590935029e-06,3.1529398280526685e-06
9.472778857480972e-07,0.34014446729454345,8.6544187882098008e-08,1.9907284018478808e-05,0.00010305009046646673,2.5554260459273106e-09,0.001679314592234085,0.0,0.0,0.0012985335019867761,0.012414186437051862,154.0,0.0,0.62566907579482101,1.0,18.913329413008565,0.014423185256020942,2.4560170164265441e-08,0.00982280543031544,0.026753205196578131,0.019319273908564895,0.0049259118440105045,1.9758944495884018e-08,0.00013032306691616448,0.025533902002270299,8.2456434278712422e-11,0.10585627518754429,4.2528924297577404e-06,0.01761495350547412,0.0082795678702818291,5.2162932076132603e-06,1.4179312841335123e-06,3.3910737991377148e-06,0.083299362164214741,9.7348682563007421e-05,0.0018071465071253629,0.002499054207392876,0.06464896693220519,1.4803357992761323e-06,1.4452871683729868e-12,7.4272599977913471e-11,8.6513538923938573e-10,9.7206347146252256e-06,0.00045635782599203753,0.00015833471797307042,4.741062216545328e-05,5.5930516969292727e-05,0.00065765481351521616,1.8117448540195658e-11,0.00037457578650640952,0.00015131367827360507,1.0452935440360773e-06,2.7838620820046812e-06,1.397059000823985e-06,5.8326339727943653e-10,2.1345078875041453e-09,8.482587394880687e-06,3.3667711899298957e-14,1.9153330769635948e-14,2.0487516524020386e-05,2.8413905826073263e-10,3.8288975290096487e-07,1.7902611490955859e-11,1.8213825238150983e-13,1.3719350492048317e-10,1.3621693985189738e-05,1.2959453717019516e-07,2.1365686691139401e-06,0.00033569916141798245,3.2184671426612092e-08,2.5814498982834671e-07,1.112516945617794e-06,5.4050250735772944e-09,1.0681184169410643e-10,2.2839648782546573e-05,1.5825222516217229e-07,4.9744917573543361e-11,4.8509111439695011e-06,9.750562011518522e-06,5.1118283698909439e-08,1.4110895786049269e-08,8.2029406562758269e-06,5.5418449418529467e-05,2.9609289324463758e-07,3.170516457672362e-12,1.4590590794615692e-12,0.00012507409367152754,5.0874651078295163e-11,1.7267663157012897e-06,3.3473249946607775e-06
9.592875933024173e-07,0.3401435319538007,8.7456943835083078e-08,2.0450187630099282e-05,0.00010436246408439979,2.6103557303715367e-09,0.0017229241625959693,0.0,0.0,0.0012990620576462024,0.012575683090400682,154.0,0.0,0.62259817410979446,1.0,18.912538254572407,0.014468331763028123,2.4455125870497067e-08,0.0097623983290933899,0.026622477319660318,0.019506651319699999,0.004895450153494017,1.9661625213679139e-08,0.00012968118312226408,0.025796765678024032,8.1946526172008922e-11,0.1069174768565397,4.2267420990774798e-06,0.017799240340298467,0.0082873713866577371,5.2210055336021745e-06,1.432557773342119e-06,3.3941373916008416e-06,0.084222207907393681,9.7555240988808861e-05,0.0018360585144618297,0.0025523320482250715,0.065226139352798362,1.4967430065369784e-06,1.4381686556425699e-12,7.5092439936973602e-11,8.7287378279900196e-10,9.8122804814748804e-06,0.00046415302508511359,0.00016103656654525294,4.8228312189027816e-05,5.6897290955438752e-05,0.00067764962698437718,1.8429919807244251e-11,0.00038678950685814569,0.00015606794408739094,1.0554529183371892e-06,2.852696285466695e-06,1.431551669752774e-06,5.9768526900132339e-10,2.1885891237066509e-09,8.6975754808860705e-06,3.449895040786207e-14,1.9626216665494394e-14,2.1136232636734965e-05,2.9313602926153568e-10,3.9272858092730137e-07,1.8361923716576778e-11,1.8681852113099242e-13,1.4071336361857614e-10,1.4245761251921893e-05,1.3365222843896301e-07,2.2244141298506063e-06,0.0003414981422946501,3.2742435902645676e-08,2.6281250306218327e-07,1.1325987458992061e-06,5.5025393519650338e-09,1.0873987971415573e-10,2.3540180662754554e-05,1.6310184716364666e-07,5.1627765213436007e-11,5.1229627005727371e-06,1.0171181578293227e-05,5.269362021136338e-08,1.4545345290503192e-08,8.5999315686571059e-06,5.7815503640937543e-05,2.9929198178142767e-07,3.2046465525795128e-12,1.4747656135182126e-12,0.00012835918907772815,5.3075177371981448e-11,1.8174731832125064e-06,3.5501885507557453e-06
9.712973008567375e-07,0.34014260806253127,8.8408166020917598e-08,2.0995484295793906e-05,0.00010566934636115569,2.6661562823453414e-09,0.0017669415975296067,0.0,0.0,0.0012996020971548271,0.012736405568448643,154.0,0.0,0.61955604785624796,1.0,18.911754109699316,0.014511597812763339,2.4351102512780293e-08,0.0097027111578741818,0.026492300610027695,0.019692939247989091,0.0048653530700792178,1.9564727111342212e-08,0.00012904207726806903,0.026058495814734409,8.1442721341708407e-11,0.10796819526315909,4.2009034464438291e-06,0.017982397283893427,0.0082946579386463538,5.2253935634683351e-06,1.4471211442514054e-06,3.3969901602846485e-06,0.08513720316524534,9.7748527908978549e-05,0.0018646254557202295,0.0026056271098660036,0.065795933529819453,1.5130106317343179e-06,1.4310809503563405e-12,7.5905242589690796e-11,8.8051355695336666e-10,9.9028555193963578e-06,0.00047193280680984543,0.00016373297526000105,4.9044409369670256e-05,5.786213480706343e-05,0.00069787772005570708,1.8741782386866934e-11,0.00039918910278627021,0.0001608865786697177,1.0655531969680653e-06,2.9219644375142178e-06,1.4662599724508715e-06,6.1219806006952759e-10,2.2430451550559452e-09,8.9140552046001089e-06,3.5335385472632249e-14,2.0102058846597145e-14,2.1794306860360339e-05,3.0226278685822567e-10,4.0263729366138644e-07,1.8824473642773723e-11,1.9153203359748292e-13,1.4425803387302965e-10,1.4888545969211918e-05,1.3777068840222546e-07,2.3143055434735519e-06,0.00034728291680459077,3.3298873163301621e-08,2.6747202358385428e-07,1.152644948394283e-06,5.5998805430551046e-09,1.1066450002130414e-10,2.4248273216639616e-05,1.680035899635676e-07,5.3542327843004884e-11,5.4052060377772426e-06,1.0602742876036544e-05,5.4286147589180446e-08,1.4984515425757606e-08,9.0090193767889845e-06,6.0271595593525134e-05,3.0246975267184815e-07,3.2385468131634505e-12,1.4903663787327567e-12,0.00013167946807462328,5.5329901292626372e-11,1.9111861962788796e-06,3.7617414135711201e-06
9.833070084110577e-07,0.34014169547195383,8.939841646027559e-08,2.1542968093604153e-05,0.00010697076701368415,2.7228575499631937e-09,0.0018113621957492872,0.0,0.0,0.0013001535049030678,0.012896360194880581,154.0,0.0,0.61654230982346758,1.0,18.910976879220794,0.01455302189101431,2.4248086085421295e-08,0.009643727112544586,0.026362698978005868,0.019878147477829136,0.0048356120775830446,1.9468267608155887e-08,0.00012840586424618338,0.026319103141922283,8.0944877232663441e-11,0.10900855121725023,4.1753691950124023e-06,0.01816443772542101,0.0083014569421733381,5.2294758450836242e-06,1.461621994656696e-06,3.3996441630300331e-06,0.086044437684199324,9.7929277383519302e-05,0.0018928458628860211,0.002658932488238115,0.066358459722966223,1.529140270377212e-06,1.4240253266771168e-12,7.671108921481427e-11,8.8805618319545555e-10,9.9923750776968171e-06,0.0004796967690524671,0.00016642380575478629,4.9858870038043972e-05,5.8824996866795922e-05,0.00071833564491310562,1.9053019591305042e-11,0.00041177361516176082,0.00016576913853150001,1.0755949109510267e-06,2.9916551507890847e-06,1.5011781955616749e-06,6.2679938464701783e-10,2.2978671991954589e-09,9.1319916620555463e-06,3.6176879407481712e-14,2.0580778984248888e-14,2.2461693939914501e-05,3.115187034145121e-10,4.1261425909958284e-07,1.9290184967466678e-11,1.9627801344709069e-13,1.4782693095610986e-10,1.5550316959886968e-05,1.4194977171024942e-07,2.4062497081060687e-06,0.00035305318489272335,3.3853953882469465e-08,2.7212324482381497e-07,1.1726542476828762e-06,5.6970423190265255e-09,1.1258557728298992e-10,2.4963762826285132e-05,1.729563170392835e-07,5.5488100185540607e-11,5.6978100413220455e-06,1.1045330508357416e-05,5.5895497924231095e-08,1.5428304389608327e-08,9.4303332354137499e-06,6.2786918512845852e-05,3.0562654519470305e-07,3.2722209171681224e-12,1.5058630675883504e-12,0.00013503469725562262,5.7639000237712746e-11,2.0079393334643851e-06,3.9821952157811133e-06
9.953167159653778e-07,0.3401407940346757,9.0428241288913232e-08,2.2092437349693568e-05,0.0001082667557438547,2.7804900614868212e-09,0.001856181325046072,0.0,0.0,0.0013007161684826531,0.013055553293681195,154.0,0.0,0.61355657866406921,1.0,18.910206465625659,0.014592641775542762,2.414606279586952e-08,0.0095854300168975448,0.026233694200052254,0.020062285664814574,0.0048062189777042215,1.9372262549224406e-08,0.00012777264856640534,0.026578598242064232,8.0452856610852783e-11,0.11003866476986386,4.1501323399173494e-06,0.018345374742514863,0.0083077959735997093,5.2332697644118303e-06,1.4760609141583027e-06,3.4021107023308833e-06,0.086944000638030289,9.8098180808907744e-05,0.0019207186687426455,0.0027122416707817711,0.066913826092927939,1.5451335078170001e-06,1.4170029436220568e-12,7.7510060544953575e-11,8.9550310507616e-10,1.0080854138823528e-05,0.00048744453671206018,0.00016910892903828162,5.0671653455021704e-05,5.9785828993593313e-05,0.00073901998643423382,1.9363615852547341e-11,0.00042454208472716032,0.00017071518698826078,1.0855785843162193e-06,3.061757283727948e-06,1.5363007498627764e-06,6.4148690839475812e-10,2.3530466579724081e-09,9.3513506810935616e-06,3.7023297517791476e-14,2.1062300451603143e-14,2.3138348695865914e-05,3.2090315234051785e-10,4.226578792898077e-07,1.9758982991322684e-11,2.0105570054403586e-13,1.5141948242245588e-10,1.6231342531582773e-05,1.4618933277137043e-07,2.5002530311315031e-06,0.00035880867148017611,3.4407651142633947e-08,2.7676588180087574e-07,1.1926254314107503e-06,5.7940188032871933e-09,1.1450299510184917e-10,2.5686487417780997e-05,1.7795890275936811e-07,5.7464567505823692e-11,6.0009408626489905e-06,1.1499027330858469e-05,5.7521306683859118e-08,1.5876611329027959e-08,9.8639994895709553e-06,6.5361650526346183e-05,3.0876269443533581e-07,3.3056724960586175e-12,1.5212573512707956e-12,0.00013842464694017515,6.000263773423086e-11,2.1077656199349455e-06,4.2117622586454206e-06
9.999999999999997e-07,0.34013990360447577,9.0840670159316065e-08,2.2307202725655804e-05,0.00010877067148214849,2.8032234260764449e-09,0.0018737659317199645,0.0,0.0,0.0013009386105957712,0.013117426929873516,154.0,0.0,0.61239977724279437,1.0,18.909907863229641,0.01460761094413607,2.4106544190594605e-08,0.0095628793753514546,0.026183553821285264,0.020133803928342284,0.0047948494660192166,1.933495090166975e-08,0.00012752655402885099,0.026679491316789667,8.0262538671200309e-11,0.11043761595016603,4.1403701545051037e-06,0.018415636343899221,0.0083101489104195903,5.234674638626777e-06,1.481674831082717e-06,3.4030240550815828e-06,0.087292732641260293,9.8160977522258189e-05,0.0019314935314269203,0.0027330297163645758,0.067128478339687978,1.551333575802662e-06,1.4142737469744465e-12,7.7819780001878784e-11,8.9838146293986301e-10,1.0115078473558486e-05,0.00049046137700289221,0.00017015444192877057,5.0988142168814929e-05,6.0159953437642671e-05,0.00074714664578174391,1.948455854057385e-11,0.00042957090197246004,0.00017266105233858852,1.0894561818178691e-06,3.0892033245978848e-06,1.5500512701714149e-06,6.4723729519079994e-10,2.3746593815683347e-09,9.4372698173242632e-06,3.7354671179161411e-14,2.1250816658572063e-14,2.3404717694003075e-05,3.24597394104779e-10,4.2659219684931325e-07,1.9942615324732692e-11,2.029272307177721e-13,1.5282671661663432e-10,1.6502190112466072e-05,1.4785894319330592e-07,2.5374697708984115e-06,0.00036104900961935463,3.4623189599166188e-08,2.7857393192545237e-07,1.2004027828276904e-06,5.8317841714642669e-09,1.1524969256387588e-10,2.5970245878887872e-05,1.7992297349800659e-07,5.8243513166562681e-11,6.1220374797533885e-06,1.1678978438235278e-05,5.8159686538872341e-08,1.6052635135529326e-08,1.0036485631075297e-05,6.63818247933068e-05,3.0998013855884677e-07,3.318657682253606e-12,1.5272330823599295e-12,0.00013975594642979053,6.093917105112292e-11,2.1475335192569186e-06,4.3037995651491339e-06
1.007326423519698e-06,0.34013990360447577,9.1498171091984365e-08,2.2643694698571811e-05,0.00010955734227731563,2.8390850194860836e-09,0.0019013944209159061,0.0,0.0,0.0013012899789424579,0.013213991182911389,154.0,0.0,0.61059847883576746,1.0,18.909442773034296,0.014630494550068145,2.4045019062649148e-08,0.0095278042904858376,0.026105306086777535,0.020245363337894236,0.0047771658737542572,1.9276726329885637e-08,0.00012714252517631296,0.026836991553195379,7.9966527291049381e-11,0.11105865513145949,4.1251861343495779e-06,0.01852522111446437,0.0083137008978804126,5.2367916265726928e-06,1.4904384843064769e-06,3.4044003780330909e-06,0.08783598056678131,9.82558894020693e-05,0.0019482431741922276,0.002765548510067307,0.067462138751452613,1.5609919181588537e-06,1.4100148541629728e-12,7.8302236713044114e-11,9.0285573886579793e-10,1.0168307423075278e-05,0.00049517575971888138,0.00017178822480119949,5.1482721595666832e-05,6.0744586301690872e-05,0.00075992736303376329,1.9673556639780812e-11,0.00043749355279756749,0.00017572429398835052,1.0955047342186098e-06,3.1322599360121265e-06,1.5716221679386956e-06,6.5625834751837116e-10,2.4085751140805948e-09,9.5720988080290373e-06,3.78745080443666e-14,2.1546548291756091e-14,2.3824226047709943e-05,3.3041550841975787e-10,4.3276658977551419e-07,2.0230794591228713e-11,2.0586435068615503e-13,1.550351279057942e-10,1.6931890459559476e-05,1.5048922588203872e-07,2.5963215429914513e-06,0.00036454912460047803,3.4959940255834103e-08,2.8139966958272207e-07,1.2125573736240468e-06,5.8908045381595284e-09,1.164166453757618e-10,2.6416286533761286e-05,1.8301023288169601e-07,5.9471206470471007e-11,6.3147618600973311e-06,1.1963914487423203e-05,5.9163212879473912e-08,1.6329336386288169e-08,1.031014170373149e-05,6.7995955065186634e-05,3.1187853129357249e-07,3.3389051351468884e-12,1.5365508797264045e-12,0.00014184909112286377,6.2420963817657369e-11,2.21069713341346e-06,4.4506554505995227e-06
1.0193361310740182e-06,0.3401390240368335,9.260872120129902e-08,2.3196547117874276e-05,0.00011084255638027723,2.8986742949555693e-09,0.0019469969853538754,0.0,0.0,0.0013018748309234491,0.013371680169987391,154.0,0.0,0.60766764054112088,1.0,18.908685707174197,0.014666616616790095,2.3944941513204198e-08,0.0094708349218256393,0.025977552616877158,0.020427389901341398,0.0047484451571172025,1.9181671994684075e-08,0.00012651558011405931,0.027094293371272064,7.9485761910165805e-11,0.11206864061155594,4.1005240779501312e-06,0.018703989333195229,0.0083191959723678006,5.2400567213845479e-06,1.5047552787330083e-06,3.4065231299433104e-06,0.088720465331973822,9.8403016305027247e-05,0.0019754190219155154,0.0028188472023524531,0.068003501805819364,1.5767170634637557e-06,1.4030620124658601e-12,7.9087697213361329e-11,9.1011547414235935e-10,1.0254749393004998e-05,0.00050289011144082844,0.0001744615808620307,5.2292038976686475e-05,6.1701226952880586e-05,0.00078105442723139034,1.9982828393453718e-11,0.00045062706180020606,0.00018079603595869015,1.1053738710448661e-06,3.2031524443782315e-06,1.6071371020449753e-06,6.7111146789040541e-10,2.4644443279370271e-09,9.7942032952428155e-06,3.8730382111962975e-14,2.2033449188463827e-14,2.4519281031296968e-05,3.4005514804946238e-10,4.4293885901296756e-07,2.0705548192548218e-11,2.1070323532770267e-13,1.5867331890633135e-10,1.765222797291539e-05,1.5484930529913345e-07,2.6944609091145758e-06,0.00037027431390338129,3.551079861952913e-08,2.8602436204033741e-07,1.232449029388013e-06,5.9873944587839948e-09,1.1832642778119953e-10,2.7153001385594505e-05,1.8810920490926468e-07,6.1507486032085081e-11,6.6394335579965097e-06,1.2440071442733814e-05,6.0820859188547844e-08,1.6786380732087123e-08,1.0768880691205331e-05,7.0689981227296965e-05,3.1497438251876097e-07,3.3719223740038049e-12,1.5517452818516229e-12,0.00014530780742585581,6.4894115365245592e-11,2.3167650110499777e-06,4.6990882558511088e-06
1.0313458386283384e-06,0.34013815518849444,9.3760391973512068e-08,2.3750805951987231e-05,0.00011212242787458691,2.9592904215076767e-09,0.0019929845857157456,0.0,0.0,0.0013024706227174208,0.013528626547622087,154.0,0.0,0.60476369966508237,1.0,18.9079351753556,0.014701043708362635,2.3845816981657262e-08,0.0094145074435876899,0.025850450056373025,0.020608374636651865,0.0047200494946716817,1.9087111325742934e-08,0.00012589189109124763,0.027350513852444004,7.9010437716707456e-11,0.11306873856812991,4.0761399060626037e-06,0.018881691613379447,0.0083243039408565228,5.2430793829265505e-06,1.5190118632777979e-06,3.4084882765497349e-06,0.089597542079297793,9.8540138561564188e-05,0.0020022461725696223,0.0028721322681080456,0.068538017401606297,1.5923104930833282e-06,1.3961452803549968e-12,7.9866520869192404e-11,9.1728367435761556e-10,1.034019425778801e-05,0.00051058728726508364,0.00017712889267401652,5.3099572502450375e-05,6.2655711970929358e-05,0.00080239786608493537,2.0291418466433492e-11,0.00046394165574265803,0.00018592999564764952,1.1151864985163365e-06,3.2744243786929493e-06,1.6428403221007545e-06,6.8604408422793892e-10,2.5206462348659006e-09,1.0017632090000825e-05,3.9590793680910441e-14,2.2522931438620983e-14,2.5223468815232931e-05,3.4982144946803207e-10,4.5317318780804603e-07,2.1183173742276728e-11,2.1557164131144151e-13,1.6233351858503662e-10,1.8392621741205394e-05,1.5926942532210882e-07,2.7946764412087459e-06,0.00037598402931092841,3.6060205587565992e-08,2.9063973073126153e-07,1.2522994299481467e-06,6.0837838696640227e-09,1.2023224930865017e-10,2.7896474896977562e-05,1.9325472838746748e-07,6.3572868235268747e-11,6.9751136118994032e-06,1.2927576013430658e-05,6.2493892056995678e-08,1.7247646593370432e-08,1.1240334543929113e-05,7.3443864122854565e-05,3.1805057073087251e-07,3.4047277067245006e-12,1.5668421656151463e-12,0.0001488005770527372,6.7422216413183693e-11,2.4259994567476428e-06,4.9572746458207489e-06
1.0553652537369787e-06,0.3401364490847536,9.6189023524454431e-08,2.4862810178191059e-05,0.00011466626270575674,3.0837366428535178e-09,0.0020860974840547987,0.0,0.0,0.0013036946372192598,0.013840316550132976,154.0,0.0,0.59903508175018561,1.0,18.90645335085555,0.014764952616940217,2.3650375328819759e-08,0.0093037228700842863,0.025598254815544997,0.02096725514572808,0.004664205306590557,1.8899512285023017e-08,0.00012465455355671146,0.027859750742539911,7.8075643759711344e-11,0.1150397363191298,4.0281812751844776e-06,0.019233945887036356,0.0083334424902007393,5.2484502945552997e-06,1.5473466278409953e-06,3.411980136218751e-06,0.091329816329048047,9.8786507841770588e-05,0.0020548556830443107,0.0029786411145813416,0.0695869052364083,1.6231083356516691e-06,1.3824231657368418e-12,8.1404569417061187e-11,9.3135079602677994e-10,1.0508148267264045e-05,0.0005259289951328773,0.00018244500085015555,5.4709166700654285e-05,6.4558072493852583e-05,0.00084572079081007628,2.0906507221602263e-11,0.00049111028490481741,0.00019638292982061042,1.1346442075380799e-06,3.4180659475666623e-06,1.7147912764288951e-06,7.1613930313050324e-10,2.6340167278443889e-09,1.0468337802413082e-05,4.1324739061861752e-14,2.3509361093159358e-14,2.6659064220108374e-05,3.6973156118698406e-10,4.7382218618926748e-07,2.2146767946930096e-11,2.2539424026174368e-13,1.6971785388110145e-10,1.9934641839066907e-05,1.6828920534520114e-07,3.0013555465439286e-06,0.00038735629209136259,3.7154591823150896e-08,2.9984166532473514e-07,1.2918729447209226e-06,6.2759440979773935e-09,1.2403167170592744e-10,2.94030783865403e-05,2.0368112966427439e-07,6.7788758686754864e-11,7.6801148746951878e-06,1.3936931204833261e-05,6.5884722645111775e-08,1.8182457199700915e-08,1.222184577960087e-05,7.9131672598537736e-05,3.2414522809432924e-07,3.4697164045416919e-12,1.596749706113471e-12,0.00015588741873906315,7.2643700769312412e-11,2.6540842448270359e-06,5.5037663176791657e-06
1.079384668845619e-06,0.34013478417875687,9.8787778700282504e-08,2.5978286084622383e-05,0.00011718908706366524,3.2126969926871884e-09,0.0021806989208700508,0.0,0.0,0.0013049612821449531,0.014149111099366816,154.0,0.0,0.59340982341504955,1.0,18.904996588753079,0.014822494184466796,2.3458592824235711e-08,0.0091953448197893833,0.025348820403852997,0.021322076731076847,0.0046095797017203554,1.8714001297482241e-08,0.00012343098805719211,0.028364780759796447,7.7161248061887228e-11,0.11697256653003314,3.9812644510133469e-06,0.019582076469907391,0.0083412715670640892,5.2530020320144403e-06,1.5754471535152459e-06,3.4149394520286904e-06,0.093033484927513774,9.8998962430806278e-05,0.0021060769063304882,0.0030850370046870226,0.07060958176348503,1.6533975644317636e-06,1.3688537834473725e-12,8.2916998453100997e-11,9.4506750984837676e-10,1.067227822201889e-05,0.00054119883733254695,0.00018773584845208356,5.6311281791809888e-05,6.6451406798984192e-05,0.0008898703377594727,2.1518737918148257e-11,0.00051899184004364197,0.00020707987876233432,1.1538817615213728e-06,3.563105717785126e-06,1.7874354687505355e-06,7.465274681835879e-10,2.7486254697216055e-09,1.0923973008098474e-05,4.3075390778790308e-14,2.4505294867843489e-14,2.8130656897917277e-05,3.9014091506715233e-10,4.9470221950596243e-07,2.3121046315096043e-11,2.3532674108130391e-13,1.7718406540997482e-10,2.1560072385328139e-05,1.7754740535173666e-07,3.2163946958037413e-06,0.00039866459046354776,3.8242968373220051e-08,3.0900396017993038e-07,1.3312715211959621e-06,6.4672542206664195e-09,1.2781429841995115e-10,3.0934876102662421e-05,2.1428096387298059e-07,7.2114464884684117e-11,8.4309683172159735e-06,1.49925707789319e-05,6.933295503491152e-08,1.9133008081704582e-08,1.3255566845640453e-05,8.5060194358341448e-05,3.3016500267309312e-07,3.5338982830416338e-12,1.6262859515686047e-12,0.00016310793575132875,7.8086164049590105e-11,2.8951747461839746e-06,6.0918505650354206e-06
1.1034040839542595e-06,0.34013315938187016,1.0156014688691963e-07,2.7095882936059095e-05,0.00011969114297525921,3.3464550191393233e-09,0.002276755678453,0.0,0.0,0.0013062698746715078,0.014455059650088222,154.0,0.0,0.5878852097253171,1.0,18.903564202025777,0.01487393134174215,2.3270371344419205e-08,0.0090892747822995199,0.025102226162729814,0.021672909411195377,0.0045561227380834322,1.85306352138509e-08,0.00012222156956516437,0.028865680343508386,7.6266414628290692e-11,0.11886812951489711,3.9353467787647067e-06,0.019926172053875937,0.0083479273968985503,5.2568204010068237e-06,1.6033176989429971e-06,3.4174220057192701e-06,0.094709216127482274,9.9181006423695273e-05,0.0021559187641366504,0.0031912859559980319,0.071606797744576733,1.6831900606745016e-06,1.3554412919438684e-12,8.4404411694229896e-11,9.5844383877058771e-10,1.0832689118320545e-05,0.00055639504048403876,0.00019300082905368728,5.7905724911306569e-05,6.833548915104057e-05,0.00093482127909866428,2.2128036854972875e-11,0.00054757877169176524,0.00021801771537465601,1.1729029604064951e-06,3.7094682467534265e-06,1.8607350930070496e-06,7.7719277293321204e-10,2.8644139583357162e-09,1.1384305183788161e-05,4.4841837743839899e-14,2.5510214451030342e-14,2.9637894666782137e-05,4.1104462673737949e-10,5.1580240787396303e-07,2.4105500775390849e-11,2.4536396827748645e-13,1.847282596548503e-10,2.3271025157953972e-05,1.8704287184276893e-07,3.4398247641816497e-06,0.00040990784990023102,3.9325228602243261e-08,3.1812532138001135e-07,1.370489705934151e-06,6.6576878090267595e-09,1.3157960586939931e-10,3.2490676788610569e-05,2.250459660902219e-07,7.6545511021699749e-11,9.2288288698972129e-06,1.6095061008578819e-05,7.283590522536384e-08,2.0098557452658763e-08,1.434234757991353e-05,9.1230040783767469e-05,3.361123291841972e-07,3.5972996873484428e-12,1.6554630259019654e-12,0.00017046050210873129,8.3750167532212343e-11,3.1494797761463974e-06,6.7232525726780702e-06
