Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890)
6.030955986110785e-06,0.8039957887340615,2.1281168678164022e-07,4.8348146320506911e-07,0.00026899845832328476,5.0579730916003505e-08,0.0089402286176532633,0.0,0.0,0.0019057864972362641,0.035137664480476401,154.0,0.0,0.27889069631432495,1.0,18.907572553809157,0.0094503487902193751,1.7810937333079232e-08,0.0031906695329901331,0.013601340660787758,0.081970785559410717,0.000637355180118147,4.1178016416655297e-09,2.7128594188973403e-05,0.14785965662166356,1.037426138699468e-11,0.19019699826506758,1.4798050167302658e-06,0.091941585763586325,0.016201990400513035,4.2174587655203833e-06,8.5375421824461406e-06,2.7299971281350563e-06,0.13124848029846087,0.00014127442407555851,0.0053915907645323089,0.030815999000676934,0.038740643579999699,2.4954156830103081e-06,2.934017598306096e-13,5.1512975158446611e-11,5.8302980738141365e-10,9.1628891796777329e-06,0.0022105650574333513,0.0003042472864367973,0.00023774406433464996,0.0001084088744476297,0.0033210569763550001,9.315105245680647e-11,0.0060405902610144698,0.0030349195286100542
6.114813480956355e-06,0.8039968623395624,2.1046574955608075e-07,4.8939078285660658e-07,0.00027081958986422181,5.1349126805103174e-08,0.0090840996994245755,0.0,0.0,0.0019175516515336794,0.035460728185395612,154.0,0.0,0.275489147445796,1.0,18.907073178626383,0.0093265982195783956,1.7677708631578865e-08,0.003122216746048693,0.013388428389301835,0.082322043594937166,0.00062366579032385858,4.0532300641588941e-09,2.6703188519557487e-05,0.14921707548287083,1.0151438521470715e-11,0.19094374576874565,1.4480624968259986e-06,0.092408295042659877,0.016170214596191605,4.209070533173063e-06,8.6159448541090049e-06,2.7245673534887221e-06,0.13202571305059907,0.00014071923743638864,0.005369460171758017,0.031052847566359714,0.038646422239339125,2.510194244728882e-06,2.8880090316830547e-13,5.1816584073846634e-11,5.8169029738068407e-10,9.166376684345164e-06,0.0022247637661389494,0.00030619589133495603,0.00023927381043055602,0.00010910422182670676,0.0033755871599655384,9.3750425820694268e-11,0.006183257144669249,0.0031050928574733812
6.198670975801926e-06,0.803997931499156,2.0814506143421288e-07,4.9528310112645413e-07,0.00027260070005281342,5.2115845910981938e-08,0.0092271471750312081,0.0,0.0,0.0019294134009961732,0.035780408390728873,154.0,0.0,0.27214965257125939,1.0,18.906581582200179,0.0092052410914288518,1.7546635117845928e-08,0.0030554984054721223,0.013179228495785306,0.082662429437588739,0.00061032374449316164,3.9897875768446229e-09,2.6285221437762414e-05,0.15056435302208113,9.9342693901790242e-12,0.19166986539817782,1.4171242378388924e-06,0.092865011658233576,0.016138908558491726,4.2008068175371029e-06,8.6937616822957807e-06,2.7192181793120627e-06,0.13278859617836608,0.00014017329313000337,0.0053475483896692714,0.031284071507647955,0.038548470994675371,2.524699951876431e-06,2.8428049651441803e-13,5.2114566282870321e-11,5.8029369177409228e-10,9.1686660117722057e-06,0.0022385102475226456,0.00030808225490227197,0.00024075486675738061,0.00010977735909744942,0.0034296191321747521,9.4330721933174536e-11,0.0063264733952843764,0.0031755966938505466
6.282528470647496e-06,0.8039989960110341,2.0584933087413227e-07,5.0115704949982166e-07,0.00027434228502211578,5.2879832794991713e-08,0.0093693603363207787,0.0,0.0,0.0019413715348619988,0.036096759168855276,154.0,0.0,0.26887060820440489,1.0,18.906097554896327,0.0090862193713568701,1.7417657297163709e-08,0.00299046199926929,0.012973655699561867,0.082992162779982268,0.0005973185012413375,3.9274481451672212e-09,2.5874521423870847e-05,0.15190165220976221,9.7225824103096134e-12,0.19237599615596515,1.3869658883786802e-06,0.093311988156218079,0.016108073864142144,4.1926679758996431e-06,8.771002083503769e-06,2.7139498368069665e-06,0.13353749597523731,0.00013963657444122991,0.0053258697056414008,0.031509787067249197,0.038446979622973346,2.5389397695546356e-06,2.798386848595381e-13,5.2407065814893254e-11,5.7884283470988041e-10,9.1697981365336399e-06,0.0022518123193721491,0.00030990745604123169,0.0002421880750731904,0.00011042867182918382,0.0034831483961178301,9.4892270605359698e-11,0.0064702130970441018,0.0032464209795995866
6.35800021600851e-06,0.8039999499420774,2.0380427497783543e-07,5.0642674286606022e-07,0.00027587631962465144,5.3565040864042252e-08,0.0094966306473878402,0.0,0.0,0.0019522160960226929,0.03637867165838015,154.0,0.0,0.26596987238835473,1.0,18.905668235217469,0.0089810495472146899,1.7303321652112848e-08,0.0029333254092436451,0.012791673072342779,0.083279992155630714,0.00058589337468364325,3.8722649541875621e-09,2.551096762552963e-05,0.15309682107247607,9.5366150675909063e-12,0.19299493275612278,1.3604707894484107e-06,0.093706141786536648,0.016080726200095898,4.1854498061682261e-06,8.8400331735941089e-06,2.7092774534724855e-06,0.13419984249215988,0.00013916138902668793,0.0053065685504436241,0.031708316142831316,0.038352760502274277,2.551533831118979e-06,2.759067699307582e-13,5.2665742601322728e-11,5.7749292589233074e-10,9.1698602322185064e-06,0.0022634105592748079,0.0003114987188263151,0.00024343773573326673,0.00011099650621308338,0.0035308916526058595,9.5381903045340191e-11,0.0066000054937173621,0.0033104286945778889
6.433471961369524e-06,0.8040008998297653,2.0177899661590011e-07,5.1167938944482189e-07,0.00027737908100026966,5.4247955268264644e-08,0.0096232104614280209,0.0,0.0,0.0019631384209250653,0.036657967150799053,154.0,0.0,0.26311575383540348,1.0,18.905244741743939,0.0088776846377026548,1.719059670313786e-08,0.002877474555890186,0.012612503148746262,0.083559519333539028,0.00057472570709923019,3.8179370316055277e-09,2.5153048444179662e-05,0.15428414845075836,9.354838397371527e-12,0.19359861089890826,1.3345718927070216e-06,0.094092777855059415,0.016053760764260534,4.1783327528661086e-06,8.9086112816730442e-06,2.7046705237749996e-06,0.13485139826725587,0.00013869361676686377,0.0052874743076947233,0.031902558618376375,0.038255947154738922,2.563922709930297e-06,2.720357946158648e-13,5.2920188987198898e-11,5.7610317075310645e-10,9.1690445955708035e-06,0.0022746605412557958,0.0003130420564397296,0.00024464990075993679,0.00011154724032630776,0.0035782220169635129,9.5856844234394622e-11,0.0067301834571904251,0.0033746810018463304
6.5089437067305375e-06,0.8040018455577209,1.9977329310944534e-07,5.1691393789922185e-07,0.0002788509114073421,5.4928539961121221e-08,0.009749093587712112,0.0,0.0,0.0019741383704997661,0.03693468197596865,154.0,0.0,0.26030719303258298,1.0,18.904826937909988,0.0087760847780608709,1.7079443397857413e-08,0.002822875013999979,0.012436089238585206,0.083830893660182926,0.00056380855702042377,3.7644470489389457e-09,2.4800649713221825e-05,0.15546374415251454,9.1771394117146456e-12,0.19418745004393478,1.3092532205914105e-06,0.094472065153673429,0.016027176947063206,4.1713167085651423e-06,8.976742752400185e-06,2.7001289774481899e-06,0.13549240485022201,0.00013823321574638663,0.0052685939416939834,0.03209259570654386,0.038156660880148109,2.5761109988424798e-06,2.6822452428580641e-13,5.3170500021746998e-11,5.7467538881773946e-10,9.1673779530212585e-06,0.0022855676700654077,0.00031453821461109008,0.00024582515209392505,0.0001120811406360853,0.0036251373177295489,9.6317322183564253e-11,0.0068607294318037589,0.0034391710329557609
6.584415452091551e-06,0.8040027870148969,1.9778696482323177e-07,5.2212932312625747e-07,0.00028029214751230794,5.56067601979443e-08,0.009874274301046369,0.0,0.0,0.0019852158095497708,0.037208851556666152,154.0,0.0,0.25754316224748797,1.0,18.904414691747636,0.008676210916550112,1.6969823934876983e-08,0.0027694933927826125,0.012262376255400447,0.084094261271662779,0.00055313528246774761,3.7117782478685661e-09,2.4453661033322882e-05,0.15663571533544246,9.0034100009385078e-12,0.19476185618040306,1.2844993137013631e-06,0.09484416796542515,0.01600097367530998,4.16440120002857e-06,9.0444337772812219e-06,2.6956525093892174e-06,0.13612309639079362,0.00013778013642591359,0.0052499334941901914,0.032278507459904481,0.038055018087303827,2.5881031506073125e-06,2.6447176477317587e-13,5.3416767581394856e-11,5.7321132676464667e-10,9.1648861203877096e-06,0.0022961372605375531,0.00031598792661820496,0.00024696406200130645,0.00011259846913468846,0.0036716356984371184,9.6763561114557204e-11,0.0069916262598965894,0.0035038920553645951
6.652340022916464e-06,0.8040036305915063,1.9601567258724392e-07,5.2680589497736694e-07,0.00028156337581620311,5.6215109106751518e-08,0.0099863320080616682,0.0,0.0,0.0019952516492895639,0.037453456564821033,154.0,0.0,0.25509278295717613,1.0,18.90404831660333,0.0085877685549753096,1.6872447578849727e-08,0.0027224645697958376,0.012108299583082047,0.084324564645482242,0.00054373248218144246,3.6650649124963508e-09,2.4145907710915326e-05,0.15768405693253121,8.8503601619928845e-12,0.19526680657528903,1.2626912903797223e-06,0.095173050018925121,0.015977714865487613,4.158262895710306e-06,9.1049841161451421e-06,2.6916791323811734e-06,0.1366820871979359,0.00013737857856820635,0.0052333314257885398,0.032442366094091457,0.037961617187767374,2.5987319606024146e-06,2.6114334433596593e-13,5.3635025070156386e-11,5.7186403880609241e-10,9.161958566521771e-06,0.0023053656181474826,0.00031725355213786351,0.00024795847429963369,0.0001130501088936721,0.0037131264821334709,9.7153184102478874e-11,0.0071097195163276486,0.0035623330145130136
6.713472136658885e-06,0.8040043867265656,1.9443467482371174e-07,5.3100013667196357e-07,0.00028268671943325904,5.6760942943115563e-08,0.010086690886873365,0.0,0.0,0.0020043374014533776,0.037671882636210789,154.0,0.0,0.25291700567514142,1.0,18.90372226528849,0.0085093167109722371,1.6785824354821022e-08,0.0026809408972021886,0.011971432589067127,0.084526476179709209,0.00053543055106001765,3.6235706783698395e-09,2.3872538480322911e-05,0.15862241809654012,8.7152292231245212e-12,0.1957117684890991,1.2434360730273515e-06,0.095464273032254701,0.01595704332507638,4.1528075583931901e-06,9.1591821377815601e-06,2.6881478451815217e-06,0.13717832549669029,0.00013702217060160374,0.0052185481518424275,0.032587083367774591,0.037876066609150653,2.6081675738149252e-06,2.5818679556089753e-13,5.3828770708716578e-11,5.7062848897979733e-10,9.1587841259859449e-06,0.0023134440987915995,0.00031836137600874895,0.00024882900077322328,0.00011344543914035889,0.0037501775910198944,9.7494267097846528e-11,0.0072162249186704846,0.0036150813713374977
6.774604250401306e-06,0.8040051398905855,1.9286604388716171e-07,5.3517987350958351e-07,0.00028379057152125384,5.730516777913284e-08,0.010186580162958578,0.0,0.0,0.0020134737645860394,0.03788869893161384,154.0,0.0,0.25076871544684609,1.0,18.903399640149171,0.0084319305614988151,1.670014412690201e-08,0.002640160432641387,0.011836244702869564,0.084723384264928661,0.0005272774252108323,3.5825868630519542e-09,2.3602531955535629e-05,0.15955595907261522,8.5825203957244895e-12,0.19614794113641904,1.2245254929837458e-06,0.095751060336744701,0.015936618217581393,4.1474172609381777e-06,9.2131017136277409e-06,2.6846586593074263e-06,0.13766818956246843,0.0001366704569022975,0.0052039172247638774,0.032729232473311234,0.037789161924030215,2.6174819832976011e-06,2.5526661513063392e-13,5.4020018054303853e-11,5.6937201832749733e-10,9.1551113815213864e-06,0.0023213102834570552,0.00031943999059808644,0.00024967667023163885,0.0001138303482284184,0.0037869528159314952,9.7826394433433102e-11,0.0073229312599683988,0.0036679697332882744
6.835736364143727e-06,0.8040058900398338,1.9130967929182491e-07,5.3934451904259516e-07,0.00028487510122277352,5.7847767503279314e-08,0.010285997605748408,0.0,0.0,0.00202266067250397,0.038103922661980427,154.0,0.0,0.24864742206636942,1.0,18.903080379237952,0.0083555909417167579,1.6615388999147926e-08,0.0026001074140434965,0.011702709488503653,0.084915360780719026,0.00051926993006466378,3.5421053883977675e-09,2.3335834914938387e-05,0.16048473207570113,8.4521820065128841e-12,0.1965755165635959,1.2059522345881423e-06,0.096033491189889353,0.015916438239406191,4.1420916912688103e-06,9.266745860588436e-06,2.6812113723362793e-06,0.13815179081322052,0.00013632339951464583,0.0051894403716689274,0.032868853670689875,0.037700956505494654,2.6266773076425331e-06,2.523822274953594e-13,5.4208810939676883e-11,5.6809542857967179e-10,9.1509524613783615e-06,0.0023289668307437351,0.00032048976262471747,0.00025050176893044436,0.00011420496716528882,0.0038234517116673711,9.8149678267443234e-11,0.0074298301401201231,0.0037209947636726707
6.8907552665119055e-06,0.8040065625626676,1.8991935680208188e-07,5.4307930959056667e-07,0.00028583479550433705,5.8334704868221441e-08,0.010375068176224038,0.0,0.0,0.0020309720515009032,0.038296276330999156,154.0,0.0,0.24676094444234639,1.0,18.902795870971161,0.0082877645148110388,1.653988591572286e-08,0.0025646689599722341,0.011583919453438582,0.085083981581738577,0.00051218513775701496,3.5060950324000891e-09,2.3098594164796514e-05,0.16131659352237157,8.3368624960719797e-12,0.19695313862771621,1.1895188161006024e-06,0.096284018347125161,0.015898484660419321,4.1373537297625157e-06,9.3147925486952063e-06,2.6781444489752061e-06,0.13858176716538342,0.00013601499601998169,0.0051765441427184594,0.032992384243013977,0.037620502228858904,2.634852991742129e-06,2.4981641620232142e-13,5.4376661347784543e-11,5.6692993795705772e-10,9.14680351543417e-06,0.0023356806519308246,0.00032141019617542757,0.00025122529325493606,0.00011453343298507689,0.0038560641756307987,9.843316401025905e-11,0.007526196932161818,0.0037688314250222681
6.945774168880084e-06,0.8040072325821951,1.8853881807493377e-07,5.4680096655274015e-07,0.00028677909457461498,5.8820302192019501e-08,0.010463753491695132,0.0,0.0,0.0020393242719702635,0.038487365771864193,154.0,0.0,0.24489560515164008,1.0,18.902513996019742,0.0082207570731319384,1.646510560984328e-08,0.0025297963405716537,0.011466428688840484,0.085248715752808957,0.00050521361438590176,3.4704795586894935e-09,2.2863954949312508e-05,0.16214467109625424,8.2233866697569248e-12,0.19732408178915053,1.1733477793412463e-06,0.096531135062132317,0.015880727342056009,4.1326675704528189e-06,9.3626206568216824e-06,2.6751110576867546e-06,0.13900683622917873,0.00013571030137122969,0.0051637747714733499,0.033113928016536669,0.037539072720439534,2.642935365607481e-06,2.4727874107393245e-13,5.454258871116461e-11,5.6574932840836724e-10,9.1422787180324403e-06,0.0023422286796252437,0.00032230782072954187,0.00025193096732847517,0.00011485376149868675,0.0038884523652941562,9.8709655804930568e-11,0.007622707086465238,0.003816773762685681
7.000793071248263e-06,0.8040079000714042,1.871679923364337e-07,5.505090562828479e-07,0.0002877081176933335,5.9304548742347836e-08,0.01055205225916259,0.0,0.0,0.0020477172874262613,0.038677202850819895,154.0,0.0,0.24305107013096092,1.0,18.902234712565143,0.0081545553834358533,1.6391035944077944e-08,0.0024954788668629662,0.011350219112023279,0.085409613215490524,0.00049835321409214136,3.4352534504761491e-09,2.2631880922825511e-05,0.16296900085643029,8.1117195991978277e-12,0.19768847619219382,1.1574341666348188e-06,0.096774895705446867,0.015863165076055806,4.1280328937094781e-06,9.4102322683919381e-06,2.6721109915049311e-06,0.13942707381842481,0.00013540928404016144,0.0051511329759536453,0.033233513259935302,0.037456703422283057,2.6509258708337332e-06,2.4476880903317654e-13,5.4706622827207676e-11,5.6455413271719016e-10,9.1373862538255284e-06,0.0023486127788253292,0.00032318289350752956,0.00025261899195806384,0.00011516604458624621,0.0039206161733580606,9.8979232330071056e-11,0.0077193547877541686,0.0038648194456476579
7.055811973616441e-06,0.804008565006331,1.8580680957242295e-07,5.5420314371092787e-07,0.00028862198290906856,5.9787434094222215e-08,0.010639963284161348,0.0,0.0,0.0020561510517898567,0.038865799229840514,154.0,0.0,0.24122701226701149,1.0,18.901957979777855,0.0080891464427804271,1.631766505140505e-08,0.0024617060879169308,0.011235272995882652,0.085566723140900011,0.00049160184163104463,3.4004113023668217e-09,2.2402336473910752e-05,0.16378961825831129,8.0018271799945864e-12,0.19804644904305979,1.1417731319509487e-06,0.097015353622160405,0.015845796584310547,4.1234493538580503e-06,9.4576294319457237e-06,2.6691440266727786e-06,0.13984255413499116,0.00013511191149256921,0.005138619324241504,0.033351167899848343,0.037373428753034905,2.6588259183774807e-06,2.4228623493460078e-13,5.4868792850177966e-11,5.633448684091215e-10,9.1321341125030633e-06,0.0023548347921091839,0.00032403566862773859,0.00025328956553674923,0.0001154703730174079,0.0039525555559898279,9.9241971318520039e-11,0.0078161343141964195,0.0039129661733045057
7.11083087598462e-06,0.8040092273629379,1.8445520051515345e-07,5.5788279258308608e-07,0.00028952080709649752,6.0268948124124637e-08,0.010727485467677916,0.0,0.0,0.0020646255193380791,0.039053166371566327,154.0,0.0,0.23942311120862136,1.0,18.901683757789559,0.0080245174767562578,1.624498132755058e-08,0.0024284677865848642,0.011121572959837189,0.085720093964779434,0.00048495744882536674,3.3659478149577594e-09,2.2175286689427305e-05,0.16460655816744238,7.8936760738661693e-12,0.19839812469074447,1.1263599376684727e-06,0.097252561155598813,0.015828620524119551,4.1189165887179664e-06,9.5048141619361866e-06,2.6662099287473499e-06,0.14025334981315385,0.00013481815028350733,0.0051262342438583332,0.033466919520981755,0.03728928214050907,2.6666368893894169e-06,2.398306411848468e-13,5.5029127317244997e-11,5.621220382352902e-10,9.1265300944294439e-06,0.0023608965399628604,0.00032486639715187084,0.0002539428840786078,0.0001157668364669089,0.0039842705304457245,9.9497949571006956e-11,0.0079130400355586373,0.0039612116747146436
7.1658497783527985e-06,0.8040098871198097,1.8311309663020846e-07,5.6154756568656076e-07,0.0002904047059906465,6.0749081004477111e-08,0.010814617803283333,0.0,0.0,0.0020731406446401982,0.039239315543932514,154.0,0.0,0.23763905319237313,1.0,18.901412007665353,0.0079606559374137548,1.6172973423913024e-08,0.0023957539733694974,0.011009101961184207,0.085869773401623259,0.00047841803317033674,3.3318577921800217e-09,2.1950697337012378e-05,0.16541985487240177,7.7872336859446495e-12,0.19874362470222715,1.1111899517170739e-06,0.097486569669485101,0.015811635492982746,4.1144342208435042e-06,9.5517884394754428e-06,2.6633084534050177e-06,0.140659531961004,0.00013452796614370655,0.0051139780302449367,0.033580795366574399,0.037204296052050369,2.6743601359978773e-06,2.3740165755332269e-13,5.518765416482803e-11,5.6088613062370208e-10,9.1205818159875042e-06,0.0023667998210973595,0.00032567532712910412,0.00025457914125259816,0.00011605552353063333,0.0040157611728624922,9.9747242969415381e-11,0.008010066411470387,0.0040095537079020381
7.275887583089157e-06,0.8040111987538346,1.8045713372030093e-07,5.6883073273021011e-07,0.00029212818558235889,6.1705165442033142e-08,0.01098770934554592,0.0,0.0,0.0020902926879311197,0.03960800411470583,154.0,0.0,0.23412924281601241,1.0,18.900875771719267,0.0078351860599896322,1.6030940906292451e-08,0.0023318609436191683,0.010787780527372826,0.086158245476443407,0.00046564634229848508,3.2647778523488059e-09,2.1508766267351252e-05,0.16703565303982237,7.5793482500112976e-12,0.19941657076017669,1.0815615820905765e-06,0.097945190368293938,0.015778232644898835,4.1056191001023889e-06,9.6451134007541936e-06,2.6576023498009092e-06,0.14145833278918274,0.00013395818851206823,0.0050898527883786095,0.033803027003496328,0.03703193074949291,2.6895487255341482e-06,2.3262207507122155e-13,5.5499393870092889e-11,5.5837696867971959e-10,9.1076820652872413e-06,0.0023781380719267203,0.00032722876895714448,0.00025580123474265549,0.00011660991762577649,0.004078070043266907,1.0022607425305548e-10,0.0082044594011043814,0.0041065185411712137
7.374921607351879e-06,0.8040123701429523,1.7809860173418639e-07,5.7533031022169697e-07,0.00029362941186081732,6.2560825176100811e-08,0.01114215015236536,0.0,0.0,0.0021058681248178712,0.039935767588938048,154.0,0.0,0.23103525779551545,1.0,18.900401240683895,0.0077247664364974104,1.5905314084300372e-08,0.0022760551959234449,0.010592630187795458,0.086405710203544803,0.0004544916458160068,3.2056330515516787e-09,2.1119112890898089e-05,0.16847774425574669,7.3977827107078994e-12,0.20000226676794919,1.0556834137635445e-06,0.0983475043539523,0.015748808268202689,4.0978537927596575e-06,9.7284053366135362e-06,2.6525757994515539e-06,0.14216215881656194,0.00013345726442642891,0.0050685813404953151,0.033996886669577661,0.036874238072242584,2.7029314365320054e-06,2.2840788742966211e-13,5.5774046074717294e-11,5.5607862043618925e-10,9.094967746388201e-06,0.0023878181522916219,0.00032855474398251036,0.00025684466516769734,0.00011708314437447771,0.0041333827030660226,1.0063490314704893e-10,0.0083797719276895912,0.0041940951071585955
7.473955631614602e-06,0.8040135328331312,1.7576983288884698e-07,5.8177486994073192e-07,0.0002950840314849932,6.3411870106474825e-08,0.011295316143534786,0.0,0.0,0.0021215745938658781,0.040259751649636043,154.0,0.0,0.22800096820091939,1.0,18.899934152840942,0.0076166482177050339,1.5781711404041842e-08,0.0022218032153735806,0.010401211455510097,0.08664192536355142,0.00044364789682739195,3.1476219234633178e-09,2.073692829309212e-05,0.16990853968056574,7.2212784789449819e-12,0.20056972472129225,1.0305257383555549e-06,0.09874020979451302,0.015719978741499687,4.0902453239643805e-06,9.8110447683398969e-06,2.647650772043085e-06,0.14285207727587476,0.00013296736760226623,0.0050477267949063315,0.034185077004326644,0.03671428955080875,2.716049701286996e-06,2.2427447628479079e-13,5.6043250238861827e-11,5.5374488764561987e-10,9.0812485990853345e-06,0.002397011812811746,0.00032981381641300142,0.00025783572518374361,0.00011753250586726495,0.0041879721807207802,1.0102321266974275e-10,0.0085553931413739834,0.0042819508232468636
7.572989655877324e-06,0.8040146867416119,1.7347045271111481e-07,5.8816185518140455e-07,0.00029649268154240225,6.4258252936480374e-08,0.011447204451660066,0.0,0.0,0.0021374118329860856,0.04058001553526281,154.0,0.0,0.22502476138234459,1.0,18.899474311526582,0.0075107660790156633,1.5660075075862531e-08,0.0021690542259665152,0.010213436110115621,0.08686714488259227,0.00043310491922916221,3.0907175806091145e-09,2.0362035335840271e-05,0.17132821999690939,7.0496699177893464e-12,0.20111956207152928,1.0060650112448825e-06,0.099123573527341413,0.015691734270524404,4.0827910820269828e-06,9.893042135179887e-06,2.6428255770068172e-06,0.14352845267063474,0.00013248827805375685,0.00502728706819812,0.03436774468490069,0.036552243428971447,2.7289104508519405e-06,2.2021992584886437e-13,5.6307149531671185e-11,5.5137815478535487e-10,9.066563029242582e-06,0.0024057287967779828,0.00033100732958140538,0.00025877546384593902,0.00011795848181522767,0.004241840783814464,1.0139141385386402e-10,0.0087312937664155953,0.0043700735778528597
7.672023680140047e-06,0.8040158318016221,1.7120009349062416e-07,5.9448871564492943e-07,0.00029785598917882476,6.5099929070545828e-08,0.011597812978024596,0.0,0.0,0.0021533795784310452,0.040896616773768935,154.0,0.0,0.22210508152707159,1.0,18.899021527918517,0.0074070568544004666,1.5540349496122766e-08,0.0021177594028180939,0.010029218862897768,0.087081616143949256,0.00042285292860811768,3.0348940316404638e-09,1.9994262784841832e-05,0.1727369607610359,6.8827977658695926e-12,0.20165237239142342,9.8227859250654853e-07,0.09949785370588049,0.015664064746334659,4.0754883759519033e-06,9.9744075801507394e-06,2.6380984724385959e-06,0.14419163641075622,0.00013201977262365162,0.0050072592441537927,0.034545032912458438,0.03638824998630575,2.7415203672977857e-06,2.1624238418496294e-13,5.6565881970006572e-11,5.4898068747130698e-10,9.0509478862237746e-06,0.0024139786433710949,0.0003321365985954561,0.00025966490822658503,0.00011836154182452996,0.0042949912823897771,1.0173990911899123e-10,0.0089074453436079164,0.0044584515142256772
7.771057704402768e-06,0.8040169679545549,1.6895839407527584e-07,6.0075291085795776e-07,0.00029917457208250597,6.5936856529428385e-08,0.011747140351865051,0.0,0.0,0.0021694775638453341,0.041209611250389945,154.0,0.0,0.21924042720716477,1.0,18.898575620650973,0.00730545947699797,1.5422481148515933e-08,0.0020678717854682137,0.0098484772329396619,0.087285580200035823,0.00041288251480577748,2.9801261433642692e-09,1.9633445059434107e-05,0.17413493259241741,6.72050885357665e-12,0.20216872643824846,9.5914470671491446e-07,0.099863300126080981,0.015636959801493034,4.0683344499449639e-06,1.0055150960997014e-05,2.6334676744895191e-06,0.14484196739597383,0.00013156162592906225,0.0049876396725704701,0.034717081452390754,0.036222451953743434,2.7538858948078974e-06,2.1234006050151485e-13,5.6819580648384289e-11,5.4655463863919001e-10,9.0344385372785889e-06,0.0024217706931104538,0.00033320291109397988,0.00026050506400226661,0.00011874214566832828,0.0043474268780906173,1.0206909250159741e-10,0.0090838202040176026,0.0045470730206829619
7.87009172866549e-06,0.8040180951529776,1.6674499973438717e-07,6.0695191354151274e-07,0.00030044903888374594,6.676899586665595e-08,0.011895185890960874,0.0,0.0,0.0021857055192981037,0.041519053273720435,154.0,0.0,0.21642934900579794,1.0,18.898136415443712,0.0072059149171850075,1.5306418508691072e-08,0.0020193461941411749,0.0096711314267796233,0.087479271979788692,0.00040318462506139474,2.9263896037999355e-09,1.9279421989207364e-05,0.1755223013584746,6.5626558286818102e-12,0.20266917318346794,9.3664240411930474e-07,0.10022015454479205,0.015610408862158419,4.0613264968560216e-06,1.0135281860866922e-05,2.6289313660674624e-06,0.14547977258064024,0.00013111361122938688,0.0049684240610555694,0.034884026679470131,0.03605498491372458,2.7660132504183634e-06,2.085112225200334e-13,5.7068373961894169e-11,5.4410205449769237e-10,9.0170689395491345e-06,0.0024291140933756401,0.00033420752801456138,0.00026129691604972799,0.00011910074356348489,0.0043991511743268564,1.0237934988852181e-10,0.0092603914432457697,0.004635926721260549
8.068159777190935e-06,0.8040203225399031,1.6240173876319289e-07,6.1914431610716212e-07,0.00030286801422982329,6.8418764608850515e-08,0.012187431972949673,0.0,0.0,0.0022185502367889818,0.042127489662565111,154.0,0.0,0.21096237093111692,1.0,18.897277447591048,0.0070127579625777568,1.5079513717248372e-08,0.0019262088323039512,0.0093263209170079287,0.087836748915531837,0.0003845719048865742,2.8219172351918632e-09,1.859114490743821e-05,0.17826587038422642,6.2596956735802099e-12,0.20362443711055461,8.9345267314422563e-07,0.10090901590043692,0.015558925929783989,4.0477370903944555e-06,1.0293743233935733e-05,2.6201348261641965e-06,0.14671905659168305,0.00013024706822799766,0.0049311847907041635,0.035203136025071878,0.035715552472149442,2.7895772344996983e-06,2.0106735330898724e-13,5.7551735741320077e-11,5.3912496233585131e-10,8.9798781492737073e-06,0.0024424905982945227,0.00033603658938784317,0.00026273954759040754,0.00011975367603795979,0.0045004821362694351,1.0294459069800428e-10,0.0096140191262355026,0.0048142863307283424
8.236353207771008e-06,0.8040221855762925,1.5879934788447517e-07,6.2927032619707173e-07,0.00030478897023813724,6.9804346397726602e-08,0.012431578265401377,0.0,0.0,0.0022468466008613015,0.042633466427252104,154.0,0.0,0.20647592555697128,1.0,18.896567618789827,0.0068546798229057815,1.4892068620301182e-08,0.0018510158177507546,0.0090435022669224287,0.088110079895684104,0.00036954607006725674,2.7362340856852832e-09,1.8026653561187432e-05,0.18056375583792669,6.0151194265495064e-12,0.20439028865867653,8.5858406543085425e-07,0.10146905560419661,0.015516849342629625,4.0366296573664493e-06,1.042646287750914e-05,2.612944889052423e-06,0.14773485527801158,0.00012954097853034235,0.0049007825139083735,0.035459268030391879,0.035423189446814302,2.8088918155326109e-06,1.9496225426739628e-13,5.7947875649509467e-11,5.3483206729971492e-10,8.9458805193337068e-06,0.0024525204329061425,0.00033740702997493753,0.00026382149079907816,0.00012024294829063038,0.004584334855120907,1.0336850937593865e-10,0.0099146941834830533,0.0049663736413594348
