Time (s),Volume (m^3),H(4),O(5),OH(6),H2(7),H2O(8),Ar(9),He(10),HO2(11),H2O2(12),N2,Ne,C7H10(1),C7H16(2),O2(3),C7H10(57),C7H10(54),C7H11(67),C7H9(41),C7H10(125),S(151),S(153),S(152),C7H10(118),S(233),C7H10(150),C7H11(132),C2H4(30),C5H7(270),S(403),C7H10(298),S(402),C7H8(144),S(450),S(449),S(438),S(200),C7H8(533),S(314),S(310),S(234),S(802),S(856),S(961),S(953),S(1016),S(990),S(1006),S(949),C5H8O(890),C7H10(181),C7H9(137),S(535),C7H9(1071),C7H9(1285),C7H9(1286),S(1297),S(1298),S(1341),S(1367),C7H9(1335)
8.493405232796728e-08,0.6212295243744045,4.2864820648077879e-06,2.0001604640210154e-07,1.5136297627986447e-05,2.6924363127910502e-09,9.0665619422529087e-06,0.0,0.0,0.0014832727345364981,0.00049089905726698211,154.0,0.0,0.7312417153786066,1.0,18.993859746196804,0.011894143408982134,7.2803135176242502e-07,0.027044492535909508,0.046193537618435719,0.053731540470356484,0.0027179001984886614,1.1234255620714792e-08,7.2346003867272335e-05,0.091849170999678251,2.8859375302818061e-11,0.012894178645526959,3.6877442604067789e-05,0.017711606922211777,0.016823071168410333,3.9611574657393095e-06,9.5722003375317566e-06,2.3950295818263759e-06,0.0032289784803994047,2.9633298720282958e-05,0.00018999021329204225,0.00022096113220831316,0.0013425199707446647,1.7595549250184338e-07,5.347684039252885e-13,3.1329420482594728e-12,1.0287556570843114e-10,1.6278299681305847e-06,1.82909979622242e-05,1.1424080456012239e-06,2.8238066268121497e-06,3.766044292454918e-07,2.2910338626443546e-07,1.6548410629815082e-12,4.7277905565912302e-07,1.0102783125978119e-06,5.4651276322183802e-06,9.7564686373970459e-09,9.7932274811922097e-10,5.8282875296033354e-12,1.6430813066210805e-11,4.5184997359180695e-08,1.4642149900517972e-17,8.4113014260573642e-18,1.0895079988844432e-08,2.3919435398652709e-13,8.8702204927174524e-09
8.635501783355426e-08,0.6212307895660071,4.3440849927537715e-06,2.0695114757656176e-07,1.5810120276025199e-05,2.8468244490361084e-09,9.6793974542304924e-06,0.0,0.0,0.0015114026754875585,0.00051519454858330255,154.0,0.0,0.72759358227740034,1.0,18.993754278858596,0.012038379504122426,7.2482987532513792e-07,0.027100331267875935,0.046627667836644897,0.054472997214346439,0.0027235007357886642,1.1339749909046895e-08,7.3025374062137344e-05,0.093180542353304682,2.8918843273159912e-11,0.013228463808198655,3.6954429601249965e-05,0.018148398177317011,0.017202286057449567,4.0504167961054113e-06,9.7120100975897442e-06,2.4489986620901787e-06,0.0033459142925485684,3.1054442551232217e-05,0.00020228169094016973,0.00023591871526859896,0.0013876557464357806,1.8234115265055698e-07,5.3979018392975264e-13,3.2462952691727146e-12,1.0634740050815866e-10,1.6862382928403215e-06,1.9301254953447142e-05,1.2055719117881938e-06,2.9825097928920495e-06,3.9795765818419655e-07,2.4852574104700056e-07,1.7478462123127723e-12,5.1065581412632676e-07,1.1030068892426461e-06,5.541133475640947e-06,1.0534936942671999e-08,1.0574899471091597e-09,6.2933279544409859e-12,1.783104935416367e-11,4.9039212037924075e-08,1.5810851278481699e-17,9.0826713842766485e-18,1.2011066870424727e-08,2.636951227836849e-13,9.8059436264328448e-09
8.777598333914124e-08,0.6212320548242776,4.4006419647260733e-06,2.1397294088711508e-07,1.6496358005444289e-05,3.006294462049062e-09,1.0319270278814255e-05,0.0,0.0,0.0015392113568410087,0.00054010620449992356,154.0,0.0,0.72396969048137505,1.0,18.993648827966339,0.01218109879623052,7.2164985586230909e-07,0.027148960828945981,0.04705288702926775,0.055209951856630059,0.0027283763911135264,1.1443075477819691e-08,7.3690778028688263e-05,0.094506060722071239,2.8970614257095871e-11,0.013564164563493662,3.7021560392071956e-05,0.018586041700069496,0.017579980891711266,4.1393168702403853e-06,9.8512046563755979e-06,2.5027505293467046e-06,0.0034646584087866029,3.2504250385252129e-05,0.00021506603564392626,0.00025153810238270365,0.0014331698816403651,1.8882587920561398e-07,5.4470872813188107e-13,3.3613988940266105e-12,1.098489577311698e-10,1.7453081170223182e-06,2.0344747918577985e-05,1.2708160785613364e-06,3.1465473673715475e-06,4.2003625795237782e-07,2.6914955368707037e-07,1.8439774967773049e-12,5.5075546809473599e-07,1.2019641348688303e-06,5.6166777235349374e-06,1.1357835861570134e-08,1.1401200926546674e-09,6.7849103907290872e-12,1.931839936611731e-11,5.3133478761363655e-08,1.7046279517049631e-17,9.7923731272099651e-18,1.3216985038607418e-08,2.9017027532464872e-13,1.0820620344599912e-08
8.919694884472822e-08,0.6212333196901487,4.4561636603771089e-06,2.2107953847855332e-07,1.7194682947504757e-05,3.17085840495487e-09,1.0986628264750872e-05,0.0,0.0,0.0015666926896034169,0.00056562917794480971,154.0,0.0,0.72036985350179872,1.0,18.99354340405252,0.012322313549734978,7.1849112617641005e-07,0.027190594138038496,0.047469312428112483,0.055942433962869617,0.0027325485938164648,1.1544260901643177e-08,7.4342399784933823e-05,0.095825765281934747,2.9014915796680268e-11,0.013901198172232612,3.707912588402681e-05,0.019024422600165593,0.01795601225953692,4.2278239348515063e-06,9.9897881334203533e-06,2.5562647751172364e-06,0.0035851830839711083,3.3981799456586332e-05,0.00022834752564511904,0.00026783010156788809,0.0014790407845706995,1.9540815660352345e-07,5.4952539672968294e-13,3.4782260003098821e-12,1.1337858818124097e-10,1.8050147140643905e-06,2.1421689916121354e-05,1.3381539179351764e-06,3.3159562407792493e-06,4.4284541776941526e-07,2.9101957677827115e-07,1.9432565354267243e-12,5.9315810220347992e-07,1.3073985795162895e-06,5.6917634083963645e-06,1.2226521767751496e-08,1.2273494803551372e-09,7.303845115736762e-12,2.0895960884184612e-11,5.7476348781245708e-08,1.8350472412854992e-17,1.0541577283613189e-17,1.4517905953601924e-08,3.1873115231120458e-13,1.1919105439955839e-08
9.06179143503152e-08,0.6212345837209792,4.5106612723498508e-06,2.2826907126711736e-07,1.7904762470110595e-05,3.3405248660496451e-09,1.1681901728221249e-05,0.0,0.0,0.0015938412408348891,0.0005917582486969818,154.0,0.0,0.71679388550941869,1.0,18.99343801756196,0.012462035932276268,7.1535351950870873e-07,0.027225439660223148,0.047877060824278707,0.056670472874908728,0.002736038324384767,1.1643334647089483e-08,7.4980422645945846e-05,0.097139694903029802,2.9051970668939493e-11,0.014239483884230917,3.7127410903754929e-05,0.019463429393242325,0.018330242248346541,4.3159055328661223e-06,1.0127764616156402e-05,2.6095217746110048e-06,0.0037074602416282336,3.5486136974634392e-05,0.00024212990942756846,0.0002848050326491301,0.0015252471383218847,2.0208645094348508e-07,5.5424154481865339e-13,3.5967493458572348e-12,1.1693466323985747e-10,1.8653335563061244e-06,2.2532275834880531e-05,1.4075976634823632e-06,3.4907703340651731e-06,4.6638991918310153e-07,3.1418084382867696e-07,2.0457032070434525e-12,6.3794448743283096e-07,1.4195594856450099e-06,5.7663935397978541e-06,1.3142336937062434e-08,1.3193129885818044e-09,7.8509339850786459e-12,2.2566821548606839e-11,6.2076345999042301e-08,1.9725446573125481e-17,1.1331442309817801e-17,1.5919036844384821e-08,3.494920751648228e-13,1.3106423365467086e-08
9.203887985590218e-08,0.6212358464902605,4.5641464455112715e-06,2.3553968993582975e-07,1.8626260020391463e-05,3.5152990913480223e-09,1.2405503245906114e-05,0.0,0.0,0.0016206522053667603,0.00061848784477805147,154.0,0.0,0.71324160138693105,1.0,18.993332678838019,0.012600278015265684,7.12236869797536e-07,0.027253701450410402,0.048276248518385974,0.057394097711688699,0.0027388661188508423,1.1740325060949529e-08,7.5605029160835983e-05,0.098447888150716978,2.9081996930644619e-11,0.014578942903369052,3.7166694256465328e-05,0.019902953929279276,0.018702538391848458,4.4035304907372538e-06,1.0265138160023446e-05,2.6625026791452882e-06,0.0038314615107306192,3.7016282849983601e-05,0.00025641640349120917,0.00030247271754023862,0.0015717679170354259,2.0885921200651766e-07,5.5885852174129306e-13,3.716941404489844e-12,1.2051557611588536e-10,1.9262403379768272e-06,2.3676682681329048e-05,1.4791584283373206e-06,3.6710206429915222e-06,4.9067414200608405e-07,3.3867862901873432e-07,2.1513356761557667e-12,6.8519602661578417e-07,1.5386964980691007e-06,5.8405711044801074e-06,1.4106607755626627e-08,1.4161438983882049e-09,8.4269693623098583e-12,2.4334054418081996e-11,6.6941954700335268e-08,2.1173194723109907e-17,1.2163112942958437e-17,1.7425716830309584e-08,3.8257026087912041e-13,1.4387767568390945e-08
9.345984536148916e-08,0.6212371075873211,4.6166312204655218e-06,2.4288956582600296e-07,1.9358835931723988e-05,3.6951831081481615e-09,1.3157827493502756e-05,0.0,0.0,0.0016471213779826513,0.00064581206348305622,154.0,0.0,0.7097128167785054,1.0,18.993227398109791,0.012737051774455364,7.0914101164156258e-07,0.027275579199024732,0.048666991273238529,0.058113337370219113,0.0027410520734196227,1.183526035832524e-08,7.6216401034287989e-05,0.099750383286721075,2.9105207967860812e-11,0.014919498352870627,3.7197248788104975e-05,0.020342891321719878,0.019072773612933368,4.490668904997233e-06,1.0401912788584053e-05,2.7151894079854047e-06,0.0039571582611682135,3.85712323993107e-05,0.00027120969139730297,0.00032084247179042146,0.0016185824005937829,2.1572487520309278e-07,5.6337767057353817e-13,3.8387744003913525e-12,1.2411974298412637e-10,1.9877109963648596e-06,2.4855069879995936e-05,1.5528462240161412e-06,3.8567352848151713e-06,5.1570207057775862e-07,3.6455840741569833e-07,2.2601704203947033e-12,7.3499470029713132e-07,1.6650592994545812e-06,5.914299066448997e-06,1.5120643011556586e-08,1.5179737216400902e-09,9.032733098358285e-12,2.6200713663919046e-11,7.2081607656932814e-08,2.2695683136396382e-17,1.3037718724799049e-17,1.904341277971452e-08,4.180857310982527e-13,1.5768499584206452e-08
9.488081086707614e-08,0.6212383666170305,4.6681279810959494e-06,2.5031689173147609e-07,2.0102148194624922e-05,3.8801758491069937e-09,1.3939251127833479e-05,0.0,0.0,0.0016732451261078766,0.00067372469201105426,154.0,0.0,0.70620734813645736,1.0,18.993122185480569,0.012872369090518726,7.0606578017513578e-07,0.027291268279520078,0.049049404268867655,0.058828220526599556,0.0027426158492896489,1.1928168611522576e-08,7.6814719041370079e-05,0.10104721827035459,2.9121812549259272e-11,0.015261075240807959,3.7219341450066156e-05,0.020783139877343357,0.019440826162423146,4.5772921279373073e-06,1.0538092493648364e-05,2.7675646395990693e-06,0.0040845216379213978,4.0149959020923911e-05,0.00028651192404509113,0.00033992309737414174,0.0016656701879162791,2.2268186344967406e-07,5.678003276557043e-13,3.9622203412479548e-12,1.2774560401693977e-10,2.0497217312964977e-06,2.6067579585529997e-05,1.6286699799713422e-06,4.0479395470378075e-06,5.4147730032037534e-07,3.9186581571129913e-07,2.3722222590629396e-12,7.8742301302067927e-07,1.7988972723600929e-06,5.9875803670780233e-06,1.6185732272505651e-08,1.6249320377304328e-09,9.6689955622718294e-12,2.816983040799736e-11,7.7503674624417904e-08,2.4294849193589711e-17,1.3956372599297065e-17,2.0777714922147916e-08,4.5616121578611386e-13,1.7254147898008542e-08
9.630177637266312e-08,0.6212396231995007,4.7186494058983949e-06,2.5781988260179871e-07,2.0855853191147533e-05,4.070273276360373e-09,1.4750132710631502e-05,0.0,0.0,0.0016990203630467633,0.00070221922766059103,154.0,0.0,0.70272501276516219,1.0,18.993017050917178,0.013006241749640421,7.0301101138214633e-07,0.027300959797627419,0.049423602059856776,0.05953877563708887,0.0027435766776194321,1.2019077740216138e-08,7.7400162979783326e-05,0.10233843075982035,2.9132014876256818e-11,0.015603600425854285,3.7233233366224098e-05,0.021223601026916249,0.019806579553853194,4.663372751930675e-06,1.0673681235407348e-05,2.8196118023003379e-06,0.0042135225939475413,4.1751416833392259e-05,0.00030232472113769082,0.00035972287669896623,0.001713011208924492,2.2972858897481188e-07,5.7212782200004338e-13,4.0872510501083156e-12,1.3139162431197707e-10,2.1122490230007525e-06,2.7314337005179886e-05,1.7066375637970505e-06,4.244655938010063e-06,5.6800304455957795e-07,4.2064661354434026e-07,2.4875043827913476e-12,8.4256394012010847e-07,1.9404591687246151e-06,6.0604179252157903e-06,1.7303144350586301e-08,1.7371463393500347e-09,1.0336514724263926e-11,3.0244408713322932e-11,8.3216451259576824e-08,2.5972599076381049e-17,1.4920169587940603e-17,2.2634332231231553e-08,4.9692205186007822e-13,1.8850406581484939e-08
9.77227418782501e-08,0.6212408769697872,4.7682084228824802e-06,2.6539677616020944e-07,2.1619606392603405e-05,4.2654685052657591e-09,1.5590812672053504e-05,0.0,0.0,0.0017244445218020832,0.00073128889755980054,154.0,0.0,0.6992656288623037,1.0,18.992912004240385,0.013138681444115148,6.9997654207788765e-07,0.027304840642155683,0.049789698534951181,0.060245030939219492,0.0027439533646651136,1.2108015501200406e-08,7.797291160525338e-05,0.10362405811359003,2.9136014637526699e-11,0.015947002583300084,3.7239179902132403e-05,0.021664179256650148,0.020169922494471963,4.7488845931575607e-06,1.0808682942574131e-05,2.8713150643954809e-06,0.0043441319217943095,4.3374543270271477e-05,0.00031864917379292325,0.00038024956780330729,0.0017605857352431323,2.3686345505557174e-07,5.7636147485221793e-13,4.2138381960070004e-12,1.3505629472463391e-10,2.1752696484344455e-06,2.8595450730490451e-05,1.7867558020109271e-06,4.44690423918763e-06,5.9528214158118769e-07,4.5094664546475322e-07,2.6060283841621855e-12,9.0050087508378934e-07,2.0899927876273982e-06,6.1328146372981764e-06,1.8474125856442809e-08,1.8547418870385781e-09,1.103603529186944e-11,3.2427421734787571e-11,8.922814847877434e-08,2.7730805592896115e-17,1.5930185540502518e-17,2.4619087595446379e-08,5.4049607716866867e-13,2.0563133714038289e-08
9.914370738383708e-08,0.621242127577588,4.8168181678302733e-06,2.7304583344192636e-07,2.2393063020604937e-05,4.4657519273856882e-09,1.6461613311943414e-05,0.0,0.0,0.0017495155295057978,0.00076092667790525579,154.0,0.0,0.69582901555754229,1.0,18.992807055116209,0.013269699772954561,6.969622096726551e-07,0.027303093537208212,0.050147806878899012,0.060947014452954029,0.0027437642970788221,1.2195009478768753e-08,7.8533142549146127e-05,0.10490413739185292,2.9134007068476014e-11,0.016291212171349913,3.7237430736190167e-05,0.022104782040489948,0.020530748812648002,4.833802674715844e-06,1.0943101512532958e-05,2.9226593238348305e-06,0.0044763202839554995,4.5018261624397048e-05,0.00033548584825288,0.00040151040071338185,0.0018083743897007517,2.4408485768505197e-07,5.8050259933708813e-13,4.3419533234042519e-12,1.3873813260925139e-10,2.238760696139717e-06,2.9911013077078671e-05,1.8690305013457858e-06,4.6547015588482387e-06,6.2331706189754912e-07,4.8281180359078197e-07,2.7278042891884253e-12,9.6131757755902177e-07,2.2477446620671571e-06,6.2047733774649294e-06,1.9699899843341093e-08,1.9778415726500824e-09,1.1768287899890675e-11,3.4721808036557907e-11,9.5546882275148578e-08,2.9571306136326947e-17,1.6987475962362595e-17,2.6737912794291778e-08,5.8701352019630284e-13,2.2398349596995222e-08
9.999999999999998e-08,0.621243374686941,4.8456582285615182e-06,2.7768938332437898e-07,2.2863699479978467e-05,4.5888973336878793e-09,1.7001042100758378e-05,0.0,0.0,0.0017644524310483894,0.00077905809398554863,154.0,0.0,0.69376898692125566,1.0,18.992743862479401,0.013347971629437448,6.9515538898790605e-07,0.027299398088942311,0.050359797549608114,0.06136798791091197,0.0027433847180022542,1.224650607819201e-08,7.8864774593042278e-05,0.1056728664728078,2.9129976598961707e-11,0.016498998843202568,3.7232763054341181e-05,0.022370269308313886,0.020746929733886879,4.8846787066769814e-06,1.102382395823815e-05,2.9534206445316549e-06,0.004556728892146136,4.6018275917949877e-05,0.00034587923252036949,0.00041467978953118283,0.0018372678810142148,2.4847768292255061e-07,5.8295396267244799e-13,4.4198830653659967e-12,1.4096453575316106e-10,2.2772389224493064e-06,3.0720455487189453e-05,1.9196536867199962e-06,4.7826086495014428e-06,6.4057714502412567e-07,5.0278916461380026e-07,2.8027619537335164e-12,9.9939231199542981e-07,2.3468791367885505e-06,6.2479263751217047e-06,2.0465528576939744e-08,2.0547314423964905e-09,1.2225659093591015e-11,3.6159432023218051e-11,9.9506256794499494e-08,3.072090977951252e-17,1.7647875072383894e-17,2.8082008453933641e-08,6.1652227543639168e-13,2.3566004601836552e-08
1.0056467288942406e-07,0.621243374686941,4.8644919457124704e-06,2.8076533925798927e-07,2.3175878671577993e-05,4.671111332367421e-09,1.7362838836855745e-05,0.0,0.0,0.0017742317824858132,0.00079112531268756047,154.0,0.0,0.69241499294870035,1.0,18.992702213048059,0.013399308242501578,6.9396785254810994e-07,0.027295897095734881,0.050498039536402313,0.061644753981880816,0.0027430274473053905,1.2280087076716389e-08,7.9081032285315626e-05,0.10617870535803135,2.9126183005433602e-11,0.016636161397715,3.722822993258424e-05,0.022545319773254632,0.020888957381880725,4.9181032083485627e-06,1.1076940811495251e-05,2.9736301973160419e-06,0.0046100582419862299,4.6681483535694871e-05,0.00035283479064436048,0.00042351207492634781,0.0018563581546920515,2.5139118717191158e-07,5.84552499915091e-13,4.4715678803841692e-12,1.424356824702793e-10,2.3026995797041921e-06,3.1261100431420651e-05,1.9534664704788579e-06,4.8680623870880034e-06,6.5210991569810385e-07,5.1628799100629323e-07,2.8528405895446105e-12,1.0250981220562293e-06,2.4139597554320007e-06,6.2762969976803915e-06,2.098166454125464e-08,2.1065657922187293e-09,1.2533988354272762e-11,3.7130468081422125e-11,1.0218066400953095e-07,3.1495900784110347e-17,1.8093074922562104e-17,2.8996843297361608e-08,6.3660688588033661e-13,2.4362234770166936e-08
1.0198563839501104e-07,0.6212446179759226,4.9112431950718239e-06,2.8855360258962929e-07,2.396770990503286e-05,4.8815320284086397e-09,1.8294775430840203e-05,0.0,0.0,0.001798592121989338,0.0008218773318852614,154.0,0.0,0.68902338213554881,1.0,18.992597487369761,0.013527518267051451,6.9099331009059379e-07,0.027283425874252892,0.050840508178187208,0.062338277114446339,0.002741760379106509,1.2363275509669149e-08,7.9616756081216317e-05,0.10744779848035751,2.911272894343385e-11,0.016981784186516038,3.7211816015855412e-05,0.022985705704651027,0.02124445204161348,5.0017635757123257e-06,1.1210204674662382e-05,3.0242140089765817e-06,0.0047453162843959689,4.8363111416993454e-05,0.000370695532740866,0.00044626075798444222,0.0019045183794617426,2.5878082967299693e-07,5.8851247200284847e-13,4.6026532456567168e-12,1.4614751653250098e-10,2.3670640498921282e-06,3.2645773603631726e-05,2.0400675421343089e-06,5.0869986519248601e-06,6.8166246046011831e-07,5.5142108594077076e-07,2.9811442754447396e-12,1.0919268474091563e-06,2.5888811682580653e-06,6.3473883278580851e-06,2.2320592181432913e-08,2.2410323277733703e-09,1.333383692984859e-11,3.9656260896433603e-11,1.0913739118711958e-07,3.3506350530900011e-17,1.9247994038720172e-17,3.1402012903897653e-08,6.8941083792584692e-13,2.6461127840297323e-08
1.0340660390059802e-07,0.6212458571363448,4.9570854551930649e-06,2.9640895691789463e-07,2.4768214796008722e-05,5.0969969610320871e-09,1.9257691357992586e-05,0.0,0.0,0.001822595810579564,0.00085317506911202835,154.0,0.0,0.68565400525128561,1.0,18.992492887239322,0.013654341169478938,6.880384223047353e-07,0.027265850428595632,0.051175323669154539,0.063027611225221852,0.0027399802532194349,1.244460179473688e-08,8.0140487914890607e-05,0.10871145293350894,2.9093827100976738e-11,0.017328016145509131,3.7188422046928022e-05,0.023425855874178444,0.021597141515051373,5.0847623093689603e-06,1.1342896906394636e-05,3.0743977786977391e-06,0.0048820648533402441,5.0062040812870346e-05,0.00038906709867566702,0.00046976208510305815,0.0019528367863687747,2.662521686601252e-07,5.9238380174283746e-13,4.7351807544480883e-12,1.4987223523464787e-10,2.4318322055129229e-06,3.4065078185270588e-05,2.1288365955039729e-06,5.3115197763459245e-06,7.1197610869675995e-07,5.8825690677038028e-07,3.1127208690728682e-12,1.1618883070430173e-06,2.7727498558022976e-06,6.4180501759888752e-06,2.371782791121838e-08,2.3813562379663115e-09,1.4168517721972494e-11,4.2302000918173042e-11,1.1642483872918429e-07,3.5604375653325526e-17,2.0453221537660348e-17,3.3959648240314505e-08,7.4556207800223223e-13,2.8701523131148233e-08
1.04827569406185e-07,0.6212470918734507,5.0020323358883358e-06,3.0432976049299875e-07,2.5577053452224274e-05,5.3174868299236253e-09,2.0251837094789461e-05,0.0,0.0,0.0018462425092187608,0.00088501067870520107,154.0,0.0,0.68230668549179208,1.0,18.992388421633461,0.01377978818187095,6.8510303025217229e-07,0.027243337370639643,0.051502596038456645,0.063712783476201351,0.0027377038330723973,1.2524092745277776e-08,8.0652400455035058e-05,0.10996970460029747,2.9069655477183213e-11,0.01767479453364712,3.7158275700415438e-05,0.023865689046940516,0.021946939324189844,5.1670790723428598e-06,1.1475021280386034e-05,3.1241692099221056e-06,0.0050202743701323457,5.177716268709853e-05,0.00040794801255458388,0.00049402115981407786,0.0020012954761870678,2.7380358632215465e-07,5.9616776550083748e-13,4.8691217232034384e-12,1.536084676453157e-10,2.4969825030913937e-06,3.5519044911262362e-05,2.2197755789256334e-06,5.5416327361446416e-06,7.4305193582097128e-07,6.2684117787427633e-07,3.2475744584791678e-12,1.2350672200978651e-06,2.9658043568835076e-06,6.4882853282724688e-06,2.5174488797773516e-08,2.5276497580669995e-09,1.5038698051515799e-11,4.5070455019959245e-11,1.2405065074644919e-07,3.7791654214767816e-17,2.1709721396463099e-17,3.6676063133041169e-08,8.0519922220253484e-13,3.1090068165130553e-08
1.0624853491177198e-07,0.6212483219056129,5.0460974897364176e-06,3.1231439654761467e-07,2.6393888496571895e-05,5.5429802036180771e-09,2.1277445490245343e-05,0.0,0.0,0.0018695322550474826,0.00091737615224675439,154.0,0.0,0.67898124714275376,1.0,18.992284099342754,0.013903870446164096,6.8218697618571069e-07,0.027216049425860655,0.051822434451516797,0.064393820818128986,0.0027349474905834421,1.2601774963747632e-08,8.115266503086417e-05,0.11122258907340835,2.9040387911122909e-11,0.018022058228987826,3.7121599343068779e-05,0.024305126650378837,0.022293763702258759,5.2486946373144925e-06,1.160658153984459e-05,3.1735166771470598e-06,0.0051599152595971746,5.3507365634749048e-05,0.00042733630691648453,0.00051904255558438389,0.0020498769324966029,2.8143346490364124e-07,5.9986562952354062e-13,5.004447473140098e-12,1.5735487181078525e-10,2.5624937654021354e-06,3.7007690025088812e-05,2.3128855327624029e-06,5.7773421184024273e-06,7.7489068810481353e-07,6.6721949637621428e-07,3.3857077318516582e-12,1.3115484234500886e-06,3.1682805343763373e-06,6.5580965492520076e-06,2.6691662920144295e-08,2.6800222087659745e-09,1.5945027922418788e-11,4.7964339722485189e-11,1.3202233281826109e-07,4.0069820701858353e-17,2.3018432559190441e-17,3.9557652873801482e-08,8.6846267514128577e-13,3.3633560986494454e-08
1.0766950041735896e-07,0.6212495469640283,5.0892945866224728e-06,3.2036127345810703e-07,2.7218385515684808e-05,5.7734536318451049e-09,2.2334731951960112e-05,0.0,0.0,0.0018924654398664571,0.00095026333451048183,154.0,0.0,0.67567751560472833,1.0,18.992179928967559,0.014026599014786556,6.7929010296697174e-07,0.027184145491568539,0.05213494718397936,0.065070749991853541,0.0027317272120743691,1.2677674834380554e-08,8.1641451544625041e-05,0.11247014165718634,2.9006194151145122e-11,0.018369747696958972,3.7078610113237702e-05,0.024744092711940616,0.022637537503788139,5.3295908659693326e-06,1.173758139767756e-05,3.2224292131485381e-06,0.0053009579732918467,5.5251538015474406e-05,0.0004472295319890734,0.00054483031836829153,0.00209856402521792,2.8914018798137449e-07,6.0347864984451488e-13,5.1411293527777617e-12,1.6111013503997987e-10,2.6283451889282167e-06,3.8531015646434561e-05,2.4081666124389241e-06,6.0186501804781778e-06,8.0749279071515394e-07,7.0943729979782354e-07,3.5271220120843425e-12,1.3914168246714199e-06,3.3804113276758175e-06,6.6274865819515094e-06,2.8270408548655859e-08,2.8385799133438104e-09,1.6888139531320565e-11,5.0986318588494865e-11,1.403472447793081e-07,4.2440464786047963e-17,2.4380268225464955e-17,4.2610888394169291e-08,9.3549450206047485e-13,3.6338947336149722e-08
1.0909046592294594e-07,0.6212507667924184,5.1316372904331189e-06,3.2846882485747776e-07,2.8050213475388416e-05,6.0088817553730672e-09,2.3423894656157984e-05,0.0,0.0,0.0019150427893249455,0.00098366393883161343,154.0,0.0,0.67239531741624436,1.0,18.992075918914409,0.01414798485130374,6.7641225455463895e-07,0.027147780695801885,0.05244024159739772,0.065743597529707598,0.0027280586042063904,1.275181851862585e-08,8.2118928462367646e-05,0.11371239736946452,2.8967239914222347e-11,0.018717804958989337,3.7029520001166483e-05,0.02518251379769168,0.022978188112503645,5.4097506868369358e-06,1.1868024536681347e-05,3.2708964957771417e-06,0.0054433730116175373,5.7008570004983731e-05,0.00046762476568734603,0.00057138797005168223,0.0021473400133404231,2.9692214168007579e-07,6.0700807181847329e-13,5.2791387593481431e-12,1.6487297412253137e-10,2.6945163503024789e-06,4.0089010140535752e-05,2.5056181115851646e-06,6.2655569093769357e-06,8.4085835580766517e-07,7.5353983464622721e-07,3.6718172915712453e-12,1.4747573559605346e-06,3.6024265173862754e-06,6.6964581480159297e-06,2.991175340919545e-08,3.0034261238531751e-09,1.7868646828253649e-11,5.413899980127047e-11,1.4903259401348851e-07,4.490513021993317e-17,2.5796115216451345e-17,4.5842310365891552e-08,1.00643829930589e-12,3.9213317688200214e-08
1.1051143142853292e-07,0.6212519811467243,5.1731392377694223e-06,3.3663550970359966e-07,2.8889045103917469e-05,6.2492374132128717e-09,2.4545114779859069e-05,0.0,0.0,0.0019372653428167588,0.001017569561897356,154.0,0.0,0.66913448027501099,1.0,18.991972077393047,0.01426803883106721,6.7355327631065168e-07,0.0271071064567583,0.052738424116678589,0.066412389756909176,0.0027239568999542058,1.2824231949502868e-08,8.2585262807126494e-05,0.11494939094343243,2.8923686945008207e-11,0.019066173561515045,3.6974535930005624e-05,0.025620318951883828,0.023315647347255816,5.4891580727790876e-06,1.1997914609735748e-05,3.3189088345096857e-06,0.005587130944847158,5.8777355562193949e-05,0.00048851862430208124,0.00059871851274486603,0.0021961885468923313,3.0477771582868688e-07,6.1045512978553491e-13,5.4184471591018287e-12,1.6864213548992038e-10,2.7609872117876921e-06,4.1681648488527752e-05,2.6052384852382867e-06,6.5180600813767321e-06,8.7498719066219204e-07,7.9957212595510115e-07,3.8197922671495777e-12,1.5616549290782791e-06,3.8345525024272811e-06,6.7650139478536181e-06,3.1616694030912209e-08,3.1746609557501338e-09,1.8887145126936056e-11,5.7424933926023382e-11,1.5808542925244678e-07,4.7465313859907088e-17,2.7266833413407356e-17,4.9258523243077288e-08,1.0814390635271274e-12,4.2263904158247708e-08
