Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326)
1.6455670021222645e-11,0.7257831922488588,154.0,0.0,0.0,0.0,0.99994159601723809,1.0,18.99999976215949,3.0201765546837785e-06,1.1378197754863981e-05,1.1168410384484508e-05,2.2329123536959927e-07,2.3729390822978507e-12,9.546579232972123e-07,1.1976560781851358e-05,3.7319310240293423e-09,1.9662723691558979e-05,1.4546894156313568e-08,2.3741551372280075e-15,6.3783575559408696e-10,1.0765619535833203e-16,9.9267236261520183e-10,5.2711192845851967e-11,5.2727476152909065e-11,1.0415199415055755e-14,5.8681076420436099e-15
1.7238463379615703e-11,0.7257831921643093,154.0,0.0,0.0,0.0,0.99993881882913616,1.0,18.99999974176529,3.1638380200464364e-06,1.1919388576664078e-05,1.1690559894165705e-05,2.4295840600278143e-07,2.4858056810485008e-12,9.5465552043609063e-07,1.2563148453303729e-05,3.7319206628976783e-09,2.0625771211122538e-05,1.5273804964976298e-08,2.5832675756209833e-15,6.9600338345127683e-10,1.1303579629212801e-16,1.0860872173504945e-09,6.0458862130229771e-11,6.0477578661020415e-11,1.1957750474319523e-14,6.7587803163294252e-15
1.802125673800876e-11,0.7257831920770511,154.0,0.0,0.0,0.0,0.99993604164956484,1.0,18.999999720717248,3.3074987763566372e-06,1.2460576392273889e-05,1.2212047923437763e-05,2.6327942868005094e-07,2.5986716525554659e-12,9.5465311752672089e-07,1.3149734239244421e-05,3.7319102924422967e-09,2.1588816305055612e-05,1.6000711737985267e-08,2.7993321478982466e-15,7.5668147355120957e-10,1.1841536735952735e-16,1.183408847744868e-09,6.8917660228707064e-11,6.8939037044549069e-11,1.3642941191489295e-14,7.7338746505278003e-15
1.9586843454794877e-11,0.7257831918947103,154.0,0.0,0.0,0.0,0.99993048731601242,1.0,18.999999676732248,3.5948181618306899e-06,1.3542943004982557e-05,1.3253112203433959e-05,3.0581039066488475e-07,2.8244017138189089e-12,9.5464831159647102e-07,1.4322900154601729e-05,3.7318895267191666e-09,2.3514899216039729e-05,1.745451317589331e-08,3.2515453488216929e-15,8.8556892900323047e-10,1.2917441988663549e-16,1.3896335368329167e-09,8.8084385935246447e-11,8.8111802112131738e-11,1.7464635215072129e-14,9.9515416702059618e-15
2.0995871499902383e-11,0.7257831917220797,154.0,0.0,0.0,0.0,0.99992548844498841,1.0,18.999999635087779,3.8534031838255806e-06,1.4517062675426569e-05,1.4187986039284445e-05,3.4614624046791649e-07,3.02755662374194e-12,9.5464398674771922e-07,1.5378743029788882e-05,3.7318708813679876e-09,2.5248365539944728e-05,1.8762920638077991e-08,3.6804189084604821e-15,1.0101531401309152e-09,1.3885746479595974e-16,1.5882518565343787e-09,1.0805474899866347e-10,1.0808847080684186e-10,2.1450247307615486e-14,1.2271560870785168e-14
2.240489954500989e-11,0.725783191541792,154.0,0.0,0.0,0.0,0.99992048960160218,1.0,18.999999591594271,4.1119859085333681e-06,1.54911726060647e-05,1.5120986188134628e-05,3.8833114740959026e-07,3.2307095013316495e-12,9.5463966203308703e-07,1.6434579795900871e-05,3.7318522594805999e-09,2.6981824004745047e-05,2.0071315001307137e-08,4.1289527152529716e-15,1.1428708154701008e-09,1.4854041276470592e-16,1.7989988534227846e-09,1.3077249028948246e-10,1.3081339744814991e-10,2.5987613845265816e-14,1.4919544822173433e-14
2.3813927590117394e-11,0.7257831913542294,154.0,0.0,0.0,0.0,0.9999154907858534,1.0,18.999999546343773,4.3705663359701226e-06,1.6465272796961719e-05,1.6052204740798102e-05,4.3227305013003998e-07,3.433860346563495e-12,9.5463533695010182e-07,1.7490410453158515e-05,3.7318336088442786e-09,2.8715274610790666e-05,2.1379696285143536e-08,4.5961679194658933e-15,1.2837217925536111e-09,1.5822326393765282e-16,2.0216836071065046e-09,1.5639910931023271e-10,1.5644813401019188e-10,3.1109375920231993e-14,1.791532403889266e-14
2.52229556352249e-11,0.7257831911597556,154.0,0.0,0.0,0.0,0.9999104919977424,1.0,18.99999949942378,4.6291444661519183e-06,1.7439363248202083e-05,1.6981729207313973e-05,4.7788446660870476e-07,3.6370091594197894e-12,9.5463101181798023e-07,1.8546235001477132e-05,3.7318149364708056e-09,3.0448717357929989e-05,2.2688064489037402e-08,5.0811343615554631e-15,1.4327059088563067e-09,1.6790601831073136e-16,2.256119168449668e-09,1.8509356984132531e-10,1.8515169592029277e-10,3.6847661898528942e-14,2.127841706899716e-14
2.6631983680332405e-11,0.725783190958716,154.0,0.0,0.0,0.0,0.99990549323726863,1.0,18.999999450917411,4.8877202990948235e-06,1.8413443959882005e-05,1.7909642745071794e-05,5.2508226611071811e-07,3.8401559398878391e-12,9.5462668695734794e-07,1.9602053440771498e-05,3.7317962767449416e-09,3.2182152246010562e-05,2.3996419600248369e-08,5.5829681473692384e-15,1.5898230018276017e-09,1.775886757896533e-16,2.5021224357168432e-09,2.1701235244585939e-10,2.1708061458088502e-10,4.3234098046086873e-14,2.5028036979526701e-14
2.804101172543991e-11,0.7257831907514387,154.0,0.0,0.0,0.0,0.99990049450443208,1.0,18.999999400903665,5.1462938348149122e-06,1.9387514932086885e-05,1.8836024375430321e-05,5.7378745263593669e-07,4.0433006879550616e-12,9.5462236212992802e-07,2.0657865771164218e-05,3.7317776304715191e-09,3.3915579275221076e-05,2.5304761616448583e-08,6.1008293456506985e-15,1.755072908953718e-09,1.8727123635719203e-16,2.7595140359652995e-09,2.5230950532377214e-10,2.523889882402299e-10,5.0299818820484665e-14,2.9183097637228245e-14
2.9450039770547416e-11,0.7257831905382359,154.0,0.0,0.0,0.0,0.99989549579923265,1.0,18.999999349457617,5.4048650733282553e-06,2.0361576164892584e-05,1.9760949189626177e-05,6.239249590746725e-07,4.2464434036091507e-12,9.5461803716196247e-07,2.1713671992753886e-05,3.7317589776940359e-09,3.5648998445710863e-05,2.6613090544478457e-08,6.633919799383661e-15,1.9284554677446115e-09,1.9695370006397097e-16,3.0281182113342814e-09,2.9113669361700623e-10,2.9122853131365231e-10,5.8075476848909639e-14,3.3762219797170852e-14
3.085906781565492e-11,0.725783190319404,154.0,0.0,0.0,0.0,0.99989049712167055,1.0,18.999999296650589,5.6634340146509217e-06,2.1335627658379259e-05,2.0684488544197725e-05,6.7542345184495641e-07,4.4495840868407613e-12,9.5461371223572071e-07,2.2769472105506735e-05,3.7317403162152495e-09,3.7382409757411923e-05,2.7921406386505153e-08,7.1814810485824602e-15,2.1099705156946326e-09,2.0663606692602772e-16,3.3077627101396778e-09,3.3364324718694754e-10,3.3374862217654614e-10,6.6591252596653985e-14,3.8783737001908213e-14
3.226809586076242e-11,0.725783190095225,154.0,0.0,0.0,0.0,0.99988549847174535,1.0,18.999999242550381,5.9220006587989857e-06,2.2309669412632804e-05,2.1606710246677416e-05,7.2821514525828148e-07,4.6527227376436652e-12,9.5460938744015918e-07,2.3825266109423691e-05,3.7317216579912775e-09,3.911581321031321e-05,2.9229709138606302e-08,7.7427923565209444e-15,2.2996178902861998e-09,2.1631833691433543e-16,3.5982786824437017e-09,3.7997620695904727e-10,3.8009634952409558e-10,7.5876863745382544e-14,4.4265701302980371e-14
3.3677123905869923e-11,0.7257831898659656,154.0,0.0,0.0,0.0,0.99988049984945704,1.0,18.999999187221384,6.1805650057885146e-06,2.328370142773684e-05,2.2527678732075866e-05,7.8223562509073719e-07,4.8558593560130221e-12,9.546050626417025e-07,2.4881054004588397e-05,3.7317030055574878e-09,4.0849208804539504e-05,3.0537998798817798e-08,8.3171688338385258e-15,2.497397429013875e-09,2.2600051001435819e-16,3.8995005798725167e-09,4.3028036989813589e-10,4.3041655736124249e-10,8.5961574294041227e-14,5.0225888812645017e-14
3.5086151950977426e-11,0.7257831896318814,154.0,0.0,0.0,0.0,0.99987550125480551,1.0,18.999999130724838,6.4391270556355833e-06,2.4257723703770673e-05,2.3447455230646982e-05,8.3742368087035277e-07,5.0589939419447737e-12,9.5460073779991839e-07,2.5936835791049905e-05,3.7316843518997413e-09,4.2582596540158762e-05,3.184627536915577e-08,8.9039596553219938e-15,2.7033089693844995e-09,2.3568258624101497e-16,4.2112660594687456e-09,4.8469833267456009e-10,4.8485188868304779e-10,9.6874203394591862e-14,5.6681805093308615e-14
3.649517999608493e-11,0.7257831893932137,154.0,0.0,0.0,0.0,0.99987050268779087,1.0,18.999999073118882,6.6976868083562594e-06,2.5231736240813899e-05,2.4366097927309176e-05,8.937211465057934e-07,5.2621264954364562e-12,9.5459641300893254e-07,2.6992611468807193e-05,3.7316656947618143e-09,4.4315976417156776e-05,3.3154538851067186e-08,9.5025463653774814e-15,2.9173523489025939e-09,2.4536456560501645e-16,4.5334158914167275e-09,5.433705340660658e-10,5.4354282789038758e-10,1.0864313393167905e-13,6.3650690390242763e-14
3.790420804119243e-11,0.7257831891501928,154.0,0.0,0.0,0.0,0.9998655041484128,1.0,18.999999014458805,6.9562442639666159e-06,2.6205739038948268e-05,2.5283662113115483e-05,9.5107274886358442e-07,5.4652570164875954e-12,9.5459208828244295e-07,2.8048381037889178e-05,3.7316470381688762e-09,4.6049348435568422e-05,3.4462789243532459e-08,1.0112341268015731e-14,3.1395274050687914e-09,2.5504644809881699e-16,4.8657938704698498e-09,6.0643529614327906e-10,6.0662774198884863e-10,1.2129632085592593e-13,7.1149524713533387e-14
3.931323608629993e-11,0.7257831889030362,154.0,0.0,0.0,0.0,0.99986050563667128,1.0,18.999998954797128,7.2147994224827213e-06,2.7179732098255298e-05,2.6200200329171972e-05,1.0094259638947699e-06,5.6683855050990459e-12,9.5458776355620536e-07,2.910414449835374e-05,3.7316283838967288e-09,4.7782712595476202e-05,3.5771026545518498e-08,1.0732785897107341e-14,3.3698339753885496e-09,2.6472823371476852e-16,5.2082467309061927e-09,6.7402886428776131e-10,6.7424292061981741e-10,1.3486129928078427e-13,7.9195032775346889e-14
4.0722264131407435e-11,0.7257831886519521,154.0,0.0,0.0,0.0,0.99985550715256599,1.0,18.999998894183758,7.4733522839206479e-06,2.8153715418814735e-05,2.7115762503400308e-05,1.0687308799151273e-06,5.8715119612724904e-12,9.5458343883009779e-07,3.0159901850234917e-05,3.7316097296830706e-09,4.9516068896923423e-05,3.7079250757485839e-08,1.1363349562698787e-14,3.6082718973739826e-09,2.7440992245628174e-16,5.5606240648397288e-09,7.4628544609163035e-10,7.4652261497277168e-10,1.4936519235286625e-13,8.7803688788599982e-14
4.213129217651494e-11,0.7257831883971378,154.0,0.0,0.0,0.0,0.99985050869609737,1.0,18.999998832666133,7.7319028482964664e-06,2.9127689000705831e-05,2.8030396080507877e-05,1.1289400676756897e-06,6.0746363850107886e-12,9.5457911414669338e-07,3.121565309355087e-05,3.7315910742221779e-09,5.124941733992737e-05,3.8387461880137843e-08,1.2003527969526928e-14,3.8548410085387599e-09,2.8409151432856254e-16,5.9227782437285142e-09,8.2333724918372744e-10,8.2359907562376485e-10,1.648347189048756e-13,9.6991721132622915e-14
4.354032022162244e-11,0.7257831881387805,154.0,0.0,0.0,0.0,0.99984551026726487,1.0,18.999998770289313,7.9904511156262451e-06,3.0101652844008452e-05,2.8944146145498921e-05,1.1900084568902966e-06,6.2777587763180543e-12,9.5457478950013935e-07,3.2271398228337774e-05,3.7315724187549945e-09,5.2982757924534842e-05,3.9695659913326696e-08,1.2652841904188292e-14,4.1095411463964847e-09,2.9377300933051361e-16,6.2945643429343179e-09,9.0531451802366784e-10,9.0560258934145806e-10,1.8129620089951259e-13,1.0677511689095139e-13
4.494934826672994e-11,0.7257831878770584,154.0,0.0,0.0,0.0,0.99984051186606848,1.0,18.99999870709614,8.2489970859260548e-06,3.1075606948802527e-05,2.985705554104059e-05,1.2518932189062319e-06,6.4808791351993446e-12,9.5457046486304986e-07,3.3327137254639818e-05,3.731553764199279e-09,5.4716090650805848e-05,4.1003844856641779e-08,1.3310835987625387e-14,4.3723721484636226e-09,3.0345440745909882e-16,6.6758400691965343e-09,9.923455697028059e-10,9.9266151489974446e-10,1.9877557067226294e-13,1.1716962626609702e-13
4.6358376311837444e-11,0.7257831876121411,154.0,0.0,0.0,0.0,0.99983551349250843,1.0,18.999998643127299,8.5075407592119653e-06,3.2049551315167236e-05,3.0769164978987919e-05,1.3145536552141786e-06,6.6839974616606071e-12,9.545661402431168e-07,3.4382870172488113e-05,3.7315351098948278e-09,5.6449415518778925e-05,4.2312016710154667e-08,1.3977077489699909e-14,4.6433338522607826e-09,3.1313570871484927e-16,7.0664656908873687e-09,1.0845568287900938e-09,1.0849023179349503e-09,2.1729837798076797e-13,1.2819076687601247e-13
4.7767404356944947e-11,0.725783187344189,154.0,0.0,0.0,0.0,0.99983051514658405,1.0,18.999998578421465,8.7660821355000517e-06,3.3023485943181384e-05,3.1680513146360576e-05,1.3779510915045927e-06,6.887113755708654e-12,9.5456181565740854e-07,3.5438596981910332e-05,3.7315164552180262e-09,5.818273252848689e-05,4.3620175474175809e-08,1.4651155202738634e-14,4.9224260953110675e-09,3.2281691310005775e-16,7.4663039709199823e-09,1.1820728612596157e-09,1.1824496048844207e-09,2.3688979686823023e-13,1.3985382793682319e-13
4.917643240205245e-11,0.7257831870733552,154.0,0.0,0.0,0.0,0.99982551682829568,1.0,18.999998513015402,9.0246212148063754e-06,3.3997410832923758e-05,3.2591136806049982e-05,1.4420487769921539e-06,7.0902280173509993e-12,9.5455749109845212e-07,3.6494317682943211e-05,3.7314978005064317e-09,5.9916041679977598e-05,4.4928321148769456e-08,1.5332678371092703e-14,5.2096487151391345e-09,3.3249802061520258e-16,7.8752201021874114e-09,1.2850164075349293e-09,1.2854261560416132e-09,2.5757463234796956e-13,1.5217387433618732e-13
5.058546044715995e-11,0.7257831867997854,154.0,0.0,0.0,0.0,0.99982051853764331,1.0,18.999998446944023,9.2831579971470131e-06,3.4971325984473174e-05,3.3501070892518909e-05,1.5068117887460803e-06,7.2933402465959909e-12,9.5455316655598171e-07,3.7550032275624601e-05,3.7314791461725569e-09,6.164934297330055e-05,4.6236453733827027e-08,1.6021275673922115e-14,5.5050015492720968e-09,3.4217903125948344e-16,8.2930816454170709e-09,1.3935084146834166e-09,1.3939529577609334e-09,2.7937732691586272e-13,1.6516575060140957e-13
5.1994488492267453e-11,0.7257831865236172,154.0,0.0,0.0,0.0,0.9998155202746265,1.0,18.999998380240509,9.5416924825380329e-06,3.5945231397908127e-05,3.4410348602741567e-05,1.5722069407784736e-06,7.496450443452747e-12,9.545488420363778e-07,3.86057407599861e-05,3.7314604920532659e-09,6.3382636408495114e-05,4.7544573229369295e-08,1.6716594258570204e-14,5.8084844352401874e-09,3.5185994503304728e-16,8.7197584693318011e-09,1.5076680677921893e-09,1.5081492338438524e-09,3.023219668970564e-13,1.7884408476622509e-13
5.3403516537374956e-11,0.7257831862449825,154.0,0.0,0.0,0.0,0.99981052203924536,1.0,18.999998312936405,9.8002246709955014e-06,3.6919127073306816e-05,3.5319001482620225e-05,1.6382026976548484e-06,7.6995586079308045e-12,9.5454451754555057e-07,3.9661443136059489e-05,3.7314418378817716e-09,6.5115921985600892e-05,4.8852679635546781e-08,1.7418298822020765e-14,6.1200972105762816e-09,3.6154076193701084e-16,9.1551226930136302e-09,1.627612820555682e-09,1.628132476136455e-09,3.2643228863305913e-13,1.9322329213999827e-13
5.481254458248246e-11,0.7257831859640054,154.0,0.0,0.0,0.0,0.99980552383149979,1.0,18.999998245061665,1.0058754562535494e-05,3.789301301074733e-05,3.6227059509103127e-05,1.7047690924018192e-06,7.9026647400403432e-12,9.5454019307845064e-07,4.0717139403880681e-05,3.7314231837300982e-09,6.6849199704664314e-05,5.0160772952457714e-08,1.8126070738045154e-14,6.4398397128154392e-09,3.7122148197210648e-16,9.5990486303708984e-09,1.7534584251038415e-09,1.7540184743673392e-09,3.5173168451506996e-13,2.0831757898292456e-13
5.622157262758996e-11,0.7257831856808049,154.0,0.0,0.0,0.0,0.99980052565138966,1.0,18.999998176644787,1.0317282157174073e-05,3.8866889210307685e-05,3.7134551168218325e-05,1.7718776484977601e-06,8.1057688397922958e-12,9.5453586863186542e-07,4.1772829563484813e-05,3.7314045297673983e-09,6.8582469565730525e-05,5.1468853180120039e-08,1.8839607227761539e-14,6.7677117794951527e-09,3.809021051384584e-16,1.0051412736614183e-08,1.885318961098568e-09,1.8859213452535273e-09,3.7824320886914962e-13,2.2414094609066992e-13
5.763060067269746e-11,0.7257831853954935,154.0,0.0,0.0,0.0,0.99979552749891487,1.0,18.999998107712813,1.0575807454927314e-05,3.9840755672065719e-05,3.804150352922651e-05,1.8395013057431226e-06,8.3088709071978373e-12,9.545315442095875e-07,4.2828513614904504e-05,3.7313858759670707e-09,7.0315731568840439e-05,5.2776920318576435e-08,1.9558620571445191e-14,7.103713248155651e-09,3.9058263143638431e-16,1.0512093556651089e-08,2.0233068641247905e-09,2.0239535609007806e-09,4.0598958369857798e-13,2.4070719229172515e-13
6.044865676291247e-11,0.7257831848189615,154.0,0.0,0.0,0.0,0.99978553127687142,1.0,18.999997968405168,1.1092851159842055e-05,4.1788459382485401e-05,3.9853891960664914e-05,1.9761923540859889e-06,8.7150689450170124e-12,9.5452289543560519e-07,4.4939863393327344e-05,3.7313485688147474e-09,7.378223200136596e-05,5.5393015328186039e-08,2.101199787390286e-14,7.8001037415924961e-09,4.0994339342930023e-16,1.145792967371977e-08,2.318106457193183e-09,2.3188478558651757e-09,4.6527614434517494e-13,2.7612252764663488e-13
6.298490724410598e-11,0.7257831842938838,154.0,0.0,0.0,0.0,0.99977653477154438,1.0,18.999997841511565,1.1558182639078669e-05,4.3541359419356787e-05,4.148344211556176e-05,2.1007310599387283e-06,9.0806402285516451e-12,9.5451511162608652e-07,4.6840057304256608e-05,3.7313149923718065e-09,7.690205551686002e-05,5.7747456072726541e-08,2.2336164542462532e-14,8.4546561107156317e-09,4.2736774794013636e-16,1.2336447966684665e-08,2.6054769438380382e-09,2.6063106938034094e-09,5.2307857582083379e-13,3.10671389550212e-13
6.552115772529949e-11,0.7257831837634806,154.0,0.0,0.0,0.0,0.9997675383557546,1.0,18.999997713312254,1.2023506676656687e-05,4.5294227906952591e-05,4.3111608257955581e-05,2.2265755029393598e-06,9.4462049274783845e-12,9.5450732789431531e-07,4.8740231425197254e-05,3.731281416155983e-09,8.0021853573249054e-05,6.010185440962568e-08,2.3674214565178582e-14,9.1355452157977274e-09,4.447917886075293e-16,1.3240113973817783e-08,2.9143764153969481e-09,2.9153094689824395e-09,5.8522068506342783e-13,3.4783290042803199e-13
6.8057408206493e-11,0.7257831832282309,154.0,0.0,0.0,0.0,0.99975854202950165,1.0,18.999997583922362,1.2488823272669829e-05,4.7047064845722215e-05,4.4738505540378457e-05,2.3536105699662841e-06,9.8117630418767159e-12,9.544995442328093e-07,5.0640385756350301e-05,3.7312478405964165e-09,8.3141626170789924e-05,6.2456210339236227e-08,2.5024923992627556e-14,9.8427701094643247e-09,4.6221551543410894e-16,1.4168288758876331e-08,3.2454046538357323e-09,3.2464441581789612e-09,6.5182367937359475e-13,3.8768066385553662e-13
7.05936586876865e-11,0.7257831826885733,154.0,0.0,0.0,0.0,0.99974954579278508,1.0,18.999997453446884,1.2954132427211808e-05,4.8799870236113766e-05,4.6364239007962468e-05,2.481731252115923e-06,1.0177314571829059e-11,9.5449176064948527e-07,5.2540520297911026e-05,3.7312142654157284e-09,8.6261373309730004e-05,6.48105238621363e-08,2.6387176309287183e-14,1.057632984436826e-08,4.7963892842413363e-16,1.5120351784299042e-08,3.5991462281584096e-09,3.6002995202647801e-09,7.2300569122106674e-13,4.3028641514954611e-13
7.312990916888001e-11,0.7257831821449071,154.0,0.0,0.0,0.0,0.99974054964560444,1.0,18.999997321981617,1.3419434140376338e-05,5.0552644078574349e-05,4.7988904487418538e-05,2.6108417560023504e-06,1.0542859517419953e-11,9.5448397714810724e-07,5.444063505007626e-05,3.7311806903554398e-09,8.9381094990319271e-05,6.7164794978964298e-08,2.7759952984359844e-14,1.1336223473188901e-08,4.9706202758232243e-16,1.6095700196527871e-08,3.9761709306022476e-09,3.9774455325437507e-09,7.9888186645115097e-13,4.7572007505236477e-13
7.566615965007352e-11,0.7257831815975972,154.0,0.0,0.0,0.0,0.99973155358795895,1.0,18.999997189613957,1.3884728412257127e-05,5.2305386373550275e-05,4.9612589397124916e-05,2.740854693922544e-06,1.0908397878736209e-11,9.5447619372108557e-07,5.6340730013047055e-05,3.7311471156538167e-09,9.2500791212814598e-05,6.9519023690226151e-08,2.9142324861141239e-14,1.2122450048631661e-08,5.1448481291244976e-16,1.7093748152979153e-08,4.3770341958555259e-09,4.378437810105899e-09,8.7956444905490726e-13,5.2404980131783741e-13
7.820241013126703e-11,0.7257831810469769,154.0,0.0,0.0,0.0,0.99972255761984852,1.0,18.999997056423613,1.4350015242947885e-05,5.4058097121487024e-05,5.1235373486516914e-05,2.8716903446983614e-06,1.1273929655866612e-11,9.5446841036866505e-07,5.8240805187021548e-05,3.731113541430228e-09,9.5620461977468036e-05,7.1873209996434513e-08,3.053344429786175e-14,1.2935008623428609e-08,5.3190728441828765e-16,1.8113926186818489e-08,4.8022775045830104e-09,4.803818009484133e-09,9.6516286276329459e-13,5.753420383585834e-13
8.073866061246054e-11,0.7257831804933497,154.0,0.0,0.0,0.0,0.99971356174127224,1.0,18.999996922483323,1.4815294632542323e-05,5.5810776322829219e-05,5.2857329508600688e-05,3.0032759813734218e-06,1.1639454848901042e-11,9.5446062709675163e-07,6.014086057219577e-05,3.7310799674893099e-09,9.8740107284528273e-05,7.4227353898210668e-08,3.1932538019370852e-14,1.3773898250338679e-08,5.4932944210441938e-16,1.9155680607926124e-08,5.2524287716773456e-09,5.2541142170319014e-09,1.0557837895500447e-12,6.2966156500645889e-13
8.327491109365405e-11,0.7257831799369925,154.0,0.0,0.0,0.0,0.99970456595223001,1.0,18.99999678785942,1.5280566581134151e-05,5.75634239780208e-05,5.4478523833269814e-05,3.1355452580887809e-06,1.2004973457930722e-11,9.5445284390248212e-07,6.204089616876899e-05,3.7310463937934831e-09,0.00010185972713424928,7.658145539616922e-08,3.3338900598045697e-14,1.4639117982147159e-08,5.6675128597543396e-16,2.0218472936478033e-08,5.7280027204107355e-09,5.7298413231965479e-09,1.1515312452811175e-12,6.8707154053180364e-13
8.581116157484755e-11,0.7257831793781587,154.0,0.0,0.0,0.0,0.99969557025272104,1.0,18.999996652612445,1.5745831088817079e-05,5.9316040087505126e-05,5.6099017007080849e-05,3.2684376504828362e-06,1.2370485483048306e-11,9.5444506078231211e-07,6.3940911976940771e-05,3.7310128204885379e-09,0.00010497932152688548,7.8935514490867686e-08,3.4751888503795956e-14,1.5530666871665669e-08,5.8417281603543572e-16,2.1301779366552135e-08,6.2295012433093439e-09,6.2315013835110444e-09,1.2525066526773657e-12,7.4763354902346375e-13
8.834741205604106e-11,0.7257831788170797,154.0,0.0,0.0,0.0,0.99968657464274513,1.0,18.999996516797591,1.6211088155684813e-05,6.106862465172495e-05,5.7718864264422479e-05,3.4018979446824296e-06,1.273599092434678e-11,9.5443727774012334e-07,6.5840907996907866e-05,3.7309792475669091e-09,0.00010809889046268674,8.1289531182891236e-08,3.6170914670721479e-14,1.6448543971732506e-08,6.0159403228872682e-16,2.2405090257468658e-08,6.7574137504986452e-09,6.7595839670526091e-09,1.3588089117419343e-12,8.1140764222234173e-13
9.088366253723457e-11,0.7257831782539655,154.0,0.0,0.0,0.0,0.99967757912230149,1.0,18.999996380465245,1.6676337781831051e-05,6.2821177671122444e-05,5.9338115993849664e-05,3.5358757711149125e-06,1.310148978191988e-11,9.5442949477709213e-07,6.7740884228868103e-05,3.7309456749283282e-09,0.00011121843394190452,8.3643505472869625e-08,3.7595443540334744e-14,1.7392748335212556e-08,6.1901493474002219e-16,2.3527909651124991e-08,7.3122175060803502e-09,7.3145664929289934e-09,1.4705344677659466e-12,8.7845238087798453e-13
9.341991301842808e-11,0.7257831776890096,154.0,0.0,0.0,0.0,0.99966858369138989,1.0,18.99999624366135,1.7141579967349516e-05,6.4573699146139277e-05,6.0956818163301055e-05,3.6703251794241816e-06,1.3466982055862459e-11,9.5442171188955634e-07,6.9640840673020987e-05,3.7309121026013959e-09,0.0001143379519647934,8.5997437361414317e-08,3.9024986541818699e-14,1.8363279014997059e-08,6.3643552339382847e-16,2.4669754813591795e-08,7.8943779531119461e-09,7.8969145553636736e-09,1.5877773770281613e-12,9.4882487469897813e-13
9.595616349962159e-11,0.7257831771223872,154.0,0.0,0.0,0.0,0.99965958835000979,1.0,18.99999610642783,1.7606814712333896e-05,6.6326189077216762e-05,6.2575012707847039e-05,3.8052042508441466e-06,1.3832467746269209e-11,9.5441392907816583e-07,7.154077732956455e-05,3.7308785306495991e-09,0.00011745744453160514,8.8351326849116979e-08,4.0459097970556281e-14,1.9360135064003721e-08,6.5385579825447654e-16,2.5830155799259657e-08,8.5043490277589588e-09,8.5070822379502303e-09,1.7106293703040524e-12,1.0225808209678006e-12
9.84924139808151e-11,0.7257831765542587,154.0,0.0,0.0,0.0,0.99965059309816073,1.0,18.999995968802914,1.8072042016877905e-05,6.8078647464795721e-05,6.4192737883437563e-05,3.9404747445619942e-06,1.4197946853235049e-11,9.5440614634560318e-07,7.3440694198695966e-05,3.73084495903814e-09,0.00012057691164259042,9.0705173936590756e-08,4.1897371228064165e-14,2.0383315535176819e-08,6.7127575932657322e-16,2.7008655035895942e-08,9.1425734631759748e-09,9.1455124176321618e-09,1.8391799142969018e-12,1.0997745418890224e-12
9.999999999999999e-11,0.7257831759847707,154.0,0.0,0.0,0.0,0.99964524622551365,1.0,18.999995886825523,1.8348576705786107e-05,6.9120320546190925e-05,6.5154130444371118e-05,4.0210526499400981e-06,1.4415190096275444e-11,9.54401520207541e-07,7.4570024424271117e-05,3.7308250037031562e-09,0.00012243115847059363,9.2104316500875288e-08,4.2754121606103868e-14,2.1003983661912688e-08,6.8163030152852829e-16,2.7717566147790399e-08,9.5355097113564762e-09,9.538575350416141e-09,1.9183285571836439e-12,1.1473105024820479e-12
1.010286644620086e-10,0.7257831759847707,154.0,0.0,0.0,0.0,0.99964159793584195,1.0,18.999995830821501,1.8537261881075235e-05,6.9831074309316637e-05,6.5810028589701619e-05,4.0761017750200569e-06,1.4563419376856022e-11,9.5439836369016267e-07,7.5340591280614104e-05,3.7308113877306987e-09,0.00012369635329800242,9.3058978624462639e-08,4.3339435390875393e-14,2.1432819481487107e-08,6.8869540661474992e-16,2.820480692915814e-08,9.8094830836158637e-09,9.8126370589076888e-09,1.9735162710920782e-12,1.1804590207327136e-12
1.0356491494320211e-10,0.7257831754140565,154.0,0.0,0.0,0.0,0.99963260286305333,1.0,18.999995692515405,1.9002474305019599e-05,7.158346961121959e-05,6.7426916664470947e-05,4.2120535174844941e-06,1.49288853172276e-11,9.5439058111041705e-07,7.7240468575517701e-05,3.7307778167600721e-09,0.00012681576949809427,9.5412740913345772e-08,4.4784952079973221e-14,2.2508645955931737e-08,7.0611474012346756e-16,2.9418177485280464e-08,1.0505499089214803e-08,1.0508877498707357e-08,2.1137235557251364e-12,1.2646859368284881e-12
1.0610116542439562e-10,0.7257831748422392,154.0,0.0,0.0,0.0,0.99962360787979432,1.0,18.999995553913664,1.9467679288804695e-05,7.3335833370944398e-05,6.9043431152443184e-05,4.3483009394665344e-06,1.5294344674445008e-11,9.5438279860837378e-07,7.9140326083604201e-05,3.7307442461440388e-09,0.00012993516024311708,9.7766460803848578e-08,4.623361260511247e-14,2.3610794011534335e-08,7.2353375985731524e-16,3.0648343950765186e-08,1.1231032331866614e-08,1.1234644722358024e-08,2.2598847919474333e-12,1.3525056994613784e-12
