Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326)
4.227045834654659e-14,0.725783193235032,154.0,0.0,0.0,0.0,0.99999984836117606,1.0,18.999999999997176,7.7584720293869435e-09,2.9265757718663828e-08,2.926500765568928e-08,1.7791900750503876e-12,6.0929782400000972e-15,8.1508964943642859e-08,1.3723607491750139e-09,2.1234763410761546e-10,2.2530807680132443e-09,1.030029293073419e-12,1.890020522340941e-20,1.0069244046602578e-14,7.6204831656323743e-21,6.994220454667926e-15,9.3905999063317111e-19,9.3907796855672272e-19,1.5692809200111628e-23,2.2851143512287415e-24
4.755596239734309e-14,0.725783193235029,154.0,0.0,0.0,0.0,0.99999982941003474,1.0,18.999999999996437,8.728592315702845e-09,3.2925009522749075e-08,3.2924056572501108e-08,2.2518044110175581e-12,6.856123785926073e-15,9.1198683114126503e-08,1.7306701262833767e-09,2.3803530364369543e-10,2.8413371526755719e-09,1.3008518865294212e-12,2.3923166238049227e-20,1.2725222254728306e-14,9.6244524706449178e-21,8.8524957585430293e-15,1.3371736588701088e-18,1.3372022409312165e-18,2.4928644292052729e-23,3.6534168151964887e-24
5.2841466448139587e-14,0.7257831932350256,154.0,0.0,0.0,0.0,0.99999981046099384,1.0,18.999999999995609,9.6987125694985197e-09,3.6584230315071553e-08,3.6583049563920479e-08,2.7799867388004268e-12,7.6192628665210873e-15,1.0078087606582082e-07,2.1289575493620921e-09,2.6353550235218869e-10,3.4952277151153735e-09,1.6025475658169103e-12,2.9536958346918094e-20,1.5686968487809171e-14,1.1856904116007058e-20,1.0929388861386791e-14,1.8343762452987045e-18,1.8344194846115445e-18,3.7681531081783076e-23,5.5577817584410259e-24
5.812697049893609e-14,0.7257831932350216,154.0,0.0,0.0,0.0,0.99999979151403073,1.0,18.999999999994689,1.0668832790776001e-08,4.0243420301158753e-08,4.0241986640604129e-08,3.3637264202902261e-12,8.3823955212454417e-15,1.1025673698103864e-07,2.566779390390627e-09,2.888495984014069e-10,4.2140241269186483e-09,1.9349108185578208e-12,3.5741468439478151e-20,1.8953086820119254e-14,1.4316317166967892e-20,1.3224885249918211e-14,2.4416766343927622e-18,2.4417394715897128e-18,5.471566958990687e-23,8.1215273617376813e-24
6.869797860052908e-14,0.7257831932350131,154.0,0.0,0.0,0.0,0.99999975362624938,1.0,18.999999999992596,1.2609073135784358e-08,4.7561708669903746e-08,4.7559693092380353e-08,4.6978353021332615e-12,9.9086417244786731e-15,1.2889416934681279e-07,3.5592763845829604e-09,3.3892490532970436e-10,5.843461523478106e-09,2.690824827597768e-12,4.9922190241735738e-20,2.6392906953362997e-14,1.9909994313496364e-20,1.8471629845675087e-14,4.0306023296751756e-18,4.0307231104833856e-18,1.0499895727012324e-22,1.5781850942938023e-23
7.926898670212208e-14,0.7257831932350031,154.0,0.0,0.0,0.0,0.99999971574651447,1.0,18.999999999990159,1.4549313350743708e-08,5.487987624601602e-08,5.4877176013040508e-08,6.2540459917801347e-12,1.143486273407527e-14,1.471202635666133e-07,4.704709535340265e-09,3.8827197146625935e-10,7.7239827051007593e-09,3.5669769993206178e-12,6.6464427186923959e-20,3.5033717567319932e-14,2.6393517617908546e-20,2.4592613497503365e-14,6.1920063713633478e-18,6.1922173453303912e-18,1.8310920096597233e-22,2.7864766077373075e-23
8.983999480371508e-14,0.7257831932349916,154.0,0.0,0.0,0.0,0.9999996778746536,1.0,18.999999999987388,1.6489553435669498e-08,6.2197924625070479e-08,6.2194435487760161e-08,8.0322734570437329e-12,1.2961058882913113e-14,1.649440981202952e-07,5.999703442269604e-09,4.3690138755982944e-10,9.8500460921274693e-09,4.5617718739096404e-12,8.5367275163548001e-20,4.4864713024098074e-14,3.375507956621534e-20,3.1587720203550784e-14,9.0139315968190054e-18,9.0142746519019211e-18,2.9726351549477848e-22,4.5791567420772384e-23
1.0041100290530808e-13,0.7257831932349784,154.0,0.0,0.0,0.0,0.99999964001049924,1.0,18.999999999984272,1.8429793390576838e-08,6.9515855381463659e-08,6.9511471601679552e-08,1.0032432698554205e-11,1.4487230498720849e-14,1.8237455108600707e-07,7.440957214808906e-09,4.8482359030061031e-10,1.2216232431768539e-08,5.6736351675270424e-12,1.0662983040904523e-19,5.5875244859732385e-14,4.198302936142227e-20,3.9456834008220655e-14,1.2584407879018834e-17,1.2584935540007152e-17,4.5649036941026657e-22,7.1170618909569729e-23
1.1098201100690108e-13,0.7257831932349642,154.0,0.0,0.0,0.0,0.99999960215388595,1.0,18.999999999980826,2.0370033215480533e-08,7.6833670068697885e-08,7.6828284439903877e-08,1.2254438749557403e-11,1.6013377905843459e-14,1.9942030457545966e-07,9.0252428231836617e-09,5.3204886458181486e-10,1.4817242090778998e-08,6.9010134880406585e-12,1.3025118950764206e-19,6.8054819476994599e-14,5.1065870819709008e-20,4.8199839001380219e-14,1.6991452398807549e-17,1.6992228753243582e-17,6.7056085745644619e-22,1.0579357858081354e-22
1.3212402721008707e-13,0.7257831932349313,154.0,0.0,0.0,0.0,0.99999952646264234,1.0,18.999999999972918,2.4250512475334597e-08,9.146895734689832e-08,9.1461240629513918e-08,1.736365157525125e-11,1.9065601368608193e-14,2.3239148750444671e-07,1.2610352153085998e-08,6.2444902161902854e-10,2.0703115204965685e-08,9.6962044301784624e-12,1.8456670732591952e-19,9.5879883468048536e-14,7.1751004700074287e-20,6.8307059135789904e-14,2.8667252628366036e-17,2.8668769128712515e-17,1.3056680521470308e-21,2.1083229434617087e-22
1.5115184179295448e-13,0.7257831932348973,154.0,0.0,0.0,0.0,0.9999994583647337,1.0,18.999999999964661,2.7742943364732831e-08,1.0464033410749516e-07,1.0463013845034872e-07,2.2719807484479813e-11,2.1812522854703869e-14,2.6083311796583463e-07,1.629517132958901e-08,7.0532581558824138e-10,2.6752687571212468e-08,1.2591771988501607e-11,2.415087265342017e-19,1.2481838696794636e-13,9.3179118072480638e-20,8.9391103219113735e-14,4.29192704517723e-17,4.292180496164616e-17,2.175931420559998e-21,3.5857845330830172e-22
1.701796563758219e-13,0.7257831932348586,154.0,0.0,0.0,0.0,0.99999939028885509,1.0,18.999999999955346,3.1235373833135285e-08,1.1781135803819185e-07,1.1779831417989813e-07,2.8793427136311612e-11,2.4559370750802211e-14,2.8815483799074688e-07,2.0396374754223987e-08,7.8409780513546722e-10,3.3485861154317225e-08,1.583837566885728e-11,3.0607923607048256e-19,1.5738823517271378e-13,1.1720514326839509e-19,1.1330475413355451e-13,6.1250046286048405e-17,6.1254022048354279e-17,3.4036305028326915e-21,5.7213180306213254e-22
1.892074709586893e-13,0.7257831932348155,154.0,0.0,0.0,0.0,0.99999932223416743,1.0,18.999999999944961,3.4727803880617451e-08,1.309820374793166e-07,1.3096576831324026e-07,3.5584016178269345e-11,2.7306146795939479e-14,3.1440074497559286e-07,2.4897566910172086e-08,8.6081976732295303e-10,4.0875718536513942e-08,1.9427675705440005e-11,3.7827297969271539e-19,1.9353353912197573e-13,1.4376736021164824e-19,1.400473374631813e-13,8.417244985501079e-17,8.4178383344967246e-17,5.0653930332041048e-21,8.6809692328013352e-22
2.082352855415567e-13,0.7257831932347681,154.0,0.0,0.0,0.0,0.99999925419986391,1.0,18.999999999933529,3.822023350725194e-08,1.4415238057303672e-07,1.4413250134509054e-07,4.3091080598599047e-11,3.0052852688571888e-14,3.396131998219168e-07,2.978299791353387e-08,9.3554505358946074e-10,4.8896402270954728e-08,2.335153047195651e-11,4.5808470478162184e-19,2.3319986431794505e-13,1.7280551519647821e-19,1.6961817922958422e-13,1.1219922277887475e-16,1.1220772932785584e-16,7.241823103853772e-21,1.2647258772444898e-21
2.2726310012442412e-13,0.7257831932347163,154.0,0.0,0.0,0.0,0.99999918618516859,1.0,18.999999999921052,4.171266271310861e-08,1.5732239526807334e-07,1.5729851376980331e-07,5.1314126725761748e-11,3.2799490087077572e-14,3.6383289538590394e-07,3.5037538063640389e-08,1.0083256269006044e-09,5.75230730995618e-08,2.7601991767514265e-11,5.45509162335287e-19,2.7633419282566908e-13,2.0426078599982282e-19,2.0201660588319807e-13,1.458429795876182e-16,1.4585477835358216e-16,1.0016907352571083e-20,1.7818586113924409e-21
2.462909147072915e-13,0.7257831932346602,154.0,0.0,0.0,0.0,0.99999911818933584,1.0,18.999999999907541,4.5205091498254657e-08,1.7049208932430101e-07,1.7046380608137289e-07,6.0252661228094734e-11,3.5546060609242136e-14,3.870989221994027e-07,4.0646653407820627e-08,1.0792120979064037e-09,6.6731869836368372e-08,3.2171300218229101e-11,6.4054110696555573e-19,3.2288488638604326e-13,2.3807574785001223e-19,2.3724194429517863e-13,1.8561620846853913e-16,1.8563212684265994e-16,1.3477508617854824e-20,2.4408655029878252e-21
2.653187292901589e-13,0.7257831932346,154.0,0.0,0.0,0.0,0.99999905021164781,1.0,18.999999999893003,4.8697519862754679e-08,1.8366147031723465e-07,1.8362837877343447e-07,6.9906191113639649e-11,3.8292565835172353e-14,4.0944883160318968e-07,4.6596382268303548e-08,1.1482537601424538e-09,7.6499870830448103e-08,3.705188079063323e-11,7.4317529689620817e-19,3.7280165050445333e-13,2.7419434022286338e-19,2.7529352174981249e-13,2.3203127176337733e-16,2.3205224928975553e-16,1.7712934426060457e-20,3.2645919522013155e-21
2.843465438730263e-13,0.7257831932345356,154.0,0.0,0.0,0.0,0.99999898225141548,1.0,18.999999999877446,5.2189947806670907e-08,1.9683054564240783e-07,1.9679223233926512e-07,8.0274223730009482e-11,4.1039007308122446e-14,4.3091869633818672e-07,5.2873312714259547e-08,1.2154986242931408e-09,8.6805056980532149e-08,4.2236338414343073e-11,8.5340649396154376e-19,4.2603549949624817e-13,3.1256183444637316e-19,3.1617066593728051e-13,2.8560040635502822e-16,2.8562749823284175e-16,2.2814572812936014e-20,4.2773050006349824e-21
3.0337435845589373e-13,0.7257831932344668,154.0,0.0,0.0,0.0,0.99999891430797516,1.0,18.999999999860883,5.5682375330063136e-08,2.0999932251964781e-07,2.0995536727178459e-07,9.1356266764180674e-11,4.378538653310503e-14,4.51543168750866e-07,5.9464560920892449e-08,1.280993451570085e-09,9.7626276205945326e-08,4.7717453707581063e-11,9.7122946360416931e-19,4.82538722434791e-13,3.5312480206660106e-19,3.5987270494660479e-13,3.4683572407366146e-16,3.4687010429813565e-16,2.8875582603350151e-20,5.5046418708146688e-21
3.2240217303876114e-13,0.7257831932343939,154.0,0.0,0.0,0.0,0.99999884638068959,1.0,18.999999999843315,5.9174802432988905e-08,2.2316780799725071e-07,2.231177840635562e-07,1.0315182824222575e-10,4.6531704980083225e-14,4.7135553671700181e-07,6.6357750376855491e-08,1.344783786230718e-09,1.0894320931028253e-07,5.3488178802959765e-11,1.0966389748721588e-18,5.42264849976676e-13,3.9583108395556567e-19,4.0639896725878599e-13,4.1624921211649868e-16,4.1629217630559015e-16,3.5990628742906427e-20,6.973560348660219e-21
3.4142998762162855e-13,0.7257831932343168,154.0,0.0,0.0,0.0,0.99999877846894558,1.0,18.999999999824752,6.2667229115503568e-08,2.3633600895605745e-07,2.3627948320678793e-07,1.1566041652904409e-10,4.927796408532642e-14,4.9038777737690046e-07,7.3540991905365384e-08,1.4069139872551009e-09,1.2073633718097741e-07,5.9541633271911523e-11,1.2296298004161901e-18,6.0516862204564977e-13,4.4062976014918445e-19,4.5574878174019837e-13,4.9435273342855381e-16,4.9440570137518509e-16,4.4255655696422928e-20,8.7122909347084437e-21
3.6045780220449596e-13,0.7257831932342359,154.0,0.0,0.0,0.0,0.99999871057215328,1.0,18.999999999805194,6.6159655377660437e-08,2.4950393211343261e-07,2.4944046519333335e-07,1.2888154032812371e-10,5.2024165248930148e-14,5.0867060875328302e-07,8.1002864472550374e-08,1.4674272591950169e-09,1.3298690928131649e-07,6.5871100146469791e-11,1.3701967164870116e-18,6.7120595636091966e-13,4.8747112040568328e-19,5.079214776362787e-13,5.8165802701556065e-16,5.8172254500052464e-16,5.3767694254950785e-20,1.0750290708983947e-20
3.7948561678736337e-13,0.7257831932341507,154.0,0.0,0.0,0.0,0.99999864268974548,1.0,18.999999999784659,6.9652081219510703e-08,2.626715840271484e-07,2.6260073051469198e-07,1.4281470868132186e-10,5.4770309838222801e-14,5.2623353933052194e-07,8.8732396753772632e-08,1.5263656822164956e-09,1.4567691338686167e-07,7.2470022036077453e-11,1.5183345029331079e-18,7.4033391778826448e-13,5.363066354672752e-19,5.629163845654834e-13,6.7867670820554774e-16,6.7875445110173125e-16,6.4624697330805641e-20,1.3118198852575812e-20
3.985134313702308e-13,0.7257831932340614,154.0,0.0,0.0,0.0,0.99999857482117782,1.0,18.999999999763151,7.3144506641103692e-08,2.7583897109917606e-07,2.7576027966201092e-07,1.5745943096864247e-10,5.7516399190050882e-14,5.4310491567765661e-07,9.671904942727726e-08,1.5837702413595506e-09,1.5878904651596354e-07,7.9331997336738166e-11,1.6740379431983365e-18,8.1251068848968932e-13,5.8708892900523979e-19,6.2073283251347369e-13,7.8592026888678879e-16,7.8601304208090006e-16,7.6925400344443513e-20,1.5847793766912491e-20
4.175412459530982e-13,0.7257831932339683,154.0,0.0,0.0,0.0,0.99999850696592518,1.0,18.999999999740677,7.663693164248684e-08,2.8900609957938727e-07,2.8891911312608465e-07,1.7281521690800203e-10,6.0262434606954595e-14,5.5931196819735411e-07,1.0495269816462067e-07,1.639680855037924e-09,1.7230668700421665e-07,8.6450776530002579e-11,1.8373018243194388e-18,8.876955388483782e-13,6.397717502298393e-19,6.8137015182750929e-13,9.0390007773494027e-16,9.04009818888855e-16,9.0769202184300047e-20,1.8971951730282691e-20
4.365690605359656e-13,0.7257831932338711,154.0,0.0,0.0,0.0,0.99999843912348385,1.0,18.999999999717236,8.0129356223705792e-08,3.0217297556916792e-07,3.0207723139735674e-07,1.888815765549897e-10,6.3008417360568594e-14,5.7488085507598457e-07,1.1342361728992733e-07,1.6941364027984289e-09,1.8621386767696646e-07,9.3820258569706985e-11,2.0081209369234835e-18,9.6584879914895059e-13,6.9430994714967294e-19,7.4482767321104738e-13,1.0331273804259342e-15,1.0332561610965201e-15,1.0625606355145938e-19,2.2524607034798236e-20
4.55596875118833e-13,0.7257831932337698,154.0,0.0,0.0,0.0,0.99999837129336877,1.0,18.999999999692843,8.362178038480441e-08,3.1533960502494635e-07,3.1523463496591998e-07,2.0565802030263073e-10,6.5754348695361902e-14,5.8983670450418768e-07,1.2212246408218327e-07,1.7471747523579376e-09,2.0049525007752477e-07,1.0143448735455928e-10,2.1864900752253585e-18,1.0469318319946182e-12,7.5065944046635451e-19,8.1110472771855276e-13,1.1741132998287788e-15,1.1742633269625568e-15,1.2348642022696513e-19,2.6540713551041528e-20
4.746246897017004e-13,0.7257831932336647,154.0,0.0,0.0,0.0,0.99999830347511376,1.0,18.999999999667502,8.7114204125825031e-08,3.2850599376163709e-07,3.2839132432151748e-07,2.2314405888115466e-10,6.8500229823233621e-14,6.0420365523427925e-07,1.3104026369589552e-07,1.7988327859360994e-09,2.1513609971059104e-07,1.0928764828462055e-10,2.3724040370253027e-18,1.1309070054427941e-12,8.0877719809007367e-19,8.8020064675051174e-13,1.3273688361786281e-15,1.3275424534955017e-15,1.4256110920298933e-19,3.1056207670349677e-20
4.936525042845677e-13,0.7257831932335558,154.0,0.0,0.0,0.0,0.99999823566827029,1.0,18.999999999641219,9.0606627446808247e-08,3.4167214745600307e-07,3.4154729995354303e-07,2.413392033577641e-10,7.124606192651136e-14,6.1800489553974646e-07,1.4016839467585933e-07,1.8491464259023435e-09,2.3012226226105198e-07,1.1737406489964939e-10,2.5658576237064488e-18,1.2177376668402248e-12,8.6862121026100669e-19,9.5211476204863928e-13,1.4934048672352595e-15,1.4936045565136419e-15,1.6358130580629438e-19,3.6107972575793575e-20
5.126803188674351e-13,0.7257831932334429,154.0,0.0,0.0,0.0,0.99999816787240747,1.0,18.999999999614001,9.4099050347793194e-08,3.5483807164993787e-07,3.5470256235104195e-07,2.6024296513640389e-10,7.3991846163829387e-14,6.3126270064046491e-07,1.4949857504237367e-07,1.8981506597554872e-09,2.4544014074931826e-07,1.2568819559729565e-10,2.7668456402323633e-18,1.3073881173389564e-12,9.301504652616649e-19,1.0268464056912671e-12,1.6727321484315748e-15,1.6729605307055e-15,1.866484701315941e-19,4.1733803793921776e-20
5.317081334503024e-13,0.7257831932333262,154.0,0.0,0.0,0.0,0.99999810008711032,1.0,18.999999999585846,9.7591472828817525e-08,3.6800377175366999e-07,3.6785711200271206e-07,2.79854855957527e-10,7.6737583662974617e-14,6.4399846865462025e-07,1.5902284892423072e-07,1.9458795644535189e-09,2.6107667358597121e-07,1.3422463042922459e-10,2.9753628951445691e-18,1.3998235870752149e-12,9.9332492570597596e-19,1.1043949100889049e-12,1.8658613130137698e-15,1.8661211496911099e-15,2.1186430135956941e-19,4.797237598092562e-20
5.507359480331698e-13,0.7257831932332056,154.0,0.0,0.0,0.0,0.99999803231198015,1.0,18.999999999556771,1.0108389488991741e-07,3.8116925304889149e-07,3.8101094939690407e-07,3.0017438789786169e-10,7.9483275522831288e-14,6.5623275513532885e-07,1.6873357371791902e-07,1.9923663301103188e-09,2.7701931349032373e-07,1.4297808797334203e-10,3.1914042005600595e-18,1.4950102109940981e-12,1.0581055053915754e-18,1.1847596079799718e-12,2.073302872173034e-15,2.0735970660827295e-15,2.3933069879645445e-19,5.4863210898866501e-20
5.697637626160372e-13,0.7257831932330812,154.0,0.0,0.0,0.0,0.99999796454663337,1.0,18.999999999526779,1.0457631653112779e-07,3.9433452069181066e-07,3.9416407502162183e-07,3.2120107337017954e-10,8.2228922822246192e-14,6.6798530624737084e-07,1.7862340775243437e-07,2.037643283075626e-09,2.9325600723906461e-07,1.519434122803373e-10,3.4149643721688312e-18,1.5929150053034449e-12,1.1244540467021015e-18,1.2679398324266891e-12,2.2955672151689204e-15,2.2958988115441304e-15,2.6914972866961212e-19,6.2446646539451589e-20
5.887915771989045e-13,0.7257831932329531,154.0,0.0,0.0,0.0,0.99999789679070095,1.0,18.999999999495866,1.0806873775248213e-07,4.0749957971613509e-07,4.0731648936452396e-07,3.4293442512306332e-10,8.4974526611103238e-14,6.7927509063741639e-07,1.886852984398546e-07,2.0817419084142583e-09,3.09775176212408e-07,1.6111556989278149e-10,3.6460382292314308e-18,1.693505844540553e-12,1.1923332985464359e-18,1.3539349168111317e-12,2.5331646094454299e-15,2.5335367968486288e-15,3.0142359584425192e-19,7.0763807354366469e-20
6.078193917817719e-13,0.7257831932328209,154.0,0.0,0.0,0.0,0.99999782904382839,1.0,18.999999999464052,1.1156115855401274e-07,4.2066443503598016e-07,4.2046819291292333e-07,3.6537395624067552e-10,8.7720087910216548e-14,6.9012033004923498e-07,1.9891247089253147e-07,2.1246928718002844e-09,3.2656569770631499e-07,1.7048964693504733e-10,3.8846205945764724e-18,1.7967514392357289e-12,1.261706894822089e-18,1.4427441948314294e-12,2.7866052007411476e-15,2.7870213119364289e-15,3.362546197291155e-19,7.9856575552510065e-20
6.268472063646392e-13,0.7257831932326854,154.0,0.0,0.0,0.0,0.99999776130567408,1.0,18.999999999431328,1.1505357893575069e-07,4.3382909144871221e-07,4.3361918615378847e-07,3.8851918014252672e-10,9.0465607724188745e-14,7.0053852873342752e-07,2.0929841698848298e-07,2.1665260408414384e-09,3.436168869805483e-07,1.8006084627236029e-10,4.1307062945981838e-18,1.9026213141570748e-12,1.332539333390206e-18,1.5343670004981109e-12,3.056399013194401e-15,3.0568625259715683e-15,3.7374521374117733e-19,8.976756342582539e-20
6.458750209475066e-13,0.7257831932325458,154.0,0.0,0.0,0.0,0.99999769357591028,1.0,18.999999999397708,1.1854599889772585e-07,4.4699355363772097e-07,4.4676946957374391e-07,4.1236961058324434e-10,9.3211087030957642e-14,7.1054650169919185e-07,2.1983688486731871e-07,2.2072705058486079e-09,3.6091848001355859e-07,1.8982448473733846e-10,4.3842901592539662e-18,2.011085787121388e-12,1.4047959555500177e-18,1.6288026681305871e-12,3.3430559494439058e-15,3.3435704873983733e-15,4.1399786779980421e-19,1.0054008666681501e-19
6.64902835530374e-13,0.7257831932324028,154.0,0.0,0.0,0.0,0.99999762585422092,1.0,18.999999999363201,1.22038418439967e-07,4.601578261751281e-07,4.5991904365907059e-07,4.3692476165234082e-10,9.5956526778193306e-14,7.2016040185369162e-07,2.3052186883975961e-07,2.2469546000648015e-09,3.7846061693638987e-07,1.9977599042242243e-10,4.6453670220618979e-18,2.1221159483564571e-12,1.4784429260009388e-18,1.7260505323537673e-12,3.6470857907251997e-15,3.6476551239972488e-15,4.571151334065098e-19,1.1221813864220745e-19
