Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31),S(1930),S(1932),C4H9(23),C3H6(1916),S(1984),S(87),S(2214),S(2218)
9.208104718231647e-09,0.4057211685005393,154.0,0.0,0.0,0.0,0.8033793307813959,0.99999984781609286,18.997626625234403,0.0041162609420098851,0.027880326419411433,0.021785662828871778,0.0018493579657838162,7.7629672470803983e-09,5.3918462698508046e-06,0.045257230093387051,4.7018311196213264e-08,0.088759127087249104,4.8930329139725492e-05,1.5247335368061476e-11,0.002188793137560343,2.8945328932966033e-13,5.0813873466516092e-05,0.0042130285082186596,0.0042406855502236263,1.2148257892339874e-06,7.0303335572921528e-07,0.00028931678190464381,7.2184444906496118e-07,1.8998086639562229e-06,2.0066186120593933e-06,8.1260862302894959e-05,0.00033417165360490628,1.0200241674282837e-05,6.5727979108514515e-13,1.3191311388629074e-05,6.5749417311985879e-06,1.6479526597921989e-05,3.0035316145146691e-08,2.1690405365668089e-09,1.7250754395645868e-11,5.9095438000917065e-07,2.4186792830414606e-07,3.2795417752555814e-07,1.5968250772444571e-08,5.3176781573478879e-08,6.1197901940692002e-08,3.984652551456339e-09,3.0035344902349531e-10,4.0576272175853042e-14,6.1393173978729727e-09,1.055085720311557e-09,2.6248753399655136e-10,2.2224713189867556e-11,2.9294961918058907e-13,9.8874464356010908e-13,2.1960980752467266e-09,2.4483299921577653e-13,3.6910307714270935e-09,8.5306475715311868e-11,1.7601486601621546e-07,7.7009996176904929e-11,4.6884312727612228e-11,2.1086214448503145e-10,2.5476728475054241e-19,1.3731903471648898e-17,9.9067248950848949e-11,4.9505505683748918e-20,3.2694961970709702e-14,4.7188569182322823e-10,1.4717840077870095e-19,7.9338487601436386e-11,2.3073644859226971e-15,1.9861169347052147e-12,2.8422529903572619e-08,8.7288537974504785e-08,2.7577675794730932e-08,9.6625895768524802e-10,7.6593468221949373e-09,7.9289063262083534e-09,2.6955950401341487e-10,4.8720068883973098e-06,5.6183074843766144e-09,4.1949537356996574e-05
9.41867131778668e-09,0.405721489449888,154.0,0.0,0.0,0.0,0.7994630382525747,0.99999984224979099,18.997579476208003,0.0041981694480993535,0.028373261787554321,0.022083276337073562,0.0018746818923998992,7.9001937700938228e-09,5.367197029727316e-06,0.046169314615527375,4.6789106861573072e-08,0.090583918715444259,4.9795343977361148e-05,1.5456122638977783e-11,0.0022752719355933651,2.9457038938999057e-13,5.1515927389728058e-05,0.0043823751086665341,0.0044124699048030619,1.263653304389724e-06,7.3129142635887623e-07,0.00030407278309892974,7.8689952298066955e-07,2.1042682100567228e-06,2.2254935492796885e-06,8.5984763381924224e-05,0.00034755131955694035,1.1054938688354288e-05,6.9061383962969424e-13,1.3472638586788401e-05,6.7123783355501413e-06,1.7863121559037218e-05,3.1584719140534884e-08,2.3574329372948697e-09,1.8262587317824997e-11,6.3961080310996827e-07,2.5815883671372282e-07,3.586141758250136e-07,1.7469424469228273e-08,5.8492004284281661e-08,6.7943388114176249e-08,4.3950750334872976e-09,3.4267114824061416e-10,4.4632031230092906e-14,6.9994025778346487e-09,1.1892219138967912e-09,2.766314189578619e-10,2.3423534724981517e-11,3.0873509610468765e-13,1.034605588882647e-12,2.2977803507583886e-09,2.4949088202434428e-13,3.7606817302267752e-09,8.6916655366496985e-11,1.8363338576217111e-07,8.0343044534348792e-11,4.8913488215155932e-11,2.1999091291884995e-10,2.6850966715987141e-19,1.432639314063031e-17,1.0329618052203083e-10,5.1618771148881527e-20,3.409062941548078e-14,5.2492458540118967e-10,1.551173395154009e-19,8.4692940915184123e-11,2.4630858633573485e-15,2.2058369042404013e-12,3.004667251555455e-08,8.9860968550528657e-08,2.8469118066144455e-08,1.0379127942526404e-09,8.0463416649937738e-09,8.3355387657437968e-09,2.8919710075002043e-10,5.019262011119501e-06,5.7983701979065504e-09,4.3668429277199639e-05
9.629237917341714e-09,0.4057218167634183,154.0,0.0,0.0,0.0,0.79556998889872588,0.99999983655386226,18.997532561155818,0.0042795805486324102,0.028860609129006048,0.022373741506566288,0.0018993975004894801,8.0358634538465605e-09,5.3426946795846115e-06,0.047076393117376741,4.6561262857583967e-08,0.092400368285776774,5.0650545248870412e-05,1.5659894527923602e-11,0.0023628291381197213,2.9962943611104762e-13,5.2201164981201447e-05,0.0045538969367840548,0.0045865830165978186,1.3131077373261932e-06,7.5991233529476363e-07,0.00031923072337164605,8.5582906868703024e-07,2.3248258506250414e-06,2.4619940212534243e-06,9.0847933786041945e-05,0.00036110010417532201,1.1957296905286046e-05,7.2485200249348641e-13,1.3752677116203332e-05,6.8490601745497506e-06,1.9324040354849487e-05,3.3176840452734063e-08,2.5567582756922071e-09,1.9304738292262972e-11,6.9089493609625902e-07,2.7505081234114517e-07,3.9123389169235194e-07,1.9067120621068406e-08,6.4174367460337152e-08,7.5242198647067206e-08,4.8348051312792607e-09,3.8964372615323449e-10,4.8967935726716398e-14,7.9534870936257676e-09,1.3365210144811618e-09,2.9132084271554498e-10,2.4668582818729818e-11,3.2512942783645207e-13,1.0817169691656294e-12,2.4022205237966509e-09,2.5410999938660136e-13,3.8297187352646003e-09,8.8512641634308078e-11,1.9138685104007867e-07,8.3735113959781209e-11,5.0978595770341199e-11,2.2928138185053763e-10,2.8278195583761823e-19,1.4931413175864418e-17,1.0759876291898592e-10,5.3768841122186349e-20,3.5510603759281484e-14,5.8237344371462096e-10,1.633624037313516e-19,9.0279118795870345e-11,2.6255464022572199e-15,2.443855994867914e-12,3.1749524727257238e-08,9.2459975523475081e-08,2.9369601508866196e-08,1.1129957646016776e-09,8.4442440132867203e-09,8.7540419411986389e-09,3.0979792791191783e-10,5.1674407375182594e-06,5.9798372310661781e-09,4.5410198813523784e-05
9.839804516896747e-09,0.4057221502896112,154.0,0.0,0.0,0.0,0.79170002051781918,0.99999983072424414,18.9974858763008,0.0043604972052842857,0.029342420678968875,0.022657162275012736,0.0019235136433940637,8.1699908578592259e-09,5.3183381865139201e-06,0.047978495094965053,4.6334769691191147e-08,0.094208525476959445,5.149602473020122e-05,1.5858724027728846e-11,0.0024514357324868941,3.0463097240463292e-13,5.2869830569435214e-05,0.0047275323082907961,0.004762968837796892,1.3631712947173367e-06,7.8888578459809576e-07,0.00033479168640966801,9.287359254838631e-07,2.562275019522578e-06,2.7170315721833485e-06,9.5849597054418814e-05,0.00037481293799231194,1.2908570233354905e-05,7.5999672805090243e-13,1.403143466305907e-05,6.9849917015727047e-06,2.0864331132477353e-05,3.4811800832292321e-08,2.7673219798904681e-09,2.037705414305627e-11,7.4486964672842553e-07,2.9254443450050323e-07,4.2587796049064157e-07,2.0764546899986163e-08,7.0237386126809626e-08,8.3124033105722852e-08,5.3049701097603612e-09,4.4163932701659864e-10,5.3594298284686911e-14,9.0089443714216844e-09,1.4978960253496765e-09,3.065781859571838e-10,2.5961752476392075e-11,3.4215759241794089e-13,1.13011509693724e-12,2.50949808881983e-09,2.5869078934326984e-13,3.8981476715736094e-09,9.0094570562533401e-11,1.9927375429935428e-07,8.7185544253020434e-11,5.3079233462706503e-11,2.3873174255015663e-10,2.9760587368951044e-19,1.5546845788049872e-17,1.1197417162915152e-10,5.5955303581413289e-20,3.6954612889180983e-14,6.4446897286653404e-10,1.7192614269296222e-19,9.6102489377209745e-11,2.7949051303025924e-15,2.7012181719828638e-12,3.3534368168110529e-08,9.5086046690363685e-08,3.027922016580936e-08,1.1915834945374064e-09,8.8531513165671193e-09,9.1845389642247689e-09,3.3138764765764992e-10,5.3165102080658717e-06,6.1626632087475587e-09,4.7174233853465888e-05
9.999999999999999e-09,0.4057224898791751,154.0,0.0,0.0,0.0,0.78877117450139211,0.9999998261970483,18.997450511185761,0.0044217278615052251,0.029705298845217661,0.022868129090443279,0.0019414646778933284,8.2710086079227238e-09,5.299905242121379e-06,0.048661483769658821,4.6163356508415528e-08,0.095578616967890523,5.2132795720044138e-05,1.6006724279039713e-11,0.0025195314059351516,3.0839786833379836e-13,5.336758921492176e-05,0.0048610091992997732,0.0048986483238939466,1.4016559439795957e-06,8.1115814684804427e-07,0.00034690075116116363,9.8692817679136992e-07,2.7547324210198386e-06,2.9240481684506856e-06,9.9747012496148043e-05,0.00038535222004246596,1.3665808605891494e-05,7.8734281832680287e-13,1.4242655378598876e-05,7.0879062705766622e-06,2.2090567799386187e-05,3.6084412060338306e-08,2.9352287860578613e-09,2.1212952941219229e-11,7.8777285747372499e-07,3.0625635123395727e-07,4.5363006798378821e-07,2.2124683617998692e-08,7.5113290058206343e-08,8.9529601761322693e-08,5.6837419323970625e-09,4.8479791562012566e-10,5.7314837889420757e-14,9.8845577797516147e-09,1.6306789314798168e-09,3.1858053219224724e-10,2.6979027450358214e-11,3.5555297244981185e-13,1.1678213472151647e-12,2.5930659020079863e-09,2.6215037627573658e-13,3.9498035766407132e-09,9.1288743230333825e-11,2.0536243036266542e-07,8.9849259033909233e-11,5.4700915015316251e-11,2.4602740488922201e-10,3.0926714377688811e-19,1.6021958714783925e-17,1.1535118267306924e-10,5.7642850588113287e-20,3.8069122459037318e-14,6.9497132469477494e-10,1.7866282822960593e-19,1.0069514370884746e-10,2.9284714428409983e-15,2.9106340677755625e-12,3.4949220298966679e-08,9.71023737558945e-08,3.0977429370133897e-08,1.2537656700208409e-09,9.1716733227850137e-09,9.5201643308240845e-09,3.4849100803906739e-10,5.4304963829384894e-06,6.3026367474026614e-09,4.8530822838094669e-05
1.005037111645178e-08,0.4057224898791751,154.0,0.0,0.0,0.0,0.78785297206364946,0.99999982475674609,18.997439417991139,0.0044409223595548008,0.029818748237425835,0.02293364137873518,0.0019470390719095525,8.3025904204136794e-09,5.2941265249757387e-06,0.04887564984119943,4.6109617936995662e-08,0.096008439618304811,5.2331873433083452e-05,1.6052683285766561e-11,0.002541063222108023,3.095755366616445e-13,5.3522165660905668e-05,0.004903220323093805,0.004941572136145665,1.4138264096173404e-06,8.1820160734702078e-07,0.00035075665549022034,1.0057205420885229e-06,2.8174217790217139e-06,2.9915360462874129e-06,0.00010098889598374868,0.00038868481768677884,1.3909995704416545e-05,7.9605023826779331e-13,1.4308918859475647e-05,7.1201773393177154e-06,2.2486015968231316e-05,3.6489710240583587e-08,2.9894259418057363e-09,2.1479363680991193e-11,8.0159660370453071e-07,3.1063982592101533e-07,4.6261060945019412e-07,2.256489124167396e-08,7.6694530067224891e-08,9.1619272351318564e-08,5.8066947753156085e-09,4.9904327127736906e-10,5.8521397001891859e-14,1.0173487066955629e-08,1.6742960752504809e-09,3.2242693316958981e-10,2.7305032431484684e-11,3.598457998253909e-13,1.179838963131541e-12,2.6196984535370291e-09,2.6323369190166825e-13,3.965974397758883e-09,9.1662577583876284e-11,2.0729260280898051e-07,9.0693681707896074e-11,5.5215003315355986e-11,2.4834020407832975e-10,3.1300421805083683e-19,1.6172574346453932e-17,1.1642159027093523e-10,5.8177750567483767e-20,3.8422387375700391e-14,7.1145296355385175e-10,1.8082172636180039e-19,1.0216868396388617e-10,2.9713258205913819e-15,2.9790017893566977e-12,3.540454344401325e-08,9.773971978547013e-08,3.1198085700911178e-08,1.2737514619225979e-09,9.2731631979420396e-09,9.6271553004768339e-09,3.5399210253479261e-10,5.4664380899957909e-06,6.3468034686812983e-09,4.895993145670131e-05
1.0260937716006813e-08,0.4057228353850173,154.0,0.0,0.0,0.0,0.78402868364018885,0.99999981864705056,18.997393182696104,0.0045208589329113688,0.030289643171876102,0.023203280362815524,0.0019699824351543244,8.4336764593136268e-09,5.2700586767655392e-06,0.04976788644730952,4.5885798236925465e-08,0.09780015969222379,5.3158181609821001e-05,1.6241843611110979e-11,0.0026316836181109961,3.1446366278045633e-13,5.4158408963749468e-05,0.0050809008600809077,0.0051223384855111527,1.4650557399572557e-06,8.4784976676662428e-07,0.00036712651538779495,1.0868808763764024e-06,3.0910840971652097e-06,3.2864549470064886e-06,0.00010626489650250947,0.00040271080647611264,1.4962792666735467e-05,8.3301453300386866e-13,1.4585137283893341e-05,7.2546214800246003e-06,2.4191089569863776e-05,3.8210668053952052e-08,3.2233683101322107e-09,2.2611478552259359e-11,8.6113624157460139e-07,3.293366707836473e-07,5.0149560244249628e-07,2.4471319081270522e-08,8.3559210621201226e-08,1.0075896128884248e-07,6.3411003193761782e-09,5.6225817421783457e-10,6.3759465381152005e-14,1.1455169093102607e-08,1.8667065511881761e-09,3.3889168313600873e-10,2.8700506044744419e-11,3.7822150368600737e-13,1.2309303120827361e-12,2.7329131063330908e-09,2.6773914919617759e-13,4.0332047468383341e-09,9.3216797539396847e-11,2.1544191857903537e-07,9.4258879077936038e-11,5.7385511284071576e-11,2.581049931922147e-10,3.290008709917038e-19,1.6808483372788666e-17,1.2094021055122272e-10,6.0435778163256604e-20,3.991366045878957e-14,7.8357212534357812e-10,1.9006295134791956e-19,1.0848351147062526e-10,3.1549774115654364e-15,3.2783202750615816e-12,3.7363447073476841e-08,1.0042158265026492e-07,3.2126327516114467e-08,1.3595750515829442e-09,9.7043816783914182e-09,1.0082018999284444e-08,3.7763732089302332e-10,5.6171925707344251e-06,6.5322140527133714e-09,5.0766697747976925e-05
1.0471504315561847e-08,0.40572318666221563,154.0,0.0,0.0,0.0,0.78022699649589222,0.99999981239071656,18.997347167002022,0.0046003098269312669,0.030755156420073947,0.023466179591186718,0.0019923522814363384,8.5632631726462669e-09,5.246133630979945e-06,0.050655233804285681,4.5663301299865939e-08,0.099583734336712526,5.3975038758077549e-05,1.6426275481693463e-11,0.0027232694311162035,3.1929588019542041e-13,5.477879641142762e-05,0.0052605145719441092,0.0053052142565267468,1.516842167049353e-06,8.7782035536379983e-07,0.00038390205425898444,1.1723123022773177e-06,3.3840911173479673e-06,3.6027527830199912e-06,0.00011167659142496088,0.0004168860344534312,1.606816202920865e-05,8.7089139426502266e-13,1.4860097461456222e-05,7.388328485690851e-06,2.5981518055805479e-05,3.9974763265493993e-08,3.4694432951584914e-09,2.3773194061371807e-11,9.2354772868165765e-07,3.4863423233203873e-07,5.4259618745818155e-07,2.6486970724027324e-08,9.0844768076542724e-08,1.1057479109398571e-07,6.9093032125247725e-09,6.3170404063685701e-10,6.9318682709756962e-14,1.2862387167780414e-08,2.0761491951598141e-09,3.5599815804109107e-10,3.0150352085570242e-11,3.9731341144158858e-13,1.2834337144274839e-12,2.8492397791225345e-09,2.722076056450293e-13,4.0998445270712652e-09,9.4757364697647432e-11,2.23720238284114e-07,9.7880495542868332e-11,5.9590367236909952e-11,2.6802435425375439e-10,3.4562080827485537e-19,1.7454458535237059e-17,1.2552923222391151e-10,6.2728986472825312e-20,4.1428168034148105e-14,8.6107791696536801e-10,1.996642460848082e-19,1.1505297318643564e-10,3.3460344363933789e-15,3.600322877477394e-12,3.9414528416683122e-08,1.0313227335855234e-07,3.3064092853878734e-08,1.4491296134941663e-09,1.0146911401134829e-08,1.0549260923999742e-08,4.0234952286491114e-10,5.768742351395829e-06,6.7188516981621878e-09,5.2593947810887883e-05
1.068207091511688e-08,0.40572354356798906,154.0,0.0,0.0,0.0,0.77644775301796465,0.9999998059831825,18.997301367608308,0.0046792779234431439,0.031215338492770389,0.023722438256713104,0.0020141570591190572,8.6913646395423901e-09,5.2223503839776669e-06,0.051537720604309667,4.5442117901357576e-08,0.10135921184782699,5.4782533625685257e-05,1.6606048551433646e-11,0.0028157936631410595,3.2407271390508603e-13,5.5383561186364822e-05,0.0054420028800305185,0.0054901466073163287,1.5691687941009952e-06,9.0810359406659368e-07,0.00040108396550546415,1.2621075236045465e-06,3.6972824215068152e-06,3.9414104024111874e-06,0.00011722290408801728,0.00043120569887195596,1.7227285555374566e-05,9.0968239040682211e-13,1.5133806864393708e-05,7.5213026882870661e-06,2.7859237808866233e-05,4.1782074684502075e-08,3.7279409850258577e-09,2.4964289968868911e-11,9.8888893800572496e-07,3.6853137005265329e-07,5.8597504672215285e-07,2.861495884754905e-08,9.8564459643605166e-08,1.2109908096246325e-07,7.5124141481831211e-09,7.0781833588723782e-10,7.5209164883305328e-14,1.4403881889285774e-08,2.3036821655739745e-09,3.7377321119301636e-10,3.1656845395990745e-11,4.1715149296806385e-13,1.3373966377541654e-12,2.9687826052720991e-09,2.7663950810319531e-13,4.1658995227732758e-09,9.6284412773528337e-11,2.3212611318861193e-07,1.0155789667595414e-10,6.1829184934322075e-11,2.7809654914013571e-10,3.628901069669433e-19,1.8110386642621633e-17,1.3018786304945424e-10,6.5056979601282876e-20,4.2965648639867004e-14,9.442263729916082e-10,2.0964067522635319e-19,1.2188327784724946e-10,3.5446774613231685e-15,3.9461954747421007e-12,4.1561286602844693e-08,1.0587248029781619e-07,3.4011546884999559e-08,1.5424905240806662e-09,1.0600859855902006e-08,1.1029014982814585e-08,4.2815512691257904e-10,5.9210566403390201e-06,6.9066738292552082e-09,5.4441105582538192e-05
1.0892637514671913e-08,0.4057239059616707,154.0,0.0,0.0,0.0,0.77269079672658791,0.99999979941976747,18.997255781323723,0.0047577660846677859,0.031670239476456988,0.023972154391257605,0.002035405117486057,8.8179948209391027e-09,5.1987079393440631e-06,0.052415375342177946,4.5222238883269893e-08,0.10312664018214501,5.5580754215453797e-05,1.6781231657367285e-11,0.0029092297996294926,3.2879468450063859e-13,5.5972933743559244e-05,0.0056253079692183674,0.0056770834742976796,1.6220189447351367e-06,9.386898313679244e-07,0.00041867284961532886,1.3563564946071568e-06,4.0315072882254493e-06,4.3034243162547958e-06,0.00012290269187396834,0.00044566506437836249,1.8441325205662362e-05,9.4938888028901022e-13,1.5406272912400372e-05,7.6535483899713077e-06,2.982615440200655e-05,4.3632671133594747e-08,3.9991471730655878e-09,2.6184531264427181e-11,1.0572164207937282e-06,3.890265564224907e-07,6.3169424937970965e-07,3.0858366132314244e-08,1.0673144799948015e-07,1.323647594241012e-07,8.1515370348955758e-09,7.9105603362612835e-10,8.1440955664343808e-14,1.6088738346890732e-08,2.550400064098953e-09,3.9224483337491137e-10,3.3222357437018271e-11,4.3776698766499743e-13,1.3928695148519788e-12,3.0916522722584944e-09,2.8103530601090562e-13,4.2313754951163436e-09,9.7798074946795324e-11,2.4065810907383756e-07,1.0529045441210964e-10,6.410158200975008e-11,2.883198571564255e-10,3.8083595170151386e-19,1.8776155638713844e-17,1.3491531875539163e-10,6.7419365634994913e-20,4.4525843443402279e-14,1.0332779272593315e-09,2.200079432649489e-19,1.289808569996775e-10,3.7510935325008273e-15,4.3171614508661726e-12,4.3807267460839537e-08,1.0864294220761531e-07,3.4968872781722226e-08,1.6397332504568371e-09,1.1066337602912478e-08,1.1521418359850581e-08,4.5508075693810046e-10,6.0741051467876659e-06,7.0956385486459559e-09,5.6307603749085274e-05
1.1103204114226946e-08,0.4057242737046813,154.0,0.0,0.0,0.0,0.76895597226911283,0.99999979269567596,18.997210405062646,0.0048357771533581268,0.032119909036110804,0.024215424875733468,0.0020561047076041051,8.9431675603435915e-09,5.1752053078577029e-06,0.0532882263167175,4.5003655153409694e-08,0.10488606695921629,5.6369787789961942e-05,1.6951892826772548e-11,0.0030035518016046708,3.3346230819453162e-13,5.6547141834157435e-05,0.0058103727828158203,0.0058659735630651084,1.6753761615158262e-06,9.6956954247293836e-07,0.00043666921598297959,1.4551463470377509e-06,4.3876239469992138e-06,4.6898060128456758e-06,0.00012871474962191469,0.00046025946319686603,1.9711422526374235e-05,9.9001201738119188e-13,1.5677502973013786e-05,7.7850698633023474e-06,3.1884141593872222e-05,4.5526611643551857e-08,4.2833431958635076e-09,2.7433668915939122e-11,1.1285853828624386e-06,4.101178932245604e-07,6.7981520668784585e-07,3.3220243017198154e-08,1.1535879038932546e-07,1.4440534526246873e-07,8.8277680361938388e-09,8.8188964067307841e-10,8.8024018366134122e-14,1.7926386275256765e-08,2.8174339287035832e-09,4.1144215783911306e-10,3.4849356720134424e-11,4.5919241003139464e-13,1.4499058094224849e-12,3.2179661687509539e-09,2.8539545153759004e-13,4.29627818291297e-09,9.9298483880161989e-11,2.4931480616691771e-07,1.0907754701679073e-10,6.6407179950671544e-11,2.9869257495036283e-10,3.9948663962517309e-19,1.9451654596686618e-17,1.3971082299785535e-10,6.98157566223887e-20,4.6108496228878687e-14,1.1284972333752255e-09,2.3078239738894465e-19,1.3635238063804453e-10,3.9654766307364889e-15,4.7144826415874442e-12,4.6156060457776064e-08,1.1144444817588869e-07,3.5936271776171622e-08,1.7409334174427757e-09,1.1543458496374476e-08,1.2026611746329583e-08,4.8315324995510491e-10,6.2278580745118742e-06,7.2857046290106104e-09,5.8192883642168688e-05
1.131377071378198e-08,0.4057246466605002,154.0,0.0,0.0,0.0,0.7652431254142128,0.9999997858059988,18.99716523584145,0.0049133139529384832,0.03256439641794031,0.024452345450138677,0.002076263983184543,9.0668965845938185e-09,5.1518415074497121e-06,0.054156301632194224,4.4786357685215098e-08,0.10663753946399941,5.7149720876373146e-05,1.7118099284262155e-11,0.0030987340979431888,3.3807609684870342e-13,5.7106410528989694e-05,0.0059971410174804061,0.0060567663393511781,1.7292242044817324e-06,1.0007333284496205e-06,0.0004550734847077497,1.558561323524696e-06,4.7664988298616077e-06,5.1015812637540413e-06,0.00013465781293076407,0.00047498429526579127,2.103869808389759e-05,1.0315527538211481e-12,1.5947504361990613e-05,7.9158713514518157e-06,3.4035040391811649e-05,4.7463945645876916e-08,4.5808057817042835e-09,2.8711440595125006e-11,1.2030496634633004e-06,4.3180312743240672e-07,7.3039862964510382e-07,3.5703605576686629e-08,1.2445942827183845e-07,1.5725492807994645e-07,9.5421946569949771e-09,9.8080919941260974e-10,9.4968227951630383e-14,1.9926599762048277e-08,3.105951193687056e-09,4.3139546396270982e-10,3.6540409125451492e-11,4.8146155374657245e-13,1.5085620791242708e-12,3.3478485258296342e-09,2.8972039972115015e-13,4.3606133033831887e-09,1.0078577173704859e-10,2.580947990714603e-07,1.129185590556699e-10,6.8745604080146024e-11,3.0921301642924004e-10,4.1887158404480928e-19,2.0136773713701484e-17,1.4457360732401894e-10,7.2245768555168739e-20,4.7713353384690193e-14,1.2301529826353207e-09,2.4198102958957881e-19,1.4400477309619873e-10,4.1880281336807625e-15,5.1394603528983138e-12,4.8611295649913666e-08,1.1427783759411426e-07,3.6913963204109291e-08,1.8461668771849565e-09,1.2032339907315397e-08,1.2544739571633885e-08,5.1239966431848503e-10,6.3822861155718502e-06,7.4768315047232019e-09,6.0096395136222911e-05
1.1524337313337013e-08,0.40572502469464145,154.0,0.0,0.0,0.0,0.76155210304600951,0.99999977874571655,18.997120270775117,0.0049903792876430566,0.033003750452131074,0.024683010723570931,0.0020958910014428453,9.1891955046215341e-09,5.1286155631669859e-06,0.055019629199713739,4.4570337517439503e-08,0.10838110464928699,5.7920639271252465e-05,1.7279917458866846e-11,0.0031947515777689698,3.4263655800298779e-13,5.7650962242061013e-05,0.0061855571181569733,0.0062494120200673759,1.7835470496846752e-06,1.0321719153827635e-06,0.00047388598837146199,1.6666827170391424e-06,5.1690058215320009e-06,5.5397894228592097e-06,0.00014073056135660569,0.00048983502832836753,2.2424250942650378e-05,1.0740118444255241e-12,1.6216284343680666e-05,8.0459570684152404e-06,3.6280658180125275e-05,4.9444713163107108e-08,4.8918069090536487e-09,3.0017571380265348e-11,1.2806617165998655e-06,4.540796666660866e-07,7.8350448899277076e-07,3.831143351643487e-08,1.3404617749555593e-07,1.7094814854715751e-07,1.0295894875452189e-08,1.0883222682157452e-09,1.0228336353750342e-13,2.2099496518855406e-08,3.41715561752226e-09,4.5213617958603492e-10,3.8298178106735206e-11,5.0460949428057085e-13,1.5688980358339722e-12,3.4814305520735919e-09,2.940106086020884e-13,4.4243865529035094e-09,1.0226007019891706e-10,2.6699669669993183e-07,1.1681288136505518e-10,7.1116483538814764e-11,3.1987951267881565e-10,4.3902131677783046e-19,2.0831404305626075e-17,1.4950291113547469e-10,7.4709021350003083e-20,4.9340163891409336e-14,1.3385177196805981e-09,2.5362147801868645e-19,1.5194522917498684e-10,4.4189572848547494e-15,5.5934364550268485e-12,5.1176640650132727e-08,1.1714400007229535e-07,3.7902184534062747e-08,1.9555097812115564e-09,1.2533102945559743e-08,1.3075950234068275e-08,5.4284728850853211e-10,6.5373604441230878e-06,7.6689792636104826e-09,6.2017596546673116e-05
1.1734903912892046e-08,0.4057254076746256,154.0,0.0,0.0,0.0,0.75788275315816389,0.99999977150970243,18.997075507073777,0.0050669759426536284,0.033438019555590975,0.024907514184221321,0.002114993723956164,9.3100778162167836e-09,5.1055265071396675e-06,0.055878236738614549,4.435558575373481e-08,0.11011680913811742,5.8682628045353095e-05,1.7437412991120623e-11,0.0032915795829651078,3.4714419490384291e-13,5.8181016753993399e-05,0.0063755662730321421,0.0064438615644235829,1.8383288877304915e-06,1.0638761535305347e-06,0.00049310697379509739,1.7795888162531446e-06,5.596025509195327e-06,6.0054827194735058e-06,0.00014693162150722407,0.00050480719797946173,2.3869158185284534e-05,1.1173898506527296e-12,1.6483850131399089e-05,8.1753311992219299e-06,3.8622767911348337e-05,5.1468944996890557e-08,5.2166136747449564e-09,3.1351774436627509e-11,1.3614725946915597e-06,4.7694459422332185e-07,8.3919197752025935e-07,4.1046668283822057e-08,1.4413171899244854e-07,1.8552017837441402e-07,1.1089936319150593e-08,1.2049538803859263e-09,1.0997910129288293e-13,2.4455536726131473e-08,3.7522871793548077e-09,4.7369688205411196e-10,4.0125424786235776e-11,5.2867259005836107e-13,1.6309766030171821e-12,3.6188505622757759e-09,2.9826653935232217e-13,4.4876036077368945e-09,1.0372151048211396e-10,2.7601912220770968e-07,1.2075991102300827e-10,7.3519451267300127e-11,3.3069041188424453e-10,4.59967489239149e-19,2.1535438801886688e-17,1.5449798165251204e-10,7.7205138830710177e-20,5.0988679310010973e-14,1.4538676561984878e-09,2.6572202761673537e-19,1.6018123048581867e-10,4.6584816689638198e-15,6.0777945544948985e-12,5.3855797615887073e-08,1.2004387531472317e-07,3.8901191381951604e-08,2.069038654752324e-09,1.304587268067544e-08,1.362039633114079e-08,5.7452365046534754e-10,6.6930527102828574e-06,7.8621086387857489e-09,6.3955954529013549e-05
