Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345),S(1398),S(1815),S(1443),C7H15(32),C7H15(31)
1.0161378933637147e-06,0.8159737572706974,154.0,0.0,0.0,0.0,0.98777071413199957,0.99999981411588201,18.997352898208216,0.0019073360168943196,0.0039534403042745065,0.0017837308841734539,0.0019689013307755791,2.9079971132480145e-09,1.9031076468442109e-10,0.00011630465074456222,2.4938443989924462e-14,9.7351913970277997e-05,1.9688099249060724e-05,7.2157051460940732e-11,0.0012681037527529182,4.4260353986543254e-13,1.0827139938681282e-07,6.3455388105012952e-05,6.5231804231628151e-05,3.1894726747566021e-08,2.3275328897466874e-08,0.00052539675312174576,1.8780340298661246e-08,2.6007140695379974e-08,2.6175164439237154e-08,0.00052354497684150203,0.000112326844217095,2.2378919094560582e-05,6.8681686131607107e-14,1.9322462898396014e-09,2.2437311552620404e-09,1.5792922142792005e-06,1.4910611486514615e-09,2.6893264693530402e-11,4.2506046179677412e-13,3.1424404977314126e-08,2.2829128080748164e-09,5.3662699840125799e-08,4.7634027736001109e-08,2.0537761022832492e-09,1.0647092881302079e-07,1.1642943082384106e-08,6.1474115425993202e-09,4.0814929369565869e-16,6.9203209950945889e-09,7.5052115676189376e-09,6.6043774210419244e-11,7.2811508823116619e-11,2.5013102234975986e-15,1.3823294006594746e-14,1.0016275565205468e-10,7.4188445084840789e-18,1.6473232956531199e-13,9.9530894138650858e-15,8.1447737479587809e-11,1.0133504533032016e-13,8.625326816447364e-14,2.1840957522473775e-13,3.987864429906435e-18,5.3160818759815596e-19,9.4940545027013229e-14,6.1272909381926576e-23,1.3806843029923331e-17,8.3627986675472462e-13,2.2313038632478457e-18,9.0702682929834791e-11,6.134049183206431e-16,9.9413498903980525e-12,2.2168158548719945e-08,1.6371596054631287e-07
1.0459117201334028e-06,0.8159734096036709,154.0,0.0,0.0,0.0,0.98740838984380186,0.99999980334909333,18.997267563579666,0.0019538826994200472,0.0040387361225542179,0.0018171442840873315,0.0020057959705877971,2.9707253252587441e-09,1.9024767831459951e-10,0.00011968889047580988,2.4929296316468053e-14,0.0001001883004901246,2.0112791961138721e-05,7.3509180378734704e-11,0.0013377189184665152,4.5215095708341824e-13,1.1030263947244797e-07,6.6757036838703174e-05,6.8730665647365652e-05,3.3554106221786377e-08,2.4486271514185655e-08,0.0005650716262576718,2.125875554529936e-08,2.9730681110394351e-08,2.9928888558002191e-08,0.00056426652075792735,0.00011725286009433407,2.4720713655514984e-05,7.3866123850426945e-14,1.9890505572683364e-09,2.3095918844528143e-09,1.7537199749815793e-06,1.6037419669982397e-09,2.9891049496037826e-11,4.5812455302970608e-13,3.405927014425762e-08,2.4616322985935794e-09,5.9258817174533395e-08,5.2611174604632787e-08,2.2856483222062584e-09,1.1945002283078469e-07,1.3015336834670896e-08,7.1714533591500245e-09,4.5422952811724429e-16,8.0712261586890245e-09,8.5814786059481611e-09,7.3388339272571039e-11,8.0913009209799712e-11,2.7794751240872888e-15,1.5393530106030819e-14,1.1154333886861902e-10,8.1590039468125286e-18,1.694682613621453e-13,1.023923881162092e-14,8.6177151255957777e-11,1.0721882112860989e-13,9.1261358043756249e-14,2.3109083872727441e-13,4.4315811685566295e-18,5.6247434127881237e-19,1.0043465375808889e-13,6.4818707716218991e-23,1.4605830419816635e-17,9.5723402872165951e-13,2.4795738058702193e-18,1.0350316424001114e-10,6.9997213213629403e-16,1.1955597357683168e-11,2.3627878565141123e-08,1.7302302902515759e-07
1.072708164226122e-06,0.8159730956945358,154.0,0.0,0.0,0.0,0.98708245831764452,0.99999979341128298,18.9971903725644,0.0019953711367304305,0.0041138397678166698,0.0018462418645530249,0.0020379244804337076,3.0259572934480588e-09,1.9019092917752405e-10,0.00012273355461287966,2.4921067458291166e-14,0.0001027402614112884,2.0486732402675417e-05,7.4686638336576884e-11,0.0014016075216681334,4.6055742441486659e-13,1.1207154598762218e-07,6.9770702422908621e-05,7.193435302289597e-05,3.5068737291285591e-08,2.5591583134531888e-08,0.00060210093681705226,2.3681738461893656e-08,3.3413763806064668e-08,3.3642757312762989e-08,0.00060227055726173732,0.00012167695896276266,2.6956269065262882e-05,7.8704783191411216e-14,2.0401586382440861e-09,2.3688441283838581e-09,1.9214788302415944e-06,1.7089128214734452e-09,3.2776154173208698e-11,4.8898228548221579e-13,3.6527681114430891e-08,2.6284834466395509e-09,6.4602564640798285e-08,5.73644559716503e-08,2.5085525115694877e-09,1.3205224165935207e-07,1.4339207833268432e-08,8.202089626652297e-09,4.9852753550534921e-16,9.2293274064259952e-09,9.6463026262904928e-09,8.0483917377116031e-11,8.8740131844857863e-11,3.0482100238848831e-15,1.691284001590704e-14,1.2255501293429451e-10,8.8730596112840901e-18,1.7376350234175085e-13,1.0498761016429234e-14,9.0547953347755106e-11,1.1265642122725974e-13,9.5889676843798091e-14,2.4281045987162968e-13,4.8602703203127862e-18,5.9099986062122595e-19,1.0551182421527585e-13,6.8095421634928526e-23,1.5344184058519101e-17,1.0770021664267332e-12,2.7194354604779646e-18,1.1615649725271216e-10,7.8554421043022883e-16,1.4045363698933855e-11,2.4985936033926431e-08,1.8160278198804333e-07
1.0995046083188414e-06,0.8159727808302273,154.0,0.0,0.0,0.0,0.98675669283995171,0.99999978323946725,18.997112817126538,0.0020364806841345882,0.0041873781755038045,0.0018744272847421512,0.002069045193799864,3.0800374849111851e-09,1.9013420985635986e-10,0.00012577712828078306,2.4912842792353859e-14,0.00010529147697927756,2.0852874911644208e-05,7.5827162182322241e-11,0.0014666397662713101,4.6878858825395146e-13,1.1378502786398627e-07,7.2822275557718694e-05,7.518820654055377e-05,3.6602409920772771e-08,2.6710790511643045e-08,0.00064037390502512696,2.6294912265243527e-08,3.7430321115352922e-08,3.7693858916459653e-08,0.00064154384976058195,0.00012608728352976712,2.9314866338645063e-05,8.3705882082252179e-14,2.0912517923493122e-09,2.4280751497988399e-09,2.0997413385697807e-06,1.8176193827579778e-09,3.5843753906760826e-11,5.2087073080740425e-13,3.9087278383245504e-08,2.8009618362961083e-09,7.0242357271543291e-08,6.238162800642044e-08,2.7452449572752254e-09,1.4556198690246534e-07,1.5749348930458955e-08,9.3438834320226232e-09,5.4556569907422666e-16,1.0512118371530652e-08,1.0807802105205338e-08,8.8058392498720575e-11,9.7095783632376885e-11,3.3350824885067479e-15,1.8536923285945166e-14,1.343262464081973e-10,9.6344513586353404e-18,1.7809413042416834e-13,1.0760421107567414e-14,9.5027916395667144e-11,1.1822979288560123e-13,1.0063356025860881e-13,2.548227060414779e-13,5.3179068547384816e-18,6.2023762831428297e-19,1.1071549204581284e-13,7.1453774668857388e-23,1.6100933730565867e-17,1.2077424336727018e-12,2.9754938559541408e-18,1.2995020980288137e-10,8.7882845842010952e-16,1.6427119899113867e-11,2.6385918162592308e-08,1.9037461544883248e-07
1.1263010524115607e-06,0.8159724650131436,154.0,0.0,0.0,0.0,0.98643110607232032,0.99999977283427366,18.997034902340168,0.0020772146359173548,0.0042593623981733537,0.0019017121090118549,0.0020991709017639721,3.1329740400329863e-09,1.9007752278809499e-10,0.00012881961204221399,2.4904622638352017e-14,0.00010784194738104132,2.121127460042228e-05,7.6931220688261502e-11,0.0015327904682849475,4.7684568756896938e-13,1.1544378630891841e-07,7.5909803364759937e-05,7.8490639272169748e-05,3.8154142260573074e-08,2.7843177133253744e-08,0.00067988085395954089,2.9105768421451171e-08,4.1799040349735459e-08,4.2101215652853814e-08,0.00068207139291461352,0.00013047930661937089,3.1798072895663243e-05,8.8868153792237093e-14,2.1423300232112674e-09,2.487284959391999e-09,2.288784740257117e-06,1.9298342271882813e-09,3.9098749799971115e-11,5.5377770830908436e-13,4.1737235757826988e-08,2.9790028844876432e-09,7.6182560215368192e-08,6.7666601415307932e-08,2.9960116969267544e-09,1.600127116629085e-07,1.724777806259795e-08,1.0604680199110621e-08,5.9540086341095726e-16,1.1928380874822171e-08,1.2071430879969432e-08,9.6130162465535283e-11,1.0600027902078508e-10,3.6407893114395069e-15,2.0269913820806709e-14,1.4688701689766669e-10,1.0445067652473029e-17,1.8246429616421486e-13,1.102446986239261e-14,9.9617966648604367e-11,1.2394008672292107e-13,1.0549398765927249e-13,2.6713005726835877e-13,5.8056033880627383e-18,6.5019368074663634e-19,1.1604674395006109e-13,7.4894468154744368e-23,1.6876237470657714e-17,1.3500804885689313e-12,3.2483715272254511e-18,1.4495070708085691e-10,9.8027396178738164e-16,1.9131561578478256e-11,2.7827737791482143e-08,1.9933798945456581e-07
1.15309749650428e-06,0.8159721482474029,154.0,0.0,0.0,0.0,0.98610570975545697,0.99999976219632225,18.996956633582883,0.0021175762585317419,0.0043298049049879956,0.0019281087299207514,0.0021283153096623717,3.1847761412730355e-09,1.900208702332774e-10,0.00013186100649751326,2.4896407292654219e-14,0.00011039167281991235,2.1561993636625849e-05,7.7999316132829873e-11,0.0016000346529255792,4.8473011993524022e-13,1.1704857293253992e-07,7.9031362061582127e-05,8.184008522543572e-05,3.9722967100077754e-08,2.8988037169999969e-08,0.00072061092786849287,3.2121646781503687e-08,4.6538891894946635e-08,4.6884151286932103e-08,0.00072383691296871067,0.00013484874039510823,3.4407261080222299e-05,9.4190177615339337e-14,2.1933933347922822e-09,2.5464735686085058e-09,2.4888772244663589e-06,2.0455265748889239e-09,4.254588595338323e-11,5.8769000707043452e-13,4.4476624496965408e-08,3.1625363035704492e-09,8.2427120992910086e-08,7.3222914106620589e-08,3.2611189679721574e-09,1.7543756781610465e-07,1.8836388386786672e-08,1.1992537814898203e-08,6.4808593819477661e-16,1.3487133432308917e-08,1.3442730202389609e-08,1.0471769703210894e-10,1.1547401205804065e-10,3.9660300103244359e-15,2.2115965806278063e-14,1.6026744940117456e-10,1.1306806636788108e-17,1.8687822430127941e-13,1.1291162541079916e-14,1.043191373825678e-10,1.2978858649235519e-13,1.1047205173638094e-13,2.79735280525383e-13,6.3244768961570462e-18,6.8087475272169596e-19,1.2150679082116315e-13,7.841828358111478e-23,1.7670271374381655e-17,1.504652212708919e-12,3.5386934485410458e-18,1.6122599512011685e-10,1.0903406324122725e-15,2.2191526469397418e-11,2.9311274140441052e-08,2.0849240453168242e-07
1.1798939405969994e-06,0.8159718305387271,154.0,0.0,0.0,0.0,0.98578051474791872,0.99999975132622743,18.996878016508813,0.0021575687907868122,0.0043987194877792429,0.0019536302968905447,0.0021564929583064597,3.23545394405473e-09,1.8996425428366789e-10,0.00013490131228188152,2.4888197029433796e-14,0.00011294065351463256,2.1905100775176877e-05,7.9031981413300519e-11,0.001668347575835355,4.9244343101654456e-13,1.1860018542419815e-07,8.2185058766190482e-05,8.5235000736206824e-05,4.1307932774757948e-08,3.0144676137329782e-08,0.00076255217116152636,3.5349716356394609e-08,5.166910049086001e-08,5.2062262607374885e-08,0.00076682297179024909,0.00013919153613312283,3.7143610582753323e-05,9.9670389193742716e-14,2.2444417313697327e-09,2.605640989589463e-09,2.7002776682447689e-06,2.1646625143478467e-09,4.6189744671414986e-11,6.2259347043525222e-13,4.7304420939583347e-08,3.3514865609753286e-09,8.8979572720471828e-08,7.9053734017827002e-08,3.540813026232373e-09,1.9186936686290361e-07,2.0516946221002315e-08,1.3515713490783447e-08,7.0366986213295237e-16,1.5197616538311568e-08,1.4927320854351522e-08,1.1383951574396853e-10,1.2553743193800773e-10,4.31150598861164e-15,2.4079248742480604e-14,1.7449778029146492e-10,1.222157384460118e-17,1.9134020571854248e-13,1.1560758400800513e-14,1.0913257066942074e-10,1.3577671127943106e-13,1.1556896037132914e-13,2.9264143446527499e-13,6.8756473752176829e-18,7.1228828899005461e-19,1.270969697598008e-13,8.2026083888547314e-23,1.8483229891206601e-17,1.6721027721879267e-12,3.847086284092749e-18,1.788456307184019e-10,1.2094988696998791e-15,2.5642059122139707e-11,3.0836374520529843e-08,2.1783739899588224e-07
1.2066903846897187e-06,0.8159715118943377,154.0,0.0,0.0,0.0,0.98545553106520967,0.9999997402245987,18.996799057022436,0.0021971954440362491,0.0044661211681285553,0.0019782906464255946,0.0021837191469230625,3.2850185084033206e-09,1.8990767686703934e-10,0.0001379405300627157,2.4879992101602216e-14,0.0001154888896984518,2.2240670895600322e-05,8.0029777221562486e-11,0.0017377047427733913,4.999873041618269e-13,1.2009946332022828e-07,8.5369033131654133e-05,8.8673865735291977e-05,4.290810398772187e-08,3.1312411495077521e-08,0.00080569160656248002,3.8796957203971532e-08,5.7209116471336106e-08,5.7655390900349067e-08,0.00081101106872892451,0.00014350388299187668,4.0008111612687043e-05,1.0530709073123089e-13,2.2954752175175096e-09,2.6647872351193068e-09,2.9232354180899614e-06,2.287205224635594e-09,5.0034742422510995e-11,6.5847307872174415e-13,5.0219513997734173e-08,3.5457733297444252e-09,9.5843038826607911e-08,8.5161863279562137e-08,3.8353200568076116e-09,2.0934054362063052e-07,2.2291089625180364e-08,1.5182650211547361e-08,7.6219758525510981e-16,1.7069277493374369e-08,1.6530895279009136e-08,1.235141658048916e-10,1.3621101854953126e-10,4.6779196973180032e-15,2.6163942458835151e-14,1.8960832116491928e-10,1.3191279898348791e-17,1.9585458940573792e-13,1.1833520210089155e-14,1.1405951893581304e-10,1.4190601743951788e-13,1.2078603828535646e-13,3.0585187359560239e-13,7.4602365025955246e-18,7.4444245441216944e-19,1.3281874584613655e-13,8.5718814613252109e-23,1.9315326082172442e-17,1.8530856751301639e-12,4.1741776387178744e-18,1.9788066919717937e-10,1.3382292072873655e-15,2.9520473153223337e-11,3.2402856069388267e-08,2.273725462686599e-07
1.233486828782438e-06,0.8159711923228502,154.0,0.0,0.0,0.0,0.98513076791897403,0.99999972889204125,18.996719761253093,0.0022364594023675959,0.0045320261058453713,0.0020021042341631409,0.0022100098580279089,3.333481731587032e-09,1.8985113975708769e-10,0.00014097866053706395,2.4871792741655745e-14,0.00011803638161829304,2.2568784545888231e-05,8.0993289290982896e-11,0.001808081927840511,5.0736355015106749e-13,1.2154728385230551e-07,8.8581458818995666e-05,9.2155184895705342e-05,4.452256254993229e-08,3.2490573187605234e-08,0.00085001531210063394,4.2470143455270195e-08,6.3178587085472662e-08,6.368359347678068e-08,0.00085638173996103583,0.0001477822058879142,4.3001568727750872e-05,1.1109846105462943e-13,2.3464937980888672e-09,2.7239123185755242e-09,3.1579901112869348e-06,2.4131151943407137e-09,5.4085126504633948e-11,6.9531302989477587e-13,5.322071248816916e-08,3.7453119283172726e-09,1.0302023908890767e-07,9.1549743561893391e-08,4.1448461694999548e-09,2.2788312265256183e-07,2.4160327575085394e-08,1.7001962879625124e-08,8.2371006800352973e-16,1.9111754897019853e-08,1.8259209758953815e-08,1.3376020005146593e-10,1.4751525814192407e-10,5.0659738008316659e-15,2.8374232135416988e-14,2.0562942273590253e-10,1.421783821349349e-17,2.0042577448614741e-13,1.2109713767093168e-14,1.1910134631833965e-10,1.4817820028146721e-13,1.2612472847271936e-13,3.193702519075645e-13,8.0793663040025089e-18,7.7734614279058239e-19,1.38673713677714e-13,8.949750487963188e-23,2.0166791843542696e-17,2.0482618300807903e-12,4.5205953121699878e-18,2.1840361018618201e-10,1.4770219463950926e-15,3.386641095774358e-11,3.4010507498910378e-08,2.3709745221347609e-07
1.2602832728751573e-06,0.8159708718341738,154.0,0.0,0.0,0.0,0.98480623375612175,0.99999971732915771,18.996640135530356,0.0022753638227921763,0.004596451509116169,0.0020250860688576541,0.0022353816845253256,3.3808562820132023e-09,1.8979464458203599e-10,0.00014401570442920415,2.4863599162870128e-14,0.00012058312953398236,2.2889527494877453e-05,8.1923125724742204e-11,0.0018794551902299038,5.1457409713397038e-13,1.229445579422516e-07,9.182054480889045e-05,9.5677488660653743e-05,4.6150408039408457e-08,3.3678504124862193e-08,0.00089550849670626969,4.6375827526758619e-08,6.9597327985178217e-08,7.0167115337541322e-08,0.00090291465504387688,0.00015202316252407855,4.6124605277306535e-05,1.1704256549296863e-13,2.3974974782005773e-09,2.7830162538807516e-09,3.4047715363304467e-06,2.5423504365528157e-09,5.8344972404599373e-11,7.3309681797343074e-13,5.630675228101657e-08,3.9500137483727439e-09,1.1051349691528467e-07,9.8219462535234874e-08,4.4695774757725216e-09,2.4752868745236895e-07,2.6126039711545075e-08,1.8982424217891183e-08,8.8824429652734005e-16,2.133486287595741e-08,2.0118076667375204e-08,1.4459615511703583e-10,1.5947061919709242e-10,5.4763703499028938e-15,3.0714303349897561e-14,2.2259143891532533e-10,1.5303162714253566e-17,2.0505820233540225e-13,1.2389607423390484e-14,1.2425952981224375e-10,1.5459509549442141e-13,1.3158659341511868e-13,3.3320052595079235e-13,8.7341578320352937e-18,8.110089843539748e-19,1.4466359866686053e-13,9.3363268237575717e-23,2.1037878095476325e-17,2.2582986080882296e-12,4.8869665597217584e-18,2.4048834148790365e-10,1.6263767761928853e-15,3.8721900750984264e-11,3.565909084671499e-08,2.470117525022451e-07
1.2870797169678766e-06,0.8159705504394048,154.0,0.0,0.0,0.0,0.984481936297667,0.99999970553654771,18.996560186360281,0.0023139118354356778,0.004659415546644158,0.0020472516485136628,0.0022598517592113351,3.4271555345963268e-09,1.8973819282819352e-10,0.00014705166248834206,2.4855411560254894e-14,0.00012312913371753813,2.3202990294851333e-05,8.2819914412069037e-11,0.0019518008895574614,5.2162098079520587e-13,1.2429222633614633e-07,9.508453655980978e-05,9.9239334157768882e-05,4.779075838320831e-08,3.4875560607145123e-08,0.00094215557413745207,5.0520325534654409e-08,7.6485294987280805e-08,7.7126361085355826e-08,0.00095058871040566489,0.00015622363967027219,4.9377668374587974e-05,1.2313736553784489e-13,2.448486263218295e-09,2.8420990554572199e-09,3.66379952983457e-06,2.6748666991217646e-09,6.2818181806336358e-11,7.7180730895085918e-13,5.9476303243455682e-08,4.1597866695349773e-09,1.1832474771253405e-07,1.0517276130551657e-07,4.8096802398526317e-09,2.6830835228992641e-07,2.8189476618458656e-08,2.1132950528611116e-08,9.5583331271143147e-16,2.3748575156633233e-08,2.2113356822609551e-08,1.5604052988545414e-10,1.7209752862221074e-10,5.9098099656176928e-15,3.3188337173370092e-14,2.4052469124243285e-10,1.6449165571971636e-17,2.0975634879953126e-13,1.2673471613779391e-14,1.2953566021911942e-10,1.6115868032463648e-13,1.3717331608327806e-13,3.4734695736909019e-13,9.4257298622546121e-18,8.4544135192943876e-19,1.5079025810516329e-13,9.7317303349444221e-23,2.192885493683297e-17,2.4838689119892719e-12,5.2739173625907225e-18,2.6421008119269808e-10,1.7868023823354603e-15,4.41314108646283e-11,3.7348343220339969e-08,2.5711511002473671e-07
1.313876161060596e-06,0.8159702281507349,154.0,0.0,0.0,0.0,0.9841578825771008,0.99999969351481011,18.996479920402546,0.002352106543729368,0.004720937262042554,0.0020686168988957023,0.0022834376867746095,3.4723935077477633e-09,1.8968178584986798e-10,0.00015008653548642906,2.4847230111295942e-14,0.0001256743944525157,2.3509267854847997e-05,8.3684300536333378e-11,0.0020250956998079301,5.2850633476180916e-13,1.2559125584203164e-07,9.8371717018155919e-05,0.0001028393060035797,4.9442750364954185e-08,3.6081112695423367e-08,0.00098994023501409643,5.4909703928832456e-08,8.3862556202629887e-08,8.4581867176187846e-08,0.00099938211954434604,0.00016038074877516422,5.2761034330564804e-05,1.2938072825630386e-13,2.4994601587430633e-09,2.901160738183539e-09,3.935283907966393e-06,2.8106176695505735e-09,6.7508481213856901e-11,8.1142681404271162e-13,6.2727975960123234e-08,4.3745354598291559e-09,1.2645554821898232e-07,1.1241104271342796e-07,5.1653010980331724e-09,2.9025273665402015e-07,3.0351760592344515e-08,2.3462587388241926e-08,1.026506257758436e-15,2.636300907096297e-08,2.4250951972343763e-08,1.681117643243025e-10,1.8541634836012001e-10,6.3669910377195557e-15,3.580050533577121e-14,2.594594338200809e-10,1.7657754975742278e-17,2.1452471656326144e-13,1.2961578395136563e-14,1.3493144289690978e-10,1.6787107450598631e-13,1.4288670072909761e-13,3.618141149061079e-13,1.0155197612144334e-17,8.8065436582399922e-19,1.570556820018164e-13,1.0136089453116393e-22,2.2840011767093704e-17,2.7256502560715153e-12,5.6820717111668485e-18,2.8964531817957143e-10,1.9588160445805734e-15,5.0141901216269847e-11,3.9077978525136036e-08,2.6740721235126597e-07
1.3406726051533153e-06,0.815969904981356,154.0,0.0,0.0,0.0,0.98383407897814101,0.99999968126454264,18.996399344448641,0.0023899510246019082,0.0047810364907075707,0.0020891981144343062,0.0023061574785362589,3.5165848022187289e-09,1.8962542487890646e-10,0.00015312032421609719,2.4839054977163317e-14,0.00012821891203340289,2.3808459026467955e-05,8.4516944183423917e-11,0.0020993166219415156,5.3523238129414793e-13,1.2684263573829752e-07,0.00010168040748663203,0.00010647601700270139,5.1105540061121772e-08,3.7294544529712532e-08,0.0010388455167653602,5.9549767353177887e-08,9.1749264616378029e-08,9.2554274594771723e-08,0.0010492724997517989,0.0001644918209881873,5.6274814482147881e-05,1.357704354313742e-13,2.5504191705988781e-09,2.9602013173537626e-09,4.2194244302810393e-06,2.9495551739643521e-09,7.2419421151899081e-11,8.5193716011457184e-13,6.606032821544771e-08,4.5941621610219021e-09,1.3490708667801803e-07,1.199353803875212e-07,5.5365673400904015e-09,3.1339194221134433e-07,3.2613886864381248e-08,2.5980495354351311e-08,1.1002884281152205e-15,2.9188409580239639e-08,2.6536797430110456e-08,1.8082821877959002e-10,1.9944735250664292e-10,6.8486089404236767e-15,3.8554965480458851e-14,2.7942581889540118e-10,1.8930832944440852e-17,2.1936782770505934e-13,1.3254200996591308e-14,1.404486983169052e-10,1.7473454095037864e-13,1.4872867347330553e-13,3.7660687589311687e-13,1.0923671487833932e-17,9.1665989744577851e-19,1.6346199369774917e-13,1.0549541214854523e-22,2.377165737566533e-17,2.9843238590776615e-12,6.1120509037742438e-18,3.1687175115401953e-10,2.1429432245135058e-15,5.6802871888629091e-11,4.0847689168252924e-08,2.7788776925720851e-07
1.3674690492460346e-06,0.815969580945363,154.0,0.0,0.0,0.0,0.98351053127172938,0.99999966878634294,18.996318465400861,0.0024274483286717157,0.0048397337793490008,0.0021090119016298325,0.0023280294900203586,3.5597445419166063e-09,1.8956911102645666e-10,0.00015615302948871008,2.4830886303671221e-14,0.00013076268676506371,2.4100666203422306e-05,8.5318518053569102e-11,0.0021744409951996602,5.4180142228145838e-13,1.2804737435747238e-07,0.00010500896835635534,0.0001101481087456931,5.2778303208816973e-08,3.8515254597539293e-08,0.0010888538713381356,6.4446047734872979e-08,1.0016563119120019e-07,1.0106430202645318e-07,0.0011002369552264453,0.00016855440165957597,5.9918961357358742e-05,1.4230419240922293e-13,2.6013633048212193e-09,3.0192208086387253e-09,4.5164107941029548e-06,3.0916293697292029e-09,7.7554375911994341e-11,8.9331975717694689e-13,6.9471871226584698e-08,4.8185664582752256e-09,1.4368019374791467e-07,1.277465284578617e-07,5.923587247531381e-09,3.3775553221011581e-07,3.497672524038912e-08,2.869593574909112e-08,1.1772013426932153e-15,3.223513338898661e-08,2.8976854883095982e-08,1.9420815380308092e-10,2.1421070501722168e-10,7.3553552684180023e-15,4.1455856525285477e-14,3.0045386321169986e-10,2.0270293187882192e-17,2.2429021642859995e-13,1.3551613380339117e-14,1.4608936243196816e-10,1.8175148620351711e-13,1.547012826932366e-13,3.9173042723050593e-13,1.1732255863096876e-17,9.5347057169337208e-19,1.7001145026044474e-13,1.0972231287207055e-22,2.4724119999299567e-17,3.260573752941568e-12,6.5644728634920116e-18,3.4596822636110316e-10,2.3397171443124488e-15,6.4166408760757134e-11,4.2657147732556425e-08,2.8855651031624725e-07
1.394265493338754e-06,0.8159692560576736,154.0,0.0,0.0,0.0,0.98318724465216834,0.99999965608080987,18.996237290252555,0.0024646014804398219,0.0048970503083331941,0.0021280751251404489,0.002349072361317268,3.6018883167392286e-09,1.8951284529239362e-10,0.00015918465213252589,2.4822724221852798e-14,0.00013330571896222644,2.438599493442711e-05,8.6089705275913229e-11,0.002250446507154467,5.4821583053853085e-13,1.2920649578360764e-07,0.00010835579970886476,0.00011385425211002392,5.4460235508082541e-08,3.9742655954499769e-08,0.0011399472305349424,6.9603794596240295e-08,1.0913189855935357e-07,1.1013271959177308e-07,0.0011522521564675322,0.00017256624438660191,6.369327512029749e-05,1.4897963663630879e-13,2.6522925676465047e-09,3.0782192280495919e-09,4.8264226574862448e-06,3.2367889313427304e-09,8.2916543809505027e-11,9.3555566286186408e-13,7.2961075617782773e-08,5.0476460335914709e-09,1.5277535404332142e-07,1.3584493183660584e-07,6.3264504831598232e-09,3.6337251324525385e-07,3.7441022122840223e-08,3.1618256581070261e-08,1.25726282028724e-15,3.5513633217602117e-08,3.1577105388465426e-08,2.082697105790638e-10,2.2972643807517851e-10,7.8879170955350089e-15,4.450729414623129e-14,3.2257341524820275e-10,2.1678019024506947e-17,2.2929642200768221e-13,1.3854089815326226e-14,1.51855486861138e-10,1.8892446067181477e-13,1.6080669921614175e-13,4.0719026587712788e-13,1.2582047894587364e-17,9.9109976814660131e-19,1.7670644266959696e-13,1.1404313979677035e-22,2.5697747349097764e-17,3.5550859094616966e-12,7.0399514752515006e-18,3.7701467412162261e-10,2.5496783575546767e-15,7.2287226148444803e-11,4.4506008614771647e-08,2.9941318256852471e-07
1.4210619374314732e-06,0.8159689303339421,154.0,0.0,0.0,0.0,0.98286422377229254,0.99999964314854295,18.996155826069153,0.002501413478483172,0.0049530078169664725,0.0021464048564840887,0.0023693049604173988,3.6430321276027542e-09,1.894566285762045e-10,0.00016221519299097184,2.4814568849148617e-14,0.00013584800894901193,2.4664553550793781e-05,8.6831197331922672e-11,0.0023273112025492637,5.5447804143697698e-13,1.3032103672459758e-07,0.00011171934179433153,0.00011759314766867491,5.6150552862015366e-08,4.097617639945312e-08,0.0011921070688707249,7.5027966576141075e-08,1.1866831536413216e-07,1.1978032320495276e-07,0.0012052944158724244,0.00017652530467247174,6.7597410240595804e-05,1.5579434587295714e-13,2.7032069655023797e-09,3.137196591903569e-09,5.1496296887487872e-06,3.3849812292728151e-09,8.8508947916384887e-11,9.7862564381653447e-13,7.6526377128990463e-08,5.2812969026202201e-09,1.6219271820681467e-07,1.4423073697450858e-07,6.7452285264739579e-09,3.9027131929559558e-07,4.0007402878686355e-08,3.4756878663492209e-08,1.3404870661026328e-15,3.9034442298182205e-08,3.434354257389998e-08,2.2303089201299811e-10,2.4601443118785457e-10,8.4469762585052408e-15,4.7713366398543819e-14,3.4581412345606381e-10,2.3155881362710843e-17,2.3439098198558711e-13,1.4161904466351032e-14,1.5774923889636916e-10,1.9625615862802132e-13,1.6704721632400434e-13,4.2299219886234338e-13,1.3474136376942583e-17,1.0295616210956232e-18,1.8354949579696874e-13,1.1845952242919368e-22,2.6692906607573872e-17,3.868547387051113e-12,7.5390959452390253e-18,4.1009204434349941e-10,2.7733743130922771e-15,8.1222706422864762e-11,4.6393909622568309e-08,3.104575482692517e-07
