Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620)
7.374016129734033e-09,0.5207020222785168,154.0,0.0,0.0,0.0,0.99895874572012233,1.0,18.999848968383176,0.0001069871167754318,0.00042472414119876191,0.00027719721326453469,0.00014874209920300279,2.6805946460333867e-10,7.3878664795352143e-09,3.6618793947119367e-05,4.0056841937657675e-12,4.0666985914895609e-05,1.7831096985040752e-06,3.1569600670267592e-12,3.5793374852327749e-06,2.4474689659427398e-14,5.7181844509889143e-08,5.4678117018288446e-07,5.4724190992607109e-07,2.7521978658284917e-10,1.8540246644925928e-10,2.9513435657985567e-07,1.9881334556428409e-14,1.9427255414021928e-14,1.9436487370513706e-14,4.8261165708235555e-08,4.5730378765435982e-07,1.110981803233347e-10
7.774405762253746e-09,0.5207019978734773,154.0,0.0,0.0,0.0,0.99890209365536886,1.0,18.999840651761129,0.00011277502204477856,0.00044773982076743243,0.00029208471583081451,0.00015690286380774641,2.8258542012355278e-10,7.3874866590705597e-09,3.860607309633741e-05,4.0054570271096091e-12,4.2874203672478761e-05,1.8797580579985269e-06,3.3301673063485132e-12,3.9781764358592053e-06,2.5801270193654238e-14,6.0414087089526948e-08,6.1033112317076188e-07,6.1084544039698202e-07,3.0720821198740684e-10,2.0695444025712529e-10,3.3023633450826446e-07,2.6134410274590673e-14,2.5569871338055224e-14,2.5582706309824119e-14,5.6537621580432829e-08,5.0814217316937328e-07,1.3709656199854097e-10
8.575185027293172e-09,0.5207019491139944,154.0,0.0,0.0,0.0,0.99878875494777264,1.0,18.999824017010027,0.00012434429110700788,0.00049375606770338189,0.00032184303192511375,0.00017321520075737047,3.1162775917307854e-10,7.3867267550688908e-09,4.2580256729149945e-05,4.0050025551427199e-12,4.728829906768789e-05,2.0729910923918037e-06,3.676386684896928e-12,4.8388984763397419e-06,2.8453557137133041e-14,6.6874969173370891e-08,7.4790815650233735e-07,7.485384841485292e-07,3.764589074295557e-10,2.5361205819713177e-10,4.0707680182798911e-07,4.3324523450127754e-14,4.2496076226114522e-14,4.2519682968349302e-14,7.581904894246365e-08,6.1783117977521171e-07,2.0248289473432699e-10
9.375964292332597e-09,0.5207019004215157,154.0,0.0,0.0,0.0,0.99867537040693855,1.0,18.999807380110134,0.00013590484240122986,0.00053975185771023507,0.00035157880887515724,0.00018951512406760289,3.4065714160816295e-10,7.385966502304306e-09,4.6553940660500874e-05,4.0045478993892628e-12,5.1701940811674841e-05,2.2661379234771847e-06,4.0223425915394265e-12,5.7836327078694719e-06,3.1104660867252161e-14,7.3330985007341865e-08,8.9944596629531444e-07,9.0020411494133754e-07,4.5273698915916782e-10,3.0500493402593583e-10,4.9299604080247585e-07,6.8533679736789433e-14,6.7393345244549759e-14,6.74343939707878e-14,9.9042080880129377e-08,7.3819448973687737e-07,2.8884350741013341e-10
9.999999999999999e-09,0.5207018517954926,154.0,0.0,0.0,0.0,0.99858697990631762,1.0,18.999794413617533,0.00014490777227487491,0.00057558129299556274,0.00037473562317097523,0.00020220869152690407,3.63270187824071e-10,7.3853738080625357e-09,4.9650228568220104e-05,4.0041934661525219e-12,5.5141113401939707e-05,2.4165937003778401e-06,4.2917558001377897e-12,6.5780585779022567e-06,3.3169793746305758e-14,7.8358642997977837e-08,1.0272091866402203e-06,1.0280751363209024e-06,5.170479429647211e-10,3.4833522852756516e-10,5.6642300569118641e-07,9.5332216723276727e-14,9.3930620813571739e-14,9.3991757513975587e-14,1.2010570705618764e-07,8.3938527242628172e-07,3.7327759392638296e-10
1.0176743557372023e-08,0.5207018517954926,154.0,0.0,0.0,0.0,0.99856194035803891,1.0,18.9997907408945,0.00014745668096867445,0.00058572682244593813,0.00038129170287969213,0.00020580244537832891,3.6967333496120615e-10,7.3852059031779592e-09,5.0527124714767843e-05,4.0040930611531314e-12,5.6115128716129058e-05,2.459197004529575e-06,4.3680310284477341e-12,6.8123225482263925e-06,3.3754560153900572e-14,7.978205957293185e-08,1.0649339374056495e-06,1.0658317238048164e-06,5.3603709726491557e-10,3.6112945614679175e-10,5.8826986343604557e-07,1.0426876442612387e-13,1.0279299595038502e-13,1.0286111721659206e-13,1.2657037240548912e-07,8.6922125875166276e-07,4.0023571839481494e-10
1.0977522822411449e-08,0.5207018032353768,154.0,0.0,0.0,0.0,0.99844846512636509,1.0,18.999774099196603,0.00015899981185113891,0.0006316805940957675,0.0004109813709633973,0.00022207697678320961,3.9867610709728261e-10,7.3844449600919101e-09,5.4499808717624837e-05,4.0036380417386958e-12,6.0527862594139297e-05,2.6521667910372027e-06,4.7134480074246899e-12,7.9249107436027468e-06,3.6403233797346985e-14,8.6228118242228713e-08,1.2443612903520213e-06,1.2454105401686225e-06,6.2635378911612282e-10,4.2198195722405685e-10,6.9317373427716834e-07,1.5350262111412601e-13,1.5171191669581462e-13,1.5182059278914749e-13,1.5876682743825526e-07,1.0109001506771487e-06,5.4107192495477428e-10
1.1778302087450874e-08,0.5207017547406209,154.0,0.0,0.0,0.0,0.99833494503731401,1.0,18.999757454850375,0.00017053424009098907,0.00067761280538598692,0.00044064747099122612,0.00023833853083776707,4.2766522622276574e-10,7.3836836754490199e-09,5.8471992496042616e-05,4.0031828424507543e-12,6.4940142260193207e-05,2.8450457407589968e-06,5.0585895500758517e-12,9.1213393699987977e-06,3.9050660629027383e-14,9.2669086917254442e-08,1.4377170813270805e-06,1.4389296321159389e-06,7.2368153936823425e-10,4.875587141867553e-10,8.0798275979261676e-07,2.1971063943004521e-13,2.1769469626797634e-13,2.1786231613027161e-13,1.9599358399060786e-07,1.1632193389061122e-06,7.1611855241834137e-10
1.25790813524903e-08,0.5207017063106774,154.0,0.0,0.0,0.0,0.99822138041637776,1.0,18.999740807690156,0.0001820599707311601,0.00072352308959747072,0.00047028966168260653,0.00025458692056751361,4.5664046089392749e-10,7.3829220516528837e-09,6.2443675878289071e-05,4.0027274645944831e-12,6.9351967530176833e-05,3.0378323137818103e-06,5.403451687982032e-12,1.0401549834640507e-05,4.1696819512330499e-14,9.910489155119253e-08,1.644990202833139e-06,1.6463779072598524e-06,8.2801474028269749e-10,5.5785594844453259e-10,9.3297167776286145e-07,3.0690666134075372e-13,3.0485562058532478e-13,3.051067114274297e-13,2.3861199941697573e-07,1.3261665077857752e-06,9.3049496677072274e-10
1.3379860617529726e-08,0.5207016579449997,154.0,0.0,0.0,0.0,0.99810777158912822,1.0,18.999724157550773,0.00019357700881515697,0.00076941108057929379,0.00049990760262595322,0.00027082195947566876,4.8560158002552148e-10,7.3821600911077142e-09,6.6414858693929592e-05,4.0022719094753769e-12,7.3763338221374415e-05,3.2305249725775225e-06,5.7480304628630834e-12,1.1765482877421123e-05,4.4341689343381537e-14,1.0553545805375956e-07,1.8661693839434759e-06,1.8677441132431689e-06,9.3934770185837453e-10,6.328698259762838e-10,1.068414846699507e-06,4.1967821265123957e-13,4.1792053389776142e-13,4.1828718263710769e-13,2.8698263572994374e-07,1.4997288540811636e-06,1.1896723508322413e-09
1.4180639882569151e-08,0.520701609643041,154.0,0.0,0.0,0.0,0.99799411888120759,1.0,18.999707504267494,0.00020508535938705522,0.00081527641276228342,0.0005295009542930206,0.00028704346155092851,5.1454835289933881e-10,7.3813977962182637e-09,7.0385540773827327e-05,4.001816178399217e-12,7.8174254152467518e-05,3.4231221820599705e-06,6.0923219267428085e-12,1.3213078572367273e-05,4.6985249051823688e-14,1.1196071259157457e-07,2.1012431901786668e-06,2.1030168378510055e-06,1.0576746517690092e-09,7.1259645728776012e-10,1.2145862352861495e-06,5.6322104618152224e-13,5.6226855837402913e-13,5.6279203637799577e-13,3.4146524498524856e-07,1.6838930884836789e-06,1.4994725431298549e-09
1.4981419147608575e-08,0.5207015614042557,154.0,0.0,0.0,0.0,0.997880422618314,1.0,18.999690847676067,0.0002165850274915012,0.00086111872117253544,0.00055906937805303694,0.00030325124127534458,5.4348054917274209e-10,7.3806351693897285e-09,7.4355721950143414e-05,4.001360272672006e-12,8.2584715143534676e-05,3.6156224096417287e-06,6.4363221421161737e-12,1.4744276329129749e-05,4.9627477601597392e-14,1.1838058167072919e-07,2.350200023608684e-06,2.3521845093474188e-06,1.1829897354144084e-09,7.9703189744598595e-10,1.3717594118438716e-06,7.4337299635866058e-13,7.4397366828606982e-13,7.4470627302138189e-13,4.0241875473795528e-07,1.8786454371651851e-06,1.8660668392258118e-09
1.5782198412648e-08,0.5207015132280984,154.0,0.0,0.0,0.0,0.99776668312618999,1.0,18.99967418761268,0.00022807601817371217,0.00090693764144488963,0.00058861253618686181,0.00031944511363207523,5.7239793888717369e-10,7.3798722130276558e-09,7.8325402056337258e-05,4.0009041935999235e-12,8.699472101605078e-05,3.8080241252907169e-06,6.7800271821138301e-12,1.635901489449869e-05,5.2268353991717365e-14,1.2479499196353129e-07,2.6130281232185259e-06,2.6152353970738807e-06,1.3152870161043609e-09,8.861721462033352e-10,1.5402075338221175e-06,9.6664716107578472e-13,9.6984611777251196e-13,9.7085324478022205e-13,4.7020125357044049e-07,2.0839716433768869e-06,2.295974756105862e-09
1.6582977677687427e-08,0.5207014651140245,154.0,0.0,0.0,0.0,0.99765290073060975,1.0,18.999657523914017,0.00023955833647947678,0.0009527328098363671,0.00061813009190110645,0.0003356248941130576,6.0130029247664145e-10,7.3791089295378539e-09,8.2294580927166474e-05,4.00044794248928e-12,9.1404271592886209e-05,4.0003258015866622e-06,7.1234331306649503e-12,1.8057232353942805e-05,5.4907857257047629e-14,1.3120387025263781e-07,2.8897155651653418e-06,2.8921576119372679e-06,1.4545604751879166e-09,9.8001314808468933e-10,1.7202033373156136e-06,1.2402644264947593e-12,1.2474737210363618e-12,1.2488361794612066e-12,5.4516997669271595e-07,2.2998569690922235e-06,2.7960627602618066e-09
1.7383756942726852e-08,0.5207014170614893,154.0,0.0,0.0,0.0,0.99753907575736667,1.0,18.999640856417258,0.0002510319874551544,0.00099850386323956618,0.00064762170934212987,0.00035179039872669515,6.3018738077617788e-10,7.3783453213262994e-09,8.6263258398687102e-05,3.9999915206464611e-12,9.5813366698306362e-05,4.1925259137773835e-06,7.4665360826603879e-12,1.9838866133172442e-05,5.754596646907396e-14,1.3760714353759647e-07,3.1802502628821154e-06,3.1829391067424263e-06,1.6008040121053779e-09,1.0785507924223816e-09,1.9120191266082829e-06,1.572185342192908e-12,1.5852629825160187e-12,1.5870795673746195e-12,6.27681291616373e-07,2.5262861966935105e-06,3.373542959697495e-09
1.8184536207766278e-08,0.5207013690699495,154.0,0.0,0.0,0.0,0.99742520853226191,1.0,18.999624184960044,0.00026249697614767558,0.0010442504391960164,0.00067708705360996157,0.00036794144400550331,6.590589750302691e-10,7.3775813907990481e-09,9.0231434308253678e-05,3.9995349293778813e-12,0.00010022200615797065,4.384622939834871e-06,7.8093321441149482e-12,2.1703852999726705e-05,6.018266073667372e-14,1.4400473907930444e-07,3.4846199672516524e-06,3.4875676765932093e-06,1.754011444475687e-09,1.1817809134150397e-09,2.1159267637451647e-06,1.9711413505957845e-12,1.9924800741941371e-12,1.9948704085892425e-12,7.180906839036817e-07,2.763243630702279e-06,4.0359717599033064e-09
1.8985315472805703e-08,0.5207013211388619,154.0,0.0,0.0,0.0,0.99731129938109064,1.0,18.999607509380532,0.00027395330760454103,0.0010899721759094886,0.00070652579077217187,0.00038407784701369001,6.8791484690126278e-10,7.3768171403621424e-09,9.4199108494519152e-05,3.9990781699899352e-12,0.00010463018979893184,4.5766153605112311e-06,8.1518174323282924e-12,2.3652129064584395e-05,6.2817919206883752e-14,1.5039658434228283e-07,3.8028122668908128e-06,3.8060309594019813e-06,1.9141765082393623e-09,1.2896992902239506e-09,2.332197658133246e-06,2.4466653770858905e-12,2.4792916576090472e-12,2.482399318074207e-12,8.1675274299311802e-07,3.0107130995531193e-06,4.7912484839747325e-09
1.978609473784513e-08,0.5207012732676843,154.0,0.0,0.0,0.0,0.99719734862963072,1.0,18.999590829517359,0.00028540098687382176,0.0011356687122592627,0.00073593758787765919,0.00040019942535470183,7.1675476847774343e-10,7.3760525724215175e-09,9.8166280797434778e-05,3.9986212437889452e-12,0.00010903791744963503,4.7685016593944102e-06,8.4939880760450849e-12,2.5683629783798755e-05,6.5451721065665174e-14,1.5678260696904355e-07,4.134814588411114e-06,4.1383164363736133e-06,2.0812928577895222e-09,1.4023016470613682e-09,2.5611027561720715e-06,3.0091217897145841e-12,3.0568055484085776e-12,3.0608014864916088e-12,9.2402114810239942e-07,3.2686779574106248e-06,5.6476139572028651e-09
2.138765326792398e-08,0.5207011777028915,154.0,0.0,0.0,0.0,0.99696932362879742,1.0,18.99955745629719,0.00030827040904475778,0.0012269847428415456,0.00079467903510262487,0.00043239738119009452,7.7438585128268434e-10,7.3745224936518188e-09,0.00010609911911951296,3.9977068961724909e-12,0.00011785200410100397,5.1519498406448641e-06,9.1773700031460212e-12,2.9996043744917426e-05,7.0714871891974059e-14,1.6953689601826953e-07,4.8401981947608328e-06,4.8443031166560857e-06,2.4363536247111602e-09,1.6415409233474464e-09,3.0578969718432625e-06,4.4406202732384711e-12,4.5333197328712711e-12,4.5397335913947174e-12,1.1657870783241706e-06,3.8160248967658254e-06,7.6982731327728759e-09
2.2829055944994944e-08,0.5207010918940412,154.0,0.0,0.0,0.0,0.99676396212247576,1.0,18.99952740414075,0.00032882334917095144,0.0013090793766557761,0.00084745088302051275,0.00046132302258312084,8.2619699841408029e-10,7.373144361027434e-09,0.00011323695558929686,3.9968834259189498e-12,0.00012578312090798946,5.4966751146138723e-06,9.7912990568697539e-12,3.4161183772912043e-05,7.544651804198091e-14,1.8099512139539604e-07,5.5221442700133805e-06,5.5268342515928706e-06,2.7796163875389377e-09,1.8728314666261567e-09,3.5509290320581306e-06,6.1482998529464814e-12,6.3045161287234538e-12,6.3140466809803553e-12,1.4163390987293594e-06,4.3443547378918375e-06,9.9792018397160508e-09
2.427045862206591e-08,0.5207010062708931,154.0,0.0,0.0,0.0,0.99655847089562744,1.0,18.999497335619491,0.00034934833474293712,0.0013910867774096028,0.00090013031339171781,0.0004901978208587288,8.7795294247390357e-10,7.3717652370938551e-09,0.00012037316352727609,3.9960594354987144e-12,0.00013371275770205371,5.8410331061987801e-06,1.0404148996513114e-11,3.8594938137671764e-05,8.0173122930412775e-14,1.9243336633804502e-07,6.2486318948229929e-06,6.2539474886787536e-06,3.1452989146056004e-09,2.1192291049820775e-09,4.0890874187725824e-06,8.3398648644823023e-12,8.5896179351893089e-12,8.6034352874770191e-12,1.7002330237106205e-06,4.9064092877692419e-06,1.2731270829520885e-08
2.5711861299136873e-08,0.5207009208303087,154.0,0.0,0.0,0.0,0.99635285184594924,1.0,18.999467249811303,0.00036984539522155681,0.0014730048652037699,0.000952715421716315,0.0005190207327574756,9.2965237078818846e-10,7.3703851358668983e-09,0.0001275077420469678,3.9952349325212873e-12,0.00014164091353290086,6.1850150814987144e-06,1.1015897679532294e-11,4.3296906961875834e-05,8.4894566677087876e-14,2.0385121703758868e-07,7.0195819155892421e-06,7.025564213028987e-06,3.5333612659244662e-09,2.3807069260773159e-09,4.6739341947222239e-06,1.1109548913812632e-11,1.1492736771482301e-11,1.1512338187548369e-11,2.0194967696479162e-06,5.502074573986315e-06,1.6014689470705015e-08
2.7153263976207837e-08,0.5207008355691579,154.0,0.0,0.0,0.0,0.99614710686998476,1.0,18.999437145799849,0.00039031456007354636,0.0015548315682720546,0.0010052043148677282,0.00054779072126761002,9.812939758152885e-10,7.3690040713540697e-09,0.00013464069027549727,3.9944099245915417e-12,0.00014956758746476423,6.5286123407593811e-06,1.1626523095986869e-11,4.8266683631608267e-05,8.9610729870515516e-14,2.1524826206171278e-07,7.8349134991467164e-06,7.8416042029890357e-06,3.9437626560675361e-09,2.6572374478902856e-09,5.3070257462524626e-06,1.4562493047369755e-11,1.5131051090492799e-11,1.5158325042882644e-11,2.3761476013725439e-06,6.1312318050170803e-06,1.9893127115339539e-08
2.85946666532788e-08,0.5207007504843187,154.0,0.0,0.0,0.0,0.99594123786289712,1.0,18.999407022674589,0.00041075585877150368,0.0016365648232235213,0.0010575951113392388,0.00057650675576007785,1.0328764552988592e-09,7.3676220575529387e-09,0.00014177200735358814,3.9935844193088182e-12,0.0001574927785763809,6.8718162193909579e-06,1.2236003371405235e-11,5.3503854831166606e-05,9.4321493581866983e-14,2.2662409250629348e-07,8.6945441384310366e-06,8.7019856397114382e-06,4.3764614570151728e-09,2.9487926206357679e-09,5.9899125931819489e-06,1.8815211397863019e-11,1.9635545993907815e-11,1.9672843984771129e-11,2.7721918798938775e-06,6.7937574115637663e-06,2.4433680581655916e-08
3.003606933034977e-08,0.5207006655726781,154.0,0.0,0.0,0.0,0.99573524671824332,1.0,18.999376879530942,0.00043116932079384978,0.0017182025752828711,0.0011098859414874573,0.00060516781212184621,1.0843985124196465e-09,7.3662391084495289e-09,0.0001489016924355521,3.9927584242660185e-12,0.00016541648596096541,7.214618088978029e-06,1.2844316769614456e-11,5.9008000578648018e-05,9.9026739378837571e-14,2.3797830208978708e-07,9.5983896584742849e-06,9.6066251169999822e-06,4.8314152011717877e-09,3.2553438287968955e-09,6.7241392000042136e-06,2.399603761893707e-11,2.5151746831305706e-11,2.5201963414961597e-11,3.2096248131970527e-06,7.489523089264698e-06,2.970684051362116e-08
3.147747200742073e-08,0.5207005808311326,154.0,0.0,0.0,0.0,0.99552913532775134,1.0,18.999346715470384,0.00045155497562478583,0.0017997427785288508,0.0011620749477727719,0.00063377287288753851,1.1358588559460146e-09,7.3648552380165388e-09,0.00015602974468927562,3.9919319470487119e-12,0.00017333870872618108,7.5570093582811083e-06,1.3451441695533953e-11,6.4778694262286531e-05,1.0372634933939423e-13,2.4931048712183205e-07,1.0546364222789348e-05,1.0555437651482168e-05,5.3085805845773764e-09,3.5768618932891637e-09,7.5112437884551457e-06,3.0245552897481048e-11,3.1840446576976406e-11,3.1907108003432044e-11,3.6904302101141864e-06,8.2183958427123173e-06,3.57864566636917e-08
3.29188746844917e-08,0.5207004962565877,154.0,0.0,0.0,0.0,0.99532290558109471,1.0,18.999316529600531,0.00047191285275424678,0.0018811833961306262,0.0012141602849965985,0.00066232092736934678,1.1872562003832207e-09,7.3634704602117388e-09,0.00016315616329620622,3.9911049952342307e-12,0.00018125944599411002,7.898981474229864e-06,1.4057356697932863e-11,7.0815502677552434e-05,1.0842020606540763e-13,2.606202465478435e-07,1.1538380339945442e-05,1.1548336692911033e-05,5.8079134702154863e-09,3.9133170736893726e-09,8.3527581515196787e-06,3.7716995465982095e-11,3.9878426736415226e-11,3.9965788641421164e-11,4.2165802373907894e-06,8.980238030791826e-06,4.2749702090505312e-08
3.436027736156266e-08,0.5207004118459593,154.0,0.0,0.0,0.0,0.99511655936567356,1.0,18.999286321035253,0.00049224298167784822,0.0019625224005820818,0.0012661401205354391,0.00069081097178519911,1.2385892661213909e-09,7.3620847889764193e-09,0.00017028094745133644,3.9902775763907831e-12,0.00018917869690122168,8.2405259229077092e-06,1.4662040472150483e-11,7.7117986064993019e-05,1.1310819269616635e-13,2.7190718206220472e-07,1.2574348870335048e-05,1.2585234134597698e-05,6.3293688914176323e-09,4.264679070529559e-09,9.2502074689133153e-06,4.6576652321152228e-11,4.9459171736705519e-11,4.9572326293279822e-11,4.790035179968443e-06,9.7749074132934002e-06,5.0677036310892818e-08
3.5801680038633625e-08,0.5207003275961734,154.0,0.0,0.0,0.0,0.99491009856639223,1.0,18.99925608889475,0.00051254539189683095,0.0020437577739339896,0.0013180126345717039,0.00071924200938511295,1.2898567795821125e-09,7.3606982382336398e-09,0.00017740409636318651,3.9894496980765833e-12,0.0001970964605983394,8.5816342305271001e-06,1.5265471862777815e-11,8.3685698148804714e-05,1.1779019292176462e-13,2.8317089814555858e-07,1.3654179033272841e-05,1.3666040324115685e-05,6.8729010554349468e-09,4.6309170277035967e-09,1.0205110124088567e-05,5.7004233554993108e-11,6.0793576678724945e-11,6.0938569620752889e-11,5.4127432045423326e-06,1.0602257198771791e-05,5.9652167428252811e-08
3.724308271570459e-08,0.5207002435041664,154.0,0.0,0.0,0.0,0.99470352506544313,1.0,18.999225832305708,0.00053282011291799888,0.0021248875080239742,0.0013697760203212185,0.00074761305057574915,1.3410574733636597e-09,7.3593108218866139e-09,0.00018452560925378536,3.9886213678389646e-12,0.00020501273625060594,8.9222979643958379e-06,1.5867629866301167e-11,9.0518186176126778e-05,1.2246609099636517e-13,2.9441100207292957e-07,1.4777778414376349e-05,1.4790664074227104e-05,7.4384633471518399e-09,5.0119995349695124e-09,1.1218977522813125e-05,6.9193229709092326e-11,7.4110648342572614e-11,7.4294606265974956e-11,6.0866401264447494e-06,1.1462136093623953e-05,6.9762013262106981e-08
3.8684485392775553e-08,0.5207001595668863,154.0,0.0,0.0,0.0,0.99449684074208677,1.0,18.999195550401335,0.00055306717425365455,0.0022059096047042357,0.0014214284842573354,0.00077592311304312768,1.3921900863848292e-09,7.3579225538172637e-09,0.00019164548535865027,3.9877925932135051e-12,0.00021292752303744687,9.2625087338741533e-06,1.6468493633706991e-11,9.7614990957049522e-05,1.2713577175133477e-13,3.0562710398390907e-07,1.5945052973135407e-05,1.595901267393758e-05,8.0260083328948235e-09,5.4078946305159946e-09,1.2293313913371799e-05,8.3351252423858384e-11,8.9658199307145556e-11,8.988946765167762e-11,6.8136491799199143e-06,1.2354388352364114e-05,8.109666149638643e-08
4.012588806984652e-08,0.520700075781292,154.0,0.0,0.0,0.0,0.99429004747243932,1.0,18.999165242321471,0.00057328660542152736,0.002286822076066947,0.0014729682463316416,0.000804171221873435,1.4432533640272566e-09,7.3565334478844627e-09,0.00019876372392676458,3.9869633817231735e-12,0.00022084082015253278,9.6022581913214965e-06,1.7068042473045618e-11,0.00010497564690532984,1.3179912060824226e-13,3.1681881695459612e-07,1.7155907050727711e-05,1.7170991899737544e-05,8.6354877643652983e-09,5.8185698036122953e-09,1.3429616208440915e-05,9.970035869818985e-11,1.0770353505996168e-10,1.0799182717113948e-10,7.5956807918474754e-06,1.3278853829071601e-05,9.3749328867357887e-08
4.156729074691748e-08,0.5206999921443535,154.0,0.0,0.0,0.0,0.99408314712925705,1.0,18.999134907212685,0.00059347843594470128,0.0023676229446672786,0.0015243935401911717,0.00083235640967191686,1.4942460582762599e-09,7.3551435179224204e-09,0.00020588032422055427,3.986133740877474e-12,0.00022875262680373986,9.941538033033699e-06,1.7666255851954729e-11,0.00011259968207980403,1.3645602359172009e-13,3.2798575702245969e-07,1.8410243378126044e-05,1.8426506027075564e-05,9.2668525827193621e-09,6.2439919973572261e-09,1.4629373808682564e-05,1.1847735909781961e-10,1.2853413398069504e-10,1.2889069164720881e-10,8.434632358968087e-06,1.4235368029984704e-05,1.0781631941379768e-07
4.3008693423988446e-08,0.520699908653054,154.0,0.0,0.0,0.0,0.9938761415817251,1.0,18.999104544228384,0.00061364269535153435,0.0024483102437440002,0.0015757026133920561,0.0008604777166798575,1.5451669278601885e-09,7.3537527777393445e-09,0.00021299528551586285,3.9853036781715806e-12,0.00023666294221310911,1.0280340000170238e-05,1.8263113400142486e-11,0.00012048661822648834,1.4110636734219142e-13,3.3912754322198598e-07,1.9707963084435961e-05,1.9725457842002827e-05,9.9200529227637763e-09,6.6841276115066066e-09,1.5894068428104184e-05,1.399341102664902e-10,1.5245832008898387e-10,1.5289608594625362e-10,9.3323880286602622e-06,1.5223762167211774e-05,1.2339698181382689e-07
4.445009610105941e-08,0.5206998253043877,154.0,0.0,0.0,0.0,0.9936690326952472,1.0,18.999074152528863,0.00063377941317557622,0.0025288820174375888,0.0016268937276095999,0.00088853419088956236,1.5960147383881438e-09,7.3523612411157167e-09,0.00022010860710192445,3.9844732010855107e-12,0.00024457176561680369,1.061865587967042e-05,1.8858594911827603e-11,0.00012863597082135692,1.4575003912844711e-13,3.5024379764984611e-07,2.1048965705442061e-05,2.1067748652966979e-05,1.0595038117257025e-08,7.1389425053713041e-09,1.7225173921229081e-05,1.6433779206997117e-10,1.7980592844516836e-10,1.8033973063124588e-10,1.0290818483317836e-05,1.6243863213531227e-05,1.40593665832336e-07
4.5891498778130374e-08,0.5206997420953625,154.0,0.0,0.0,0.0,0.99346182233123792,1.0,18.999043731281418,0.00065388861895548055,0.0026093363210058116,0.0016779651588447286,0.00091652488815733343,1.6467882624861066e-09,7.3509689218026313e-09,0.00022722028828133626,3.9836423170832914e-12,0.00025247909626506521,1.0956477505159157e-05,1.9452680348137189e-11,0.00013704724911378763,1.5038692686007804e-13,3.6133414551214648e-07,2.2433149192406778e-05,2.2453278302799531e-05,1.129175670133764e-08,7.6084020008010418e-09,1.8624156112123076e-05,1.9197116968163142e-10,2.1092896309232488e-10,2.1157571253810261e-10,1.1311780728377122e-05,1.729549395825261e-05,1.5951167790254367e-07
4.733290145520134e-08,0.5206996590229986,154.0,0.0,0.0,0.0,0.9932545123469152,1.0,18.999013279660428,0.00067397034223491345,0.0026896712210367009,0.0017289151976267092,0.00094444887231445046,1.6974862799315006e-09,7.3495758335205936e-09,0.00023433032837002815,3.9828110336121137e-12,0.00026038493342216856,1.1293796757842424e-05,2.0045349839462627e-11,0.00014571995617066648,1.550169190997638e-13,3.7239821515382887e-07,2.3860409921118614e-05,2.3881945180893924e-05,1.2010156417078288e-08,8.0924708852531632e-09,2.0092472625321787e-05,2.2313284090738585e-10,2.4620224742915412e-10,2.4698114816063219e-10,1.2397117884041841e-05,1.8378473064111083e-05,1.8025923586529464e-07
4.87743041322723e-08,0.5206995760843297,154.0,0.0,0.0,0.0,0.99304710459509682,1.0,18.998982796847422,0.00069402461256245682,0.0027698847956588927,0.0017797421492121441,0.00097230521527608528,1.7481075777859982e-09,7.3481819899578346e-09,0.00024143872669723246,3.9819793581015257e-12,0.00026828927636637467,1.1630605567390749e-05,2.0636583687770908e-11,0.00015465358892114054,1.5963990507540172e-13,3.8343563810461387e-07,2.5330642701152182e-05,2.5353646235536623e-05,1.275018421814655e-08,8.5911134149331333e-09,2.1631572718702267e-05,2.5813746904762245e-10,2.860240669063475e-10,2.8695683973231323e-10,1.3548658980751489e-05,1.9492615125166345e-05,2.0294742289034404e-07
5.021570680934327e-08,0.5206994932764029,154.0,0.0,0.0,0.0,0.9928396009239977,1.0,18.99895228203119,0.00071405145949150946,0.0028499751347492745,0.0018304443337802052,0.0010000929971481173,1.7986509505266308e-09,7.34678740476859e-09,0.00024854548260545064,3.9811472979626318e-12,0.00027619212438988302,1.1966895912811519e-05,2.1226362368871518e-11,0.00016384763820200907,1.6425577469208089e-13,3.9444604913149424e-07,2.6843740785346673e-05,2.6868276986398113e-05,1.3511786274575841e-08,9.1042933180091042e-09,2.3242897118341273e-05,2.9731600159299769e-10,3.3081680394243205e-10,3.3192792389634716e-10,1.476821875843665e-05,2.0637730725677059e-05,2.276901406044533e-07
5.165710948641423e-08,0.5206994105962792,154.0,0.0,0.0,0.0,0.99263200317702949,1.0,18.99892173440783,0.00073405091258018198,0.0029299403401378734,0.0018810200866239979,0.0010278113063318794,1.8491152001752658e-09,7.3453920915720419e-09,0.00025565059545041977,3.9803148605872628e-12,0.00028409347679878141,1.2302659823310707e-05,2.1814666534640213e-11,0.00017330158880374274,1.6886441854390571e-13,4.054290862756752e-07,2.8399595879521341e-05,2.8425731537202616e-05,1.4294907977655782e-08,9.6319737979073089e-09,2.4927877855401934e-05,3.4101587504560025e-10,3.8102756495778855e-10,3.823445128580507e-10,1.6057597469602966e-05,2.181362649992086e-05,2.5460406145143164e-07
