Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571),S(1345)
1.8660590995355782e-18,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999999931388,1.0,19.0,6.3208866366045715e-14,2.5405259726059899e-13,2.5405234889185566e-13,1.0642976511283182e-21,1.0557751868257396e-21,1.1479238027297739e-13,1.0110834627216613e-19,7.6313054403685972e-17,1.2773999460643921e-19,6.9530804282470851e-22,3.0148389390473671e-31,1.0536996296704038e-24,3.8172039799996264e-31,4.9733585811799007e-25,2.176155820006341e-33,2.1761558253842238e-33,4.7662069342350762e-42,6.1167484997355258e-43,7.365706370456391e-26,1.1180824667935514e-76,1.060069387329446e-76,1.0600693873305419e-76,2.7966332141629628e-36,2.4905517881655211e-19,4.6212824137411472e-34,1.7522861037709913e-36,4.6168932403612002e-33,3.6543483650424809e-33,1.2445235460847919e-48,5.324358437306298e-39,4.0634321512741301e-62,1.5942416411650011e-49,6.0528993431948391e-49,6.7971105120408362e-55,2.5929632634457708e-64,1.8518942042720523e-73,9.2210506809713109e-75,1.1752249168059025e-59,2.184858124248567e-84,4.275509710618906e-88,3.0581495936550733e-85,5.7070761482201817e-80,1.970480385754904e-76,9.2475538410606104e-34,3.3213468688186968e-42,4.6099822069846728e-43,4.0388717093273232e-43,2.0533418911997421e-46,5.6049261052749806e-40,2.2486977387689758e-30,1.2285056303413687e-38,7.3878373116932203e-39,1.6180852384649898e-47,1.2383894523050939e-47,1.0961474011758344e-48,1.5844859640972708e-51,1.1286949959946667e-56,1.8866599152101112e-41,1.0240704547995664e-50,2.8148890639697424e-49,6.7325921688960114e-90,8.7570029908630697e-52
3.733739449374836e-18,0.5668282846570081,154.0,0.0,0.0,0.0,0.9999999999986271,1.0,19.0,1.2647264921000756e-13,5.083259144175974e-13,5.0832541880447547e-13,4.2599641771527709e-21,4.1922352255164743e-21,2.2968402562856739e-13,4.0469617476431093e-19,1.5269221140179009e-16,5.1129198614808946e-19,2.7830419538594537e-21,2.3761011884329818e-30,4.2175443177703931e-24,2.9204853015878673e-30,1.990639511128401e-24,1.7422478345345012e-32,1.7422478431460772e-32,7.6320983278490046e-41,9.7947562495126627e-42,2.9482020948960906e-25,1.4340518269877602e-74,1.35964428998241e-74,1.3596442899852217e-74,2.2390070851263039e-35,4.9832703407972209e-19,1.849718336624813e-33,1.4026254569037368e-35,3.6963158380044088e-32,2.9256959249110388e-32,1.9928591874614298e-47,4.2627241556595827e-38,1.301392428644553e-60,2.552852931068559e-48,6.122508329973829e-48,2.1768964725048161e-53,1.6609084858787066e-62,2.3724575851559161e-71,1.1813067745240588e-72,2.3657223673301298e-58,5.5980528847295961e-82,1.0954729737102643e-85,7.8349255403932704e-83,7.3113253983346696e-78,2.5243780900517576e-74,3.7014314810591003e-33,2.6590969596489711e-41,3.69078060361e-42,3.2334203850779313e-42,3.1990620863766307e-45,4.487301932320104e-39,9.0006510966838694e-30,9.8355133993288501e-38,5.9147618649189737e-38,2.5910370484596412e-46,1.9830304459852681e-46,1.7552638354429142e-47,2.4894896951821272e-50,3.5208064935606006e-55,1.510475054022962e-40,8.2802966233292635e-50,4.5071892472179095e-48,1.7270574119958871e-87,1.3766096459016783e-50
7.469100149053351e-18,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999999725353,1.0,19.0,2.5300021489718911e-13,1.0168725385063554e-12,1.0168715522307795e-12,1.704540503246736e-20,1.6511289613639591e-20,4.5946591277714531e-13,1.6193061881894909e-18,3.0544992835201935e-16,2.0458267924663092e-18,1.1135774952787957e-20,1.8440608388998553e-29,1.687566910770833e-23,2.1460613112400462e-29,7.9651508445482941e-24,1.394327744506133e-31,1.3943277582901227e-31,1.2216191078625592e-39,1.5677953945704426e-40,1.179664849735445e-24,1.8374486076001446e-72,1.7421103342847969e-72,1.7421103342920018e-72,1.7918862131349264e-34,9.9687162964159945e-19,7.4012909602839228e-33,1.1220965016107712e-34,2.9581664157860463e-31,2.3414382879865543e-31,3.189872602482478e-46,3.4114748023372547e-37,4.1662073850012849e-59,4.0861925261959062e-47,6.9430569736993662e-47,6.9689403462099215e-52,1.0634269029991259e-60,3.0380287176259039e-69,1.5127115223338222e-70,5.3355868835881184e-57,1.4337094761123627e-79,2.8056006588291695e-83,2.0062443447491737e-80,9.3624573855203727e-76,3.2325691446454617e-72,1.4810546964611455e-32,2.1280856316094634e-40,2.9537330163281943e-41,2.5875064927102592e-41,5.0492969008719271e-44,3.5911301236653322e-38,3.6014327212299036e-29,7.8713975592634923e-37,4.7336069401300535e-37,4.1473225340852698e-45,3.1741203699813829e-45,2.8095646694755077e-46,3.8401318165757381e-49,1.0713472946492251e-53,1.2088390305507809e-39,6.6597847842834168e-49,7.2134753704435905e-47,4.425770157429368e-85,2.1256366914267007e-49
1.493982154841038e-17,0.5668282846570082,154.0,0.0,0.0,0.0,0.99999999999450639,1.0,19.0,5.0605534626858362e-13,2.0339657470762457e-12,2.0339637934876492e-12,6.8192715144938312e-20,6.4040699090503413e-20,9.1902407289247929e-13,6.4782339583317263e-18,6.1096297408722988e-16,8.1845821972949073e-18,4.4550207471088157e-20,1.3911023991578577e-28,6.7513651088417347e-23,1.4742514077343701e-28,3.1865788948745041e-23,1.1156739982424585e-30,1.1156740203008812e-30,1.9549445697294658e-38,2.5089719048472674e-39,4.7194274772218566e-24,4.1197134047440647e-70,3.9059570256061143e-70,3.9059570256383683e-70,1.4337813246408473e-33,1.993964360907435e-18,2.961004923574379e-32,8.971600786712953e-34,2.3669671540160229e-30,1.8734941654691604e-30,5.1048348867006384e-45,2.7296980831050186e-36,1.3334667301357161e-57,6.5391273278284498e-46,8.8252249824839451e-46,2.2304925270957859e-50,6.8072733842839667e-59,3.8894498704366498e-67,1.9366557221586068e-68,1.3496134573478984e-55,3.6710292203462543e-77,7.1837729440197033e-81,5.1352328010574102e-78,1.198634581919191e-73,4.1385111827006385e-70,5.9251829562697975e-32,1.7027916933052048e-39,2.3634141136965889e-40,2.0700583161808334e-40,8.0231787887361525e-43,2.8733293753706893e-37,1.4408075153074757e-28,6.2983101929256216e-36,3.7876044845713458e-36,6.6369890212025541e-44,5.0795626723777073e-44,4.4962163631889436e-45,5.728797161848036e-48,3.1198762832027031e-52,9.6725476687683259e-39,5.342138163290683e-48,1.1540828992952671e-45,1.9812706960829272e-82,3.1769100306834461e-48
2.988126434712444e-17,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999998901212,1.0,19.0,1.0121656089994987e-12,4.0681520150818691e-12,4.0681481736184605e-12,2.7279302655095761e-19,2.4136913080209163e-19,1.8381179369445287e-12,2.5914683017811882e-17,1.2219795130460009e-15,3.2740536177070437e-17,1.7821418552538014e-19,9.9817482907136157e-28,2.7007647106471297e-22,9.1717608146459452e-28,1.2747352152865352e-22,8.9262387529609553e-30,8.9262391059172715e-30,3.1280895895737984e-37,4.0147277357133591e-38,1.887924575377495e-23,5.2919070935887112e-68,5.0173300101576109e-68,5.017330010240611e-68,1.1471341379792849e-32,3.9881639840068959e-18,1.1845036426355865e-31,7.1669836989910591e-33,1.8937288349025799e-29,1.4989181056834774e-29,8.1685673542154867e-44,2.1839656898260319e-35,4.2675424005616454e-56,1.0463312696110271e-44,1.2292907429526103e-44,7.1380877743346144e-49,4.3569757983172189e-57,4.9788671929189327e-65,2.47910428852476e-66,3.746149632152208e-54,9.3985405881580498e-75,1.8391844671891039e-78,1.3138086698318839e-75,1.5343712722171665e-71,5.2976896046730948e-68,2.3702658946823908e-31,1.3623624763369524e-38,1.8908771004934217e-39,1.6556600914588113e-39,1.279154920396944e-41,2.2986892244506937e-36,5.763698454091311e-28,5.03912051856626e-35,3.0303708756680872e-35,1.062001544562943e-42,8.1279244551363414e-43,7.1946723240634591e-44,8.0695814221265504e-47,8.4569320993769321e-51,7.7387709289638915e-38,4.2794523224164181e-47,1.8457355376712483e-44,5.0984570718777631e-80,4.4886259869938019e-47
5.976414994455257e-17,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999997802369,1.0,19.0,2.024386134413833e-12,8.1365240152199395e-12,8.1365165243485421e-12,1.0912162353624979e-18,8.6444700858758948e-19,3.6762158447233053e-12,1.0366005567460316e-16,2.4439743821116423e-15,1.3096381694516434e-16,7.1287657408248939e-19,6.6102765001089142e-27,1.0803489521733497e-21,5.0569740765321722e-27,5.099147691512553e-22,7.1413288728186896e-29,7.1413294375316056e-29,5.0047501632702e-36,6.4237768488368351e-37,7.55200516612894e-23,6.7744638181368348e-66,6.4229624674060016e-66,6.4229624676185091e-66,9.1775114456472746e-32,7.9766198724728854e-18,4.738249591452802e-31,5.716370366362355e-32,1.5150154920317418e-28,1.1991601484633246e-28,1.307037448862493e-42,1.7472552976827456e-34,1.365685530201373e-54,1.6741014567110716e-43,1.8206485082293314e-43,2.2841554213901313e-47,2.7884284309494771e-55,6.3728715604864335e-63,3.1732145701938281e-64,1.1071359577430657e-52,2.4059976896008143e-72,4.708258527886204e-76,3.3586623345730114e-73,1.9639827356130915e-69,6.7809596134741224e-66,9.4814479890260251e-31,1.0899413728252272e-37,1.5127195549730844e-38,1.3237216630767871e-38,2.0426951214419582e-40,1.8387306938782086e-35,2.3055726821676332e-27,4.0314781208467291e-34,2.4244111301062382e-34,1.6992097724950604e-41,1.3004692261167975e-41,1.1512043400559407e-42,1.0408319384991377e-45,2.0709171451788907e-49,6.191307585745378e-37,3.4258610081204807e-46,2.9501800314649643e-43,1.3053893179201276e-77,5.8148680730686105e-46
1.195299211394088e-16,0.5668282846570082,154.0,0.0,0.0,0.0,0.99999999995604683,1.0,19.0,4.048827185052515e-12,1.6273266206262084e-11,1.6273251587683958e-11,4.3649515727722699e-18,2.8500762253434021e-18,7.3520524140893477e-12,4.1462550431291301e-16,4.887811294392315e-15,5.238366726162463e-16,2.8514909732465828e-18,3.9209015664205495e-26,4.3214766798324544e-21,2.482028798849173e-26,2.039700050061838e-21,5.7131968830102691e-28,5.7131977864270088e-28,8.006371435551468e-35,1.0277938723565059e-35,3.0208632123532048e-22,8.6717248517708742e-64,8.2217818014701135e-64,8.2217818020141543e-64,7.3421877165700814e-31,1.5953758218442627e-17,1.895372175623566e-30,4.5454676498828985e-31,1.2119779691690881e-27,9.5930087074132242e-28,2.0913137222802064e-41,1.3978371108703846e-33,4.3703097291840901e-53,2.6782665881000388e-42,2.7960570711583059e-42,7.3085121844756318e-46,1.7844050869007501e-53,8.1564162785540743e-61,4.0612871350240817e-62,3.3962141506938444e-51,6.1587079642630902e-70,1.2051890021520952e-73,8.5735779614508562e-71,2.5136629820489442e-67,8.6787149561589686e-64,3.7926553209845839e-30,8.7197325667763838e-37,1.2101180961971567e-37,1.057614242897957e-37,3.2641610896198153e-39,1.4705269458477514e-34,9.2224744380929202e-27,3.2252436313141512e-33,1.939573920381399e-33,2.7185516454044135e-40,2.0805962710318719e-40,1.8419682209059896e-41,1.1979076377790354e-44,4.5048506090953322e-48,4.9531588269731742e-36,2.7416072246750559e-45,4.710369003478678e-42,3.3419562682558377e-75,6.7268625251602855e-45
1.7929569233426507e-16,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999993406996,1.0,19.0,6.0732682355012124e-12,2.4410006818297665e-11,2.4409985012896047e-11,9.2755744086038076e-18,5.3449995370182378e-18,1.1027529772370223e-11,8.8105046293422612e-16,7.3314953903787709e-15,1.1131166271989295e-15,6.0593469199324385e-18,9.6135782095721068e-26,9.1831826179295104e-21,5.6343929180516935e-26,4.3343877724590966e-21,1.6336268931272021e-27,1.6336272256204453e-27,2.9466395906086203e-34,3.7829207252088086e-35,6.4193723045270755e-22,4.474296942119513e-63,4.2421425752075968e-63,4.2421425755416098e-63,2.09942059096997e-30,2.393112313342113e-17,4.0277402460167411e-30,1.2952022944269208e-30,3.465416837725344e-27,2.7429354934600061e-27,7.6974683229412986e-41,3.996964363972091e-33,1.9953379797646371e-52,9.8572125772220688e-42,1.0195271872554087e-41,3.3366417529203262e-45,9.8036577666653505e-53,5.2618257846842599e-60,2.6199969706920676e-61,1.5376145369718301e-50,4.5734237980194971e-69,8.9496720681216148e-73,6.3620360574470858e-70,1.6216075154427715e-66,5.5987686453507968e-63,8.059439331249282e-30,2.4933128642507857e-36,3.4600608475364543e-37,3.0218572587974487e-37,1.200962163662517e-38,4.2040049345368694e-34,1.9597869860724595e-26,9.2222119580554771e-33,5.5460013451396004e-33,1.0005684181903818e-39,7.6576523518707755e-40,6.7796949609934959e-41,3.8324024061915344e-44,1.795278874242716e-47,1.4163017059143676e-35,7.8399554660283093e-45,1.7319656421415819e-41,2.0517890536091992e-74,2.1561810538416221e-44
2.3906146352912133e-16,0.5668282846570081,154.0,0.0,0.0,0.0,0.9999999999120931,1.0,19.0,8.0977092857599265e-12,3.2546746009905147e-11,3.2546716799986227e-11,1.5823083322942575e-17,8.190686540189744e-18,1.4702647954668847e-11,1.5029197396815459e-15,9.7750266796268148e-15,1.8987844873457201e-15,1.0336396362810732e-17,1.7889490608217011e-25,1.5665462241984714e-20,9.9698281880966896e-26,7.3939775921647645e-21,3.4458032967182302e-27,3.445804139936278e-27,7.4727595810385258e-34,9.5941894882596305e-35,1.0950727622409826e-21,2.440908390084897e-62,2.3142588742926012e-62,2.3142588744785414e-62,4.4283034974925462e-30,3.1908714617380454e-17,6.870951997671249e-30,2.7233536746554589e-30,7.3093938349351489e-27,5.7855076947357466e-27,1.9522516664337651e-40,8.4307829521689036e-33,5.9475561587172053e-52,2.4998636366788927e-41,2.5714617099475936e-41,9.9451235266437153e-45,3.3705671732705442e-52,2.054812218648151e-59,1.0231433237398456e-60,4.5592048197698192e-50,2.0028189453072553e-68,3.9192925716292668e-72,2.7841948063239782e-69,6.3326329697679194e-66,2.1863929104127373e-62,1.3748496242391486e-29,5.2591350449099855e-36,7.2980240132944046e-37,6.3696422803150391e-37,3.0450196443164118e-38,8.8659470982468439e-34,3.3431756601803279e-26,1.9452333279407228e-32,1.169815942074864e-32,2.5375638656153774e-39,1.9420687303658442e-39,1.7194809199162011e-40,8.674095473749203e-44,4.7924941206605616e-47,2.9873990814933542e-35,1.6537518404486103e-44,4.388595782822559e-41,1.1421949899771433e-73,4.8868211103592696e-44
3.5859300591883385e-16,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999986813926,1.0,19.0,1.2146591385831467e-11,4.882022137056051e-11,4.882017652959916e-11,3.2759768158330137e-17,1.4394332248699811e-17,2.2052041464103353e-11,3.1114294708753972e-15,1.4661730659703481e-14,3.9309710670508252e-15,2.1399677927325847e-17,4.0711002450075655e-25,3.2433394754482186e-20,2.1421655953758763e-25,1.5308334555586559e-20,9.4115873722093276e-27,9.4115903206425266e-27,2.6129266153972464e-33,3.3550589976400839e-34,2.2672158489703723e-21,3.3900330101671621e-61,3.2141370047911625e-61,3.2141370050848966e-61,1.2095128744213394e-29,4.7864429328741394e-17,1.4225755066253461e-29,7.3994465114291722e-30,1.9963387134543612e-26,1.5801355411458234e-26,6.8271492615449994e-40,2.3027158325881452e-32,2.6033725744699528e-51,8.7413096255246803e-41,8.9385061852905683e-41,4.3528229484063541e-44,1.8126269788376914e-51,1.3364419764573386e-58,6.6544851837662988e-60,1.9836072252037409e-49,1.5538389660889874e-67,3.0406992081937669e-71,2.1573850230692625e-68,4.1188295249388164e-65,1.4220216347114827e-61,2.8464595733248164e-29,1.4364371128550475e-35,1.9932003118160288e-36,1.7377764669298817e-36,1.0644119393231141e-37,2.4208701422923846e-33,6.9216390349878723e-26,5.3130319266655134e-32,3.1951397847200116e-32,8.873409502457372e-39,6.791036180965954e-39,6.0131165896639269e-40,2.5648645500721196e-43,1.7791980069472431e-46,8.1595348978125987e-35,4.5171262738473914e-44,1.5323285060050595e-40,1.8043587184752326e-72,1.4474509839601647e-43
4.781245483085464e-16,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999982418564,1.0,19.0,1.6195473485204366e-11,6.5093692222965155e-11,6.5093630235265385e-11,5.5715855123979244e-17,2.1173090100080985e-17,2.9400114446902011e-11,5.2914372214453986e-15,1.9547872794275653e-14,6.6851866048661625e-15,3.6394366352574826e-17,7.3467379497826011e-25,5.516071737193107e-20,3.7232052638850319e-25,2.6035506479387457e-20,1.9692223929444918e-26,1.969223129606653e-26,6.5282983367755824e-33,8.383215710817717e-34,3.8559467637902813e-21,1.5583548918793635e-60,1.4774977447827302e-60,1.4774977449350452e-60,2.5307138045876763e-29,6.3820977214828697e-17,2.4194777807516074e-29,1.5410412432832542e-29,4.1768491698091818e-26,3.3060461013537226e-26,1.7059234364494199e-39,4.8180607608100298e-32,7.5849958240297745e-51,2.1840413520946069e-40,2.2256594491473785e-40,1.2681232780285175e-43,6.0408041958936749e-51,5.0171811385244857e-58,2.4981824254070527e-59,5.7594269638391404e-49,6.4897683969210695e-67,1.2699808969590025e-70,9.0031108342477105e-68,1.5462829639859728e-64,5.3384587841942397e-61,4.8410895298444757e-29,3.0055116553646025e-35,4.1702214604739495e-36,3.6323540746909942e-36,2.6588357927501824e-37,5.0639754774927048e-33,1.1771911123079786e-25,1.1116621816898477e-31,6.6853121640947616e-32,2.2171030317219254e-38,1.6967961369278401e-38,1.5025145541945521e-39,5.6410338093443766e-43,4.6101548928676507e-46,1.7072498576084458e-34,9.4516031714886145e-44,3.8239585530218652e-40,9.3564649375135906e-72,3.1871106512626982e-43
5.976560906982589e-16,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999978023191,1.0,19.0,2.0244355583828716e-11,8.1367158557899357e-11,8.1367077486712451e-11,8.5121292032917312e-17,2.8255562248546346e-17,3.6746772814290302e-11,8.0836627669649243e-15,2.4433413015380671e-14,1.021287634843728e-14,5.5600955497643763e-17,1.1698215087399085e-24,8.4273070895363591e-20,5.7712524961085022e-25,3.9776406417352312e-20,3.5848982825336018e-26,3.584899845288976e-26,1.3848995695389286e-32,1.7785544269298425e-33,5.8910216769462522e-21,5.7534872359726443e-60,5.4549605250683668e-60,5.4549605256794273e-60,4.6070801602455895e-29,7.9778417787946853e-17,3.6964903239282414e-29,2.7922213012232659e-29,7.6034946569062417e-26,6.018293415683312e-26,3.6193106558035629e-39,8.7711064965833658e-32,1.841598661678041e-50,4.633304995823758e-40,4.7098404059991199e-40,3.0787340356613418e-43,1.6537501379030175e-50,1.5302686009409796e-57,7.6195978175993654e-59,1.3946938333377496e-48,2.1835000763774974e-66,4.2728920544500618e-70,3.0265689764846597e-67,4.7163240763987912e-64,1.6282601647514757e-60,7.396097702123525e-29,5.4714243693902445e-35,7.5913160399794007e-36,6.6057992145145806e-36,5.639317708665739e-37,9.2163716982691958e-33,1.7984833904763586e-25,2.0237338589382275e-31,1.2170367828526656e-31,4.7035639518620769e-38,3.599723065571515e-38,3.1877474959109447e-39,1.0653985335499403e-42,1.0055426228618684e-45,3.1079852506323056e-34,1.720661417018772e-43,8.1023902390655346e-40,3.7536459692105873e-71,6.0248073052754956e-43
8.367191754776839e-16,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999969232456,1.0,19.0,2.8342119778784761e-11,1.1391407812447982e-10,1.139139522215969e-10,1.6368526211009331e-16,4.2620016521929962e-17,5.1435758434008697e-11,1.5542535478800294e-14,3.4202650341170033e-14,1.9636394733838104e-14,1.0691222893290883e-16,2.37079465139944e-24,1.6205373904684093e-19,1.1297484445339336e-24,7.6488679624337022e-20,9.465201179877681e-26,9.4652069034761926e-26,5.0720349275295314e-32,6.5156225741705382e-33,1.1328239555298836e-20,7.0533499900224829e-59,6.6873783359661528e-59,6.6873783372220623e-59,1.2164111308501774e-28,1.1169603306751462e-16,7.1085445556196685e-29,7.27909506485297e-29,2.00732709815066e-25,1.5888330287194724e-25,1.3260089696322971e-38,2.3158344361389253e-31,9.5271567652475576e-50,1.6970438479704187e-39,1.7180316341406733e-39,1.592307877276976e-42,1.2349744786737364e-49,1.6931519188822631e-56,8.430636905830168e-58,7.1768560690257842e-48,3.6818551264234273e-65,7.2050762811366482e-69,5.0751424578920035e-66,5.2186908159434862e-63,1.8015742131023661e-59,1.4222445986277655e-28,1.4446185253215991e-34,2.0040300952654016e-35,1.7392682678571607e-35,2.0642190835637271e-36,2.4316594768047204e-32,3.4584215317402979e-25,5.3432107747426191e-31,3.213339133576988e-31,1.7229224556551497e-37,1.3185665221651628e-37,1.1678877914414293e-38,2.9733705884178337e-42,3.8711524468994918e-45,8.205997939799563e-34,4.5431735766803893e-43,2.9559137700578771e-39,7.7148457730081391e-70,1.6839178774301945e-42
1.075782260257109e-15,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999960441732,1.0,19.0,3.6439883970700561e-11,1.4646098043849821e-10,1.4646080074261962e-10,2.6844331752473638e-16,5.7127578263871649e-17,6.611900208996908e-11,2.5486417447734947e-14,4.396944394106778e-14,3.2199466685554464e-14,1.7532542114427106e-16,4.0101714670807239e-24,2.6576695193850649e-19,1.8719963403031519e-24,1.2544126493120148e-19,1.9623741907489255e-25,1.9623756765767186e-25,1.3166485497004651e-31,1.6917889923615466e-32,1.8578295481860026e-20,3.5162112081795199e-58,3.3337683131907205e-58,3.3337683139421013e-58,2.5219343385823009e-28,1.4361727401966098e-16,1.1658505452339303e-28,1.4919756569316374e-28,4.1612771632383084e-25,3.293720588987456e-25,3.4432051100070917e-38,4.8013081985923604e-31,3.0677181604955108e-49,4.4056711865394469e-39,4.4510104436222076e-39,5.1262003078142115e-42,4.8769100021344362e-49,8.1046325555119513e-56,4.0355044618210502e-57,2.305130959327584e-47,2.1091563430578888e-64,4.127449491524653e-68,2.8992677886484167e-65,2.4981162472564655e-62,8.6236201007639921e-59,2.332478187285445e-28,2.9950560068245807e-34,4.1542890532295365e-35,3.5968689113432836e-35,5.356269452498079e-36,5.0381887126481164e-32,5.6718021152810631e-25,1.1077724893498378e-30,6.6620579015834612e-31,4.4731639648745027e-37,3.4233115345998386e-37,3.0325976797676957e-38,6.363459391816839e-42,1.0319311087266484e-44,1.7013077500528429e-33,9.4192695151699592e-43,7.6488413247294198e-39,4.6156093839122096e-69,3.6069743762769052e-42
1.553908429815959e-15,0.566828284657008,154.0,0.0,0.0,0.0,0.99999999942860318,1.0,19.0,5.2635412345412736e-11,2.1155473377614527e-10,2.1155441915459926e-10,5.5653017343266853e-16,8.6127780388051205e-17,9.5468277504361606e-11,5.2823152936897567e-14,6.34957041455568e-14,6.6736619877301589e-14,3.6343451237186424e-16,8.6039189295961317e-24,5.5097860898381244e-19,3.9251091487583668e-24,2.6006209807487154e-19,5.8963662185941443e-25,5.8963727999941233e-25,5.8316171837818803e-31,7.4978126880236376e-32,3.851615237228949e-20,5.3546564788244872e-57,5.0768236488138155e-57,5.0768236506984619e-57,7.577736925505376e-28,2.0747063140474755e-16,2.4172421342275486e-28,4.366035220192697e-28,1.2500482790043006e-24,9.8943415268557189e-25,1.5262290856317949e-37,1.4426549064709405e-30,2.0507624251976609e-48,1.9517011901629256e-38,1.9672099116144717e-38,3.424907439799892e-41,5.0348155857498113e-48,1.3253662502619672e-54,6.5993410884373872e-56,1.535536789086627e-46,5.5969856057690569e-63,1.0952965648978132e-66,7.6033763724880691e-64,4.0856690258971168e-61,1.410237984071117e-57,4.8356439591553731e-28,8.9992661982676137e-34,1.247840579042578e-34,1.0743849181786813e-34,2.3699309206951466e-35,1.51153084868501e-31,1.1758650032819268e-24,3.3284686987428505e-30,2.0017540779395616e-30,1.9819611801478224e-36,1.5167513833197821e-36,1.3442023040879257e-37,1.9865518365337513e-41,4.7343601192020849e-44,5.1119236239190525e-33,2.8302593280763045e-42,3.3597845897484032e-38,1.1577072940392976e-67,1.1272486951634163e-41
2.5101607689336593e-15,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999907697656,1.0,19.0,8.5026469058359634e-11,3.4174203536079831e-10,3.4174134146376079e-10,1.4469814027166623e-15,1.4410089554886553e-16,1.5409805554649511e-10,1.3726013664105121e-13,1.02518937038727e-13,1.7341406285535224e-13,9.4468020879022102e-16,2.3051013137509166e-23,1.4325309786789292e-18,1.030465700040899e-23,6.7616453767468442e-19,2.5350325229318757e-24,2.5350373691562501e-24,4.2934185552821757e-30,5.5280469372229282e-31,1.0014264526139471e-19,1.8740741485778746e-55,1.7768355719045301e-55,1.7768355731771833e-55,3.2579549778081617e-27,3.3522084770405913e-16,6.2860966067088962e-28,1.7742035056932281e-27,5.3715339442204045e-24,4.251659074465692e-24,1.1256796303095362e-36,6.2024332377351359e-30,2.6934273265561586e-47,1.4375298474629193e-37,1.447218090347411e-37,4.4921269937182768e-40,1.2152986461899617e-46,6.0449774734643288e-53,3.0099532940971262e-54,2.0105852157624653e-45,4.9191804879407594e-61,9.626705059133708e-65,6.4995934754733063e-62,1.8638306734860088e-59,6.4320839613198098e-56,1.2572737409620612e-27,3.8690571497290172e-33,5.3610132683764726e-34,4.5594156893534032e-34,1.7408549072307465e-34,6.4766962056497819e-31,3.0572594404312834e-24,1.4309491506638371e-29,8.6061545863339775e-30,1.4604346585114627e-35,1.1175650470695114e-35,9.9138909627533801e-37,8.8380618416767946e-41,3.6010612655750152e-43,2.1977635462838757e-32,1.2168287547097592e-41,2.4272392600489035e-37,7.8176962220925038e-66,5.020033835881788e-41
3.4664131080513594e-15,0.5668282846570081,154.0,0.0,0.0,0.0,0.99999999872535172,1.0,19.0,1.174175257226703e-10,4.7192906361416891e-10,4.719278444262922e-10,2.7564628908837428e-15,2.0205069929813736e-16,2.1263623513834832e-10,2.6133913243331991e-13,1.4150314687025593e-13,3.301751101865474e-13,1.7991599452938675e-15,4.4510765266855469e-23,2.7289071902478036e-18,1.9713793440953198e-23,1.2880792299496745e-18,6.5508802037758326e-24,6.5508967526902723e-24,1.46596306481192e-29,1.8892799423784836e-30,1.9076996592930275e-19,1.3320138321365716e-54,1.2629007096849054e-54,1.2629007107418645e-54,8.4191167451832262e-27,4.6302906563070615e-16,1.1977009019440845e-27,4.3926653418972765e-27,1.3875170948658904e-23,1.0982430130301297e-23,3.8480654186509174e-36,1.6027974834941416e-29,1.1832399709820227e-46,4.9097550548785768e-37,4.9429040790161941e-37,1.9719727616916884e-39,6.658994099804185e-46,4.0229113435198291e-52,2.0031140936616732e-53,8.8249539421274295e-45,3.8814805002176411e-60,7.5960086039178315e-64,5.082059377785243e-61,1.2404866925297688e-58,4.2805313245502991e-55,2.3950810680621344e-27,9.9981688392963194e-33,1.3845928865597842e-33,1.1664636105971935e-33,5.9354100545546185e-34,1.6693169366410947e-30,5.8240090041627086e-24,3.6976460823081457e-29,2.2239486469249952e-29,4.9893517727649156e-35,3.8178268931369364e-35,3.3889199274556965e-36,2.3157273195161754e-40,1.244082109351287e-42,5.6793052761864896e-32,3.1444621817743379e-41,8.1871300819043099e-37,6.4927226563882975e-65,1.3158683668087718e-40
