Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),C7H16(2),O2(3),C7H10(22),C7H9(6),C7H11(35),S(81),C7H9O2(80),C7H10(19),C7H10(166),C7H10(20),C7H10(159),C7H9O2(79),S(95),C7H10(75),S(258),C7H11(73),C5H7(209),C2H4(128),S(327),S(326),C7H8(65),S(371),S(370),S(359),S(122),HO2(39),OO(620),S(254),C7H10(237),C7H10(199),C5H8(320),C7H8(448),C5H8(810),C7H11O(96),OH(D)(590),S(931),S(951),S(1011),S(997),H2O(999),S(1119),S(1065),S(1109),S(1002),S(993),C7H9(58),S(664),C7H9(925),C7H9(1327),C7H9(1328),C7H9(1363),C7H9(68),C7H9(1368),C7H9(1429),S(1505),S(1507),S(1506),S(1344),S(1550),S(1436),S(1669),S(1668),S(571)
9.889027133131934e-08,0.35567652431375474,154.0,0.0,0.0,0.0,0.86919742885333051,1.0,18.985977765860156,0.0062337060203967601,0.036211200442962402,0.022860631969284506,0.0069012306947387339,2.0213761147238465e-08,1.4720199935402279e-07,0.011379241657188859,2.7746512690161851e-10,0.016423354135406146,0.00013205046243264647,9.3319030266658566e-11,0.014198088009896484,1.2100158543899947e-12,1.4720994561743217e-05,0.0049589467576449803,0.0054518349286246824,2.5072332911200191e-06,1.5766532348788385e-06,0.0059618489523325094,1.1024976428083834e-05,3.6445319209130897e-05,3.8562605390187194e-05,0.0050056791970930466,0.0012571666023857074,0.0006911533732361705,6.9687080393188585e-12,1.2106117236975271e-06,8.1801596924242957e-07,0.00031670780726736071,1.7711660899398889e-07,2.120955490575738e-08,1.4900047326503995e-10,1.2430241553669514e-05,1.8408706983765339e-06,1.3481942079362095e-05,2.6733055062826356e-06,1.588095948214506e-06,1.4047155606504217e-05,8.3967122642119857e-07,8.7933380861575189e-07,7.3712594106366401e-13,4.412130964813591e-06,7.0695703740992358e-07,2.3297816328738641e-08,7.0220503689990725e-09,7.9077114921920197e-12,2.5636349218103546e-11,8.5971387703870969e-08,3.4700227226323591e-14,3.6503263499303553e-10,1.184375768560732e-11,7.0635525205019318e-08,6.423961590322142e-11,4.3785947318640833e-11,1.6559511107329609e-10,1.3529375992110902e-16,3.7506603275061608e-17,7.4844428321131593e-11,4.001808167250358e-20,1.8227223981458288e-14,4.7327883155057103e-09
9.999999999999998e-08,0.3556763455077853,154.0,0.0,0.0,0.0,0.8678748112976471,1.0,18.985790198539121,0.0062925935798394186,0.036433406894795663,0.02294387104308715,0.0069263073301490691,2.033760644148645e-08,1.4699709625000358e-07,0.011497127750727251,2.7704292069187774e-10,0.016595979205900509,0.00013285952387877951,9.3658118670808401e-11,0.01446252771977744,1.2174295139816008e-12,1.4774870050735464e-05,0.0050383915745650992,0.0055506698117304566,2.547376163000936e-06,1.6018969689738932e-06,0.0061148778290639246,1.1421675912953232e-05,3.8134375846065179e-05,4.0379373266953297e-05,0.0051301513742502362,0.0012705919472449591,0.00071367459160923347,7.1474009258280932e-12,1.2234756869113284e-06,8.2658216831160453e-07,0.00032822620692239121,1.816748463496148e-07,2.1990532793174537e-08,1.5271102827676208e-10,1.2807379033539865e-05,1.8883196491981255e-06,1.3948029372608195e-05,2.7658775424580561e-06,1.6450797665291485e-06,1.4696194755540191e-05,8.7039061757928352e-07,9.2813021867360442e-07,7.6357538653523157e-13,4.6564763050503385e-06,7.4358818925376302e-07,2.4605126908628159e-08,7.4162574449056537e-09,8.3514386825015263e-12,2.7176695305033231e-11,9.1141616110771402e-08,3.6338402888569469e-14,3.7224900691405654e-10,1.2077886590848752e-11,7.2337729234542515e-08,6.5787061282290405e-11,4.4840691345469335e-11,1.6958409442902614e-10,1.4288894290939565e-16,3.8410091398725013e-17,7.6644221157461488e-11,4.0980401224329441e-20,1.8665536218988131e-14,4.9582631272195791e-09
1.0064419255768361e-07,0.3556763455077853,154.0,0.0,0.0,0.0,0.86710865293546457,1.0,18.985681122972618,0.0063266752498239744,0.036560748996242454,0.022990923546483365,0.0069404811306802896,2.0408576993854447e-08,1.4687840837431889e-07,0.01156546726175285,2.7679834747650807e-10,0.016696077188008838,0.00013332316315433748,9.384977801126119e-11,0.014616586808126705,1.2216779722127981e-12,1.4805326068497315e-05,0.0050844542070738533,0.0056082066668802092,2.5706508722427638e-06,1.6165332066742192e-06,0.006204481279555015,1.1655192153686034e-05,3.913869348970606e-05,4.1460504650910008e-05,0.0052029027291785072,0.0012782962279709129,0.00072691049859692123,7.2520296297953061e-12,1.2309349455467449e-06,8.3154805730799976e-07,0.0003350238586137027,1.8434394255353063e-07,2.2451556234976626e-08,1.5487982245111554e-10,1.3028661321498881e-05,1.9160688216793937e-06,1.4222475778842466e-05,2.8203882236709275e-06,1.6786606260560245e-06,1.5082210700639e-05,8.8850120820893262e-07,9.573415114662523e-07,7.7916218191125672e-13,4.8027399684631076e-06,7.6547077093869311e-07,2.5389403929939327e-08,7.6527519633579729e-09,8.6176379266961185e-12,2.8103407666623929e-11,9.4252273462729573e-08,3.7322487532690133e-14,3.7654078398216274e-10,1.2217129489416686e-11,7.3341191877486627e-08,6.6699283644088933e-11,4.5462465209939543e-11,1.7193560809506117e-10,1.4744547995090873e-16,3.8942699454569988e-17,7.7705275812581458e-11,4.1547729652143247e-20,1.892393998059619e-14,5.0924844482342489e-09
1.0239811378404788e-07,0.3556761667079625,154.0,0.0,0.0,0.0,0.86502865631125958,1.0,18.985383450856052,0.006419088741127287,0.036901386830520126,0.023114395269081163,0.0069776703091516878,2.0598411843752043e-08,1.4655621678107126e-07,0.011751188245202949,2.7613437059618901e-10,0.016968201862486144,0.00013456332402896214,9.4352653255947352e-11,0.01503804341265267,1.2330419181826915e-12,1.4885253399455584e-05,0.0052096369692823325,0.0057654481946185186,2.6339022372430886e-06,1.6563086597295492e-06,0.0064512737469810209,1.2302860168222916e-05,4.1962941024775636e-05,4.4504179608697238e-05,0.0054027824404554439,0.0012989406243193269,0.00076354584105454786,7.5401987483025872e-12,1.2512135225432551e-06,8.4504344933874639e-07,0.00035394637642430107,1.9169572649220209e-07,2.3735366055446877e-08,1.6083864290528866e-10,1.3639795508589606e-05,1.9923679771451793e-06,1.4984091235832521e-05,2.9716659683457001e-06,1.7719513709518566e-06,1.6168146821923002e-05,9.3884195005228664e-07,1.0402451900295873e-06,8.2246374649135748e-13,5.2178071912251318e-06,8.2740078074034998e-07,2.7621957256929326e-08,8.3259786566995792e-09,9.3754111441329466e-12,3.0751632296882937e-11,1.0314189782896843e-07,4.0129222837943215e-14,3.8862259680978353e-10,1.260911296231635e-11,7.613230811770595e-08,6.9236583000671719e-11,4.7191897096473277e-11,1.7847621970507408e-10,1.6041653055146439e-16,4.0424120755215344e-17,8.0656824004474386e-11,4.3125873800650262e-20,1.9642744756041143e-14,5.470522732699256e-09
1.0415203501041215e-07,0.355675987893741,154.0,0.0,0.0,0.0,0.86295740202635207,1.0,18.985084803835186,0.0065109493384058088,0.037233250378315763,0.023231225299290909,0.0070128521784038845,2.0783342109575737e-08,1.4623541866653596e-07,0.011936406653705432,2.7547318446028109e-10,0.01723973072664552,0.00013577144423382068,9.4828385494117052e-11,0.015462341787963125,1.2441122664093256e-12,1.4960891465974113e-05,0.0053344378495633147,0.0059235134731726929,2.6969584748116296e-06,1.6959614130509487e-06,0.0067021434918554433,1.2967618832072208e-05,4.4920458732924487e-05,4.769673727325775e-05,0.0056052227349660481,0.0013190999238443912,0.00080104517870530675,7.8331183909923609e-12,1.2714476462459746e-06,8.5850229413213489e-07,0.00037347627836944211,1.9916949109037829e-07,2.5061066379637265e-08,1.6687408413626218e-10,1.4263393616589581e-05,2.0697314968869432e-06,1.5766620060589406e-05,3.127105294432512e-06,1.8679502947905302e-06,1.7306052124616699e-05,9.9068453888032105e-07,1.1282105239985362e-06,8.6702233191444798e-13,5.6581575466985636e-06,8.9285443137499878e-07,3.0001472542262853e-08,9.0435398309691577e-09,1.0183066405845461e-11,3.3589733497901399e-11,1.1266956824002113e-07,4.3129445952769289e-14,4.0131000607353041e-10,1.302074422037185e-11,7.9013212488973746e-08,7.1855455757532307e-11,4.8976929713379572e-11,1.8522710679412956e-10,1.7424177306298146e-16,4.1953168576480256e-17,8.3703684002996901e-11,4.475497960046724e-20,2.0384761272528615e-14,5.8673045927784635e-09
1.0590595623677642e-07,0.35567580904760787,154.0,0.0,0.0,0.0,0.86089485111291431,1.0,18.984785235930122,0.0066022598720896705,0.037556477118335777,0.023341590170810625,0.0070460801896022537,2.0963444786194812e-08,1.4591600779244048e-07,0.012121124524595009,2.7481477658350382e-10,0.017510666337124881,0.00013694802675320983,9.527769749757221e-11,0.015889368286171913,1.2548936258727664e-12,1.5032354138005851e-05,0.0054588018452854459,0.0060823576755821562,2.759791784326959e-06,1.7354739840996657e-06,0.0069570067447329359,1.3649081062953832e-05,4.8013527993168876e-05,5.1041181376343159e-05,0.0058101284775635385,0.0013387751834311565,0.00083939373659806956,8.1306905042242206e-12,1.291637507409287e-06,8.7192473986357828e-07,0.00039361398852157304,2.0676273899070428e-07,2.6428704666612348e-08,1.7298330901550751e-10,1.4899201007067337e-05,2.148122774389808e-06,1.6569878078443754e-05,3.286669605157355e-06,1.966637272791961e-06,1.8496988368346009e-05,1.0440187677375299e-06,1.2214019738695606e-06,9.1282859712458252e-13,6.1246098016936125e-06,9.6193841144014664e-07,3.253401220161316e-08,9.8072648057088314e-09,1.1042661437717788e-11,3.6626564181229392e-11,1.2286507328870502e-07,4.6332318443602421e-14,4.1463549448531433e-10,1.3453077232878118e-11,8.1988481020066598e-08,7.4560059412583732e-11,5.0820396826772426e-11,1.9219898632491121e-10,1.8895645296310123e-16,4.353227026580699e-17,8.6850716932766459e-11,4.6437646214917568e-20,2.1151173382995479e-14,6.2832185565853777e-09
1.0765987746314069e-07,0.35567563015489445,154.0,0.0,0.0,0.0,0.85884096277090993,1.0,18.984484800777587,0.0066930231587337833,0.03787120535086333,0.023445664608070557,0.0070774072423099108,2.1138797323411092e-08,1.4559797761686374e-07,0.012305343885958095,2.7415913399247554e-10,0.017781011238827051,0.00013809357755101146,9.5701304577474618e-11,0.016319011635213345,1.2653906328634046e-12,1.5099754126918111e-05,0.005582676130118789,0.0062419371749340979,2.8223754678989056e-06,1.7748295837619294e-06,0.0072157789920500705,1.4346835919376239e-05,5.1244311786088639e-05,5.4540408865215749e-05,0.0060174051354177881,0.0013579683177578424,0.00087857624577177332,8.4328161745397966e-12,1.3117832959385815e-06,8.8531093405454371e-07,0.00041435945104796541,2.144729500768717e-07,2.7838294746554347e-08,1.7916349801954514e-10,1.5546959637023166e-05,2.227505325670693e-06,1.7393666375662527e-05,3.4503193614439876e-06,2.0679900791076363e-06,1.9741990349514249e-05,1.098833211140393e-06,1.3199825714637826e-06,9.5987222583961104e-13,6.6179755374561049e-06,1.0347586251893493e-06,3.5225699103366641e-08,1.0619001105244776e-08,1.1956274485111657e-11,3.9871111197785291e-11,1.3375865383483685e-07,4.974714177013353e-14,4.286320641000751e-10,1.3907182823932058e-11,8.5062930927417985e-08,7.735477054652986e-11,5.2725281530253887e-11,1.9940314001579251e-10,2.0459616648081413e-16,4.5163981085409326e-17,9.0103037763734379e-11,4.8176608533945161e-20,2.1943226760623966e-14,6.7186397883842491e-09
1.0941379868950496e-07,0.3556754512035946,154.0,0.0,0.0,0.0,0.85679569454042381,1.0,18.984183551558168,0.0067832420008350613,0.038177573984263177,0.023543621360404821,0.0071068856344782341,2.1309477510604188e-08,1.4528132130421828e-07,0.012489066756254724,2.7350624314033693e-10,0.018050767964406581,0.00013920860479924726,9.6099913911696038e-11,0.016751162924663134,1.2756079439153744e-12,1.5163202877945081e-05,0.0057060100351224016,0.0064022095315147557,2.8846839206297679e-06,1.8140121102747095e-06,0.0074783751309558891,1.5060450204759711e-05,5.4614852199180604e-05,5.8197206746170936e-05,0.0062269589089836682,0.0013766820346269215,0.00091857700018623011,8.7393958096003169e-12,1.3318852008498114e-06,8.9866102354354468e-07,0.00043571214438411631,2.2229758612132649e-07,2.9289817781286681e-08,1.8541185315683689e-10,1.620640875222359e-05,2.3078428462724024e-06,1.8237772327706643e-05,3.6180122870117756e-06,2.1719845209839955e-06,2.1042065418723918e-05,1.1551152998691292e-06,1.4241137213351777e-06,1.0081419888238352e-12,7.1390581650507895e-06,1.1114200898664349e-06,3.8082710879829498e-08,1.1480612737672245e-08,1.2926002381923653e-11,4.333248668672552e-11,1.4538097388369272e-07,5.3383348352199521e-14,4.4333320532999628e-10,1.4384147667074928e-11,8.824162409910115e-08,8.0244187974689449e-11,5.4694718393181147e-11,2.0685142246579289e-10,2.2119682743770386e-16,4.6850986052632826e-17,9.3466018887349785e-11,4.9974739086631309e-20,2.2762229769648408e-14,7.1739296652150751e-09
1.1116771991586923e-07,0.3556752721841923,154.0,0.0,0.0,0.0,0.85475900246520164,1.0,18.98388154092947,0.0068729191866719391,0.03847572233251316,0.023635631050621282,0.0071345670168039416,2.1475563361340585e-08,1.4496603177529744e-07,0.01267229514397725,2.7285608992699762e-10,0.018319939033806288,0.00014029361813668587,9.64742239263851e-11,0.017185715589348571,1.2855502289840203e-12,1.5222810471946336e-05,0.0058287550269032103,0.0065631334788705462,2.9466926194163795e-06,1.8530061421683465e-06,0.007744709616445182,1.578947008427268e-05,5.8127068290128619e-05,6.2014249273787016e-05,0.0064386968527789471,0.0013949197724413798,0.00095937991144377246,9.0503293100035118e-12,1.3519434102328619e-06,9.1197515445987736e-07,0.00045767109581532463,2.3023409520339902e-07,3.0783223255663257e-08,1.9172560159087725e-10,1.6877285538992839e-05,2.3890992642053826e-06,1.9101970606846918e-05,3.7897035693690345e-06,2.2785945710129676e-06,2.2398193080266556e-05,1.2128513949077639e-06,1.5339550132307216e-06,1.0576258052727907e-12,7.6886519956964358e-06,1.1920268387935256e-06,4.1111274292294697e-08,1.2393978490581088e-08,1.3953958638005855e-11,4.7019919384325032e-11,1.5776309132577495e-07,5.7250492595313398e-14,4.5877286584175088e-10,1.4885073275947781e-11,9.1529870339692695e-08,8.3233135678685899e-11,5.673199545906232e-11,2.145562687160558e-10,2.3879463441169636e-16,4.8596101652548487e-17,9.6945293441204958e-11,5.1835049818974562e-20,2.3609554275063105e-14,7.6494353977616999e-09
1.129216411422335e-07,0.3556750930894958,154.0,0.0,0.0,0.0,0.85273084124756104,1.0,18.98357882096477,0.0069620574901649284,0.038765789923610953,0.023721862037446174,0.0071605023512800719,2.1637133003190194e-08,1.446521017338993e-07,0.012855031047343783,2.7220865995165461e-10,0.018588526953840966,0.00014134912795861959,9.6824923732329996e-11,0.017622565390907761,1.2952221649634768e-12,1.5278685536140121e-05,0.005950864683053377,0.006724668908876204,3.008378110589282e-06,1.8917969304485015e-06,0.008014696600867342,1.6533422706793494e-05,6.178275430052555e-05,6.5994095480386583e-05,0.0066525269863344887,0.001412685639937361,0.0010009685612207507,9.3655162322410968e-12,1.3719581112185425e-06,9.2525347219996007e-07,0.00048023489639699234,2.3827991589928953e-07,3.2318429994890489e-08,1.9810199897015182e-10,1.7559325735259968e-05,2.4712387889597026e-06,1.9986024166454802e-05,3.9653460561634979e-06,2.3877924970432161e-06,2.3811324669660578e-05,1.2720268602737984e-06,1.6496640457013375e-06,1.1083108031130609e-12,8.2675413665207198e-06,1.2766818302226726e-06,4.4317659662005185e-08,1.3360990247469498e-08,1.5042271548874348e-11,5.09427459193543e-11,1.7093642862734503e-07,6.1358241901808291e-14,4.7498541942830725e-10,1.5411074994241965e-11,9.4933230375778657e-08,8.632666552351538e-11,5.8840556097393303e-11,2.2253070125147414e-10,2.5742603829941571e-16,5.0402277423728391e-17,1.0054675838216674e-10,5.3760693736407839e-20,2.4486636391137809e-14,8.14548969484284e-09
1.1467556236859777e-07,0.3556749139144821,154.0,0.0,0.0,0.0,0.85071116439486361,1.0,18.983275443096986,0.0070506596707570948,0.039047916318646146,0.023802480291301067,0.0071847418737668815,2.1794264581987359e-08,1.4433952366284666e-07,0.013037276454024612,2.7156393839911788e-10,0.018856534217825491,0.0001423756447666868,9.7152692623474564e-11,0.018061610397453125,1.3046284297391853e-12,1.5330935163449168e-05,0.0060722946650704594,0.0068867768559034695,3.0697179960393837e-06,1.9303703899361292e-06,0.0082882500659091727,1.7291817824891905e-05,6.5583578211551012e-05,7.0139187039118745e-05,0.0068683583956903388,0.0014299843582603665,0.0010433262513488966,9.6848559429088901e-12,1.3919294899489976e-06,9.3849612140613875e-07,0.00050340171614776826,2.4643248124690329e-07,3.3895327203098035e-08,2.0453833247454524e-10,1.8252264201812623e-05,2.5542259567165469e-06,2.088968519964388e-05,4.1448904464233718e-06,2.4995489893766189e-06,2.5282383105179355e-05,1.332626134507793e-06,1.7713962608990472e-06,1.1601833780412161e-12,8.8764998218906456e-06,1.3654868619334879e-06,4.770817537946935e-08,1.4383551326924133e-08,1.6193082331987058e-11,5.5110402119862235e-11,1.8493274355578316e-07,6.5716367693180408e-14,4.9200563494163386e-10,1.5963280987714707e-11,9.8457518622561824e-08,8.953005975693959e-11,6.1024000707182964e-11,2.3078833644276841e-10,2.7712771031721334e-16,5.2272597417472883e-17,1.0427657730871766e-10,5.5754966413303531e-20,2.5394977168608712e-14,8.6624104707536317e-09
1.1642948359496204e-07,0.35567473465614474,154.0,0.0,0.0,0.0,0.8486999243577471,1.0,18.982971458067947,0.0071387284733132727,0.039322240941359339,0.023877649282833813,0.0072073350604319845,2.1947036164705569e-08,1.4402828987422539e-07,0.013219033340899716,2.7092190999325668e-10,0.01912396330524507,0.00014337367854693695,9.7458199622425086e-11,0.018502750961488533,1.3137736964475162e-12,1.5379664840093057e-05,0.006193002688958546,0.0070494194801797834,3.1306909181448374e-06,1.9687130897815415e-06,0.008565283947173619,1.8064149406233748e-05,6.9531080632198844e-05,7.4451846453105588e-05,0.0070861013258187713,0.0014468212054489598,0.0010864360515067395,1.0008247764103343e-11,1.4118577315513546e-06,9.5170324594782124e-07,0.00052716931945352729,2.546892224896141e-07,3.5513775518748223e-08,2.1103192359112467e-10,1.8955835454841583e-05,2.6380256718932111e-06,2.1812696070293927e-05,4.3282854762976228e-06,2.6138332849240353e-06,2.6812262709311391e-05,1.3946328006219845e-06,1.899304790535749e-06,1.2132292511511558e-12,9.5162893501788675e-06,1.4585424915336585e-06,5.1289162501186955e-08,1.5463574848481597e-08,1.7408543292810085e-11,5.9532414354577417e-11,1.9978410001818096e-07,7.0334736468143251e-14,5.098686453671078e-10,1.6542831240544866e-11,1.0210880571266716e-07,9.2848833288720284e-11,6.3286088270694829e-11,2.3934339042757755e-10,2.9793651051622535e-16,5.421028152980928e-17,1.081411830338292e-10,5.7821307368985795e-20,2.6336143221286122e-14,9.2005005945524586e-09
1.1818340482132631e-07,0.3556745553133543,154.0,0.0,0.0,0.0,0.84669707266034888,1.0,18.982666915882362,0.0072262666280369509,0.039588902917959357,0.023947529883645482,0.0072283305978794489,2.2095525644848481e-08,1.4371839253934443e-07,0.013400303673845591,2.7028255932383868e-10,0.019390816681464949,0.00014434373816965334,9.7742103071540973e-11,0.018945889696223534,1.3226626280043554e-12,1.5424978381073735e-05,0.0063129484937026669,0.0072125600504222044,3.1912765439417401e-06,2.0068122434394111e-06,0.0088457122514975332,1.884989723028469e-05,7.3626674009834249e-05,7.8934275562224989e-05,0.0073056672643605994,0.0014632019633688566,0.0011302808444995185,1.0335591110383488e-11,1.4317430201144191e-06,9.6487498890481624e-07,0.00055153508062402788,2.6304757260270264e-07,3.7173608082736133e-08,2.1758013063105585e-10,1.9669774160966944e-05,2.7226032451594021e-06,2.27547902148233e-05,4.5154780989678963e-06,2.730613288040448e-06,2.8401829096118513e-05,1.458029654333738e-06,2.033540312924928e-06,1.2674335250213558e-12,1.0187659675559552e-05,1.5559479623963794e-06,5.5066989442046675e-08,1.6602982128570099e-08,1.8690816023269002e-11,6.4218390930418492e-11,2.1552283908583598e-07,7.522330091817869e-14,5.2860991711355444e-10,1.7150876558805858e-11,1.0589342078880045e-07,9.6288735758985075e-11,6.5630737763119147e-11,2.4821068443951923e-10,3.198894568769834e-16,5.6218686708394124e-17,1.1214727991024895e-10,5.9963301310143241e-20,2.7311767292502161e-14,9.7600476802760352e-09
1.199373260476906e-07,0.35567437588672096,154.0,0.0,0.0,0.0,0.84470256002275435,1.0,18.98236186576656,0.0073132768504037089,0.039848040926900134,0.024012280278657983,0.0072477763567812331,2.2239810665482633e-08,1.4340982366800809e-07,0.013581089407549702,2.6964587071622798e-10,0.019657096797477455,0.00014528633085346868,9.8005050282140352e-11,0.019390931450422737,1.3312998722176006e-12,1.5466977873184127e-05,0.0064320938078047179,0.0073761629258281098,3.2514555480339849e-06,2.044655698000862e-06,0.0091294491671687576,1.964852846463499e-05,7.787164215214808e-05,8.3588554358329545e-05,0.0075269690170632984,0.0014791328671218146,0.0011748433691219822,1.0666785617537217e-11,1.4515855386682466e-06,9.7801149255274169e-07,0.00057649599954768215,2.7150496960700619e-07,3.8874631615278778e-08,2.2418035099698182e-10,2.0393815596019862e-05,2.8079244280658923e-06,2.3715693013376159e-05,4.706413658462755e-06,2.8498556878020613e-06,3.0051919120497509e-05,1.5227987704339869e-06,2.1742509209793013e-06,1.3227807381497344e-12,1.0891347604190362e-05,1.6578011351483771e-06,5.9048046773118756e-08,1.7803701107314508e-08,2.0042069635912581e-11,6.9178013565991468e-11,2.3218155027175955e-07,8.0392091120814749e-14,5.4826521958737875e-10,1.7788577583331959e-11,1.0981795356247277e-07,9.9855753394451947e-11,6.8062029417644781e-11,2.574056495906399e-10,3.4302369499872094e-16,5.8301308035877926e-17,1.1630184591075808e-10,6.2184679243559087e-20,2.8323548761542369e-14,1.0341323916963614e-08
1.2169124727405486e-07,0.35567419637846714,154.0,0.0,0.0,0.0,0.84271633647591804,1.0,18.982056356131629,0.0073997618411102209,0.04009979305837974,0.02407205588952923,0.0072657193688606212,2.2379968539790886e-08,1.431025751582595e-07,0.01376139248535084,2.6901182808567552e-10,0.01992280608968388,0.00014620196165696331,9.8247677223707475e-11,0.019837783281923198,1.3396900570714372e-12,1.5505763625164097e-05,0.0065504023140628542,0.0075401935375002992,3.3112095945014944e-06,2.0822319228259542e-06,0.0094164091672184532,2.0459499215715981e-05,8.2267140048955577e-05,8.8416640099021329e-05,0.0077499207753108324,0.0014946205569374693,0.0012201062606125095,1.1001731263051177e-11,1.4713854691664038e-06,9.9111289835038356e-07,0.00060204871739336107,2.8005885967552002e-07,4.0616627497935163e-08,2.3083002321433086e-10,2.1127696068917237e-05,2.893955444428901e-06,2.4695122629358182e-05,4.9010360571625219e-06,2.9715260715272696e-06,3.1763340885406864e-05,1.5889215671636414e-06,2.3215820009947202e-06,1.3792549176444905e-12,1.1628076423927084e-05,1.7641984246044804e-06,6.3238742131271663e-08,1.9067664809053857e-08,2.1464479036198845e-11,7.442102895940224e-11,2.4979304312311416e-07,8.5851205830310837e-14,5.6887059511446058e-10,1.8457103813533132e-11,1.1388925614150618e-07,1.0355611064879537e-10,7.0584205843822783e-11,2.6694433110755014e-10,3.6737646843816946e-16,6.0461779689346909e-17,1.2061213446644489e-10,6.448931945963936e-20,2.9373254091316771e-14,1.0944585937275796e-08
1.2344516850041913e-07,0.35567401679230576,154.0,0.0,0.0,0.0,0.84073835146932441,1.0,18.981750434540764,0.0074857242860377699,0.040344296683290287,0.02412700930855129,0.0072822058070514803,2.2516076169946185e-08,1.4279663883481059e-07,0.013941214839103776,2.6838041535802062e-10,0.020187946979709194,0.00014709113297871958,9.8470608248115267e-11,0.020286354429946651,1.3478377861732806e-12,1.5541434124644327e-05,0.0066678396127693917,0.0077046183693804792,3.3705213184660267e-06,2.119529997845638e-06,0.0097065071059782519,2.1282256049135372e-05,8.6814193981762469e-05,9.342036670951262e-05,0.0079744381761342915,0.0015096720325414833,0.0012660520887196355,1.1340328478746648e-11,1.491142992470774e-06,1.0041793469288842e-06,0.00062818953231165344,2.8870670003840796e-07,4.2399352857343133e-08,2.3752662873903811e-10,2.1871153312013287e-05,2.9806630186148074e-06,2.5692790816506383e-05,5.0992879168324244e-06,3.0955890343800797e-06,3.3536873803195326e-05,1.656378868492668e-06,2.4756761220129764e-06,1.4368396300982618e-12,1.2398555356531857e-05,1.8752347420291207e-06,6.764549524556989e-08,2.0396809839749085e-08,2.2960223234329304e-11,7.9957240467156918e-11,2.6839031918537795e-07,9.1610803882662387e-14,5.9046232926716284e-10,1.9157632644451492e-11,1.1811444462944946e-07,1.0739627164021581e-10,7.3201673007293774e-11,2.7684339203442218e-10,3.929850897591019e-16,6.270387577886576e-17,1.2508567606632126e-10,6.6881248386525755e-20,3.0462717218161005e-14,1.1570074723411267e-08
1.251990897267834e-07,0.35567383713332495,154.0,0.0,0.0,0.0,0.83876855397164163,1.0,18.981444147680602,0.0075711668562293433,0.040581688331256763,0.024177290242491562,0.0072972809686405798,2.2648209987637921e-08,1.4249200640848569e-07,0.014120558389066687,2.6775161634528218e-10,0.020452521874247297,0.00014795434412615325,9.8674455868508572e-11,0.020736556286328311,1.3557476348451174e-12,1.5574086001517621e-05,0.006784373183497768,0.0078694049387610515,3.4293743066353843e-06,2.1565396014200123e-06,0.0099996583091020025,2.2116237475322128e-05,9.1513701908591569e-05,9.8601444461604551e-05,0.0082004383550883641,0.0015242946099800932,0.0013126633934133548,1.1682478255956949e-11,1.5108582883387182e-06,1.0172109780826431e-06,0.00065491441509144639,2.9744596169194838e-07,4.4222541647500944e-08,2.4426769354999214e-10,2.2623926839347678e-05,3.0680144008699111e-06,2.6708403692919075e-05,5.3011107330659778e-06,3.2220082849289557e-06,3.5373268707258133e-05,1.7251509642168485e-06,2.6366729355221177e-06,1.4955180305840374e-12,1.3203479061169224e-05,1.991003442590972e-06,7.227473308786527e-08,2.1793074920972471e-08,2.4531483699120651e-11,8.5796499909431529e-11,2.880065443898601e-07,9.7681095730162464e-14,6.1307692164863532e-10,1.9891348418954784e-11,1.2250090050047061e-07,1.1138294138708193e-10,7.5919001071768342e-11,2.8712011641317018e-10,4.1988691228676865e-16,6.5031511067974456e-17,1.2973027962220126e-10,6.9364641320255335e-20,3.1593839884013873e-14,1.2218015548957378e-08
1.2695301095314767e-07,0.3556736574078788,154.0,0.0,0.0,0.0,0.8368068925646488,1.0,18.981137541336334,0.0076560922078793619,0.040812103577492639,0.024223045465797358,0.0073109892612497557,2.2776445891767706e-08,1.4218866952340053e-07,0.014299425043809808,2.6712541445704023e-10,0.020716533164934881,0.00014879209091363209,9.8859820572195579e-11,0.021188302365777942,1.3634241463649639e-12,1.5603813997371941e-05,0.0068999723456416081,0.0080345217764413758,3.4877530769638739e-06,2.193250997586413e-06,0.010295778657260855,2.2960875396625492e-05,9.6366434111224485e-05,0.00010396145991840557,0.0084278399923740002,0.0015384958808693724,0.0013599227182835385,1.20280822430598e-11,1.5305315354124611e-06,1.0302079307618243e-06,0.000682219024731071,3.0627413191801325e-07,4.608590572765704e-08,2.5105078953955242e-10,2.3385758274232301e-05,3.155977389839477e-06,2.7741662481687219e-05,5.5064450230674406e-06,3.3507467465661402e-06,3.7273248010348824e-05,1.7952176678059438e-06,2.8047090852230486e-06,1.5552729097285426e-12,1.4043527187837756e-05,2.1115962778648225e-06,7.7132885151929414e-08,2.3258399462147473e-08,2.61804427557305e-11,9.1948699515543194e-11,3.0867502191128466e-07,1.0407233512081677e-13,6.3675105718245002e-10,2.0659441495904574e-11,1.270562717536869e-07,1.155230668351824e-10,7.8740925099580036e-11,2.9779241194142707e-10,4.4811930259925458e-16,6.7448741575721687e-17,1.3455403360324962e-10,7.1943823032448563e-20,3.2768591912643143e-14,1.288861795525396e-08
