Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12)
0.00869135050670962,0.002976814350068682,0.84210526299999999,0.0,0.0,0.0,0.00049980455446649015,0.026994126888392554,1.1692701468729755e-06,0.00013262590642949221,6.4167612145034298e-07,2.5632182144675464e-17,4.5729874944592713e-06,3.5766431078222627e-05,0.10407300692966913,3.1334199112258936e-05,1.2912378375219315e-06,1.5915416051493331e-09,1.5558496360657762e-09,7.9029245476362212e-10,3.9575274922860764e-09,0.05206812914324753,2.0883142112919975e-09,6.7021462046116607e-11,2.4766653928388211e-05,6.8116234901854915e-10,1.989601516665449e-08
0.008695461227522551,0.002976820409028718,0.84210526299999999,0.0,0.0,0.0,0.00049672353231996179,0.02698985069026236,1.1630475679995876e-06,0.00013202836112441153,6.3815966627595772e-07,2.5440254331638132e-17,4.5571752314813568e-06,3.5548163773212276e-05,0.10408027034157537,3.1048647578042871e-05,1.2785925026196121e-06,1.5760272949145963e-09,1.543451804586834e-09,7.8177581784682349e-10,3.9204240900363449e-09,0.052071576352150782,2.0684034126075244e-09,6.666906757269551e-11,2.464121495081107e-05,6.7532374102113091e-10,1.9842844775685163e-08
0.008703682669148413,0.0029768323563540704,0.84210526299999999,0.0,0.0,0.0,0.00049065002567230676,0.026981423660492342,1.150749713345638e-06,0.00013084526247821731,6.3121377280579035e-07,2.506293496521752e-17,4.5257365491061375e-06,3.5117818078289914e-05,0.10409459125106768,3.0487118735574109e-05,1.2537620054051629e-06,1.5455604385154915e-09,1.5190591427955651e-09,7.650844758742356e-10,3.8475024928852766e-09,0.052078372489565108,2.029288072058597e-09,6.5972465428012783e-11,2.4393192901607104e-05,6.6382620710457043e-10,1.9735974641311429e-08
0.008711904110774275,0.002976844080616035,0.84210526299999999,0.0,0.0,0.0,0.00048469223046023781,0.026973160415762497,1.1386452237710543e-06,0.00012967794863600444,6.2438196718841943e-07,2.4694130222812292e-17,4.494545638710806e-06,3.4695562833243708e-05,0.10410864296489181,2.9938089033166948e-05,1.2295309813620982e-06,1.5158254949216968e-09,1.4951925866799723e-09,7.4883737704243007e-10,3.776257560336317e-09,0.052085040162477413,1.9910933605661882e-09,6.5286615750579545e-11,2.4148922068477676e-05,6.5256386605959481e-10,1.962844141800446e-08
0.008720125552400136,0.0029768555869693226,0.84210526299999999,0.0,0.0,0.0,0.00047884740646054346,0.02696505700880571,1.1267305114412131e-06,0.00012852617733111595,6.1766197150931651e-07,2.4333606017170339e-17,4.4636024009663445e-06,3.4281208831255029e-05,0.10412243176198298,2.9401246054531346e-05,1.2058829605123156e-06,1.4868024657808632e-09,1.471838975602847e-09,7.3302093000085709e-10,3.7066460140480276e-09,0.052091582389686475,1.9537946599399328e-09,6.4611325543919429e-11,2.3908335539022472e-05,6.4153155470165824e-10,1.9520295238943961e-08
0.008728346994025998,0.002976866880439237,0.84210526299999999,0.0,0.0,0.0,0.00047311288717781828,0.026957109600272512,1.1150020586299593e-06,0.00012738970983545042,6.1105155878326195e-07,2.3981135381164948e-17,4.4329066458457639e-06,3.3874571889417856e-05,0.10413596375525896,2.887628561229254e-05,1.1828019575594779e-06,1.4584719376247691e-09,1.4489854977931402e-09,7.1762200091441391e-10,3.6386257469932243e-09,0.052098002109414808,1.9173680581433505e-09,6.3946405327165554e-11,2.3671367616177216e-05,6.3072421776400905e-10,1.9411585020715364e-08
0.00873656843565186,0.002976877965913403,0.84210526299999999,0.0,0.0,0.0,0.00046748607766367879,0.026949314455491112,1.1034564160409871e-06,0.00012626831092902297,6.0454855149359811e-07,2.363649824278683e-17,4.4024580937162342e-06,3.3475472700600255e-05,0.10414924489642786,2.8362911529740066e-05,1.1602724593808418e-06,1.4308150667927091e-09,1.426619682719403e-09,7.0262789632027033e-10,3.572155787430276e-09,0.052104302181671058,1.8817903257606017e-09,6.329166906045232e-11,2.3437953800497411e-05,6.2013690588577308e-10,1.9302358463695592e-08
0.008744789877277722,0.002976888848155275,0.84210526299999999,0.0,0.0,0.0,0.00046196445247218324,0.026941667941429444,1.0920901999086559e-06,0.00012516174886860549,5.981508195144723e-07,2.3299481185662445e-17,4.3722563825384157e-06,3.3083736698371931e-05,0.10416228098050009,2.7860835434778348e-05,1.1382794113378293e-06,1.4038135630591015e-09,1.4047293927849822e-09,6.8802634614185574e-10,3.5071962738613421e-09,0.052110485390465665,1.8470388986192427e-09,6.2646933997576011e-11,2.3208030772908319e-05,6.0976477462283143e-10,1.9192662026981553e-08
0.008753011318903584,0.002976899531806532,0.84210526299999999,0.0,0.0,0.0,0.0004565455538589486,0.026934166524019081,1.0809000917318904e-06,0.00012406979536338291,5.9185627947849866e-07,2.2969877259145196e-17,4.342301072905366e-06,3.2699193937095488e-05,0.10417507764976551,2.7369776576146164e-05,1.1168082028825424e-06,1.3774496724085454e-09,1.3833028142425517e-09,6.7380548889445734e-10,3.4437084281093275e-09,0.052116554445763026,1.813091859645719e-09,6.2012020690083094e-11,2.2981536378746888e-05,5.9960308293095263e-10,1.9082540938391352e-08
0.008761232760529446,0.002976910021378158,0.84210526299999999,0.0,0.0,0.0,0.00045122698951364072,0.026926806764789674,1.0698828377366074e-06,0.00012299222554010741,5.8566289399784846e-07,2.2647485764697651e-17,4.3125916489899962e-06,3.2321678937993436e-05,0.10418764039880477,2.688946159170461e-05,1.09584465229842e-06,1.3517061587700086e-09,1.3623284473997608e-09,6.5995385691447746e-10,3.3816545227235415e-09,0.052122511985940097,1.7799279177012952e-09,6.1386752976063151e-11,2.2758409607189537e-05,5.8964719126780909e-10,1.8972039225377248e-08
0.008769454202155308,0.0029769203212788296,0.84210526299999999,0.0,0.0,0.0,0.00044600643072184842,0.026919585318143164,1.0590352473349219e-06,0.00012192881791044841,5.7956867043259189e-07,2.2332112070717296e-17,4.2831275191226107e-06,3.1951030564371441e-05,0.1041999745785554,2.6419624319845359e-05,1.0753749957120698e-06,1.3265662908002719e-09,1.3417950996614126e-09,6.4646036397210177e-10,3.3209978532135555e-09,0.052128360579780333,1.7475263896330644e-09,6.0770957907353675e-11,2.2538590574190327e-05,5.7989255973636356e-10,1.8861199714909654e-08
0.00877767564378117,0.0029769304357921906,0.84210526299999999,0.0,0.0,0.0,0.00044088161063943811,0.026912498928794992,1.0483541909031288e-06,0.00012087935433711982,5.7357165922892199e-07,2.2023567399974912e-17,4.2539080223686928e-06,3.1587091907884814e-05,0.10421208540013266,2.5960005621602375e-05,1.0553858746835684e-06,1.3020138269808557e-09,1.3216918776447954e-09,6.3331429017112427e-10,3.2617027102476276e-09,0.052134102728346149,1.7158671820218873e-09,6.0164465639600052e-11,2.2322020505697801e-05,5.7033474653548883e-10,1.8750064020150728e-08
0.008794118527032893,0.0029769501252665,0.84210526299999999,0.0,0.0,0.0,0.00043091041834261869,0.02689871873724943,1.0274794680369251e-06,0.00011882140338788918,5.6186168961542165e-07,2.1426238295555299e-17,4.196199962834359e-06,3.0878736564057839e-05,0.10423565713680277,2.5070421423271431e-05,1.0167977518461302e-06,1.2546084982032938e-09,1.2827336810627786e-09,6.0802327646740718e-10,3.1470589995438572e-09,0.052145277366409483,1.6546982084045344e-09,5.8978725848422049e-11,2.1898397612308603e-05,5.5179229004009477e-10,1.8527064642510488e-08
0.008808917121959444,0.002976967252574027,0.84210526299999999,0.0,0.0,0.0,0.00042224223679160767,0.026886747563031648,1.0092316078422517e-06,0.00011701481536459088,5.5163648932424565e-07,2.091021743003255e-17,4.1450914235404284e-06,3.026267235884043e-05,0.10425615736441209,2.4302280888389905e-05,9.8358571162273602e-07,1.2137991794110558e-09,1.2490388862797704e-09,5.8634906120112125e-10,3.0481973512801715e-09,0.052154994267773973,1.6019947961903583e-09,5.7941735409145919e-11,2.1527680959244791e-05,5.3573459285188419e-10,1.8325745711208137e-08
0.008823715716885994,0.0029769838410473493,0.84210526299999999,0.0,0.0,0.0,0.00041385164192322835,0.026875167208505142,9.9147738441358255e-07,0.00011525016340044043,5.4169783988813346e-07,2.0413636330692718e-17,4.0947623711097917e-06,2.9666088450443167e-05,0.10427600896455,2.3563520352787902e-05,9.5174008264370084e-07,1.1746612876610789e-09,1.2165811139975945e-09,5.6564922886526297e-10,2.9532345395694997e-09,0.052164402283807504,1.5514092452322957e-09,5.6932385383105978e-11,2.1166625793721419e-05,5.2024982529767757e-10,1.8124061089625721e-08
0.008838514311812545,0.002976999911972845,0.84210526299999999,0.0,0.0,0.0,0.00040572742882541993,0.026863961625901076,9.7420065547082207e-07,0.0001135262921292532,5.3203582839239849e-07,1.9935583332626068e-17,4.0452068264306102e-06,2.9088207653153909e-05,0.10429523776473104,2.2852859016794834e-05,9.2119605140805996e-07,1.1371159350043728e-09,1.1853066299383244e-09,5.4587293249262608e-10,2.8619949809476378e-09,0.052173513792881453,1.5028435595098484e-09,5.5949794008070247e-11,2.0814927189329563e-05,5.0531541542539884e-10,1.7922211988540903e-08
0.008853312906739096,0.002977015485678636,0.84210526299999999,0.0,0.0,0.0,0.00039785891343515186,0.02685311552513563,9.5738584327184478e-07,0.00011184207859592787,5.2264092520255956e-07,1.947519505392101e-17,3.9964183038939132e-06,2.8528288485627648e-05,0.10431386841035842,2.2169076129883499e-05,8.9189216355697312e-07,1.1010882991721511e-09,1.1551642495718818e-09,5.2697226521508955e-10,2.7743115955183005e-09,0.052182340602210955,1.4562046910230619e-09,5.4993108887622726e-11,2.0472290491182341e-05,4.9090968986500079e-10,1.7720388135714945e-08
0.008868111501665646,0.0029770305815703174,0.84210526299999999,0.0,0.0,0.0,0.00039023590627171171,0.026842614335033044,9.4101792187616291e-07,0.00011019643155479854,5.1350397147955357e-07,1.9031653736166226e-17,3.9483898466789206e-06,2.7985623385890177e-05,0.10433192442326372,2.1511008138909469e-05,8.6377014294156521e-07,1.0665074059477116e-09,1.1261052155755775e-09,5.0890207903016747e-10,2.6900253743245639e-09,0.052190893976431688,1.4114042705263176e-09,5.4061506483570958e-11,2.013843099832763e-05,4.770118415335299e-10,1.7518768172583448e-08
0.008882910096592197,0.0029770452181856217,0.84210526299999999,0.0,0.0,0.0,0.0003828486874526505,0.02683244416646572,9.2508239858158938e-07,0.00010858829076474159,5.0461616394122352e-07,1.8604184689216596e-17,3.9011140828337301e-06,2.7459537020971531e-05,0.10434942825745559,2.0877545943627847e-05,8.3677471811660474e-07,1.0333059203384191e-09,1.0980830784328377e-09,4.9161980549082774e-10,2.6089849805527524e-09,0.052199184664794,1.3683583609231031e-09,5.3154191254081335e-11,1.9813073652549474e-05,4.6360189931908727e-10,1.7317519971748989e-08
0.008897708691518747,0.0029770594132301196,0.84210526299999999,0.0,0.0,0.0,0.00037568798292657871,0.026822591777315583,9.0956528785461105e-07,0.0001070166262738787,4.9596903639146867e-07,1.8192053794234219e-17,3.8545832808036367e-06,2.6949384684548243e-05,0.10436640135221621,2.0267632267882521e-05,8.1085346125873288e-07,1.0014199530284944e-09,1.0710535855276106e-09,4.7508530879411734e-10,2.5310463937384594e-09,0.052207222927044702,1.3269872362661525e-09,5.2270394326988599e-11,1.9495952732948166e-05,4.5066069966456331e-10,1.7116800918020995e-08
0.008912507286445298,0.002977073183620297,0.84210526299999999,0.0,0.0,0.0,0.00036874494196065884,0.026813044539315888,8.9445309808251274e-07,0.00010548043771389135,4.8755444800264331e-07,1.7794565231868979e-17,3.8087893643330502e-06,2.6454550765095231e-05,0.10438286418245726,1.9680259158780713e-05,7.8595663268316224e-07,9.7078887314573731e-10,1.0449745732142239e-09,4.5926073449759375e-10,2.4560725359738401e-09,0.052215018557954566,1.2872151532175367e-09,5.1409372920506909e-11,1.9186811554249857e-05,4.3816985608626503e-10,1.6916758351912501e-08
0.008927305881371849,0.002977086545521825,0.84210526299999999,0.0,0.0,0.0,0.00036201111587679338,0.026803790406765112,8.7973282461443588e-07,0.00010397875358781657,4.7936457517394642e-07,1.7411059499595683e-17,3.7637239303676257e-06,2.5974447292408731e-05,0.1043988363063395,1.911446560954275e-05,7.6203703153858668e-07,9.4135512800857856e-10,1.0198058604948506e-09,4.4411035265733497e-10,2.3839329091061188e-09,0.052222580910497154,1.248970132902936e-09,5.0570410118119889e-11,1.8885402170867629e-05,4.2611172839750558e-10,1.6717529952372132e-08
0.0089421044762984,0.0029770995143866236,0.84210526299999999,0.0,0.0,0.0,0.00035547843796959906,0.026794817887006005,8.6539191965732374e-07,0.00010251063052348223,4.713918921455936e-07,1.704091120625559e-17,3.7193783274857626e-06,2.5508512586279903e-05,0.10441433641030014,1.8569335293987495e-05,7.3904986383788951e-07,9.1306408437384687e-10,9.9550915552177381e-10,4.2960044983280078e-10,2.314503283694438e-09,0.05222991891775107,1.2121837713513121e-09,4.9752813260479328e-11,1.859148509033774e-05,4.1446939533998091e-10,1.6519243897073359e-08
0.00895690307122495,0.0029771121049871523,0.84210526299999999,0.0,0.0,0.0,0.00034913920447070485,0.026786116012454425,8.5141826296334802e-07,0.00010107515254954104,4.6362915165015456e-07,1.6683526876033827e-17,3.6757437147862276e-06,2.5056209979168532e-05,0.1044293823517843,1.8043994407506262e-05,7.1695261441973874e-07,8.8586387444460744e-10,9.7204796596564579e-10,4.1569921265671389e-10,2.2476653965571748e-09,0.05223704111367123,1.17679105539328e-09,4.8955912396402027e-11,1.830482899263345e-05,4.0322662969303254e-10,1.6322019317086193e-08
0.0089717016661515,0.002977124331449205,0.84210526299999999,0.0,0.0,0.0,0.00034298605645772531,0.026777674314039185,8.3780017733353177e-07,9.9671430440680537e-05,4.5606938911304686e-07,1.6338343745631754e-17,3.6328110083719329e-06,2.4617026554526219e-05,0.10444399119989772,1.7537609609905759e-05,6.9570491187427172e-07,8.5970523248119119e-10,9.4938750042873205e-10,4.0237657316825005e-10,2.183306651433584e-09,0.052243955652836023,1.1427301856286729e-09,4.8179061341683343e-11,1.8025210452176025e-05,3.9236787106676059e-10,1.6125967054522834e-08
0.008986500261078051,0.002977136207282957,0.84210526299999999,0.0,0.0,0.0,0.00033701196272551212,0.026769482796093695,8.2452642963701319e-07,9.8298601025777825e-05,4.4870592090943717e-07,1.6004828370445616e-17,3.5905708671547545e-06,2.4190471949702687e-05,0.10445817927393541,1.7049386061313901e-05,6.7526841717015548e-07,8.3454136015716923e-10,9.2749458607673162e-10,3.8960412615678127e-10,2.1213198202434838e-09,0.052250670329152052,1.1099423995107617e-09,4.7421637837602395e-11,1.7752413671688513e-05,3.8187819460530116e-10,1.5931189676552756e-08
0.009001298856004602,0.002977147745412846,0.84210526299999999,0.0,0.0,0.0,0.00033121020364102426,0.026761531912692468,8.1158614749169503e-07,9.6955826396530426e-05,4.4153229758435393e-07,1.568247361704148e-17,3.5490138892440468e-06,2.3776077328840922e-05,0.10447196217974372,1.6578565551638408e-05,6.5560673494786332e-07,8.1032781992888919e-10,9.0633760630252913e-10,3.7735507610869727e-10,2.0616027412890826e-09,0.05225719259349778,1.0783717925097336e-09,4.6683038822578428e-11,1.748623023043711e-05,3.7174328587744771e-10,1.5737781114275837e-08
0.009014617591438498,0.00297715785122407,0.84210526299999999,0.0,0.0,0.0,0.00032613065170488661,0.026754574315011097,8.0021628375743641e-07,9.5772353346429824e-05,4.3523319400803782e-07,1.5401497447463025e-17,3.5121889815151313e-06,2.3413148027393146e-05,0.1044840327269113,1.6169108142262344e-05,6.3854507065286263e-07,7.8931322131511741e-10,8.8790059766114288e-10,3.6675745281034814e-10,2.0097175062400028e-09,0.052262904014218486,1.0509549435318747e-09,4.6033910218331974e-11,1.7252153018539165e-05,3.6291384540827981e-10,1.5564955586115634e-08
0.009027936326872394,0.0029771677021678366,0.84210526299999999,0.0,0.0,0.0,0.00032118099705293496,0.026747797874160192,7.8910063359436181e-07,9.4611989355845492e-05,4.2907846819764744e-07,1.5128837037763407e-17,3.4759027720897651e-06,2.3059391548205395e-05,0.10449579762048923,1.5772656566142553e-05,6.2205893541123646e-07,7.6900479514946563e-10,8.7001421882803527e-10,3.5654566367985474e-10,1.9595242770896973e-09,0.052268470334676694,1.0244440054714977e-09,4.5399146582951709e-11,1.7023127471198049e-05,3.543510451629605e-10,1.5393368296348352e-08
0.009039923188762901,0.0029771763569818002,0.84210526299999999,0.0,0.0,0.0,0.00031683380390685805,0.026741848910481113,7.7930802597666498e-07,9.3586956130275412e-05,4.2365919421497094e-07,1.4890289308588596e-17,3.4436998025090991e-06,2.2748604264866622e-05,0.1045061329870652,1.5426570132734508e-05,6.0769452058469207e-07,7.5130780973439347e-10,8.5437060561679169e-10,3.4767118035011255e-10,1.915743343473945e-09,0.052273359920004168,1.0013294484624864e-09,4.4839814627481001e-11,1.6821209815873182e-05,3.4686484022137357e-10,1.5240042925985335e-08
0.009050711364464357,0.002977183980395501,0.84210526299999999,0.0,0.0,0.0,0.00031300580089394664,0.02673661252247584,7.7066160053643796e-07,9.2679712153529424e-05,4.1887645899688479e-07,1.4680950149158236e-17,3.4150809852553763e-06,2.2474864718208447e-05,0.10451523591026984,1.5123484332617897e-05,5.9513601038384706e-07,7.3583399896804335e-10,8.4064707940987612e-10,3.3993025647921104e-10,1.8774297886704249e-09,0.052277666150538742,9.8110878273143422e-10,4.4345856019549295e-11,1.6642806554248246e-05,3.403001167106246e-10,1.5102974274117896e-08
0.009061499540165814,0.0029771914508966925,0.84210526299999999,0.0,0.0,0.0,0.00030925561045398606,0.026731484486892689,7.6216957088685178e-07,9.1786654960828213e-05,4.1418115977991929e-07,1.447652077839095e-17,3.3868030298999122e-06,2.2206625380809652e-05,0.10452415554726882,1.4828101611430247e-05,5.8291584622548404e-07,7.2077553140777311e-10,8.2725024789139015e-10,3.3241405383594922e-10,1.8401151859519592e-09,0.052281885409524102,9.6142194353751868e-10,4.386063230551494e-11,1.6467479307755408e-05,3.3389439772479524e-10,1.4966806927599318e-08
0.009071208898297125,0.0029771980469071617,0.84210526299999999,0.0,0.0,0.0,0.00030594526138852076,0.026726959479350915,7.5465589406880347e-07,9.0994803525440687e-05,4.1002847098130994e-07,1.4296608268467973e-17,3.3616410971274768e-06,2.1969793203986457e-05,0.10453203048832393,1.4568652852680162e-05,5.7219802453989036e-07,7.0756707585564055e-10,8.1546448788564368e-10,3.258351859694142e-10,1.8073607043924464e-09,0.052285610278122646,9.4414638222310362e-10,4.3431239997745607e-11,1.6312259026698567e-05,3.2826151527550707e-10,1.484504637274422e-08
0.009080918256428436,0.002977204525114345,0.84210526299999999,0.0,0.0,0.0,0.00030269480792402044,0.026722517804149613,7.4726199635871551e-07,9.0214020026820358e-05,4.0594350986036124e-07,1.4120445453307362e-17,3.336749298683166e-06,2.173719700631228e-05,0.10453976426631718,1.4315094478131803e-05,5.6173788832854456e-07,6.9467502739549209e-10,8.0392882411476844e-10,3.1942661678997616e-10,1.7753687043959277e-09,0.052289268179016031,9.2727786738319268e-10,4.3008628488624782e-11,1.6159427716320348e-05,3.2275065868717688e-10,1.4724050039305644e-08
0.009090627614559747,0.0029772108882631506,0.84210526299999999,0.0,0.0,0.0,0.00029950283159061781,0.026718157455301473,7.3998543179056962e-07,8.9444110007534297e-05,4.0192484697252833e-07,1.3947929628724575e-17,3.3121249121053084e-06,2.1508737545259991e-05,0.10454736018809636,1.4067268817792334e-05,5.5152806396448474e-07,6.8209036884013351e-10,7.926366929247204e-10,3.1318306274992145e-10,1.7441182034367909e-09,0.052292860688116727,9.1080501258289543e-10,4.2592661223944058e-11,1.6008938480847298e-05,3.1735876639584697e-10,1.4603831999085814e-08
0.009099366036877927,0.0029772165189296752,0.84210526299999999,0.0,0.0,0.0,0.00029667891066092013,0.026714301063628137,7.3353488684421918e-07,8.8760330186393361e-05,3.9836359256396728e-07,1.379570160889853e-17,3.2901893197632057e-06,2.1306581132985265e-05,0.10455408130962449,1.3849000676565025e-05,5.425473227068775e-07,6.7101975934861015e-10,7.8267671858492599e-10,3.0770074572077948e-10,1.7166098996693632e-09,0.052296039303284497,8.9630860415544184e-10,4.222386225322242e-11,1.5875462726665164e-05,3.1260531160971427e-10,1.4496312647519739e-08
0.009108104459196107,0.0029772220604565493,0.84210526299999999,0.0,0.0,0.0,0.00029390026093570679,0.026710507585063031,7.2717578715676838e-07,8.8085067041571318e-05,3.9485394131743642e-07,1.3646277513321599e-17,3.2684660289243071e-06,2.1107628764309823e-05,0.10456069565476345,1.3635143730279383e-05,5.337585035155932e-07,6.6018488826171764e-10,7.7290433145691243e-10,3.0234440546704472e-10,1.6896712756876276e-09,0.052299167279556212,8.821159126671613e-10,4.1860244360894982e-11,1.5743814186713473e-05,3.079436802370871e-10,1.4389444256044903e-08
0.009116842881514287,0.002977227514691324,0.84210526299999999,0.0,0.0,0.0,0.000291165928921877,0.026706775672878828,7.209064716464237e-07,8.7418186565939396e-05,3.9139492577975332e-07,1.3499589259691695e-17,3.2469530144422956e-06,2.091181364854559e-05,0.1045672054485999,1.3425592533853556e-05,5.2515672407733919e-07,6.49579781829081e-10,7.6331515368953925e-10,2.9711057435322794e-10,1.6632883141896145e-09,0.05230224567681601,8.6821934764015031e-10,4.1501714680715916e-11,1.5613960808214424e-05,3.0337180690932624e-10,1.4283235031885829e-08
0.009125581303832467,0.002977232883437171,0.84210526299999999,0.0,0.0,0.0,0.00028847498507907944,0.026703104014669746,7.1472531027592429e-07,8.6759557125718308e-05,3.8798559762695651e-07,1.3355570642058703e-17,3.2256482972713879e-06,2.0719070684866129e-05,0.10457361286099447,1.3220244460490906e-05,5.1673722039864937e-07,6.3919861116349347e-10,7.5390490810991826e-10,2.9199588099548418e-10,1.6374474030459925e-09,0.052305275528491041,8.5461154238191087e-10,4.1148182036498639e-11,1.5485871183322034e-05,2.9888767799772934e-10,1.4177692707994551e-08
0.009134319726150647,0.0029772381684517713,0.84210526299999999,0.0,0.0,0.0,0.00028582652311898317,0.026699491331359484,7.0863072736430787e-07,8.6109049426478791e-05,3.8462504041035377e-07,1.3214157649325401e-17,3.2045498509384077e-06,2.0529336358614365e-05,0.10457992000817538,1.3018999624218915e-05,5.0849536311088582e-07,6.2903571154047329e-10,7.4466942993021131e-10,2.869970765958143e-10,1.6121352873602341e-09,0.052308257842320516,8.4128532847060031e-10,4.0799558287412545e-11,1.5359514532055102e-05,2.9448932633002704e-10,1.407282494618536e-08
0.009143058148468827,0.0029772433714497907,0.84210526299999999,0.0,0.0,0.0,0.00028321965935654834,0.026695936376273433,7.0262117849790557e-07,8.5466536433325411e-05,3.813123569604696e-07,1.307528811155831e-17,3.1836556169936591e-06,2.034254869821542e-05,0.10458612895421586,1.2821760800188338e-05,5.004266808737181e-07,6.190856099782202e-10,7.3560468454277758e-10,2.8211102211360866e-10,1.5873390671501806e-09,0.052311193601068832,8.2823373350484885e-10,4.0455756998276209e-11,1.5234860693241665e-05,2.90174833220192e-10,1.396863867380098e-08
0.009151796570787006,0.0029772484941049354,0.84210526299999999,0.0,0.0,0.0,0.00028065353209669121,0.026692437934215173,6.966951269027649e-07,8.4831893327276032e-05,3.7804665637381191e-07,1.2938901279793989e-17,3.1629636119870474e-06,2.01586472955361e-05,0.10459224171242942,1.2628433344999309e-05,4.9252682781069222e-07,6.0934298614016182e-10,7.2670674216951227e-10,2.7733465785997528e-10,1.5630461956324364e-09,0.052314083763198432,8.1544997990605288e-10,4.0116692082272362e-11,1.5111880114045042e-05,2.8594232730189782e-10,1.3865139746107967e-08
0.009160534993105186,0.002977253538050075,0.84210526299999999,0.0,0.0,0.0,0.00027812730100034035,0.026688994820537208,6.9085107467877155e-07,8.4204997509827243e-05,3.7482707066321106e-07,1.280493821377187e-17,3.1424718866727681e-06,1.997757324522132e-05,0.10459826024681236,1.2438925125120546e-05,4.8479155448358918e-07,5.9980263832975537e-10,7.1797175704512767e-10,2.7266501077834796e-10,1.5392444932806402e-09,0.0523169292635643,8.0292749233307918e-10,3.9782279612557172e-11,1.4990543831104504e-05,2.8178998431855072e-10,1.3762333768481155e-08
0.009169273415423366,0.0029772585048774753,0.84210526299999999,0.0,0.0,0.0,0.00027564014645639645,0.026685605880267135,6.8508758404431536e-07,8.3585728563315208e-05,3.716527664010531e-07,1.2673342064346147e-17,3.1221784058669381e-06,1.9799269031170024e-05,0.10460418647347532,1.2253146448776437e-05,4.7721674056382739e-07,5.9045952247688241e-10,7.0939599288160151e-10,2.6809921827850058e-10,1.515922128513218e-09,0.052319731014104538,7.9065988626765464e-10,3.9452439046101273e-11,1.4870823455984957e-05,2.7771602639424976e-10,1.3660226430251891e-08
0.009178011837741546,0.002977263396141237,0.84210526299999999,0.0,0.0,0.0,0.00027319126902501748,0.026682269987300548,6.7940323167057383e-07,8.2973968159209059e-05,3.6852292034882857e-07,1.2544057380730551e-17,3.1020811265616318e-06,1.9623678525990014e-05,0.10461002226191467,1.2071009992488228e-05,4.6979841327560345e-07,5.8130877273425279e-10,7.0097583305672614e-10,2.6363451768480741e-10,1.4930675264909411e-09,0.052322489904453609,7.7864092027984944e-10,3.9127090580229536e-11,1.4752691170926848e-05,2.7371871267521181e-10,1.3558822527730066e-08
0.009185876417827907,0.002977267734927055,0.84210526299999999,0.0,0.0,0.0,0.00027101936136857742,0.026679312130971494,6.7435379387800825e-07,8.2429707454749303e-05,3.6574338753773907e-07,1.2429632457075754e-17,3.0841597541646738e-06,1.9467922061679578e-05,0.10461519865535404,1.1910130958346204e-05,4.6325250920360011e-07,5.732336444305364e-10,6.9352780778468143e-10,2.5970048323344985e-10,1.4728890072574343e-09,0.052324936978071286,7.6803141882572634e-10,3.8838051258029154e-11,1.464770739142178e-05,2.7018525631142515e-10,1.3468163463291329e-08
0.009193740997914267,0.0029772720148166644,0.84210526299999999,0.0,0.0,0.0,0.0002688772710371903,0.026676395571588712,6.6936629464028017e-07,8.1891351143978538e-05,3.6299861692215415e-07,1.2316997345674129e-17,3.0663943718680118e-06,1.9314280431178294e-05,0.10462030457109955,1.1752072789039204e-05,4.5682744427206776e-07,5.6530708877755728e-10,6.8620043042853883e-10,2.5584421758544185e-10,1.4530723371826891e-09,0.052327350656297615,7.5761413438024449e-10,3.8552529125320801e-11,1.4543968379804077e-05,2.6671130496080898e-10,1.3378079950382357e-08
0.009201605578000628,0.0029772762368668417,0.84210526299999999,0.0,0.0,0.0,0.00026676445493120177,0.026673519544938573,6.6443978863766044e-07,8.1358817263843368e-05,3.602880616307513e-07,1.2206115233990217e-17,3.0487834629207937e-06,1.9162715457689459e-05,0.10462534128021814,1.1596776485621573e-05,4.5052052645713652e-07,5.5752580914470247e-10,6.7899124290888019e-10,2.5206387027540423e-10,1.4336097899669503e-09,0.052329731543768514,7.473849051055077e-10,3.8270471182193375e-11,1.4441454980988002e-05,2.6329568359291281e-10,1.3288575206242846e-08
0.009209470158086989,0.002977280402112151,0.84210526299999999,0.0,0.0,0.0,0.0002646803818541498,0.026670683303824012,6.5957331444422513e-07,8.0832025094612723e-05,3.5761116795238408e-07,1.2096949813381005e-17,3.0313255458676141e-06,1.9013189799369136e-05,0.10463031002623201,1.1444184439135972e-05,4.4432916840627444e-07,5.4988663354174516e-10,6.7189786572918021e-10,2.4835766540952202e-10,1.414493650448316e-09,0.052332080231950344,7.3733958236862688e-10,3.7991823435315037e-11,1.4340148389265144e-05,2.5993722274448974e-10,1.3199651423545955e-08
