Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76)
0.19021443605403332,0.0018292318544171364,0.84210526299999999,0.0,0.0,0.0,0.0016402322863734073,0.027401987091887407,7.0152992998616723e-07,7.3450712653643912e-05,1.3121043932867879e-05,2.6410361606134676e-16,1.3626893233263925e-06,6.9895195271153042e-05,0.098935437773056578,0.0027840544705551831,6.6665741111782918e-05,2.1491113060796547e-08,6.8699489163205536e-10,5.9170878042329812e-07,2.3717916755087838e-09,0.050839705988874787,4.9594282610542299e-08,1.698787455474934e-10
0.19023759628276568,0.0018292489997609148,0.84210526299999999,0.0,0.0,0.0,0.0016255892767450307,0.027381292299992435,7.0129384380506667e-07,7.335311030038669e-05,1.310707349000303e-05,2.6497761035908993e-16,1.3716564700210276e-06,6.9280709249758195e-05,0.098969045217848078,0.0027808269157336934,6.6460184735074891e-05,2.1432951465580118e-08,6.856685183687563e-10,5.9087658936220815e-07,2.3680375587430957e-09,0.050855185090092667,4.9477932206429254e-08,1.698716893610801e-10
0.19026075651149804,0.0018292661236916554,0.84210526299999999,0.0,0.0,0.0,0.0016109824228951477,0.027360657119770763,7.010538842914553e-07,7.3254845397743157e-05,1.3093068789774754e-05,2.658575106800549e-16,1.3807359161835972e-06,6.8667679332115936e-05,0.099002591196633891,0.0027775897746988502,6.6253443708960528e-05,2.1374452770072181e-08,6.8432781026300489e-10,5.9004007820725676e-07,2.3642412449242201e-09,0.050870627811882084,4.9360929783223992e-08,1.6986354050015889e-10
0.1902839167402304,0.0018292832261013862,0.84210526299999999,0.0,0.0,0.0,0.0015964119363857643,0.027340081897538827,7.008099862199367e-07,7.3155909181321077e-05,1.3079028937444525e-05,2.6674334990975812e-16,1.3899296561120498e-06,6.8056114767773844e-05,0.099036075361098749,0.0027743429961922471,6.6045504175344034e-05,2.1315612778270722e-08,6.8297260067794097e-10,5.891991643110135e-07,2.3604022323206854e-09,0.050886033948427965,4.9243266966676019e-08,1.698542817930051e-10
0.19030707696896276,0.0018293003068811581,0.84210526299999999,0.0,0.0,0.0,0.00158187803165889,0.027319566984122964,7.0056208149722899e-07,7.3056292706971738e-05,1.3064952997153633e-05,2.6763515977137685e-16,1.3992397568244259e-06,6.7446024938973566e-05,0.099069497357857791,0.002771086528691233,6.5836352060685629e-05,2.1256427216918162e-08,6.8160271955220694e-10,5.8835376239004378e-07,2.3565199875253124e-09,0.050901403291167914,4.9124934784977709e-08,1.698438953326396e-10
0.19033023719769512,0.0018293173659214125,0.84210526299999999,0.0,0.0,0.0,0.0015673809260182987,0.027299112734816892,7.0031010042965026e-07,7.2955986866705063e-05,1.305084000490379e-05,2.6853297230483513e-16,1.4086683334278884e-06,6.6837419352086067e-05,0.099102856828484978,0.0027678203204212254,6.5625973069490296e-05,2.1196891735216574e-08,6.8021799408846394e-10,5.8750378445869518e-07,2.3525939822320832e-09,0.050916735628810723,4.9005924376163756e-08,1.6983236280329265e-10
0.19035339742642748,0.0018293344031096463,0.84210526299999999,0.0,0.0,0.0,0.0015529208396839001,0.027278719509459773,7.0005397167268549e-07,7.2854982389368046e-05,1.3036688971413903e-05,2.6943681694046173e-16,1.4182175371660761e-06,6.623030763206588e-05,0.099136153409403224,0.0027645443193641361,6.5414352683715993e-05,2.1137001906897206e-08,6.7881824871831549e-10,5.8664914014243312e-07,2.348623674578463e-09,0.050932030747285084,4.8886226629027198e-08,1.6981966546850075e-10
0.19037655765515984,0.0018293514183318552,0.84210526299999999,0.0,0.0,0.0,0.0015384979958896405,0.027258387672586318,6.9979362162720026e-07,7.2753269824603673e-05,1.302249887154875e-05,2.7034672254037468e-16,1.42788957332851e-06,6.5624699533316398e-05,0.099169386731691983,0.0027612584732672235,6.520147615961681e-05,2.1076753227560908e-08,6.7740330495454022e-10,5.8578973644588354e-07,2.3446085093902782e-09,0.050947288429645535,4.8765832188440453e-08,1.6980578401777666e-10
0.1903997178838922,0.0018293684114722793,0.84210526299999999,0.0,0.0,0.0,0.0015241126209650335,0.027238117593544942,6.9952897452201391e-07,7.2650839537485515e-05,1.3008268644471904e-05,2.7126271738124345e-16,1.4376867018778238e-06,6.5020604944792418e-05,0.099202556420928512,0.0027579627296543006,6.498732851886121e-05,2.1016141109462613e-08,6.7597298126854912e-10,5.8492547735943408e-07,2.3405479246133339e-09,0.050962508455995266,4.8644731570579565e-08,1.6979069858913454e-10
0.19044603834135693,0.001829402331034657,0.84210526299999999,0.0,0.0,0.0,0.0014954551990085025,0.027197764211102832,6.9898647569271896e-07,7.2443786325621407e-05,1.2979683400082735e-05,2.731130792733109e-16,1.4576655184539344e-06,6.3816996518577007e-05,0.099268703374030112,0.0027513413389580951,6.4555158773582844e-05,2.0893807784954954e-08,6.7306545252986524e-10,5.8318199425172093e-07,2.3322881932146749e-09,0.050992834645852185,4.8400372886964168e-08,1.6975683371091649e-10
0.19048772675307518,0.0018294327819191134,0.84210526299999999,0.0,0.0,0.0,0.0014697939989394757,0.027161661185698485,6.9848272619749641e-07,7.2254883309580512e-05,1.2953808090882527e-05,2.7479948264010381e-16,1.4760979917082019e-06,6.273902710642119e-05,0.099328014133261533,0.0027453477072816707,6.4161703592833421e-05,2.0782417073171667e-08,6.7039419241981509e-10,5.8159522963273205e-07,2.3246932328220126e-09,0.051019997164594558,4.8177935670584164e-08,1.6972202713659572e-10
0.19052941516479344,0.0018294631593676937,0.84210526299999999,0.0,0.0,0.0,0.0014442578659797851,0.027125764229097519,6.9796377342569929e-07,7.2063496292952363e-05,1.2927784627817767e-05,2.7650598684728265e-16,1.4949733273795574e-06,6.1666121506083802e-05,0.099387112633139693,0.0027393211827482287,6.3763885956738032e-05,2.0669773553091894e-08,6.6767013416266059e-10,5.7999110096903964e-07,2.3169418585794911e-09,0.051047034116818872,4.7953053622897382e-08,1.6968298471338824e-10
0.1905711035765117,0.0018294934626276757,0.84210526299999999,0.0,0.0,0.0,0.0014188482403538084,0.027090075681156973,6.9742908950115334e-07,7.1869561941545867e-05,1.2901605438454886e-05,2.7823270116782766e-16,1.5143067159770794e-06,6.0598342475534868e-05,0.099445996473688777,0.0027332614530810742,6.3361609552772141e-05,2.0555847278737986e-08,6.6489210189069967e-10,5.7836893229926045e-07,2.3090303794660808e-09,0.051073944105404306,4.7725663897521063e-08,1.6963956873684409e-10
0.19061279198822995,0.0018295236909265638,0.84210526299999999,0.0,0.0,0.0,0.0013935666001699816,0.027054597939855443,6.9687811749429865e-07,7.1673014638459041e-05,1.2875262479410338e-05,2.7997971561479211e-16,1.5341140064524058e-06,5.9535754376567844e-05,0.099504663185884981,0.002727168204912657,6.2954775292823139e-05,2.0440607292921213e-08,6.6205888269799211e-10,5.7672800868449313e-07,2.3009549711853771e-09,0.051100725697099274,4.7495701202543291e-08,1.6959163412123514e-10
0.1906544803999482,0.0018295538434635647,0.84210526299999999,0.0,0.0,0.0,0.0013684144628509697,0.027019333463284823,6.9631026962425512e-07,7.147378638581737e-05,1.2848747205429057e-05,2.8174709815535292e-16,1.5544117345085051e-06,5.8478423231918944e-05,0.099563110228601939,0.0027210411241742494,6.2543281232566925e-05,2.0324021588302075e-08,6.5916922525955901e-10,5.7506757381175329e-07,2.292711672950826e-09,0.051127377421152476,4.7263097737102972e-08,1.6953902794631419e-10
0.19069616881166646,0.0018295839194120496,0.84210526299999999,0.0,0.0,0.0,0.0013433933866523384,0.026984284771754012,6.9572492518110915e-07,7.1271806701123032e-05,1.2822050534189328e-05,2.8353489123620583e-16,1.5752171539249954e-06,5.7426416783379668e-05,0.099621334985330545,0.0027148798965347326,6.2127022494601569e-05,2.0206057066907193e-08,6.562218383780058e-10,5.7338682728015674e-07,2.2842963823358436e-09,0.051153897767855692,4.7027783096166929e-08,1.6948158893257868e-10
0.19077954563510294,0.0018296438380889174,0.84210526299999999,0.0,0.0,0.0,0.0012937508640955837,0.026914845148905565,6.9449908364493188e-07,7.0859297998697123e-05,1.2768073728019216e-05,2.8717173907952009e-16,1.6184239337977756e-06,5.533865795667225e-05,0.099737106777548198,0.0027024537448631916,6.1279776336871044e-05,1.996585345790951e-08,6.5014850249684769e-10,5.6996095752454821e-07,2.2669326456279858e-09,0.051206538086670153,4.6548724516903061e-08,1.6935152157774805e-10
0.19084848513792307,0.00182969314229602,0.84210526299999999,0.0,0.0,0.0,0.0012531145965961354,0.026858104526052105,6.9342658733505774e-07,7.0509244961145334e-05,1.2722805592526477e-05,2.9024034840070185e-16,1.6558470253600113e-06,5.3629118693460975e-05,0.099832136060330423,0.0026920733873139627,6.0563875280884422e-05,1.9762768582334826e-08,6.4494040994154037e-10,5.6705909640034186e-07,2.2520174816490302e-09,0.051249652562050975,4.6143763859235463e-08,1.6922780546487112e-10
0.1909174246407432,0.0018297422254159683,0.84210526299999999,0.0,0.0,0.0,0.0012128581900777149,0.026801988527718291,6.9229693705675749e-07,7.0150670679441723e-05,1.267690275044332e-05,2.9336415328355847e-16,1.6949074808385085e-06,5.1935071022488614e-05,0.099926521124938092,0.0026815956834699266,5.9833496427794821e-05,1.9555448459369766e-08,6.3955643070500679e-10,5.6408962779624918e-07,2.2365739291903327e-09,0.051292387002943841,4.5730385398316125e-08,1.6908846373965183e-10
0.19098636414356335,0.0018297910828117602,0.84210526299999999,0.0,0.0,0.0,0.0011729899598266235,0.026746510457625564,6.9110617950946237e-07,6.9783177597910952e-05,1.2630305288118849e-05,2.9654236058846963e-16,1.7357066549125611e-06,5.0256874620124569e-05,0.10002024773599279,0.0026710192608405941,5.9088078503741818e-05,1.9343709419120685e-08,6.3398948805457088e-10,5.6104740591330218e-07,2.2205788230718468e-09,0.05133473337043102,4.5308185479603912e-08,1.6893247649787064e-10
0.19105530364638348,0.0018298397095396829,0.84210526299999999,0.0,0.0,0.0,0.0011335186275554584,0.02669168422077936,6.8984995080597766e-07,6.9406342445104912e-05,1.258294649058636e-05,2.997737402748991e-16,1.7783535972362505e-06,4.8594906173958213e-05,0.10011330086611411,0.0026603427830911171,5.8327033966148496e-05,1.9127356920788971e-08,6.282321103825304e-10,5.5792674473900937e-07,2.2040075008433071e-09,0.051376683236758439,4.4876732904069558e-08,1.6875871985781771e-10
0.19112424314920362,0.0018298881003158591,0.84210526299999999,0.0,0.0,0.0,0.0010944533495912193,0.026637524360357431,6.8852342624427182e-07,6.9019714253802422e-05,1.2534751990236103e-05,3.0305666137328254e-16,1.8229657194722844e-06,4.6949560380401046e-05,0.10020566462916207,0.0026495649630232125,5.7549748314281242e-05,1.890618488205003e-08,6.2227640930367024e-10,5.5472134938274529e-07,2.1868336005262762e-09,0.051418227757883822,4.4435564270163053e-08,1.6856595340735701e-10
0.19119318265202376,0.00182993624948095,0.84210526299999999,0.0,0.0,0.0,0.0010558037473485285,0.026584046097213935,6.871212614380127e-07,6.862281209827141e-05,1.2485638755727778e-05,3.0638875448035968e-16,1.8696695680464818e-06,4.5321251333748615e-05,0.10029732220675917,0.0026386845777714497,5.6755579339582514e-05,1.8679974907946585e-08,6.1611404828437592e-10,5.514242478933504e-07,2.1690290776086117e-09,0.051459357643568737,4.3984186487077891e-08,1.683528051074557e-10
0.1912552282045619,0.0018299793721370868,0.84210526299999999,0.0,0.0,0.0,0.0010213828611204247,0.026536511585196879,6.8578974943884337e-07,6.8256392537490812e-05,1.2440574788864486e-05,3.0942748238220265e-16,1.913603908312326e-06,4.3870698663870652e-05,0.10037919552198715,0.0026288035935256556,5.6025838256148251e-05,1.8471887444194998e-08,6.1038396246630173e-10,5.4837206480029759e-07,2.1524409493489836e-09,0.051496011963902466,4.3568775837846454e-08,1.681422915889317e-10
0.1913110692018462,0.0018300180070829728,0.84210526299999999,0.0,0.0,0.0,0.00099070533594634034,0.026494223624553122,6.8453095957180212e-07,6.7918816304764977e-05,1.2399254634099883e-05,3.1219224236515669e-16,1.9547756997237731e-06,4.2577575337013209e-05,0.10045236874297593,0.0026198382555844609,5.5356494397089121e-05,1.8280812265937743e-08,6.0507208208905779e-10,5.455510943115769e-07,2.1370348342575096e-09,0.051528700765690945,4.3187125532633473e-08,1.6793665343379912e-10
0.1913613260994021,0.0018300526332649736,0.84210526299999999,0.0,0.0,0.0,0.00096334464833994909,0.026456571767384852,6.8334583705463926e-07,6.7608418113279317e-05,1.2361397086727558e-05,3.1470278400724735e-16,1.9932222720725494e-06,4.1424003750771329e-05,0.10051780025791761,0.0026117103353734488,5.4743568769654829e-05,1.8105652516043794e-08,6.001615727924421e-10,5.4294802631415643e-07,2.1227676680856256e-09,0.05155787273920464,4.2837062730952437e-08,1.6773764196030676e-10
0.19141158299695799,0.0018300871188685966,0.84210526299999999,0.0,0.0,0.0,0.00093622457907314765,0.026419313004810881,6.821081168216676e-07,6.7291542648425493e-05,1.2322855453161404e-05,3.1723236317573411e-16,2.0330539001964271e-06,4.0280331233935958e-05,0.10058282135097144,0.0026035260784240534,5.4120381599729358e-05,1.7927360775517934e-08,5.951240044221777e-10,5.4028006544396368e-07,2.1081056013145376e-09,0.051586805333364592,4.2480511702867862e-08,1.6752462636541934e-10
0.19146183989451387,0.001830121460863355,0.84210526299999999,0.0,0.0,0.0,0.00090934978874465569,0.026382454559381416,6.8081451804081677e-07,6.6967942622266169e-05,1.2283577240135541e-05,3.1977864413109618e-16,2.0743381344204661e-06,3.9146756781741231e-05,0.10064742355195093,0.0025952852141610337,5.3486636480813999e-05,1.7745828377495172e-08,5.8995528112039997e-10,5.3754295031579759e-07,2.0930340842115886e-09,0.051615494049665707,4.2117211893137709e-08,1.6729676938356168e-10
0.19151209679206976,0.0018301556560425035,0.84210526299999999,0.0,0.0,0.0,0.0008827251254679944,0.026346003913485353,6.7946148678748438e-07,6.6637358453401204e-05,1.2243505344830211e-05,3.2233893399118256e-16,2.1171461573722761e-06,3.802348684550566e-05,0.10071159798037305,0.0025869875274745096,5.284202952995548e-05,1.7560942133343476e-08,5.8465114612654625e-10,5.3473207543229547e-07,2.0775377722893957e-09,0.051643934207699305,4.1746888129328075e-08,1.6705316478595969e-10
0.19155099578449358,0.0018301820202617424,0.84210526299999999,0.0,0.0,0.0,0.00086229247332969832,0.026318075886272187,6.7837098645977598e-07,6.6376517563656811e-05,1.221190520245334e-05,3.2432830381217461e-16,2.1513737958653892e-06,3.7161283137368788e-05,0.10076096960099344,0.0025805259828899246,5.2335447228839499e-05,1.7415462257685199e-08,5.8044995548506099e-10,5.3250265178332005e-07,2.0652416222065241e-09,0.051665773245152362,4.1455248618744693e-08,1.6685317925999026e-10
0.19158250704517546,0.0018302033102435545,0.84210526299999999,0.0,0.0,0.0,0.00084585414534021095,0.026295637035564673,6.7745847820046498e-07,6.6161937955512689e-05,1.2185909295166572e-05,3.2594356269608077e-16,2.1798284165440188e-06,3.6467520911133227e-05,0.1008007694541183,0.0025752665666981963,5.1920066857180054e-05,1.7296048187594859e-08,5.7698377747337464e-10,5.3066035208477055e-07,2.0550817743457209e-09,0.051683351678227601,4.1215688996603213e-08,1.6668349113173866e-10
0.19161401830585734,0.0018302245391483526,0.84210526299999999,0.0,0.0,0.0,0.00082951904797207404,0.026273366006738252,6.7651874168176391e-07,6.5944346189365061e-05,1.2159538852788634e-05,3.2756112105457005e-16,2.208955877697529e-06,3.577801802990039e-05,0.100840392036763,0.0025699847159965043,5.1500117712998303e-05,1.7175200920132619e-08,5.7346006493573673e-10,5.2878407081112102e-07,2.0447390962134052e-09,0.051700827664512408,4.0973082854719651e-08,1.6650662834841462e-10
0.1916455295665392,0.0018302457060114829,0.84210526299999999,0.0,0.0,0.0,0.00081328854212695911,0.026251264869787832,6.7555063018571546e-07,6.572366722661293e-05,1.2132775207112151e-05,3.2917996412781474e-16,2.2387771534874599e-06,3.5092832147060632e-05,0.1008798347859198,0.0025646804363207818,5.1075519429841338e-05,1.7052888629006466e-08,5.6987762793135135e-10,5.2687233928162185e-07,2.0342091215542516e-09,0.051718199888688136,4.0727349399286269e-08,1.6632229925326736e-10
0.1916770408272211,0.001830266809828333,0.84210526299999999,0.0,0.0,0.0,0.00079716402426149608,0.026229335742226762,6.7455293870635785e-07,6.5499823678240161e-05,1.2105598697228775e-05,3.3079898485756368e-16,2.2693138489482198e-06,3.4412022367858517e-05,0.100919095056007,0.0025593537477117383,5.0646190731659168e-05,1.692907866294832e-08,5.6623524709320103e-10,5.2492361051025745e-07,2.0234872845247746e-09,0.051735467000549248,4.0478406048245849e-08,1.661301974625411e-10
0.19170540096183478,0.0018302857484949829,0.84210526299999999,0.0,0.0,0.0,0.00078274376168615102,0.026209748384900866,6.7362867725718667e-07,6.5295592837943129e-05,1.2080769710538626e-05,3.3225525688657857e-16,2.2974269295066659e-06,3.3803085207352914e-05,0.10095427102350873,0.0025545405975354388,5.0255682534927345e-05,1.6816341552475251e-08,5.6290482157163619e-10,5.2313678162588528e-07,2.0136696296454521e-09,0.05175091638516733,4.02515408232791e-08,1.6595039378485393e-10
0.19173376109644846,0.0018303046344542739,0.84210526299999999,0.0,0.0,0.0,0.0007684115809436314,0.026190303723268284,6.7267845116884607e-07,6.5088674086450989e-05,1.2055573501375489e-05,3.3370974913087437e-16,2.3261543055952088e-06,3.3197787058553524e-05,0.10098929491753984,0.0025497093626919722,4.9861215838407723e-05,1.6702339301232473e-08,5.5952390150898935e-10,5.2131742970673147e-07,2.0036890936585644e-09,0.051766278469851087,4.0021939994830704e-08,1.6576378480134499e-10
0.19176212123106215,0.001830323466882816,0.84210526299999999,0.0,0.0,0.0,0.00075416857882217535,0.026171003404906235,6.717012353645724e-07,6.4879005764974327e-05,1.202999323738197e-05,3.3516145053228566e-16,2.3555132757213567e-06,3.259617423103588e-05,0.10102416462282826,0.0025448600929806314,4.9462729908320832e-05,1.6587046411715802e-08,5.5609153753475447e-10,5.1946425299817358e-07,1.9935420223984822e-09,0.051781552192793505,3.9789537159568397e-08,1.6557011019383892e-10
0.19179048136567584,0.0018303422449247224,0.84210526299999999,0.0,0.0,0.0,0.00074001587836579319,0.026151849111524784,6.7069595929222557e-07,6.4666524555214932e-05,1.2004011315673081e-05,3.3660926271989009e-16,2.3855214804028809e-06,3.1998294001137903e-05,0.1010588779605541,0.00253999285098429,4.9060163688125847e-05,1.6470436842366227e-08,5.5260676101362325e-10,5.1757588848526879e-07,1.9832246328832723e-09,0.051796736466229253,3.9554263665688943e-08,1.6536909816813767e-10
0.19181884150028952,0.0018303609676912894,0.84210526299999999,0.0,0.0,0.0,0.00072595462969283358,0.02613284255991025,6.6966149628299742e-07,6.4451165293842534e-05,1.1977609186258262e-05,3.3805201342657775e-16,2.4161971455092086e-06,3.1404194744433239e-05,0.10109343268569211,0.0025351077129501052,4.8653455923025749e-05,1.6352484064855207e-08,5.490685856693333e-10,5.1565091550438136e-07,1.9727329584221906e-09,0.051811830175540641,3.931604714661747e-08,1.6516046278774638e-10
0.19184436562144183,0.0018303777701585233,0.84210526299999999,0.0,0.0,0.0,0.00071337867020931076,0.026115864430527793,6.6870454416311453e-07,6.4254825808421765e-05,1.1953471805643716e-05,3.3934513898181035e-16,2.4443915422010321e-06,3.0872779117945736e-05,0.10112439441354663,0.0025306958624090972,4.8283827182858747e-05,1.6245155759140723e-08,5.4583774114505869e-10,5.1388591105151103e-07,1.963138138411462e-09,0.051825336138016084,3.9099075731161426e-08,1.6496592420061193e-10
0.19186988974259414,0.0018303945264062245,0.84210526299999999,0.0,0.0,0.0,0.00070087861900440475,0.026099008694017076,6.6772208782641039e-07,6.4056050657566993e-05,1.1928963276112764e-05,3.4063218654954022e-16,2.4731558588298073e-06,3.0344503144200836e-05,0.10115522405573951,0.0025262696665822731,4.7910749253161603e-05,1.6136697393199871e-08,5.4256208216804162e-10,5.1208891273137594e-07,1.9533959658675607e-09,0.051838766966177799,3.8879607785153126e-08,1.6476473816008464e-10
0.19189541386374645,0.0018304112357100512,0.84210526299999999,0.0,0.0,0.0,0.00068845537375571521,0.026082276677455083,6.6671318698194368e-07,6.3854788508323646e-05,1.190406803999239e-05,3.4191210993752506e-16,2.5025043254027172e-06,2.9819404416520434e-05,0.10118591982778168,0.0025218292134427996,4.7534177367729705e-05,1.6027088511344294e-08,5.3924085015704567e-10,5.1025874047139157e-07,1.9435033081116573e-09,0.051852121788460478,3.8657586078629263e-08,1.6455666623141626e-10
0.19191838557278354,0.0018304262333273561,0.84210526299999999,0.0,0.0,0.0,0.00067734087997991859,0.026067324760068979,6.6578174707917514e-07,6.367148260414448e-05,1.1881318124711558e-05,3.4305704884946598e-16,2.5294296824593195e-06,2.9349563898043843e-05,0.10121343004817213,0.0025178206976047704,4.7192238487303851e-05,1.5927439675520867e-08,5.3621214039786878e-10,5.0858220910836096e-07,1.9344685768782077e-09,0.051864075407175483,3.8455533969797896e-08,1.6436330641818165e-10
0.19194135728182063,0.0018304411917472445,0.84210526299999999,0.0,0.0,0.0,0.00066629002457051776,0.026052475153609173,6.6482733697314432e-07,6.348608020385107e-05,1.1858229246804568e-05,3.4419449113414878e-16,2.5568511594675618e-06,2.8882356674413619e-05,0.10124082897483934,0.0025138007947785434,4.6847400994204693e-05,1.5826826718679988e-08,5.3314532349543335e-10,5.0687688201932269e-07,1.925307085301516e-09,0.051875966075626605,3.8251324265407683e-08,1.6416397611855514e-10
0.191962031819954,0.0018304546203270896,0.84210526299999999,0.0,0.0,0.0,0.00065639924057047511,0.026039198825981123,6.6394808603124626e-07,6.3317392381293476e-05,1.1837148781323037e-05,3.4521103061693296e-16,2.581963823397312e-06,2.8464145651132154e-05,0.1012653916894366,0.0025101732201249839,4.6534542313674814e-05,1.5735437851917854e-08,5.3035212964856819e-10,5.0531667038029362e-07,1.9169513006183639e-09,0.051886613295255388,3.8065653019729843e-08,1.639793113124176e-10
0.19198270635808737,0.0018304680162443056,0.84210526299999999,0.0,0.0,0.0,0.00064656108435060932,0.026026006950939571,6.6304900860880181e-07,6.3146943971891778e-05,1.1815773465460008e-05,3.4622008126251609e-16,2.6074956454239898e-06,2.8048112726078058e-05,0.1012898620640508,0.0025065365657297328,4.6219286376218508e-05,1.5643243928195722e-08,5.2752717628105158e-10,5.037316263763254e-07,1.9084890311966726e-09,0.05189720847334367,3.7878164223509174e-08,1.6378950114012096e-10
0.19200338089622074,0.001830481379044729,0.84210526299999999,0.0,0.0,0.0,0.00063677608210112877,0.026012900294800793,6.6212949274176022e-07,6.2974704469393543e-05,1.1794093099502578e-05,3.472209264044766e-16,2.6334550848033658e-06,2.7634279857832387e-05,0.10131423902261039,0.0025028909090627619,4.5901610078524862e-05,1.5550233316019703e-08,5.2467003334419468e-10,5.0212099855468341e-07,1.8999184587270157e-09,0.051907751097207598,3.7688824583722351e-08,1.6359439059797878e-10
0.1920240554343541,0.0018304947082617132,0.84210526299999999,0.0,0.0,0.0,0.00062704476931469202,0.02599987963517647,6.6118890602672591e-07,6.2800642803345296e-05,1.1772097136429769e-05,3.4821280945901638e-16,2.6598506793035695e-06,2.7222669341410498e-05,0.10133852146410402,0.0024992363339919406,4.558149055176024e-05,1.5456394260819648e-08,5.2178026636969743e-10,5.0048401107770207e-07,1.8912377115467683e-09,0.051918240644707729,3.7497599767488153e-08,1.633938195244672e-10
0.19204472997248748,0.0018305080034142437,0.84210526299999999,0.0,0.0,0.0,0.00061736769097960617,0.02598694576115879,6.6022659253526389e-07,6.2624727290995835e-05,1.1749774625805757e-05,3.4919493911404768e-16,2.6866911295971942e-06,2.6813303845509448e-05,0.10136270826180969,0.0024955729310828594,4.525890522022001e-05,1.5361714901083179e-08,5.188574370968571e-10,4.9881986391649256e-07,1.8824448761913302e-09,0.051928676584018466,3.7304454585903073e-08,1.6318762183139659e-10
0.19206540451062085,0.0018305212640068935,0.84210526299999999,0.0,0.0,0.0,0.00060774540175712944,0.025974099473455067,6.5924187162447655e-07,6.2446925623491434e-05,1.172711419052752e-05,3.5016648944731342e-16,2.7139853059805073e-06,2.6406206436701955e-05,0.10138679826257933,0.0024919007979153146,4.4933831834097648e-05,1.5266183263251273e-08,5.1590110333730173e-10,4.9712773105665357e-07,1.8735380115300899e-09,0.051939058373421505,3.710935335426952e-08,1.6297562520437181e-10
0.19208607904875422,0.001830534489528604,0.84210526299999999,0.0,0.0,0.0,0.0005981784661009264,0.025961341584417864,6.5823403923330869e-07,6.226720489602245e-05,1.1704104048573009e-05,3.511265941827273e-16,2.741742176627715e-06,2.6001400551297626e-05,0.10141079028621951,0.0024882200393975119,4.4606248510499511e-05,1.5169787268700785e-08,5.1291081922971367e-10,4.954067599933579e-07,1.8645151507027154e-09,0.051949385461151423,3.6912259908385879e-08,1.6275765142605929e-10
0.19210675358688759,0.0018305476794524544,0.84210526299999999,0.0,0.0,0.0,0.00058866745839335807,0.025948672918120291,6.5720236673422133e-07,6.2085531600645298e-05,1.1680731997023559e-05,3.5207434466742391e-16,2.7699708171596476e-06,2.5598909991732556e-05,0.10143468312479414,0.0024845307680845417,4.4276133799941525e-05,1.5072514754668242e-08,5.0988613592436434e-10,4.9365607224277746e-07,1.8553742804164052e-09,0.05195965728521304,3.6713137191230314e-08,1.6253351608636789e-10
0.19212742812502095,0.0018305608332354756,0.84210526299999999,0.0,0.0,0.0,0.00057921296312325613,0.025936094310492899,6.5614609830510708e-07,6.1901871592270473e-05,1.1656985366108473e-05,3.5300879212522965e-16,2.7986804615700279e-06,2.5198758964313317e-05,0.10145847554183848,0.0024808331045250666,4.3943466743321831e-05,1.4974353479922312e-08,5.068266017917536e-10,4.9187476217377541e-07,1.8461133438572432e-09,0.051969873273159724,3.65119473105825e-08,1.6230302792239977e-10
0.19214810266315432,0.0018305739503172947,0.84210526299999999,0.0,0.0,0.0,0.0005698155750142556,0.025923606609371916,6.5506445102982254e-07,6.1716190098239576e-05,1.1632851016494848e-05,3.5392894559708823e-16,2.8278804659036815e-06,2.4800972079558015e-05,0.10148216627171124,0.0024771271775899475,4.3608226913500122e-05,1.4875291125907455e-08,5.0373176254117511e-10,4.9006189573463255e-07,1.8367302631774413e-09,0.051980032841927933,3.630865196554164e-08,1.6206598884425178e-10
0.1921687772012877,0.001830587030121579,0.84210526299999999,0.0,0.0,0.0,0.00056047589916145249,0.025911210674514566,6.5395661533301901e-07,6.1528451740935482e-05,1.1608315347577327e-05,3.54833767026082e-16,2.857580259044252e-06,2.4405574330257321e-05,0.10150575401877239,0.0024734131248983146,4.3270394487766581e-05,1.4775315315476445e-08,5.0060116186123672e-10,4.8821651042833737e-07,1.8272229296816091e-09,0.051990135397641406,3.6103212280422589e-08,1.618221940449263e-10
0.19218945173942106,0.0018306000720514925,0.84210526299999999,0.0,0.0,0.0,0.00055119455115468284,0.025898907377644539,6.5282175317157293e-07,6.1338620524429611e-05,1.1583364271269294e-05,3.5572217052286292e-16,2.8877893698850109e-06,2.4012591098269364e-05,0.10152923745664853,0.0024696910931738007,4.2929950327273596e-05,1.4674413637259236e-08,4.9743434221568982e-10,4.8633761586443564e-07,1.817589182127352e-09,0.052000180335429101,3.5895588387971027e-08,1.6157143153957624e-10
0.19221012627755443,0.001830613075493757,0.84210526299999999,0.0,0.0,0.0,0.00054197215724012841,0.025886697602550249,6.5165899510742004e-07,6.1146659799667132e-05,1.1557983158526819e-05,3.5659302543517319e-16,2.9185174830664473e-06,2.3622048202185778e-05,0.10155261522742913,0.0024659612386290905,4.2586876040569048e-05,1.4572573649652364e-08,4.9423084502430463e-10,4.8442419216451419e-07,1.807826824318039e-09,0.052010167039211574,3.5685739710019127e-08,1.6131348143224951e-10
