Time (s),Volume (m^3),N2,Ar,He,Ne,CH4(1),O2(2),CH3(3),HO2(7),CH3OO(9),CH3O2(17),OH(11),CH2O(24),H2O(33),H2O2(13),CH3OOH(15),CH3O(19),H(4),C2H6O2(21),HCO(39),CO(40),CHO3(66),acetyl(76),CH3OH(35),CH2OH(41),O(12),CHO3(77),CO2(174),CHO3(176)
0.5786107736415999,0.0028702247169433773,0.84210526299999999,0.0,0.0,0.0,2.8857839001062571e-09,0.025311121527367593,1.5881369964915393e-11,1.2546609083040229e-05,3.3100396838643935e-10,2.8319978666209004e-21,5.4806638316224596e-06,1.492461826173486e-10,0.10381199199073311,0.0014421445394245472,2.5542862519466464e-10,6.8429053305187949e-14,1.4313086499597467e-13,4.6987426244856637e-16,5.5939428057781336e-14,0.052085944582327404,1.3288834711724593e-12,3.0801775692445319e-15,4.4021754523350066e-10,9.4224156138343781e-15,1.0967493761079144e-08,2.7015547303189293e-18,0.00054563033851366281,1.2764927746888972e-13
0.5786722546469701,0.002870226177854669,0.84210526299999999,0.0,0.0,0.0,2.7362824785781202e-09,0.025311647446784942,1.5059329377016714e-11,1.2539750673007016e-05,3.138769496875039e-10,2.6834791555536536e-21,5.4786243026779794e-06,1.4151624765197896e-10,0.10381311283240027,0.0014410285525952766,2.4211793706317523e-10,6.486345946964231e-14,1.4293171193123649e-13,4.224937506403505e-16,5.47747360312881e-14,0.052085869863775329,1.3012362156215228e-12,2.9207378518092412e-15,4.1743269608585864e-10,8.9312231342763347e-15,1.0967307518972779e-08,2.7000727170090051e-18,0.00054570526837501043,1.2761923335356617e-13
0.5787337356523404,0.002870227637205768,0.84210526299999999,0.0,0.0,0.0,2.5945753939298365e-09,0.025312172823136494,1.4280105127881957e-11,1.2532905235841281e-05,2.9764167513924612e-10,2.542798333652142e-21,5.4765855802079534e-06,1.3418924573157234e-10,0.10381423251125725,0.0014399137005225732,2.2950531579491605e-10,6.1484835945811523e-14,1.4273897176999352e-13,3.7990511539779636e-16,5.3670208272307799e-14,0.052085795175282036,1.2750174113896274e-12,2.7696029157824902e-15,3.9583450438465535e-10,8.4657942650606333e-15,1.0967119323196452e-08,2.6985935059288202e-18,0.00054578015715928921,1.2758918547733174e-13
0.5787952166577107,0.002870229095000255,0.84210526299999999,0.0,0.0,0.0,2.4602537345156889e-09,0.025312697656784667,1.3541453533379006e-11,1.2526072362378712e-05,2.8225143219556109e-10,2.4095391668125023e-21,5.4745476853101859e-06,1.2724404286920641e-10,0.10381535103024472,0.0014387999815702384,2.1755391784742471e-10,5.8283316534999775e-14,1.425523093773185e-13,3.4162230959950256e-16,5.2622667905589051e-14,0.052085720517349138,1.2501516576202952e-12,2.6263375542781146e-15,3.7536079448506095e-10,8.0247696427045462e-15,1.0966929260716105e-08,2.6971170089713232e-18,0.00054585500494300958,1.2755913436790827e-13
0.578856697663081,0.0028702305512416215,0.84210526299999999,0.0,0.0,0.0,2.3329301737108417e-09,0.02531322194810921,1.2841249167821155e-11,1.2519251664575955e-05,2.6766196949216748e-10,2.2833076646304749e-21,5.472510637914738e-06,1.2066062027503445e-10,0.10381646839222218,0.0014376873941146645,2.0622885681551929e-10,5.524955895775024e-14,1.4237140741417137e-13,3.0720873131447232e-16,5.1629106841849071e-14,0.052085645890450075,1.2265675579865691e-12,2.490529499779522e-15,3.5595266712909634e-10,7.6068620301551772e-15,1.0966737414041175e-08,2.6956431425768714e-18,0.00054592981180030169,1.275290805254861e-13
0.5789181786684513,0.002870232005933277,0.84210526299999999,0.0,0.0,0.0,2.2122378236468363e-09,0.025313745697506156,1.2177478597538747e-11,1.2512442774404308e-05,2.538313664789925e-10,2.1637308836643128e-21,5.4704744568468712e-06,1.1442001517807648e-10,0.10381758459997222,0.0014365759365442714,1.9549709877735853e-10,5.2374716844153199e-14,1.4219596538589591e-13,2.7627216270345384e-16,5.068667674853844e-14,0.052085571295031698,1.2041975065342442e-12,2.3617882085570129e-15,3.3755432589556335e-10,7.2108524660590177e-15,1.0966543860691006e-08,2.694171827495047e-18,0.00054600457780303664,1.2749902442420475e-13
0.5789796596738216,0.0028702334590785528,0.84210526299999999,0.0,0.0,0.0,2.0978291501799466e-09,0.025314268905386954,1.154823444780053e-11,1.25056453427995e-05,2.4071990998524225e-10,2.050455795990513e-21,5.4684391598846457e-06,1.0850426480080971e-10,0.10381869965620431,0.0014354656072589759,1.8532736327913727e-10,4.9650413256327493e-14,1.4202569874277238e-13,2.4846026543879387e-16,4.9792680533537975e-14,0.0520854967315156,1.1829774857074883e-12,2.2397437097516797e-15,3.201129128837162e-10,6.8355866306802073e-15,1.0966348674538308e-08,2.6927029885585232e-18,0.00054607930302094556,1.2746896651350082e-13
0.5790411406791919,0.0028702349106807037,0.84210526299999999,0.0,0.0,0.0,1.9893749457437042e-09,0.025314791572177552,1.0951709785808968e-11,1.249885903866716e-05,2.2828997735747331e-10,1.9431482195786398e-21,5.466404763813977e-06,1.0289635329342082e-10,0.10381981356355872,0.0014343564046696918,1.7569002964661735e-10,4.7068715625018578e-14,1.4186033802859833e-13,2.2345652492685418e-16,4.8944564272694273e-14,0.052085422200299512,1.1628468749054276e-12,2.1240455157741829e-15,3.035783531439949e-10,6.4799714026386743e-15,1.0966151926261754e-08,2.6912365544689433e-18,0.000546153987521727,1.2743890721939962e-13
0.5791026216845622,0.0028702363607429134,0.84210526299999999,0.0,0.0,0.0,1.8865633570696889e-09,0.025315313698317587,1.0386192802643947e-11,1.2492083547942619e-05,2.1650592581478542e-10,1.8414918053018936e-21,5.4643712844832706e-06,9.7580161529535654e-11,0.10382092632461004,0.0014332483271978517,1.6655704833408196e-10,4.4622112003650313e-14,1.4169962807401945e-13,2.0097655860636265e-16,4.8139909540563781e-14,0.052085347701758551,1.1437482685584102e-12,2.0143615906963299e-15,2.8790320737178776e-10,6.1429715876395059e-15,1.0965953681707654e-08,2.6897724575944863e-18,0.00054622863137115344,1.2740884694580717e-13
0.5791641026899325,0.0028702378092682985,0.84210526299999999,0.0,0.0,0.0,1.7890989648444902e-09,0.025315835284259569,9.8500617776504542e-12,1.2485318572697332e-05,2.0533398767869664e-10,1.7451870788503909e-21,5.4623387368523363e-06,9.2540419596634287e-11,0.10382203794187045,0.0014321413732749587,1.5790185704628672e-10,4.2303488635679974e-14,1.4154332723449254e-13,1.8076485934265763e-16,4.7376426196166365e-14,0.052085273236246406,1.1256273050125323e-12,1.9103773734338967e-15,2.7304253242934237e-10,5.8236068374824922e-15,1.0965754003207447e-08,2.6883106337774694e-18,0.00054630323463316917,1.2737878607565374e-13
0.5792255836953027,0.0028702392562599127,0.84210526299999999,0.0,0.0,0.0,1.6967019123708191e-09,0.025316356330468189,9.3417803109535164e-12,1.2478563830291094e-05,1.9474217117938664e-10,1.653950536033952e-21,5.4603071350372425e-06,8.7762661759123624e-11,0.10382314841779305,0.0014310355413421629,1.4969930136926003e-10,4.0106108739866868e-14,1.4139120666961337e-13,1.6259190057321653e-16,4.6651945564765331e-14,0.052085198804096518,1.1084325048454697e-12,1.8117948529428122e-15,2.5895374929984003e-10,5.5209487396276783e-15,1.0965552951603922e-08,2.6868510221518151e-18,0.00054637779736998538,1.2734872497193978e-13
0.579287064700673,0.0028702407017207453,0.84210526299999999,0.0,0.0,0.0,1.6091070806999136e-09,0.025316876837419587,8.8598928099777467e-12,1.2471819052573551e-05,1.8470016654416242e-10,1.5675137855767797e-21,5.4582764923581177e-06,8.3233183843305544e-11,0.10382425775477482,0.0014299308298498553,1.4192555965760256e-10,3.8023592369548822e-14,1.412430496589146e-13,1.4625143209874351e-16,4.5964413914994376e-14,0.052085124405623129,1.0921151161214486e-12,1.7183316926890617e-15,2.4559651805166128e-10,5.2341180358390746e-15,1.0965350583268087e-08,2.6853935649711431e-18,0.00054645231964216777,1.2731866397887357e-13
0.5793485457060433,0.0028702421456537337,0.84210526299999999,0.0,0.0,0.0,1.5260633078799934e-09,0.025317396805600641,8.4030202151784896e-12,1.2465083985125525e-05,1.7517925706206787e-10,1.4856227369276244e-21,5.4562468213823344e-06,7.8939002963929265e-11,0.10382536595515944,0.001428827237257288,1.3455807196183802e-10,3.6049897384470807e-14,1.4109865095548507e-13,1.3155808935408812e-16,4.5311886327863453e-14,0.052085050041122329,1.0766289689287985e-12,1.6297204015231927e-15,2.3293261942739195e-10,4.962282002149748e-15,1.0965146950008562e-08,2.683938207445399e-18,0.00054652680150872081,1.2728860342288646e-13
0.5794100267114136,0.0028702435880617536,0.84210526299999999,0.0,0.0,0.0,1.4473326497042399e-09,0.025317916235508445,7.9698559528935038e-12,1.2458358386534477e-05,1.6615223487290248e-10,1.4080368349008706e-21,5.4542181339590165e-06,7.4867819306532801e-11,0.10382647302124018,0.0014277247620322155,1.2757547277863735e-10,3.4179301513975329e-14,1.4095781617666663e-13,1.183453682173652e-16,4.4692520964828192e-14,0.052084975710872956,1.0619303394785553e-12,1.5457075486132244e-15,2.2092584275185e-10,4.7046519982890933e-15,1.0964942104188428e-08,2.6824848975848878e-18,0.00054660124302716899,1.2725854361342313e-13
0.5794715077167839,0.002870245028947634,0.84210526299999999,0.0,0.0,0.0,1.3726896797286432e-09,0.02531843512764961,7.5591621044657529e-12,1.2451642027715788e-05,1.5759332125309033e-10,1.3345283352349457e-21,5.4521904412599286e-06,7.1007979909155231e-11,0.10382757895526212,0.0014266234026505545,1.2095752739591898e-10,3.2406385280047886e-14,1.4082036122392538e-13,1.0646366138382828e-16,4.4104573525584113e-14,0.052084901415137587,1.0479778186386928e-12,1.4660530203307454e-15,2.0954187980207768e-10,4.4604811066147928e-15,1.0964736095319788e-08,2.6810335860541125e-18,0.00054667564425363139,1.2722848484391764e-13
0.5795329887221542,0.0028702464683141534,0.84210526299999999,0.0,0.0,0.0,1.30192082683569e-09,0.025318953482539742,7.1697657781018159e-12,1.244493469127214e-05,1.4947809111908108e-10,1.2648816150877874e-21,5.4501637538213137e-06,6.7348444534071578e-11,0.10382868375942496,0.0014255231575960514,1.1468507165284381e-10,3.07260158103749e-14,1.406861117329858e-13,9.577843074533405e-17,4.3546391989846875e-14,0.05208482715416337,1.0347321871056701e-12,1.3905293164656744e-15,1.9874822426588477e-10,4.2290618860132711e-15,1.0964528965472821e-08,2.6795842260338622e-18,0.0005467500052428935,1.2719842739279878e-13
0.5795944697275245,0.0028702479061640386,0.84210526299999999,0.0,0.0,0.0,1.2348237480393098e-09,0.025319471300702921,6.8005556723609871e-12,1.243823617087275e-05,1.4178340151870381e-10,1.1988925245428567e-21,5.4481380815685446e-06,6.3878753280648282e-11,0.10382978743588507,0.0014244240253599872,1.0873995495006185e-10,2.9133331691373485e-14,1.4055490255933099e-13,8.6168826242256682e-17,4.3016411826852319e-14,0.052084752928182834,1.0221563018348684e-12,1.3189208836151322e-15,1.8851407656493306e-10,4.0097243169308933e-15,1.0964320758563793e-08,2.6781367730875634e-18,0.00054682432604847469,1.2716837152402904e-13
0.5796559507328948,0.0028702493424999785,0.84210526299999999,0.0,0.0,0.0,1.1712067343019799e-09,0.02531998858267117,6.4504788242083198e-12,1.2431546270672353e-05,1.3448732395940769e-10,1.1363677761849382e-21,5.446113433846502e-06,6.0588995735047545e-11,0.10383088998675773,0.001423326004440889,1.0310498629875837e-10,2.762372853543934e-14,1.4042657728789527e-13,7.7526335368789496e-17,4.2513151334790916e-14,0.05208467873741468,1.0102149855672623e-12,1.2510234843738481e-15,1.7881025378258442e-10,3.8018338173293096e-15,1.0964111520509891e-08,2.6766911850361649e-18,0.00054689860672269431,1.2713831748781893e-13
0.5797174317382651,0.0028702507773246135,0.84210526299999999,0.0,0.0,0.0,1.1108881483105133e-09,0.025320505328984003,6.1185375297314486e-12,1.2424864804776188e-05,1.2756908032699299e-10,1.0771243595089466e-21,5.4440898194657442e-06,5.746978202133578e-11,0.10383199141411925,0.0014222290933442428,9.7763883242975212e-11,2.6192845137069002e-14,1.4030098776277218e-13,6.9753277906505856e-17,4.2035207048448702e-14,0.052084604582064507,9.988749177077829e-13,1.1866436000192859e-15,1.6960910429167841e-10,3.6047892879937682e-15,1.0963901285244605e-08,2.6752474218429658e-18,0.00054697284731673019,1.271082655217757e-13
0.5797789127436354,0.0028702522106405495,0.84210526299999999,0.0,0.0,0.0,1.0536958924583867e-09,0.025321021540187942,5.8037864252459475e-12,1.2418191596710098e-05,1.210089821451352e-10,1.0209889884583107e-21,5.4420672467216949e-06,5.451221547024571e-11,0.10383309172000879,0.0014211332905822388,9.2701223553882208e-11,2.4836550660136553e-14,1.4017799365205262e-13,6.2761844810128412e-17,4.1581249725393051e-14,0.052084530462325494,9.8810453910962682e-13,1.1255978643113136e-15,1.6088442689526993e-10,3.4180213808176753e-15,1.0963690085844007e-08,2.6738054454995094e-18,0.0005470470478806782,1.2707821585130562e-13
0.5798403937490056,0.0028702536424503496,0.84210526299999999,0.0,0.0,0.0,9.994669043614716e-10,0.02532153721683612,5.5053297256963077e-12,1.2411526478912382e-05,1.1478837310563377e-10,9.677975894970656e-22,5.4400457234051727e-06,5.17078662797156e-11,0.10383419090643038,0.0014200385946735452,8.7902399508020828e-11,2.3550932564215478e-14,1.4005746203767471e-13,5.6473357709223374e-17,4.1150020563229606e-14,0.052084456378379107,9.7787396259354554e-13,1.067712527802987e-15,1.5261139439365628e-10,3.240990883734197e-15,1.0963477967863274e-08,2.6723652199162002e-18,0.0005471212084636074,1.2704816868980383e-13
0.5799018747543759,0.0028702550727565395,0.84210526299999999,0.0,0.0,0.0,9.4804667932491262e-10,0.02532205235948785,5.2223186123086478e-12,1.2404869292292817e-05,1.0888957469781334e-10,9.1739480663085606e-22,5.4380252568563321e-06,4.9048746814950593e-11,0.10383528897535453,0.0014189450041430488,8.3353574559853904e-11,2.2332284693531956e-14,1.399392670107308e-13,5.0816930765207001e-17,4.0740327099539456e-14,0.052084382330395661,9.6815487546240048e-13,1.0128229511029558e-15,1.4476648112490149e-10,3.0731869924994157e-15,1.096326496198222e-08,2.6709267108273405e-18,0.00054719532911360984,1.2701812424004528e-13
0.5799633557597462,0.002870256501561616,0.84210526299999999,0.0,0.0,0.0,8.992888192528968e-10,0.025322566968708257,4.9539487530199447e-12,1.2398219885792881e-05,1.0329583460667478e-10,8.69633524830634e-22,5.4360058539933825e-06,4.6527288744291045e-11,0.10383638592871997,0.0014178525175216274,7.904164237547532e-11,2.1177096293956196e-14,1.398232892985019e-13,4.5728612283213051e-17,4.0351039707484074e-14,0.052084308318534944,9.5892045612556705e-13,9.6077312389788624e-16,1.3732739419812743e-10,2.9141257916707059e-15,1.0963051084829408e-08,2.6694898856964382e-18,0.00054726940987785233,1.2698808269485671e-13
0.5800248367651165,0.002870257928868037,0.84210526299999999,0.0,0.0,0.0,8.5305460448527219e-10,0.025323081045067936,4.6994579547554018e-12,1.2391578115922857e-05,9.7991277857945524e-11,8.2437444156017609e-22,5.4339875212884528e-06,4.4136320609195054e-11,0.10383748176843517,0.0014167611333459861,7.4954188102510669e-11,2.0082042135171294e-14,1.3970941592898166e-13,4.1151352698922806e-17,3.9981088787498836e-14,0.052084234342946789,9.5014530797482027e-13,9.1141520954993237e-16,1.3027300861186541e-10,2.763349033209567e-15,1.0962836381513601e-08,2.6680547136165774e-18,0.00054734345080262076,1.269580442363609e-13
0.5800863177704868,0.0028702593546782312,0.84210526299999999,0.0,0.0,0.0,8.0921258752142288e-10,0.025323594589142549,4.4581239487105808e-12,1.238494384639339e-05,9.2960860717092644e-11,7.8148565663158139e-22,5.4319702648196208e-06,4.1869046376503177e-11,0.1038385764963798,0.0014156708501584371,7.1079451610107716e-11,1.9043972312494495e-14,1.3959753988425572e-13,3.7033879665338918e-17,3.9629461136094012e-14,0.052084160403771521,9.4180537320193993e-13,8.6460911549059824e-16,1.2358330585796291e-10,2.6204226328640451e-15,1.0962620891674853e-08,2.6666211652310661e-18,0.00054741745193336586,1.2692800903735419e-13
0.5801477987758571,0.0028702607789945966,0.84210526299999999,0.0,0.0,0.0,7.6763821059338911e-10,0.025324107601512564,4.22926228576225e-12,1.2378316947785196e-05,8.8190326883118251e-11,7.4084225330272227e-22,5.4299540903430363e-06,3.9719026507879667e-11,0.10383967011440623,0.0014145816665066557,6.7406292700699949e-11,1.8059902442077938e-14,1.3948755976755029e-13,3.3329427584231587e-17,3.9295196467819155e-14,0.052084086501140582,9.3387784951777413e-13,8.2022208498313372e-16,1.1723931536751604e-10,2.4849351779538374e-15,1.0962404608907676e-08,2.6651892126623118e-18,0.00054749141331474473,1.268979772631822e-13
0.5802707607865977,0.0028702636231552974,0.84210526299999999,0.0,0.0,0.0,6.9082648162242132e-10,0.025325132033482755,3.8063956896325701e-12,1.236508477750185e-05,7.9375579719011925e-11,6.658247436160535e-22,5.4259250084426477e-06,3.5746663087543218e-11,0.103841854027985,0.0014124065920273431,6.0623055894609797e-11,1.6242606238183029e-14,1.3927290826116388e-13,2.6996776976240414e-17,3.8675168168140689e-14,0.052083938805995419,9.1917483834781466e-13,7.3820861644177442e-16,1.055175088866732e-10,2.2347397345418601e-15,1.0961969829624545e-08,2.6623299903212584e-18,0.00054763921700429219,1.2683792460364226e-13
0.5803795743324396,0.00287026613509561,0.84210526299999999,0.0,0.0,0.0,6.2932801896241277e-10,0.025326036822439262,3.467804114449162e-12,1.235339860099443e-05,7.2317305226522458e-11,6.058381399868163e-22,5.4223631862895989e-06,3.2566192027426636e-11,0.103843782967141,0.0014104854437791347,5.5195377325742311e-11,1.4788467009358873e-14,1.39088393642796e-13,2.2406597109777846e-17,3.8176014402883179e-14,0.052083808228236536,9.0734015769619155e-13,6.7254022621101305e-16,9.6131749140271792e-11,2.0345533336771249e-15,1.0961582727966101e-08,2.6598048391640474e-18,0.00054776988166659231,1.2678479469310104e-13
0.5804883878782815,0.0028702686423912505,0.84210526299999999,0.0,0.0,0.0,5.7333793993764023e-10,0.025326939954710529,3.1595161824550817e-12,1.2341733843267382e-05,6.589051971134719e-11,5.5128865688495724e-22,5.4188048245248939e-06,2.9670557984705177e-11,0.10384570845614469,0.0014085677182907954,5.0256616780750378e-11,1.3465305455307809e-14,1.3890852081531274e-13,1.8600204823993111e-17,3.7718972034318155e-14,0.052083677766569039,8.9650579335857149e-13,6.127493014204103e-16,8.7585968226251905e-11,1.8524080371099316e-15,1.096119349694456e-08,2.6572843270119004e-18,0.0005479004224523919,1.2673167762515429e-13
0.5805972014241234,0.0028702711450546477,0.84210526299999999,0.0,0.0,0.0,5.2235982763296303e-10,0.025327841433643139,2.8788031766611916e-12,1.2330089979125483e-05,6.0038380206669062e-11,5.01680471444622e-22,5.4152499442614394e-06,2.7034093454227884e-11,0.10384763050448265,0.0014066534076755811,4.5762463379232247e-11,1.2261253145367305e-14,1.3873288646157979e-13,1.5442226415603087e-17,3.7300225475459979e-14,0.052083547421469666,8.8658113299788574e-13,5.5830658249491532e-16,7.9804533664124933e-11,1.6866686180746573e-15,1.0960802362273202e-08,2.6547683407145483e-18,0.00054803083958666226,1.266785740585856e-13
0.5807060149699653,0.0028702736430980405,0.84210526299999999,0.0,0.0,0.0,4.7594229393385415e-10,0.025328741262611511,2.6231836762741601e-12,1.2318466528289922e-05,5.4709193370546726e-11,4.5656331491124691e-22,5.4116985643757062e-06,2.4633460698173224e-11,0.10384954912145603,0.0014047425040886528,4.1672648579051277e-11,1.1165522636661868e-14,1.3856112397412376e-13,1.2821303165232639e-17,3.6916306112295124e-14,0.05208341719335681,8.7748380062280994e-13,5.0873077688216241e-16,7.2718667193449584e-11,1.5358483889077444e-15,1.096040936640805e-08,2.6522567767920814e-18,0.00054816113328905723,1.2662548459965618e-13
0.5808148285158072,0.0028702761365334666,0.84210526299999999,0.0,0.0,0.0,4.3367485759668169e-10,0.025329639445014446,2.3904009292055839e-12,1.2306863051260431e-05,4.9855944554323863e-11,4.1552818397223943e-22,5.4081507016039488e-06,2.2447437178967247e-11,0.10385146431619548,0.0014028349997251251,3.7950573708423749e-11,1.0168308587713741e-14,1.3839290009474784e-13,1.0646908294460957e-17,3.656406079502406e-14,0.052083287082595901,8.6913891034857739e-13,4.6358416989783341e-16,6.6265817279437395e-11,1.3985957918128967e-15,1.0960014467192799e-08,2.6497495405440878e-18,0.00054829130377436581,1.2657240980402059e-13
0.5809236420616491,0.002870278625372797,0.84210526299999999,0.0,0.0,0.0,3.9518421207797584e-10,0.025330535984271992,2.1784023778494198e-12,1.229527914525085e-05,4.5435871673913281e-11,3.7820350403093696e-22,5.4046063703580204e-06,2.0456720742790276e-11,0.10385337609767509,0.0014009308868186037,3.4562973171624524e-11,9.2607016649326144e-15,1.3822791198891014e-13,8.8426549684870764e-18,3.6240627045435434e-14,0.052083157089504249,8.6147847657329834e-13,4.2246865333483354e-16,6.038909159274762e-11,1.2736836973097626e-15,1.0959617924087912e-08,2.64724654517473e-18,0.00054842135125292464,1.2651935017045714e-13
0.5810324556074911,0.0028702811096277367,0.84210526299999999,0.0,0.0,0.0,3.6013082821234565e-10,0.025331430883822548,1.9853210330979827e-12,1.2283714441281791e-05,4.1410077231827624e-11,3.4425178605905782e-22,5.4010655834049741e-06,1.8643755054337465e-11,0.10385528447472486,0.0013990301576390551,3.1479608232033543e-11,8.4346014442774168e-15,1.3806588429007824e-13,7.3444498846549226e-18,3.5943401337250201e-14,0.052083027214355537,8.5444066212639216e-13,3.8502211259156763e-16,5.5036740677325901e-11,1.1599959750127987e-15,1.095921983009919e-08,2.6447477111666557e-18,0.00054855127593099039,1.2646630615922607e-13
0.581141269153333,0.0028702835893098452,0.84210526299999999,0.0,0.0,0.0,3.2820588183938167e-10,0.025332324147120371,1.8094586069227616e-12,1.2272168601267252e-05,3.7743177241569395e-11,3.1336641671012333e-22,5.3975283521331577e-06,1.6992572091317521e-11,0.10385718945604176,0.0013971328044911559,2.8672990271302119e-11,7.6826416741606128e-15,1.3790656656188471e-13,6.1007310438908885e-18,3.5670014521935699e-14,0.052082897457383724,8.4796919539573339e-13,3.5091515482455904e-16,5.0161690939243699e-11,1.0565169972436993e-15,1.0958819999269702e-08,2.6422529656536895e-18,0.00054868107801108151,1.2641327819886642e-13
0.5812500826991749,0.0028702860644305456,0.84210526299999999,0.0,0.0,0.0,2.9912846261437463e-10,0.025333215777633179,1.6492701780466857e-12,1.2260641314535989e-05,3.4402982178225137e-11,2.8526873697751033e-22,5.3939946859609543e-06,1.5488647172572495e-11,0.10385909105020036,0.0013952388197136282,2.6118129360311876e-11,6.9981302184679137e-15,1.3774973125497103e-13,5.0687195967507466e-18,3.5418317971452041e-14,0.052082767818786783,8.4201303833932397e-13,3.1984813457521586e-16,4.5721119999637577e-11,9.6232540238010639e-16,1.0958418694089383e-08,2.6397622416721645e-18,0.0005488107576922844,1.2636026666851541e-13
0.5813588962450168,0.0028702885350011297,0.84210526299999999,0.0,0.0,0.0,2.7264303806200118e-10,0.025334105778840061,1.5033502845102209e-12,1.2249132295777722e-05,3.1360207107010106e-11,2.5970564915379376e-22,5.3904645929769074e-06,1.4118767079682552e-11,0.10386098926566194,0.0013933481956775226,2.3792305874101278e-11,6.3749816787249387e-15,1.375951714207429e-13,4.2116034343267979e-18,3.5186357278708937e-14,0.052082638298729937,8.3652576704746788e-13,2.9154845622215696e-16,4.1676070682120603e-11,8.7658307536685639e-16,1.0958016142227416e-08,2.6372754777186097e-18,0.00054894031517053554,1.2630727191582272e-13
0.5814677097908587,0.0028702910010327738,0.84210526299999999,0.0,0.0,0.0,2.4851714616154587e-10,0.025334994154229514,1.3704202561910699e-12,1.2237641283355601e-05,2.8588207963951971e-11,2.3644720074240595e-22,5.3869380806427219e-06,1.2870911263175371e-11,0.103862884110783,0.0013914609247844536,2.1674862859086497e-11,5.8076581527260656e-15,1.3744269870386333e-13,3.4994750926906252e-18,3.4972350253918682e-14,0.052082508897348716,8.3146504856315412e-13,2.6576811679361733e-16,3.7991099833679826e-11,7.9852596694313502e-16,1.0957611962265006e-08,2.6347926173861587e-18,0.00054906975063887746,1.2625429427618423e-13
0.5815765233367006,0.0028702934625365415,0.84210526299999999,0.0,0.0,0.0,2.2653929877877919e-10,0.025335880907297777,1.249316685951911e-12,1.2226168036077179e-05,2.6062741886250456e-11,2.1528428441781738e-22,5.3834151547182972e-06,1.1734143921780868e-11,0.10386477559382314,0.0013895769994666765,1.9747017575634374e-11,5.291130494307356e-15,1.3729214201931035e-13,2.9084022651518251e-18,3.477468329734463e-14,0.052082379614751623,8.2679254667268427e-13,2.4228146974910195e-16,3.4633959359027824e-11,7.2746201734783694e-16,1.0957206338257586e-08,2.6323136086698339e-18,0.00054919906428769084,1.2620133404089509e-13
0.5816853368825425,0.0028702959195233972,0.84210526299999999,0.0,0.0,0.0,2.0651707742528976e-10,0.025336766041547148,1.1389809909612593e-12,1.2214712331460207e-05,2.3761749439669814e-11,1.9602697614481889e-22,5.3798958195834237e-06,1.0698515227311643e-11,0.10386666372295188,0.0013876964121860083,1.7991690431000885e-11,4.8208259727785352e-15,1.3714334577397709e-13,2.4176122302570406e-18,3.4591889965400158e-14,0.052082250451022702,8.2247342525801561e-13,2.2088320033863148e-16,3.1575306504133199e-11,6.6276210470096616e-16,1.0956799804148174e-08,2.6298384035931529e-18,0.00054932825630490641,1.2614839146700701e-13
0.5817941504283844,0.0028702983720042077,0.84210526299999999,0.0,0.0,0.0,1.8827540398863687e-10,0.025337649560484652,1.0384499208711634e-12,1.2203273965511786e-05,2.166515685964602e-11,1.7850275945588976e-22,5.3763800798081653e-06,9.754971682182201e-12,0.10386854850625525,0.0013858191554314363,1.6393349657740747e-11,4.3925774265936124e-15,1.3699616815433548e-13,2.0095367467660356e-18,3.4422627411709441e-14,0.052082121406223716,8.1847578830935408e-13,2.0138648437990592e-16,2.8788440632727569e-11,6.0385051368729596e-16,1.0956391773456494e-08,2.627366958159886e-18,0.00054945732687619803,1.2609546682159748e-13
0.5819029639742264,0.0028703008199897485,0.84210526299999999,0.0,0.0,0.0,1.7165496922057538e-10,0.025338531467620651,9.4684689665387285e-13,1.2191852749663681e-05,1.9754696336597065e-11,1.6255461038302443e-22,5.372867938663482e-06,8.8952751149894861e-12,0.10387042995174151,0.0013839452217197683,1.4937870222169039e-11,4.0026030245449308e-15,1.3685048042701771e-13,1.6705413820361722e-18,3.4265682727658845e-14,0.052081992480396196,8.1477081070264198e-13,1.8362130825543354e-16,2.6249063950106167e-11,5.5020700800037454e-16,1.0955982117048063e-08,2.6248992316949385e-18,0.00054958627618515853,1.2604256033675074e-13
0.5820117775200683,0.0028703032634907165,0.84210526299999999,0.0,0.0,0.0,1.5651080405291152e-10,0.025339411766467753,8.6337418475039377e-13,1.2180448508487708e-05,1.8013742560447305e-11,1.4803990670332239e-22,5.3693593974411676e-06,8.1119289613754075e-12,0.10387230806734644,0.0013820746035958225,1.361240565826672e-11,3.6474672326253951e-15,1.367061656000787e-13,1.3891804550433216e-18,3.4119957408243589e-14,0.052081863673563385,8.1133239350441148e-13,1.6743295117253475e-16,2.3935063988052892e-11,5.0136004533389565e-16,1.0955571916342781e-08,2.6224351863529405e-18,0.0005497151044134578,1.2598967219213119e-13
0.5821205910659102,0.0028703057025177246,0.84210526299999999,0.0,0.0,0.0,1.4271098084471701e-10,0.025340290460539674,7.8730578105881979e-13,1.216906108132435e-05,1.6427164141479466e-11,1.3482921142156154e-22,5.3658544584362384e-06,7.3981109577116271e-12,0.10387418286093802,0.0013802072936288585,1.2405271629871902e-11,3.3240309272412922e-15,1.3656311676327439e-13,1.1552067035717247e-18,3.3984437375215612e-14,0.052081734985731792,8.0813645671787616e-13,1.5268060475438358e-16,2.1826315859090584e-11,4.568748639820941e-16,1.0955160535760106e-08,2.6199747874673962e-18,0.00054984381174098828,1.259368026009039e-13
