Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448)
9.409829884866451e-09,0.19298946381216825,76.950000000000003,0.0,0.0,0.0,0.99695140872181887,9.4993956390288616,0.00013031295387157786,0.0013852701797236362,0.00079583620578188639,0.0005943522226935546,1.1962148706077124e-09,6.7264530106480096e-09,4.2470685764756387e-05,7.9609680698612324e-06,1.2776892514952541e-11,2.0435223371412241e-06,1.5554374191516869e-06,4.6845109659209498e-05,3.9312599671120194e-05,1.1053437318051106e-13,1.0269091470606231e-15,1.3670113268043149e-11,2.1596772699720621e-14,1.3210427750442516e-09,1.6096933985269015e-07,1.941370215221446e-06,1.9436066921563755e-06,1.3321617108168645e-09,8.9917311618365216e-10,2.3125692714573635e-20,3.6436073350482146e-08,4.9814684313736484e-11,1.6589694437521623e-11,8.669779576741919e-13,6.0329316503290786e-10,8.135812806651086e-14,8.5228425147020116e-13,4.7996976764841439e-07,1.0217229322109718e-14,2.7372802462538646e-15,1.7995032274618833e-11,1.9170239219871611e-12,4.8251744830944058e-14,6.8668631608297428e-11,2.3473085529108435e-10,8.5179175529259171e-13,1.8582105216045168e-12,1.4603343283951078e-10,8.7533467675124781e-11,5.8478368391686282e-11,2.5853958227599444e-15
9.632910578838886e-09,0.19298943216433184,76.950000000000003,0.0,0.0,0.0,0.99687847743505142,9.4993812023679691,0.00013338583937007672,0.0014179109948315317,0.0008143958064184885,0.00060845258932329404,1.2243993673506422e-09,6.7259795737262889e-09,4.3475971974042254e-05,8.148575116447569e-06,1.3080010538557033e-11,2.1920115027233144e-06,1.6687926485047023e-06,4.7954083518770332e-05,4.1193316804457122e-05,1.1313921056764806e-13,1.0940168303220771e-15,1.4703344797325793e-11,2.3169648945992387e-14,1.3637071182810118e-09,1.6488074821931389e-07,2.0373086101357934e-06,2.0396560169148356e-06,1.3979939648224802e-09,9.4361275403644272e-10,2.3673184203076143e-20,3.8163578107280046e-08,5.2176478117213706e-11,1.7377220887747756e-11,9.774722024650438e-13,6.4495190386267064e-10,8.5910714824885085e-14,9.6156354787363512e-13,4.9133345637508248e-07,1.0922737556006169e-14,2.9262916245541029e-15,1.8070303860985871e-11,1.9355458461722215e-12,4.8257121845623154e-14,7.0066672510347912e-11,2.405602317472933e-10,9.60994341820225e-13,1.9910675118445124e-12,1.6037562301726081e-10,9.5172918699528417e-11,6.517953466878645e-11,2.7080424182724302e-15
9.85599127281132e-09,0.1929894005227595,76.950000000000003,0.0,0.0,0.0,0.99680551753576119,9.4993667662393548,0.00013645796265272561,0.001450540237916569,0.00083294569339325533,0.00062254549453658514,1.2525736649348666e-09,6.7255059870114428e-09,4.4481181378932954e-05,8.3361151220829102e-06,1.3382968164148686e-11,2.3474913385978372e-06,1.7875027039315539e-06,4.9062980053906376e-05,4.311768675414412e-05,1.1574311732069405e-13,1.1640126858514969e-15,1.5787236996301332e-11,2.481683217956383e-14,1.4064882515661619e-09,1.6879014555920352e-07,2.1355495951642792e-06,2.1380106439229702e-06,1.465406141645683e-09,9.8911901953964852e-10,2.4220637494025907e-20,3.9930166109026217e-08,5.4591701636043202e-11,1.8182622370495554e-11,1.0989150863112053e-12,6.8838273707732942e-10,9.0612239233465757e-14,1.0817696450615487e-12,5.0269643049327614e-07,1.1658255784447846e-14,3.1233429178184295e-15,1.8145595017558217e-11,1.9540667045101596e-12,4.8262504399119219e-14,7.1464931355492683e-11,2.4639051114452893e-10,1.0811140215521898e-12,2.1299448335760378e-12,1.7574729138073633e-10,1.0326471431802018e-10,7.245776023053662e-11,2.83346531410473e-15
9.999999999999999e-09,0.1929893688873195,76.950000000000003,0.0,0.0,0.0,0.99675840346658573,9.4993574473173048,0.00013844075304211224,0.0014715976787221462,0.00084491526898105836,0.00063163909659842341,1.2707561375546351e-09,6.7252001311814582e-09,4.513004893049347e-05,8.4571447258925883e-06,1.3578454902574645e-11,2.4516473474554787e-06,1.8670363635314331e-06,4.9778782096414754e-05,4.4383130368240466e-05,1.1742355758114217e-13,1.2108900258456558e-15,1.6514404917946458e-11,2.5920419648243948e-14,1.4341631585664943e-09,1.7131276022052794e-07,2.2001910453342457e-06,2.2027268972394483e-06,1.5097625300291793e-09,1.0190616427073897e-09,2.4574023215235396e-20,4.109130963203116e-08,5.6179178490762901e-11,1.8712027985668544e-11,1.1834948271408565e-12,7.1737383935686761e-10,9.3727191686366773e-14,1.1655442090761344e-12,5.1003136887235389e-07,1.2149230634297929e-14,3.2548790565882274e-15,1.8194201307118422e-11,1.9660221766766375e-12,4.8265978637437935e-14,7.2367682651989172e-11,2.5015470546824836e-10,1.1648271970057683e-12,2.222849740557927e-12,1.8623958178287918e-10,1.0873523231164994e-10,7.747842905158101e-11,2.9159041126134421e-15
1.0079071966783755e-08,0.1929893688873195,76.950000000000003,0.0,0.0,0.0,0.99673252915010324,9.4993523305840846,0.00013952932376375284,0.0014831577546237091,0.00085148573803514745,0.00063663084066582656,1.2807380145723141e-09,6.7250321215227541e-09,4.5486313950947092e-05,8.5235872698972471e-06,1.3685763288166054e-11,2.510119177065645e-06,1.9116887858724602e-06,5.0171799261472197e-05,4.5085687538784694e-05,1.183460815106449e-13,1.2372626983011715e-15,1.6922982055497861e-11,2.6540005868818425e-14,1.4493770904231034e-09,1.7269750765683034e-07,2.2360919698720959e-06,2.2386693761103537e-06,1.5343974045570364e-09,1.0356913458152999e-09,2.4768052653220129e-20,4.1735777828302199e-08,5.706027332268055e-11,1.9005873829374001e-11,1.2320946335720954e-12,7.3361401966534333e-10,9.5464404781468237e-14,1.2137010082564723e-12,5.1405869360794155e-07,1.2424263594209967e-14,3.3285626140941918e-15,1.8220884391889746e-11,1.9725864483283598e-12,4.8267884278368315e-14,7.2863400629891282e-11,2.5222170174687497e-10,1.2129483012324618e-12,2.2749612453855388e-12,1.9219632609784203e-10,1.1182303207669962e-10,8.0346754015273618e-11,2.9616602898825627e-15
1.030215266075619e-08,0.1929893372578788,76.950000000000003,0.0,0.0,0.0,0.99665951240424644,9.4993378953434657,0.00014259992274777105,0.0015157633909761862,0.00087001581191633605,0.00065070853022942976,1.3088919204766143e-09,6.7245580988613292e-09,4.6491369661614849e-05,8.7109906110067263e-06,1.3988393818790791e-11,2.6800520747745612e-06,2.0414719041743799e-06,5.1280541137471404e-05,4.7097296969624374e-05,1.2094809051683307e-13,1.3135525048719761e-15,1.8111770330494663e-11,2.8340850618906519e-14,1.4923653795411548e-09,1.766028037211636e-07,2.3389345241758356e-06,2.3416310069939142e-06,1.6049669228953658e-09,1.0833291738969995e-09,2.5315429615874121e-20,4.3580353942276866e-08,5.9582111796855331e-11,1.9846950088491444e-11,1.3778348054195302e-12,7.806736443093818e-10,1.0046890176168633e-13,1.3581936608085075e-12,5.2542024940448444e-07,1.3221233719242026e-14,3.5420773596113494e-15,1.8296153767536919e-11,1.9911050353605817e-12,4.8273265982924157e-14,7.4262084686655188e-11,2.5805379986327612e-10,1.3573321768318315e-12,2.4262346090397113e-12,2.0977168175679224e-10,1.2086208208927521e-10,8.8881258816898108e-11,3.0926231238591825e-15
1.0525233354728625e-08,0.19298930563430547,76.950000000000003,0.0,0.0,0.0,0.99658646742436918,9.4993234604588359,0.00014566975964977694,0.0015483569932015781,0.00088853578685558728,0.00066477846593438177,1.3370351250808938e-09,6.7240839604231406e-09,4.7496348482630855e-05,8.8983242410042429e-06,1.4290857665791555e-11,2.857446808624951e-06,2.176972875227608e-06,5.2389205677392811e-05,4.9152492651265838e-05,1.2354913197260221e-13,1.3928525065222902e-15,1.935479032224687e-11,3.0221044197158313e-14,1.5354455241332096e-09,1.80506003748687e-07,2.4440760310902751e-06,2.4468943133886944e-06,1.6771138503473046e-09,1.1320319330216891e-09,2.5862768358604944e-20,4.5463835324668913e-08,6.2157135983517893e-11,2.0705826087863887e-11,1.5369963273996262e-12,8.2958904993754728e-10,1.0562740738158865e-13,1.5161221259692362e-12,5.3678110162651844e-07,1.4049630894233219e-14,3.7640116594324571e-15,1.8371412205414671e-11,2.0096224949054813e-12,4.8278652274810185e-14,7.5660989741069905e-11,2.6388679922379581e-10,1.5151390719867973e-12,2.5838818976222435e-12,2.285233759941824e-10,1.303960972807397e-10,9.8097057669245613e-11,3.2263496135574102e-15
1.074831404870106e-08,0.192989274016468,76.950000000000003,0.0,0.0,0.0,0.99651339433665698,9.4993090258715469,0.00014873883451515073,0.0015809384076890813,0.00090704553492201943,0.00067884055067911385,1.3651679416221199e-09,6.7236095657611903e-09,4.8501250385901244e-05,9.0855873463052236e-06,1.4593152737138942e-11,3.0424598712205109e-06,2.3183123187835541e-06,5.349779287644334e-05,5.125125198234165e-05,1.2614919390081078e-13,1.4755758075787283e-15,2.065322864922684e-11,3.2182261486775045e-14,1.5786104082014843e-09,1.8440708313592071e-07,2.5515152421877572e-06,2.5544580508577716e-06,1.7508373163666617e-09,1.1817990338046553e-09,2.6410068953255871e-20,4.7386163037351414e-08,6.4785265149962743e-11,2.1582476949264641e-11,1.7104776010340029e-12,8.8038723083636476e-10,1.1094158587779314e-13,1.6884004566196148e-12,5.4814125409005033e-07,1.4909911573803857e-14,3.9944878047195847e-15,1.8446681637227049e-11,2.0281388911584167e-12,4.8284037972918666e-14,7.7060114166973016e-11,2.6972070106591325e-10,1.6872818642282809e-12,2.7480192039588353e-12,2.4850248636362241e-10,1.4043932276971425e-10,1.0803098133242137e-10,3.362835578194934e-15
1.0971394742673495e-08,0.1929892424042347,76.950000000000003,0.0,0.0,0.0,0.99644029326729844,9.4992945915230944,0.00015180714738965653,0.0016135074811421542,0.00092554492843853139,0.0006928946875561097,1.3932902326024902e-09,6.7231349090581935e-09,4.9506075343397167e-05,9.2727790560883564e-06,1.4895276949648685e-11,3.2352474667686011e-06,2.4656106550902348e-06,5.4606302729394326e-05,5.339355215576807e-05,1.2874826421839923e-13,1.5617856603143012e-15,2.2008270010804536e-11,3.4226174345887288e-14,1.6218533877904953e-09,1.8830601685413148e-07,2.6612508933821617e-06,2.6643209595396917e-06,1.8261364470380871e-09,1.2326298857365321e-09,2.695733139990717e-20,4.9347278325132162e-08,6.7466418748375918e-11,2.2476877757524266e-11,1.8992154747585645e-12,9.3309474257053319e-10,1.1641308858327838e-13,1.8759831288131504e-12,5.5950071072550991e-07,1.5802525370126932e-14,4.2336262501063605e-15,1.8521951898811613e-11,2.046654204114593e-12,4.8289421881791615e-14,7.8459453447757668e-11,2.7555551036191378e-10,1.8747137750552902e-12,2.9187617456398952e-12,2.6976114926523104e-10,1.5100601456734627e-10,1.1872090852353891e-10,3.5020768468210488e-15
1.119447543664593e-08,0.1929892107974733,76.950000000000003,0.0,0.0,0.0,0.99636716434248362,9.4992801573551677,0.00015487469831944277,0.0016460640606245963,0.00094403383998438179,0.00070694077985383763,1.4214013033392163e-09,6.7226601731962678e-09,5.0510823327130013e-05,9.4598983990076924e-06,1.5197228230126896e-11,3.4359655080110813e-06,2.6189881027415609e-06,5.5714735230480768e-05,5.5579370158966119e-05,1.3134633029795166e-13,1.6511122423650126e-15,2.3421097164830027e-11,3.6354451571485667e-14,1.6651683641934429e-09,1.9220277658129335e-07,2.7732817077933692e-06,2.7764817670254377e-06,1.9030103691781127e-09,1.2845239017551001e-09,2.7504555600484112e-20,5.134712261234436e-08,7.0200516392190486e-11,2.3389003512342016e-11,2.1041858020086398e-12,9.8773770575021348e-10,1.2204355397323738e-13,2.0798657205200173e-12,5.7085947555563082e-07,1.6727915257458304e-14,4.4815456674384294e-15,1.8597202930874665e-11,2.0651683868142342e-12,4.8294811373457759e-14,7.9859007800556446e-11,2.8139122760757927e-10,2.0784290454392217e-12,3.0962238684150879e-12,2.9235255896789279e-10,1.6211044288857903e-10,1.3020576162774234e-10,3.6440692486626972e-15
1.1417556130618364e-08,0.19298917919605268,76.950000000000003,0.0,0.0,0.0,0.99629400768840126,9.4992657233094047,0.00015794148735104156,0.0016786079933121575,0.00096251214239792212,0.00072097873105882648,1.449501471854051e-09,6.7221852276141005e-09,5.1515494309383604e-05,9.6469445528847417e-06,1.5499004499144132e-11,3.6447696129213814e-06,2.7785646763599976e-06,5.6823090373687471e-05,5.7808682774353677e-05,1.3394338003671632e-13,1.7439712045620063e-15,2.4892890909922625e-11,3.8568759006667638e-14,1.7085497532490738e-09,1.960973339694285e-07,2.8876063925757279e-06,2.8909391851372048e-06,1.9814581818980313e-09,1.3374804727210582e-09,2.805174162214349e-20,5.3385637497314562e-08,7.2987478082179854e-11,2.4318829477718591e-11,2.3264040737786305e-12,1.0443418116045467e-09,1.278346077390258e-13,2.3010856674547506e-12,5.8221755266406816e-07,1.768651561019753e-14,4.7383624323269199e-15,1.8672439327088215e-11,2.0836814587877308e-12,4.8300200366940697e-14,8.1258780458429227e-11,2.8722784964122358e-10,2.299463688273376e-12,3.2805190515999156e-12,3.1633096529530455e-10,1.7376688997309118e-10,1.4252550656320676e-10,3.7888086377330745e-15
1.1640636824590799e-08,0.19298914759984206,76.950000000000003,0.0,0.0,0.0,0.99622082343123608,9.4992512893275869,0.00016100751453136853,0.0017111391266802875,0.00098097970878003086,0.00073500844485828605,1.4775906221585836e-09,6.7217100534052147e-09,5.2520088262517478e-05,9.8339166620202632e-06,1.5800603686084996e-11,3.8618151005511586e-06,2.944460183689639e-06,5.7931368152648718e-05,6.0081466579942572e-05,1.3653940152977762e-13,1.840441828015381e-15,2.6424830058022824e-11,4.0870759347610929e-14,1.7519923684972098e-09,1.9998966304572647e-07,3.0042236365227982e-06,3.0076919075785133e-06,2.0614789784888248e-09,1.3914989854981808e-09,2.8598889470670264e-20,5.5462764745974574e-08,7.5827223988327252e-11,2.5266330898190577e-11,2.5669262311171348e-12,1.1029323296125003e-09,1.3378786288573716e-13,2.5407232060973962e-12,5.9357494620547736e-07,1.867875422491565e-14,5.0041911550763226e-15,1.8747677350088038e-11,2.1021934691444809e-12,4.8305589175866565e-14,8.2658771901471187e-11,2.9306537574445824e-10,2.5388964276822971e-12,3.4717599152403675e-12,3.4175167082156191e-10,1.8598964307994057e-10,1.557211569822738e-10,3.9362908817803381e-15
1.1863717518563234e-08,0.19298911600871002,76.950000000000003,0.0,0.0,0.0,0.99614761169716426,9.4992368553516222,0.00016407277990772304,0.0017436573085245098,0.00099943641249780548,0.00074902982514290313,1.5056684926133782e-09,6.7212347022088872e-09,5.3524605158985875e-05,1.0020813820379915e-05,1.6102023726220708e-11,4.0872569866030115e-06,3.1167942224985216e-06,5.9039568560718568e-05,6.2397697949797369e-05,1.3913438239615738e-13,1.9404893294963879e-15,2.8018091400240494e-11,4.326211210677105e-14,1.7954913720406416e-09,2.0387973813349665e-07,3.1231321121710424e-06,3.1267386120416113e-06,2.1430718439606963e-09,1.4465788235026964e-09,2.914599911701905e-20,5.7578446285442689e-08,7.8719674475818192e-11,2.6231483003735734e-11,2.8268495069887059e-12,1.1635341144791099e-09,1.3990491981798092e-13,2.7999023624980193e-12,6.0493166043138021e-07,1.9705052063980702e-14,5.2791446136469e-15,1.8822918344780816e-11,2.1207044278565226e-12,4.8310980461101075e-14,8.4058980427514403e-11,2.989038077739122e-10,2.7978496837131442e-12,3.6700582264442283e-12,3.6867102877936816e-10,1.9879299098419477e-10,1.6983477568306667e-10,4.0865118512066115e-15
1.2086798212535669e-08,0.19298908442252574,76.950000000000003,0.0,0.0,0.0,0.99607437261235265,9.4992224213235037,0.00016713728352778795,0.0017761623868780682,0.0010178821271868298,0.00076304277600855116,1.5337349291505997e-09,6.7207591774391919e-09,5.4529044971392793e-05,1.0207635156067763e-05,1.6403262558120691e-11,4.3212499807142036e-06,3.2956861786729377e-06,6.0147691591009753e-05,6.4757353054307337e-05,1.4172831056492882e-13,2.0441625333282156e-15,2.9673849687465385e-11,4.5744473616162957e-14,1.8390422962768224e-09,2.0776753253695383e-07,3.244330477138674e-06,3.2480779615396001e-06,2.2262358510405348e-09,1.5027193605543624e-09,2.9693070556011603e-20,5.9732624200520937e-08,8.1664750144022207e-11,2.7214261106671648e-11,3.1073129268663748e-12,1.2261716098480191e-09,1.4618736638695012e-13,3.0797915612386984e-12,6.1628769968257598e-07,2.0765822984461615e-14,5.5633336834263682e-15,1.8898156968033308e-11,2.1392143280493535e-12,4.8316373896931232e-14,8.5459405454031303e-11,3.0474314664527488e-10,3.0774901783671309e-12,3.875524902844807e-12,3.9714644181434616e-10,2.1219122464971305e-10,1.8490947269101698e-10,4.2394674320497319e-15
1.2309878906508103e-08,0.1929890528411581,76.950000000000003,0.0,0.0,0.0,0.99600110630295535,9.4992079871853115,0.00017020102543962952,0.001808654210043438,0.0010363167267543035,0.00077704720175866826,1.561789843538879e-09,6.7202834675239463e-09,5.5533407672476518e-05,1.0394379803142127e-05,1.6704318124136622e-11,4.5639484826873045e-06,3.4812552235740443e-06,6.1255737236398078e-05,6.7160407860656233e-05,1.4432117394763818e-13,2.1515608889096018e-15,3.1393277605398445e-11,4.8319496975875679e-14,1.8826410222259323e-09,2.1165301914342506e-07,3.3678173735532269e-06,3.3717086038413627e-06,2.3109700608422223e-09,1.5599199627277327e-09,3.0240103790746814e-20,6.1925240728513547e-08,8.4662371809955985e-11,2.8214640569100968e-11,3.4094980182222461e-12,1.2908688541272139e-09,1.5263677796584124e-13,3.381604479457891e-12,6.2764306838012455e-07,2.1861473892707237e-14,5.8568673780912545e-15,1.8973389947234364e-11,2.1577231684721722e-12,4.8321768605380631e-14,8.6860047495452603e-11,3.1058339212403539e-10,3.379029785672106e-12,4.0882700181327218e-12,4.272363597882874e-10,2.2619863542336014e-10,2.0098940486795153e-10,4.3951535215490757e-15
1.2532959600480538e-08,0.1929890212644775,76.950000000000003,0.0,0.0,0.0,0.99592781289511068,9.4991935528792322,0.00017326400569169759,0.0018411326266061698,0.001054740085382301,0.00079104300690673057,1.5898331050654899e-09,6.7198075733609261e-09,5.6537693235096969e-05,1.058104689129938e-05,1.7005188371578161e-11,4.8155065785639942e-06,3.6736203112850879e-06,6.236370548954459e-05,6.9606838133327427e-05,1.4691296046052061e-13,2.2627506022905344e-15,3.3177545748045064e-11,5.0988831996827127e-14,1.9262837431936904e-09,2.1553617112395373e-07,3.49359142738389e-06,3.4976291708109831e-06,2.3972735240846091e-09,1.6181799891919058e-09,3.0787098817589936e-20,6.4156238253732702e-08,8.7712460485843652e-11,2.923259678392892e-11,3.7346295518117573e-12,1.3576494866672591e-09,1.592547175300616e-13,3.7066009382461506e-12,6.3899777102345636e-07,2.2992404990479049e-14,6.1598529147909159e-15,1.9048617549557129e-11,2.1762309570982594e-12,4.8327164614814574e-14,8.826090709281459e-11,3.1642454385639774e-10,3.7037264189634822e-12,4.3084028079339268e-12,4.590002774118254e-10,2.4082951242489162e-10,2.1811977615493705e-10,4.5535660266124974e-15
1.2756040294452973e-08,0.19298898969235312,76.950000000000003,0.0,0.0,0.0,0.99585449251493807,9.4991791183475627,0.00017632622433282492,0.0018735974854319692,0.0010731520775308619,0.00080503009617859773,1.6178645832595926e-09,6.71933149588747e-09,5.7541901632241345e-05,1.0767635551998528e-05,1.7305871252320606e-11,5.0760780369027973e-06,3.8729001760006332e-06,6.3471596342931825e-05,7.2096619434577249e-05,1.4950365804428448e-13,2.3777977526253217e-15,3.5027822591800841e-11,5.3754125159495773e-14,1.9699669346703926e-09,2.1941696201881322e-07,3.6216512483885206e-06,3.6258382783582126e-06,2.4851452803669873e-09,1.6774987916042236e-09,3.1334055632790787e-20,6.6425559302359201e-08,9.0814937378210675e-11,3.0268105181430533e-11,4.0839762409815527e-12,1.426536753498594e-09,1.6604273573187376e-13,4.056087747878219e-12,6.5035181219254568e-07,2.415900981628437e-14,6.4723957255356997e-15,1.9123841124357227e-11,2.1947377048379103e-12,4.8332562044504371e-14,8.9661984360834651e-11,3.2226660188736908e-10,4.0528848721284082e-12,4.5360316752779034e-12,4.9249873202699558e-10,2.5609814031029681e-10,2.3634683759153936e-10,4.7147008643187592e-15
1.3202201682397841e-08,0.19298892656125322,76.950000000000003,0.0,0.0,0.0,0.99570777134197408,9.4991502483771342,0.00018244837697950405,0.0019384859267619137,0.0011099414616438348,0.00083297774707741864,1.6738916689997009e-09,6.7183787942626332e-09,5.9550086822687546e-05,1.1140574125492119e-05,1.7906666744431387e-11,5.6248744986957755e-06,4.2926780533657322e-06,6.5687145819627352e-05,7.7206136364395259e-05,1.5468173830716389e-13,2.6197280691489153e-15,3.8931065496510525e-11,5.9579154838825283e-14,2.0574418800628347e-09,2.2717135496028605e-07,3.884622551729144e-06,3.889116500926803e-06,2.6655897760902001e-09,1.799310094177872e-09,3.2427854613124315e-20,7.1078942745300504e-08,9.7176741557371648e-11,3.2391680418148877e-11,4.8606150737102416e-12,1.5707222509487082e-09,1.8013514961119879e-13,4.8340012227130844e-12,6.7305792883866714e-07,2.660078222481272e-14,7.1265661684482144e-15,1.9274276428332253e-11,2.2317481085695364e-12,4.8343361190407445e-14,9.2464791809210013e-11,3.3395343772510658e-10,4.8300473999472609e-12,5.0142071333985452e-12,5.6494659740176288e-10,2.8860575160665047e-10,2.7628126664027357e-10,5.0451212538117175e-15
1.3648363070342709e-08,0.1929888634468202,76.950000000000003,0.0,0.0,0.0,0.99556094379254512,9.4991213768144718,0.00018856748377798886,0.0020033183306830448,0.0011466838804464372,0.00086088939659575373,1.7298700619385846e-09,6.7174253694268849e-09,6.155796303025921e-05,1.1513188608767596e-05,1.8506688308634654e-11,6.211561530157211e-06,4.7415342354920279e-06,6.7902385603497973e-05,8.2488759121093338e-05,1.5985531872669661e-13,2.8778779814368897e-15,4.3112310823469237e-11,6.5807689651903878e-14,2.1450425782306013e-09,2.3491598773045463e-07,4.1567198444814992e-06,4.1615318869917313e-06,2.8522956472113062e-09,1.9253485367692694e-09,3.3521500700663328e-20,7.5884933923614972e-08,1.0374715763918404e-10,3.4585170400752215e-11,5.7504685250542088e-12,1.7236036515620624e-09,1.9492618103321481e-13,5.7267702968519776e-12,6.9576145658765824e-07,2.9189809604703437e-14,7.8201873826938806e-15,1.9424698380898332e-11,2.268754448113908e-12,4.8354166277907377e-14,9.5268469241183248e-11,3.4564390175385162e-10,5.7219243042233128e-12,5.5236471604374467e-12,6.4508502506328693e-10,3.2383559611319621e-10,3.2118362126043881e-10,5.3863822157389924e-15
1.4094524458287577e-08,0.192988800348019,76.950000000000003,0.0,0.0,0.0,0.99541401087466486,9.4990925032017479,0.00019468354513272362,0.002068093498523479,0.0011833783399244849,0.0008887642904127094,1.785798727297357e-09,6.7164712281788936e-09,6.3565530043436339e-05,1.1885472113836295e-05,1.9105919729163486e-11,6.837357490715574e-06,5.2204104274606892e-06,7.0117315629820125e-05,8.7944284968887026e-05,1.6502430366633354e-13,3.1527715775895285e-15,4.7580827642029801e-11,7.2452777355196041e-14,2.2327491357758219e-09,2.4265065036624693e-07,4.4379314356867202e-06,4.4430728045385866e-06,3.0452548201424591e-09,2.0556086690497181e-09,3.4614993863455449e-20,8.0843077681672865e-08,1.1052556162530012e-10,3.6848379738173538e-11,6.7653350968075295e-12,1.8853532966637441e-09,2.1042779861231055e-13,6.7466230387982215e-12,7.1846243500009845e-07,3.1929009410762686e-14,8.554040976986894e-15,1.9575106005706684e-11,2.3057567849322171e-12,4.8364977254801809e-14,9.8073016861504782e-11,3.5733799539556479e-10,6.7407232019651636e-12,6.0651895212337773e-12,7.3343563018828117e-10,3.6190163311089195e-10,3.7146154430003411e-10,5.7384514164284557e-15
1.4540685846232445e-08,0.19298873726381816,76.950000000000003,0.0,0.0,0.0,0.99526697359578542,9.499063627082899,0.00020079656145426963,0.0021328102363927506,0.0012200238507949273,0.00091660167782059193,1.841676634427913e-09,6.7155163773145238e-09,6.5572787652733795e-05,1.2257417780208494e-05,1.9704344867924548e-11,7.5034753184002865e-06,5.7302445761730172e-06,7.2331935832645395e-05,9.3572507981180399e-05,1.7018859787133584e-13,3.4449308450801412e-15,5.2345848762880121e-11,7.9527408456117952e-14,2.32054452811749e-09,2.5037513362212889e-07,4.7282453831424031e-06,4.7337273748688166e-06,3.2444590489343675e-09,2.1900849243265384e-09,3.5708334068942911e-20,8.5952920691102827e-08,1.1751133202094316e-10,3.9181113470138813e-11,7.9177796850839283e-12,2.0561377354977665e-09,2.2665178045507349e-13,7.906617417932958e-12,7.4116090491497542e-07,3.482120097488233e-14,9.3288822721516108e-15,1.972549830686382e-11,2.3427551825039342e-12,4.8375794067415092e-14,1.008784353715952e-10,3.6903571959359051e-10,7.899479473920879e-12,6.6396591458122951e-12,8.3053649831990511e-10,4.0291760845420597e-10,4.275393624572432e-10,6.1012966521359456e-15
1.4986847234177314e-08,0.19298867419318969,76.950000000000003,0.0,0.0,0.0,0.99511983296271045,9.4990347480036785,0.0002069065331592991,0.0021974673552818706,0.0012566194286013493,0.00094440081179732313,1.8975027568993577e-09,6.7145608236246115e-09,6.7579735650700063e-05,1.2629018775463234e-05,2.0301947666054825e-11,8.2111224147063063e-06,6.2719707893804974e-06,7.4546246145225121e-05,9.9373219056505274e-05,1.7534810647668649e-13,3.7548756257113561e-15,5.7416569938191111e-11,8.7044514899460891e-14,2.4084141690964906e-09,2.580892294591078e-07,5.0276494939861342e-06,5.0334834733318792e-06,3.4498999156764592e-09,2.3287716198126761e-09,3.6801521284172849e-20,9.1214011308708939e-08,1.2470384964053145e-10,4.1583177013867727e-11,9.221154673001257e-12,2.2361178882008688e-09,2.4360971638184315e-13,9.2206678204163758e-12,7.63856908438912e-07,3.7869108267341222e-14,1.0145441040896577e-14,1.9875875586340602e-11,2.3797497097284684e-12,4.8386616769120443e-14,1.0368472528256493e-10,3.8073707546519337e-10,9.2120826349489931e-12,7.2478682911170073e-12,9.3694210942295484e-10,4.4699701456660456e-10,4.8985805034145085e-10,6.474885838940614e-15
1.5433008622122184e-08,0.19298861113510887,76.950000000000003,0.0,0.0,0.0,0.99497258998150595,9.4990058655116929,0.00021301346067058874,0.0022620636711593394,0.0012931640938054932,0.00097216094907582391,1.9532760725809377e-09,6.7136045738952059e-09,6.9586373831915802e-05,1.3000268295800255e-05,2.0898712145413149e-11,8.9615005342042003e-06,6.8465192579874705e-06,7.6760246500351086e-05,0.00010534620593426732,1.805027350147537e-13,4.0831235723957991e-15,6.280214909334556e-11,9.5016968819319783e-14,2.496345564373684e-09,2.6579273105047057e-07,5.3361313257556877e-06,5.3423287305286988e-06,3.6615688312242291e-09,2.4716629571177815e-09,3.789455547596533e-20,9.6625899444326457e-08,1.3210249742690114e-10,4.4054376114590718e-11,1.068962001085031e-11,2.4254491986518258e-09,2.6131301004115413e-13,1.0703570592729634e-11,7.8655048893763168e-07,4.1075362486526589e-14,1.1004422201620937e-14,2.0026238686255561e-11,2.4167404389462549e-12,4.8397445457899696e-14,1.0649188682893601e-10,3.9244206440812419e-10,1.0693301731464849e-11,7.8906166946571987e-12,1.053223262504899e-09,4.9425305620959591e-10,5.5887518932648402e-10,6.8591870033532362e-15
