Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335)
4.144816003641184e-08,0.3634615513620649,76.950000000000003,0.0,0.0,0.0,2.4047113081921659e-06,9.4999234155149406,8.6099088840338491e-05,8.299039594720736e-06,9.7350832808449693e-12,4.5963142851348953e-14,4.7246751762150268e-13,3.4666372034510348e-06,0.0037506087698987978,2.4930151893915028e-09,1.6997691225095614e-22,2.7641658853877945e-17,7.0068178097464965e-05,0.9253445858608832,4.2586613363617694e-06,7.4936322348602216e-18,5.2333914014956055e-13,1.0510094343091934e-07,4.1363689454072076e-15,0.00066763186014672405,3.8272739139836594e-11,0.002241732644286253,0.002242350635350845,1.5679221588440653e-07,7.5911121509138746e-08,5.6208488704475691e-07,0.0019833044049184256,2.7611860714163502e-07,6.6823891894372538e-08,3.1886754971837528e-09,6.1698340614651791e-08,5.5377466106889646e-06,1.4167846353355542e-07,0.051414231124637035,2.7595209231716258e-13,1.1842603876398846e-13,1.4649401219431502e-05,5.4633980737387882e-06,4.0412999360168867e-07,0.0018276978273563526,0.0052080969565486291,4.2190318179560349e-08,7.3041659977368045e-08,3.3877565754268341e-07,6.4871453614915649e-10,1.2733785177167443e-09,6.4910590908013813e-08,2.6266815477245101e-12,2.2870410022162367e-06,5.711720970652849e-08,6.8878062551166122e-10,2.6014110825366853e-08,8.827108508667868e-13,4.18377132854292e-12,7.2212717599383154e-14,0.0036676062630436558,8.0739912681685119e-10,8.6964777625627518e-06,0.00016658439965406844,6.0941559663426032e-09,3.0211210482293693e-07,1.2499463005853617e-08,3.4040416357006546e-08,1.4207006137576767e-09,4.372036213752753e-09,1.8679164614031076e-16,1.1793812160624463e-08,1.119730485087827e-05,2.3957137613971967e-06,1.0803052205706743e-08,3.2029112135116628e-09,2.2358422578699254e-06,7.5354510120961379e-05,3.2898263718244733e-08,1.7823037703244072e-07,3.2898295481619704e-08,0.00349813888162929,6.966890544730036e-18,4.1235466853173658e-18,1.6458539893793439e-15,1.8488028813620164e-10,1.6538962405204691e-08,7.8882724574754716e-18,1.1363744113333032e-11
4.1644906507701487e-08,0.3634615513707407,76.950000000000003,0.0,0.0,0.0,2.4038139965364642e-06,9.4999233992333885,8.5474569137811005e-05,8.2690765428974729e-06,9.7482520963007588e-12,4.6024958805146219e-14,4.7076182318535683e-13,3.4657614292391598e-06,0.0037496606095693513,2.4840143928305499e-09,1.7020551465824359e-22,2.7684063748728439e-17,7.0077889278080631e-05,0.92511091563791426,4.2586873431567722e-06,7.4665774166910817e-18,5.2341167352358171e-13,1.0511551646816306e-07,4.136361823043373e-15,0.00066746326634271002,3.8278136954584159e-11,0.0022417336273542446,0.0022423516188548182,1.5679228520392654e-07,7.5911155132419311e-08,5.6194294860877233e-07,0.001983328532081074,2.7612196716061084e-07,6.6824705060932341e-08,3.1886782937503817e-09,6.1699091610696661e-08,5.5378144433673384e-06,1.4167858774724452e-07,0.051561860138463228,2.7595545175760781e-13,1.1842748037791434e-13,1.4692266044162172e-05,5.4791866918060104e-06,4.0539449529114e-07,0.0018377143313586676,0.0052366955479658667,4.2190355178257025e-08,7.3042555126040661e-08,3.4072057261284285e-07,6.4871341800195119e-10,1.2733763245302227e-09,6.4911391905664032e-08,2.6266770196138346e-12,2.2870977611469838e-06,5.7755163347064146e-08,6.8877943913433043e-10,2.6014756460795211e-08,8.8270932891817927e-13,4.187954548607859e-12,7.2546066711906532e-14,0.0036888588893758188,8.0741924121283746e-10,8.7503801236563837e-06,0.00016658961337724231,6.0943467010227728e-09,3.0211978796182309e-07,1.2499854190946579e-08,3.4041481728384024e-08,1.4207367538897583e-09,4.3721470330949834e-09,1.8679749246248166e-16,1.1794125471493768e-08,1.1197602430780719e-05,2.4106117377349366e-06,1.0803056901017808e-08,3.2021024212486374e-09,2.2501899504105952e-06,7.5369060035158827e-05,3.2992750217628965e-08,1.7848329671034704e-07,3.2992781943248025e-08,0.0035259017598632623,6.9670677701888584e-18,4.1236515774085121e-18,1.645851153485795e-15,1.8488045022367142e-10,1.6539477842914544e-08,7.8885182815292512e-18,1.1364098261076366e-11
4.184165297899113e-08,0.36346155137942615,76.950000000000003,0.0,0.0,0.0,2.4029191425396477e-06,9.4999233829842584,8.4854682319311292e-05,8.2402193730724257e-06,9.7613873419983216e-12,4.6086695751540316e-14,4.6911879923667632e-13,3.4648859903730289e-06,0.0037487128152567037,2.475345479062865e-09,1.7043382467806694e-22,2.7726380028830072e-17,7.0087566611371668e-05,0.92487732615710849,4.258713304835357e-06,7.4405168251741399e-18,5.2348395143815908e-13,1.0513003850370356e-07,4.1363546936347454e-15,0.00066729473079460682,3.8283495820921664e-11,0.0022417346105703681,0.0022423526025043602,1.5679235279661773e-07,7.5911187799796501e-08,5.6180105751872106e-07,0.0019833517990242525,2.7612520443799443e-07,6.682548881674129e-08,3.1886810907331727e-09,6.1699815282508087e-08,5.5378798595833557e-06,1.4167871197969407e-07,0.051709220783326668,2.7595868640798858e-13,1.18428868725341e-13,1.4735061725979936e-05,5.4949477138910629e-06,4.0665784884848994e-07,0.001847744850352905,0.0052653343434944117,4.2190392182473702e-08,7.3043418176183537e-08,3.4266549684631477e-07,6.4871230021609249e-10,1.2733741319631361e-09,6.4912164443237047e-08,2.6266724926074376e-12,2.2871524682240358e-06,5.8396768910556199e-08,6.8877825309546281e-10,2.6015378779088805e-08,8.827078074017942e-13,4.192136602521318e-12,7.2879280806998854e-14,0.0037101443421854998,8.074386269398612e-10,8.8043987458585983e-06,0.00016659463807719359,6.0945305064324627e-09,3.0212719313623217e-07,1.2500231227743483e-08,3.4042508505032401e-08,1.4207715829961942e-09,4.3722538621030578e-09,1.8680312614175598e-16,1.1794427456904092e-08,1.1197889239268601e-05,2.4255421327442165e-06,1.0803061668276387e-08,3.2012938626259118e-09,2.2645714490895305e-06,7.5383576216296852e-05,3.3087065108801066e-08,1.7873600257482279e-07,3.3087096718238168e-08,0.0035537600677666712,6.9672385824761455e-18,4.1237526771338441e-18,1.6458483091773759e-15,1.8488061233563722e-10,1.6539974591617017e-08,7.8887551903700795e-18,1.136443958285644e-11
4.2038399450280776e-08,0.3634615513881208,76.950000000000003,0.0,0.0,0.0,2.4020267293207692e-06,9.4999233667663141,8.4239393990827516e-05,8.2124272800393906e-06,9.774489162679975e-12,4.6148318115378775e-14,4.6753663393981154e-13,3.4640108894005507e-06,0.0037477653865108564,2.4669962838088361e-09,1.70661711314697e-22,2.7768605563293609e-17,7.0097211346513942e-05,0.92464381738823287,4.2587392240345814e-06,7.4154225539861864e-18,5.2355598685241416e-13,1.0514451141981749e-07,4.1363475674221587e-15,0.00066712625348061755,3.8288816265938515e-11,0.0022417355939294077,0.0022423535862984064,1.5679242140180867e-07,7.5911221014637277e-08,5.6165921697830667e-07,0.0019833742377510068,2.7612832808003021e-07,6.682624464679963e-08,3.1886838881365333e-09,6.1700513109420402e-08,5.5379429492964588e-06,1.416788362307684e-07,0.051856313824232114,2.7596180750184844e-13,1.1843020809136821e-13,1.477778845258568e-05,5.5106812166945391e-06,4.0792005689243964e-07,0.0018577893106552748,0.0052940131320605857,4.2190429192170279e-08,7.3044250275018346e-08,3.4461042725903223e-07,6.4871118277287538e-10,1.2733719399827296e-09,6.4912909553535959e-08,2.6266679661261544e-12,2.2872051990777265e-06,5.9042026305497608e-08,6.8877706737687529e-10,2.60159785912339e-08,8.8270628628783049e-13,4.196317560383117e-12,7.3212359958799589e-14,0.0037314624465411067,8.0745731085353431e-10,8.8585332063009986e-06,0.00016659948070427223,6.0947076491915935e-09,3.0213433061920618e-07,1.2500594547206316e-08,3.4043498097823699e-08,1.4208051499217908e-09,4.3723568127038793e-09,1.8680855665296328e-16,1.1794718511312961e-08,1.1198165672941942e-05,2.4405048292316684e-06,1.0803066414544091e-08,3.200485616920567e-09,2.2789866394614471e-06,7.5398059892044488e-05,3.3181209021130211e-08,1.789884974305394e-07,3.3181240564795992e-08,0.0035817135655402846,6.9674031776066592e-18,4.1238501000234288e-18,1.6458454841742574e-15,1.8488077447192756e-10,1.6540453338910972e-08,7.8889835184433089e-18,1.1364768520669658e-11
4.223514592157042e-08,0.36346155139682523,76.950000000000003,0.0,0.0,0.0,2.4011367401935746e-06,9.4999233505783636,8.3628670013260794e-05,8.1856609508336831e-06,9.7875577760772984e-12,4.62097182520622e-14,4.6601284573651733e-13,3.4631361236578932e-06,0.0037468183228849105,2.4589555598497377e-09,1.708887759798978e-22,2.7810741338314e-17,7.0106824686989104e-05,0.92441038930093999,4.2587651032978946e-06,7.3912533883473751e-18,5.2362778835921306e-13,1.0515893702992862e-07,4.1363404469977054e-15,0.00066695783437885402,3.8294096747885124e-11,0.0022417365774316431,0.0022423545702358943,1.5679249014018803e-07,7.5911254311419768e-08,5.6151742518997217e-07,0.0019833958790971126,2.7613134095369278e-07,6.6826973823905535e-08,3.1886866859439964e-09,6.1701186446104054e-08,5.5380037985759432e-06,1.4167896050033227e-07,0.052003140023672019,2.7596481885843333e-13,1.1843150040057051e-13,1.4820446410935807e-05,5.5263872797157533e-06,4.0918112171085801e-07,0.001867847639029857,0.0053227317038729814,4.2190466207306608e-08,7.3045053085858896e-08,3.4655536091363997e-07,6.4871006565430659e-10,1.2733697485556782e-09,6.4913628069881444e-08,2.6266634413288947e-12,2.2872560265007575e-06,5.9690935432729655e-08,6.8877588196116843e-10,2.6016556758935907e-08,8.8270476557494718e-13,4.2004974896614131e-12,7.3545304240959406e-14,0.0037528130286196984,8.0747532199614142e-10,8.9127830822063252e-06,0.00016660414795697864,6.0948783842818431e-09,3.0214121025257551e-07,1.2500944729939908e-08,3.4044451819297818e-08,1.420837507782204e-09,4.3724560471697221e-09,1.8681379012226561e-16,1.1794999042496123e-08,1.1198432113990176e-05,2.4554997108577446e-06,1.0803071142854385e-08,3.1996776487489943e-09,2.2934354079214725e-06,7.5412512245140974e-05,3.3275182424268762e-08,1.7924078393823189e-07,3.3275213904405927e-08,0.0036097620129211198,6.9675618554836665e-18,4.1239440169167687e-18,1.6458426512872055e-15,1.8488093663236408e-10,1.6540914749655616e-08,7.8892035760812064e-18,1.1365085550329338e-11
4.2431892392860066e-08,0.36346155140553876,76.950000000000003,0.0,0.0,0.0,2.400249158566904e-06,9.4999233344192806,8.3022476500708241e-05,8.1598825170912682e-06,9.800593232718849e-12,4.6270952987833443e-14,4.645451408149054e-13,3.462261692267874e-06,0.0037458716239336413,2.4512116741490859e-09,1.7111522876196093e-22,2.7852789724962692e-17,7.0116407792082387e-05,0.92417704186475913,4.2587909450781306e-06,7.3679732842103375e-18,5.2369936312695415e-13,1.0517331708086491e-07,4.1363333265259979e-15,0.0006667894734673416,3.8299337730424642e-11,0.0022417375610773792,0.0022423555543157657,1.5679255810898453e-07,7.5911287187866302e-08,5.6137568135691895e-07,0.0019834167527642398,2.7613424563610233e-07,6.6827677076078052e-08,3.1886894841531331e-09,6.1701835848081484e-08,5.5380624910354415e-06,1.4167908478825079e-07,0.052149700141640401,2.7596772173209908e-13,1.1843274632421298e-13,1.486303578798374e-05,5.5420659795387072e-06,4.1044104503022239e-07,0.0018779197626854515,0.0053514898504118209,4.2190503227842738e-08,7.3045827537532084e-08,3.4850029491759374e-07,6.4870894884307387e-10,1.2733675576513598e-09,6.4914321062991148e-08,2.6266589179507775e-12,2.2873050206658569e-06,6.0343496185535393e-08,6.8877469683153899e-10,2.6017114089913749e-08,8.8270324523766406e-13,4.2046764552791602e-12,7.3878113726636367e-14,0.0037741959156977647,8.0749268396526823e-10,8.9671479531984758e-06,0.00016660864629020709,6.0950429384471214e-09,3.0214784153622299e-07,1.250128227138656e-08,3.4045371013632744e-08,1.4208686984992399e-09,4.3725517111516212e-09,1.8681883355425626e-16,1.1795269446598521e-08,1.1198688930680751e-05,2.4705266610395293e-06,1.0803075894081199e-08,3.1988699356079798e-09,2.3079176404022373e-06,7.5426934414868607e-05,3.3368985746595888e-08,1.7949286461992352e-07,3.336901712556036e-08,0.0036379051691966401,6.9677148262520921e-18,4.12403455497041e-18,1.6458398083215911e-15,1.8488109881676867e-10,1.6541359460860397e-08,7.8894156667318921e-18,1.1365391116011846e-11
4.262863886414971e-08,0.3634615514142618,76.950000000000003,0.0,0.0,0.0,2.3993639679308842e-06,9.4999233182879657,8.2420779819232057e-05,8.1350555195701772e-06,9.8135955538981524e-12,4.6332106754439013e-14,4.6313179003603891e-13,3.4613875975643296e-06,0.003744925289213196,2.4437532118997228e-09,1.7134138248753694e-22,2.7894749213652692e-17,7.0125961777949664e-05,0.9239437750490922,4.2588167517394582e-06,7.3455566430167266e-18,5.2377072079784435e-13,1.0518765325446664e-07,4.1363262063045825e-15,0.00066662117072401831,3.8304540818750204e-11,0.0022417385448632999,0.0022423565385369612,1.5679262679535177e-07,7.5911320444379219e-08,5.6123398785150249e-07,0.0019834368873419303,2.7613704857476085e-07,6.6828355271515788e-08,3.1886922827735319e-09,6.1702461989817222e-08,5.5381191074787722e-06,1.4167920909438954e-07,0.052295994935638308,2.7597052230410563e-13,1.1843394812557979e-13,1.4905556770179916e-05,5.5577173908145424e-06,4.11699828865557e-07,0.0018880056092726483,0.0053802873644214809,4.2190540253738926e-08,7.3046574232777712e-08,3.5044522642180828e-07,6.4870783232251593e-10,1.2733653672413454e-09,6.4914989638860144e-08,2.6266543947599595e-12,2.2873522492143127e-06,6.099970844970303e-08,6.8877351197176429e-10,2.6017651311483598e-08,8.8270172523599492e-13,4.2088545196756189e-12,7.4210788488582482e-14,0.0037956109361446241,8.0750941793348677e-10,9.0216274006657277e-06,0.00016661298192110311,6.0952015338057358e-09,3.0215423365635105e-07,1.2501607546521118e-08,3.4046256997442164e-08,1.4208987595366719e-09,4.3726439099556997e-09,1.8682369556554229e-16,1.1795530086293623e-08,1.1198936477712444e-05,2.4855855632354479e-06,1.0803080641066847e-08,3.1980625289902969e-09,2.3224332227498668e-06,7.5441327498102027e-05,3.3462619524158163e-08,1.797447418625168e-07,3.3462650840038964e-08,0.0036661427932147398,6.9678622279305716e-18,4.1241218015192616e-18,1.6458369861150329e-15,1.8488126102496851e-10,1.6541788085060705e-08,7.8896200901065008e-18,1.136568561405672e-11
4.2825385335439356e-08,0.3634615514229942,76.950000000000003,0.0,0.0,0.0,2.3984811519537734e-06,9.4999233021833493,8.1823546584641404e-05,8.1111448452309368e-06,9.8265649554830242e-12,4.6393071397875977e-14,4.61770708377633e-13,3.460513837857007e-06,0.0037439793182825467,2.4365701812042488e-09,1.7156683687115897e-22,2.7936620277674949e-17,7.0135487719506144e-05,0.92371058882322932,4.2588425255611362e-06,7.3239688630211773e-18,5.2384187005170449e-13,1.0520194717043177e-07,4.1363190917240211e-15,0.00066645292612673628,3.8309705008600913e-11,0.0022417395287884462,0.0022423575228984307,1.5679269614234738e-07,7.5911354066922588e-08,5.6109234388948347e-07,0.0019834563103624694,2.761397535692416e-07,6.6829009672191201e-08,3.1886950817949194e-09,6.1703066234517213e-08,5.5381737247693564e-06,1.4167933341861448e-07,0.052442025160682131,2.7597322585592067e-13,1.1843510819013143e-13,1.4948009542815753e-05,5.5733415917494474e-06,4.1295747564685282e-07,0.0018981051068787396,0.0054091240398973801,4.2190577284955441e-08,7.3047294646683847e-08,3.523901526182671e-07,6.4870671607660522e-10,1.2733631772961543e-09,6.491563452864735e-08,2.6266498726066658e-12,2.2873977772359929e-06,6.1659572103643435e-08,6.8877232736634371e-10,2.6018169181721677e-08,8.8270020556425463e-13,4.2130317429154304e-12,7.4543328599096474e-14,0.0038170579194105425,8.0752555005713577e-10,9.0762210055196177e-06,0.00016661716083918096,6.095354402365867e-09,3.0216039542023354e-07,1.25019210529085e-08,3.4047110940925784e-08,1.4209277386818886e-09,4.3727327795867406e-09,1.8682838204812503e-16,1.1795781319892387e-08,1.1199175096775584e-05,2.5006763020200411e-06,1.0803085360378323e-08,3.1972554178497602e-09,2.3369820419716647e-06,7.5455692551165614e-05,3.3556084262640909e-08,1.7999641792436681e-07,3.3556115544551539e-08,0.0036944746434015713,6.968004319904809e-18,4.1242059036360468e-18,1.6458341667759148e-15,1.8488142325678926e-10,1.6542201216901932e-08,7.8898171252493969e-18,1.136596946241569e-11
4.3022131806729e-08,0.36346155143173603,76.950000000000003,0.0,0.0,0.0,2.3976006944427224e-06,9.4999232861044316,8.1230743660687412e-05,8.0881166796923408e-06,9.8395015813525653e-12,4.6453809778576843e-14,4.604595745342238e-13,3.4596404100310392e-06,0.0037430337107029485,2.4296526619230196e-09,1.7179145400751267e-22,2.7978405975850563e-17,7.0144986651922474e-05,0.92347748315634604,4.2588682687403785e-06,7.3031717410191846e-18,5.2391281648661458e-13,1.0521620038857059e-07,4.136311978553121e-15,0.00066628473965326242,3.8314829353855178e-11,0.002241740512854661,0.0022423585073991247,1.5679276424524765e-07,7.5911387020538734e-08,5.6095074683648396e-07,0.0019834750483417435,2.7614236111159354e-07,6.6829641076614201e-08,3.1886978812040714e-09,6.1703649355887489e-08,5.5382264170770387e-06,1.4167945776079215e-07,0.052587791569317241,2.7597583224878683e-13,1.1843622688902944e-13,1.499039429088702e-05,5.5889386601932548e-06,4.1421398726162456e-07,0.0019082181840245072,0.0054379996720750577,4.2190614321452676e-08,7.3047990053111649e-08,3.5433507073813547e-07,6.4870560008993156e-10,1.2733609877874076e-09,6.4916256529665914e-08,2.626645352327526e-12,2.287441667405074e-06,6.2323087018480148e-08,6.8877114300037754e-10,2.6018668456813663e-08,8.8269868621736691e-13,4.217208182774976e-12,7.4875734130022355e-14,0.0038385366960170995,8.0754110417229138e-10,9.1309283500981472e-06,0.00016662118881445698,6.0955017537033658e-09,3.0216633529295636e-07,1.2502223311410098e-08,3.4047933998808179e-08,1.4209556790244178e-09,4.3728184717837954e-09,1.8683289786731347e-16,1.1796023508982372e-08,1.1199405117009596e-05,2.5157987621681577e-06,1.0803090102736373e-08,3.19644854186528e-09,2.3515639851742942e-06,7.5470030591304535e-05,3.3649380359264023e-08,1.8024789494037095e-07,3.3649411543445527e-08,0.0037229004777762729,6.9681413567433878e-18,4.1242870088547694e-18,1.6458313216526217e-15,1.8488158551205312e-10,1.6542599427967068e-08,7.8900070378515107e-18,1.1366243079705328e-11
4.3218878278018645e-08,0.3634615514404873,76.950000000000003,0.0,0.0,0.0,2.3967225792508214e-06,9.4999232700502283,8.0642338157037668e-05,8.0659384549227806e-06,9.8524053852351631e-12,4.6514471408865596e-14,4.5919684618291054e-13,3.4587673166715576e-06,0.0037420884660364809,2.422990073202712e-09,1.7201578749044983e-22,2.802010531864004e-17,7.015445957224798e-05,0.92324445801749211,4.2588939833955702e-06,7.2831434011652016e-18,5.2398356787693317e-13,1.0523041441125177e-07,4.1363048622022856e-15,0.00066611661128127973,3.8319915727548949e-11,0.0022417414970592716,0.0022423594920379969,1.5679283216949369e-07,7.5911419863013569e-08,5.6080919896649488e-07,0.0019834931268124995,2.7614487647136403e-07,6.6830249990867705e-08,3.1887006810104666e-09,6.1704211563764899e-08,5.5382772568588055e-06,1.4167958212078944e-07,0.052733294911631964,2.7597834529474243e-13,1.1843730548854289e-13,1.5032711199381333e-05,5.6045086694272801e-06,4.1546936542621107e-07,0.0019183447696601429,0.0054669140574178368,4.2190651363191292e-08,7.3048660711203265e-08,3.5627997804972362e-07,6.4870448434766186e-10,1.2733587986902855e-09,6.4916856751779426e-08,2.6266408323600987e-12,2.2874839802053479e-06,6.2990253058149515e-08,6.8876995885939881e-10,2.6019149780869544e-08,8.8269716715407784e-13,4.2213838948359827e-12,7.5208005152836236e-14,0.0038600470975464212,8.0755609711430924e-10,9.1857490197551291e-06,0.00016662507140643003,6.0956437763621611e-09,3.0217206149202484e-07,1.2502514634838446e-08,3.4048727383871201e-08,1.4209826099415899e-09,4.3729010786998738e-09,1.868372510901253e-16,1.1796256981350046e-08,1.1199626855544092e-05,2.5309528278793253e-06,1.0803094869993762e-08,3.1956419457078774e-09,2.3661789386881545e-06,7.5484342598280933e-05,3.3742508308353545e-08,1.8049917492762213e-07,3.3742539390430025e-08,0.0037514200539673207,6.9682734294883582e-18,4.1243651805277062e-18,1.6458284873385604e-15,1.8488174779058738e-10,1.6542983264357774e-08,7.8901900975043512e-18,1.136650681622508e-11
4.341562474930829e-08,0.36346155144924774,76.950000000000003,0.0,0.0,0.0,2.3958467903743345e-06,9.4999232540197855,8.0058297427825666e-05,8.0445788104542757e-06,9.8652765366597652e-12,4.6574991478073098e-14,4.5798100531801121e-13,3.4578945585639473e-06,0.0037411435838475577,2.416573305836887e-09,1.7223959783311504e-22,2.8061716924109259e-17,7.0163907440532275e-05,0.92301151337560527,4.2589196715684369e-06,7.2638595323225672e-18,5.2405413388255827e-13,1.0524459068509218e-07,4.1362977513863286e-15,0.00066594854098838969,3.8324964333581203e-11,0.0022417424813987847,0.0022423604768140046,1.567929015358493e-07,7.5911453490687152e-08,5.6066770184149793e-07,0.0019835105703552391,2.7614730585181409e-07,6.6830837638449644e-08,3.1887034812147414e-09,6.1704754138872762e-08,5.5383263130172558e-06,1.4167970649847365e-07,0.052878535935259943,2.759807731180968e-13,1.1843834720858346e-13,1.5074960452058668e-05,5.620051695299795e-06,4.1672361269909675e-07,0.0019284847931614084,0.005495866993608412,4.2190688410131987e-08,7.3049307681880829e-08,3.5822487185708514e-07,6.487033688355197e-10,1.2733566099793972e-09,6.4917435917423583e-08,2.6266363126519695e-12,2.2875247738630894e-06,6.3661070079467883e-08,6.8876877492956538e-10,2.6019613794724993e-08,8.8269564835527634e-13,4.225558932550275e-12,7.5540141738643767e-14,0.0038815889566334999,8.075705509979262e-10,9.2406825995140401e-06,0.00016662881397008634,6.0957806797073621e-09,3.0217758191717801e-07,1.2502795392999847e-08,3.4049492163325026e-08,1.4210085714789531e-09,4.3729806966676088e-09,1.8684144836756648e-16,1.1796482044019315e-08,1.1199840617837267e-05,2.54613838442322e-06,1.0803099595642988e-08,3.1948356719105887e-09,2.380826789889918e-06,7.5498629515476857e-05,3.3835468682749301e-08,1.8075025978923215e-07,3.383549973154086e-08,0.0037800331292238156,6.9684007200669733e-18,4.1244405230166313e-18,1.6458256721469364e-15,1.8488191009222223e-10,1.6543353256752886e-08,7.8903665590855487e-18,1.1366761022668445e-11
4.3612371220597935e-08,0.36346155145801773,76.950000000000003,0.0,0.0,0.0,2.394973311986808e-06,9.4999232380122027,7.9478589069109884e-05,8.0240075320049945e-06,9.8781151964553291e-12,4.6635314100615335e-14,4.5680983821637815e-13,3.4570221318888141e-06,0.0037401990637034783,2.4103936184141847e-09,1.7246267765324612e-22,2.8103242092933288e-17,7.0173331181737396e-05,0.92277864919951913,4.2589453352278025e-06,7.2452832105076282e-18,5.2412451883675953e-13,1.052587306038381e-07,4.1362906413448508e-15,0.00066578052875211114,3.8329973950496158e-11,0.0022417434658757161,0.0022423614617261087,1.567929700005467e-07,7.5911486633706244e-08,5.605262521789695e-07,0.0019835274026577501,2.7614964861836125e-07,6.6831404728688278e-08,3.1887062818021931e-09,6.1705277798921444e-08,5.5383736516643055e-06,1.4167983089371254e-07,0.053023515385395882,2.7598311444301351e-13,1.1843935203994897e-13,1.511714223222198e-05,5.6355678154049323e-06,4.1797673096112229e-07,0.0019386381843249621,0.0055248582795338341,4.2190725462235506e-08,7.3049932239129842e-08,3.6016974949763812e-07,6.4870225353978402e-10,1.2733544216291051e-09,6.491799469509819e-08,2.6266317943028488e-12,2.2875641044080269e-06,6.4335537932247257e-08,6.8876759119763387e-10,2.6020061189982304e-08,8.8269412982161419e-13,4.2297333473501486e-12,7.5872143958165723e-14,0.0039031621069527834,8.0758448790694339e-10,9.2957286750531595e-06,0.00016663242166620052,6.0959126516426441e-09,3.0218290412688498e-07,1.2503066084725983e-08,3.4050229356954408e-08,1.4210336037663065e-09,4.3730574717944561e-09,1.8684549344743994e-16,1.1796699025280803e-08,1.1200046698231654e-05,2.5613553176192308e-06,1.0803104339908177e-08,3.1940296455502004e-09,2.3955074266993369e-06,7.5512892251774558e-05,3.3928261858014695e-08,1.8100115132091202e-07,3.3928292827856285e-08,0.0038087394604356421,6.9685234803242833e-18,4.1245131810448956e-18,1.6458228395398309e-15,1.8488207241678143e-10,1.654370991698273e-08,7.8905366578642232e-18,1.1367006083232134e-11
4.380911769188758e-08,0.36346155146679726,76.950000000000003,0.0,0.0,0.0,2.3941021283274009e-06,9.4999232220266077,7.8903180917271818e-05,8.0041955153881743e-06,9.8909214165686777e-12,4.669549010639515e-14,4.5568175625409081e-13,3.4561500370295631e-06,0.0037392549051726278,2.4044419990222053e-09,1.7268521511206671e-22,2.8144682284410996e-17,7.0182731686861666e-05,0.92254586545794848,4.2589709762718713e-06,7.2273900409215316e-18,5.2419472925542088e-13,1.0527283551005901e-07,4.1362835298010765e-15,0.00066561257454988228,3.8334945084801752e-11,0.0022417444504887812,0.002242362446773275,1.5679303772767599e-07,7.5911519371770133e-08,5.603848504906961e-07,0.001983543646532106,2.7615190819458918e-07,6.6831951885413923e-08,3.1887090827716952e-09,6.1705783027608831e-08,5.5384193371075473e-06,1.4167995530637426e-07,0.053168234004807531,2.7598537206851232e-13,1.1844032109814077e-13,1.515925672290683e-05,5.6510571043088132e-06,4.1922872212454608e-07,0.0019488048733650818,0.0055538877152758346,4.2190762519462848e-08,7.3050535016545549e-08,3.6211460834078236e-07,6.4870113844724474e-10,1.2733522336163302e-09,6.4918533928703931e-08,2.6266272768592776e-12,2.2876020258988357e-06,6.5013656459363251e-08,6.8876640765077307e-10,2.6020492570648656e-08,8.8269261153150786e-13,4.2339071887132373e-12,7.6204011881745538e-14,0.0039247663832097917,8.0759792547398705e-10,9.3508868343800764e-06,0.00016663589946767294,6.0960398683433827e-09,3.0218803544992781e-07,1.2503327054904865e-08,3.4050940006113353e-08,1.4210577382758927e-09,4.373131503557331e-09,1.8684939239295634e-16,1.1796908223318174e-08,1.1200245380354852e-05,2.5766035130378979e-06,1.0803109109891653e-08,3.1932238758915144e-09,2.4102207366375423e-06,7.5527131682661368e-05,3.4020888303814408e-08,1.8125185121487114e-07,3.4020919159649162e-08,0.0038375388041460862,6.9686418500255021e-18,4.1245832405000167e-18,1.64581999970293e-15,1.8488223476409258e-10,1.6544053735534691e-08,7.890700630345205e-18,1.1367242328761515e-11
