Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063)
1.5226230825500768e-07,0.23573896917850054,76.950000000000003,0.0,0.0,0.0,6.2432170693221576e-05,9.4998621464955502,0.0012252248837125576,0.012169518398146633,9.0388539926589897e-10,2.6872069164710002e-11,1.9192089338706126e-09,1.7648514757421424e-07,0.012730675185689848,1.1520411263488095e-05,1.5575928075715712e-19,1.1762126940539247e-08,0.0045880880031688954,0.89310741164015073,0.0043246941639005654,5.0240610661880085e-14,1.7192832702832481e-11,1.3511106906850376e-06,8.1644571685393665e-12,0.00024591115324268831,6.3280499146544602e-10,0.034188315081704217,0.038748912034241016,6.0871158898588517e-06,3.2906142932479943e-06,5.0678088777047602e-10,0.015638112069339523,5.5368475487981432e-06,1.4956515666356652e-06,1.9487914803974294e-05,7.9105207246770471e-06,7.8033686147617913e-06,0.0018771733707063502,0.014014040205960839,6.5927037566682917e-11,2.4341371012165827e-11,1.1687471351019145e-06,3.7511682292056854e-07,4.6616170031523631e-09,0.00015683008251115026,0.00050745871728287656,0.00037894325726034559,1.9963019045920781e-06,1.4059032720985928e-05,1.7002518297421966e-06,3.109689917646865e-05,6.7668955047540734e-08,4.8571599572592107e-07,5.5378288039890966e-06,8.2338527201329776e-05,9.4006599895334902e-06,9.7512373880275096e-08,1.667854838940036e-07,5.2721589194537634e-05,8.2565008795671353e-07,0.00029002565141370592,7.1033029424428163e-10,2.6658106887718157e-08,0.0020215793670951459,2.6619562688052945e-07,1.5068860942414528e-06,4.7731106048508133e-07,1.3375335303250495e-06,4.4794859549160752e-08,4.4448254646226996e-09,3.2906745212558035e-14,1.4964364187753155e-08,2.3908949691937005e-05,2.0792577962793218e-08,1.0136812329516984e-08,5.8867868604076869e-10,2.0791388810659823e-08
1.526981790274086e-07,0.23573896920195983,76.950000000000003,0.0,0.0,0.0,6.2119301307632618e-05,9.499862156294272,0.0012198989997017832,0.012131075201468302,8.964898987358955e-10,2.6652198134388627e-11,1.9131462038942871e-09,1.7556681613345951e-07,0.012634600771675929,1.1484018580984238e-05,1.5448483649886794e-19,1.1451265322815252e-08,0.0045949475956816917,0.89320176201216817,0.0043247402677762626,5.0081901864139432e-14,1.7218535531454791e-11,1.353132065700403e-06,8.1507801692723068e-12,0.00024593719851541439,6.3273886400228632e-10,0.034188312092988095,0.0387489122166585,6.0871153635027366e-06,3.2906140086760342e-06,5.0683442580121134e-10,0.015655696714825702,5.5430735990876213e-06,1.4973334223052122e-06,1.9487911355514562e-05,7.9194170502996597e-06,7.8121581179098133e-06,0.0018771750486013658,0.01402521248187172,6.6001180461587811e-11,2.436874581554301e-11,1.169664148017624e-06,3.7541436262139744e-07,4.6647990326977973e-09,0.00015726876378651091,0.00050887979720703655,0.00037894316878650335,1.9985511840094315e-06,1.3987128327457188e-05,1.6975186428112658e-06,3.1047543388810262e-05,6.7745578872744918e-08,4.8494512087558123e-07,5.5540062876230717e-06,8.2410742514173416e-05,9.3857170768914542e-06,9.7797236072011255e-08,1.6652026011145646e-07,5.2788910428705756e-05,8.2670777264474664e-07,0.00029100443988440552,7.124055612711788e-10,2.6732788767420728e-08,0.0020287655833456544,2.6714188742670218e-07,1.5111874131731657e-06,4.7900778557475607e-07,1.3422882852085935e-06,4.4922730710591197e-08,4.4574616328648996e-09,3.3023724341683135e-14,1.5008171035512756e-08,2.3978957100706066e-05,2.0850827994160109e-08,1.0136811443623478e-08,5.8874087626171818e-10,2.0849638164675161e-08
1.5313404979980953e-07,0.23573896922544335,76.950000000000003,0.0,0.0,0.0,6.1808451305546281e-05,9.4998621660623446,0.0012145962227904253,0.012092763031100594,8.8917551703145291e-10,2.6434740433268732e-11,1.9071041374623873e-09,1.7465687649835083e-07,0.012539416432795972,1.1447749938125113e-05,1.5322438072484558e-19,1.1148620349718558e-08,0.0046017844261847024,0.89329519438508165,0.0043247860608900297,4.9923734008130417e-14,1.7244153075019885e-11,1.3551467329798533e-06,8.1371813384618291e-12,0.00024596299041454482,6.326734201090412e-10,0.034188309201099706,0.038748912398056612,6.0871148542102493e-06,3.2906137333722592e-06,5.0688744293236402e-10,0.015673199879147993,5.549270799948261e-06,1.4990074848896845e-06,1.9487908018672281e-05,7.9282721535550743e-06,7.8209068949537173e-06,0.0018771766746063937,0.01403636429288814,6.6074979804995004e-11,2.4395993773304095e-11,1.1705795825379615e-06,3.7571136771550334e-07,4.6679788763704889e-09,0.00015770769385949133,0.00051030168382282714,0.00037894308315428871,2.000790041351429e-06,1.3915675681180989e-05,1.6947985320102928e-06,3.099841615131411e-05,6.7821850736288785e-08,4.8417781557624631e-07,5.5701670367024528e-06,8.2482497862480314e-05,9.3708433843980046e-06,9.8081803596563086e-08,1.6625626504387592e-07,5.2855912790443533e-05,8.2776046769398722e-07,0.00029198400997982286,7.1447867866731102e-10,2.6807513072060962e-08,0.002035947114033682,2.6808753099270684e-07,1.515483928635851e-06,4.8070340438647919e-07,1.3470399401356989e-06,4.5050459081421804e-08,4.4700835724119961e-09,3.3140627203812854e-14,1.5051931093313728e-08,2.40488897644317e-05,2.0909111115486978e-08,1.0136810586061309e-08,5.8880246143434201e-10,2.0907920611593733e-08
1.5356992057221045e-07,0.23573896924894824,76.950000000000003,0.0,0.0,0.0,6.1499606063830607e-05,9.499862175799878,0.0012093164534262165,0.012054581393663078,8.819412630754543e-10,2.6219663228807654e-11,1.9010826568684026e-09,1.7375525242904561e-07,0.012445113877645768,1.141160486657207e-05,1.5197772308686238e-19,1.0853974831429202e-08,0.0046085985765683922,0.89338771715463428,0.0043248315456805939,4.9766105047694442e-14,1.7269685640595955e-11,1.3571547166567465e-06,8.1236598812051282e-12,0.00024598853125742151,6.3260865176872487e-10,0.034188306403001287,0.038748912578445871,6.0871143615848928e-06,3.2906134670750231e-06,5.069399439216562e-10,0.015690621945347292,5.5554392870763068e-06,1.5006737909811148e-06,1.9487904789946177e-05,7.9370862279430262e-06,7.8296151373297683e-06,0.0018771782503384819,0.014047495726594594,6.6148437209785406e-11,2.4423115481569618e-11,1.1714934448649179e-06,3.7600784041605659e-07,4.6711565236589251e-09,0.00015814687183947479,0.00051172437424543008,0.0003789430002746415,2.0030185256326797e-06,1.384467146955499e-05,1.6920914172712002e-06,3.0949516241266455e-05,6.7897772286093514e-08,4.8341406070210018e-07,5.5863109878254916e-06,8.255379677605088e-05,9.3560385418914173e-06,9.8366075338540027e-08,1.6599349212143936e-07,5.2922598166089705e-05,8.2880820260375779e-07,0.00029296435948984463,7.1654963834167929e-10,2.6882279649810992e-08,0.0020431239113736237,2.6903255128665274e-07,1.5197756261390539e-06,4.8239790562161424e-07,1.3517884635376945e-06,4.5178044229585213e-08,4.4826912415281588e-09,3.325745302241451e-14,1.5095644198289682e-08,2.411874742354458e-05,2.0967427208680565e-08,1.0136809756216467e-08,5.8886344705447129e-10,2.096623603285567e-08
1.5400579134461138e-07,0.23573896927247123,76.950000000000003,0.0,0.0,0.0,6.1192751075688981e-05,9.4998621855069718,0.0012040595924795183,0.012016529797920004,8.7478615425665235e-10,2.6006938840184498e-11,1.8950816847625375e-09,1.7286187069586997e-07,0.012351684892266877,1.137558289713752e-05,1.5074470309039146e-19,1.0567117319883037e-08,0.0046153901284028617,0.89347933863888906,0.0043248767245648075,4.960901293228325e-14,1.7295133534149673e-11,1.359156040770003e-06,8.1102150163727345e-12,0.00024601382333994533,6.3254455456146233e-10,0.034188303695749926,0.038748912757836672,6.0871138853022154e-06,3.2906132095665111e-06,5.0699193347583831e-10,0.015707963294515254,5.5615791955074255e-06,1.5023323769599301e-06,1.9487901665944469e-05,7.9458594663086196e-06,7.8382830355041205e-06,0.0018771797773642195,0.014058606870014626,6.6221554283437027e-11,2.4450111534580043e-11,1.1724057411605413e-06,3.7630378294001949e-07,4.6743319676523901e-09,0.00015858629684044063,0.00051314786560496177,0.00037894292006128541,2.0052366856151478e-06,1.3774112405166379e-05,1.6893972191595459e-06,3.0900842441424081e-05,6.7973345159384486e-08,4.8265383723082971e-07,5.6024380782400028e-06,8.2624642753754125e-05,9.3413021808623241e-06,9.8650050187231375e-08,1.6573193480354987e-07,5.2988968428561581e-05,8.2985100666364188e-07,0.00029394548620544759,7.1861843229133546e-10,2.6957088348752538e-08,0.0020502959279804387,2.699769420695852e-07,1.5240624913488784e-06,4.8409127806887857e-07,1.356533824020374e-06,4.5305485729462346e-08,4.4952845989286618e-09,3.3374201025272738e-14,1.5139310189138987e-08,2.4188529821185557e-05,2.1025776156805546e-08,1.0136808953822431e-08,5.889238385575605e-10,2.1024584310795825e-08
1.544416621170123e-07,0.23573896929600907,76.950000000000003,0.0,0.0,0.0,6.0887871949823537e-05,9.4998621951837201,0.0011988255412415825,0.011978607754756799,8.6770922007367494e-10,2.5796540916058791e-11,1.8891011437717067e-09,1.7197664984151572e-07,0.01225912133942437,1.1339683572247615e-05,1.4952516808723575e-19,1.0287841956222386e-08,0.0046221591629392322,0.89357006707896092,0.0043249215999378874,4.9452455675045499e-14,1.7320497059403013e-11,1.3611507292645382e-06,8.0968459781469092e-12,0.00024603886893677683,6.3248111780594282e-10,0.034188301076495453,0.038748912936239305,6.0871134244940948e-06,3.2906129604740338e-06,5.0704341629133125e-10,0.015725224305805734,5.5676906592942891e-06,1.5039832792058795e-06,1.9487898643381393e-05,7.9545920607606276e-06,7.8469107790319056e-06,0.0018771812572013259,0.014069697809615556,6.6294332626448711e-11,2.4476982521835764e-11,1.1733164775543119e-06,3.7659919751128113e-07,4.6775051948347402e-09,0.00015902596798095581,0.00051457215504639828,0.00037894284243064082,2.0074445697660979e-06,1.3703995225655431e-05,1.686715858867968e-06,3.0852393540010952e-05,6.8048570986677901e-08,4.8189712628553909e-07,5.6185482458224318e-06,8.2695039263816611e-05,9.3266339344667781e-06,9.8933727052867965e-08,1.6547158657910411e-07,5.3055025437460677e-05,8.3088890895510107e-07,0.00029492738791881497,7.2068505250928992e-10,2.703193901967873e-08,0.0020574631168669452,2.7092069715333973e-07,1.5283445100883249e-06,4.8578351067533278e-07,1.3612759904708423e-06,4.5432783160454054e-08,4.5078636038106624e-09,3.3490870446613134e-14,1.5182928908299212e-08,2.4258236703186091e-05,2.1084157841615102e-08,1.0136808177118556e-08,5.889836414658769e-10,2.1082965328367979e-08
1.5487753288941322e-07,0.2357389693195589,76.950000000000003,0.0,0.0,0.0,6.0584954409250363e-05,9.499862204830217,0.0011936142014228217,0.011940814777184505,8.6070950937550532e-10,2.558843700474331e-11,1.8831409571832303e-09,1.7109951500625788e-07,0.012167415157884597,1.1303906430534716e-05,1.4831892994229635e-19,1.0015948322725077e-08,0.0046289057611109876,0.8936599106397235,0.0043249661741736143,4.9296431260741615e-14,1.734577651978865e-11,1.3631388059916752e-06,8.0835520124489145e-12,0.00024606367030153339,6.324183321042269e-10,0.034188298542476209,0.038748913113663956,6.0871129787850471e-06,3.2906127195500594e-06,5.0709439699734948e-10,0.015742405356446519,5.5737738120599473e-06,1.5056265337670337e-06,1.9487895719073899e-05,7.9632842018339685e-06,7.855498556452883e-06,0.0018771826913201745,0.014080768631313049,6.6366773826956645e-11,2.4503729030235054e-11,1.1742256601396137e-06,3.7689408630110368e-07,4.6806761942608572e-09,0.00015946588438417285,0.00051599723972948477,0.00037894276730174011,2.0096422263489262e-06,1.3634316693577235e-05,1.6840472582095668e-06,3.0804168330886934e-05,6.8123451391499596e-08,4.8114390900584577e-07,5.6346414290849926e-06,8.2764989744108904e-05,9.3120334375343931e-06,9.921710485554424e-08,1.6521244096673069e-07,5.3120771039177614e-05,8.3192193835312496e-07,0.00029591006242344909,7.2274949114636295e-10,2.7106831513346179e-08,0.0020646254314413493,2.7186381040313528e-07,1.5326216683391547e-06,4.8747459242764602e-07,1.3660149321290151e-06,4.5559936104236965e-08,4.5204282158124782e-09,3.360746052977731e-14,1.5226500198043193e-08,2.4327867818054664e-05,2.1142572146657265e-08,1.0136807425457716e-08,5.8904286112898448e-10,2.1141378968795222e-08
1.5531340366181415e-07,0.2357389693431185,76.950000000000003,0.0,0.0,0.0,6.0283984290337223e-05,9.4998622144465728,0.0011884254751510848,0.011903150380329032,8.5378607870499045e-10,2.5382600003530561e-11,1.8772010487324632e-09,1.7023039710453508e-07,0.01207655836170477,1.1268251006677851e-05,1.4712583147988908e-19,9.7512412991741709e-09,0.0046356300035353534,0.89374887741051867,0.0043250104496245535,4.9140937652699538e-14,1.7370972217943783e-11,1.365120294709511e-06,8.0703323775665425e-12,0.00024608822966698567,6.323561938619954e-10,0.034188296091016555,0.038748913290120639,6.087112548026003e-06,3.2906124866395417e-06,5.0714488016331419e-10,0.015759506821749713,5.5798287868614769e-06,1.507262176428201e-06,1.9487892889938437e-05,7.971936079356251e-06,7.8640465553300523e-06,0.001877184081145272,0.014091819420475646,6.6438879467483448e-11,2.4530351645299426e-11,1.1751332949695224e-06,3.7718845147812717e-07,4.6838449610194918e-09,0.00015990604517778363,0.00051742311682869053,0.00037894269459614612,2.0118297033976907e-06,1.3565073596261772e-05,1.6813913396115717e-06,3.075616561351463e-05,6.819798798598217e-08,4.8039416661322507e-07,5.6507175671810396e-06,8.283449760242907e-05,9.2975003265803819e-06,9.9500182515992867e-08,1.6495449151490518e-07,5.3186207066995937e-05,8.329501235278681e-07,0.0002968935075142831,7.2481174046314442e-10,2.7181765679752966e-08,0.0020717828255049282,2.7280627573659256e-07,1.5368939522365896e-06,4.8916451237995349e-07,1.3707506183859424e-06,4.5686944148924492e-08,4.5329783950070722e-09,3.3723970521979061e-14,1.5270023901619371e-08,2.4397422916958605e-05,2.1201018957256784e-08,1.0136806698996893e-08,5.8910150280013192e-10,2.1199825116208396e-08
1.5574927443421507e-07,0.2357389693666847,76.950000000000003,0.0,0.0,0.0,5.9984947542077401e-05,9.4998622240328725,0.0011832592649699432,0.011865614081401486,8.4693799408544589e-10,2.5179006203072613e-11,1.8712813419719539e-09,1.6936921555442997e-07,0.011986543039533981,1.1232716850285327e-05,1.4594573539383501e-19,9.4935309231085079e-09,0.0046423319705146144,0.89383697540587115,0.0043250544286222619,4.8985972898009815e-14,1.7396084453838276e-11,1.3670952190833215e-06,8.0571863469237899e-12,0.00024611254924525067,6.3229469400277558e-10,0.034188293719525545,0.03874891346561931,6.0871121312904533e-06,3.2906122613699287e-06,5.0719487036217221e-10,0.015776529075122614,5.5858557156616163e-06,1.5088902430508225e-06,1.9487890152987879e-05,7.9805478826464673e-06,7.8725549623484894e-06,0.0018771854280566827,0.014102850261929416,6.6510651125110854e-11,2.4556850947449182e-11,1.1760393880658422e-06,3.7748229523244668e-07,4.68701148168364e-09,0.00016034644949399862,0.000518849783533149,0.00037894262423787358,2.0140070486425883e-06,1.3496262745672608e-05,1.6787480261091153e-06,3.0708384192898976e-05,6.8272182375618735e-08,4.7964788050055811e-07,5.666776599878175e-06,8.290356621678364e-05,9.2830342398173539e-06,9.9782958977802441e-08,1.6469773180213029e-07,5.3251335341195624e-05,8.3397349294622946e-07,0.00029787772098779014,7.268717926781086e-10,2.7256741372170571e-08,0.0020789352532493404,2.7374808712048426e-07,1.5411613480689241e-06,4.9085325976939337e-07,1.3754830188856759e-06,4.5813806888320655e-08,4.5455141019484136e-09,3.3840399675970323e-14,1.5313499866858951e-08,2.4466901753703402e-05,2.1259498156737156e-08,1.0136805995820878e-08,5.8915957187925107e-10,2.1258303655450057e-08
1.56185145206616e-07,0.23573896939025454,76.950000000000003,0.0,0.0,0.0,5.9687830224888301e-05,9.499862233589214,0.0011781154738369764,0.011828205399705747,8.4016434259261702e-10,2.4977623542850837e-11,1.8653817611481999e-09,1.685158962458755e-07,0.011897361353910637,1.1197303507500422e-05,1.4477845582943584e-19,9.2426322535611083e-09,0.0046490117420374807,0.8939242125661726,0.0043250981134774942,4.8831535015403923e-14,1.7421113527256712e-11,1.3690636026859803e-06,8.0441132046333552e-12,0.0002461366312279848,6.3223382187780138e-10,0.034188291425492623,0.038748913640169767,6.0871117281881844e-06,3.2906120434953009e-06,5.0724437210030176e-10,0.015793472488079646,5.5918547300289301e-06,1.5105107691600519e-06,1.9487887505328518e-05,7.989119799352756e-06,7.881023963205836e-06,0.0018771867333914182,0.014113861239962375,6.6582090363835737e-11,2.4583227514468112e-11,1.1769439454160977e-06,3.7777561969664932e-07,4.6901757443518833e-09,0.00016078709646954981,0.00052027723704656237,0.00037894255615331248,2.0161743096048592e-06,1.3427880978264496e-05,1.6761172413388683e-06,3.0660822879768978e-05,6.8346036160137012e-08,4.7890503208325479e-07,5.6828184675649526e-06,8.2972198935666474e-05,9.2686348171606881e-06,1.0006543319670093e-07,1.6444215543716394e-07,5.3316157669155431e-05,8.3499207487346969e-07,0.00029886270064209062,7.2892964017453359e-10,2.7331758444039965e-08,0.0020860826692541616,2.7468923857409391e-07,1.5454238422810474e-06,4.9254082386628919e-07,1.3802121036648178e-06,4.5940523917598208e-08,4.5580352976240228e-09,3.3956747254648623e-14,1.5356927941188186e-08,2.4536304084720495e-05,2.1318009630129391e-08,1.0136805315148295e-08,5.8921707358130497e-10,2.1316814471503691e-08
1.5662101597901692e-07,0.2357389694138264,76.950000000000003,0.0,0.0,0.0,5.9392618509615306e-05,9.4998622431157038,0.0011729940051220704,0.011790923856632867,8.3346421885417144e-10,2.477842490513978e-11,1.8595022311055455e-09,1.6767037498711115e-07,0.01180900554057023,1.1162010515948231e-05,1.4362383547656777e-19,8.9983652382223447e-09,0.0046556693977804131,0.89401059675836847,0.0043251415064804151,4.8677621976647842e-14,1.7446059737663251e-11,1.3710254689983348e-06,8.0311122455582366e-12,0.00024616047778657375,6.3217357401347545e-10,0.034188289206485097,0.038748913813781684,6.0871113387999531e-06,3.2906118329365195e-06,5.0729338981021852e-10,0.015810337430252366,5.5978259611081005e-06,1.5121237899361468e-06,1.9487884944157113e-05,7.9976520162895685e-06,7.8894537426112568e-06,0.0018771879984447789,0.014124852438328875,6.6653198741352502e-11,2.4609481923441676e-11,1.1778469729668558e-06,3.7806842698917186e-07,4.693337746554521e-09,0.00016122798524565281,0.00052170547458714803,0.00037894249027115387,2.0183315336034887e-06,1.3359925154839968e-05,1.6734989095329238e-06,3.0613480490575028e-05,6.8419550927042484e-08,4.781656028282757e-07,5.6988431112641419e-06,8.3040399078334795e-05,9.2543017002376447e-06,1.0034760412373771e-07,1.6418775605912123e-07,5.3380675845454742e-05,8.3600589737483487e-07,0.00029984844427705863,7.3098527548111494e-10,2.7406816747103702e-08,0.0020932250284847022,2.756297241688477e-07,1.5496814214684952e-06,4.9422719397825564e-07,1.384937842891698e-06,4.6067094838135728e-08,4.5705419434363587e-09,3.4073012524513017e-14,1.5400307972087198e-08,2.4605629669050057e-05,2.1376553265160964e-08,1.0136804657696502e-08,5.8927401296667763e-10,2.1375357450245468e-08
1.5705688675141784e-07,0.2357389694373972,76.950000000000003,0.0,0.0,0.0,5.9099298676941995e-05,9.4998622526124272,0.0011678947626057204,0.011753768975623009,8.2683672344252324e-10,2.4581389558155694e-11,1.8536426763015962e-09,1.6683257213453316e-07,0.011721467907767718,1.1126837432139487e-05,1.4248175431823034e-19,8.7605545841114107e-09,0.0046623050171089586,0.89409613577665958,0.0043251846099007967,4.8524231861747273e-14,1.7470923381310858e-11,1.3729808414095869e-06,8.018182779794685e-12,0.00024618409107232122,6.3211394338027427e-10,0.034188287060147718,0.03874891398646467,6.0871109621320138e-06,3.2906116293201378e-06,5.0734192794472319e-10,0.015827124269399966,5.6037695388043407e-06,1.5137293407309453e-06,1.9487882466758055e-05,8.0061447200388711e-06,7.8978444844231853e-06,0.0018771892244716587,0.014135823940254163,6.6723977811754126e-11,2.4635614745836314e-11,1.1787484766346931e-06,3.7836071926686988e-07,4.6964974752516247e-09,0.00016166911496797768,0.00052313449338759084,0.00037894242652231752,2.0204787676488828e-06,1.3292392160404826e-05,1.6708929555128623e-06,3.0566355847367169e-05,6.8492728256965691e-08,4.7742957439728757e-07,5.7148504725988506e-06,8.3108169935083181e-05,9.2400345323985484e-06,1.006294707345362e-07,1.6393452733757728e-07,5.344489165197476e-05,8.3701498831708799e-07,0.00030083494969442584,7.3303869103602194e-10,2.7481916137013717e-08,0.0021003622862893249,2.7656953802353233e-07,1.5539340723757565e-06,4.9591235962769274e-07,1.3896602069430703e-06,4.6193519258014255e-08,4.5830340012697682e-09,3.4189194756238185e-14,1.5443639812712456e-08,2.4674878268318658e-05,2.1435128946745167e-08,1.0136804021399773e-08,5.8933039531885618e-10,2.1433932478401102e-08
1.5749275752381876e-07,0.23573896946096437,76.950000000000003,0.0,0.0,0.0,5.8807857116177805e-05,9.4998622620794819,0.0011628176504773393,0.011716740282175602,8.2028097982420541e-10,2.4386486053287263e-11,1.84780302188845e-09,1.6600241326113038e-07,0.011634740835593443,1.1091783810729797e-05,1.4135203007458754e-19,8.5290296317648714e-09,0.0046689186790790692,0.894180837343165,0.0043252274259882196,4.8371362729166596e-14,1.7495704754267475e-11,1.3749297432177054e-06,8.0053241273064845e-12,0.00024620747321663577,6.3205491847206951e-10,0.034188284984198292,0.038748914158228197,6.0871105977146738e-06,3.290611432381373e-06,5.0738999089459821e-10,0.015843833371421156,5.6096855926341398e-06,1.515327456577067e-06,1.9487880070500686e-05,8.0145980954593213e-06,7.9061963715507377e-06,0.0018771904126878075,0.014146775828438691,6.6794429115618679e-11,2.4661626550356178e-11,1.1796484623040695e-06,3.786524986281972e-07,4.6996549167712026e-09,0.00016211048478664947,0.00052456429069495198,0.00037894236483988341,2.0226160585287789e-06,1.3225278904022606e-05,1.6682993046836333e-06,3.0519447777975903e-05,6.8565569726449501e-08,4.7669692849221635e-07,5.73084049379669e-06,8.3175514767514804e-05,9.22583295872004e-06,1.0091103202098817e-07,1.636824629727648e-07,5.3508806857998732e-05,8.3801937537006916e-07,0.00030182221469788277,7.3508987944115934e-10,2.7557056470079861e-08,0.0021074943983969657,2.7750867430842302e-07,1.5581817819018288e-06,4.9759631037038767e-07,1.3943791666387941e-06,4.6319796785735365e-08,4.5955114334375587e-09,3.4305293231895883e-14,1.5486923315768867e-08,2.4744049646728405e-05,2.1493736561144219e-08,1.0136803405165955e-08,5.8938622573705867e-10,2.1492539442701629e-08
1.579286282962197e-07,0.2357389694845266,76.950000000000003,0.0,0.0,0.0,5.8518280324106522e-05,9.499862271516978,0.0011577625733334112,0.011679837303850601,8.1379611816333479e-10,2.4193688199380308e-11,1.841983193795833e-09,1.6517983929884116e-07,0.011548816775233969,1.1056849191777049e-05,1.4023451076210519e-19,8.3036242210240398e-09,0.0046755104624385544,0.89426470910864964,0.0043252699569722962,4.8219012557175288e-14,1.7520404152857131e-11,1.3768721976298509e-06,7.992535617073489e-12,0.00024623062633123439,6.3199649581375039e-10,0.034188282976424775,0.038748914329081598,6.0871102458486181e-06,3.2906112421181825e-06,5.0743758295834708e-10,0.015860465100365033,5.6155742518614545e-06,1.5169181720587611e-06,1.9487877752836304e-05,8.0230123264677249e-06,7.9145095859023778e-06,0.0018771915642711659,0.014157708185062734,6.6864554186757861e-11,2.468751790594959e-11,1.1805469358170557e-06,3.7894376714604583e-07,4.7028100717324118e-09,0.00016255209385621777,0.00052599486377059585,0.00037894230515901628,2.0247434528563121e-06,1.3158582318654032e-05,1.6657178830270677e-06,3.0472755116056085e-05,6.8638076898268442e-08,4.7596764683468573e-07,5.7468131177149702e-06,8.3242436808836321e-05,9.2116966260116675e-06,1.0119228696243297e-07,1.6343155669568696e-07,5.3572423220321162e-05,8.3901908600846146e-07,0.00030281023709319039,7.3713883348699089e-10,2.7632237599605357e-08,0.0021146213209148924,2.784471272458373e-07,1.5624245370932431e-06,4.9927903576266137e-07,1.3990946928898374e-06,4.6445927036038153e-08,4.607974202644488e-09,3.4421307236406901e-14,1.55301583329144e-08,2.4813143571039508e-05,2.1552375998550102e-08,1.0136802810296354e-08,5.8944150909556619e-10,2.1551178230800195e-08
1.583644990686206e-07,0.23573896950808093,76.950000000000003,0.0,0.0,0.0,5.823055490473878e-05,9.4998622809249973,0.001152729436176142,0.011643059570221364,8.0738127706408017e-10,2.400297320172089e-11,1.8361831174513467e-09,1.643647711837306e-07,0.011463688248448166,1.1022033139454084e-05,1.3912906440538493e-19,8.0841765962879954e-09,0.0046820804456281315,0.89434775865308258,0.0043253122050628205,4.8067179459104015e-14,1.7545021869840464e-11,1.3788082277626665e-06,7.9798165931236268e-12,0.00024625355250828851,6.3193866782653368e-10,0.034188281034686158,0.038748914499034164,6.0871099055610386e-06,3.2906110581576281e-06,5.0748470847116486e-10,0.015877019818439364,5.6214356444165448e-06,1.5185015220105027e-06,1.9487875511296248e-05,8.0313875966425001e-06,7.9227843085568954e-06,0.0018771926803628066,0.014168621091790061,6.6934354554231562e-11,2.4713289374854566e-11,1.1814439029896075e-06,3.7923452692811559e-07,4.7059629251690346e-09,0.00016299394133563314,0.00052742620989016146,0.00037894224741691503,2.0268609969353984e-06,1.3092299361038001e-05,1.6631486170973813e-06,3.0426276700918017e-05,6.8710251330929613e-08,4.7524171134465837e-07,5.7627682877910661e-06,8.3308939264071518e-05,9.1976251828246907e-06,1.0147323457130306e-07,1.63181802268146e-07,5.3635742483327124e-05,8.4001414751299309e-07,0.00030379901468825723,7.3918554584445857e-10,2.7707459384082926e-08,0.0021217430103263697,2.7938489110392571e-07,1.5666623251437417e-06,5.0096052559757423e-07,1.4038067568874419e-06,4.6571909629191137e-08,4.6204222720825186e-09,3.4537236060487951e-14,1.5573344722107691e-08,2.4882159810549773e-05,2.1611047145267093e-08,1.0136802234604333e-08,5.894962505373046e-10,2.160984873100521e-08
