Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600)
1.6233742519423008e-18,0.33648121144411397,76.950000000000003,0.0,0.0,0.0,0.99999999923593585,9.5,3.9830107144688114e-12,4.102272953394839e-11,4.1022729593108839e-11,1.4385562108919005e-19,1.4033710319254732e-19,6.7803344725110682e-10,6.1188770333342108e-16,7.2074575592537334e-20,1.5632117238408812e-28,5.2051540487935104e-33,2.6914764233833943e-31,1.5196500863612692e-15,2.0920437952010532e-21,1.2207407710778341e-28,9.9374605807494072e-33,8.7038852338692253e-43,2.1526642148422016e-43,2.8773095893316496e-27,9.6219090369586723e-21,2.64580514723814e-28,2.6458051509107949e-28,3.1756285726512163e-37,4.9702656773782161e-38,2.8850648405008992e-30,2.2631202368645567e-22,6.2570037522312824e-31,4.8965073907005165e-32,1.6462129689788636e-66,2.1146549317934353e-38,9.4502007688053216e-34,1.5027291206034814e-66,1.7703482273946205e-17,2.3084343602483664e-47,2.3077436576643221e-47,4.5869565412400559e-25,1.3529276311036242e-25,6.4594835459989583e-19,4.5866380285416375e-25,6.2646614515400897e-33,1.5027291204252655e-66,4.8927201336951311e-42,2.1527069749767278e-43,4.27601344998286e-48,2.6938170290257013e-57,4.2850542826583731e-34,1.0446083708505334e-66
2.435061721951448e-18,0.33648121144411386,76.950000000000003,0.0,0.0,0.0,0.99999999885390367,9.5,5.974516914742284e-12,6.1534102854160358e-11,6.1534102974376248e-11,2.9783483497418017e-19,2.882819349728123e-19,1.0170490711110958e-09,1.2668349875158253e-15,1.4922118280989822e-19,4.0734264725769253e-28,1.4216922837115182e-32,7.8125377558593448e-31,3.1462405400685472e-15,4.3313117697354566e-21,3.015110824780951e-28,2.7140126701720694e-32,3.1942077554577677e-42,7.5279469448719948e-43,7.8588217020277921e-27,1.9920944110588967e-20,7.226515931254915e-28,7.2265159440983441e-28,1.1105304735557403e-36,1.7381252345387709e-37,7.879997336415671e-30,4.6855039546339526e-22,1.7089775270883801e-30,1.3373871176838982e-31,2.2863024007019489e-65,7.3950467471028434e-38,2.5811441403509026e-33,2.087028387128131e-65,3.6652788778056151e-17,1.0104058584817109e-46,1.0100344339860609e-46,1.2528390850123796e-24,3.6952619468452875e-25,1.3373524995142631e-18,1.2527520923325032e-24,2.1907811020427132e-32,2.0870283868466016e-65,1.7110085847270234e-41,7.5281341138085179e-43,1.8716893637739477e-47,1.4487817259203617e-56,1.1703814280274526e-33,6.7944995487861262e-66
3.2467491919605955e-18,0.33648121144411397,76.950000000000003,0.0,0.0,0.0,0.99999999847187149,9.5,7.9660231143012462e-12,8.2045476082031065e-11,8.2045476282851273e-11,5.0653907962012231e-19,4.8665671315526737e-19,1.3560638656347746e-09,2.1545530840199185e-15,2.5378601442696995e-19,8.1799929301573318e-28,2.9746618284912493e-32,1.7085159264782337e-30,5.3509275679304179e-15,7.3664276562273878e-21,5.7899372229542652e-28,5.67822108469628e-32,8.2828282206377638e-42,1.8810240702034399e-42,1.6443276809013698e-26,3.3880311625116218e-20,1.5120290367483223e-27,1.5120290399575406e-27,2.7749085498177835e-36,4.3430999301487393e-37,1.6487571509259765e-29,7.9688159852467248e-22,3.5757445078440448e-30,2.7982593278844175e-31,1.050981097591421e-64,1.8478199111639136e-37,5.4006188696133472e-33,9.5937763321863477e-65,6.2336752521168243e-17,2.9437446549742967e-46,2.9425068902240658e-46,2.6213563957313077e-24,7.7317179476046863e-25,2.2744836955872571e-18,2.6211743835565871e-24,5.4741623865091723e-32,9.5937763307264894e-65,4.2753457522974086e-41,1.8810786021198538e-42,5.4531916365819218e-47,4.8284866081787521e-56,2.4488296596434073e-33,2.5508532773799992e-65
4.058436661969743e-18,0.33648121144411397,76.950000000000003,0.0,0.0,0.0,0.9999999980898393,9.5,9.9575293130946608e-12,1.0255684921215238e-10,1.0255684951333451e-10,7.7387727863183936e-19,7.3787595746328369e-19,1.6950777715858402e-09,3.2916679165173819e-15,3.8772746023785277e-19,1.4296033904645562e-27,5.4152692306139546e-32,3.2054122292794218e-30,8.1750023843549146e-15,1.1254237730228809e-20,9.7059001808266418e-28,1.0336241200236812e-31,1.8110228818584117e-41,3.9907870604625833e-42,2.9934343010244527e-26,5.1761463790663486e-20,2.7525913021172775e-27,2.7525913089259727e-27,5.8872605802331002e-36,9.2143557703430797e-37,3.0014957948416951e-29,1.2174551245937655e-21,6.5094909264444202e-30,5.0941205004798899e-31,3.880240790456155e-64,3.9203492457480872e-37,9.8316235063394904e-33,3.5420391819524423e-64,9.52364041627269e-17,7.1470206589916286e-46,7.1436322614695848e-46,4.7720751754537096e-24,1.4075285206193365e-24,3.4748928975046186e-18,4.7717438396465748e-24,1.1614025162931117e-31,3.5420391813667738e-64,9.0706142856429974e-41,3.9909194606413114e-42,1.3240017859662601e-46,1.3219300133392576e-55,4.4580010514957545e-33,7.7805843217621391e-65
5.6818116019880376e-18,0.33648121144411397,76.950000000000003,0.0,0.0,0.0,0.99999999732577505,9.5,1.3940541708336754e-11,1.4357959518072461e-10,1.435795957354267e-10,1.4881385355180088e-18,1.3944498476348516e-18,2.3731028619687551e-09,6.3297496281290365e-15,7.455850912521383e-19,3.4121427679666057e-27,1.4297978421996546e-31,8.7706237089233405e-30,1.5720212249682335e-14,2.1641501708433848e-20,2.1310157289085924e-27,2.7285364407824921e-31,6.9660238623938593e-41,1.4620871936232397e-41,7.9035382946930689e-26,9.9535465068424119e-20,7.2676535557834059e-27,7.2676535807282197e-27,2.1568966428390401e-35,3.3758482455298209e-36,7.9248072446484088e-29,2.3411232973993131e-21,1.7186863404496009e-29,1.3449952381517639e-30,4.7568709446585378e-63,1.4362914333970968e-36,2.595840409634005e-32,4.3422623051174351e-63,1.8313590834878806e-16,3.6968928434791694e-45,3.6943629915053837e-45,1.2599655704827231e-23,3.71628140756096e-24,6.6820762883583874e-18,1.2598780955677614e-23,4.2550089656658712e-31,4.34226230391372e-63,3.3231933757745904e-40,1.4621556873787389e-41,6.8493755400519829e-46,9.8742210208963218e-55,1.1770437816412938e-32,8.6108863815901441e-64
8.928561482024627e-18,0.33648121144411397,76.950000000000003,0.0,0.0,0.0,0.99999999579764665,9.5,2.1906566489499376e-11,2.2562508599882178e-10,2.2562508722995793e-10,3.6306067569615773e-18,3.2798716867273335e-18,3.7291422233158066e-09,1.5442612229502566e-14,1.8189960070756957e-18,1.0828618278309526e-26,5.5288575305063444e-31,3.4832690651273381e-29,3.8352408263759554e-14,5.2798712316311939e-20,5.9882883807141518e-27,1.0546069792986264e-30,4.5982201753605005e-40,9.2719162036121964e-41,3.0561626859218906e-25,2.4283639125424402e-19,2.8102866361892835e-26,2.8102866520083501e-26,1.3678210904566966e-34,2.1408556060407526e-35,3.0643730775224982e-28,5.7116325340782918e-21,6.6457870120441117e-29,5.2008576853780256e-30,1.3298923833256693e-61,9.1084971034583252e-36,1.0037716884122696e-31,1.2139790361867664e-61,4.4679442070983923e-16,3.9952039780393705e-44,3.9903686996236172e-44,4.8720596863086136e-23,1.4370189212117069e-23,1.6302137926008981e-17,4.8717215012665513e-23,2.6983880448070157e-30,1.2139790355418802e-61,2.1074747032861163e-39,9.2726566256046273e-41,7.4042199054138275e-45,1.8893956234015357e-53,4.5514412745005129e-32,3.0151437933795714e-62
1.2175311362061217e-17,0.33648121144411397,76.950000000000003,0.0,0.0,0.0,0.99999999426951847,9.5,2.9872591258222561e-11,3.0767057537512606e-10,3.0767057745719679e-10,6.7258206673723811e-18,5.877431441655118e-18,5.0851671464732841e-09,2.8607858721612657e-14,3.3697416397844226e-18,2.3222934379328833e-26,1.3721360074506111e-30,8.7209079153573207e-29,7.1048878322584634e-14,9.7811402116597622e-20,1.1917069375907999e-26,2.6163278343581609e-30,1.5161554734296286e-39,3.0205223813333195e-40,7.5846130078098582e-25,4.4986261969263161e-19,6.9744308598760666e-26,6.9744309114103623e-26,4.4559917360963136e-34,6.9743786182811614e-35,7.6049613645547062e-28,1.0580993403936083e-20,1.649298556069873e-28,1.2907180385671922e-29,8.8829484928205703e-61,2.96732188382089e-35,2.4911137199171684e-31,8.1087112096639084e-61,8.2769880361035677e-16,1.6674696945104501e-43,1.6649501218643636e-43,1.2091182286784491e-22,3.5663062312874339e-23,3.0200082985637164e-17,1.2090343128274133e-22,8.7906741622730588e-30,8.108711204600596e-61,6.8656566339705526e-39,3.0208314610635658e-40,3.0907972926138929e-44,9.8506657962797945e-53,1.1295541048808647e-31,1.9147492702812209e-61
1.8668811122134394e-17,0.33648121144411397,76.950000000000003,0.0,0.0,0.0,0.99999999121326266,9.5,4.580464075836187e-11,4.7176155014248528e-10,4.7176155411094621e-10,1.5773621372446358e-17,1.2869517073160329e-17,7.7971736920626025e-09,6.7091617990348022e-14,7.9027839309722281e-18,6.415091269691914e-26,4.9837091481928515e-30,3.1879494647370371e-28,1.6662499104750292e-13,2.2939069131320231e-19,3.0018422542235802e-26,9.4942483826792985e-30,8.7703957940679384e-39,1.729296852480684e-39,2.7547215839244266e-24,1.055033327410051e-18,2.5331211215773155e-25,2.533121151082086e-25,2.5511683632508049e-33,3.993086682518607e-34,2.7620877092609937e-27,2.4814916405841099e-20,5.9900941618390432e-28,4.6878568186277259e-29,2.1821332666027519e-59,1.6988979769470126e-34,9.0477749885095777e-31,1.9919386792424011e-59,1.9411327670246974e-15,1.5338394328154867e-42,1.5300448856568215e-42,4.3914823813128374e-22,1.2952719287886915e-22,7.0825370859648493e-17,4.3911777144056087e-22,5.0329705625090655e-29,1.9919386771077626e-59,3.9308782559168732e-38,1.7295813142393098e-39,2.8446175713930553e-43,1.486576632110829e-51,4.1025518088590132e-31,4.8294363805935258e-60
3.165581064228075e-17,0.33648121144411397,76.950000000000003,0.0,0.0,0.0,0.9999999851007535,9.5,7.7668739609414825e-11,7.9994348536940691e-10,7.9994349221580507e-10,4.5298504791316575e-17,3.2408638022856273e-17,1.3221013588330105e-08,1.9266995849279421e-13,2.2694837685401824e-17,2.1182179742647859e-25,2.4905419787706655e-29,1.5982416757503712e-27,4.7850433593716553e-13,6.587621167955058e-19,9.1182177720749141e-26,4.7354215411161583e-29,7.9223442678376353e-38,1.5537922502153465e-38,1.3765602600477235e-23,3.0298346710530546e-18,1.2658428639730733e-24,1.2658428904846443e-24,2.2923438422601033e-32,3.5881328204149294e-33,1.3802145953602831e-26,7.1263275874983108e-20,2.9931571661334709e-27,2.3425504833872708e-28,1.0579015800018505e-57,1.5266017877280209e-33,4.521346840036731e-30,9.6569497637766197e-58,5.5744365850762376e-15,2.5511421743537157e-41,2.5391985595687466e-41,2.1944439491323952e-21,6.4725316320067741e-22,2.0339019666308623e-16,2.1942918289870287e-21,4.5225344314931345e-28,9.6569497434695947e-58,3.5323111792780426e-37,1.5542659580546969e-38,4.737078346489742e-42,4.7013600077472522e-50,2.0501120363322021e-30,2.9533947891341949e-58
5.762980968257346e-17,0.336481211444114,76.950000000000003,0.0,0.0,0.0,0.99999997287574482,9.5,1.4139693671462895e-10,1.4563073070028623e-09,1.4563073076161948e-09,1.500644450488195e-16,8.5297632590608362e-17,2.4068000654619825e-08,6.382549380187569e-13,7.5181293337358715e-17,7.7195218598362498e-25,1.5440410236762255e-28,9.9202358033789696e-27,1.585134277034527e-12,2.1823445490241671e-18,3.1333782092963231e-25,2.9240426802953352e-28,9.4425929195499233e-37,1.8480198083581601e-37,8.5332073357344505e-23,1.0037220814082451e-17,7.8471140322552723e-24,7.8471143476041808e-24,2.7266554645657885e-31,4.2683360751854873e-32,8.5555191332258737e-26,2.3608085525303399e-19,1.8552472199736704e-26,1.4521117409259886e-27,8.0528899684851047e-56,1.8159887903390674e-32,2.8028663405682057e-29,7.3510012291524939e-56,1.8466354118354719e-14,5.9107747717381422e-40,5.8565357898845155e-40,1.360294473357236e-20,4.0121981617670503e-21,6.7375316012230951e-16,1.3602003351943438e-20,5.3798139590860323e-27,7.3510011983884214e-56,4.2021229102515264e-36,1.8491201086596668e-37,1.1003002799496249e-40,2.1556966785775256e-48,1.2708874762493834e-29,2.6897630118811964e-56
1.0957780776315889e-16,0.33648121144411386,76.950000000000003,0.0,0.0,0.0,0.99999994842576601,9.5,2.688533285374981e-10,2.7690347857660478e-09,2.7690346951813687e-09,5.4245950174324932e-16,2.1555010332035625e-16,4.5759204215697369e-08,2.3070444794619855e-12,2.7175446298927531e-16,2.9516190613763067e-24,1.0820660994611349e-27,6.9546420404510686e-26,5.7296466776691434e-12,7.8888622824361778e-18,1.1569114761327899e-24,2.0327664737624902e-27,1.3017955134925993e-35,2.5449016036203548e-36,5.9787641322907047e-22,3.6283085984744011e-17,5.4983895583579173e-23,5.4983899927095616e-23,3.7555160015797863e-30,5.8800044893936367e-31,5.9939145764766046e-25,8.5339953407304632e-19,1.2996025268646789e-25,1.0173890891531757e-26,7.878179760772682e-54,2.5016513590286547e-31,1.9639783982354397e-28,7.1915195289759165e-54,6.6748720445455714e-14,1.6055993550439813e-38,1.5766750753222064e-38,9.5304771989872268e-20,2.8110177453289328e-20,2.4352507962930236e-15,9.5298198863511384e-20,7.4109998187218402e-26,7.1915194688936146e-54,5.7893173128343017e-35,2.5479055017020892e-36,3.0038979645525064e-39,1.171820749205718e-46,8.9049464615572722e-29,2.9177590019502541e-54
1.6152580584374432e-16,0.33648121144411386,76.950000000000003,0.0,0.0,0.0,0.99999992397583826,9.5,3.9630971717696196e-10,4.081762063334527e-09,4.0817617584342602e-09,1.1786704223953645e-15,3.6030354479752121e-16,6.7446714112602287e-08,5.0125390978059602e-12,5.9044952536392328e-16,6.5437040364050293e-24,3.3062709421113041e-27,2.1251001761460228e-25,1.244886184807085e-11,1.7141180781783026e-17,2.5327836748319074e-24,6.1770486665202178e-27,5.3156838017900737e-35,1.0387548136586574e-35,1.8265153483188372e-21,7.8837040080494127e-17,1.67983062145739e-22,1.6798307987647433e-22,1.5330236132271031e-29,2.4004992182554255e-30,1.8310429897575906e-24,1.854296781245646e-18,3.9697267448337638e-25,3.1080694402547029e-26,7.0549361075956147e-53,1.0212866447640112e-30,6.0003089886126494e-28,6.4400297944634552e-53,1.4502562678777309e-13,8.3554634164739166e-38,8.1710216330686395e-38,2.9114855343795897e-19,8.587430488906394e-20,5.2909010714770638e-15,2.9112851982896375e-19,3.025487644504854e-25,6.4400297329967452e-53,2.3636004026643319e-34,1.0403216924488966e-35,1.5668787149529696e-38,7.5286386451963442e-46,2.720573050090469e-28,2.2414751893732973e-53
2.1347380392432976e-16,0.33648121144411386,76.950000000000003,0.0,0.0,0.0,0.99999989952596191,9.4999999999999964,5.2376610263302812e-10,5.3944891518509314e-09,5.3944884973772638e-09,2.0586949781685429e-15,5.074318672518996e-16,8.9130530945337574e-08,8.7545703645628593e-12,1.0312500940787522e-15,1.1548152406129694e-23,7.3930266165717938e-27,4.7518314957141459e-25,2.1742361492192285e-11,2.9939298007367215e-17,4.4408830307039441e-24,1.3740302267702521e-26,1.4728989033736464e-34,2.8773050718458773e-35,4.083529105862031e-21,1.3769904449253828e-16,3.7557355680361459e-22,3.7557360592136627e-22,4.2467321979392487e-29,6.6504297705742917e-30,4.09343731350073e-24,3.2387735947934879e-18,8.8738928717508869e-25,6.9485659915101807e-26,4.067873255956787e-52,2.8293907428518733e-30,1.3415597155131982e-27,3.7133186180818147e-52,2.5329220025645606e-13,2.7827589445925158e-37,2.7107898508931598e-37,6.5090205416677191e-19,1.9198350427353573e-19,9.2404118226778044e-15,6.5085736569753587e-19,8.3818233232101524e-25,3.7133185792580576e-52,6.5485313712373706e-34,2.8825350360771038e-35,5.2299639353687336e-38,2.9585718968495805e-45,6.0825969833894585e-28,1.0174536523018928e-52
2.654218020049152e-16,0.33648121144411386,76.950000000000003,0.0,0.0,0.0,0.99999987507613686,9.4999999999999947,6.5122248490570333e-10,6.7072160544930328e-09,6.7072149120127635e-09,3.1825309339991026e-15,6.5377434720336846e-16,1.108106553330626e-07,1.3532964473762997e-11,1.594139265675345e-15,1.796494699958978e-23,1.3927772211099348e-26,8.9518087830936025e-25,3.3609713958891576e-11,4.6283212871316826e-17,6.8811359079117467e-24,2.5751483642306447e-26,3.3079608976699677e-34,6.4601475121324391e-35,7.6917133497948695e-21,2.1286906393127483e-16,7.074561914709192e-22,7.074563017600668e-22,9.5355008787690229e-29,1.4934138919555178e-29,7.7099746759587632e-24,5.0068311164171554e-18,1.6712565301982937e-24,1.3088045634224497e-25,1.7068228848162941e-51,6.3536100297736409e-30,2.5270946085129617e-27,1.5580567462702166e-51,3.9154341238446246e-13,7.2881756211177126e-37,7.0725372527448724e-37,1.2260037608984674e-18,3.6160943276528076e-19,1.4283481370847157e-14,1.2259197745062378e-18,1.882192268910149e-24,1.5580567283634088e-51,1.4706050992746863e-33,6.4738750488770958e-35,1.3727535851941763e-37,8.9271431179112769e-45,1.1457575514675299e-27,3.4794965467220162e-52
3.6931779816608605e-16,0.33648121144411397,76.950000000000003,0.0,0.0,0.0,0.99999982617664063,9.4999999999999893,9.0613523990090493e-10,9.3326693010994839e-09,9.3326667683699563e-09,6.1616288614554729e-15,9.4521972710265397e-16,1.5415982906720456e-07,2.6198197342076927e-11,3.086120804482342e-15,3.5035529317453099e-23,3.6513731615092136e-26,2.3466931427517192e-24,6.5064378275592036e-11,8.9608433000436584e-17,1.3357829323728486e-23,6.6817628471154729e-26,1.146717353767098e-33,2.2381125068409953e-34,2.0158227667069494e-20,4.121330239285703e-16,1.854227521973409e-21,1.8542279041362705e-21,3.3040572333717245e-28,5.1757137917267323e-29,2.0203981101655099e-23,9.6936926785913475e-18,4.3788029590952545e-24,3.4299549522079216e-25,1.67526014726517e-50,2.2019363766069959e-29,6.6236755028538969e-27,1.5292451251594705e-50,7.5798112428147753e-13,3.2607533628966442e-36,3.1389938142991635e-36,3.2129096130416962e-18,9.4764528905902978e-19,2.7649179034330179e-14,3.2126904921570851e-18,6.5229460279196656e-24,1.5292451030981319e-50,5.097190725964902e-33,2.244282705174288e-34,6.170197821526415e-37,5.1176626863802881e-44,3.0029941264569754e-27,2.5038331564487619e-51
4.732137943272569e-16,0.33648121144411386,76.950000000000003,0.0,0.0,0.0,0.99999977727734923,9.4999999999999822,1.1610479821626196e-09,1.1958121803376428e-08,1.1958117327524663e-08,1.0115946498338581e-14,1.234553640585043e-15,1.9749424027602811e-07,4.300684508630817e-11,5.0662587155298367e-15,5.7755351408309578e-23,7.5765109551795936e-26,4.8689565918782355e-24,1.0680939620308483e-10,1.4711683568315442e-16,2.1962273600687011e-23,1.3726480202257409e-25,2.9426976219770326e-33,5.740426199170216e-34,4.1814185410510839e-20,6.7662865172976741e-16,3.8465161609800081e-21,3.846517141325429e-21,8.4755448847952709e-28,1.327909317923875e-28,4.1904848969939896e-23,1.5914890965587923e-17,9.080569084951295e-24,7.1145021921990379e-25,8.2094928880854546e-50,5.6493387431552728e-29,1.3740968200737477e-26,7.4939570465411949e-50,1.2442984720023481e-12,1.0065501511389848e-35,9.6249448192489351e-36,6.6641980149574835e-18,1.9655973726471558e-18,4.5385576443695256e-14,6.663745484590339e-18,1.6735266319366821e-23,7.4939569247089653e-50,1.3078856621820745e-32,5.7595467749395688e-34,1.9120573895692025e-36,1.873660651438796e-43,6.2295597183537872e-27,1.0619385615984685e-50
5.771097904884277e-16,0.3364812114441138,76.950000000000003,0.0,0.0,0.0,0.9999997283782629,9.4999999999999734,1.4159607116909009e-09,1.4583573559283088e-08,1.4583566589496668e-08,1.504546523014647e-14,1.5239605263710242e-15,2.4081389418051854e-07,6.3957442108821e-11,7.5344104702728339e-15,8.6124303441129536e-23,1.3663568568264765e-25,8.7800196947986342e-24,1.5884112789579902e-10,2.1880841553598379e-16,3.2693847566538515e-23,2.4507438748612029e-25,6.3295416044379964e-33,1.2340937500253442e-33,7.5383555054743483e-20,1.0063556666003397e-15,6.9351204733644914e-21,6.9351225812691029e-21,1.8223380703520593e-27,2.8556653927779861e-28,7.5539303940761413e-23,2.3670436010900518e-17,1.6366342651729598e-23,1.282573297626896e-24,3.0247051664181069e-49,1.2148739972229799e-28,2.4775220167281819e-26,2.7610733088780852e-49,1.8504530536174908e-12,2.5247940618795162e-35,2.3985131323300262e-35,1.2013755908982247e-17,3.5434380106824284e-18,6.7490129403763441e-14,1.2012943692830452e-17,3.5988377300282798e-23,2.7610732589227112e-49,2.8128667121005619e-32,1.2389082444330633e-33,4.8144938643837385e-36,5.4333551073337321e-43,1.1231612775332434e-26,3.4958911908641364e-50
6.810057866495985e-16,0.3364812114441138,76.950000000000003,0.0,0.0,0.0,0.9999996794793814,9.4999999999999662,1.6708734284858033e-09,1.7209024568645034e-08,1.7209014554305564e-08,2.0950166624674641e-14,1.8137571962826147e-15,2.8411879595523723e-07,8.9048535843677263e-11,1.0490434799657897e-14,1.2014228180060831e-22,2.2404340813644269e-25,1.4395495467510081e-23,2.2115596587268755e-10,3.0468316758439374e-16,4.5551935326339563e-23,3.9775103012295474e-25,1.2102797874165355e-32,2.3584730271757047e-33,1.2356628006927974e-19,1.4013137918453427e-15,1.1368725832469739e-20,1.136872986153986e-20,3.4831474140111605e-27,5.4592270984476663e-28,1.23808596986118e-22,3.2960337792153661e-17,2.6819913185548793e-23,2.1022764273814163e-24,9.2873891812330663e-49,2.3224671019149454e-28,4.0615263327804175e-26,8.4779052706674611e-49,2.5764028442264217e-12,5.5390438582400869e-35,5.2260971726722518e-35,1.9691530407229817e-17,5.8079765423399637e-18,9.3960316526086154e-14,1.9690205144140744e-17,6.8798099476661097e-23,8.4779050985355601e-49,5.3779303419734156e-32,2.3690778952198017e-33,1.0604866680970067e-35,1.3631277989277884e-42,1.8411881776322048e-26,9.8812039781540473e-50
