Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600)
7.736476272033055e-09,0.33656389044819474,76.950000000000003,0.0,0.0,0.0,0.036315333804147129,9.499830249343729,0.0050659641286363967,0.026835922398582551,0.0060942870933703291,0.00012684346567910792,2.9621272629263187e-09,6.7613799683726178e-06,0.22685134713569194,1.7778702521839667e-05,7.3477656530740027e-13,1.5741551505445659e-05,0.00012144402376610674,0.6653144781924083,0.0020767273069300009,7.7492623216755823e-14,3.1982838438018511e-13,3.5507400606602417e-08,3.4644723707889906e-11,0.00018290736513513556,4.1118134449223295e-05,0.021499694628520694,0.021802587452469789,2.679555488223546e-06,1.448329880006297e-06,3.8055605605904128e-10,0.0010073141620924174,2.4965350087295396e-07,6.7415449584060517e-08,5.2684478972847316e-06,3.5540554616989138e-07,4.9396407893464578e-07,8.6469554846044477e-05,0.0079631743241956997,2.0741360412923606e-12,7.6594153957578435e-13,7.5907991261064547e-07,2.2308970378149216e-07,6.0228407821529564e-09,3.6393795617489624e-05,0.00011713135863271704,5.7644466547103324e-05,8.7944490946009648e-08,4.4584063959205418e-06,9.9579311527954541e-07,3.425321763170569e-06,4.3882247115119791e-09,3.725687274672084e-08
7.825500537052204e-09,0.3365643828913196,76.950000000000003,0.0,0.0,0.0,0.035005029117540158,9.4998326856638684,0.0050691802726542997,0.026821922771138641,0.005970959097950492,0.00012427665647409848,2.9605784235858475e-09,6.5938799199644971e-06,0.22678707239946033,1.7769406929000928e-05,7.1990759971124282e-13,1.5760492506771699e-05,0.00012310269530038074,0.66666016554546936,0.0020811698316566519,7.7452106218046973e-14,3.2417651565162199e-13,3.5997328185735624e-08,3.4714959161476114e-11,0.00018329074360446017,4.0286356314771572e-05,0.021621483858761979,0.021931696739120352,2.6947314316579125e-06,1.4565330832659099e-06,3.8132583654752503e-10,0.0010205816693245435,2.5294145957574527e-07,6.8303511997221418e-08,5.3313248004262425e-06,3.6009319069912312e-07,5.0063663381300332e-07,8.8803652940696109e-05,0.0079801965733503847,2.1014904712869062e-12,7.7604304070348152e-13,7.5813403433186952e-07,2.2330494763523979e-07,5.9441147215159036e-09,3.6526963511063695e-05,0.00011757154445534621,5.8895830180603289e-05,8.9136746802702159e-08,4.5449594096167138e-06,1.0029505902750465e-06,3.5038601676772148e-06,4.4460384114751313e-09,3.8113936705292901e-08
7.914524802071352e-09,0.33656486504210803,76.950000000000003,0.0,0.0,0.0,0.033742725278783761,9.4998350761531754,0.005072112716456299,0.026807736964818495,0.0058499872753321747,0.00012175887660740313,2.9590091135258223e-09,6.4323724819343994e-06,0.22670951541222625,1.7759988433543724e-05,7.0532264955601927e-13,1.5776771014803763e-05,0.00012475913631675146,0.66797237455438041,0.0020854503531834026,7.7411053507687643e-14,3.2851918627024161e-13,3.6486595158103836e-08,3.4779303284329648e-11,0.00018366444822616798,3.9470446181292616e-05,0.021740628507442607,0.02205819271644157,2.7095778020439686e-06,1.4645581399055877e-06,3.8207646568812701e-10,0.0010338425788318925,2.5622778175912311e-07,6.9191132520448955e-08,5.3932036170851516e-06,3.6477850651759059e-07,5.0730545294383047e-07,9.1156563843528568e-05,0.0079968240052229224,2.1288312997382812e-12,7.8613951903663378e-13,7.5723989563967601e-07,2.2351823185769277e-07,5.8682759316340421e-09,3.6658754851619695e-05,0.00011800694791230236,6.0145269067889972e-05,9.0328337910054281e-08,4.6316091519801879e-06,1.0099330541031662e-06,3.5826673491229134e-06,4.5038233742524567e-09,3.8973969450825969e-08
8.0035490670905e-09,0.3365653370993282,76.950000000000003,0.0,0.0,0.0,0.032526648995116682,9.4998374214501524,0.0050747720008717809,0.026793379417985153,0.0057313368473954265,0.00011928940328146339,2.9574209241598999e-09,6.2766365239299208e-06,0.22661919302295375,1.7750456593590798e-05,6.9101752714478714e-13,1.5790466458598624e-05,0.00012641336021656857,0.66925230197267704,0.0020895748562608117,7.7369506745312505e-14,3.328564132980951e-13,3.6975205226204332e-08,3.4837925674250346e-11,0.0001840288253410647,3.8670171640835829e-05,0.021857180666529644,0.022182125352360266,2.7241010926566365e-06,1.472408559702355e-06,3.8280862807284282e-10,0.0010470967806705269,2.5951244029576483e-07,7.0078303818727781e-08,5.4540875286718315e-06,3.6946145468985519e-07,5.1397047029673004e-07,9.3527673829780467e-05,0.0080130707823987905,2.1561583004202734e-12,7.9623089104055662e-13,7.5639555263667288e-07,2.2372961783677254e-07,5.7952177315122576e-09,3.6789220606888832e-05,0.00011843774605823664,6.1392326730677843e-05,9.1519252281411081e-08,4.718341211787018e-06,1.0167444425852945e-06,3.6617251593375239e-06,4.5615791201111368e-09,3.9836771938526115e-08
8.092573332109649e-09,0.3365657992588516,76.950000000000003,0.0,0.0,0.0,0.03135509347904427,9.4998397222017523,0.0050771682773772756,0.026778863524105981,0.0056149727512590231,0.00011686750767658041,2.9558153350528674e-09,6.126459155121572e-06,0.22651660294109713,1.7740820273289186e-05,6.7698801463056118e-13,1.5801656250700723e-05,0.00012806538150422062,0.67050110040579247,0.0020935491057199351,7.7327504608912221e-14,3.3718810711694593e-13,3.7463162445444788e-08,3.4890991826905755e-11,0.00018438420850224219,3.788529819866269e-05,0.021971191645410941,0.022303543874107976,2.7383077000557565e-06,1.4800878001199943e-06,3.8352298309366425e-10,0.0010603441715326409,2.6279540972729083e-07,7.0965019008118139e-08,5.513980444234783e-06,3.7414199863604999e-07,5.2063162461561305e-07,9.5916374971979012e-05,0.0080289505449730007,2.1834712612588641e-12,8.0631707834300134e-13,7.555991351286453e-07,2.2393916489506902e-07,5.7248374608318775e-09,3.6918409862733171e-05,0.00011886410940273071,6.2636561182214794e-05,9.2709478797447414e-08,4.805141608719835e-06,1.0233886432301863e-06,3.7410159241844156e-06,4.6193051982485141e-09,4.0702150313407767e-08
8.181597597128797e-09,0.3365662517136243,76.950000000000003,0.0,0.0,0.0,0.030226415883616617,9.4998419790616229,0.0050793113226854482,0.02676420170735376,0.0055008597177479412,0.00011449245659689505,2.9541937141058585e-09,5.9816355233781704e-06,0.22640222445353059,1.7731087699698794e-05,6.6322986162865955e-13,1.5810415821399756e-05,0.00012971521566269235,0.67171987996618943,0.0020973786543511158,7.7285082919210066e-14,3.4151441614287115e-13,3.7950471185227193e-08,3.4938663311667788e-11,0.00018473091895526502,3.7115589814843558e-05,0.022082711964802635,0.022422496762473373,2.7522039207529084e-06,1.4875992647841033e-06,3.8422016577344515e-10,0.0010735846542923339,2.6607666607002616e-07,7.185127160608924e-08,5.5728869520782029e-06,3.7882010397283132e-07,5.2728885909539173e-07,9.8322065428509952e-05,0.0080444764301397936,2.2107699821886312e-12,8.1639800711186807e-13,7.5484884373155843e-07,2.2414693035467124e-07,5.6570362847811074e-09,3.704636989365259e-05,0.00011928620215605899,6.3877544862013159e-05,9.3899007147356798e-08,4.8919967823805637e-06,1.0298694916768791e-06,3.8205224362098123e-06,4.6770011848379562e-09,4.156991583056266e-08
8.270621862147946e-09,0.33656669465364264,76.950000000000003,0.0,0.0,0.0,0.029139034841598438,9.4998441926885846,0.0050812105527724199,0.026749405492722828,0.0053889623429559993,0.00011216351397397769,2.952557330373388e-09,5.8419684532268472e-06,0.22627651911394553,1.7721266501158342e-05,6.497388023919827e-13,1.5816818654292497e-05,0.00013136287903914922,0.67290970986480803,0.0021010688505265912,7.7242274913472607e-14,3.4583539485897171e-13,3.8437136093154671e-08,3.4981097710954891e-11,0.00018506926609979378,3.6360809398387809e-05,0.022191791352375704,0.022539031747696409,2.7657959528860795e-06,1.4949463039579657e-06,3.849007877294241e-10,0.0010868181375846312,2.6935618678105073e-07,7.273705551732778e-08,5.6308122736037095e-06,3.8349573836166323e-07,5.3394212108073314e-07,0.00010074414970821196,0.0080596610910283247,2.2380542752616098e-12,8.2647360796388145e-13,7.5414294709172472e-07,2.2435296959822278e-07,5.59171907478836e-09,3.7173146230570341e-05,0.00011970418246545215,6.5114864550115756e-05,9.5087827774053944e-08,4.9788935814950994e-06,1.0361907686145805e-06,3.9002279470105424e-06,4.7346666812276326e-09,4.2439884772265347e-08
8.359646127167094e-09,0.3365671282659397,76.950000000000003,0.0,0.0,0.0,0.028091428103973699,9.4998463637451742,0.0050828750363661008,0.02673448557104106,0.0052792451534547334,0.00010987994221827792,2.9509073662332397e-09,5.7072680596610701e-06,0.22613993140578806,1.7711363750006919e-05,6.3651056990410144e-13,1.5820936322923937e-05,0.0001330083887397951,0.67407161994132037,0.0021046248455720111,7.7199111478118829e-14,3.5015090752149004e-13,3.8923162062127123e-08,3.5018448632167207e-11,0.0001853995479334015,3.5620719257524126e-05,0.022298478739959701,0.022653195806859473,2.7790898968501712e-06,1.5021322149646206e-06,3.8556543813785369e-10,0.0011000445354154603,2.7263395069261064e-07,7.3622365017409303e-08,5.6877622193006275e-06,3.8816887136870417e-07,5.4059136178533714e-07,0.00010318203891218776,0.008074516714813915,2.2653239643422457e-12,8.3654381577412724e-13,7.5347977922978499e-07,2.2455733613099385e-07,5.5287942870517763e-09,3.7298782726022405e-05,0.00012011820264224754,6.6348121262487054e-05,9.6275931823116558e-08,5.0658192533164855e-06,1.0423561971396192e-06,3.9801161593658133e-06,4.7923013121729414e-09,4.3311878362423936e-08
8.448670392186243e-09,0.3365675527345735,76.950000000000003,0.0,0.0,0.0,0.027082130273449443,9.4998484928963567,0.0050843135079172378,0.02671945185924857,0.0051716726656072893,0.0001076410034602981,2.9492449129092904e-09,5.5773516207026702e-06,0.22599288937972214,1.7701386012701318e-05,6.2354088653861781e-13,1.5822838528271086e-05,0.00013465176253330428,0.67520660213545614,0.0021080516008923945,7.7155621191005019e-14,3.5446112839950353e-13,3.9408554200108737e-08,3.5050865950955945e-11,0.00018572205147830324,3.4895081509544967e-05,0.022402822262190154,0.022765035162641899,2.7920917514676682e-06,1.5091602405703162e-06,3.8621468442412537e-10,0.0011132637668004014,2.7590993780645443e-07,7.4507194702046605e-08,5.7437431468180841e-06,3.9283947433986563e-07,5.4723653603032463e-07,0.00010563515095398721,0.0080890550401318401,2.2925788826597204e-12,8.466085690097387e-13,7.5285773699628431e-07,2.2476008164169576e-07,5.4681737696030379e-09,3.7423321616849144e-05,0.00012052840938029695,6.7576930129048616e-05,9.746331109520749e-08,5.1527614332318374e-06,1.0483694405123489e-06,4.0601712191747018e-06,4.8499047242777913e-09,4.4185722678836841e-08
8.537694657205391e-09,0.33656796824062235,76.950000000000003,0.0,0.0,0.0,0.026109730628843603,9.4998505808083102,0.0050855343800739082,0.026704313556318925,0.0050662094394436251,0.00010544596068853537,2.9475709814872685e-09,5.452043265862256e-06,0.22583580526676059,1.7691339377469467e-05,6.1082547925253154e-13,1.5822593136842158e-05,0.00013629301876218495,0.67631561190207801,0.0021113538948581319,7.7111830558553883e-14,3.5876616645491485e-13,3.989331780236627e-08,3.5078495749737431e-11,0.0001860370531916904,3.4183658453329588e-05,0.022504869256456301,0.022874595283314637,2.8048074163900778e-06,1.5160335697305217e-06,3.8684907311144159e-10,0.0011264757554296564,2.7918412928715617e-07,7.5391539478682803e-08,5.7987619210447095e-06,3.9750752027972344e-07,5.5387760200040845e-07,0.0001081029107592682,0.0081032873738250636,2.3198188731681413e-12,8.5666780972438917e-13,7.5227527762036426e-07,2.2496125605826443e-07,5.4097726605169476e-09,3.7546803584475501e-05,0.00012093494396598359,6.880092025579456e-05,9.8649958001731712e-08,5.2397081345769921e-06,1.0542341002801481e-06,4.1403777072374224e-06,4.9074765845924718e-09,4.5061248563675408e-08
8.62671892222454e-09,0.33656837496218617,76.950000000000003,0.0,0.0,0.0,0.02517287103643371,9.4998526281473676,0.0050865457556793668,0.026689079195117302,0.004962820127547834,0.00010329407876178672,2.9458865175001389e-09,5.3311735657599194e-06,0.22566907606801298,1.768122948547659e-05,5.9836009722240267e-13,1.5820266219239969e-05,0.00013793217626147268,0.6773995695721996,0.0021145363294569094,7.7067764252514128e-14,3.6306582154088179e-13,4.0377458325991693e-08,3.5101480282463647e-11,0.00018634481936032876,3.3486212907389639e-05,0.022604666264039008,0.022981920883861081,2.8172426943606734e-06,1.5227553387964071e-06,3.8746913074551246e-10,0.0011396804293575028,2.8245650745246174e-07,7.6275394564365413e-08,5.8528258761185655e-06,4.0217298373851291e-07,5.6051452101662696e-07,0.00011058475044599434,0.0081172246070522133,2.347043788944029e-12,8.6672148355058095e-13,7.5173091636859079e-07,2.2516090760512912e-07,5.353509302090322e-09,3.7669267812897599e-05,0.00012133794248018643,7.0019734572345126e-05,9.9835865523508668e-08,5.3266477386619352e-06,1.0599537147341493e-06,4.2207206309149249e-06,4.9650165791830623e-09,4.5938291532579941e-08
8.715743187243688e-09,0.3365687730743899,76.950000000000003,0.0,0.0,0.0,0.024270243944526093,9.4998546355790072,0.0050873554393121856,0.026673756690480756,0.0048614695193194904,0.00010118462533033798,2.9441923915838851e-09,5.2145794758675398e-06,0.2254930841218572,1.7671061577183674e-05,5.8614049506206168e-13,1.5815922089028867e-05,0.00013956925428420007,0.67845936166179699,0.002117603336717639,7.7023445069942277e-14,3.6736028309863505e-13,4.0860981366536807e-08,3.5119958294406678e-11,0.00018664560648005215,3.2802508516138407e-05,0.022702259032339713,0.023087055928119323,2.8294032864796013e-06,1.5293286296585405e-06,3.8807536445325259e-10,0.001152877720714651,2.8572705554299419e-07,7.7158755431236114e-08,5.9059427793037688e-06,4.0683584071457463e-07,5.6714725732448948e-07,0.00011308010948619861,0.0081308772307775098,2.3742534902737053e-12,8.767695389456572e-13,7.5122322430522766e-07,2.253590828603941e-07,5.2993050446938238e-09,3.7790752044463456e-05,0.00012173753599251497,7.1233029666235574e-05,1.0102102717225255e-07,5.4135689850089673e-06,1.0655317576696131e-06,4.3011854156983445e-06,5.0225244118750201e-09,4.6816691682717435e-08
8.804767452262837e-09,0.3365691627493925,76.950000000000003,0.0,0.0,0.0,0.023400590457696695,9.4998566037669718,0.0050879709483869313,0.026658353383837447,0.0047621225809559801,9.9116871685902527e-05,2.9424894079753753e-09,5.1021040894222228e-06,0.22530819764957852,1.7660840511754188e-05,5.7416244510486928e-13,1.5809623341729362e-05,0.0001412042724331296,0.67949584213086023,0.0021205591849124826,7.6978894132524518e-14,3.7164974028416523e-13,4.1343892636600047e-08,3.5134064967442578e-11,0.0001869396616207551,3.2132310026869191e-05,0.022797692518079005,0.02319004363184873,2.8412947949406862e-06,1.5357564705484954e-06,3.8866826267051313e-10,0.0011660675654412687,2.8899575773022384e-07,7.8041617800358486e-08,5.9581207966628272e-06,4.1149606855782845e-07,5.7377577789647662e-07,0.00011558843485029326,0.0081442553506717065,2.4014478451051535e-12,8.8681192723133559e-13,7.5075082612659363e-07,2.2555582680636191e-07,5.247084155229436e-09,3.7911292633512444e-05,0.00012213385074812306,7.244047560516249e-05,1.0220543695466321e-07,5.5004609618048781e-06,1.070971637423062e-06,4.3817578967167363e-06,5.0799998031767356e-09,4.7696293600114634e-08
8.893791717281985e-09,0.3365695441563994,76.950000000000003,0.0,0.0,0.0,0.022562698487316256,9.4998585333724446,0.005088399523832771,0.026642876084592013,0.0046647444915251393,9.7090093510197111e-05,2.9407783235018714e-09,4.9935961778311315e-06,0.22511477128033772,1.7650570786770735e-05,5.6242176157702037e-13,1.5801430893840211e-05,0.00014283725059827479,0.68050983359468165,0.0021234079845430416,7.6934131155970575e-14,3.7593390971048811e-13,4.1826197946217203e-08,3.5143931804492666e-11,0.00018722722277746343,3.1475383539683682e-05,0.022891010891378853,0.023290926466631695,2.8529227273801465e-06,1.5420418381870731e-06,3.8924829605876542e-10,0.0011792499030393189,2.922625991769436e-07,7.8923977656649463e-08,6.0093684604469691e-06,4.1615364587743705e-07,5.8040005224791179e-07,0.00011810918113485849,0.0081573687014476152,2.4286267303816456e-12,8.9684860281783646e-13,7.5031239809306183e-07,2.2575118288178011e-07,5.1967737737796187e-09,3.8030924597985184e-05,0.00012252700834739782,7.3641755748333484e-05,1.0338908933895018e-07,5.5873130965675577e-06,1.0762766961602431e-06,4.4624243102089555e-06,5.1374424891192765e-09,4.8576946266555976e-08
8.982815982301133e-09,0.3365699174616777,76.950000000000003,0.0,0.0,0.0,0.02175540097512137,9.4998604250533347,0.0050886481403666986,0.026627331108487955,0.0045693006754202381,9.5103571544028495e-05,2.9390598332459968e-09,4.8889101995051545e-06,0.22491314655609476,1.7640256583434126e-05,5.5091427593805317e-13,1.5791404021787968e-05,0.00014446820889976627,0.68150212848880387,0.0021261536941170108,7.688917432597661e-14,3.8021297697352501e-13,4.2307903184919174e-08,3.5149687035966734e-11,0.00018750851920803499,3.0831496732495147e-05,0.022982257540659752,0.023389746164528175,2.8642924908713139e-06,1.5481876555816792e-06,3.8981591794437168e-10,0.0011924246763432235,2.9552756577059125e-07,7.9805831188574246e-08,6.0596946381462767e-06,4.2080855246631446e-07,5.870200522652769e-07,0.00012064181067482047,0.0081702266606471785,2.4557900285183546e-12,9.0687952232269636e-13,7.4990666605690267e-07,2.2594519303594722e-07,5.148303709851827e-09,3.8149681669086795e-05,0.00012291712591880699,7.4836566548020262e-05,1.0457197922362445e-07,5.6741151470268455e-06,1.0814502093906118e-06,4.5431712849828949e-06,5.1948522202247533e-09,4.9458502966305582e-08
9.071840247320282e-09,0.33657028282857426,76.950000000000003,0.0,0.0,0.0,0.020977574186762483,9.499862279463585,0.0050887235163773314,0.026611724313222014,0.0044757568314548954,9.315659220972634e-05,2.9373345750984391e-09,4.7879061406815991e-06,0.22470365241745172,1.7629901780345042e-05,5.39635844287374e-13,1.577960040066751e-05,0.00014609716763565813,0.68247349018988512,0.0021288001257214633,7.6844040449700416e-14,3.8448724761361275e-13,4.2789014305329779e-08,3.5151455590551914e-11,0.00018778377175802206,3.020041906309637e-05,0.023071475078247292,0.023486543723407041,2.8754093944330486e-06,1.5541967925983133e-06,3.9037156490903708e-10,0.0012055918313067908,2.9879064412780287e-07,8.0687174779419597e-08,6.1091085031347406e-06,4.2546076922464011e-07,5.9363575204612297e-07,0.00012318579364088291,0.008182838261906732,2.4829376277004351e-12,9.1690464459610491e-13,7.4953240354588203e-07,2.2613789777415135e-07,5.1016063507695875e-09,3.8267596339044055e-05,0.00012330431628517516,7.6024617342345459e-05,1.0575410190839838e-07,5.7608571922188749e-06,1.0864953856873607e-06,4.623985833883047e-06,5.2522287606969481e-09,5.0340821192882365e-08
9.16086451233943e-09,0.33657064041753754,76.950000000000003,0.0,0.0,0.0,0.020228136072396385,9.4998640972525994,0.0050886321234346324,0.026596061131488043,0.0043840789588978106,9.1248448155689782e-05,2.9356031555282406e-09,4.6904489789973394e-06,0.22448660567122328,1.7619509960962508e-05,5.2858238171400078e-13,1.5766076142706341e-05,0.00014772414723429654,0.68342465409437048,0.002131350950398746,7.679874529136742e-14,3.8875633753043504e-13,4.3269537308186067e-08,3.5149358857830912e-11,0.00018805319317320059,2.9581921950066211e-05,0.023158705346618801,0.023581359412884445,2.8862786561241715e-06,1.5600720692762957e-06,3.9091565773251512e-10,0.0012187513168053186,3.0205182174577616e-07,8.1568005043378633e-08,6.1576195068323322e-06,4.3011027808284631e-07,6.0024712774978345e-07,0.00012574060812302662,0.008195212207722782,2.510069424477686e-12,9.2692393124841359e-13,7.4918842993187094e-07,2.2632933620454463e-07,5.0566166702895051e-09,3.8384699907062995e-05,0.00012368868812364872,7.7205630140260626e-05,1.069354530670509e-07,5.847529623792611e-06,1.0914153665924888e-06,4.7048553452851669e-06,5.3095718874837483e-09,5.1223762556099496e-08
9.249888777358579e-09,0.3365709903861413,76.950000000000003,0.0,0.0,0.0,0.019506044691510297,9.4998658790647017,0.0050883801954401753,0.026580346601592707,0.0042942333806906749,8.9378438728151868e-05,2.9338661304248018e-09,4.5964087441353661e-06,0.22426231144018224,1.7609084459771273e-05,5.1774982966978887e-13,1.5750885835400692e-05,0.0001493491682108984,0.68435632865595541,0.0021338097033312279,7.6753303363249778e-14,3.9302039664996593e-13,4.3749478228672238e-08,3.5143515189677278e-11,0.00018831698840025382,2.8975778934173916e-05,0.023243989425250182,0.023674232780804615,2.8969053954959449e-06,1.5658162532385244e-06,3.9144860173047409e-10,0.0012319030844524527,3.0531108669042666e-07,8.2448318758459559e-08,6.2052373523323244e-06,4.3475706194389587e-07,6.0685415745814604e-07,0.00012830574020087729,0.0082073568817301358,2.5371853195230483e-12,9.3693734561132816e-13,7.4887360869480029e-07,2.2651954608986341e-07,5.0132720149011134e-09,3.850102252357181e-05,0.00012407034611959874,7.8379339399639039e-05,1.0811602872212504e-07,5.9341231375268418e-06,1.0962132266872365e-06,4.7857675746348608e-06,5.3668813894050501e-09,5.2107192689557207e-08
9.338913042377727e-09,0.33657133288910884,76.950000000000003,0.0,0.0,0.0,0.018810296699315016,9.4998676255386378,0.0050879737374320182,0.026564585395890402,0.004206186764036203,8.7545870413229803e-05,2.9321240033342017e-09,4.5056604818664004e-06,0.22403106359586436,1.7598628373543147e-05,5.0713415514194023e-13,1.5734082579217687e-05,0.00015097225112801861,0.6852691963839237,0.0021361797888409151,7.6707728007480674e-14,3.9727989528045871e-13,4.4228843123966532e-08,3.5134039930567485e-11,0.00018857535487607605,2.8381765821872861e-05,0.023327367637968333,0.023765202660203995,2.907294635043769e-06,1.5714320596447632e-06,3.9197078717871306e-10,0.0012450470884298507,3.085684275710941e-07,8.3328112848575486e-08,6.2519719694377186e-06,4.3940110462364501e-07,6.1345682104579812e-07,0.00013088068400170179,0.0082192803605168809,2.5642852174033189e-12,9.4694485266132071e-13,7.4858684572477576e-07,2.267085638881749e-07,4.9715119973993025e-09,3.8616593232762838e-05,0.00012444939111469925,7.9545491799346823e-05,1.0929582522133019e-07,6.0206287250555759e-06,1.1008919738118516e-06,4.8667106360450439e-06,5.4241570665618052e-09,5.2990981158751913e-08
9.427937307396876e-09,0.3365716680783422,76.950000000000003,0.0,0.0,0.0,0.018139925892164895,9.4998693373071692,0.0050874185340576928,0.026548781847181145,0.0041199061385939293,8.5750057224226643e-05,2.9303772607908564e-09,4.4180836120219097e-06,0.22379314517523591,1.7588144554831689e-05,4.9673139952330309e-13,1.5715718024817481e-05,0.00015259341655960801,0.68616391480424377,0.0021384644852096408,7.6662031837765982e-14,4.0153433597734279e-13,4.4707638061907636e-08,3.5121045007115782e-11,0.00018882848280614092,2.7799660812303487e-05,0.02340887956074934,0.023854307176703914,2.9174513109256573e-06,1.5769221559579325e-06,3.924825903169212e-10,0.0012581832853286504,3.1182383381050103e-07,8.4207384446041857e-08,6.2978334910280043e-06,4.440423907846551e-07,6.2005510005890603e-07,0.00013346494174673682,0.0082309904249985577,2.5913690308586831e-12,9.5694641994631867e-13,7.4832708769475135e-07,2.2689642479381352e-07,4.9312785695845299e-09,3.8731440013533726e-05,0.00012482592024940929,8.0703846006081423e-05,1.1047483921553273e-07,6.1070376657993245e-06,1.1054545494187678e-06,4.9476729939655996e-06,5.4813987295901068e-09,5.387500136995113e-08
9.516961572416024e-09,0.3365719961029509,76.950000000000003,0.0,0.0,0.0,0.017494001809551483,9.4998710149966712,0.0050867201577281815,0.026532939973147904,0.0040353589124940623,8.3990321020623604e-05,2.9286263491068221e-09,4.3335620159631038e-06,0.22354882878148441,1.7577635660593347e-05,4.8653763871300454e-13,1.569584240977883e-05,0.00015421268505837998,0.68704111738396378,0.002140666949325824,7.6616226448545645e-14,4.0578378255638928e-13,4.51858691106945e-08,3.5104639526352869e-11,0.00018907655543236361,2.7229244609088925e-05,0.023488564029950896,0.02394158375628172,2.9273802637766443e-06,1.5822891590301671e-06,3.9298437361373418e-10,0.0012713116340029491,3.1507729528456137e-07,8.5086130818401811e-08,6.3428322307109138e-06,4.4868090589264124e-07,6.2664897760223308e-07,0.0001360580237865506,0.0082424945713579639,2.6184366758136695e-12,9.6694201637666945e-13,7.4809332053381403e-07,2.2708316278748288e-07,4.8925157999138391e-09,3.8845589818923667e-05,0.00012520002710007794,8.185417243674604e-05,1.1165306763822813e-07,6.1933415190995831e-06,1.1099038290431097e-06,5.0286434549369826e-06,5.5386061988936982e-09,5.4759130479967179e-08
9.605985837435173e-09,0.3365723171092819,76.950000000000003,0.0,0.0,0.0,0.016871628390355279,9.4998726592268223,0.0050858839764652787,0.026517063499062597,0.0039525128863035176,8.2265991806653013e-05,2.9268716626890295e-09,4.2519841733961219e-06,0.22329837696973068,1.7567104164885023e-05,4.7654896885214109e-13,1.567450459474837e-05,0.00015583007712623186,0.68790141442078467,0.0021427902211635778,7.6570322389704041e-14,4.100289318682485e-13,4.5663542329539423e-08,3.5084929920273004e-11,0.00018931974929086616,2.6670300518186657e-05,0.02356645915089256,0.024027069133374171,2.9370862378978432e-06,1.5875356339074916e-06,3.9347648598062652e-10,0.0012844320954333813,3.1832880222884444e-07,8.5964349332181715e-08,6.3869786617145464e-06,4.533166361716911e-07,6.3323843823373855e-07,0.00013865944862610546,0.0082538000215728775,2.6454880700661665e-12,9.7693161191795291e-13,7.4788456792234846e-07,2.2726881067300515e-07,4.8551697314707835e-09,3.895906861402839e-05,0.00012557180181088193,8.2996253017080258e-05,1.1283050768639317e-07,6.2795321165535197e-06,1.1142426228785636e-06,5.1096111594380944e-06,5.5957793042282016e-09,5.5643249306943194e-08
9.695010102454321e-09,0.3365726312409528,76.950000000000003,0.0,0.0,0.0,0.016271942681148177,9.4998742706102757,0.0050849151614542516,0.026501155878888662,0.0038713362651243729,8.0576407997457009e-05,2.9251135920541386e-09,4.1732423877429968e-06,0.22304204261851493,1.7556552335848844e-05,4.6676157472083919e-13,1.5651752098979957e-05,0.00015744561318748661,0.68874539389982958,0.0021448372280994301,7.6524329761171694e-14,4.1426917102570269e-13,4.6140663760200547e-08,3.5062019300736752e-11,0.00018955823446003794,2.61226145329528e-05,0.023642602306724991,0.024110799359270553,2.9465738966904945e-06,1.592664100374871e-06,3.9395926387019364e-10,0.0012975446325997225,3.2157834566161095e-07,8.6842037547963632e-08,6.4302833969390482e-06,4.5794956854507001e-07,6.3982346786624937e-07,0.00014126874294012292,0.008264913733555361,2.6725231397738922e-12,9.8691517903695425e-13,7.4769988983929019e-07,2.2745340011146719e-07,4.8191885329900487e-09,3.9071901412483772e-05,0.00012594133122079606,8.4129880937186446e-05,1.1400715680262279e-07,6.365601554545673e-06,1.118473676446633e-06,5.1905655738374889e-06,5.6529178841305926e-09,5.6527242242251739e-08
