Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520)
1.4547678048985178e-10,0.5145348549064822,76.950000000000003,0.0,0.0,0.0,0.002205660460233991,9.4999942169014417,0.00055166434891826483,0.0021059021256550586,0.0013329036088174898,5.2329098760764491e-06,9.0211754744517761e-11,4.7638901792014781e-05,0.20201199686629284,4.8459135873639592e-07,2.0235607217442541e-14,9.0600384315313321e-10,1.0874262920859387e-08,0.79040131220122523,4.2684094936934973e-06,1.5096003430426711e-15,5.7168814420978022e-17,1.1229834098123559e-11,0.0,0.00049644643151133664,4.1561307125000227e-05,0.00076064520936343198,0.00076070728502668802,3.9754057508182924e-08,1.9481573736454316e-08,2.103262829811357e-07,3.3935633132975639e-05,3.5298092201599557e-09,8.6365786952460908e-10,3.0505407534503901e-10,9.7199067266632484e-10,5.7346069755710945e-08,1.1149619301394177e-09
1.459883759429627e-10,0.5145348695682612,76.950000000000003,0.0,0.0,0.0,0.0021594294222491662,9.4999942261300916,0.00055168141115888259,0.0021057735827261287,0.00133050549371497,5.2234950915760249e-06,9.0206107727991459e-11,4.7231421118610939e-05,0.2019695412134534,4.8456176797196903e-07,2.0199173212245354e-14,9.0790836184882731e-10,1.0908745998168484e-08,0.79049016139116002,4.2687122900219159e-06,1.5095086610052099e-15,6.0759468195077396e-17,1.1273674586209148e-11,0.0,0.00049667318510755287,4.1486557672648067e-05,0.00076312770056809686,0.00076318999838332344,3.9883858738079578e-08,1.9545233512004254e-08,2.1034999162816953e-07,3.4064266829703987e-05,3.5431934920569981e-09,8.6693811045972451e-10,3.0730739898806115e-10,9.756915672626984e-10,5.7633305382870802e-08,1.1270540890351354e-09
1.464999713960736e-10,0.5145348842036701,76.950000000000003,0.0,0.0,0.0,0.0021141833457181927,9.4999942353422373,0.00055169792403265581,0.002105645029156777,0.0013281116757469908,5.2140971681116547e-06,9.020067051437855e-11,4.6832475971289049e-05,0.20192688197146386,4.8453217471259273e-07,2.0162836864145843e-14,9.0980790932586877e-10,1.0943219999844071e-08,0.79057822440490333,4.2690088008201251e-06,1.5094172102649096e-15,3.8820249964026574e-17,1.1317494999998476e-11,0.0,0.00049689680010969837,4.1411940935134537e-05,0.000765605726663152,0.00076566824644184713,4.001342649556395e-08,1.9608778783657117e-08,2.1037348970320085e-07,3.4192892502637259e-05,3.556576928503856e-09,8.7021814662757932e-10,3.0956512603585646e-10,9.7939223080963247e-10,5.7920629385535911e-08,1.1392215816655233e-09
1.470115668491845e-10,0.5145348988127556,76.950000000000003,0.0,0.0,0.0,0.002069901241206336,9.4999942445379055,0.00055171389924700575,0.0021055164657192297,0.0013257221479437487,5.2047160787392247e-06,9.0195258686793211e-11,4.6441884497396513e-05,0.20188402377246945,4.8450257913889415e-07,2.0126588358977025e-14,9.1170250514810644e-10,1.0977684930552533e-08,0.79066551771945293,4.2692991603554348e-06,1.5093236760900586e-15,5.6222763371346901e-17,1.1361295508521731e-11,0.0,0.00049711732527042164,4.1337456751533609e-05,0.00076807929557814276,0.00076814203713247784,4.0142761195264101e-08,1.9672209754743539e-08,2.1039678161998288e-07,3.4321510153515927e-05,3.5699595296835721e-09,8.7349797807292108e-10,3.1182721790440934e-10,9.8309266335751745e-10,5.8208040248441686e-08,1.151464474389945e-09
1.475231623022954e-10,0.5145349133955646,76.950000000000003,0.0,0.0,0.0,0.0020265625665955682,9.4999942537171194,0.00055172934825986869,0.0021053878931535197,0.001323336903315977,5.1953517964205352e-06,9.0189563676803378e-11,4.6059468719831639e-05,0.20184097114982685,4.8447298142393217e-07,2.0090342721148207e-14,9.1359216868781589e-10,1.1012140905049056e-08,0.79075205746042831,4.269583500026123e-06,1.5092318862008085e-15,6.6356308164623578e-17,1.140507627919966e-11,0.0,0.00049733480863524014,4.1263104957891839e-05,0.00077054841523290396,0.00077061137837572131,4.0271863251297951e-08,1.9735526628346342e-08,2.1041987169814354e-07,3.4450119784083494e-05,3.5833412957792275e-09,8.767776048405894e-10,3.1409363619616459e-10,9.8679286495687008e-10,5.8495536477902773e-08,1.1637828323167692e-09
1.480347577554063e-10,0.514534927952144,76.950000000000003,0.0,0.0,0.0,0.0019841472175487762,9.4999942628799108,0.000551744282285014,0.0021052593121678852,0.001320955934856324,5.1860042940292291e-06,9.0184115045507596e-11,4.5685054454425317e-05,0.20179772854020933,4.8444338173352471e-07,2.0054195273168177e-14,9.1547691912929806e-10,1.1046588023565777e-08,0.79083785940956464,4.2698619484227508e-06,1.5091409086395434e-15,3.5768864870478007e-17,1.1448837477850284e-11,0.0,0.00049754929755147599,4.1188885387373788e-05,0.00077301309353738413,0.00077307627808219338,4.0400733077267976e-08,1.9798729607295909e-08,2.1044276416519344e-07,3.4578721396085493e-05,3.5967222269739514e-09,8.8005702697548715e-10,3.1636434269911012e-10,9.9049283565830184e-10,5.8783116601506599e-08,1.176176719310083e-09
1.4854635320851722e-10,0.51453494248254,76.950000000000003,0.0,0.0,0.0,0.0019426355181780103,9.4999942720262993,0.00055175871229724849,0.002105130723441585,0.0013185792355406803,5.1766735443569554e-06,9.0178769457068185e-11,4.5318471229090459e-05,0.20175430028566729,4.8441378022655281e-07,2.0018155889306577e-14,9.1735677547239895e-10,1.1081026262362766e-08,0.79092293901204958,4.2701346313881536e-06,1.5090469760386777e-15,5.3644662986615339e-17,1.1492579268695235e-11,0.0,0.00049776083867711244,4.1114797870401068e-05,0.00077547333839147635,0.0007755367441524524,4.0529371086254233e-08,1.9861818894165895e-08,2.1046546315849057e-07,3.4707314991268378e-05,3.610102323451377e-09,8.8333624452255672e-10,3.186392993858664e-10,9.9419257551248373e-10,5.9070779167811209e-08,1.1886461979963699e-09
1.4905794866162812e-10,0.5145349569867993,76.950000000000003,0.0,0.0,0.0,0.0019020082110348046,9.4999942811563169,0.00055177264903799703,0.0021050021276258473,0.0013162067983295627,5.1673595201196125e-06,9.0173120862463667e-11,4.4959552197098005e-05,0.20171069063583921,4.8438417705526812e-07,1.9982109729192658e-14,9.192317565362844e-10,1.1115455752037995e-08,0.79100731138438996,4.2704016720817937e-06,1.5089554681322338e-15,5.3524893361718606e-17,1.1536301814339359e-11,0.0,0.00049796947799041744,4.1040842234798546e-05,0.00077792915768484436,0.00077799278447682348,4.0657777690799617e-08,1.9924794691268633e-08,2.1048797272734807e-07,3.4835900571378458e-05,3.6234815853949629e-09,8.8661525752674772e-10,3.2091846841269683e-10,9.9789208457011717e-10,5.9358522746018831e-08,1.201191329771797e-09
1.4956954411473903e-10,0.5145349714649686,76.950000000000003,0.0,0.0,0.0,0.00186224644998772,9.4999942902699868,0.00055178610301927656,0.0021048735253437149,0.001313838616169069,5.1580621939612682e-06,9.0167601805084449e-11,4.4608134075367857e-05,0.2016669037495239,4.8435457236553011e-07,1.9946154765002783e-14,9.2110188096212288e-10,1.1149876539120998e-08,0.79109099132001193,4.2706631910255537e-06,1.5088633650185806e-15,5.1735892356181663e-17,1.1580005275787837e-11,0.0,0.00049817526079692399,4.0967018305894821e-05,0.00078038055929680083,0.00078044440693527891,4.0785953302907208e-08,1.998765720065203e-08,2.1051029683453414e-07,3.4964478138161252e-05,3.6368600129879596e-09,8.8989406603299962e-10,3.2320181211878558e-10,1.0015913628819104e-09,5.9646345925740954e-08,1.213812174807537e-09
1.5008113956784993e-10,0.5145349859170942,76.950000000000003,0.0,0.0,0.0,0.0018233317910280183,9.4999942993673425,0.00055179908452882194,0.002104744917192623,0.0013114746819921049,5.1487815384599782e-06,9.0162107197592171e-11,4.4264057064808989e-05,0.20162294369671097,4.8432496629707616e-07,1.9910271201033416e-14,9.2296716721654766e-10,1.1184288679290938e-08,0.79117399329648574,4.2709193061628349e-06,1.5087709345440343e-15,5.4199241626879159e-17,1.1623689812440056e-11,0.0,0.00049837823173846192,4.089332590665176e-05,0.00078282755109615617,0.00078289161939728528,4.0913898334032133e-08,2.0050406624095597e-08,2.1053243935820761e-07,3.509304769336053e-05,3.6502376064135569e-09,8.9317267008621924e-10,3.2548929302530325e-10,1.0052904104985491e-09,5.9934247316694669e-08,1.2265087920566503e-09
1.5059273502096084e-10,0.5145350003432229,76.950000000000003,0.0,0.0,0.0,0.0017852461830532614,9.4999943084484002,0.00055181160363522626,0.0021046163037450011,0.0013091149887195835,5.1395175261330298e-06,9.0156581732899781e-11,4.3927164770468463e-05,0.20157881446061629,4.842953589838031e-07,1.9874444264582259e-14,9.2482763359512732e-10,1.1218692240089597e-08,0.79125633148277219,4.271170132917808e-06,1.508678802494003e-15,5.3747067754330034e-17,1.1667355582090542e-11,0.0,0.00049857843480231824,4.0819764857791431e-05,0.00078527014094106776,0.00078533442972165285,4.1041613195072657e-08,2.011304316310656e-08,2.1055440409385859e-07,3.5221609238717377e-05,3.6636143658546747e-09,8.9645106973125445e-10,3.277808738344563e-10,1.0089892274706698e-09,6.022222554839608e-08,1.2392812392611079e-09
1.5110433047407174e-10,0.5145350147434006,76.950000000000003,0.0,0.0,0.0,0.0017479719593512691,9.4999943175131936,0.00055182367019268965,0.0021044876855492844,0.0013067595292615057,5.1302701294417584e-06,9.0151073287032215e-11,4.359730412774827e-05,0.2015345199395622,4.8426575055401802e-07,1.9838685406317685e-14,9.2668329822556779e-10,1.1253087277401209e-08,0.79133801974591567,4.2714157842501457e-06,1.5085865556322256e-15,5.3668369903335218e-17,1.1711002740932499e-11,0.0,0.00049877591332984385,4.0746334977910277e-05,0.000787708336678907,0.00078777284575640388,4.1169098296363528e-08,2.0175567018916412e-08,2.1057619475610177e-07,3.5350162775969555e-05,3.6769902914938563e-09,8.997292650128765e-10,3.300765174285939e-10,1.0126878138488368e-09,6.0510279269874355e-08,1.2521295729584161e-09
1.5161592592718265e-10,0.5145350291176733,76.950000000000003,0.0,0.0,0.0,0.0017114918295652319,9.4999943265617475,0.00055183529384550119,0.0021043590631310647,0.0013044082965179532,5.1210393207960052e-06,9.0145562531764215e-11,4.3274325332791e-05,0.2014900639487521,4.8423614113066593e-07,1.9802990428337657e-14,9.2853417907073507e-10,1.1287473849116404e-08,0.79141907165735859,4.2716563707066754e-06,1.5084942958967331e-15,5.4069747045664133e-17,1.1754631443559318e-11,0.0,0.00049897071002468851,4.067303608358391e-05,0.00079014214614613878,0.00079020687533865031,4.129635404766999e-08,2.02379783924778e-08,2.105978149803679e-07,3.5478708306850707e-05,3.6903653835132305e-09,9.0300725597576204e-10,3.323761868693507e-10,1.0163861696835198e-09,6.0798407149399572e-08,1.2650538484879985e-09
1.5212752138029355e-10,0.514535043466088,76.950000000000003,0.0,0.0,0.0,0.0016757888718191816,9.4999943355940886,0.0005518464840324292,0.00210423043699395,0.0013020612833800379,5.1118250725583542e-06,9.014004831296942e-11,4.2958081774254751e-05,0.20144545022200919,4.8420653083155028e-07,1.9767358633725271e-14,9.3038029393161457e-10,1.1321852012933668e-08,0.79149950049913209,4.2718920004719874e-06,1.5084020684352692e-15,5.4098170391403257e-17,1.179824184296775e-11,0.0,0.0004991628669609705,4.0599867989467752e-05,0.00079257157716820597,0.0007926365262944801,4.1423380858181279e-08,2.0300277484461492e-08,2.1061926832456188e-07,3.5607245833089731e-05,3.7037396420944312e-09,9.0628504266447346e-10,3.3467984539679395e-10,1.0200842950250748e-09,6.1086607874213943e-08,1.2780541199975605e-09
1.5263911683340446e-10,0.51453505778869,76.950000000000003,0.0,0.0,0.0,0.0016408465249021617,9.4999943446102435,0.00055185724999108035,0.0021041018076204897,0.0012997184827308302,5.102627357048264e-06,9.0134536390026539e-11,4.264842996559678e-05,0.20140068241350276,4.84176919769549e-07,1.9731791333920764e-14,9.3222166045024792e-10,1.1356221824094738e-08,0.79157931926999847,4.2721227794186696e-06,1.5083098202819346e-15,5.4229629073415149e-17,1.1841834090561541e-11,0.0,0.00049935242559147027,4.0526830508395004e-05,0.00079499663755941885,0.00079506180643884497,4.155017913650503e-08,2.0362464495253494e-08,2.1064055827070831e-07,3.573577535641023e-05,3.7171130674185443e-09,9.0956262512344463e-10,3.3698745642856607e-10,1.0237821899237234e-09,6.137488015026336e-08,1.2911304404494874e-09
1.5315071228651536e-10,0.5145350720855262,76.950000000000003,0.0,0.0,0.0,0.0016066485805578802,9.4999943536102425,0.00055186760076220067,0.0021039731754730747,0.0012973798874462478,5.0934461465460768e-06,9.0129023717909732e-11,4.234522947827086e-05,0.2013557640994503,4.8414730805282005e-07,1.9696287734536662e-14,9.3405829611262754e-10,1.139058333728107e-08,0.79165854069151143,4.2723488111568534e-06,1.5082175722769379e-15,5.439638124374321e-17,1.1885408336155306e-11,0.0,0.00049953942675580064,4.0453923451471528e-05,0.00079741733512284779,0.00079748272357545429,4.1676749290661585e-08,2.0424539624952331e-08,2.1066168822657485e-07,3.5864296878529831e-05,3.7304856596660317e-09,9.1284000339696569e-10,3.3929898355902716e-10,1.0274798544295371e-09,6.1663222701930855e-08,1.3042828616272701e-09
1.5417390319273717e-10,0.5145351006020837,76.950000000000003,0.0,0.0,0.0,0.0015404227880244899,9.4999943715618738,0.00055188709194467641,0.0021037159046099229,0.0012927152844437225,5.0751331295128286e-06,9.0117997936836439e-11,4.175763566816438e-05,0.20126548987938578,4.8408808306534396e-07,1.9625471515759329e-14,9.3771744404859654e-10,1.1459281682964932e-08,0.79181524102069045,4.2727870364143388e-06,1.5080330755509913e-15,5.4668638473846367e-17,1.197250341268314e-11,0.0,0.00049990591702532203,4.0308499846373562e-05,0.00080224567292186953,0.00080231149998346326,4.192920685558852e-08,2.0548355040012212e-08,2.1070348143637311e-07,3.612131592600434e-05,3.7572283456496042e-09,9.1939414756401477e-10,3.439336413721135e-10,1.0348744924620877e-09,6.2240113620323368e-08,1.3308162074369013e-09
1.5519709409895898e-10,0.5145351290161272,76.950000000000003,0.0,0.0,0.0,0.0014769886051102053,9.4999943894491938,0.00055190502612594396,0.0021034586277315927,0.0012880674172682817,5.0568857990597638e-06,9.0106972022443319e-11,4.1194235630930748e-05,0.20117465467483653,4.84028856647328e-07,1.9554909334431345e-14,9.4135787461232391e-10,1.1527947465668893e-08,0.79196969793668981,4.2732074616896405e-06,1.5078485731840157e-15,5.4930218680438822e-17,1.2059528239467248e-11,0.0,0.00050026265252804409,4.0163595631818907e-05,0.00080705665276134921,0.00080712291771963831,4.2180756805185821e-08,2.0671725324582992e-08,2.1074467379036309e-07,3.6378302989116343e-05,3.7839677014745063e-09,9.2594747551653181e-10,3.4858353109313185e-10,1.0422682095196447e-09,6.28172707833229e-08,1.3576545483581184e-09
1.562202850051808e-10,0.5145351573280236,76.950000000000003,0.0,0.0,0.0,0.001416228323043891,9.4999944072724212,0.00055192146896271602,0.0021032013478933715,0.0012834362287524148,5.0387039323905356e-06,9.0095946001784478e-11,4.0654009535964189e-05,0.2010832844547159,4.8396962951336824e-07,1.9484600300701993e-14,9.4497972235493396e-10,1.1596581084838253e-08,0.79212200382118558,4.2736108392292445e-06,1.5076640685863062e-15,5.5209886332635617e-17,1.2146483958329634e-11,0.0,0.00050060993872176542,4.00192092432453e-05,0.00081185033665159346,0.00081191703879929407,4.2431402381969151e-08,2.0794652068852036e-08,2.1078529003514836e-07,3.6635258081343132e-05,3.8107037285569995e-09,9.3249998760229767e-10,3.5324836775274955e-10,1.0496610059957293e-09,6.3394684623403039e-08,1.3847982568664137e-09
1.572434759114026e-10,0.5145351855381373,76.950000000000003,0.0,0.0,0.0,0.0013580291964174784,9.4999944250317778,0.00055193648334333676,0.0021029440679008592,0.0012788216616874219,5.0205873064103707e-06,9.0084919992306623e-11,4.0135980555187944e-05,0.20099140409174551,4.8391040231962987e-07,1.9414543551831802e-14,9.4858311958713646e-10,1.1665182924411246e-08,0.79227224715803568,4.2739978894749783e-06,1.5074795638024753e-15,5.5488408990651929e-17,1.2233371686202592e-11,0.0,0.00050094807200890717,3.9875339096242988e-05,0.00081662678641465192,0.00081669392504944206,4.2681146818615631e-08,2.0917136858187691e-08,2.1082535387320867e-07,3.6892181216024037e-05,3.8374364282989771e-09,9.3905168416564064e-10,3.5792786912906711e-10,1.0570528822800841e-09,6.3972345843762969e-08,1.4122476871798088e-09
1.5826666681762442e-10,0.5145352136468326,76.950000000000003,0.0,0.0,0.0,0.0013022832349541343,9.4999944427274752,0.00055195012950391459,0.0021026867903303059,0.0012742236588436952,5.0025356978169126e-06,9.0073894104965217e-11,3.9639213058932379e-05,0.20089903740844117,4.8385117566860467e-07,1.9344738224321874e-14,9.5216819645713754e-10,1.1733753353392722e-08,0.79242051269693103,4.2743693024017858e-06,1.5072950607092944e-15,5.5768315711809865e-17,1.2320192515356667e-11,0.0,0.00050127733997727816,3.9731983588723025e-05,0.00082138606368209824,0.00082145363810657223,4.2929993337847054e-08,2.1039181273081505e-08,2.1086488800673751e-07,3.7149072406349938e-05,3.8641658020868557e-09,9.4560256554715461e-10,3.6262175572177241e-10,1.0644438387583376e-09,6.4550245410715484e-08,1.4400031754561483e-09
1.5928985772384623e-10,0.5145352416544724,76.950000000000003,0.0,0.0,0.0,0.0012488870025905768,9.4999944603597388,0.00055196246514037698,0.0021024295175474587,0.0012696421629894632,4.9845488831842355e-06,9.0062868440961995e-11,3.9162810875183374e-05,0.2008062072214834,4.8379195011352385e-07,1.9275183454186266e-14,9.5573508102574786e-10,1.1802292726499644e-08,0.79256688161129585,4.2747257388083522e-06,1.5071105610302051e-15,5.6049683628832433e-17,1.2406947513649263e-11,0.0,0.00050159802163716506,3.9589141102927048e-05,0.00082612822989303113,0.00082619623941465473,4.3177945152325002e-08,2.116078688909629e-08,2.1090391417994005e-07,3.7405931665354435e-05,3.8908918512906575e-09,9.5215263208346323e-10,3.6732975072651659e-10,1.0718338758117229e-09,6.5128374546242025e-08,1.4680650399896223e-09
1.6031304863006804e-10,0.5145352695614179,76.950000000000003,0.0,0.0,0.0,0.0011977414246263664,9.4999944779287766,0.000551973545516026,0.0021021722517249354,0.0012650771169080031,4.9666266390400119e-06,9.0051843093303814e-11,3.8705915618723212e-05,0.20071293538430704,4.8373272616242486e-07,1.9205878377260553e-14,9.5928389933842262e-10,1.1870801384755819e-08,0.79271143164984303,4.2750678315558178e-06,1.5069260663478451e-15,5.6332291407333108e-17,1.2493637724791954e-11,0.0,0.0005019103876536988,3.9446810007277088e-05,0.00083085334629229702,0.00083092179022336188,4.3425005464557395e-08,2.1281955276819857e-08,2.1094245321963079e-07,3.7662759005906255e-05,3.9176145772632198e-09,9.5870188410701885e-10,3.7205158000962438e-10,1.0792229938168353e-09,6.5706724720745508e-08,1.496433581405719e-09
1.6133623953628985e-10,0.5145352973680298,76.950000000000003,0.0,0.0,0.0,0.0011487516036187994,9.4999944954348177,0.00055198342356421704,0.0021019149948581007,0.0012605284634133061,4.9487687419356673e-06,9.0040818147399786e-11,3.826770509604367e-05,0.20061924282775995,4.8367350428186424e-07,1.913682212947211e-14,9.6281477549398128e-10,1.1939279656061663e-08,0.79285423728125348,4.2753961867501816e-06,1.5067415781156334e-15,5.6616134257964906e-17,1.2580264168635199e-11,0.0,0.00050221470057360657,3.9304988658061738e-05,0.00083556147392893534,0.00083563035158651464,4.367117746681672e-08,2.1402688001824555e-08,2.1098052507398878e-07,3.7919554440703243e-05,3.9443339813395509e-09,9.6525032194593942e-10,3.7678697208322583e-10,1.0866111931454386e-09,6.628528764602738e-08,1.5251090828539716e-09
1.6235943044251166e-10,0.5145353250746677,76.950000000000003,0.0,0.0,0.0,0.0011018266435325367,9.4999945128780734,0.00055199214998643534,0.0021016577487795599,0.0012559961453643175,4.9309749685102354e-06,9.0029793681687002e-11,3.7847391781778229e-05,0.20052514959893869,4.8361428490031053e-07,1.9068013847087087e-14,9.6632783171020518e-10,1.200772785573961e-08,0.79299536983236463,4.2757113848715641e-06,1.5065570976683383e-15,5.6901147742433486e-17,1.2666827841468807e-11,0.0,0.00050251121504657058,3.9163675400973699e-05,0.00084025267365482527,0.00084032198436072812,4.3916464341068871e-08,2.1522986624631952e-08,2.1101814884957558e-07,3.8176317982267506e-05,3.9710500648363246e-09,9.7179794592387445e-10,3.8153565808077938e-10,1.0939984741643026e-09,6.6864055268477333e-08,1.5540918101986672e-09
1.6338262134873347e-10,0.5145353526816895,76.950000000000003,0.0,0.0,0.0,0.0010568794812143194,9.4999945302587605,0.00055199977334628779,0.0021014005151724692,0.0012514801056779492,4.9132450955487668e-06,9.0018769768200977e-11,3.7444221358599164e-05,0.20043067489840652,4.835550684112603e-07,1.8999452666936276e-14,9.6982318838665578e-10,1.2076146287056892e-08,0.79313489762059963,4.2760139818563308e-06,1.5063726262317803e-15,5.7187277189364592e-17,1.2753329716336267e-11,0.0,0.00050280017804177454,3.9022868572519287e-05,0.00084492700612350923,0.00084499674920423737,4.4160869258911299e-08,2.1642852700682191e-08,2.1105534284680894e-07,3.8433049642941656e-05,3.9977628290514865e-09,9.783447563599072e-10,3.862973717329174e-10,1.1013848372350777e-09,6.7443019762451619e-08,1.5833820122079422e-09
1.6440581225495528e-10,0.5145353801894524,76.950000000000003,0.0,0.0,0.0,0.0010138267246948282,9.499994547577101,0.00055200634015968684,0.0021011432955827867,0.0012469802873409925,4.8955789000358645e-06,9.0007746473100095e-11,3.7057471316265233e-05,0.20033583711590461,4.8349585517610493e-07,1.8931137726622142e-14,9.733009641649103e-10,1.2144535241727498e-08,0.79327288608102808,4.2763045101352454e-06,1.5061881649317681e-15,5.7474471600409644e-17,1.2839770743361161e-11,0.0,0.00050308182905983235,3.8882566501314186e-05,0.0008495845317891712,0.0008496547065758738,4.4404395381519272e-08,2.176228778030735e-08,2.1109212459399935e-07,3.8689749434885998e-05,4.0244722752639614e-09,9.8489075356847115e-10,3.9107184934359625e-10,1.1087702827141979e-09,6.8022173523828909e-08,1.612979920741379e-09
1.654290031611771e-10,0.5145354075983121,76.950000000000003,0.0,0.0,0.0,0.0009725884982422666,9.4999945648333117,0.0005520118949812685,0.0021008860914305235,0.0012424966334210093,4.877976159204601e-06,8.9996723857147791e-11,3.6686449609166338e-05,0.20024065386457188,4.8343664552676349e-07,1.8863068164707977e-14,9.7676127598625286e-10,1.2212895000393529e-08,0.7934093978881176,4.2765834796281907e-06,1.5060037148022966e-15,5.7762681339143216e-17,1.2926151850084241e-11,0.0,0.00050335640033993573,3.874276750927135e-05,0.0008542253109057622,0.0008542959167341925,4.4647045859599846e-08,2.1881293408708541e-08,2.111285108799639e-07,3.8946417370076559e-05,4.0511784047334393e-09,9.9143593785929933e-10,3.9585882976656723e-10,1.1161548109528122e-09,6.8601509163745921e-08,1.6428857509359718e-09
1.664521940673989e-10,0.5145354349086231,76.950000000000003,0.0,0.0,0.0,0.00093308829406583461,9.4999945820276075,0.00055201648048710519,0.0021006289040200639,0.0012380290870762484,4.860436650581122e-06,8.9985701976154468e-11,3.6330493371483031e-05,0.20014514201369615,4.8337743976809721e-07,1.8795243120890379e-14,9.8020423914686748e-10,1.2281225833086141e-08,0.79354449307225661,4.276851378696085e-06,1.5058192767930718e-15,5.8051859062432133e-17,1.3012473941809941e-11,0.0,0.00050362411706211753,3.8603469912687087e-05,0.00085884940352626412,0.00085892043973673541,4.4888823833353013e-08,2.1999871125936631e-08,2.1116451778523993e-07,3.9203053460303801e-05,4.0778812187002412e-09,9.9798030953738439e-10,4.0065805438217736e-10,1.123538422296734e-09,6.9181019502513326e-08,1.6730997013903556e-09
1.674753849736207e-10,0.5145354621207391,76.950000000000003,0.0,0.0,0.0,0.00089525283035619117,9.4999945991602051,0.00055202013755388133,0.002100371734549621,0.001233577591564676,4.8429601520252648e-06,8.9974680881382696e-11,3.5988967687249791e-05,0.2000493177200667,4.8331823818012429e-07,1.8727661736156336e-14,9.8362996735064422e-10,1.2349527999667094e-08,0.79367822913129671,4.2771086750520098e-06,1.5056348517764062e-15,5.8341959417978665e-17,1.3098737901961036e-11,0.0,0.00050388519754472388,3.8464672023234034e-05,0.00086345686950207849,0.00086352833543942127,4.5129732432439577e-08,2.2118022466876243e-08,2.11200160711964e-07,3.9459657717172151e-05,4.1045807183852642e-09,1.0045238689029606e-09,4.0546926707448727e-10,1.1309211170864138e-09,6.9760697563705745e-08,1.7036219543473548e-09
1.6849857587984252e-10,0.5145354892350121,76.950000000000003,0.0,0.0,0.0,0.0008590119152888353,9.4999946162313247,0.00055202290533474488,0.0021001145841199184,0.0012291420902522032,4.8255464417676533e-06,8.9963660619919005e-11,3.5661264412081155e-05,0.19995319645800924,4.8325904102004966e-07,1.8660323152926648e-14,9.8703857275976112e-10,1.2417801750251977e-08,0.79381066113740317,4.2773558166339903e-06,1.5054504405535468e-15,5.8632938970874673e-17,1.3184944592440197e-11,0.0,0.00050413985343725047,3.8326372148870414e-05,0.00086804776848253091,0.00086811966349604867,4.5369774775954961e-08,2.2235748961232666e-08,2.112354544124947e-07,3.9716230152100114e-05,4.1312769049899948e-09,1.0110666162515051e-09,4.1029221420868788e-10,1.1383028956569331e-09,7.0340536568417413e-08,1.7344526758749407e-09
1.6952176678606433e-10,0.5145355162517935,76.950000000000003,0.0,0.0,0.0,0.00082429831671073945,9.4999946332411813,0.00055202482133198964,0.0020998574537421629,0.0012247225266201877,4.8081952984434976e-06,8.9952641235015534e-11,3.5346801044137634e-05,0.19985679304816656,4.8319984852413199e-07,1.859322651518666e-14,9.9043016604313087e-10,1.2486047325615943e-08,0.79394184183944128,4.2775932324411986e-06,1.5052660438604863e-15,5.8924756131198396e-17,1.3271094853997355e-11,0.0,0.00050438828990862958,3.8188568594672967e-05,0.000872622159914474,0.00087269448335790191,4.5608953972408266e-08,2.2353052133521451e-08,2.1127041301683904e-07,3.9972770776320762e-05,4.1579697796965551e-09,1.0176085518737476e-09,4.1512664460880663e-10,1.1456837583380146e-09,7.0920529929678814e-08,1.7655920160456226e-09
1.7054495769228614e-10,0.514535543171433,76.950000000000003,0.0,0.0,0.0,0.00079104763731305304,9.4999946501899917,0.00055202592146667753,0.002099600344345367,0.0012203188442722556,4.7909065011234236e-06,8.994162276640355e-11,3.5045019642622985e-05,0.19976012168506718,4.8314066090939711e-07,1.8526370968605448e-14,9.9380485642280694e-10,1.255426495758259e-08,0.79407182176104607,4.2778213333348611e-06,1.5050816623733059e-15,5.921737107250575e-17,1.3357189506601776e-11,0.0,0.00050463070583098995,3.805125966359914e-05,0.00087718010304199223,0.00087725285427345278,4.5847273119706598e-08,2.2469933503060458e-08,2.1130505005892273e-07,4.022927960088289e-05,4.1846593436678262e-09,1.0241496760556941e-09,4.1997230953570192e-10,1.1530637054540415e-09,7.1500671247029904e-08,1.7970401091142642e-09
1.7156814859850795e-10,0.5145355699942794,76.950000000000003,0.0,0.0,0.0,0.00075919819509054614,9.4999946670779725,0.00055202624014531331,0.0020993432567830649,0.0012159309869405068,4.7736798293414882e-06,8.9930605250581377e-11,3.4755385792085793e-05,0.19966319596352675,4.8308147837520989e-07,1.8459755660644185e-14,9.9716275171841948e-10,1.2622454869396527e-08,0.79420064929453793,4.2780405128051708e-06,1.504897296713067e-15,5.951074565787396e-17,1.3443229349817972e-11,0.0,0.00050486729395892913,3.7914443657183904e-05,0.00088172165690618616,0.00088179483528814863,4.6084735305143689e-08,2.2586394583964179e-08,2.1133937850174786e-07,4.0485756636652431e-05,4.2113455980475855e-09,1.0306899890786631e-09,4.2482896266533996e-10,1.1604427373240945e-09,7.2080954301247705e-08,1.828797073694324e-09
