Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013)
3.343133196565764e-08,0.25384465147768626,76.950000000000003,0.0,0.0,0.0,2.3877025458546951e-05,9.4999832260378181,0.0013183888218230683,0.0082220255022776231,1.5181064252424408e-10,2.5241319191447766e-12,9.65682769914306e-10,8.175990636489489e-07,0.021875568832025169,5.5766935970771857e-06,1.2253066823908312e-20,2.4830259645029323e-09,0.00021166966227233563,0.92979204135404847,0.00045552369115825627,2.0935849998177706e-14,1.0855284913404561e-12,1.1119459573776738e-07,1.2619475342968789e-12,0.00035919456265564139,1.3205215982840547e-10,0.015733269339531755,0.015992330802041325,2.1667647543046642e-06,1.1260814308332671e-06,6.1455474425707681e-09,0.0068306488462596083,1.8712221911461245e-06,4.859897972556459e-07,1.4033920402298542e-06,1.3751924272216564e-06,6.2612466874719404e-06,0.00010267057864469644,0.013529991288477703,9.8956496258019366e-12,3.8554106508621367e-12,1.744921402504069e-06,5.8931025570083363e-07,1.3812710777054733e-08,0.00014944182926608025,0.00046181909839832207,2.3810337477287266e-05,6.0525539849101191e-07,2.2955322974434629e-06,2.3662435411643966e-07,1.9523908779749489e-06,6.0347306715968538e-08,1.6017703105606304e-08,2.8509589108944826e-06,8.7433757778820924e-07,7.2798187824639995e-07,4.2983742487106122e-08,5.4540520035089544e-09,2.2949745191593466e-07,1.9022959212974191e-09,0.00024738675104668436,5.2285145648480551e-10,9.0841730030484094e-08,0.00049114724678044649,4.4149519714582806e-08,5.9016254151751568e-07,8.3126320993848475e-08,2.3295333253100646e-07,9.809634709250671e-09,3.0536312956499659e-09,3.3302981084654786e-15,9.2804438285313455e-09,1.2294292538490042e-05
3.379164283117076e-08,0.2538446514646192,76.950000000000003,0.0,0.0,0.0,2.3558545031243821e-05,9.4999832300734006,0.0013108299728920925,0.0081633527330852024,1.4836400298327165e-10,2.4668056359785127e-12,9.5879161170733148e-10,8.0351970010920648e-07,0.021354349014965447,5.5368980417774783e-06,1.1974783912776118e-20,2.2893645039755308e-09,0.00021342544278760188,0.93028545534645635,0.00045554742970355984,2.0786450759750323e-14,1.0945312075858624e-12,1.1211853814487668e-07,1.2600296098793472e-12,0.00035938618539729019,1.3195257288202732e-10,0.015733251600383958,0.015992331081678374,2.166762312292975e-06,1.1260801616684219e-06,6.1488087618744751e-09,0.0068780083274438669,1.8841961188265746e-06,4.8935945321339482e-07,1.403388845498994e-06,1.384728393597802e-06,6.3047952666463528e-06,0.00010267966374787005,0.013560631306637351,9.9642688231711909e-12,3.882145142677758e-12,1.7485689097186389e-06,5.9061151186393533e-07,1.3826867031728977e-08,0.00015047069644986139,0.00046500763743986747,2.3810266816861344e-05,6.0946683287499712e-07,2.2866036289648394e-06,2.3642833699280761e-07,1.9510759593397419e-06,6.0767391496925901e-08,1.6006918682210463e-08,2.8854043767414788e-06,8.8345991052209548e-07,7.2749182606716634e-07,4.3503085689247696e-08,5.4503809414891989e-09,2.3168830919834691e-07,1.920548235561982e-09,0.00024975042607610905,5.2918342299916278e-10,9.1469170351982018e-08,0.00049871974687663335,4.483021724233578e-08,5.9745896815771459e-07,8.4407964809061346e-08,2.3654534157016069e-07,9.9309301112178055e-09,3.0912438039427801e-09,3.3816494274717692e-15,9.3986454146600424e-09,1.2450922673845917e-05
3.415195369668388e-08,0.2538446514534022,76.950000000000003,0.0,0.0,0.0,2.324761869850034e-05,9.4999832340759411,0.0013033140738109722,0.0081051067542981092,1.4511182289010645e-10,2.4127160529892659e-12,9.5195058032157422e-10,7.898252491686442e-07,0.02084741417124189,5.4973919624668892e-06,1.1712213137478494e-20,2.1108076535067033e-09,0.00021517077245825135,0.93076469214935464,0.00045557085751649843,2.0638138263094384e-14,1.1034803422562555e-12,1.1303698238669514e-07,1.2581945462922278e-12,0.00035957230363532734,1.3185704384283315e-10,0.015733235233904592,0.015992331359317741,2.1667600593027692e-06,1.1260789907419595e-06,6.1519763742565902e-09,0.0069249509778790217,1.8970558574949621e-06,4.9269945138480631e-07,1.4033858979475797e-06,1.3941804296259198e-06,6.3479605311783793e-06,0.00010268805567696241,0.013591100138064725,1.0032284071982065e-11,3.9086443321525446e-12,1.7522021249092018e-06,5.9190616460520813e-07,1.3841286467680791e-08,0.00015150145403937124,0.00046820201708490259,2.3810201606641342e-05,6.1364119780387364e-07,2.2777099883713016e-06,2.3623498319282736e-07,1.9497607234099028e-06,6.1183808878356893e-08,1.5996131461806729e-08,2.9198291640907116e-06,8.9253211068171238e-07,7.2700154707561409e-07,4.4022117172649485e-08,5.4467079960395877e-09,2.3386208732232614e-07,1.9386603999496836e-09,0.00025211433355810866,5.3551161719772687e-10,9.2097760623268202e-08,0.00050630359025982544,4.5511934433657942e-08,6.0474941911319973e-07,8.5691528499879199e-08,2.4014273384868608e-07,1.0052126243156948e-08,3.1288240721424984e-09,3.4330777052041739e-15,9.5167876034678292e-09,1.2607474544837644e-05
3.4512264562197e-08,0.25384465144388674,76.950000000000003,0.0,0.0,0.0,2.2944047284619334e-05,9.4999832380457079,0.0012958408928392016,0.0080472844212849826,1.4202980918875544e-10,2.3614585397029931e-12,9.4515930641879588e-10,7.7650515797976742e-07,0.020354372465061367,5.458173226262973e-06,1.1463390272533123e-20,1.9461773118245042e-09,0.00021690569230066155,0.93123013957715206,0.00045559398055809437,2.0490904501011024e-14,1.1123761055600727e-12,1.1394995001190669e-07,1.2564364009738559e-12,0.00035975306794607388,1.3176521892219303e-10,0.015733220135250893,0.015992331635038708,2.1667579808959523e-06,1.1260779105501325e-06,6.1550528430530087e-09,0.0069714806401674038,1.9098024598163043e-06,4.9601006517394116e-07,1.4033831786960376e-06,1.4035493090310891e-06,6.3907460149272282e-06,0.00010269580733899909,0.013621402071079593,1.0099700939831102e-11,3.9349103884589593e-12,1.7558213901222502e-06,5.9319437759429094e-07,1.3855961593218571e-08,0.00015253409172392534,0.00047140220599130588,2.3810141430490055e-05,6.177788350333438e-07,2.2688522623883365e-06,2.3604418342264802e-07,1.9484459956346995e-06,6.1596592413110867e-08,1.5985348231029906e-08,2.9542310541487447e-06,9.0155446964697889e-07,7.2651135829906972e-07,4.454080348298916e-08,5.4430355580142263e-09,2.3601892093894239e-07,1.9566335145093125e-09,0.00025447857314955178,5.4183563068323954e-10,9.2727494664317775e-08,0.00051389800714137987,4.6194602091574502e-08,6.1203345243164136e-07,8.6976881779291981e-08,2.4374514417236698e-07,1.017321575683949e-08,3.1663698475104404e-09,3.4845777208506728e-15,9.634862570759717e-09,1.2763937775661019e-05
3.487257542771012e-08,0.25384465143593676,76.950000000000003,0.0,0.0,0.0,2.2647637013071657e-05,9.4999832419829762,0.0012884101991473783,0.0079898826130170037,1.3909831029443296e-10,2.3127057936564373e-12,9.3841742343277807e-10,7.6354916316828344e-07,0.019874842810606495,5.4192397162921478e-06,1.1226726471127244e-20,1.7943872791863294e-09,0.00021863024363362238,0.93168217481215088,0.00045561680463498212,2.0344741526399441e-14,1.1212187092580776e-12,1.1485746272905582e-07,1.2547496904395397e-12,0.00035992862477772183,1.3167680363157817e-10,0.015733206207583068,0.015992331908913946,2.1667560637367235e-06,1.1260769141620605e-06,6.1580406613245875e-09,0.0070176011196177394,1.9224369682392079e-06,4.9929156533140538e-07,1.4033806703059855e-06,1.4128357980290629e-06,6.4331552174540208e-06,0.00010270296760217064,0.013651541276095953,1.0166524940279522e-11,3.9609454597169672e-12,1.7594270379858678e-06,5.9447630999924786e-07,1.3870885121854761e-08,0.00015356859944540082,0.00047460817358268659,2.381008590401346e-05,6.2188008300211313e-07,2.2600312419753441e-06,2.3585583606443674e-07,1.947132530186487e-06,6.200577533047505e-08,1.5974575190621306e-08,2.9886078692445284e-06,9.1052728266190773e-07,7.260215494586722e-07,4.5059111785971314e-08,5.4393658124517771e-09,2.3815894449700467e-07,1.9744686778866206e-09,0.00025684324152468581,5.4815506262544657e-10,9.3358366446156604e-08,0.0005215022406116495,4.687815217681513e-08,6.1931063450131759e-07,8.8263896540067064e-08,2.4735221345675472e-07,1.0294191442707749e-08,3.2038789199557715e-09,3.5361443409442992e-15,9.752862636524149e-09,1.2920302181679259e-05
3.523288629322324e-08,0.253844651429426,76.950000000000003,0.0,0.0,0.0,2.235819935900474e-05,9.4999832458880196,0.0012810217628235082,0.0079328982318875758,1.3630131013105615e-10,2.2661910799634034e-12,9.3172456754800738e-10,7.5094728288981137e-07,0.019408454577040695,5.3805893315677003e-06,1.1000926903789446e-20,1.6544360807447163e-09,0.00022034446806535265,0.93212116469624529,0.00045563933540410714,2.0199641451797475e-14,1.1300083665967532e-12,1.1575954239970056e-07,1.2531293544793062e-12,0.00036009911656359315,1.3159155024596948e-10,0.015733193361453349,0.01599233218101059,2.1667542955081635e-06,1.126075995176331e-06,6.1609422537845816e-09,0.0070633161846275693,1.9349604151009691e-06,5.0254421998167228e-07,1.4033783566701996e-06,1.4220406554033881e-06,6.4751916043733957e-06,0.00010270958160446443,0.013681521808880494,1.0232761533408395e-11,3.9867516732098288e-12,1.7630193919710653e-06,5.9575211661113779e-07,1.3886049966692321e-08,0.00015460496739068224,0.00047781989002544314,2.3810034672142182e-05,6.25945276865936e-07,2.2512476299742599e-06,2.3566984658589289e-07,1.9458210155979322e-06,6.2411390539477191e-08,1.5963818001766406e-08,3.0229574722572363e-06,9.1945084836269839e-07,7.2553238512840906e-07,4.5577009858684188e-08,5.4357007548477668e-09,2.4028229215219089e-07,1.9921669865641087e-09,0.0002592084324613047,5.5446951965572627e-10,9.3990370086335595e-08,0.00052911554646641588,4.7562517792200821e-08,6.2658053993372443e-07,8.9552446825385667e-08,2.5096358864486086e-07,1.0415046227922568e-08,3.2413491214344854e-09,3.5877725181861972e-15,9.8707802629161289e-09,1.3076557766750977e-05
3.5593197158736356e-08,0.25384465142423823,76.950000000000003,0.0,0.0,0.0,2.2075550905758442e-05,9.4999832497610992,0.001273675354878963,0.0078763282035332911,1.3362564715639003e-10,2.2216952192574801e-12,9.2508037767909603e-10,7.3868980910345216e-07,0.018954847301545411,5.3422199868662383e-06,1.0784927593079062e-20,1.5254003463239498e-09,0.00022204840748081908,0.93254746601467953,0.00045566157837727348,2.005559644892673e-14,1.1387452922429121e-12,1.1665621103172492e-07,1.2515707231302771e-12,0.00036026468183231316,1.3150924805997553e-10,0.015733181514241225,0.015992332451391113,2.1667526648323572e-06,1.1260751476796407e-06,6.1637599786754784e-09,0.0071086295670615435,1.9473738227303625e-06,5.0576829464969308e-07,1.4033762229109114e-06,1.4311646325814549e-06,6.5168586077014302e-06,0.00010271569103888217,0.01371134761372181,1.029841612636301e-11,4.0123311355971094e-12,1.7665987666459532e-06,5.970219479650482e-07,1.3901449234968308e-08,0.00015564318598434532,0.00048103732620655208,2.3809987406894738e-05,6.2997474853120548e-07,2.2425020481664885e-06,2.3548612699538034e-07,1.9445120799609945e-06,6.2813470632155822e-08,1.5953081828827509e-08,3.0572777660513479e-06,9.2832546834110009e-07,7.2504410672631218e-07,4.6094466081113217e-08,5.4320422061620684e-09,2.4238909768501428e-07,2.0097295341742541e-09,0.00026157423692443492,5.6077861576329521e-10,9.4623499844548861e-08,0.00053673719303549213,4.8247633167254764e-08,6.3384275144776749e-07,9.0842408799792594e-08,2.5457892262577757e-07,1.0535773174438866e-08,3.2787783253573474e-09,3.6394572902831134e-15,9.9886080522739916e-09,1.3232694720594123e-05
3.5953508024249476e-08,0.2538446514202659,76.950000000000003,0.0,0.0,0.0,2.1799513205380271e-05,9.4999832536024869,0.0012663707472540899,0.0078201694766563256,1.3106042148690807e-10,2.1790367098932939e-12,9.184844954496717e-10,7.2676730006058323e-07,0.018513670410373592,5.3041296126089938e-06,1.0577847463103101e-20,1.4064287211281267e-09,0.00022374210402935748,0.9329614257718789,0.00045568353892553914,1.9912598748240043e-14,1.1474297022205778e-12,1.1754749077281111e-07,1.2500694862973909e-12,0.00036042545531490795,1.3142971597929505e-10,0.015733170589632816,0.015992332720113984,2.1667511611998578e-06,1.1260743662100382e-06,6.1664961295916806e-09,0.0071535449626255873,1.9596782035505476e-06,5.089640522876803e-07,1.4033742552860473e-06,1.4402084737098091e-06,6.5581596261996957e-06,0.00010272133441628153,0.013741022526510608,1.0363494073897425e-11,4.0376859331265681e-12,1.7701654679227592e-06,5.9828595045781116e-07,1.3917076222746702e-08,0.00015668324588157925,0.00048426045371207727,2.3809943805314774e-05,6.3396882668823363e-07,2.2337950437651295e-06,2.3530459534059667e-07,1.9432062957077464e-06,6.3212047886785655e-08,1.5942371378641046e-08,3.0915666929191244e-06,9.3715144674152923e-07,7.2455693434551423e-07,4.6611449427725063e-08,5.4283918266193742e-09,2.4447949442717184e-07,2.0271574108824542e-09,0.00026394074314754475,5.6708197219250793e-10,9.5257750118393102e-08,0.00054436646101351199,4.8933433642988422e-08,6.4109685975554866e-07,9.213366072058196e-08,2.5819787415443315e-07,1.0656365477106697e-08,3.3161644460050357e-09,3.6911937787996969e-15,1.0106338745155161e-08,1.3388703416185997e-05
3.6313818889762595e-08,0.2538446514174098,76.950000000000003,0.0,0.0,0.0,2.1529912642961526e-05,9.4999832574124401,0.0012591077128234871,0.0077644190228480922,1.2859653253098028e-10,2.1380640245939987e-12,9.1193656517137885e-10,7.1517057299974264e-07,0.018084582947561476,5.2663161547431713e-06,1.037895094459493e-20,1.2967362526712969e-09,0.00022542560011258416,0.9333633814597081,0.0004557052222834681,1.9770640638471893e-14,1.1560618138490593e-12,1.1843340390406412e-07,1.2486216657491258e-12,0.00036058156804896194,1.3135279673325105e-10,0.015733160517140091,0.015992332987234265,2.1667497749049017e-06,1.1260736457231655e-06,6.1691529372515061e-09,0.0071980660312369925,1.9718745601811001e-06,5.1213175330165631e-07,1.403372441102635e-06,1.449172915728857e-06,6.5990980257155226e-06,0.00010272654730810351,0.01377055027773485,1.0428000678912996e-11,4.062818131843123e-12,1.7737197932979843e-06,5.9954426646253409e-07,1.3932924409753578e-08,0.00015772513796133506,0.0004874892448063659,2.3809903587565257e-05,6.3792783684422295e-07,2.2251270954005634e-06,2.3512517524630107e-07,1.941904184016188e-06,6.3607154271073808e-08,1.5931690936733968e-08,3.1258222340301906e-06,9.4592908988859493e-07,7.2407106844167671e-07,4.7127929459140725e-08,5.4247511284270666e-09,2.4655361519533345e-07,2.0444517028318384e-09,0.0002663080367113966,5.7337921734144201e-10,9.5893115439263204e-08,0.00055200264329285269,4.9619855656864323e-08,6.4834246344968787e-07,9.3426082909545473e-08,2.6182010777238665e-07,1.0776816461796785e-08,3.3535054379510355e-09,3.7429771880256149e-15,1.0223965218398154e-08,1.3544574407198045e-05
3.6674129755275714e-08,0.2538446514155785,76.950000000000003,0.0,0.0,0.0,2.1266580304682846e-05,9.4999832611912183,0.0012518860254009615,0.0077090738364142845,1.2622631120191878e-10,2.0986494825916652e-12,9.0543623382392392e-10,7.0389069704255501e-07,0.017667253311074976,5.2287775746202382e-06,1.0187618228041033e-20,1.1955992136979886e-09,0.00022709893837259066,0.93375366131838011,0.0004557266335532448,1.9629714466193973e-14,1.1646418456818735e-12,1.1931397283378624e-07,1.2472235892872302e-12,0.00036073314747992049,1.3127835226214622e-10,0.015733151231656507,0.015992333252803949,2.1667484969814161e-06,1.1260729815592031e-06,6.1717325712233929e-09,0.0072421963973905296,1.9839638855371779e-06,5.1527165557709483e-07,1.4033707686367926e-06,1.4580586884464392e-06,6.6396771395187318e-06,0.00010273136257064631,0.013799934495392371,1.0491941192983714e-11,4.087729777794697e-12,1.7772620320859279e-06,6.007970344398124e-07,1.3948987454359826e-08,0.00015876885331968937,0.00049072367241190728,2.3809866495166863e-05,6.4185210135576881e-07,2.2164986186420846e-06,2.3494779548780852e-07,1.9406062188727836e-06,6.3998821445326952e-08,1.5921044400715126e-08,3.1600424088881085e-06,9.5465870594257865e-07,7.2358669138894604e-07,4.7643876313981137e-08,5.4211214875023515e-09,2.4861159223167357e-07,2.0616134916441785e-09,0.00026867620062061471,5.7966998666212314e-10,9.6529590468379097e-08,0.00055964504479865686,5.030683672798859e-08,6.5557916889214237e-07,9.4719557724994252e-08,2.6544529372947765e-07,1.089711958355314e-08,3.3907992954934833e-09,3.7948028038566537e-15,1.0341480483220293e-08,1.3700298425464657e-05
3.703444062078883e-08,0.25384465141468743,76.950000000000003,0.0,0.0,0.0,2.1009351849455538e-05,9.499983264939079,0.0012447054597441766,0.0076541309342011811,1.2394322650873311e-10,2.060684361296294e-12,8.9898315103445708e-10,6.9291898628299203e-07,0.017261358996162383,5.1915118488800215e-06,1.0003321533914654e-20,1.1023503252377682e-09,0.00022876216168041312,0.93413258459023885,0.00045574777770865371,1.9489812635372883e-14,1.1731700174480411e-12,1.2018922009139657e-07,1.2458718669126888e-12,0.00036088031755962541,1.3120626002890313e-10,0.015733142673046228,0.015992333516872397,2.1667473191474584e-06,1.1260723694139055e-06,6.1742371416030231e-09,0.0072859396505206304,1.9959471629290728e-06,5.1838401450483038e-07,1.4033692270597472e-06,1.4668665146106857e-06,6.6799002686346952e-06,0.00010273581055237261,0.013829178707823459,1.055532081688334e-11,4.1124228972374692e-12,1.7807924656457898e-06,6.0204438904595196e-07,1.3965259188697918e-08,0.00015981438326341879,0.00049396371008982758,2.3809832289369112e-05,6.457419394610574e-07,2.2079099710936449e-06,2.347723895973141e-07,1.9393128308199884e-06,6.4387080765572828e-08,1.5910435311078678e-08,3.1942252747939509e-06,9.6334060458066233e-07,7.2310396891527109e-07,4.8159260700774906e-08,5.4175041542901557e-09,2.5065355715052593e-07,2.0786438539717546e-09,0.00027104531537804245,5.8595392256172637e-10,9.7167169992936957e-08,0.00056729298232592454,5.0994315442467325e-08,6.6280659010449952e-07,9.6013969534209607e-08,2.690731079065591e-07,1.1017268424769371e-08,3.4280440520934255e-09,3.8466659926896179e-15,1.0458877683330673e-08,1.385586637848536e-05
3.739475148630195e-08,0.25384465141465845,76.950000000000003,0.0,0.0,0.0,2.0758067384076085e-05,9.4999832686562815,0.0012375657915589984,0.0075995873554232877,1.2174165606970724e-10,2.0240750731027578e-12,8.9257696905682362e-10,6.8224699306584433e-07,0.016866586345747957,5.1545169693357016e-06,9.8256065534728972e-21,1.0163743521211864e-09,0.00023041531312477246,0.93450046176657908,0.00045576865959893065,1.9350927606930147e-14,1.18164654999455e-12,1.2105916832149255e-07,1.2445633688493911e-12,0.00036102319884214905,1.3113641012565862e-10,0.015733134785764706,0.015992333779486598,2.1667462337554173e-06,1.1260718053125528e-06,6.1766687006429732e-09,0.0073292993453596134,2.0078253661614097e-06,5.2146908300690997e-07,1.4033678063695017e-06,1.4755971099823995e-06,6.7197706821736754e-06,0.00010273991928539883,0.013858286346465323,1.0618144701108493e-11,4.1368994968383662e-12,1.7843113676024711e-06,6.0328646123832947e-07,1.3981733613907077e-08,0.00016086171930377853,0.00049720933202100366,2.3809800749645307e-05,6.4959766731180448e-07,2.1993614570930791e-06,2.3459889550078251e-07,1.9380244104105867e-06,6.4771963286653106e-08,1.5899866879600253e-08,3.2283689263167179e-06,9.7197509670221048e-07,7.2262305142543611e-07,4.8674053889929783e-08,5.4139002637346196e-09,2.5267964089068424e-07,2.095543861096199e-09,0.00027341545905694594,5.9223067430491976e-10,9.7805848922383053e-08,0.00057494578437865642,5.1682231438919434e-08,6.7002434865972046e-07,9.730920468626354e-08,2.7270323173927682e-07,1.1137256693387278e-08,3.4652377798200551e-09,3.8985622003317046e-15,1.0576150093065435e-08,1.40112693469599e-05
3.775506235181507e-08,0.2538446514154197,76.950000000000003,0.0,0.0,0.0,2.0512571341803332e-05,9.4999832723430728,0.0012304667975035443,0.0075454401614922714,1.1961670885821127e-10,1.9887402119892717e-12,8.8621734275224694e-10,6.718665014510928e-07,0.016482630307684331,5.1177909428536567e-06,9.6540781118781785e-21,9.3710404342426284e-10,0.00023205843600107825,0.93485759482768804,0.00045578928395248876,1.9213051898308007e-14,1.1900716652292111e-12,1.2192384027805125e-07,1.2432952052874748e-12,0.00036116190857699514,1.3106870302973316e-10,0.015733127518508208,0.015992334040691416,2.1667452337400972e-06,1.1260712855832483e-06,6.1790292443414134e-09,0.0073722790022920951,2.0195994596287779e-06,5.2452711156128215e-07,1.403366497327732e-06,1.4842511834062628e-06,6.7592916176568057e-06,0.00010274371466231028,0.013887260748530347,1.0680417946385332e-11,4.1611615638739023e-12,1.7878190040612466e-06,6.0452337837764211e-07,1.3998404895517125e-08,0.00016191085315047691,0.00050046051298777876,2.3809771672302503e-05,6.5341959800471745e-07,2.1908533320440362e-06,2.3442725518314704e-07,1.9367413113905576e-06,6.5153499765292095e-08,1.5889342015497739e-08,3.2624714947704585e-06,9.8056249415640578e-07,7.2214407522011596e-07,4.9188227705896942e-08,5.410310844467036e-09,2.5468997367288119e-07,2.1123145785704618e-09,0.00027578670737112303,5.9849989791794206e-10,9.8445622284806953e-08,0.00058260279101102436,5.2370525394225913e-08,6.7723207357530969e-07,9.8605151485063999e-08,2.7633535214261687e-07,1.1257078221121848e-08,3.5023785888050675e-09,3.9504869509234001e-15,1.0693291115562095e-08,1.4166498582355738e-05
3.811537321732819e-08,0.25384465141690454,76.950000000000003,0.0,0.0,0.0,2.0272712364264126e-05,9.4999832759997087,0.0012234082551919568,0.0074916864358471977,1.17564087266769e-10,1.9546082555177556e-12,8.7990392956925176e-10,6.6176952085713173e-07,0.016109194198675188,5.0813317912400845e-06,9.4883890128575338e-21,8.6401639069465462e-10,0.00023369157380069086,0.9352042774762872,0.00045580965538052269,1.9076178083037297e-14,1.1984455860660494e-12,1.2278325881876688e-07,1.2420647077123519e-12,0.00036129656079973656,1.3100304784867231e-10,0.015733120823890279,0.015992334300529754,2.1667443125747595e-06,1.1260708068339955e-06,6.1813207139851746e-09,0.0074148821077055331,2.0312703984119103e-06,5.2755834822681566e-07,1.4033652914015126e-06,1.4928294368812799e-06,6.7984662813384788e-06,0.00010274722059943338,0.013916105159610411,1.0742145604179376e-11,4.1852110664290028e-12,1.7913156338165052e-06,6.0575526432736163e-07,1.4015267358956963e-08,0.00016296177670584053,0.00050371722835625674,2.380974486919753e-05,6.5720804161263414e-07,2.1823858064094452e-06,2.342574143795962e-07,1.9354638536318624e-06,6.5531720663117819e-08,1.5878863349537015e-08,3.2965311476981755e-06,9.8910310949057982e-07,7.2166716361915875e-07,4.9701754519395797e-08,5.4067368272720072e-09,2.5668468496199108e-07,2.1289570659001012e-09,0.00027815913374297811,6.0476125609358767e-10,9.9086485223448089e-08,0.00059026335367054548,5.305913900944044e-08,6.8442940120789152e-07,9.9901700162828016e-08,2.7996916143650203e-07,1.1376726961709274e-08,3.5394646267029874e-09,4.0024358458744621e-15,1.0810294280946629e-08,1.4321545504507421e-05
3.847568408284131e-08,0.2538446514190517,76.950000000000003,0.0,0.0,0.0,2.0038343186591219e-05,9.4999832796264325,0.0012163899431978931,0.0074383232837860521,1.1557997767042785e-10,1.9216157419178961e-12,8.7363638952307521e-10,6.5194827987762297e-07,0.01574598947467459,5.0451375511300997e-06,9.3282311895739461e-21,7.9662917789051422e-10,0.0002353147702004359,0.93554079536457402,0.00045582977838049698,1.8940298790306764e-14,1.2067685363719741e-12,1.2363744689952081e-07,1.2408694116889565e-12,0.00036142726642016901,1.3093936092067439e-10,0.015733114658142748,0.01599233455904274,2.1667434642338349e-06,1.1260703659330568e-06,6.1835449976477646e-09,0.0074571121143369983,2.0428391283743117e-06,5.3056303866854057e-07,1.4033641807094804e-06,1.5013325656309212e-06,6.8372978485251447e-06,0.00010275045918765034,0.013944822736209278,1.080333267720437e-11,4.2090499535933147e-12,1.7948015085547013e-06,6.0698223955064354e-07,1.4032315485177536e-08,0.00016401448205916543,0.00050697945405915644,2.3809720166550941e-05,6.6096330521546409e-07,2.1739590493941658e-06,2.3408932229081196e-07,1.9341923258356819e-06,6.5906656149653561e-08,1.5868433256254885e-08,3.3305460883623594e-06,9.9759725571762419e-07,7.2119242799695887e-07,5.0214607239667847e-08,5.4031790528909338e-09,2.5866390343351971e-07,2.1454723762602907e-09,0.00028053280936962834,6.1101441809713623e-10,9.9728432993312821e-08,0.00059792683504323273,5.374801499582968e-08,6.9161597514917034e-07,1.0119874285394701e-07,2.8360435727246387e-07,1.1496196989175128e-08,3.5764940781575668e-09,4.0544045628140441e-15,1.0927153244537418e-08,1.4476401699247335e-05
3.883599494835443e-08,0.2538446514218047,76.950000000000003,0.0,0.0,0.0,1.980932052570233e-05,9.4999832832234947,0.0012094116410577558,0.0073853478322985352,1.1366096286164085e-10,1.8897058109577921e-12,8.6741438517698987e-10,6.4239522026949402e-07,0.015392735507580784,5.0092062738688962e-06,9.1733286215009674e-21,7.3449779978358072e-10,0.0002369280690523644,0.93586742631503783,0.00045584965733952101,1.8805406704539018e-14,1.2150407409132391e-12,1.2448642756898126e-07,1.239707040984037e-12,0.00036155413330804834,1.30877564687706e-10,0.015733108980839631,0.015992334816269872,2.1667426831503486e-06,1.1260699599871755e-06,6.1857039316514142e-09,0.0074989724416162137,2.0543065862544601e-06,5.335414261814067e-07,1.4033631579721065e-06,1.5097612581720688e-06,6.8757894638908134e-06,0.0001027534508317287,0.013973416548205126,1.0863984119910828e-11,4.2326801556532227e-12,1.7982768730516729e-06,6.0820442120433294e-07,1.4049543906405038e-08,0.00016506896148124373,0.00051024716657920726,2.380969740385101e-05,6.6468569293065177e-07,2.1655731923415421e-06,2.339229313202547e-07,1.9329269880244579e-06,6.6278336105292039e-08,1.5858053874441887e-08,3.3645145552418987e-06,1.0060452461010512e-06,7.2071996873694074e-07,5.0726759306946907e-08,5.3996382792158704e-09,2.6062775694399687e-07,2.1618615562453392e-09,0.0002829078032870984,6.1725905967415055e-10,1.0037146095789902e-07,0.00060559260890069306,5.4437097061158784e-08,6.9879144612324412e-07,1.024961735690163e-07,2.8724064256098851e-07,1.1615482496128181e-08,3.6134651642776126e-09,4.1063888545540154e-15,1.1043861785092986e-08,1.4631058916067249e-05
