Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672)
2.2787692799259288e-10,0.17275807733206766,76.950000000000003,0.0,0.0,0.0,0.99932505071828748,9.4999467929837653,1.9309282807829758e-05,0.00028077864670128234,0.00022946096873410708,5.2200746620534706e-05,1.5481309639718857e-10,2.1703495687392345e-07,3.6950880852796523e-05,1.0049629648951915e-06,6.7998464650503242e-13,1.1100566792251544e-09,8.5780191623467845e-10,5.3784902865285741e-05,5.3368796978097004e-07,8.9072145592396594e-15,7.8805219202228334e-17,6.3774131663775395e-15,7.2956157323145577e-17,4.7840930499851419e-10,7.9192565872874384e-08,4.4320425338116331e-08,4.4356628696396779e-08,2.2328602249240168e-11,1.3874697172000838e-11,3.4504370467173984e-18,1.9990798368605847e-09,2.0048311887029903e-12,6.0421201235465285e-13,1.0186013080151155e-17,2.255354933899022e-12,1.0295134471102529e-14,9.6223460827734144e-18,5.7819141577179251e-07,3.5211305843213245e-17,1.0577535446221263e-17,6.3665657137456601e-10,7.6059815448757719e-11,6.5565020976364661e-12,7.1535228439360512e-10,3.849095407665937e-10,9.6212421694542885e-18,8.5427866636530341e-15,2.658289101521255e-14,2.6034035272044211e-14,5.3646160386577328e-16,5.8308855740269927e-16,2.0402209236534119e-17,1.2881866727328705e-12,8.2512219689079586e-17,1.5479924319748206e-18,3.9153225058330378e-14
2.2993995515934256e-10,0.17275807619771208,76.950000000000003,0.0,0.0,0.0,0.99931893927556681,9.4999462177091765,1.9483997192939655e-05,0.00028331879153125809,0.00023144198205483424,5.2766854528882404e-05,1.5621371840240102e-10,2.170336851561666e-07,3.7286065587175585e-05,1.0140948452513782e-06,6.8735897337536076e-13,1.1424659407839639e-09,8.8274273375755991e-10,5.4272803927559578e-05,5.4339032857206066e-07,8.9881490882365362e-15,7.9420880778972614e-17,6.6124158696412152e-15,7.5088487817616692e-17,4.8678266377037537e-10,8.0306091495907023e-08,4.5384424842165248e-08,4.5421498745911017e-08,2.2865004701284869e-11,1.420883673131385e-11,3.4817938046800706e-18,2.03540639492223e-09,2.0412846780515006e-12,6.1523360461111272e-13,1.0783448953914224e-17,2.3162986486753379e-12,1.0527929751051566e-14,1.0187155385238517e-17,5.8343970040551894e-07,3.616279865577393e-17,1.0863360661780838e-17,6.3969814398169422e-10,7.6128400460422643e-11,6.5573431106047525e-12,7.1965275708927393e-10,3.9073786983564393e-10,1.0185975542023229e-17,8.814947866540354e-15,2.7618055620382553e-14,2.704394497752558e-14,5.6236716360963642e-16,5.9384999583224123e-16,2.1552103103936474e-17,1.3115541382126302e-12,8.6534840438212604e-17,1.6377287640011727e-18,3.9878094954583446e-14
2.3200298232609223e-10,0.17275807506325555,76.950000000000003,0.0,0.0,0.0,0.99931282781529773,9.4999456423687541,1.965870983024534e-05,0.0002858589042630904,0.00023342287917354164,5.3333027749430418e-05,1.5761412604695132e-10,2.1703241343423501e-07,3.7621248141621526e-05,1.023226609232381e-06,6.9473411717390636e-13,1.175500907021131e-09,9.0816506982847742e-10,5.4760702064038264e-05,5.5318000743744197e-07,9.0690923214479546e-15,8.0396877721311555e-17,6.8536820192958062e-15,7.7262046282187939e-17,4.9522260360714665e-10,8.1423437763620925e-08,4.6463306373800307e-08,4.6501263020454577e-08,2.3408915106194e-11,1.4547665614021817e-11,3.5131503746041267e-18,2.0720594347904045e-09,2.0780659882705066e-12,6.2635482550385983e-13,1.140973713816823e-17,2.3783118514062261e-12,1.0763644016912981e-14,1.0779271103270369e-17,5.8868798632142678e-07,3.713099129264749e-17,1.1154202258622235e-17,6.4270785192313959e-10,7.6195532659636121e-11,6.5581746959317981e-12,7.2392842833097197e-10,3.9659230701639409e-10,1.077801089553032e-17,9.0930123737825985e-15,2.8683257364674535e-14,2.8082958715372424e-14,5.8926341473793361e-16,6.0470967840938867e-16,2.2754901159409212e-17,1.3351307710149942e-12,9.0713470956260656e-17,1.7317580788500111e-18,4.0609589251381529e-14
2.3406600949284193e-10,0.1727580739287064,76.950000000000003,0.0,0.0,0.0,0.99930671633748858,9.4999450669665109,1.983342071975054e-05,0.00028839898488962356,0.0002354036640986206,5.3899262265555519e-05,1.5901474302771211e-10,2.170311417081306e-07,3.7956428516129312e-05,1.0323582568142518e-06,7.0211009856800665e-13,1.2091675017952991e-09,9.3407352834244386e-10,5.5248597274865603e-05,5.6305700421407577e-07,9.1500232669959606e-15,8.0958272787769461e-17,7.1013133701819709e-15,7.9477224220548646e-17,5.0372897561022878e-10,8.2544552832830129e-08,4.7557120560377859e-08,4.7595972189000092e-08,2.3960359034183107e-11,1.4891199859857259e-11,3.5445067564988134e-18,2.1090389404422883e-09,2.1151751032172938e-12,6.375756751112953e-13,1.2065972639332381e-17,2.4414031978085343e-12,1.1002283856925308e-14,1.1399731316374621e-17,5.939362731377515e-07,3.8116014729435297e-17,1.1450099800836545e-17,6.4568603765126481e-10,7.6261265697695133e-11,6.5589969674894122e-12,7.2817958122540837e-10,4.0247255472956779e-10,1.1398386096144397e-17,9.3770469165368314e-15,2.9779071830606948e-14,2.9151626135954432e-14,6.1717836014436983e-16,6.1566760031059785e-16,2.4012489838064531e-17,1.3589165481394732e-12,9.5052622207666719e-17,1.8302426572019584e-18,4.134770722022364e-14
2.361290366595916e-10,0.17275807279407213,76.950000000000003,0.0,0.0,0.0,0.99930060484214678,9.4999444915062377,2.0008129861458967e-05,0.0002909390334045429,0.00023738434062680331,5.4465554272257514e-05,1.6041515210669967e-10,2.1702986997785539e-07,3.8291606710693881e-05,1.0414897879729993e-06,7.0948679610969002e-13,1.2434716474235383e-09,9.6047271079704949e-10,5.5736489560185159e-05,5.7302131673870674e-07,9.2309625988067303e-15,8.1862848568931011e-17,7.3554121997916292e-15,8.1734413055211909e-17,5.1230163121467627e-10,8.3669385590284052e-08,4.8665917338365738e-08,4.8705676229063962e-08,2.4519361706492682e-11,1.5239455289620828e-11,3.5758629503733613e-18,2.1463448958687827e-09,2.152612006763145e-12,6.4889615350673011e-13,1.2753280716142489e-17,2.5055813274260661e-12,1.1243855807345509e-14,1.2049602868904963e-17,5.9918456047834123e-07,3.9118007925633312e-17,1.1751094820420819e-17,6.4863303993585644e-10,7.6325651122758023e-11,6.559810037421275e-12,7.3240649563941698e-10,4.0837831881134865e-10,1.2048167766780609e-17,9.6671182285436345e-15,3.0906080008334584e-14,3.0250501816544371e-14,6.4614051791740385e-16,6.2672375671639022e-16,2.5326803323567161e-17,1.3829114465890703e-12,9.9556891818387584e-17,1.9333493124253966e-18,4.2092448132719355e-14
2.381920638263413e-10,0.17275807165936014,76.950000000000003,0.0,0.0,0.0,0.99929449332928022,9.4999439159915422,2.0182837255374349e-05,0.00029347904980074949,0.00023936491235665859,5.5031900162665221e-05,1.6181572170716249e-10,2.1702859824341122e-07,3.8626782725310218e-05,1.0506212026846673e-06,7.1686422629945697e-13,1.2784192647388547e-09,9.8736721927290296e-10,5.6224378920140066e-05,5.8307294284786396e-07,9.3118920567374484e-15,8.2449448281498555e-17,7.6160812975914359e-15,8.4034004124256088e-17,5.2094042218551786e-10,8.4797885634120227e-08,4.9789745969471023e-08,4.9830424442847347e-08,2.5085948003530812e-11,1.5592447510294081e-11,3.607218956236974e-18,2.1839772850744268e-09,2.1903766827928915e-12,6.6031626075845576e-13,1.3472817148382865e-17,2.5708548638208447e-12,1.1488366354801458e-14,1.272998162902409e-17,6.0443284797248279e-07,4.0137101981622454e-17,1.205722687110724e-17,6.5154919393657032e-10,7.6388738485459276e-11,6.5606140161981215e-12,7.3660944826607489e-10,4.1430930844296662e-10,1.2728451545900005e-17,9.9632930445735533e-15,3.2064868246273854e-14,3.138014521171721e-14,6.7617892131826336e-16,6.3787814281132915e-16,2.6699823849757491e-17,1.4071154433702526e-12,1.042309641709412e-16,2.0412494353113382e-18,4.2843811260587874e-14
2.40255090993091e-10,0.17275807052457715,76.950000000000003,0.0,0.0,0.0,0.99928838179889667,9.4999433404258369,2.0357542901500423e-05,0.00029601903407185998,0.0002413453826988822,5.5598296517748294e-05,1.6321610482726693e-10,2.1702732650480016e-07,3.8961956559973268e-05,1.0597525009252603e-06,7.2424228479992845e-13,1.3140162731341391e-09,1.0147616537580532e-09,5.6712265354873195e-05,5.9321188037786086e-07,9.3928288413470607e-15,8.3335423102446997e-17,7.8834239596894261e-15,8.6376388688580061e-17,5.296452006172963e-10,8.5930003263117802e-08,5.0928655049550393e-08,5.097026546615389e-08,2.5660142469377699e-11,1.5950191917864938e-11,3.6385747740988383e-18,2.2219360920774315e-09,2.2284691152051811e-12,6.7183599692976427e-13,1.4225768770745673e-17,2.6372324145708045e-12,1.1735821937987752e-14,1.3441992999767852e-17,6.0968113525479114e-07,4.1173434588496511e-17,1.2368537158388609e-17,6.5443483123801371e-10,7.6450575416790171e-11,6.5614090126533069e-12,7.407887126577911e-10,4.202652361151803e-10,1.3440362598341022e-17,1.0265638099028599e-14,3.3256028253489746e-14,3.2541120651113952e-14,7.0732312346892911e-16,6.4913075378403286e-16,2.8133582428122208e-17,1.4315285154929547e-12,1.090796112888699e-16,2.1541190790431932e-18,4.3601795875658119e-14
2.423181181598407e-10,0.1727580693897297,76.950000000000003,0.0,0.0,0.0,0.99928227025100425,9.4999427648123511,2.0532246799840905e-05,0.00029855898621082073,0.000243325754885615,5.616474009700074e-05,1.6461662576177938e-10,2.1702605476202402e-07,3.9297128214678004e-05,1.0688836826708117e-06,7.3162098529432222e-13,1.3502685906031944e-09,1.0426606146363329e-09,5.7200148864527077e-05,6.0343812716479475e-07,9.4737568740707811e-15,8.3948988730458237e-17,8.1575439842870083e-15,8.8761957931862831e-17,5.3841581893403218e-10,8.7065689467252878e-08,5.2082692516392728e-08,5.2125247276178654e-08,2.6241969315715208e-11,1.6312703699795554e-11,3.6699304039681176e-18,2.2602213009097348e-09,2.2668892879123793e-12,6.8345536207896047e-13,1.501335403911424e-17,2.7047225712816916e-12,1.1986228949208189e-14,1.4186792461038385e-17,6.1492942196511085e-07,4.2227136838183857e-17,1.2685065197623422e-17,6.5729027987942076e-10,7.6511207699053975e-11,6.5621951340145465e-12,7.4494455925455906e-10,4.2624581759790337e-10,1.4185056157068653e-17,1.0574220124619505e-14,3.4480157108843593e-14,3.3733997343435592e-14,7.3960320261742071e-16,6.6048158482719296e-16,2.9630159627750845e-17,1.4561506399705853e-12,1.1410769381848557e-16,2.272139049445573e-18,4.4366401249869024e-14
2.443811453265904e-10,0.172758068254824,76.950000000000003,0.0,0.0,0.0,0.99927615868561037,9.4999421891541562,2.0706948950399527e-05,0.00030109890621120332,0.0002453060319795517,5.6731227829333357e-05,1.6601698420261583e-10,2.1702478301508471e-07,3.9632297689419416e-05,1.0780147478973201e-06,7.3900023601065617e-13,1.3871821337814815e-09,1.071068700422609e-09,5.7688029449243947e-05,6.1375168104454674e-07,9.5546910462553472e-15,8.4814509582153511e-17,8.4385456665235734e-15,9.1191102965225956e-17,5.4725212988876605e-10,8.8204895917530458e-08,5.3251905658259934e-08,5.3295417200056032e-08,2.683145242614298e-11,1.667999783773035e-11,3.7012858458539572e-18,2.2988328956170318e-09,2.3056371848407135e-12,6.9517435625938216e-13,1.5836823562534849e-17,2.7733339095875622e-12,1.223959373592897e-14,1.4965566079104437e-17,6.2017770774841378e-07,4.3298345414324494e-17,1.3006851927195566e-17,6.6011586438873387e-10,7.657067933675192e-11,6.5629724859368743e-12,7.4907725541604697e-10,4.3225077190581736e-10,1.4963718032436583e-17,1.0889105851084709e-14,3.5737857263354759e-14,3.4959349374244866e-14,7.7304976675926775e-16,6.7193063113758519e-16,3.1191686298866407e-17,1.4809817938200313e-12,1.1932016190384372e-16,2.395494990387004e-18,4.5137626655269572e-14
2.464441724933401e-10,0.17275806711986574,76.950000000000003,0.0,0.0,0.0,0.99927004710272294,9.4999416134541512,2.0881649353180027e-05,0.00030363879406600014,0.00024728621688279681,5.7297756804219699e-05,1.6741745955526449e-10,2.1702351126398417e-07,3.9967464984192458e-05,1.0871456965808091e-06,7.4638004720681204e-13,1.4247628179864144e-09,1.0999905098871439e-09,5.8175907109165693e-05,6.2415253985278132e-07,9.6356174997759357e-15,8.5448654665863033e-17,8.7265337929145353e-15,9.3664214828553773e-17,5.5615398656281534e-10,8.9347574955372263e-08,5.4436341122915411e-08,5.4480821923895624e-08,2.7428615360738374e-11,1.7052089110358488e-11,3.7326410997654796e-18,2.3377708602587954e-09,2.3447127899302199e-12,7.0699297951942265e-13,1.669746061384743e-17,2.8430749891944972e-12,1.2495922602325541e-14,1.5779530995941382e-17,6.254259922546932e-07,4.4387191393464468e-17,1.333393682515019e-17,6.629119058196224e-10,7.6629032626753349e-11,6.5637411725362053e-12,7.5318706545623459e-10,4.3827982126132862e-10,1.5777565101291313e-17,1.1210362003948612e-14,3.7029736537984146e-14,3.6217755699591174e-14,8.0769395782928572e-16,6.834778879160769e-16,3.282034425992326e-17,1.5060219540616594e-12,1.2472205599102632e-16,2.5243774662446346e-18,4.5915471364018902e-14
2.485071996600898e-10,0.17275806598486057,76.950000000000003,0.0,0.0,0.0,0.99926393550235004,9.4999410377150948,2.1056348008186128e-05,0.00030617864976874401,0.00024926631234530733,5.7864324263254601e-05,1.6881779176785089e-10,2.1702223950872425e-07,4.0302630098992108e-05,1.0962765286972735e-06,7.5376033811131758e-13,1.4630165572563618e-09,1.1294306401387067e-09,5.8663781844433878e-05,6.3464070142494751e-07,9.7165491344080331e-15,8.6297112462945866e-17,9.0216136357694893e-15,9.6181684493909599e-17,5.6512124236497891e-10,9.0493679582096662e-08,5.5636044926633004e-08,5.5681507501798604e-08,2.8033481360608094e-11,1.7428992096270027e-11,3.7639961657117877e-18,2.3770351789082849e-09,2.3841160871348009e-12,7.1891123190255303e-13,1.7596581638544676e-17,2.9139543538997711e-12,1.2755221810783395e-14,1.6629935917011804e-17,6.3067427513886218e-07,4.5493810533536211e-17,1.3666360580097348e-17,6.6567872178875926e-10,7.6686308226137024e-11,6.5645012964221677e-12,7.5727425067823415e-10,4.4433269105736067e-10,1.6627845794514013e-17,1.1538055303323782e-14,3.8356408120615308e-14,3.7509800138906295e-14,8.4356745581102916e-16,6.9512335036763298e-16,3.4518366979624658e-17,1.5312710977193142e-12,1.3031850761991503e-16,2.6589820443693173e-18,4.6699934648386202e-14
2.505702268268395e-10,0.17275806484981354,76.950000000000003,0.0,0.0,0.0,0.99925782388449913,9.4999404619395893,2.1231044915421572e-05,0.00030871847331246624,0.0002512463209728735,5.8430927592175001e-05,1.7021822256548936e-10,2.1702096774930674e-07,4.0637793033813379e-05,1.105407244222728e-06,7.6114111635626347e-13,1.5019492643883112e-09,1.1593936884290293e-09,5.9151653655189739e-05,6.4521616359627801e-07,9.797473956513467e-15,8.6949491383247524e-17,9.3238909477266054e-15,9.8743902867404488e-17,5.7415375103077849e-10,9.1643163448689503e-08,5.6851062462997259e-08,5.689751936466522e-08,2.8646073352333411e-11,1.7810721176745908e-11,3.7953510437019657e-18,2.4166258356525639e-09,2.4238470604222095e-12,7.3092911344734464e-13,1.8535536768692128e-17,2.9859805316342228e-12,1.3017497583338491e-14,1.7518061603980584e-17,6.3592255606065381e-07,4.6618333811385863e-17,1.4004162614732631e-17,6.6841662651235811e-10,7.6742545217129341e-11,6.5652529587298132e-12,7.6133906940841653e-10,4.5040910982091055e-10,1.7515840589492399e-17,1.1872252462758516e-14,3.971849056361595e-14,3.8836071368440448e-14,8.8070248288889131e-16,7.068670137013213e-16,3.6288040264958172e-17,1.5567292018203197e-12,1.3611474022433036e-16,2.7995093785850692e-18,4.7491015780750805e-14
2.526332539935892e-10,0.17275806371472988,76.950000000000003,0.0,0.0,0.0,0.99925171224917808,9.4999398861301056,2.1405740074890083e-05,0.00031125826469066573,0.00025322624523465989,5.8997564313319819e-05,1.7161852714053523e-10,2.1701969598573364e-07,4.0972953788651208e-05,1.1145378431331615e-06,7.6852231089382564e-13,1.5415668509740477e-09,1.1898842505268003e-09,5.9639522541574243e-05,6.558789242017888e-07,9.8784031216044689e-15,8.7783897266088561e-17,9.6334719563990081e-15,1.0135126079196224e-16,5.8325136662172948e-10,9.279598084584759e-08,5.8081438511508761e-08,5.8128902328807151e-08,2.9266413952317391e-11,1.8197290538486002e-11,3.8267057337450716e-18,2.456542814592507e-09,2.463905693774075e-12,7.4304662418748712e-13,1.9515710341199496e-17,3.0591620344803118e-12,1.3282756103059815e-14,1.844522137169058e-17,6.4117083468452552e-07,4.7760896123114001e-17,1.434738338155744e-17,6.7112593084203564e-10,7.6797781169265155e-11,6.5659962591501875e-12,7.653817770298962e-10,4.565088091773093e-10,1.8442862506848764e-17,1.2213020188128497e-14,4.1116607781878102e-14,4.019716291514455e-14,9.1913180763256441e-16,7.1870887313031762e-16,3.8131702954200673e-17,1.5823962433954792e-12,1.421160699387823e-16,2.9461652936229686e-18,4.828871403360218e-14
2.546962811603389e-10,0.17275806257961412,76.950000000000003,0.0,0.0,0.0,0.999245600596395,9.4999393102889957,2.1580433486595408e-05,0.00031379802389640786,0.00025520608747034706,5.9564232078489992e-05,1.7301891456870215e-10,2.1701842421800671e-07,4.1308112363500616e-05,1.1236683254045818e-06,7.7590392720125352e-13,1.5818752274351038e-09,1.2209069222507535e-09,6.0127388503727977e-05,6.6662898107628102e-07,9.9593262521781546e-15,8.8451962266027397e-17,9.9504633590934992e-15,1.0400414904933729e-16,5.9241394352461907e-10,9.3952086694239758e-08,5.9327217246042635e-08,5.937570060441307e-08,2.9894525471057847e-11,1.8588714176290643e-11,3.8580602358501496e-18,2.496786099842813e-09,2.5042919711859085e-12,7.5526376415181002e-13,2.0538521418651625e-17,3.1335073587109111e-12,1.3551003515379767e-14,1.9412761587696892e-17,6.4641911067956632e-07,4.8921628286960273e-17,1.4696062235422826e-17,6.738069423002379e-10,7.6852052199027559e-11,6.566731295959964e-12,7.6940262601558874e-10,4.6263152381495883e-10,1.9410257609722664e-17,1.256042517657028e-14,4.2551389050999449e-14,4.1593673150691458e-14,9.5888874918301809e-16,7.3064892387190972e-16,4.0051747612056414e-17,1.608272199479077e-12,1.4832790640665579e-16,3.099160870225352e-18,4.9093028679539917e-14
2.567593083270886e-10,0.17275806144447084,76.950000000000003,0.0,0.0,0.0,0.99923948892615733,9.4999387344184694,2.1755125150541275e-05,0.00031633775092316244,0.0002571858498969002,6.0130928662180773e-05,1.7441919041629171e-10,2.1701715244612785e-07,4.1643268758356567e-05,1.132798691012974e-06,7.8328590274506696e-13,1.6228803030563717e-09,1.2524662980912844e-09,6.0615251541791243e-05,6.7746633205433857e-07,1.0040252999971856e-14,8.9274630217229304e-17,1.0274972317590091e-14,1.0670295836249287e-16,6.0164133645078324e-10,9.5111436534958008e-08,6.058844224318328e-08,6.0637957803890124e-08,3.0530429917357516e-11,1.8985005895702774e-11,3.8894145500262184e-18,2.5373556755320118e-09,2.5450058766671122e-12,7.6758053336430106e-13,2.1605424311928626e-17,3.209024984808711e-12,1.3822245929376021e-14,2.0422062173628762e-17,6.5166738371940625e-07,5.0100664396805946e-17,1.5050239405825423e-17,6.7645996511534032e-10,7.6905393027135872e-11,6.5674581660501991e-12,7.7340186596093962e-10,4.6877699145044356e-10,2.0419405504877469e-17,1.2914534115454869e-14,4.4023469005458708e-14,4.3026205285500426e-14,1.0000071814268955e-15,7.4268716114750208e-16,4.2050621225713376e-17,1.634357047108877e-12,1.5475575358763253e-16,3.2587125308088227e-18,4.9903958991273798e-14
2.588223354938383e-10,0.1727580603093042,76.950000000000003,0.0,0.0,0.0,0.99923337723847316,9.4999381585206368,2.192981506673143e-05,0.00031887744576402413,0.00025916553461498569,6.0697651955165837e-05,1.7581953549290813e-10,2.1701588067009883e-07,4.1978422973214081e-05,1.1419289399343386e-06,7.906682412480542e-13,1.6645879860185821e-09,1.2845669725133436e-09,6.110311165590402e-05,6.8839097497033026e-07,1.0121174387155474e-14,8.9956232437760563e-17,1.060710645297704e-14,1.0944807939760057e-16,6.1093340043538561e-10,9.6273986520151281e-08,6.1865156490438272e-08,6.1915716950084708e-08,3.117414900247354e-11,1.9386179315611772e-11,3.920768676282279e-18,2.5782515258024677e-09,2.5860473942409836e-12,7.7999693184412384e-13,2.2717909104573736e-17,3.2857233775036089e-12,1.4096489419006668e-14,2.1474537108340511e-17,6.5691565348212897e-07,5.1298135062419685e-17,1.5409954169024467e-17,6.7908530025642809e-10,7.6957837033580428e-11,6.5681769649542613e-12,7.7737974361632656e-10,4.7494495279400977e-10,2.1471719845592159e-17,1.3275413681399746e-14,4.5533487636781043e-14,4.4495367362761064e-14,1.0425215371592487e-15,7.548235801826182e-16,4.4130825901772195e-17,1.6606507633261255e-12,1.6140521056432966e-16,3.4250421256836415e-18,5.0721504241623796e-14
2.60885362660588e-10,0.17275805917411832,76.950000000000003,0.0,0.0,0.0,0.99922726553335006,9.4999375825974859,2.2104503235169604e-05,0.00032141710841243783,0.00026114514361505399,6.1264399958416418e-05,1.7721978164229611e-10,2.1701460888992148e-07,4.231357500806813e-05,1.1510590721446557e-06,7.9805088765246096e-13,1.7070041834295185e-09,1.3172135387880302e-09,6.1590968846205951e-05,6.9940290765840854e-07,1.0202098764030755e-14,9.0769179037138831e-17,1.0946973840547019e-14,1.1223990276616255e-16,6.202899908366938e-10,9.7439693403840801e-08,6.3157402394330554e-08,6.3209020484381178e-08,3.1825704144205062e-11,1.9792247870818579e-11,3.9521226146273102e-18,2.6194736348103846e-09,2.6274165079447165e-12,7.9251295960563608e-13,2.3877502179018472e-17,3.3636109857935872e-12,1.437374002430013e-14,2.2571634932956774e-17,6.6216391965018627e-07,5.251417362495843e-17,1.5775246542562681e-17,6.8168324546773687e-10,7.7009416310481209e-11,6.5688877868749449e-12,7.8133650291912404e-10,4.8113515151542493e-10,2.2568648836443522e-17,1.3643130539318025e-14,4.7082090291720468e-14,4.6001772252481505e-14,1.0864668122372956e-15,7.6705817620690336e-16,4.6294919564247483e-17,1.6871533251755509e-12,1.6828197234859741e-16,3.5983770198496791e-18,5.154566370352008e-14
2.629483898273377e-10,0.1727580580389169,76.950000000000003,0.0,0.0,0.0,0.9992211538107959,9.4999370066509066,2.2279189655859551e-05,0.00032395673886152402,0.00026312467878310291,6.1831170777338287e-05,1.7862008523705297e-10,2.1701333710559763e-07,4.2648724862913713e-05,1.1601890876199206e-06,8.0543384426777521e-13,1.7501348013541645e-09,1.3504105900999061e-09,6.2078823112836419e-05,7.1050212795251005e-07,1.0283018363272428e-14,9.1462514349772945e-17,1.1294683004751754e-14,1.1507881902692371e-16,6.2971096333535955e-10,9.8608514532913324e-08,6.446522178836858e-08,6.4517910274678637e-08,3.2485116470919513e-11,2.02032248145622e-11,3.9834763650702729e-18,2.6610219867258106e-09,2.6691132018294125e-12,8.0512861665840731e-13,2.5085766744700383e-17,3.4426962429807256e-12,1.4654003752501326e-14,2.3714839257846373e-17,6.674121819103153e-07,5.3748910443465033e-17,1.6146155714856742e-17,6.8425409530274793e-10,7.7060161712849995e-11,6.5695907247107995e-12,7.8527238502542018e-10,4.8734733421022594e-10,2.3711675740013225e-17,1.4017751341503423e-14,4.8669927670473062e-14,4.7546037645573142e-14,1.1318785697266096e-15,7.7939094445412626e-16,4.8545516653722915e-17,1.7138647097053641e-12,1.7539183068770206e-16,3.7789501803778687e-18,5.2376436650003057e-14
2.650114169940874e-10,0.1727580569037036,76.950000000000003,0.0,0.0,0.0,0.99921504207081868,9.4999364306826877,2.2453874328805001e-05,0.00032649633710470576,0.00026510414190613989,6.2397962616310385e-05,1.800203008484258e-10,2.1701206531712917e-07,4.298387253774585e-05,1.1693189863361097e-06,8.1281706260115058e-13,1.793985744843659e-09,1.3841627185566761e-09,6.2566674455934417e-05,7.2168863368635553e-07,1.03639404091541e-14,9.22674514986581e-17,1.1650342914217581e-14,1.1796521868780065e-16,6.3919617393370034e-10,9.9780407838287138e-08,6.5788655940897393e-08,6.5842427623248512e-08,3.315240682551846e-11,2.0619123221008281e-11,4.0148299276201064e-18,2.7028965657326361e-09,2.7111374599600723e-12,8.1784390300723542e-13,2.6344303368041502e-17,3.5229875666931574e-12,1.4937286579175644e-14,2.4905669271495494e-17,6.7266043995345808e-07,5.5002478148554152e-17,1.6522721501082438e-17,6.8679814115793936e-10,7.7110102907338291e-11,6.5702858700816882e-12,7.8918762834139154e-10,4.9358125036635038e-10,2.4902319385490118e-17,1.4399342726749663e-14,5.0297655824921337e-14,4.9128786047972025e-14,1.1787929440399202e-15,7.918218801621812e-16,5.0885288827633759e-17,1.7407848939672585e-12,1.8274067487041667e-16,3.9670002643760132e-18,5.3213822354223374e-14
2.670744441608371e-10,0.17275805576848188,76.950000000000003,0.0,0.0,0.0,0.99920893031342617,9.4999358546945309,2.2628557254009712e-05,0.00032903590313512608,0.00026708353467735891,6.2964773773509149e-05,1.8142056371377619e-10,2.1701079352451777e-07,4.3319018032559519e-05,1.1784487682692122e-06,8.2020054383173295e-13,1.8385629179632405e-09,1.4184745161303854e-09,6.3054522875638671e-05,7.3296242269344964e-07,1.0444858181680555e-14,9.2970987825780577e-17,1.2014062976817943e-14,1.2089949220767888e-16,6.4874547895498167e-10,1.0095533182624605e-07,6.7127745562832448e-08,6.7182613274474633e-08,3.3827595769344353e-11,2.1039955987700544e-11,4.0461833022857279e-18,2.7450973560285915e-09,2.7534892664155982e-12,8.306588186521619e-13,2.76547505042378e-17,3.6044933589198614e-12,1.5223594449272356e-14,2.6145680251233665e-17,6.7790869347468318e-07,5.6275006813198182e-17,1.6904982993964127e-17,6.8931567130619553e-10,7.7159268419051778e-11,6.5709733133536162e-12,7.9308246855433723e-10,4.9983665233114528e-10,2.6142134679121597e-17,1.478797131950313e-14,5.1965936156906149e-14,5.0750644774793927e-14,1.2272466450683859e-15,8.0435097857308854e-16,5.3316965661622085e-17,1.7679138550164123e-12,1.9033449253298847e-16,4.1627717075350669e-18,5.4057820089441939e-14
2.691374713275868e-10,0.172758054633255,76.950000000000003,0.0,0.0,0.0,0.99920281853862591,9.4999352786880387,2.2803238431477417e-05,0.00033157543694618954,0.00026906285870104634,6.3531602636003422e-05,1.8282074805938124e-10,2.1700952172776527e-07,4.3654161347349739e-05,1.1875784333952017e-06,8.2758424523332964e-13,1.883872223819078e-09,1.4533505738181489e-09,6.3542368372087549e-05,7.4432349280708158e-07,1.0525777930967764e-14,9.3769371033187381e-17,1.2385953034804656e-14,1.2388202999818191e-16,6.5835873504270231e-10,1.0213324556993543e-07,6.8482530815279185e-08,6.8538507422479137e-08,3.4510703586029434e-11,2.1465735837975932e-11,4.0775364890760367e-18,2.7876243418252475e-09,2.7961686052887915e-12,8.4357336358848843e-13,2.9018785030815401e-17,3.6872220060335253e-12,1.5512933278148938e-14,2.7436464075771624e-17,6.8315694217310956e-07,5.7566628393417609e-17,1.7292979814626805e-17,6.9180697092988176e-10,7.7207685676509172e-11,6.5716531436628586e-12,7.9695713866337879e-10,5.061132952787513e-10,2.7432713116472821e-17,1.5183703729047449e-14,5.3675435416524168e-14,5.2412245944520492e-14,1.2772769623052775e-15,8.1697823493299498e-16,5.5843335351918371e-17,1.7952515699114873e-12,1.9817937046496365e-16,4.3665148132528695e-18,5.4908429129029941e-14
