Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423),S(1534),C7H9(448),S(1600),C7H9(55),H2O(1361),S(1592),C7H9(1672),S(1837),S(1596),S(1656),S(1234),C7H9(1617),S(1238),C7H9(1221),S(2135),C7H9(45),S(2133),S(2134),S(376),C7H9(418),S(2170),C7H9(1844),C7H9(2013),S(2054),C5H7(447),S(308),S(2063),HO2(26),S(794),OO(1533),S(995),S(1218),S(2281),S(2282),S(1827),S(971),S(805),S(887),S(3335),S(1971),C7H8(1663),S(3456),C7H9(2067),C7H9(2027),S(3692),S(3691),S(2237)
3.500603176554314e-19,0.25967023258248983,76.950000000000003,0.0,0.0,0.0,0.9999999999992174,9.5,3.0692190741858821e-14,2.9911498224237699e-13,2.9911469046976975e-13,2.6992939565908928e-22,2.6935569534688888e-22,1.5364905158700009e-13,2.6911993323589659e-20,1.663785449959619e-22,2.1718076094749141e-32,4.8311799750793246e-37,2.8725930437076039e-26,3.9376045239666982e-20,7.8871709132962563e-25,2.6474613649981017e-32,3.9907710756832589e-37,1.0082700694060462e-39,4.2431932388754829e-50,6.9104269721457637e-34,3.3308780219957618e-25,4.3882504314266106e-34,4.3882504336409974e-34,1.9533562386650692e-43,2.610106543870138e-44,1.3575092784091532e-39,1.6226500582383872e-25,1.547608163153179e-34,1.0339696956893063e-35,1.8617591675634383e-78,1.0270136144765564e-43,1.4898297482461107e-38,1.7503542463435479e-78,4.2316356649531441e-22,3.5888780795580764e-53,3.5886012430818578e-53,2.8007290084684861e-31,8.4722866573580047e-32,1.8650742315143063e-24,2.8006559742673973e-31,2.4351849261160373e-40,1.7503542463424081e-78,3.0912163953551816e-47,3.6880477100125447e-49,5.2994075096795689e-56,4.7126431602652559e-66,2.8477276317717397e-39,7.0553452312499783e-76,3.1014723407223919e-30,3.2890803677008424e-60,6.9268187703001158e-77,4.2510428318171114e-39,3.3604194818821368e-87,7.8304177168407084e-82,1.1094841223335325e-90,2.8494397417178906e-53,3.800998037011454e-40,4.7633060542405614e-55,2.8890575487103083e-39,1.0432049174293098e-48,1.3660397732542967e-33,1.2860163412484252e-48,9.0763362665812233e-50,1.0568741121927096e-42,3.3483083697808968e-43,2.8352078434317677e-58,1.9984526741359126e-43,5.9511351523044691e-47,6.3591903188755386e-62,1.9668474933616454e-48,1.7358523006195562e-35,5.818457182698578e-63,2.9193829877246578e-19,9.0953962623846906e-34,3.6680949705449456e-34,9.0953962623846342e-34,3.0691655030011322e-57,1.354826196206381e-52,7.928637636003621e-53,5.6552123246658243e-88,6.5842002552830551e-92,5.5705087348349544e-42,2.8154268457005261e-51,1.9915858213483855e-50,5.4852816851243435e-68,4.5424182104786285e-43,7.2654912990381306e-75,2.9013045329752149e-53,9.3855621305071744e-63,1.5331631330463699e-71,3.9792057037554659e-72,1.6712430096155649e-63
7.004247711211629e-19,0.25967023258248983,76.950000000000003,0.0,0.0,0.0,0.99999999999843414,9.5,6.1411047157630181e-14,5.9848983762128679e-13,5.984892541515287e-13,1.0804210335456871e-21,1.0758359932577155e-21,3.0743145885963378e-13,1.0771806709698301e-19,6.6594763982932063e-22,1.7287031572204286e-31,3.8678816462025806e-36,1.1497858361480644e-25,1.5760673808664335e-19,3.1569238174407546e-24,2.0843073210445995e-31,3.1949070477082392e-36,8.0722912565096737e-39,6.7946293450361242e-49,5.5325414525294068e-33,1.3332192578463197e-24,3.5132685805675982e-33,3.5132685841134978e-33,3.1279109662557612e-42,4.1795700227335762e-43,1.0868319643993433e-38,6.4948265790644236e-25,1.2390254507923133e-33,8.2780392226013853e-35,2.3878910968832632e-76,1.6445588591771978e-42,1.1927689914480869e-37,2.2450032174765695e-76,1.6937564193297608e-21,1.1493684447666838e-51,1.1491911433009418e-51,2.2422846471354294e-30,6.7829762142121796e-31,7.4651520261648024e-24,2.2422261757652096e-30,3.8994661320535156e-39,2.2450032174736461e-76,4.9499703238763251e-46,3.2924330561471983e-48,1.6972352903838044e-54,3.0186668022019109e-64,2.2799127373050987e-38,9.0386138299090882e-74,1.2413971993897503e-29,5.8554756694093117e-59,8.87395838876503e-75,3.4034189331031819e-38,8.610106526340987e-85,1.0031563504684798e-79,2.8427334307045228e-88,9.1258737382695624e-52,3.0430989208825884e-39,1.5255393001384143e-53,2.3130027008928362e-38,1.670485591696049e-47,5.4677190833229055e-33,2.0593001915563976e-47,1.4533963247342625e-48,8.4614190973156455e-42,2.6806878714905824e-42,8.9443639837577879e-57,1.5999638715543744e-42,8.3461855412801102e-46,4.0733581737414788e-60,3.1495168155998213e-47,1.3897248145011159e-34,3.7269935247672617e-61,5.841306670445664e-19,7.2818370188889216e-33,1.4681949166395857e-33,7.2818370188888286e-33,9.8295873646995892e-56,2.15491480829591e-51,1.2608920483030626e-51,1.4489608347042391e-85,1.6890266871032349e-89,4.4597940648771256e-41,2.3094434236620159e-50,3.1890880081664471e-49,3.5135791205838199e-66,3.6366965433400591e-42,9.3078358442998141e-73,4.6458673565452201e-52,3.0059074606015666e-61,9.8206346413013378e-70,2.5488662662939266e-70,5.3524776241214275e-62
1.401153678052626e-18,0.2596702325824898,76.950000000000003,0.0,0.0,0.0,0.99999999999686762,9.5,1.2284875998899426e-13,1.1972395457797185e-12,1.1972383798893102e-12,4.3230914045668704e-21,4.2865378320416344e-21,6.1499586491171933e-13,4.3101225055314282e-19,2.6646569147494012e-21,1.3676479997291571e-30,3.0954810041051127e-35,4.600641004505652e-25,6.3063176601479355e-19,1.2631807322057771e-23,1.6142689878690572e-30,2.5566783837261568e-35,6.4602863194617081e-38,1.087580530728805e-47,4.4277114761239793e-32,5.334613607348177e-24,2.8116826045718951e-32,2.8116826102476296e-32,5.0066816163680411e-41,6.6900302330021787e-42,8.6979447007060514e-38,2.5987746997548939e-24,9.9159357770870892e-33,6.6249387258717083e-34,3.0596016091814183e-74,2.6323619085741041e-41,9.5457659972225563e-37,2.8765195641201778e-74,6.7772267536924733e-21,3.6792769786511513e-50,3.6781420890194904e-50,1.7945067564213614e-29,5.4284350540456937e-30,2.9870288512485905e-23,1.7944599621924983e-29,6.2416771217206349e-38,2.8765195641126866e-74,7.9231650682113898e-45,3.1787574842383875e-47,5.4334241443968093e-53,1.9327677988507876e-62,1.8246216478369418e-37,1.1574381828629457e-71,4.9672057609841917e-29,1.1257058832290816e-57,1.1363532602701822e-72,2.7237692774958252e-37,2.2051352548865011e-82,1.2845909811737454e-77,7.280527933458766e-86,2.9215040671058116e-50,2.4353869050840942e-38,4.8837711958818746e-52,1.8511051154675992e-37,2.6738601313964033e-46,2.1877998270694082e-32,3.2962165827734112e-46,2.3263805190803558e-47,6.7717068002788934e-41,2.1453734334832322e-41,2.7801324643454881e-55,1.2804358912539308e-41,1.2412254944360286e-44,2.6080590019567963e-58,5.0412722938148243e-46,1.1121822126374392e-33,2.3862914657907966e-59,1.1685166961431297e-18,5.8276660976509121e-32,5.8747000438584015e-33,5.8276660976507632e-32,3.1467868532242167e-54,3.4035299695935741e-50,1.9908825033146748e-50,3.7108103261229909e-83,4.3283567659078643e-87,3.569190625193583e-40,1.8711384178234186e-49,5.1044763588181065e-48,2.2496481682912474e-64,2.910462485364609e-41,1.1919142758668441e-70,7.4364133172443702e-51,9.6229520861011193e-60,6.2878936331983209e-68,1.631967954504597e-68,1.7135132070450273e-60
2.802611491915552e-18,0.2596702325824899,76.950000000000003,0.0,0.0,0.0,0.99999999999373457,9.5,2.4572418565100766e-13,2.3947389517929687e-12,2.3947366248619263e-12,1.729518030099517e-20,1.7004971828017654e-20,1.2301230430475047e-12,1.7243270431968808e-18,1.0660354126622705e-20,1.069802529497669e-29,2.4768553678122651e-34,1.8405559731706571e-24,2.5229338772691084e-18,5.0535454377739522e-23,1.213155775161893e-29,2.0453819727555762e-34,5.1692105671977485e-37,1.7404744117329439e-46,3.5428368830301342e-31,2.1341927940810602e-23,2.2497732542654926e-31,2.2497732633484737e-31,8.0122791033211485e-40,1.0706214503914457e-40,6.9596546883425452e-37,1.0396775639341365e-23,7.9342016204207169e-32,5.3009439102599652e-33,3.9182758826346531e-72,4.2126255791483328e-40,7.6380455255708334e-36,3.6838120366363553e-72,2.7113278924953534e-20,1.1774568438055956e-48,1.1767307746766583e-48,1.4358741529396623e-28,4.3435609664754881e-29,1.1950025713438478e-22,1.4358367114678116e-28,9.9886892496847098e-37,3.6838120366171681e-72,1.2679608134023526e-43,3.413750974931795e-46,1.7390529302662584e-51,1.2372297598101867e-60,1.4599722152066997e-36,1.4818328545181382e-69,1.987205724429326e-28,2.4046537162307938e-56,1.4548384764184853e-70,2.1794288778128605e-36,5.6463398727846349e-80,1.6446247419584108e-75,1.8642094739295299e-83,9.3507545439151121e-49,1.948652193501541e-37,1.5631304011502811e-50,1.4811653176274557e-36,4.2790316570512388e-45,8.7526238410594623e-32,5.2750042084046603e-45,3.7229658534709774e-46,5.4183941786462118e-40,1.7166381793811238e-40,8.4089098124143417e-54,1.0245089029020476e-40,1.9105667083775902e-43,1.6695087844373236e-56,8.0676586462693286e-45,8.8988273747468625e-33,1.527547975532521e-57,2.3372939245476339e-18,4.6629917132419603e-31,2.3502689279542868e-32,4.6629917132417212e-31,1.007180920247682e-52,5.3059554040673921e-49,3.1018883393225383e-49,9.5010443457620577e-81,1.1086287839660054e-84,2.8558947064394586e-39,1.5064978113216804e-48,8.1683717127869132e-47,1.4400779574341057e-62,2.3288121643677814e-40,1.5259738851812798e-68,1.1900682204347855e-49,3.0799937860125675e-58,4.0251134189552924e-66,1.0446780076322594e-66,5.4843950524085398e-59
5.605527119641404e-18,0.25967023258248983,76.950000000000003,0.0,0.0,0.0,0.99999999998746858,9.5,4.9147503697217567e-13,4.7897377233347724e-12,4.7897330887953755e-12,6.9186348900723831e-20,6.6900254360972769e-20,2.4603708634802527e-12,6.897848588234441e-18,4.2644817777461485e-20,8.1913260993780802e-29,1.981672842905834e-33,7.3628230519829348e-24,1.0092526213166413e-17,2.0215826739294475e-22,8.6491122850736522e-29,1.6359024779093977e-33,4.1357610623610128e-36,2.785015083373534e-45,2.8345305884525512e-30,8.5374658198572257e-23,1.7999894631631288e-30,1.7999894776972403e-30,1.28208178777001e-38,1.7131647627102371e-39,5.5682162604074904e-36,4.159036418389242e-23,6.3478782551345712e-31,4.2411359837671882e-32,8.7823299979612122e-70,6.7408530315898449e-39,6.1109884403251847e-35,8.2568083341005511e-70,1.0846161318084902e-19,3.7672384615564673e-47,3.7625964332552689e-47,1.1488021516529673e-27,3.4751597601228805e-28,4.7803715347853863e-22,1.1487721972650024e-27,1.598344464647914e-35,8.2568083340146846e-70,2.0289323186131991e-42,4.1238119549780706e-45,5.5655007389966123e-50,7.9190405415786956e-59,1.168084950013097e-35,1.8969321793383044e-67,7.9494696350737995e-28,5.7781392525729962e-55,1.8623760004432276e-68,1.7437080464326983e-35,1.4456054991677575e-77,2.1053314460094515e-73,4.7728479039587233e-81,2.9925405252818612e-47,1.5590260129502934e-36,5.0025112141996157e-49,1.1850447295654899e-35,6.847098879270186e-44,3.501334417608222e-31,8.4408158222089984e-44,5.9573501625535727e-45,4.33512673853006e-39,1.3734625038664891e-39,2.4241692175788436e-52,8.1962998056531589e-40,2.9965112928681011e-42,1.0685925868296856e-54,1.2909508397909364e-43,7.1192256759961151e-32,9.7772890955751399e-56,4.6748690621055971e-18,3.7307050275733905e-30,9.4018918307304132e-32,3.7307050275730079e-30,3.2233010958677162e-51,8.072540636216542e-48,4.7141405933326975e-48,2.4321801320598644e-78,5.1731651840209367e-82,2.2849325768581021e-38,1.2090659998715056e-47,1.3069276946368051e-45,9.2174260051478882e-61,1.8632265911295141e-39,1.9534442314000991e-66,1.9043028026289674e-48,9.8570267260921406e-57,2.5763499277616524e-64,6.6865940718445061e-65,1.755190820250567e-57
1.1211358375093109e-17,0.25967023258248983,76.950000000000003,0.0,0.0,0.0,0.9999999999749366,9.5,9.8297673960307667e-13,9.5797351099888939e-12,9.5797259126151579e-12,2.7675663487191763e-19,2.5901553756866656e-19,4.9208403612682352e-12,2.7592349573073372e-17,1.7058565875605288e-19,6.0327155670908519e-28,1.5854141823657503e-32,2.9452490362915264e-23,4.0371502474597888e-17,8.0866595913192943e-22,5.672910577184272e-28,1.3078914001102912e-32,3.3087658411899243e-35,4.4561634954617365e-44,2.2677192653002231e-29,3.415125175014601e-22,1.4400598752852852e-29,1.4400598985406092e-29,2.0513926806256605e-37,2.7411907983647847e-38,4.4547266356710853e-35,1.6636724187801856e-22,5.0784065163754581e-30,3.3930349633792789e-31,1.1280113478933865e-67,1.0785805927323058e-37,4.888977759898227e-34,1.0605128142949286e-67,4.3386147259034932e-19,1.2049276508148095e-45,1.2019633728457551e-45,9.1907536512264069e-27,2.7802294620806532e-27,1.9122041948176329e-21,9.1905140308849679e-27,2.5574543269035603e-34,1.0605128142728348e-67,3.2464204365528114e-41,5.5273962559303055e-44,1.7810195065430425e-48,5.0683596673580613e-57,9.3450636513550901e-35,2.4281575798250834e-65,3.1799170885488939e-27,1.5422776892660088e-53,2.383924173706367e-66,1.3950316896138075e-34,3.7008796772093382e-75,2.6949312332096323e-71,1.2218924643545299e-78,9.5765338906364214e-46,1.2472100015931992e-35,1.6008673085610165e-47,9.4808073398746814e-35,1.0955760939045981e-42,1.4005907094255236e-30,1.3505833728248941e-42,9.5322413325330473e-44,3.4682657304504255e-38,1.0988566671223987e-38,6.4712834820422746e-51,6.5564718313711439e-39,4.7458934159741774e-41,6.8392660260748786e-53,2.0656076417120879e-42,5.6948315450480125e-31,6.2577195364612215e-54,9.3501020595728787e-18,2.9846376299421166e-29,3.7609505562341854e-31,2.984637629941505e-29,1.031499900045202e-49,1.1756968864936687e-46,6.8528537326565994e-47,6.2249256112952416e-76,1.3302700259160378e-79,1.8280326412299879e-37,9.6880941847163942e-47,2.0907276387553567e-44,5.8993941967212571e-59,1.4906519736528373e-38,2.5005108512734197e-64,3.0470392679872712e-47,3.1544210673619276e-55,1.6489547873997089e-62,4.2795727712640666e-63,5.6169052600742907e-56
2.2423020885996517e-17,0.25967023258248983,76.950000000000003,0.0,0.0,0.0,0.99999999994987254,9.5,1.9659801448191374e-12,1.9159729296954922e-11,1.915971114406637e-11,1.1070488866060213e-18,9.7317214425088764e-19,9.8416747867563141e-12,1.1037030358660487e-16,6.8235209113620864e-19,4.1606247556318944e-27,1.2683624856023658e-31,1.1781235619084021e-22,1.6148733447201246e-16,3.2347295311757325e-21,3.3250482465430763e-27,1.0449123977837321e-31,2.6470753750541258e-34,7.1297635950175201e-43,1.8141979010650297e-28,1.3660777706488505e-21,1.1520751543866919e-28,1.152075191594757e-28,3.2821757028746759e-36,4.3859776338888406e-37,3.563773343487302e-34,6.6547463137425694e-22,4.0626021787828202e-29,2.7144365650587927e-30,1.4439610390199011e-65,1.7257384315033961e-36,3.9112029145863875e-33,1.3575565435424559e-65,1.7354601252478126e-18,3.8517033706843547e-44,3.8328177731111838e-44,7.3526176601417843e-26,2.224187837122929e-26,7.64879457365737e-21,7.3524260011400176e-26,4.0919449231434138e-33,1.3575565434858909e-65,5.1942883359227002e-40,7.9872149241019666e-43,5.6991924445359018e-47,3.2437127023850549e-55,7.4761330539109692e-34,3.1080067893424667e-63,1.2719925908449453e-26,4.4444904635541349e-52,3.0513887684091728e-64,1.1160502890770877e-33,9.4741475333385884e-73,3.4495073306808116e-69,3.1280133596775861e-76,3.064507946316834e-44,9.9767967155820992e-35,5.1227793342294292e-46,7.5848250133834826e-34,1.7529168913534558e-41,5.6024764467088186e-30,2.1609376275272713e-41,1.5251962321154044e-42,2.7746779647632733e-37,8.7916140201184414e-38,1.5540045029731481e-49,5.2438956135402634e-38,7.5539626249434879e-40,4.3771296560434404e-51,3.304996233648163e-41,4.5546628684074437e-30,4.0049454557570871e-52,1.8700898938757293e-17,2.3876578530569279e-28,1.5044434633187282e-30,2.3876578530559499e-28,3.3008181735568291e-48,1.5938820518446488e-45,9.2633437635098591e-46,1.5927072193553592e-73,3.4057698883105907e-77,1.4624605087892612e-36,7.7567672318584721e-46,3.3437685198281578e-43,3.775619018190308e-57,1.1925497867545755e-37,3.2006571791881634e-62,4.8753862000319565e-46,1.009445575682406e-53,1.0553627939353835e-60,2.7389024533532885e-61,1.7974565537816394e-54
4.4846345907803334e-17,0.25967023258248983,76.950000000000003,0.0,0.0,0.0,0.99999999989974453,9.5,3.9319869550682959e-12,3.831971557983103e-11,3.8319679942216296e-11,4.4282391901765897e-18,3.4668998635577882e-18,1.9682925375157452e-11,4.4147498380650487e-16,2.7294007399415276e-18,2.6028452655910662e-26,1.0147036863904529e-30,4.7125420185658601e-22,6.4594022173061297e-16,1.2939048899782711e-20,1.7247266848149393e-26,8.3366788499858504e-31,2.1176852294279119e-33,1.140687307894611e-41,1.4513426293350865e-27,5.4643659302476754e-21,9.2167091576390111e-28,9.2167097529308348e-28,5.2511125596665295e-35,7.0175280576509391e-36,2.8509044273943416e-33,2.6618626024493806e-21,3.249769207801779e-28,2.1714856893312681e-29,1.8483141389963323e-63,2.7611065088579515e-35,3.1288840612917449e-32,1.7377137542980177e-63,6.9417425325997484e-18,1.2299031229292455e-42,1.2179254076936457e-42,5.8819082901701013e-25,1.779293747310705e-25,3.0594066985463338e-20,5.8817550280601668e-25,6.5469197298858494e-32,1.7377137541532067e-63,8.3105943550365471e-39,1.2094237713882663e-41,1.823624921480524e-45,2.0758450122657413e-53,5.9808249146757142e-33,3.9779987313840551e-61,5.0880211666186393e-26,1.3437077237837293e-50,3.9055324814504926e-62,8.9284834785341624e-33,2.4252300089201843e-70,4.4151792509739896e-67,8.0072291867531453e-74,9.8061483293039365e-43,7.9797404951133579e-34,1.6392272964530153e-44,6.0679306345949026e-33,2.8045445118956361e-40,2.2410130905430659e-29,3.4573818756450718e-40,2.4403413589442417e-41,2.2197679680411028e-36,7.0342578782271529e-37,3.3135205045102255e-48,4.1929178758599135e-37,1.2052704585840195e-38,2.8012500079578192e-49,5.2878690801368258e-40,3.6416783859768596e-29,2.5630687679614149e-50,3.7403816192883209e-17,1.9099746835602807e-27,6.0180961349762425e-30,1.9099746835587159e-27,1.0562320159392905e-46,1.9510510535679935e-44,1.1296182995458413e-44,4.0726990904331627e-71,8.7189142177238427e-75,1.1699817923753797e-35,6.2080177840033276e-45,5.3453653343785676e-42,2.4163080045582578e-55,9.5405100021194008e-37,4.0966842169755054e-60,7.8007151844071573e-45,3.2302958677902884e-52,6.7544575223665819e-59,1.7527965040442497e-59,5.7519342477347585e-53
6.726967092961015e-17,0.2596702325824899,76.950000000000003,0.0,0.0,0.0,0.99999999984961652,9.5,5.897993765134492e-12,5.747969997696576e-11,5.747964707561463e-11,9.4100343767222528e-18,6.8207506958415701e-18,2.9523757718759344e-11,9.3812140053568713e-16,5.7999419674602193e-18,6.5407243264383558e-26,2.9014308231629414e-30,1.0014181512404399e-21,1.3726040380560623e-15,2.7495560015096163e-20,3.9975134760316344e-26,2.3800558014333784e-30,6.0552743291247439e-33,4.1983414760852826e-41,4.1498914136546674e-27,1.1611811258389948e-20,2.635410567719566e-27,2.6354107868191839e-27,1.9326865656971628e-34,2.5829014683649063e-35,8.151586465945364e-33,5.6563824235250038e-21,9.2917604891978542e-28,6.2089640846944526e-29,9.5366252041084831e-63,1.0162539484264527e-34,8.946490579068512e-32,8.9659676609120241e-63,1.4750999413373819e-17,5.6103872276884292e-42,5.5447853375231731e-42,1.6818212875818761e-24,5.0875560412354111e-25,6.5010497577885976e-20,1.6817774750539176e-24,2.4096593112787442e-31,8.9659676600229608e-63,3.0587933213420214e-38,4.3952011298790462e-41,8.3257824466534289e-45,1.1405049295662108e-52,1.7101222864188594e-32,2.5663047676718055e-60,1.0812075958505952e-25,6.0653954784039107e-50,2.5195550598476445e-61,2.5529919587571196e-32,1.8009865177462604e-69,2.8483582943589906e-66,5.9462071378881189e-73,4.4770735590305627e-42,2.2814197964097474e-33,7.4839908792050076e-44,1.7350539798316722e-32,1.0322335550915554e-39,4.7621666614720382e-29,1.2725210109446446e-39,8.9820958455659428e-41,6.3471671698805593e-36,2.0115093065729274e-36,1.3127283769438515e-47,1.1985470169004599e-36,4.4331725754278335e-38,1.5390669203590765e-48,1.9462584855741391e-39,1.0409516545954563e-28,1.4082063793796584e-49,5.6108056901526008e-17,5.4610642778182638e-27,1.2788879853944429e-29,5.4610642778125055e-27,4.8223097976755536e-46,6.3897161656974932e-44,3.6940453628267394e-44,3.0235427141203406e-70,5.2139106919758335e-74,3.3454260711769175e-35,1.775306651404916e-44,1.9666181921864205e-41,1.3275732921460294e-54,2.7279976505775855e-36,2.6428909466169985e-59,2.871189014357758e-44,1.4748467527190743e-51,3.7111221442668725e-58,9.6301823376568705e-59,2.6261342765558558e-52
8.969299595141697e-17,0.25967023258248983,76.950000000000003,0.0,0.0,0.0,0.9999999997994885,9.5,7.8640005750177254e-12,7.6639682654116777e-11,7.6639612544262291e-11,1.6052433530253994e-17,1.0868990191523583e-17,3.9364171835337038e-11,1.6003025183896078e-15,9.8939525780081492e-18,1.2391709607190003e-25,6.1199766997047615e-30,1.7083041943398919e-21,2.3414684896889321e-15,4.6904262441280662e-20,7.1638794697000796e-26,5.0131338039766882e-30,1.2772348189653358e-32,1.064756192954238e-40,8.7532341944407192e-27,1.9808413270315374e-20,5.5588530661341947e-27,5.5588536218010086e-27,4.9015430417167684e-34,6.5507573302194416e-35,1.7193620347715394e-32,9.6489927545363957e-21,1.9597943744072655e-27,1.3096244832118467e-28,5.2025854055944118e-62,2.577399639415062e-34,1.8870408864207333e-31,4.8912703923233851e-62,2.5163120143656918e-17,1.6709684140411545e-41,1.6484781307413817e-41,3.5473738258140461e-24,1.0730903250295426e-24,1.1089715293442232e-19,3.5472814333746201e-24,6.111316100176045e-31,4.8912703918284618e-62,7.7576237626322828e-38,1.1063530944910816e-40,2.4816133490551883e-44,3.9212018722542472e-52,3.6071013403766234e-32,1.0021901862776521e-59,1.8444156387341141e-25,1.7950753406980084e-49,9.8393356633815153e-61,5.3850007405588593e-32,7.8870792031684177e-69,1.1123497354884799e-65,2.6040329658021802e-72,1.3344702441794903e-41,4.8116204178375674e-33,2.2307267266011136e-43,3.6597370941487989e-32,2.6179079415313308e-39,8.1237081913713264e-29,3.2273282960335985e-39,2.2780563041027828e-40,1.3388034102236588e-35,4.2431403924412383e-36,3.4898230430327146e-47,2.5273811947887503e-36,1.1238599832104762e-37,5.2915463498761282e-48,4.9360631187056818e-39,2.1950144921888639e-28,4.8416321341790143e-49,7.4813621023447545e-17,1.1518437997988579e-26,2.1816969808178021e-29,1.1518437997973977e-26,1.4373739797914655e-45,1.4711197335070002e-43,8.4955121592928805e-44,1.3237508830518577e-69,3.0239043395484586e-73,7.0564828350049259e-35,3.7448850641636536e-44,4.9858601797873376e-41,4.5644046547973003e-54,5.7541463701471526e-36,1.0321054099420755e-58,7.2819683062153459e-44,4.3961203413083215e-51,1.2759648753948049e-57,3.3109849824802741e-58,7.8277720544529453e-52
1.3453964599503062e-16,0.25967023258248983,76.950000000000003,0.0,0.0,0.0,0.99999999969923248,9.5,1.1796014194354787e-11,1.1495964436580001e-10,1.1495953957449257e-10,3.3234564839163659e-17,2.0201151075619378e-17,5.9044018570408257e-11,3.3131427399811462e-15,2.0483921854958839e-17,2.884680149232607e-25,1.6715635646233343e-29,3.5368321851582454e-21,4.8475955254631356e-15,9.7109462002602106e-20,1.560458803567216e-25,1.3660243175732057e-29,3.488530150790424e-32,3.7233010862217298e-40,2.3907368035986946e-26,4.1010861069019098e-20,1.5182975869276657e-26,1.5182977812366632e-26,1.7139921472070561e-33,2.2908056324510399e-34,4.695907387767111e-32,1.9976542505543464e-20,5.3523136776645985e-27,3.5768691031988823e-28,7.2255199413239146e-61,9.0130438100712764e-34,5.1539378431162111e-31,6.7931555222827627e-61,5.2095780558538173e-17,7.304171537831819e-41,7.1838230442629348e-41,9.688629382791129e-24,2.9308365604535892e-24,2.2958748363747912e-19,9.688377125594605e-24,2.137094699450581e-30,6.79315552150092e-61,2.7127942108202322e-37,3.8373277588857726e-40,1.0862003673303791e-43,2.108810959208354e-51,9.8519114599618837e-32,6.5183785643626061e-59,3.8186334850587988e-25,7.7928856450756296e-49,6.3996352895471573e-60,1.4708097186586553e-31,6.1191452590978188e-68,7.2351914848747195e-65,2.0203391783811509e-71,5.8410937578934637e-41,1.3139490909612511e-32,9.764027662656087e-43,9.9958923852723406e-32,9.1545884527960009e-39,1.6819129845425959e-28,1.1285754910996471e-38,7.9664789492608864e-40,3.6566926105634726e-35,1.1590614832424868e-35,1.2888601391942528e-46,6.8998649473415832e-36,3.9281083364579519e-37,2.8458125199366943e-47,1.7261222489332188e-38,5.992285620249111e-28,2.603851044456678e-48,1.1222785510931573e-16,3.1457989909891338e-26,4.5171465320220153e-29,3.1457989909840272e-26,6.2915126478387759e-45,4.4464241089123081e-43,2.5640224813232602e-43,1.0265304396263311e-68,5.0714025917683101e-72,1.9273469413147792e-34,1.0229201364559482e-43,1.7424518125772696e-40,2.4547583860327158e-53,1.5716383426059584e-35,6.7130292911525919e-58,2.5465437006999522e-43,1.9242815911494575e-50,6.8624162235438113e-57,1.7806423207767124e-57,3.4263739451627346e-51
