Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195)
1.174532077239062e-07,0.24309942363673348,76.950000000000003,0.0,0.0,0.0,0.25790436975219894,9.481695667214936,0.015377834705784599,0.075467920515294704,0.019492896739415587,0.0017885723687940133,1.9852555754376605e-08,8.3711874003577126e-07,0.12805650041558622,0.0001264254443851042,1.6442933523521634e-11,0.016357642382217288,0.03267962939534412,0.26362454640142324,0.094254839983228325,8.229051018256406e-13,5.1044733742608107e-11,2.5963761352254427e-06,0.0,3.412345022005057e-05,3.3943293034366625e-05,0.05500497675218087,0.089030162133289112,1.4562497443949976e-05,8.5916930259564965e-06,6.4204473953288336e-13,0.0020932651623195753,1.1020778083041058e-06,3.2484155437951106e-07,0.00046742358648276222,7.0913768235825603e-06,2.5830772372050871e-07,0.016533592008836369,0.0036435644620764905,6.8649899744092701e-11,2.2424459352129256e-11,1.2086107464711267e-07,3.3491554169093541e-08,1.8917830152486368e-10,4.6846665405130711e-06,1.6694075672811045e-05
1.1958525653036637e-07,0.2431003431683608,76.950000000000003,0.0,0.0,0.0,0.25289162853102115,9.4816096829446135,0.015434914881067475,0.074925841358313566,0.018906177961577255,0.0017347329525697808,1.9709703374429423e-08,8.2370348913749314e-07,0.12896298773104933,0.00012551573172986036,1.5947970078176108e-11,0.016498284820438826,0.033209408776548204,0.2662158911046264,0.095238095734418216,8.1698376859386004e-13,5.1871127980154563e-11,2.6385512362039958e-06,0.0,3.4460513391845243e-05,3.292184790901361e-05,0.054931880153151751,0.089937229877124117,1.4542958536564533e-05,8.5801657176091697e-06,6.4835585862070772e-13,0.002123257988571577,1.1178543112559199e-06,3.2949235983785386e-07,0.00046639103865136816,7.1931166248776447e-06,2.6219188350995724e-07,0.01702472226120768,0.0036943370263650176,6.9633923279953649e-11,2.274589019151446e-11,1.2237415051082624e-07,3.3942809692867455e-08,1.894604972625369e-10,4.7706111170278277e-06,1.700126446821212e-05
1.2171730533682654e-07,0.24310121480926275,76.950000000000003,0.0,0.0,0.0,0.24800370841210095,9.48152805905384,0.015488122173446884,0.07438272421465017,0.018335891174604158,0.001682402330996331,1.9566594469068528e-08,8.1061892438222039e-07,0.12984280250771144,0.00012460438515413201,1.5466877477854455e-11,0.016633068133537651,0.033729386483590439,0.26876587525946877,0.096195347913091409,8.1105180014927913e-13,5.2682233833156297e-11,2.6799461148091432e-06,0.0,3.4792187894514233e-05,3.192899567101235e-05,0.054842921033061175,0.090816969568623007,1.4519230173707816e-05,8.5661666500238035e-06,6.5456624556909241e-13,0.0021528202265973539,1.1334044591050797e-06,3.3407643504838053e-07,0.00046507422293654,7.2933958685645163e-06,2.6602342523876988e-07,0.017510407346432468,0.0037446939741204543,7.060382894493818e-11,2.3062709434861979e-11,1.2387628711836986e-07,3.4390501764496968e-08,1.8976009559273649e-10,4.8568619645482663e-06,1.7309545125022477e-05
1.2384935414328671e-07,0.24310204085615925,76.950000000000003,0.0,0.0,0.0,0.24323663967182582,9.4814505823967039,0.015537571816686052,0.073839143210636005,0.017781738234691702,0.0016315530171760692,1.9423379170194551e-08,7.978543818485355e-07,0.13069661794088885,0.00012369236075692033,1.4999403026474834e-11,0.01676223140902678,0.034239730738424241,0.27127551090397412,0.097127327648570516,8.0511541975454793e-13,5.3478314478174366e-11,2.7205741318622687e-06,0.0,3.5118605775135971e-05,3.0964218991909591e-05,0.054739409394131272,0.091670150131041267,1.4491658809445348e-05,8.5499002286667027e-06,6.6067836516348313e-13,0.0021819612342479809,1.148733180747165e-06,3.3859523304845965e-07,0.00046349744321388611,7.3922463519698521e-06,2.6980335910387345e-07,0.017990352145722005,0.0037946387113547229,7.1559924694860748e-11,2.337501767579752e-11,1.2536752239644821e-07,3.4834654924063695e-08,1.900762515191303e-10,4.9434238534217419e-06,1.7618934928836534e-05
1.2598140294974689e-07,0.24310282350559767,76.950000000000003,0.0,0.0,0.0,0.23858661316463747,9.481377049272167,0.015583375452789813,0.07329562079672601,0.017243407213711853,0.0015821562719595342,1.9280194054249919e-08,7.8539963432421581e-07,0.13152508636695728,0.0001227805283109334,1.4545282515592485e-11,0.016886005661016477,0.034740612946667464,0.27374577768563119,0.098034748515199402,7.9918028877318777e-13,5.4259637953043102e-11,2.7604489055837824e-06,0.0,3.5439894847397235e-05,3.0026976370685721e-05,0.054622578987829233,0.092497526116515377,1.4460570704126212e-05,8.5315589448876074e-06,6.6669460330312938e-13,0.0022106901858441577,1.1638453070541939e-06,3.4305017798654245e-07,0.00046168376059035432,7.4896992430921449e-06,2.7353268240398075e-07,0.018464293738928175,0.0038441747352604117,7.2502512305867736e-11,2.3682913489360823e-11,1.2684789997985979e-07,3.5275294791615801e-08,1.904081611589164e-10,5.0303012575722501e-06,1.7929450093423111e-05
1.2811345175620706e-07,0.24310356485747403,76.950000000000003,0.0,0.0,0.0,0.2340499721896217,9.4813072651398791,0.015625641269023913,0.072752632049323085,0.016720575253964278,0.0015341823648813079,1.9137163273687989e-08,7.7324486899319747e-07,0.13232884008968307,0.00012186967846821703,1.4104242623269269e-11,0.017004613844928011,0.03523220682799888,0.27617762418340464,0.098918306408084647,7.9325155357115041e-13,5.502647580987941e-11,2.7995842419462008e-06,0.0,3.5756178864718577e-05,2.9116707121510621e-05,0.054493590470073475,0.093299837118414178,1.4426272763181327e-05,8.5113238707990355e-06,6.7261727022080817e-13,0.0022390160649746779,1.1787455672441679e-06,3.474426640504952e-07,0.00045965499683140316,7.585785056671041e-06,2.7721237805086997e-07,0.018931999529021915,0.0038933056264297329,7.3431887152828568e-11,2.3986493359617357e-11,1.2831746882178845e-07,3.5712447983793401e-08,1.9075505954974022e-10,5.1174983699257156e-06,1.8241105816524637e-05
1.3024550056266723e-07,0.24310426691753265,76.950000000000003,0.0,0.0,0.0,0.22962320485319515,9.4812410443261026,0.015664474128236804,0.072210608613824598,0.016212911088916565,0.0014876008045127628,1.8994399593710389e-08,7.6138066649084234e-07,0.13310849216481482,0.00012096052936249367,1.3676003031782214e-11,0.017118270913300052,0.035714687644555106,0.27857196916162902,0.099778679501341089,7.8733388849153981e-13,5.5779101920361945e-11,2.8379940728782646e-06,0.0,3.6067577684442558e-05,2.8232835777867087e-05,0.054353534576275425,0.094077807305169237,1.4389053380645821e-05,8.4893651569435022e-06,6.784486035366513e-13,0.0022669476591393825,1.193438586208212e-06,3.517740546784281e-07,0.00045743174848358496,7.6805336365050028e-06,2.8084341335752362e-07,0.01939326540669448,0.0039420350411652517,7.4348338047373051e-11,2.4285851626753219e-11,1.2977628281564146e-07,3.6146142032054172e-08,1.9111621857914108e-10,5.2050191169969963e-06,1.8553916332623681e-05
1.323775493691274e-07,0.24310493160072139,76.950000000000003,0.0,0.0,0.0,0.2253029369252382,9.4811782097224651,0.01569997569244598,0.071669942296735942,0.015720077243738344,0.0014423805394891784,1.885200533653255e-08,7.4979798131981009e-07,0.13386463714275493,0.00012005373262260501,1.3260278275731839e-11,0.017227183908675617,0.03618823152395291,0.28092970275553775,0.10061652828254905,7.8143153499619932e-13,5.6517791427958485e-11,2.8756924020377248e-06,0.0,3.6374207423053459e-05,2.737477593766084e-05,0.054203435293417465,0.0948321450695018,1.4349183281450497e-05,8.4658425292352244e-06,6.8419077114546949e-13,0.002294493556107031,1.2079288827271867e-06,3.5604568203191686e-07,0.00045503340977246659,7.7739741435717163e-06,2.8442673906898405e-07,0.019847913965364304,0.0039903667039452298,7.5252147131264907e-11,2.4581080452245723e-11,1.3122440043067693e-07,3.6576405303108255e-08,1.9149094504106468e-10,5.2928671726317346e-06,1.8867894962651352e-05
1.3450959817558758e-07,0.2431055607343705,76.950000000000003,0.0,0.0,0.0,0.22108592513643299,9.4811185924796142,0.015732244540486547,0.071130988343238083,0.015241731952434345,0.0013984901335912848,1.8710073242717364e-08,7.3848812348287338e-07,0.1345978517741854,0.00011914987885781471,1.2856779351624298e-11,0.01733155208805498,0.03665301486689692,0.28325168759629377,0.10143249565426626,7.755483373696298e-13,5.7242819831489958e-11,2.9126932573489976e-06,0.0,3.6676180603459162e-05,2.6541933613515079e-05,0.054044253014404069,0.095563542779963387,1.4306916358610596e-05,8.4409057828919409e-06,6.8984587395673549e-13,0.0023216621417615851,1.2222208684595525e-06,3.6025884669671781e-07,0.00045247820209043149,7.8661350491700778e-06,2.8796328859927788e-07,0.020295792769618435,0.0040383044000701657,7.6143589817615618e-11,2.4872269799660942e-11,1.3266188436128518e-07,3.7003266921702802e-08,1.9187857880563773e-10,5.381045970987379e-06,1.9183054160942515e-05
1.3664164698204775e-07,0.24310615606133765,76.950000000000003,0.0,0.0,0.0,0.2169690508618044,9.4810620316986114,0.015761376280458494,0.070594068442495814,0.014777530835829604,0.0013558979189394308,1.8568687260758145e-08,7.274427411809355e-07,0.13530869568323781,0.00011824950268617234,1.2465215126235743e-11,0.0174315670719574,0.037109213827136972,0.2855387598830178,0.10222720709033982,7.6968777544868485e-13,5.7954462180976108e-11,2.9490106493321217e-06,0.0,3.697360629531899e-05,2.5733710165376571e-05,0.053876887652471506,0.096272676617922492,1.4262490499484177e-05,8.4146952699184079e-06,6.954159485054823e-13,0.0023484615991592574,1.2363188475554567e-06,3.6441481756821625e-07,0.00044978320860203418,7.9570441321467694e-06,2.9145397745020008e-07,0.020736772681238722,0.0040858519685192767,7.7022934770938195e-11,2.5159507428138284e-11,1.340888011897371e-07,3.7426756695923656e-08,1.9227849108946661e-10,5.4695587188389197e-06,1.9499405559747448e-05
1.3877369578850792e-07,0.24310671924326405,76.950000000000003,0.0,0.0,0.0,0.2129493141623118,9.4810083741230073,0.015787463657229963,0.070059473487996876,0.014327128371879549,0.0013145721301867776,1.8427923272124568e-08,7.1665380449805377e-07,0.13599771200991617,0.0001173530873518817,1.2085293570294427e-11,0.01752741301226576,0.037557003855031322,0.28779173040471451,0.10300127083643217,7.6385299467709037e-13,5.8652992372143072e-11,2.9846585345215797e-06,0.0,3.7266590248799664e-05,2.4949504870456945e-05,0.053702181691694273,0.096960206486865416,1.4216128394798556e-05,8.3873423764236339e-06,7.0090296944117389e-13,0.0023748999085811558,1.2502270167844688e-06,3.685148318884075e-07,0.00044696441305247926,8.0467284794757886e-06,2.9489970278273696e-07,0.021170746249147439,0.0041330132950530727,7.7890443919003392e-11,2.544287889626333e-11,1.3550522106307931e-07,3.7846905045298899e-08,1.9269008282042347e-10,5.5584084072464372e-06,1.9816960011434099e-05
1.409057445949681e-07,0.24310725186385193,76.950000000000003,0.0,0.0,0.0,0.2090238281715695,9.4809574738336195,0.015810596655058424,0.069527466108318087,0.013890179177053116,0.0012744810214300733,1.8287849755847044e-08,7.0611359003731494e-07,0.13666542802225465,0.0001164610689576267,1.1716722833279883e-11,0.017619266775030656,0.037996559299419426,0.290011385512979,0.1037552781477248,7.5804683365371615e-13,5.9338682531364528e-11,3.0196507835506463e-06,0.0,3.7555235021876494e-05,2.4188717163243657e-05,0.053520923157534289,0.097626775985851871,1.4168038326233419e-05,8.3589699872871065e-06,7.0630885189670918e-13,0.002400984848446191,1.2639494661065722e-06,3.7256009541363697e-07,0.00044403674176028164,8.1352144897295164e-06,2.9830134311805762e-07,0.0215976261682417,0.0041797923055910428,7.8746372492084821e-11,2.5722467574887267e-11,1.3691121738486792e-07,3.8263742931944845e-08,1.9311278309456769e-10,5.6475978225978196e-06,2.013572762842931e-05
1.4303779340142827e-07,0.2431077554320893,76.950000000000003,0.0,0.0,0.0,0.20518981380979978,9.4809091919474149,0.015830862595530081,0.068998282984074746,0.0134663391156796,0.0012355929673851761,1.8148528396804821e-08,6.9581466645801773e-07,0.13731235569949224,0.00011557384033837964,1.1359212173562758e-11,0.017707298135324474,0.038428053062914511,0.29219848804760884,0.10448980355849134,7.5227184934725276e-13,6.0011802483442944e-11,3.0540011535112261e-06,0.0,3.7839640101458967e-05,2.345074857505717e-05,0.053333848499191545,0.098273012440367222,1.4118414930413976e-05,8.3296929369074686e-06,7.1163545374272296e-13,0.0024267239969728302,1.2774901796285593e-06,3.7655178269604279e-07,0.0004410141076702341,8.2225278790665375e-06,3.0165975815576135e-07,0.022017343808983892,0.004226192959879747,7.9590969086014974e-11,2.5998354667724079e-11,1.383068665218865e-07,3.8677301794864025e-08,1.9354604772120812e-10,5.7371295570525246e-06,2.0455717820992557e-05
1.4516984220788844e-07,0.2431082313854018,76.950000000000003,0.0,0.0,0.0,0.20144459479940327,9.4808633963215758,0.015848346231155115,0.068472136970903721,0.013055266257110853,0.0011978765506460748,1.8010014642957635e-08,6.8574988084347281e-07,0.13793899228837231,0.00011469175461006355,1.101247276060565e-11,0.017791669981188685,0.038851656304830194,0.2943537782185669,0.1052054051781329,7.4653034019450656e-13,6.0672619293235968e-11,3.0877232641260336e-06,0.0,3.8119902018793316e-05,2.2735004407829355e-05,0.053141645377667614,0.098899526982969915,1.40674399377336e-05,8.2996184451010485e-06,7.1688457773558381e-13,0.0024521247344681625,1.2908530368825754e-06,3.8049103746004164e-07,0.00043790945563569161,8.3086936893246957e-06,3.0497578869406149e-07,0.022429847817823999,0.0042722192454579325,8.0424475745114457e-11,2.6270619238439412e-11,1.3969224752560451e-07,3.9087613487413732e-08,1.9398935784997105e-10,5.8270060184272687e-06,2.0776939332970265e-05
1.473018910143486e-07,0.24310868109274048,76.950000000000003,0.0,0.0,0.0,0.19778559295775613,9.4808199612638067,0.015863129834923783,0.067949219047909501,0.012656621700223514,0.0011613006368163333,1.7872358216648927e-08,6.759123458320401e-07,0.13854582083449046,0.00011381512842572387,1.0676218365671181e-11,0.017872538523778087,0.039267538186028295,0.29647797444745583,0.10590262500823495,7.4082436729487072e-13,6.1321396872244681e-11,3.1208305772757508e-06,0.0,3.8396114459556595e-05,2.2040895176193347e-05,0.052944955353146889,0.099506914676093725,1.4015282884340981e-05,8.2688465371679548e-06,7.2205797356678185e-13,0.0024771942461255711,1.3040418143649757e-06,3.84378973055615e-07,0.00043473480841492212,8.393736297815628e-06,3.082502566339355e-07,0.022835102788347689,0.004317875171922802,8.1247128061126773e-11,2.6539338242967537e-11,1.4106744186807122e-07,3.9494710217943216e-08,1.9444221867393321e-10,5.9172294395624286e-06,2.1099400275670793e-05
1.4943393982080878e-07,0.24310910585760714,76.950000000000003,0.0,0.0,0.0,0.19421032374902514,9.4807787672498538,0.015875293286027516,0.067429700106993673,0.012270070280924065,0.0011258344389475457,1.7735603584050307e-08,6.6629542746099663e-07,0.13913331069000037,0.0001129442449651277,1.0350165954225885e-11,0.017950053511329465,0.039675865651046284,0.29857177417067926,0.1065819892760108,7.3515577386967007e-13,6.1958395642952998e-11,3.1533363795101102e-06,0.0,3.8668368368928605e-05,2.1367837845226853e-05,0.052744376466603501,0.10009575467069318,1.3962101795968964e-05,8.2374704473451485e-06,7.2715733981900467e-13,0.0025019395252355151,1.3170601872858528e-06,3.8821667297375714e-07,0.00043150131290007731,8.4776794284977179e-06,3.1148396505469558e-07,0.023233088003023046,0.0043631647655000124,8.2059155285071276e-11,2.6804586566048063e-11,1.4243253319199353e-07,3.9898624493592758e-08,1.9490415820436027e-10,6.0078018871972876e-06,2.1423108159962209e-05
1.5156598862726896e-07,0.2431095069209997,76.950000000000003,0.0,0.0,0.0,0.19071639208032271,9.4807397006488223,0.01588491415190791,0.066913732595485942,0.011895281174957174,0.0010914475724107967,1.7599790386023994e-08,6.5689273368259126e-07,0.1397019179987245,0.00011207935667865788,1.0034036190391575e-11,0.018024358445165211,0.040076803243784535,0.3006358546060266,0.10724400878050697,7.2952620312220953e-13,6.2583872255143309e-11,3.1852537672453642e-06,0.0,3.8936752051869491e-05,2.0715256885327613e-05,0.052540465713228769,0.10066661039578695,1.3908043842990344e-05,8.2055770052838206e-06,7.3218432583313525e-13,0.002526367376736058,1.3299117314912031e-06,3.9200519141286239e-07,0.00042821928605203099,8.5605461642803135e-06,3.1467769835161965e-07,0.023623796244802871,0.0044080920639171994,8.2860780449657911e-11,2.7066437061212698e-11,1.4378760707472908e-07,4.0299389067229419e-08,1.9537472611344014e-10,6.0987252703771627e-06,2.1748069926676031e-05
1.5369803743372913e-07,0.24310988546425977,76.950000000000003,0.0,0.0,0.0,0.18730148832730034,9.4807026534567473,0.015892067766815128,0.066401452023885699,0.01153192840719592,0.0010581101012241566,1.7464953833517788e-08,6.4769810351110101e-07,0.14025208615981813,0.00011122068780533672,9.7275538628492216e-12,0.018095590796256004,0.040470512953324746,0.30267087348457589,0.10788917924852846,7.2393711462762818e-13,6.3198079348869157e-11,3.2165956343737815e-06,0.0,3.9201351268852438e-05,2.0082585163741029e-05,0.052333741407256447,0.10122002977453831,1.3853245966608754e-05,8.1732470054968645e-06,7.371405334907797e-13,0.0025504844210391697,1.3425999255246193e-06,3.9574555388628953e-07,0.00042489826012173968,8.6423589602434007e-06,3.1783222242588938e-07,0.024007232677033093,0.0044526611115775763,8.3652220500211127e-11,2.7324960593551497e-11,1.4513275080582249e-07,4.0697036887464293e-08,1.9585349264126882e-10,6.1900013484169446e-06,2.2074291975405857e-05
1.558300862401893e-07,0.24311024261181963,76.950000000000003,0.0,0.0,0.0,0.18396338457372086,9.4806675230387736,0.015896827307072991,0.065892978350511944,0.011179691278314575,0.0010257925768338324,1.7331125070602957e-08,6.3870559675820195e-07,0.14078424627123082,0.00011036843668478719,9.4304482413668374e-12,0.018163882221002198,0.040857154086524371,0.30467746974994908,0.10851798169748809,7.1838979938148834e-13,6.3801265358876421e-11,3.2473746620167139e-06,0.0,3.9462249327317909e-05,1.9469264691773985e-05,0.05212468543853567,0.1017565454626798,1.3797835476294618e-05,8.1405555598412425e-06,7.4202751891728446e-13,0.0025742970980722197,1.355128152797123e-06,3.9943875786184086e-07,0.0004215470269063215,8.7231396575681123e-06,3.2094828491810229e-07,0.024383413789647635,0.004496875955027845,8.4433686432153022e-11,2.7580226084621583e-11,1.4646805317762484e-07,4.1091601051674135e-08,1.9634004756311615e-10,6.2816317384471494e-06,2.2401780191795244e-05
1.5796213504664947e-07,0.24311057943385223,76.950000000000003,0.0,0.0,0.0,0.18069993105066939,9.4806342118801155,0.015899263863232246,0.065388417253981743,0.01083825471882513,0.00099446607026237128,1.7198331508033387e-08,6.2990948431704506e-07,0.14129881755410589,0.00010952277788146249,9.1424533723484503e-12,0.018229358775059747,0.041236883164298875,0.3066562642268017,0.10913088280264682,7.1288539362641775e-13,6.4393674355679661e-11,3.2776033101741649e-06,0.0,3.971952716909673e-05,1.8874747245123162e-05,0.05191374542169476,0.10227667510542747,1.3741930618704552e-05,8.1075724331759596e-06,7.4684679410982343e-13,0.0025978116714805207,1.3674997038370828e-06,4.030857734248827e-07,0.00041817368085126814,8.8029094979953231e-06,3.2402661547808755e-07,0.024752366409489107,0.0045407406387131689,8.5205383433304954e-11,2.7832300558930055e-11,1.4779360428851162e-07,4.1483114761938772e-08,1.9683399921323607e-10,6.3736179225669444e-06,2.2730539973403472e-05
1.6009418385310965e-07,0.24311089694882315,76.950000000000003,0.0,0.0,0.0,0.17750905276294079,9.4806026273460091,0.015899446509266623,0.064887861303010608,0.010507309578995889,0.00096410219840320185,1.7066597129827311e-08,6.2130423896061552e-07,0.14179620775909965,0.00010868386413707315,8.8633083205684848e-12,0.018292141124269551,0.041609853838925764,0.30860786026015374,0.10972833526659677,7.0742489156048728e-13,6.4975545919158055e-11,3.3072938110575396e-06,0.0,3.9973263454013276e-05,1.8298494872191179e-05,0.051701336739497644,0.10278092160958564,1.3685641118521934e-05,8.0743623624537731e-06,7.5159982849447079e-13,0.0026210342329462638,1.3797177785971464e-06,4.0668754395830039e-07,0.00041478566080151142,8.8816891386619683e-06,3.2706792606440285e-07,0.025114126772501941,0.0045842592010108853,8.5967511029579726e-11,2.8081249191524131e-11,1.4910949535821403e-07,4.1871611283798936e-08,1.9733497356193096e-10,6.4659612546255904e-06,2.3060576254226753e-05
1.6222623265956982e-07,0.24311119612594106,76.950000000000003,0.0,0.0,0.0,0.17438874629139303,9.4805726814506741,0.015897442368952967,0.064391391031916712,0.010186552861953652,0.00093467314512924457,1.6935942775079902e-08,6.1288452662340521e-07,0.14227681355551094,0.00010785182816527471,8.5927573632301447e-12,0.0183523447519588,0.041976216830053113,0.31053284432702827,0.11031077818921413,7.020091570188592e-13,6.5547115041078052e-11,3.3364581639202082e-06,0.0,4.0223534639860735e-05,1.7739980303139961e-05,0.051487844482768629,0.10326977342804734,1.3629068691859227e-05,8.0409853596246484e-06,7.562880504158296e-13,0.0026439707065871276,1.3917854887992506e-06,4.1024498683370465e-07,0.00041138979023658192,8.9594986671917326e-06,3.3007291126787948e-07,0.025468739655376986,0.0046274356705338785,8.6720263232894784e-11,2.8327135356307013e-11,1.5041581855477695e-07,4.2257123907734242e-08,1.9784261334286889e-10,6.5586629666519656e-06,2.3391893527946105e-05
1.6435828146603e-07,0.24311147788750537,76.950000000000003,0.0,0.0,0.0,0.1713370767605728,9.4805442906352653,0.015893316679573756,0.063899075929602867,0.0098756879065528009,0.00090615167781752119,1.6806386397053539e-08,6.0464519813688545e-07,0.1427410209040906,0.00010702678430165087,8.3305501418815708e-12,0.01841008016202169,0.042336119877303735,0.31243178662182641,0.11087863743657328,6.966389342135523e-13,6.6108612053273952e-11,3.3651081312171226e-06,0.0,4.0470415058936287e-05,1.7198687271177089e-05,0.051273625289750491,0.10374370485421586,1.3572307532990935e-05,8.0074969988045376e-06,7.6091284856269509e-13,0.002666626853402711,1.4037058603013143e-06,4.1375899410904784e-07,0.00040799231590022393,9.0363576169331838e-06,3.3304224865457618e-07,0.025816257564066525,0.0046702740626938036,8.7463828690294151e-11,2.8570020674748486e-11,1.5171266683264367e-07,4.2639685913255636e-08,1.983565772277613e-10,6.6517241749512942e-06,2.3724495869971087e-05
1.6649033027249016e-07,0.24311174311115427,76.950000000000003,0.0,0.0,0.0,0.16835217496137858,9.4805173755547489,0.015887132853077045,0.063410975349301693,0.0095744245260577805,0.00087851115984257072,1.6677943301464009e-08,5.965812813905364e-07,0.1431892054143806,0.00010620883002120893,8.0764417772719433e-12,0.01846545307728643,0.042689707707528522,0.31430524161682255,0.11143232600750345,6.9131485761084164e-13,6.666026257846851e-11,3.3932552359377579e-06,0.0,4.0713976991317926e-05,1.6674110756633641e-05,0.051059009088034617,0.1042031763240997,1.3515444775256932e-05,7.9739486882049231e-06,7.654755733331248e-13,0.0026890082757404696,1.4154818354710288e-06,4.1723043322835322e-07,0.00040459894478215647,9.1122849822502058e-06,3.3597659912381665e-07,0.026156739976518597,0.0047127783765139467,8.8198390833379301e-11,2.8809965064696417e-11,1.5300013378136281e-07,4.3019330535503271e-08,1.9887653904561143e-10,6.7451458858875875e-06,2.4058386958346458e-05
1.6862237907895034e-07,0.2431119926320142,76.950000000000003,0.0,0.0,0.0,0.16543223461926798,9.4804918608735598,0.015878952534819888,0.06292713934574877,0.0092824791080592592,0.00085172555953416478,1.6550626365716739e-08,5.8868797389224594e-07,0.14362173268737125,0.00010539804733455722,7.8301929517026708e-12,0.018518564632775979,0.043037122014953945,0.31615374859907652,0.11197224439665386,6.8603746101899988e-13,6.7202287501014036e-11,3.4209107599719118e-06,0.0,4.0954290735052679e-05,1.6165757163298746e-05,0.050844300742424763,0.1046486347240818,1.3458560927033889e-05,7.940387927352764e-06,7.6997753814207351e-13,0.0027111204217569363,1.4271162755542998e-06,4.2066014771988193e-07,0.00040121487941637777,9.1872992337835853e-06,3.3887660727743696e-07,0.026490252636984891,0.0047549525916810789,8.8924128027281315e-11,2.9047026789038476e-11,1.5427831348441253e-07,4.3396090934238486e-08,1.9940218704391415e-10,6.8389290013692593e-06,2.4393570093584883e-05
1.707544278854105e-07,0.2431122272447538,76.950000000000003,0.0,0.0,0.0,0.16257550979933458,9.480467675069935,0.015868835660011085,0.062447609445775383,0.0089995746803734553,0.00082576945603336414,1.6424446240669753e-08,5.8096063570415157e-07,0.14403895864420443,0.00010459450407280683,7.5915699628640654e-12,0.018569511563572356,0.043378501452672365,0.31797783218494985,0.11249878095311974,6.8080718595173983e-13,6.7734902955150165e-11,3.4480857433842558e-06,0.0,4.1191424673412212e-05,1.5673144435304127e-05,0.050629781612292798,0.10508051370263125,1.3401730283723595e-05,7.9068585501606155e-06,7.7442002067448048e-13,0.0027329685898541938,1.4386119630280806e-06,4.2404895788971199e-07,0.00039784485146951578,9.2614183336166742e-06,3.4174290179709451e-07,0.026816866899282716,0.0047968006658254863,8.9641213718543916e-11,2.9281262504008055e-11,1.5554730038764689e-07,4.3770000165118043e-08,1.9993322318938316e-10,6.9330743240540316e-06,2.4730048217484068e-05
1.7288647669187068e-07,0.24311244770554355,76.950000000000003,0.0,0.0,0.0,0.15978031244023497,9.4804447502487026,0.015856840507961576,0.061972419357751392,0.0087254409471067464,0.0008006180424290348,1.6299411536351795e-08,5.7339478273180471e-07,0.14444122984160143,0.00010379825507029306,7.3603447526703584e-12,0.018618386387079657,0.043713981634096663,0.31977800281333518,0.11301231223385007,6.7562438932656788e-13,6.8258320328643748e-11,3.4747909844873159e-06,0.0,4.142544533936136e-05,1.5195802121862044e-05,0.050415711022111148,0.10549923398445965,1.3345021316739289e-05,7.8734009544257778e-06,7.7880426408651829e-13,0.0027545579330749913,1.4499716039291044e-06,4.273976615082237e-07,0.00039449315362126658,9.3346597502897908e-06,3.4457609582693201e-07,0.027136659116417342,0.0048383265320183977,9.0349816581396366e-11,2.9512727306964206e-11,1.5680718917688036e-07,4.4141091153140186e-08,2.0046936250594762e-10,7.0275825622882168e-06,2.5067823930982945e-05
1.7501852549833086e-07,0.2431126547339249,76.950000000000003,0.0,0.0,0.0,0.1570450100094328,9.4804230219622969,0.015843023754246247,0.061501595624870127,0.0084598142986319763,0.00077624712651705192,1.6175528992948422e-08,5.659860803459007e-07,0.1448288837746621,0.0001030093432534783,7.1362949142393109e-12,0.018665277579545413,0.04404369514313565,0.32155475721865684,0.11351320335119043,6.7048935055246742e-13,6.8772746279884658e-11,3.5010370406133867e-06,0.0,4.1656417477378224e-05,1.4733271396398982e-05,0.050202327648902548,0.10590520368580833,1.3288497040485234e-05,7.8400523183456408e-06,7.8313147815756868e-13,0.0027758934634425172,1.4611978301513771e-06,4.3070703448738637e-07,0.00039116366976407654,9.4070404736166608e-06,3.4737678735916746e-07,0.027449710074009353,0.0048795340964761244,9.1050100661979272e-11,2.9741474783503011e-11,1.5805807466414075e-07,4.4509396668154047e-08,2.0101033244788307e-10,7.1224543347947775e-06,2.5406899511109045e-05
