Time (s),Volume (m^3),N2,Ar,He,Ne,C7H10(1),O2(2),C7H10(21),C7H9(5),C7H11(22),S(68),C7H9O2(58),C7H10(18),C7H10(157),C7H9O2(57),S(82),S(87),C7H8(52),C7H10(150),C7H10(56),S(211),S(207),C7H8(271),C7H11O(83),C7H10(302),C7H11(63),C5H7(274),C2H4(119),S(516),S(515),C7H10(296),C7H9(54),S(762),S(761),S(532),S(787),C7H9(751),S(520),C7H10(137),S(896),S(895),C7H10(991),C7H10(990),C7H10(121),C7H10(978),S(1195),S(531),S(788),OH(D)(234),S(423)
4.54377379459199e-09,0.21831361694376955,76.950000000000003,0.0,0.0,0.0,0.99575571296095533,9.4995097191428037,0.00017372007848565215,0.0018321086770367765,0.0013502507049593872,0.00048253883348375225,1.0180936338522792e-09,4.7464526241907246e-08,0.00015406841094815413,6.7034484947759474e-06,7.7980936328124402e-12,1.0323793703466215e-06,7.8541118297544551e-07,0.00019849745766015341,3.6720152917143081e-05,7.2034351843185606e-14,8.1742508466950825e-16,1.2928586129132617e-11,3.0868462851192918e-14,7.9056396308691569e-09,5.3438024903409938e-07,5.081974359782642e-06,5.0859944829737857e-06,2.4328427058435054e-09,1.5725740606127218e-09,1.5109767581319321e-18,9.0007987928760973e-08,8.5784220694713977e-11,2.7259708252470171e-11,2.471347259076341e-12,8.8415584104822649e-10,6.3117941549284155e-13,2.4421496383826932e-12,2.0908520368804558e-06,1.1865201414997434e-14,3.3908056828379503e-15,1.7230219175167892e-10,1.7940417728159232e-11,7.6885271407705998e-13,6.0742745467136463e-10,1.8771556099534945e-09,2.4397154457217122e-12,5.4852399909190931e-12,1.6176370910482744e-10,1.6173284064197625e-10
4.739460419093807e-09,0.21831356495854817,76.950000000000003,0.0,0.0,0.0,0.99557214601102639,9.499488428775507,0.00018116237948240902,0.0019105549999375764,0.001407571829809549,0.00050340243632906935,1.0616837379390571e-09,4.7456199147870001e-08,0.00016068884050130165,6.9905410831702471e-06,8.135260963811202e-12,1.1714917067381635e-06,8.9149826016760484e-07,0.00020702909589044726,3.9940284956671229e-05,7.511941002281207e-14,9.0593635351642652e-16,1.4770609397029227e-11,3.5052461509793369e-14,8.3803157252285961e-09,5.5827424139264346e-07,5.5483106898354252e-06,5.5527019881304628e-06,2.6560907218662725e-09,1.7169030163406633e-09,1.5759269024670239e-18,9.7866448628081053e-08,9.3274006722291349e-11,2.9647042948961348e-11,3.0722157507374404e-12,9.9182057823600973e-10,6.9774345795431779e-13,3.0416150275332726e-12,2.180729645424538e-06,1.3310017007447643e-14,3.8037007930831016e-15,1.7327462846068648e-10,1.8193994845300368e-11,7.6894477094981957e-13,6.2906861428258751e-10,1.9630265282132424e-09,3.0384476377135621e-12,6.2049607202268329e-12,1.9151808194767224e-10,1.9148302948616243e-10
4.935147043595625e-09,0.2183135130405669,76.950000000000003,0.0,0.0,0.0,0.99538851948405915,9.4994671449358883,0.00018860143814778072,0.0019889590813256743,0.0014648432105573426,0.00052424773153192687,1.1052501945020263e-09,4.7447869132309654e-08,0.00016730796972660512,7.2774779377732802e-06,8.472132433209732e-12,1.3225117873186078e-06,1.0066947314808175e-06,0.00021555923875492689,4.3294757783672714e-05,7.8202794708153429e-14,1.0011536218043438e-15,1.6779641682392616e-11,3.9598809724342543e-14,8.8577493488341197e-09,5.8214771436269662e-07,6.0350332368767559e-06,6.0398124503955358e-06,2.8890978537748073e-09,1.8675421704244829e-09,1.6408656627995746e-18,1.0604908254761947e-07,1.0107274539919883e-10,3.2133572408727573e-11,3.7840534813466307e-12,1.1070098861493303e-09,7.6834116938594922e-13,3.7533849507304085e-12,2.2705919396469312e-06,1.4855805015619645e-14,4.2454514682300905e-15,1.7424689452330501e-10,1.8447528713819661e-11,7.6903681181733537e-13,6.5071406405216851e-10,2.0489145148703213e-09,3.7493088580400163e-12,6.982311756789516e-12,2.2519189993044464e-10,2.2515230112072034e-10
5.1308336680974426e-09,0.2183134611890783,76.950000000000003,0.0,0.0,0.0,0.99520483393694636,9.4994458673419757,0.00019603725484713556,0.002067320392971883,0.0015220643089489544,0.00054507452358587474,1.1487927101689225e-09,4.7439536221746599e-08,0.0001739257982452845,7.5642571263575879e-06,8.8087048815159563e-12,1.4859185639982266e-06,1.1313693275438221e-06,0.00022408788627524464,4.6783448925704542e-05,8.1284485135754419e-14,1.1033472691862491e-15,1.8962836234923838e-11,4.4522603569332837e-14,9.3375963574902646e-09,6.0600044315976684e-07,6.5421243006503426e-06,6.5473082447281491e-06,3.1318555691254545e-09,2.0244860060549189e-09,1.7057930392951525e-18,1.1455538602854608e-07,1.091799548151152e-10,3.4719176261642792e-11,4.6213948803438517e-12,1.2298625930373136e-09,8.4305216317466713e-13,4.5925244157959965e-12,2.3604389515019537e-06,1.6504427881652172e-14,4.7165899499380835e-15,1.7521899146318726e-10,1.8701019433716238e-11,7.6912883736786548e-13,6.7236380350687947e-10,2.1348195668157949e-09,4.5873320174501884e-12,7.8191002232141673e-12,2.6311345381853893e-10,2.6306893121496955e-10
5.32652029259926e-09,0.21831340940333654,76.950000000000003,0.0,0.0,0.0,0.99502108992619553,9.4994245957124566,0.00020346982994993613,0.0021456384078934803,0.0015792345884122919,0.00056588261759978021,1.1923109922579318e-09,4.7431200442682904e-08,0.00018054232568226748,7.8508767212427633e-06,9.1449751591816657e-12,1.662189716090276e-06,1.265889948522369e-06,0.00023261503843571927,5.0406235020023372e-05,8.4364460591021455e-14,1.2127870632391452e-15,2.1327330511870545e-11,4.9838941142594415e-14,9.8195542502633749e-09,6.2983220362541505e-07,7.0695659819113179e-06,7.0751715544281857e-06,3.3843552402717908e-09,2.1877289448649801e-09,1.7707090318350037e-18,1.2338486008860347e-07,1.1759515752113731e-10,3.740373371189957e-11,5.5999541693409155e-12,1.3605094917602673e-09,9.2195424865291553e-13,5.575382153457077e-12,2.4502707144278701e-06,1.8257640199719198e-14,5.21761765947989e-15,1.7619092123557775e-10,1.8954467110550424e-11,7.6922084835875009e-13,6.9401783256868562e-10,2.2207416806054176e-09,5.568829542976884e-12,8.7170928468922796e-12,3.0562396125405129e-10,3.0557412231290862e-10
5.522206917101078e-09,0.21831335768259666,76.950000000000003,0.0,0.0,0.0,0.99483728800791038,9.4994033297666611,0.00021089916382973508,0.0022239126003692931,0.0016363535140745452,0.00058667181930420996,1.2358047487860875e-09,4.7422861821601815e-08,0.00018715755166618671,8.1373347993507527e-06,9.4809401267056382e-12,1.8518016347800485e-06,1.4106236532603079e-06,0.00024114069518839262,5.4162991816723423e-05,8.7442700408817758e-14,1.3297421515076244e-15,2.3880245966549494e-11,5.5562922002640674e-14,1.0303357109759826e-08,6.5364277233446411e-07,7.6173401826383039e-06,7.6233843716325285e-06,3.6465881444645414e-09,2.3572653469944362e-09,1.8356136400545812e-18,1.3253701000511256e-07,1.2631788013218804e-10,4.0187123509576247e-11,6.7366654382930849e-12,1.4990737649956606e-09,1.0051234675673697e-12,6.7196417666566658e-12,2.5400872633419655e-06,2.0117094423243086e-14,5.7490068287278589e-15,1.771626856705604e-10,1.920787185355175e-11,7.6931284552486919e-13,7.156761510709201e-10,2.306680852962341e-09,6.7114441771793474e-12,9.6780168087878907e-12,3.5307753215847569e-10,3.5302196923647303e-10
5.717893541602895e-09,0.21831330602611498,76.950000000000003,0.0,0.0,0.0,0.99465342873777529,9.4993820692245983,0.000218325256864171,0.0023021424459546778,0.0016934205527796291,0.00060744193505776723,1.2792736884776047e-09,4.7414520384966744e-08,0.00019377147582937761,8.4236294422607786e-06,9.8165966547360837e-12,2.0552294076952886e-06,1.565936648482884e-06,0.00024966485645744628,5.8053594181898516e-05,9.0519183974052873e-14,1.4544810535930472e-15,2.6628687838014931e-11,6.170964660769767e-14,1.0788771181751517e-08,6.7743192662735511e-07,8.185428606328494e-06,8.1919284978923482e-06,3.9185454639913027e-09,2.5330895111801209e-09,1.9005068633771641e-18,1.420113449215486e-07,1.3534765295189158e-10,4.306922392397532e-11,8.0497220607031114e-12,1.6456713871372949e-09,1.0926341296979233e-12,8.0443726987128613e-12,2.6298886346358241e-06,2.2084346259286758e-14,6.311202041743008e-15,1.7813428569363183e-10,1.9461233772930567e-11,7.6940482945048745e-13,7.3733875846010673e-10,2.3926370811016217e-09,8.0341995824183662e-12,1.0703560571076011e-11,4.0584113371019325e-10,4.0577942406358558e-10
5.913580166104713e-09,0.21831325443314914,76.950000000000003,0.0,0.0,0.0,0.99446951267103878,9.4993608138069447,0.00022574810943496419,0.0023803274214964161,0.0017504351731055052,0.00062819277185337339,1.3227175207721709e-09,4.74061761592204e-08,0.00020038409780787479,8.7097587362639086e-06,1.0151941624172148e-11,2.2729468035775239e-06,1.7321942780620122e-06,0.00025818752214308121,6.2077916100827517e-05,9.3593890722268576e-14,1.5872716532881779e-15,2.9579744941830841e-11,6.8294215756433544e-14,1.127559099256737e-08,7.011994445681204e-07,8.7738127583750913e-06,8.7807855448307885e-06,4.2002182863557489e-09,2.7151956748718827e-09,1.965388701043392e-18,1.5180737747591178e-07,1.4468400961822868e-10,4.6049912718603903e-11,9.5586154635202632e-12,1.8004115046527622e-09,1.1845588476658319e-12,9.5700810203703539e-12,2.719674866169579e-06,2.416085977376392e-14,6.9046216937228092e-15,1.7910572159079873e-10,1.9714552980741168e-11,7.6949680061281045e-13,7.590056540100615e-10,2.478610362507483e-09,9.5575507504765564e-12,1.1795374684665593e-11,4.6429455490624609e-10,4.6422626069048963e-10
6.1092667906065305e-09,0.21831320290295797,76.950000000000003,0.0,0.0,0.0,0.99428554036249761,9.4993395632350541,0.00023316772192791236,0.0024584670051475341,0.0018073968453813801,0.00064892413732450219,1.3661359558331957e-09,4.7397829170784428e-08,0.00020699541724140955,8.9957207724174022e-06,1.0486971926264644e-11,2.5054262570552427e-06,1.9097610123441397e-06,0.00026670869212493039,6.6235830681183268e-05,9.6666800140224445e-14,1.7283811907577718e-15,3.274048946203017e-11,7.5331730030425958e-14,1.1763635931109552e-08,7.249451049155817e-07,9.3824739464397495e-06,9.3899369347935632e-06,4.4915976044544211e-09,2.9035780143468805e-09,2.0302591521372812e-18,1.6192462344963127e-07,1.5432648676877424e-10,4.9129067127702457e-11,1.1284173257509368e-11,1.9633967961498224e-09,1.2809685709548303e-12,1.1318760033442655e-11,2.80944599726571e-06,2.6348012224295194e-14,7.5296593721166293e-15,1.8007699371455462e-10,1.996782959330398e-11,7.6958875949803741e-13,7.806768371174402e-10,2.5646006946143617e-09,1.1303434215288215e-11,1.2955072577258657e-11,5.2883037071157397e-10,5.2875503898154346e-10
6.304953415108348e-09,0.2183131514348015,76.950000000000003,0.0,0.0,0.0,0.99410151236648014,9.499318317230987,0.00024058409473288604,0.0025365606763820114,0.0018643050417047635,0.00066963583975137794,1.4095287045560058e-09,4.7389479446058249e-08,0.00021360543377340648,9.2815136465987224e-06,1.0821684462716229e-11,2.7531388535195816e-06,2.09900043754119e-06,0.00027522836626506757,7.0527210156264445e-05,9.9737891766476902e-14,1.8780762547654115e-15,3.611797674432137e-11,8.2837289238397987e-14,1.2252747237154572e-08,7.4866868714324242e-07,1.0011393280784503e-05,1.001936390145703e-05,4.7926743167341441e-09,3.0982306448113406e-09,2.095118215609117e-18,1.7236260143583503e-07,1.642746237243919e-10,5.2306563834232603e-11,1.3248596734805098e-11,2.1347238133145256e-09,1.3819326191687427e-12,1.3313940689099637e-11,2.8992020687032614e-06,2.8647098636344199e-14,8.186685164376709e-15,1.810481027411382e-10,2.0221063732121031e-11,7.6968070664365205e-13,8.0235230732892014e-10,2.6506080747713383e-09,1.3295318066924954e-11,1.418423132258421e-11,5.998539057996546e-10,5.9977106851041625e-10
6.500640039610166e-09,0.21831310002794116,76.950000000000003,0.0,0.0,0.0,0.99391742923683135,9.4992970755174877,0.00024799722824382425,0.0026146079160094173,0.0019211592359584088,0.00069032768806712229,1.4528954785759742e-09,4.7381127011418299e-08,0.00022021414705098043,9.5671354595590225e-06,1.1156076145780765e-11,3.0165543141038265e-06,2.3002752451853928e-06,0.00028374654441064908,7.4951925888250138e-05,1.028071451919539e-13,2.0366227749471817e-15,3.9719245090539193e-11,9.0825991862264209e-14,1.2742785354026914e-08,7.723699714723309e-07,1.066055167459869e-05,1.0669047490429174e-05,5.1034392273470473e-09,3.299147620500816e-09,2.1599658902955649e-18,1.831208325260849e-07,1.7452796219053262e-10,5.5582278949259889e-11,1.5475497736129165e-11,2.3144833036137241e-09,1.4875187145421023e-12,1.5580741817942289e-11,2.9889431227125163e-06,3.1059336134540665e-14,8.8760468957474079e-15,1.8201904942622593e-10,2.04742555230224e-11,7.6977264259824397e-13,8.2403206419300528e-10,2.7366325003987348e-09,1.5558251763984864e-11,1.5484392391261671e-11,6.7778319788580545e-10,6.7769237189394331e-10
6.696326664111983e-09,0.21831304868163975,76.950000000000003,0.0,0.0,0.0,0.99373329152689527,9.4992758378180184,0.00025540712285872924,0.0026926082061894479,0.0019779589038271183,0.00071099949186384872,1.4962359902766292e-09,4.737277189321769e-08,0.00022682155672493329,9.8525843169765652e-06,1.1490143898361762e-11,3.296140980767683e-06,2.5139472216486738e-06,0.00029226322639623305,7.9509848371477439e-05,1.0587454006053024e-13,2.2042860141327556e-15,4.3551315554315543e-11,9.9312934505024937e-14,1.3233627604793639e-08,7.9604873888220563e-07,1.1329929844356468e-05,1.133896855987918e-05,5.4238830463202443e-09,3.5063229347898369e-09,2.2248021749373511e-18,1.9419884001464883e-07,1.8508604597526258e-10,5.8956087992663722e-11,1.7989934891753864e-11,2.5027605156857456e-09,1.5977930137221766e-12,1.8145920169394634e-11,3.0786692029696504e-06,3.3585868041634322e-14,9.5980713006487986e-15,1.8298983436466306e-10,2.0727405095289139e-11,7.6986456788199423e-13,8.4571610718330556e-10,2.822673969073098e-09,1.8118915741955343e-11,1.6857062383792567e-11,7.6304896065548179e-10,7.6294964772097703e-10
6.892013288613801e-09,0.21831299739516125,76.950000000000003,0.0,0.0,0.0,0.99354909978950112,9.49925460385675,0.00026281377897966227,0.0027705610304463715,0.0020347035228144243,0.00073165106139871352,1.5395499527976966e-09,4.7364414117785026e-08,0.00023342766244974992,1.0137858329509754e-05,1.1823884654110169e-11,3.5923658014872587e-06,2.7403772377272231e-06,0.00030077841204581465,8.4200847235741376e-05,1.0894005606959658e-13,2.3813305607142795e-15,4.7621191737975596e-11,1.0831321134054175e-13,1.372516615187412e-08,8.1970477110358134e-07,1.2019508310199428e-05,1.2029107781190102e-05,5.7539963897375468e-09,3.719750520309399e-09,2.2896270681947643e-18,2.0559614911936933e-07,1.9594842072310534e-10,6.2427865875100413e-11,2.0818449241039318e-11,2.6996354883533704e-09,1.7128201388416157e-12,2.1037920258084035e-11,3.1683803545910788e-06,3.6227767757667804e-14,1.0353065131252164e-14,1.8396045802953071e-10,2.0980512581765663e-11,7.6995648299309166e-13,8.674044357520318e-10,2.9087324784726123e-09,2.1005670815276606e-11,1.8303713746199044e-11,8.5609454629042406e-10,8.5598623307908348e-10
7.0876999131156184e-09,0.21831294616777103,76.950000000000003,0.0,0.0,0.0,0.99336485457694512,9.4992333733585852,0.00027021719701273843,0.0028484658736833797,0.0020913925722591273,0.0007522822075999206,1.5828370800430737e-09,4.7356053711423586e-08,0.00024003246388359562,1.0422955612849591e-05,1.2157295357521507e-11,3.9056943155515544e-06,2.9799252382917659e-06,0.00030929210117461504,8.9024791249617022e-05,1.1200367297062217e-13,2.5680203210634044e-15,5.1935859590689292e-11,1.1784191356522927e-13,1.4217306203037759e-08,8.4333785061761197e-07,1.2729267396321322e-05,1.273944563961155e-05,6.0937697799222454e-09,3.9394242490652124e-09,2.3544405686612397e-18,2.1731228671819798e-07,2.0711463366381826e-10,6.599748688115358e-11,2.3989099236094436e-11,2.9051833241828398e-09,1.8326632079014391e-12,2.4286924015060538e-11,3.2580766241276632e-06,3.8986042431666649e-14,1.1141316206761745e-14,1.8493092093569938e-10,2.1233578119430099e-11,7.7004838843461323e-13,8.8909704939977133e-10,2.9948080263020606e-09,2.4248607371028704e-11,1.9825785468838909e-11,9.573759075960161e-10,9.5725806568245029e-10
7.283386537617436e-09,0.21831289499873605,76.950000000000003,0.0,0.0,0.0,0.9931805564409768,9.4992121460491603,0.0002776173773681212,0.0029263222221968498,0.0021480255333517105,0.00077289274207267519,1.6260970866887806e-09,4.7347690700411089e-08,0.00024663596068831166,1.0707874287772014e-05,1.2490372964031944e-11,4.2365906389662972e-06,3.2329502320041256e-06,0.00031780429359065394,9.3981548323803863e-05,1.1506537056971948e-13,2.7646185119970115e-15,5.6502287207901133e-11,1.2791412885169886e-13,1.4709964433046318e-08,8.6694776066739488e-07,1.3459187231348263e-05,1.346996243490589e-05,6.4431936456176648e-09,4.1653379325543926e-09,2.4192426748753787e-18,2.2934678110054479e-07,2.1858423337530429e-10,6.9664824653610087e-11,2.7531495134590426e-11,3.119474448434676e-09,1.9573838644827221e-12,2.7924900241630812e-11,3.3477580595589824e-06,4.186163643723821e-14,1.1963094406658292e-14,1.8590122369905461e-10,2.1486601849589337e-11,7.7014028472426051e-13,9.1079394767726622e-10,3.0809006102892771e-09,2.7879594352080413e-11,2.1424683768887742e-11,1.0673615597329359e-09,1.0672336456040845e-09
7.479073162119254e-09,0.21831284388732441,76.950000000000003,0.0,0.0,0.0,0.99299620593278248,9.4991909216548507,0.000285014320460018,0.003004129563690503,0.0022046018891506199,0.00079348247710508762,1.6693296881908558e-09,4.7339325110998611e-08,0.00025323815252941187,1.0992612480190028e-05,1.2823114440113767e-11,4.5855174499660077e-06,3.4998102811006731e-06,0.00032631498909613135,9.9070985514491762e-05,1.181251287282032e-13,2.9713876532920096e-15,6.1327424632044812e-11,1.3854494080438655e-13,1.5203067595628442e-08,8.9053428527130005e-07,1.4209247748724948e-05,1.4220638281998354e-05,6.8022583221706439e-09,4.397485321884038e-09,2.4840333853314691e-18,2.4169916173266383e-07,2.3035676955989908e-10,7.3429752178799365e-11,3.1476832786294436e-11,3.3425748541791984e-09,2.0870423068040093e-12,3.1985653863520139e-11,3.4374247102876943e-06,4.4855434662539832e-14,1.2818652610893868e-14,1.8687136697326052e-10,2.1739583917632346e-11,7.7023217238396203e-13,9.3249513014691643e-10,3.1670102282259621e-09,3.1932328027468464e-11,2.3101782756942226e-11,1.1865325415559346e-09,1.1863939966151303e-09
7.674759786621072e-09,0.21831279283280589,76.950000000000003,0.0,0.0,0.0,0.99281180360296895,9.499169699902783,0.00029240802670667422,0.003081887387289481,0.0022611211245984054,0.0008140512256740298,1.7125346007931642e-09,4.733095696940945e-08,0.00025983903907607884,1.1277168321205033e-05,1.31555167633701e-11,4.9529359746352111e-06,3.7808624912432442e-06,0.00033482418748864213,0.00010429296902674894,1.2118292736314047e-13,3.1885895602495373e-15,6.6418203654544611e-11,1.4974942841720073e-13,1.5696551303755032e-08,9.1409720922980681e-07,1.497942868711512e-05,1.4991453111639432e-05,7.1709540517219001e-09,4.6358601078944076e-09,2.5488126984886893e-18,2.5436895903634571e-07,2.4243179283333743e-10,7.7292141772943518e-11,3.5857926817699195e-11,3.5745463343011839e-09,2.2216973161407375e-12,3.6504874983048407e-11,3.5270766271338694e-06,4.796826562420843e-14,1.3708227589778934e-14,1.8784135138725624e-10,2.1992524472793958e-11,7.7032405192958589e-13,9.5420059636484712e-10,3.2531368779879183e-09,3.6442380547745802e-11,2.4858425088177373e-11,1.3153823765624958e-09,1.3152326271340789e-09
7.87044641112289e-09,0.21831274183445146,76.950000000000003,0.0,0.0,0.0,0.99262735000154945,9.4991484805208373,0.00029979849653036797,0.0031595951835543135,0.0023175827265377279,0.00083459880145094303,1.7557115415351922e-09,4.7322586301839238e-08,0.00026643862000116008,1.1561539947158123e-05,1.3487576922628638e-11,5.3393059726395979e-06,4.076463001438131e-06,0.00034333188856224093,0.00010964736421793079,1.2423874644790482e-13,3.4164853363091865e-15,7.1781537619114211e-11,1.6154266553322451e-13,1.6190358958021223e-08,9.3763631812847484e-07,1.5769709590813657e-05,1.5782386671076806e-05,7.5492709834018871e-09,4.8804559212855147e-09,2.6135806127792574e-18,2.6735570418021421e-07,2.5480885452575258e-10,8.1251865069470752e-11,4.0709243219267786e-11,3.8154467010915631e-09,2.3614062846227233e-12,4.1520187727047951e-11,3.6167138623292168e-06,5.1200904414644357e-14,1.4632040846245928e-14,1.8881117755258492e-10,2.2245423668170813e-11,7.7041592387214644e-13,9.7591034589507826e-10,3.3392805575208352e-09,4.1447248283083776e-11,2.6695922598483414e-11,1.4544170334543065e-09,1.4542554907887734e-09
8.066133035624707e-09,0.21831269089153385,76.950000000000003,0.0,0.0,0.0,0.99244284567792718,9.4991272632376713,0.00030718573035740484,0.0032372524444947955,0.0023739861837272307,0.00085512501880759457,1.7988602282597898e-09,4.7314213134454795e-08,0.00027303689498116339,1.1845725499681226e-05,1.3819291918034688e-11,5.7450857230680212e-06,4.3869669740236766e-06,0.00035183809210837701,0.00011513403560111046,1.2729256601272453e-13,3.6553353657135807e-15,7.7424321226368608e-11,1.7393972030650645e-13,1.6684440804805116e-08,9.6115139834297475e-07,1.6580069810164269e-05,1.6593418524730889e-05,7.9371991735293941e-09,5.1312663327454586e-09,2.6783371266155706e-18,2.8065892888295128e-07,2.6748750649404186e-10,8.5308793007234737e-11,4.6066931339938049e-11,4.0653299940965911e-09,2.5062252424255681e-12,4.7071198888300741e-11,3.706336469511245e-06,5.4554075491785787e-14,1.5590299413100688e-14,1.8978084610296116e-10,2.24982816608441e-11,7.7050778872431783e-13,9.9762437832624675e-10,3.4254412648224476e-09,4.6986399941966521e-11,2.8615556925999942e-11,1.6041548863145532e-09,1.6039809465942465e-09
8.261819660126525e-09,0.21831264000332695,76.950000000000003,0.0,0.0,0.0,0.99225829118088027,9.4991060477827052,0.00031456972861811192,0.0033148586635837617,0.0024303309868572778,0.00087562969282178394,1.84198037962081e-09,4.7305837493392825e-08,0.00027963386369625351,1.2129723125747341e-05,1.4150658761143544e-11,6.1707320103860733e-06,4.7127285847270407e-06,0.00036034279791671695,0.00012075284684853025,1.3034436614522075e-13,3.9053993062235659e-15,8.3353430339762993e-11,1.8695565466596873e-13,1.7178753108165686e-08,9.8464223704717388e-07,1.741048850198177e-05,1.7424528054872901e-05,8.334728585812401e-09,5.3882848530804006e-09,2.7430822383963979e-18,2.9427816522781113e-07,2.8046730094498176e-10,8.9462795819594059e-11,5.1968855293518966e-11,4.3242466768592828e-09,2.6562088843713507e-12,5.3199546358301565e-11,3.7959445037174214e-06,5.8028455319729389e-14,1.6583196607649028e-14,1.9075035770890964e-10,2.2751098611910225e-11,7.7059964700283118e-13,1.0193426932710747e-09,3.5116189979427687e-09,5.3101324468346139e-11,3.0618580118451198e-11,1.7651266744041153e-09,1.7649397187494496e-09
8.457506284628342e-09,0.21831258916910654,76.950000000000003,0.0,0.0,0.0,0.99207368705854604,9.4990848338861511,0.00032195049174683227,0.0033924133357707766,0.0024866166285655408,0.00089611263928299873,1.8850717150907408e-09,4.72974594047602e-08,0.00028622952583024712,1.2413530977720703e-05,1.4481674475011711e-11,6.6167001105020859e-06,5.0541010127906768e-06,0.00036884600577586474,0.00012650366079507348,1.3339412699094917e-13,4.1669360818846287e-15,8.9575721792867837e-11,2.0060552378147153e-13,1.7673257421735615e-08,1.0081086222212572e-06,1.8260944629981961e-05,1.8275694462308549e-05,8.7418490915524805e-09,5.651504933346712e-09,2.8078159465124181e-18,3.0821294548782429e-07,2.9374779026855501e-10,9.3713743024313902e-11,5.8454624781498383e-11,4.5922438231486956e-09,2.811410595953365e-12,5.9948947349157231e-11,3.8855380213793141e-06,6.1624674868185903e-14,1.7610912745981629e-14,1.9171971306206548e-10,2.3003874686409489e-11,7.7069149922589312e-13,1.0410652903566508e-09,3.5978137549945364e-09,5.9835578715129063e-11,3.2706215226668686e-11,1.9378754615796978e-09,1.9376748560559169e-09
8.65319290913016e-09,0.21831253838814954,76.950000000000003,0.0,0.0,0.0,0.99188903385840688,9.4990636212790083,0.00032932802018191879,0.0034699159574957004,0.0025428426034524621,0.00091657367469802115,1.9281339549682946e-09,4.7289078894632942e-08,0.00029282388107060921,1.269714721340696e-05,1.4812336094287474e-11,7.0834437769463224e-06,5.4114364311690518e-06,0.00037734771547399536,0.00013238633944175724,1.3644182875393938e-13,4.4402038758449441e-15,9.6098033197987972e-11,2.1490437553206351e-13,1.8167919948696765e-08,1.0315503426580157e-06,1.9131416965220825e-05,1.9146896767068917e-05,9.1585504698537601e-09,5.9209199649859375e-09,2.87253824935107e-18,3.2246280196112451e-07,3.0732852688092792e-10,9.8061503414239698e-11,6.5565625336686227e-11,4.8693652932376358e-09,2.9718824787991265e-12,6.7365246402430003e-11,3.9751170803167035e-06,6.5343321978503323e-14,1.8673615819127431e-14,1.9268891285935727e-10,2.325661005325711e-11,7.7078334591060291e-13,1.0627921692204312e-09,3.6840255341579374e-09,6.7234834891862384e-11,3.4879656884672226e-11,2.1229565953369186e-09,2.1227416909613869e-09
9.044566158133795e-09,0.21831243698314262,76.950000000000003,0.0,0.0,0.0,0.99151958241127225,9.4990211988609481,0.00034407337474461557,0.0036247630428507716,0.0026551135410692915,0.00095742928203623354,2.0141700333168865e-09,4.7272310714036798e-08,0.00030600866963850987,1.3263797494641424e-05,1.5472585246150547e-11,8.0810651292118731e-06,6.1753998411031245e-06,0.00039434663954085236,0.00014454673469143346,1.4253097614333272e-13,5.0229615041715063e-15,1.1006996907181429e-10,2.4550917883133289e-13,1.9157604564746298e-08,1.078358948586487e-06,2.0932324381050733e-05,2.0949324249017751e-05,1.0020654500859439e-08,6.4783081509101799e-09,3.0019486327530064e-18,3.5190587196686776e-07,3.3538895091049387e-10,1.0704693524736497e-10,8.1837916948925738e-11,5.4511415484118628e-09,3.3088388930768004e-12,8.4392839509605034e-11,4.1542320602023568e-06,7.3150047627199205e-14,2.0904596829157858e-14,1.9462684863987233e-10,2.3761959359066755e-11,7.7096702473424601e-13,1.1062587709151314e-09,3.8565001518465927e-09,8.4221901168981121e-11,3.9488599659384308e-11,2.532398461502865e-09,2.5321529523240337e-09
9.396802082237067e-09,0.21831234589357806,76.950000000000003,0.0,0.0,0.0,0.9911869137411411,9.4989830204123287,0.00035733313567825914,0.0037639423863621369,0.0027559482949519685,0.00099412256694009172,2.0915002081213653e-09,4.7257211330918629e-08,0.0003178705067125764,1.3773109052300308e-05,1.6065568971405753e-11,9.0544971866552309e-06,6.9210723903299266e-06,0.00040964054537472554,0.00015594066633658958,1.4800396935345554e-13,5.5901381252240216e-15,1.2373897428855807e-10,2.7542381478708708e-13,2.0048599498088273e-08,1.120400238532685e-06,2.2621379586673152e-05,2.2639817604086801e-05,1.0829210296813412e-08,7.0010767392204889e-09,3.1183789556600353e-18,3.7947749886534435e-07,3.6166568359981769e-10,1.1546359358956103e-10,9.907384467352169e-11,6.0063252822789504e-09,3.6306209178880447e-12,1.0250361797236828e-10,4.3153867015214938e-06,8.0599893739519567e-14,2.3033589874854861e-14,1.9637046606930146e-10,2.4216636287865989e-11,7.711323219201603e-13,1.1453933528067627e-09,4.0117855064055403e-09,1.0228772616529941e-10,4.3941529074048274e-11,2.948894042887826e-09,2.948618619073038e-09
