Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118),S(173),S(317),S(869),S(226),S(228),S(1518),S(925),S(942),S(1546),S(1549),S(1413),S(1424),S(1776),S(1779),S(975),S(2129),S(1032),S(2133),S(2134),S(372),S(2383)
2.68435455e-07,0.002556559029608182,3.0263119946364883e-20,1.7657214113478645e-21,7.926524737672936e-18,2.014988850685783e-20,9.1750609924635206e-18,0.0,0.0,2.4282910442280744e-16,2.4431425863808117e-20,3.3489954641153372e-22,5.0780976036470457e-31,5.3644721687734345e-30,-1.3912715802350856e-53,2.1696129676492581e-39,3.921949333294243e-32,8.4682773147768223e-17,3.4203633303141751e-20,3.257919305646531e-41,5.901464479883568e-48,2.5572002289531876e-31,4.7173138737350621e-34,1.6052330352606941e-33,1.085056999698928e-29,6.9668858478079068e-23,3.5496077459184535e-24,4.102786939160661e-32,9.896493163158385e-17,3.9211543830518171e-19,3.0503697749308209e-20,1.0844086362650264e-16,7.1299714527980516e-27,5.3809389443832556e-30,2.4590233282233215e-21,4.9572947370757217e-21,0.88168480800000004,0.0,0.0094599999999971131,0.1088499999999947,1.485914489568753e-16,1.041021972534924e-16,9.9593640449775977e-17,2.9115332197780537e-18,2.1372076859035359e-18,8.3688739750827947e-19,4.9748956339663753e-17,8.6346218063108846e-16,5.9412026913501816e-17,9.5033429954513059e-16,8.3163146443280388e-16,9.0024654651160384e-16,5.329025385265925e-16,1.7355478779979652e-17,4.9521814909191304e-18,4.4077450177775656e-18,3.9412405930149535e-18,2.864210040801261e-18,8.7901539761686627e-17,5.557077971658232e-19,7.771492658866407e-18,3.224351945407163e-19,6.5185020185545036e-27,1.7346271388999782e-18,4.9358357648228214e-18,2.8588464087266053e-17,5.4045946031806399e-18,1.5114591327810138e-18,4.6001080614974987e-17,4.3138545260984126e-16,9.5220321201982682e-18,6.1356933213940746e-18,1.2166992886924944e-16,2.7511822397959069e-18,8.9399639560362968e-27,7.2303208113812759e-19,8.6221315037937833e-19,2.5018830932387425e-18,3.0408869285503831e-20,2.5114243394966742e-25,6.0286847219114507e-26,1.4879791726221868e-21,2.5916042510843667e-18,6.8199440173383233e-18,6.6499090597139523e-23,1.8540080169448237e-22,9.1516713571082363e-21,1.5965565929902823e-19,1.1695125254095152e-19,2.8117515601883566e-21,2.2325099275263661e-22,4.1867179149180545e-22,4.6486149104239439e-20
5.36870911e-07,0.0025565590296081748,3.2820725206436715e-20,3.5229904098606777e-21,3.0469468333495483e-17,4.5767001071523946e-20,7.278016025669146e-17,0.0,0.0,5.3544695127393188e-16,1.0731035160859225e-19,8.0769542233387587e-21,5.6965105760302032e-30,1.3620823648102797e-29,9.1671063397134972e-53,2.4212393841121677e-39,2.264264894332209e-31,9.4342785987160223e-17,8.564090854841061e-20,3.0651588022506729e-39,-1.4454311552178594e-47,1.4446512082851208e-30,1.0570224175710268e-33,9.2849011755988701e-33,1.6284077771031158e-28,1.1326939553427074e-22,8.546392284028905e-23,9.6701425617167694e-32,2.2124518465259372e-16,8.9743414562673324e-19,6.5670262614489892e-20,1.121546925569867e-16,1.1677445395605472e-26,6.505958676586319e-29,2.9441211250299812e-20,5.9429436840411171e-20,0.88168480800000004,0.0,0.0094599999999941658,0.10884999999998859,1.5783976605371921e-16,1.1272758502777754e-16,1.1230684179000773e-16,5.3911640889875778e-18,3.788788359154179e-18,1.2339514829114697e-18,1.0136809568535175e-16,1.726124348006934e-15,1.2394621925650662e-16,2.0342615792415589e-15,1.7506237931388063e-15,1.7551858889503184e-15,1.1423778958772061e-15,2.9320900918485968e-17,1.3434242251940794e-17,1.3640645637965771e-17,1.2671286221295204e-17,1.0429486969068118e-17,2.8530032736144064e-16,1.0918753475776517e-18,2.2195179706460686e-17,6.2770191859027346e-19,2.1033294740248159e-26,4.5528303935318593e-18,3.2560033934810382e-17,8.7960681660416181e-17,1.2079549731357112e-17,5.5751221358144131e-18,5.1131382857004102e-17,8.7315810007908954e-16,5.9998433541584773e-17,1.1834672460536658e-17,2.6871974314450311e-16,1.4670449617590126e-17,1.9969840440430242e-26,2.9458681814673629e-18,3.5801504733921245e-18,1.1655256132646778e-17,9.3520957842973215e-20,1.6567629588289866e-24,2.808564723714896e-25,1.3562613304984102e-20,1.6431437123168618e-17,4.324556036570548e-17,6.2120214477125899e-22,2.3285031081346248e-21,7.5334300194120362e-20,1.5772480580688804e-18,1.4323818553837695e-18,2.8432174361607567e-20,2.2085199497515963e-21,5.2828234246600788e-21,9.0855919175296226e-19
9.999999999999997e-07,0.002556559029608159,3.6309887392166862e-20,5.9761035566205709e-21,8.259805938816051e-17,9.541065321928048e-20,4.0015457666667827e-16,0.0,0.0,1.1481341255390995e-15,4.3996911465073505e-19,1.3498283376164243e-19,4.9386546114144896e-29,4.8124735177868109e-29,8.7445224749176588e-53,2.8076837526518971e-39,9.907480240603825e-31,1.0936457288711877e-16,3.0186263367942175e-19,1.5428536327157677e-37,-2.6375243442227098e-47,7.8042824956233747e-30,2.2236593404177156e-33,4.0561615072430463e-32,1.6982268407108537e-27,1.5999933024211724e-22,1.4270520795184143e-21,2.2578907497452006e-31,4.6496457531782124e-16,1.9301749617447934e-18,1.2946332657180294e-19,1.1713075650284841e-16,1.6538083963950556e-26,5.4539230529115381e-28,2.453404933271407e-19,5.4714073809821642e-19,0.88168480800000004,0.0,0.0094599999999888437,0.10884999999997746,1.7051283323124553e-16,1.2519095556096022e-16,1.310742585431533e-16,1.060812819093296e-17,6.9116620779141477e-18,1.8189633697071409e-18,1.9838511933200843e-16,3.0345899753285439e-15,2.5875421885970831e-16,3.895956894413878e-15,3.3138393641729495e-15,3.0523111326018903e-15,2.1970493520462987e-15,4.6246997124405473e-17,3.0528184549508229e-17,3.9930925681045439e-17,3.8106011836683104e-17,3.606595627573416e-17,7.1160083760872674e-16,2.0106965272881745e-18,6.2692791532339374e-17,1.0704952175866405e-18,5.2321940519568426e-26,9.7222760478098662e-18,1.6212633099136939e-16,2.0347778495919709e-16,2.1920881587831179e-17,1.6774004119418147e-17,5.9317394439850316e-17,1.5850951254263653e-15,2.9778414955983205e-16,2.2965370475740271e-17,5.5761393233137367e-16,6.2284004534903084e-17,3.6231027012112572e-26,1.1035754180320658e-17,1.4181618057703575e-17,4.2296229598485662e-17,2.1629815995152665e-19,8.2496741535527887e-24,1.0192190158497717e-24,9.5275270541298246e-20,7.6641825013966736e-17,2.0172392350689763e-16,4.4381882769592839e-21,1.9954312647781641e-20,4.7807416751346254e-19,1.1191471126577111e-17,1.412856533962963e-17,2.0427150030869782e-19,1.568206154059455e-20,4.5210097138476742e-20,1.2914162118759258e-17
1.0737418230000002e-06,0.002556559029608159,3.6865449947898291e-20,6.3667009942765382e-21,9.0898244857168084e-17,1.0331517378752632e-19,4.5228083442725205e-16,0.0,0.0,1.2456893649575254e-15,4.9293677357412608e-19,1.5518944813514159e-19,5.634310087185174e-29,5.3618627479752065e-29,8.6772364734537575e-53,2.8692154354948999e-39,1.1124472752200628e-30,1.1175641994883608e-16,3.3629058165780012e-19,1.7836343095693637e-37,-2.8272505094621662e-47,8.816896075454381e-30,2.4094173407531809e-33,4.5541656177561329e-32,1.9426989975752084e-27,1.6743991356083767e-22,1.6406667254959968e-21,2.4634308208936145e-31,5.0377084466036989e-16,2.0946133273665523e-18,1.3962079010130257e-19,1.1792307129249967e-16,1.7312020124488031e-26,6.2187337968680905e-28,2.7971710024490997e-19,6.2479666882394332e-19,0.88168480800000004,0.0,0.0094599999999879954,0.10884999999997569,1.7253070491943971e-16,1.27175438258486e-16,1.3406250427689883e-16,1.1438800356729509e-17,7.40890227830275e-18,1.9121120058727755e-18,2.1383267457235444e-16,3.2429306798605687e-15,2.8021904990106715e-16,4.192385708047235e-15,3.5627426800906515e-15,3.2588461622471275e-15,2.3649796282721005e-15,4.8942058221070673e-17,3.3249970974112277e-17,4.4117000845840859e-17,4.2155861174441963e-17,4.0147928293598736e-17,7.7947862269742215e-16,2.1569960157292149e-18,6.9141031977859462e-17,1.1409990703044221e-18,5.730388148110528e-26,1.0545382079152005e-17,1.8275655088306413e-16,2.2187101912923101e-16,2.3487869645980074e-17,1.8557148371522773e-17,6.0620813792155779e-17,1.6984534424857926e-15,3.3564562835488564e-16,2.473765812166614e-17,6.0361316811841112e-16,6.9865282460447711e-17,3.8820217737592962e-26,1.2323867917045197e-17,1.586963888107824e-17,4.7175044804726365e-17,2.3584738482503537e-19,9.2994317738866832e-24,1.1367849413859361e-24,1.0828598494015128e-19,8.6228836221126321e-17,2.2695767297688093e-16,5.0459486669642094e-21,2.276078574173228e-20,5.4220050445989132e-19,1.2722297741962644e-17,1.6150117726443295e-17,2.3226955259780749e-19,1.7827388929380284e-20,5.1567525382585243e-20,1.4825756676473568e-17
1.6106127350000002e-06,0.002556559029608143,4.0606353498212349e-20,8.723875307407196e-21,1.56041888323327e-16,1.6670301928933476e-19,1.1037565797583538e-15,0.0,0.0,2.076749013296226e-15,1.1358325154276742e-18,5.7926232554201228e-19,1.699794207308079e-28,1.4024574779629027e-28,-1.7571616326936428e-51,-2.0300411791303717e-33,2.4910348579378511e-30,1.2907883940479905e-16,8.7988762346134694e-19,8.4763172055353503e-37,-2.0454491672047267e-35,2.3117698805959099e-29,4.0760059437195223e-33,1.0188865580466181e-31,6.453766030820033e-27,2.1020825830348826e-22,6.1233636555346268e-21,4.4399048368026387e-31,8.2365728414245786e-16,3.4773571501919294e-18,2.170828217501797e-19,1.2352258985911993e-16,2.1750785742539652e-26,1.7964325514563711e-27,8.0632468759597466e-19,1.9291359429283657e-18,0.88168480800000004,0.0,0.0094599999999815196,0.10884999999996216,1.8690036051212041e-16,1.402915506037293e-16,1.5323876674766008e-16,1.8822402349903074e-17,1.1440526753792423e-17,2.5670597978596576e-18,3.3870856105418189e-16,4.5796202127364993e-15,4.7084649077176658e-16,6.3373350148036145e-15,5.3479273323950044e-15,4.627997183677922e-15,3.5894117713571482e-15,6.7355703770082447e-17,5.3599284339006832e-17,8.561303755144779e-17,8.2248375894888164e-17,8.490055918059389e-17,1.2986665155605201e-15,3.2154651603202411e-18,1.3433771186600639e-16,1.6152705027241188e-18,9.5388072644935291e-26,1.6224706082533882e-17,4.3241168798782089e-16,3.5121549349055941e-16,3.3930267330421214e-17,3.4603277404457906e-17,6.9534685994673865e-17,2.4702015171647238e-15,7.8098599347829306e-16,3.8957905952544844e-17,9.7409865707717335e-16,1.5477488641317687e-16,5.6075112862205314e-26,2.7178514411075581e-17,3.6519421545159524e-17,9.8403829241622647e-17,3.7331531428772363e-19,2.2003060863462675e-23,2.3712587614139495e-24,3.0370747415105293e-19,1.9670540962762278e-16,5.1774524303455458e-16,1.422641782702229e-20,6.7589236535876426e-20,1.3887280773135639e-18,3.3704913629588506e-17,5.0395668259605931e-17,6.1751389977248283e-19,4.7239353516406005e-20,1.4970314656833578e-19,5.1703608066595985e-17
2.1474836470000003e-06,0.002556559029608126,4.4124586305661237e-20,1.0728122659386441e-20,2.217308237985098e-16,2.3558294127814436e-19,2.0294839933993812e-15,0.0,0.0,3.022971537345188e-15,2.0716478267606801e-18,1.4535591925145452e-18,3.6807433058372793e-28,3.0117294209746778e-28,-3.3434671412948111e-52,2.949576646237596e-34,4.3205565510730105e-30,1.4642017927740673e-16,1.8896417975524525e-18,3.2489459579205589e-36,1.1182607844156632e-34,4.6291954473778289e-29,5.5187242565268184e-33,1.7666294147448505e-31,1.5054507029763644e-26,2.4909909684294006e-22,1.5365840370610172e-20,7.0153180023752488e-31,1.1803846260278767e-15,5.0458682971505121e-18,2.9799901294570173e-19,1.290306654827315e-16,2.5782781538641336e-26,3.7095886734208756e-27,1.6623726347102718e-18,4.2507659166012755e-18,0.88168480800000004,0.0,0.0094599999999747265,0.10884999999994803,2.0116295472384429e-16,1.5244815257712605e-16,1.7018887051341187e-16,2.7714566169774604e-17,1.5958011783615603e-17,3.2418293510222393e-18,4.7846379582089368e-16,5.7592996575237676e-15,7.0073163383099348e-16,8.468925792503081e-15,7.1064438737246735e-15,5.8970436245189647e-15,4.8155874667571154e-15,8.6019517334580075e-17,7.3507600596011912e-17,1.3741149195825485e-16,1.3172184634831604e-16,1.4506413372471494e-16,1.8113128824669784e-15,4.2673310590513485e-18,2.1795262436321207e-16,2.0886331196556858e-18,1.3298376842583373e-25,2.1388879747493438e-17,7.7999808221132336e-16,4.6969077179346719e-16,4.4252244611519568e-17,5.2788405462310634e-17,7.792317870100354e-17,3.1927893142303657e-15,1.3779821394052361e-15,5.4321852020695386e-17,1.3755091359039037e-15,2.6670304146501318e-16,7.313158814301066e-26,4.8162367054611427e-17,6.7251212485738787e-17,1.6512051570508742e-16,4.9922943457910353e-19,3.9689936570512957e-23,3.9789498676732856e-24,6.2963669119387846e-19,3.4444189850461598e-16,9.0660850402532944e-16,2.9585115882979173e-20,1.4483324194770227e-19,2.6085018477774059e-18,6.4574050213711743e-17,1.1081906400992146e-16,1.1854555830614301e-18,9.0514739584916293e-20,3.098944592105382e-19,1.2236458064690787e-16
3.2212254710000004e-06,0.0025565590296080906,5.0726876654943511e-20,1.4176820211332995e-20,3.5049531117873784e-16,3.8533164115823802e-19,4.5102083030298987e-15,0.0,0.0,5.1678535111722598e-15,4.7343335657776059e-18,4.8532610404719032e-18,1.0240791990241145e-27,8.9247113684297081e-28,-1.088519056165162e-51,2.9053583949861894e-34,8.9191987160242495e-30,1.8116484630512697e-16,5.597502856494419e-18,2.152876320640546e-35,3.1587635166750841e-35,1.1962396419227225e-28,9.4351803920669336e-33,3.6446599319161524e-31,4.6573425917842331e-26,3.2441511560229138e-22,5.1314986575802852e-20,1.394081802130217e-30,1.9786339569195716e-15,8.6197560469639689e-18,4.6777279684009309e-19,1.3984740852051698e-16,3.3588009099555325e-26,9.4631696009073477e-27,4.2306308331293499e-18,1.2111570975857739e-17,0.88168480800000004,0.0,0.0094599999999603855,0.10884999999991844,2.2947238283018688e-16,1.7498955349360085e-16,1.9968528678948904e-16,4.9397485946204786e-17,2.6310736373642511e-17,4.693792049030788e-18,7.9873502796060015e-16,7.8081709017599044e-15,1.2627121022786028e-15,1.2700887102289028e-14,1.0561969529964984e-14,8.2485912113929761e-15,7.2721073116966452e-15,1.2587455735056638e-16,1.1129570998674799e-16,2.6346978936912472e-16,2.4947044588314991e-16,3.0248625157489044e-16,2.7881979163400856e-15,6.3556524810698305e-18,4.2891529828671953e-16,3.0907161865959517e-18,2.0461814160243015e-25,3.0464813224763777e-17,1.6919849733054536e-15,6.7849747216054639e-16,6.5981662408346169e-17,9.2685068402960326e-17,9.3593088137182041e-17,4.5347171437096265e-15,2.8639647076504757e-15,8.7260153881672406e-17,2.2381815708052634e-15,5.452544237457029e-16,1.0903889121577915e-25,1.0686621803272246e-16,1.5828485714103631e-16,3.3690965583245646e-16,7.2114538110755002e-19,8.6096312820150504e-23,8.1186036748116272e-24,1.6853169150937596e-18,7.1559057125627741e-16,1.8835292263773387e-15,7.9448147752885544e-20,4.0118357202500664e-19,5.8183526325476948e-18,1.4701375757394628e-16,3.1018280645706049e-16,2.7044166027189282e-18,2.0609648419870462e-19,7.9198908699009209e-19,3.7316343130237337e-16
4.294967295e-06,0.002556559029608054,5.6717767299990551e-20,1.6949434488174408e-20,4.7381610272456295e-16,5.5298711109281114e-19,7.9551879132465635e-15,0.0,0.0,7.6898917086992335e-15,8.7449806975276895e-18,1.1520851649293174e-17,2.1494319133463209e-27,2.0147721113563988e-27,-2.4803375668717499e-51,2.0881048196511463e-34,1.4826235175338808e-29,2.160113143771773e-16,1.2631444988511116e-17,6.5366785321408993e-35,9.8027721732531382e-35,2.4211141966477035e-28,1.3799110907580225e-32,6.0561219658111187e-31,1.0493026737555804e-25,3.9834978070254569e-22,1.2184556342164251e-19,2.3504341955117075e-30,2.9078720848535457e-15,1.2879175718667569e-17,6.4981047677113108e-19,1.5035861747293006e-16,4.1248122934360496e-26,1.8324023103707333e-26,8.1749692169809557e-18,2.5898337289482569e-17,0.88168480800000004,0.0,0.0094599999999448528,0.10884999999988679,2.5745356015295226e-16,1.9505476694513926e-16,2.2305322454790205e-16,7.7460414733153764e-17,3.8884134350025247e-17,6.330992662080794e-18,1.1879942554634077e-15,9.4251351460230737e-15,1.9924900308684784e-15,1.6884168546458013e-14,1.3922344522480675e-14,1.0338440688449898e-14,9.7352725334646397e-15,1.7060770823510498e-16,1.455751821818179e-16,4.2309771168233579e-16,3.9360687154792118e-16,5.1884225035368002e-16,3.6772780002103222e-15,8.419950569479855e-18,7.0894095726925509e-16,4.2087008011948439e-18,2.6980857618735303e-25,3.7698634787659044e-17,2.9268805504912602e-15,8.4531090704361484e-16,9.012939759317725e-17,1.3701049375082941e-16,1.0765400288957433e-16,5.7269861288539605e-15,4.7418105980853213e-15,1.2319457407836141e-16,3.1820785880747385e-15,9.0061806023146144e-16,1.4894294035355276e-25,1.9466573021699063e-16,3.0260172218912368e-16,5.722357651769965e-16,8.984307742603101e-19,1.4893395917243541e-22,1.3789328605872109e-23,3.4900908026328527e-18,1.1931160087389552e-15,3.1404559026193335e-15,1.6484880717669808e-19,8.4769356544907078e-19,1.009350794700564e-17,2.5825228845583425e-16,6.4819284035137646e-16,4.7565924093544559e-18,3.6206598165344274e-19,1.5342964868268537e-18,8.2434028069645497e-16
5.3687091190000005e-06,0.002556559029608016,6.2161643623342582e-20,1.9280562912907639e-20,5.9070282956639609e-16,7.3828190268900789e-19,1.2388449274233871e-14,0.0,0.0,1.0583051057575779e-14,1.4400842567631683e-17,2.3010489142718838e-17,3.8904088619597625e-27,3.9173222841313313e-27,8.0090923912907336e-52,1.4234091724477618e-34,2.1861369366114093e-29,2.5097012207100836e-16,2.4549469770269298e-17,1.676950062472982e-34,-1.1701845570743483e-34,4.3071360223947613e-28,1.9089308566671844e-32,8.9270946675324204e-31,1.9933937180820827e-25,4.7241940972348352e-22,2.4344733107413788e-19,3.6020817601401648e-30,3.9738181678388192e-15,1.7875120219495639e-17,8.4464611469685858e-19,1.6055131302979235e-16,4.8922173664804527e-26,3.0542902075799212e-26,1.3597363488918037e-17,4.7692115886073479e-17,0.88168480800000004,0.0,0.0094599999999280537,0.10884999999985297,2.8509009642200638e-16,2.1286376461577858e-16,2.4117347811669393e-16,1.1272694622450808e-16,5.4084995608253989e-17,8.1803939791568757e-18,1.65932497139205e-15,1.0672596375490161e-14,2.9124952154439736e-15,2.1015847467552429e-14,1.7183151587680952e-14,1.2188745875905122e-14,1.2205802325082692e-14,2.2121215009792844e-16,1.7603608441321761e-16,6.1586136516680953e-16,5.6073354378506644e-16,7.9960796570087842e-16,4.4677696044174796e-15,1.0458784937454853e-17,1.0639657952207668e-15,5.4745726554327821e-18,3.2776934694111454e-25,4.3284149207601346e-17,4.474360367037337e-15,9.7413968150261826e-16,1.1748740230121569e-16,1.8444746097386418e-16,1.2021484007886501e-16,6.7804861911485371e-15,6.9242708408425214e-15,1.6151615673234455e-16,4.1908894361309566e-15,1.3225796017165453e-15,1.9415185760798881e-25,3.1953727264856401e-16,5.1790315131083806e-16,8.8312986815246837e-16,1.0353469061280242e-18,2.2767751695029447e-22,2.128104007447077e-23,6.336614534747278e-18,1.7629361831546983e-15,4.6403217714350083e-15,2.9970761673540846e-19,1.5606294563002841e-18,1.5232828216938545e-17,3.9304014876927916e-16,1.1604072412257129e-15,7.2451143220050645e-18,5.5106270514599542e-19,2.5565005728636082e-18,1.5387918099415882e-15
7.516192767000001e-06,0.0025565590296079328,7.1852253313905236e-20,2.3336403189457555e-20,8.0737434556719932e-16,1.155035236819242e-18,2.4003309199883229e-14,0.0,0.0,1.7339161264804653e-14,3.1936621701766816e-17,6.8856082804509777e-17,9.9130820376396551e-27,1.1408020124465984e-26,7.2752655408709565e-48,2.5871337456900227e-37,3.8255702368551687e-29,3.2126558439410005e-16,7.1440135896507086e-17,7.1457606791607031e-34,-8.5633820076980023e-38,1.1035982023401004e-27,3.1117653926171315e-32,1.5615713495278635e-30,5.4329163754074771e-25,6.2158071968526489e-22,7.2961513366564252e-19,7.0580218773816828e-30,6.5003526999407182e-15,3.0137640574861401e-17,1.2713138926244625e-18,1.8001877084378292e-16,6.4376738344095042e-26,6.4072136782410242e-26,2.8373270702494283e-17,1.2582054460022599e-16,0.88168480800000004,0.0,0.0094599999998905906,0.10884999999977907,3.3936960900745491e-16,2.4310400175632363e-16,2.6735814454964844e-16,2.054123681956641e-16,9.3312477335965537e-17,1.2383205317270845e-17,2.8793290919247362e-15,1.2460809275135282e-14,5.3401473977076983e-15,2.9126063938415945e-14,2.3415576710956629e-14,1.5315683471480456e-14,1.7171303835357269e-14,3.3668894984133606e-16,2.274037262167308e-16,1.0884346212972236e-15,9.4119164691673904e-16,1.5614114485174284e-15,5.8003649061053505e-15,1.4460902779577395e-17,2.0093403163442426e-15,8.3745512330513308e-18,4.2547929023039981e-25,5.1272509146224868e-17,8.3289021297431214e-15,1.1582907413493383e-15,1.8032081639719761e-16,2.8244568980192607e-16,1.4188897262716035e-16,8.5726446551887314e-15,1.1709483807261366e-14,2.4144773515714812e-16,6.2991863404643673e-15,2.2970848206357582e-15,2.9798274193993652e-25,7.271687644430621e-16,1.262312836551231e-15,1.7825953782858142e-15,1.231058459376663e-18,4.2381612261162559e-22,4.295574466431583e-23,1.7135664626433058e-17,3.0835044916554716e-15,8.1162939624857426e-15,8.1209672905201248e-19,4.3062124686672941e-18,2.67732139602619e-17,6.9734670129390108e-16,2.813025778890097e-15,1.2866281037771169e-17,9.7776768692478827e-19,5.3461782028719615e-18,3.9627888516164889e-15
9.4489280502e-06,0.00255655902960785,7.9427462305036147e-20,2.645271933833226e-20,9.8471176658387597e-16,1.5785639728594039e-18,3.7409912754997655e-14,0.0,0.0,2.4438336973112251e-14,5.5477035323977336e-17,1.4063974961226836e-16,1.8608968223762836e-26,2.3064681971575656e-26,1.0341980686231581e-36,4.0970993932137281e-36,5.5122992107176466e-29,3.849785286293643e-16,1.443771310535916e-16,1.78446951719384e-33,4.0434232057130712e-36,2.1092137602120976e-27,4.4062066219917539e-32,2.2494999465257452e-30,1.0549691231224583e-24,7.5686936351334894e-22,1.4923625663856938e-18,1.1354599418891835e-29,9.2060637695090631e-15,4.3759516689814307e-17,1.6958521508390937e-18,1.9653306345129469e-16,7.8394463794048005e-26,1.034987913600921e-25,4.5616917413594749e-17,2.4130240866441442e-16,0.88168480800000004,0.0,0.0094599999998525447,0.10884999999970556,3.8712457559121933e-16,2.6498502666222977e-16,2.8205291621239356e-16,3.1289204948054152e-16,1.3867950057757709e-16,1.6623716774924984e-17,4.294119183282024e-15,1.3447528865458847e-14,8.1642605901585419e-15,3.6255418275222835e-14,2.8707194592536175e-14,1.7559894956859832e-14,2.1669333029055704e-14,4.5359014753121406e-16,2.6419841836051849e-16,1.6053092425074244e-15,1.325771355840861e-15,2.4729885449676905e-15,6.75461014304935e-15,1.7979022761195179e-17,3.1298762506393794e-15,1.13195717617161e-17,4.954479865665212e-25,5.5664360124329402e-17,1.2551492441661416e-14,1.25944701934594e-15,2.4425995162326646e-16,3.7179874066530697e-16,1.5804617320476271e-16,9.8820960292037673e-15,1.6293308877890513e-14,3.152931729645816e-16,8.2504636701124739e-15,3.2910774439674701e-15,4.0364006947865456e-25,1.3045217298487979e-15,2.3511241101216915e-15,2.929426140717149e-15,1.3385652437207871e-18,6.3868300583868257e-22,7.0591293515817809e-23,3.4129200629961068e-17,4.4339887644123439e-15,1.1671015336487703e-14,1.6191376978876333e-18,8.666124820557812e-18,3.8030562905778207e-17,9.9538232538753817e-16,5.0361201038066896e-15,1.8373711976820025e-17,1.395688621078423e-18,8.6049553039285691e-18,7.3248877476864061e-15
9.999999999999997e-06,0.0025565590296077623,8.144090526803234e-20,2.7285387287062056e-20,1.032676146811237e-15,1.7067228058069197e-18,4.1700223230793424e-14,0.0,0.0,2.6618409207135708e-14,6.3731317800084117e-17,1.6761759365132273e-16,2.17710451045758e-26,2.743557911559163e-26,1.7665611450387576e-35,-1.5173268948426787e-34,6.0178493520264107e-29,4.0322784692700924e-16,1.7172057828980929e-16,2.232290298703075e-33,1.9402565911957563e-35,2.4847740892449731e-27,4.8086985155577744e-32,2.4556479314263975e-30,1.243275389971441e-24,7.9562061495645185e-22,1.779534536125866e-18,1.2795303626999948e-29,1.0047950294868957e-14,4.8095456708175578e-17,1.823524685249655e-18,2.0107726235786919e-16,8.2409685542361827e-26,1.1606161866831427e-25,5.1080435403439624e-17,2.8374005377046038e-16,0.88168480800000004,0.0,0.0094599999998409585,0.10884999999968344,4.0055936000367319e-16,2.7050219509903503e-16,2.8530817805601301e-16,3.4732920674118953e-16,1.5333496696423993e-16,1.7885356866659642e-17,4.7518011199722615e-15,1.366349380235511e-14,9.0704268086533197e-15,3.825985160394717e-14,3.0163880830389096e-14,1.8122424344858672e-14,2.2957280156665903e-14,4.8841471165276223e-16,2.7341108500076805e-16,1.7667609538535924e-15,1.4402931715722718e-15,2.7714444696777585e-15,6.9934925250283543e-15,1.8968154882877429e-17,3.4968563022152102e-15,1.2197953678144509e-17,5.1296377847692971e-25,5.6623409932094445e-17,1.3857847562028336e-14,1.2815246380780425e-15,2.633453513603806e-16,3.9694076017457843e-16,1.6221356289037559e-16,1.0216308262993298e-14,1.7602841802548783e-14,3.3623803307075435e-16,8.8042835390062148e-15,3.5873316487564392e-15,4.351779831218337e-25,1.5148832354876881e-15,2.7519335967181855e-15,3.3202695758040862e-15,1.3620289037655482e-18,7.0515701374403969e-22,8.0009574116145371e-23,4.0697867045595993e-17,4.8368200980131295e-15,1.2731341479424008e-14,1.9312357484681527e-18,1.0359162587527131e-17,4.1264029645629173e-17,1.0810881498905713e-15,5.801157968759148e-15,1.9957655236755038e-17,1.5158705226306682e-18,9.6378395078953818e-18,8.4972433496508022e-15
