Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HCO(14),C(T)(15),CH(16),CH2(T)(17),CH3(18),CH2O(19),HCCO(20),C2H(21),C2H2(22),H2CC(23),CH2(S)(24),CH3OH(25),CH3O(26),CH2CO(27),C2H3(28),C2H4(29),CH4(30),C2H6(31),C2H5(32),CH2OH(33),CH3CO(34),CH2CHO(35),CH3CHO(36),N2,Ne,C7H16(1),O2(2),C3H7(70),C4H9(69),C5H11(71),C7H15(75),C7H15(72),C7H15(73),S(137),S(108),S(136),S(106),C2H5O2(54),S(107),CH3OO(41),S(138),S(216),C4H8(85),C5H10(91),C6H12(123),S(259),S(211),C3H6(59),S(141),S(297),S(199),S(849),S(890),S(847),C7H15(76),C6H13(74),S(172),S(971),C6H13(118)
3.069372278542268e-08,0.003115543810279601,3.9350519983641718e-14,7.0585864500477186e-16,2.512219342663699e-15,4.5409794028878943e-15,2.0714193711033402e-16,0.0,0.0,2.4612368939668937e-13,1.1936211907699163e-17,7.6375728249255235e-24,1.3993898480790706e-24,6.1354579649521503e-24,1.4436112683013936e-41,1.8377165311446041e-29,5.157911289666962e-25,2.5342640294415371e-12,3.4377842363598384e-16,5.234710482120037e-39,1.5927034692370561e-41,1.5013127187916623e-24,2.7472399912239178e-25,6.3845687624616566e-27,7.7825725646156157e-25,4.1291334482833164e-18,9.5033446823201538e-29,6.3432955568685818e-25,1.2588748693696809e-12,3.6856420744825184e-15,2.7021533382869379e-16,2.5747285063250978e-12,4.3408075714502592e-21,7.7089635038353963e-33,2.0131318241299511e-25,2.4312957297371668e-25,0.88168480800000004,0.0,0.0094599999900180851,0.10884999999463574,3.008541957487159e-12,2.5551363610135288e-12,1.9707089902068977e-12,8.7333904920742857e-15,6.5432858807417208e-15,3.1950554108764879e-15,4.2763282512632733e-15,9.1323589810034752e-13,4.7541803339054462e-15,9.1996443743039423e-13,8.1752239192326058e-13,1.2219314500768236e-12,5.847019050701237e-13,2.0443392760658396e-15,5.0480420437785349e-14,4.4187791454176707e-14,3.4184464764067673e-14,2.9147738759881246e-14,2.4897826774220044e-14,4.7214756338581297e-15,1.3975145676154062e-13,2.2926896475985527e-16,3.9108160067629867e-23,1.8288806600273413e-14,1.646207737192586e-15,9.088150536761348e-15,1.2160690917506079e-16,1.4728314318027748e-15,9.0054706806897879e-13,5.0277554920965797e-13,6.1178321234196017e-16,1.0148844233236318e-12
3.385323738492688e-08,0.003115543810280837,4.4819650515861899e-14,8.964460572898034e-16,3.3175951198145161e-15,5.7834851153528012e-15,3.0272094050194193e-16,0.0,0.0,2.9689743176526381e-13,1.5826426510073391e-17,1.0742633614059869e-23,1.8725719761638918e-24,7.7387766928766972e-24,1.831547217609516e-41,2.0361428026692452e-29,6.3978594762610201e-25,2.7800361667300972e-12,4.1676682187988536e-16,9.8793378671118882e-39,2.6346273288869389e-41,2.0635938685322946e-24,3.2833751194162342e-25,8.612384117096997e-27,1.2583498840931192e-24,4.8438809201684729e-18,1.4499568598268457e-28,7.7938214815568694e-25,1.4937685239513314e-12,4.4661745385092853e-15,3.2384456212104751e-16,2.7777854234348804e-12,5.1729668331981048e-21,1.0685630900289586e-32,2.7635715670029309e-25,3.7147161121866074e-25,0.88168480800000004,0.0,0.0094599999889892952,0.10884999999371343,3.2371516845253991e-12,2.7195139010365674e-12,2.0981319639106689e-12,9.8337635592722332e-15,7.3557253549159628e-15,3.5951539766931844e-15,4.8477302379532763e-15,1.0521413739054837e-12,5.3902637344586981e-15,1.0891015645917057e-12,9.7448029639416509e-13,1.4175500687064197e-12,6.9957726613576118e-13,2.3226159590904933e-15,6.1039723756468437e-14,5.3423908545690011e-14,4.1251022302167824e-14,3.5208608945010709e-14,3.065896524211367e-14,5.4823279854589984e-15,1.7410969191055681e-13,2.644156598905849e-16,4.8069988149082339e-23,2.2767250760563076e-14,2.2724673421006491e-15,1.1521996355077183e-14,1.4162127916024752e-16,1.6731225958077594e-15,9.3219942056737404e-13,5.6341558884601735e-13,7.366962007561293e-16,1.145864868716614e-12
3.701275198443108e-08,0.0031155438102820126,5.0269079008602565e-14,1.11092720687243e-15,4.2612247475610071e-15,7.1872982843663966e-15,4.2706884550576349e-16,0.0,0.0,3.5230318508237851e-13,2.0478461069653361e-17,1.4618350307193106e-23,2.4391596811971456e-24,9.5308808159411521e-24,2.2621433200312335e-41,2.2326608539265866e-29,7.7989796699959761e-25,3.0236231992958849e-12,4.9651810397322612e-16,1.7530623367099285e-38,4.1692384173005299e-41,2.7535802044311435e-24,3.8557623581154634e-25,1.1352848085847032e-26,1.9468819501006192e-24,5.5882633305183165e-18,2.1243427432263995e-28,9.3758609304247756e-25,1.7438208518389736e-12,5.31857149569242e-15,3.81449689005156e-16,2.9717682130444231e-12,6.0459154098507217e-21,1.4338254527665472e-32,3.6779464613159958e-25,5.4427280455385779e-25,0.88168480800000004,0.0,0.0094599999879602381,0.10884999999275036,3.4557489791882646e-12,2.8745720492367998e-12,2.2190780620748707e-12,1.0976974304511883e-14,8.1972303635545197e-15,4.0113885823011185e-15,5.4407237029039799e-15,1.193049493525955e-12,6.0518812811206777e-15,1.2675369333848874e-12,1.1415934007256518e-12,1.6181826769876352e-12,8.2262740353910226e-13,2.6127489773900086e-15,7.2225404939100417e-14,6.3482087838252163e-14,4.8928904595319689e-14,4.1800247307894262e-14,3.6828293836852531e-14,6.2770406293813404e-15,2.123447787620987e-13,3.011649830953507e-16,5.7657280949853864e-23,2.7679302156551164e-14,3.0320144364668629e-15,1.4222629457954469e-14,1.6258103293425068e-16,1.8914981886041714e-15,9.6190913363136674e-13,6.2272994270729227e-13,8.7500751714795046e-16,1.2758395571781824e-12
4.017226658393528e-08,0.003115543810283138,5.5671195032638139e-14,1.3489644195100858e-15,5.3468052445070352e-15,8.7515027214785918e-15,5.8478822338518645e-16,0.0,0.0,4.1229028142434029e-13,2.5958400109748719e-17,1.9354400612248785e-23,3.107127764599457e-24,1.1509773120285217e-23,2.7334846970792386e-41,2.4274216360529626e-29,9.3713033900545426e-25,3.2651977197475963e-12,5.8297886475841536e-16,2.9542193333109884e-38,6.3550064736910377e-41,3.5844169179521694e-24,4.4627336870610954e-25,1.466725057645052e-26,2.9022209787631486e-24,6.3584179863276042e-18,3.0095372461318555e-28,1.1086325465945224e-24,2.0083614741015859e-12,6.2422166013971315e-15,4.4285475981004256e-16,3.1572623799230971e-12,6.9543264312871178e-21,1.8733260857813696e-32,4.7715022858674651e-25,7.7010309201151155e-25,0.88168480800000004,0.0,0.0094599999869309052,0.1088499999917507,3.6652689445093669e-12,3.021651052651689e-12,2.3345035429332884e-12,1.2162458604017233e-14,9.0666683851866387e-15,4.443402284879107e-15,6.0546484679209265e-15,1.3352177676308785e-12,6.738843737411105e-15,1.454422477239355e-12,1.3181495809865195e-12,1.8227687014886028e-12,9.5342219982278811e-13,2.9145562743633656e-15,8.3944103616864154e-14,7.4352213773463154e-14,5.7208039484127001e-14,4.8913447199952701e-14,4.3348426699307186e-14,7.1025396303731364e-15,2.5442660540825797e-13,3.3949866238508637e-16,6.7781693033692859e-23,3.2994725576234645e-14,3.9331569431165259e-15,1.7173275869726505e-14,1.8447706053855717e-16,2.1296158108160266e-15,9.9016861715916287e-13,6.8062213832334875e-13,1.0277675731680362e-15,1.4044924216604917e-12
4.333178118343948e-08,0.003115543810284222,6.1006696152897802e-14,1.610085505897711e-15,6.5765969428746685e-15,1.0474312611402317e-14,7.8059816525694367e-16,0.0,0.0,4.7680577748755975e-13,3.2331618244884977e-17,2.5040878437185613e-23,3.8845077983284112e-24,1.3673175124162241e-23,3.2438306374428381e-41,2.6205927322856963e-29,1.1125310070754108e-24,3.504931277928423e-12,6.7609987934947818e-16,4.7637696038479424e-38,9.3802995345912699e-41,4.5691362349197349e-24,5.1028695782489896e-25,1.8614405900252554e-26,4.1909908422376649e-24,7.1510410104519586e-18,4.144875551138216e-28,1.292296774168861e-24,2.2868161826837667e-12,7.2365442520012721e-15,5.0789552195194751e-16,3.3348289554965037e-12,7.8936240285809984e-21,2.3937176087975977e-32,6.0594804522647482e-25,1.0579869806596021e-24,0.88168480800000004,0.0,0.0094599999859013052,0.10884999999071808,3.8665535989383601e-12,3.1618704494039998e-12,2.445170573589935e-12,1.3389568707345925e-14,9.9627953970572437e-15,4.890785127817061e-15,6.6886945399399923e-15,1.4780749886914923e-12,7.4508220649084908e-15,1.6489929636550343e-12,1.5034850256973194e-12,2.0304478301584147e-12,1.0915579687058015e-12,3.2277904163312519e-15,9.6109644658038543e-14,8.6025019822090511e-14,6.6079020592796741e-14,5.6539225373718441e-14,5.0165036511843986e-14,7.9560444091736088e-15,3.0031626168245989e-13,3.794017440260704e-16,7.835976009484443e-23,3.8681592811063083e-14,4.983017427928482e-15,2.0355565777969956e-14,2.073064467507717e-16,2.3889460616990334e-15,1.0172183278630807e-12,7.3708075486743057e-13,1.1961305973577059e-15,1.5316674035661941e-12
4.6491295782943676e-08,0.003115543810285272,6.6261582075944124e-14,1.8937444727531812e-15,7.951578883607737e-15,1.2353447396862725e-14,1.0192748800474174e-15,0.0,0.0,5.4579651960579192e-13,3.9662730163307959e-17,3.1767940624472153e-23,4.7794389317424932e-24,1.6019031396760921e-23,3.7909293274547158e-41,2.8123109610987302e-29,1.3071710963240536e-24,3.742992438536508e-12,7.7583612415574292e-16,7.3960027075297906e-38,1.3465245024154182e-40,5.7206139687893497e-24,5.7749207028446532e-25,2.3253225085374026e-26,5.8880079005004767e-24,7.9632821328364197e-18,5.5729031389625704e-28,1.488456311414226e-24,2.5786777953509219e-12,8.3010386446331212e-15,5.7641867630398722e-16,3.5050018933591977e-12,8.85985772663585e-21,3.0016967560821748e-32,7.5572194204788315e-25,1.4173047849876281e-24,0.88168480800000004,0.0,0.0094599999848714242,0.10884999998965557,4.060366939979939e-12,3.2961751702266188e-12,2.5517068593723546e-12,1.4657643770855722e-14,1.0884348971384425e-14,5.3531446871262278e-15,7.3419616897154425e-15,1.6211662551584814e-12,8.1874136240809695e-15,1.8505539606115898e-12,1.6969807324510852e-12,2.2405024102085007e-12,1.2366556679982843e-12,3.5521739664384015e-15,1.086462085473151e-13,9.8491970628254407e-14,7.5532965864295581e-14,6.4668743892507973e-14,5.7229868217538465e-14,8.8350294236826603e-15,3.4997266007919747e-13,4.2084560920635458e-16,8.9317403289836029e-23,4.4708024661468921e-14,6.1875717424862065e-15,2.3750800636246301e-14,2.310555157167231e-16,2.6707894009140479e-15,1.0432328515872702e-12,7.9211391351602789e-13,1.3813161310314252e-15,1.6572528220555e-12
4.9650810382447874e-08,0.003115543810286298,7.1425140117359073e-14,2.1993631029659337e-15,9.4716751688116104e-15,1.4386389039526964e-14,1.3055960392418018e-15,0.0,0.0,6.1921040907562916e-13,4.8015573660073725e-17,3.9625771663874268e-23,5.8002058211105108e-24,1.8545698921515711e-23,4.3725311836282462e-41,3.0026929048907069e-29,1.5221268439100233e-24,3.9795453505216994e-12,8.8214675391046865e-16,1.1112477233784058e-37,1.8863506746201097e-40,7.0515533877671823e-24,6.4777563348967728e-25,2.8638608675041579e-26,8.0762652166423641e-24,8.7926581998046621e-18,7.3393562055892966e-28,1.6970747676517425e-24,2.8834874872935126e-12,9.4352325750458214e-15,6.4828114548320299e-16,3.6682864890805155e-12,9.8495871991098898e-21,3.7040607828447406e-32,9.2802958672681149e-25,1.8577201214340665e-24,0.88168480800000004,0.0,0.0094599999838412673,0.10884999998856607,4.2474055271414331e-12,3.4253760278233276e-12,2.6546487629935173e-12,1.5966018428502303e-14,1.1830068429018918e-14,5.8301121210137099e-15,8.0135407289533901e-15,1.7641134458367774e-12,8.9482227062103757e-15,2.0584719073157397e-12,1.898059196615368e-12,2.4523155945795283e-12,1.3883592725750998e-12,3.8874357324335553e-15,1.2148882534375506e-13,1.1174512697231398e-13,8.5561412567460329e-14,7.3293276160246604e-14,6.4501595447082563e-14,9.7371915739775082e-15,4.0335543010577222e-13,4.6379068951119946e-16,1.0059117747770773e-22,5.1043324219609906e-14,7.5517803346298197e-15,2.7340792771740086e-14,2.5569986458479427e-16,2.9762867336464467e-15,1.068401369841985e-12,8.4572111866186022e-13,1.5845762382332948e-15,1.7811311491672151e-12
5.281032498195207e-08,0.0031155438102873035,7.6489805289879967e-14,2.5263345349852619e-15,1.1135942550074541e-14,1.6570405062591467e-14,1.6443151572158846e-15,0.0,0.0,6.9699630776328881e-13,5.7453234669534554e-17,4.8704820473434628e-23,6.955244274236757e-24,2.1251763410879069e-23,4.9869937470224641e-41,3.1918645063508506e-29,1.7584610855966392e-24,4.2147494215840244e-12,9.9499503584819479e-16,1.6225916777850489e-37,2.5863785625248491e-40,8.5744998860833322e-24,7.2103638025840709e-25,3.4824820771573733e-26,1.0846864693923386e-23,9.6370235677826119e-18,9.4932501833168356e-28,1.9181729272699581e-24,3.2008342985637708e-12,1.063870640807437e-14,7.2334964498792222e-16,3.8251597936690889e-12,1.0859832736529452e-20,4.5077467655149492e-32,1.1244614943723569e-24,2.3891354258205766e-24,0.88168480800000004,0.0,0.0094599999828108277,0.10884999998745203,4.4283007224302294e-12,3.550165017637105e-12,2.754447947515531e-12,1.7314015206621996e-14,1.2798683173629702e-14,6.3213161427027004e-15,8.7025302201742505e-15,1.9066094927748777e-12,9.7328687383028898e-15,2.2721704588821897e-12,2.1061826178827128e-12,2.6653644347495199e-12,1.5463349828879369e-12,4.2333117901684753e-15,1.3458108367873969e-13,1.2577706102366165e-13,9.6156295308752101e-14,8.240422785579421e-14,7.1944198127540376e-14,1.0660436777394584e-14,4.6042319887511262e-13,5.0819872980771386e-16,1.1212580075717058e-22,5.7657954034728667e-14,9.0797466300501044e-15,3.1107869399765473e-14,2.8121573612362344e-16,3.3064232022821024e-15,1.0928780752963471e-12,8.97910955940318e-13,1.8071815099037689e-15,1.9032094970626575e-12
5.596983958145627e-08,0.0031155438102882945,8.1451528841732697e-14,2.8740154647762729e-15,1.2942699596671309e-14,1.890250163024271e-14,2.0401516012458669e-15,0.0,0.0,7.791035902243316e-13,6.8038083970255048e-17,5.9096010843556855e-23,8.2531321529630885e-24,2.4135825949894749e-23,5.6329930634213375e-41,3.37996501358522e-29,2.0172177355376916e-24,4.4487593545834249e-12,1.1143482483404743e-15,2.3103336687663125e-37,3.47907840095646e-40,1.0301857556200387e-23,7.9718608044273513e-25,4.1861774321741294e-26,1.4298846469386607e-23,1.0494559900190583e-17,1.2087020124142165e-27,2.1518145408052355e-24,3.5303587512815863e-12,1.1911086883945076e-14,8.0150032362838905e-16,3.9760719543962674e-12,1.1888055975326833e-20,5.4198456315493129e-32,1.3466445063905922e-24,3.0216490210786972e-24,0.88168480800000004,0.0,0.0094599999817801088,0.10884999998631566,4.6036194867966936e-12,3.6711195148787177e-12,2.8514663680456087e-12,1.8700954723969047e-14,1.3788917718766463e-14,6.8263745009780997e-15,9.4080083111388579e-15,2.0484234450178353e-12,1.0540950612672845e-14,2.4911287095032375e-12,2.3208514939237394e-12,2.8792239299880233e-12,1.7102706340640459e-12,4.5895283895234228e-15,1.4787268904707583e-13,1.40580809472745e-13,1.0730994928590083e-13,9.1993163563132648e-14,7.9525092651551565e-14,1.160287055458878e-14,5.2113142304319585e-13,5.5403817307530951e-16,1.2387132273986824e-22,6.4523148392996531e-14,1.0774843311156475e-14,3.5034610327849709e-14,3.0758647905384677e-16,3.6620348608943213e-15,1.1167202337721375e-12,9.4872310349327036e-13,2.050413725558154e-15,2.0234578284409157e-12
6.102916327338477e-08,0.003115543810289865,8.9177852864609362e-14,3.4722600700335441e-15,1.6126760732384412e-14,2.2937586036084817e-14,2.804559231720372e-15,0.0,0.0,9.1945947267102725e-13,8.7530768145586693e-17,7.869657204639012e-23,1.0650850270374004e-23,2.9121916438840069e-23,6.7288357497416097e-41,3.6792418805325463e-29,2.4807898688883619e-24,4.8213622666339523e-12,1.3189455328040924e-15,3.8879190077925858e-37,5.4017951589235723e-40,1.3524160445088543e-23,9.2494624985756292e-25,5.5027293623131437e-26,2.1515120416793302e-23,1.1891346838048295e-17,1.7297780312866187e-27,2.5523730738191414e-24,4.082591330091448e-12,1.4091253454827996e-14,9.3277702558631721e-16,4.2063608996889894e-12,1.3566651466329726e-20,7.124417466200707e-32,1.7602492760289138e-24,4.2706650421584292e-24,0.88168480800000004,0.0,0.0094599999801290337,0.10884999998445424,4.8740081292559067e-12,3.8580148509091753e-12,3.0017677423705331e-12,2.1001365217024072e-14,1.5416531567203138e-14,7.6630954020558333e-15,1.05697391748745e-14,2.2736485134961202e-12,1.1882743126992869e-14,2.8515306143297522e-12,2.6770827446053596e-12,3.2224932827271604e-12,1.9844695313998839e-12,5.1808037113039999e-15,1.6946482696832971e-13,1.6587715752109778e-13,1.2631578249086164e-13,1.0832268363579999e-13,9.1882790156512955e-14,1.3147692401701551e-14,6.2581349558792972e-13,6.3033388502431547e-16,1.4301199873688314e-22,7.5970436829591385e-14,1.3843894073995698e-14,4.1613656937369559e-14,3.5154383495646847e-16,4.2862585385999413e-15,1.1536798417252102e-12,1.0273243039682414e-12,2.4860190052929063e-15,2.2121567146327162e-12
