Time (s),Volume (m^3),H(3),O(4),OH(5),H2(6),H2O(7),Ar(8),He(9),HO2(10),H2O2(11),CO(12),CO2(13),HOCO(14),CH2O(15),HCO(16),CH3(17),CH4(18),CH2(19),CH(20),C2H4(21),CH3OH(22),CH2(S)(23),CH2OH(24),CH3O(25),HCOH(26),CH3OO(27),CH2CO(28),C2H5(29),C2H3(30),C(31),C2H2(32),C2H(33),CH3OOH(34),CH2OOH(35),C2H6(36),CH3CHO(37),C2H5O(38),C2H5O2(39),CH2CHO(40),H2CC(41),C2H4O(42),C2H5O(43),cC2H4O(44),C2H5O2(45),C2H3O2(46),CHCHO(47),OCHCHO(48),HCCO(49),HCCOH(50),CHCHOH(51),C2(52),C2O(53),C2H6O(54),C2H5O(55),C2H5O3(56),CH3CO(57),cC2H3O(58),HOCHO(59),C2H3O3(60),OCHCO(61),C2H6O2(62),C2H5O2(63),C2H4O2(64),HOCH2O(65),OCHO(66),C2H4O3(67),C2H3O2(68),N2,Ne,C7H16(1),O2(2),C4H9(82),C5H11(84),C3H7(83),C7H15(88),C7H15(85),C7H15(86),S(164),S(165),S(206),S(207),S(166),S(208),S(255)
5.8768334313874664e-08,0.003512572198449012,1.720627179933312e-09,2.4101036813469502e-10,4.4596959113121508e-10,1.1420173508098368e-09,1.5655924286269326e-11,0.0,0.0,4.0341364962180843e-09,1.8448970422577828e-12,1.8454140123145359e-15,1.7674154124834685e-15,1.4878250698072225e-22,1.2412770090676033e-10,1.3976879884052055e-16,3.0995877058506934e-08,2.7235289827642127e-10,1.2819502895478744e-15,7.7324674411528634e-20,7.7045193887556298e-08,1.8488015699325982e-15,1.1530864991782113e-17,2.8404548091630314e-15,4.2447931286343327e-13,1.2199595066273806e-17,3.3021319846352949e-09,3.5587309144958014e-18,2.1696228558776364e-08,1.8927326706172909e-16,6.1830974682035522e-26,1.5725938586655971e-17,2.2829010044422947e-28,4.0956681280318312e-12,3.2490032143579429e-15,1.4811806496259041e-11,1.0145291325096399e-10,3.1892700759275604e-13,8.6798016289673922e-09,7.8616798320698166e-16,2.77205363668913e-18,2.8211715387771401e-14,7.0922758651570631e-14,6.8022922701084946e-14,6.4839977126512701e-15,4.3795383049764071e-17,5.683884260818169e-19,2.1331263708060503e-17,8.5748428583765447e-26,4.8359865689339709e-24,2.0225989880544979e-23,1.9495018448002555e-37,3.3720003415605698e-35,2.8737793987895963e-15,3.3331259609872748e-14,1.6567699746806103e-16,2.3716297351982252e-18,5.6081389601766173e-25,5.585024955443448e-15,1.7978201532219407e-19,4.2494764857309774e-28,6.0434727764839887e-11,1.2176828874007101e-14,1.8039989696347155e-15,3.2515775979417824e-20,2.1678077573026211e-26,5.3216374055025655e-28,3.27560671163592e-25,0.88168480800000004,0.0,0.009459955835358318,0.10884998227289738,4.4767305135151984e-09,2.2032458980093288e-09,5.053019549466214e-09,6.2043776681660169e-10,6.0128872276673136e-10,2.964478316709692e-10,4.3429920777493485e-10,1.6359069903344707e-10,2.0317914782998413e-11,2.467102610707394e-11,5.2077661884295514e-10,1.2129782758884341e-11,4.2552421621903731e-12
6.029461971147821e-08,0.0035125722091393446,1.7765180482548743e-09,2.5655078865235436e-10,4.7413398590778767e-10,1.2159799425484443e-09,1.711850203261997e-11,0.0,0.0,4.2485463688706705e-09,1.9971694573737805e-12,2.0572017131926061e-15,1.9421930685664448e-15,1.6169818403223404e-22,1.3256334612061649e-10,1.5291842123481284e-16,3.1941540669100476e-08,2.8887166868117958e-10,1.3658852771534714e-15,7.9738011014678987e-20,7.9607498929446579e-08,2.0962291511538336e-15,1.2324600713126699e-17,3.0005305832773125e-15,4.470592467539765e-13,1.3536255963680826e-17,3.4382241041771982e-09,3.9671281232081462e-18,2.2158065614176218e-08,2.0613752722614887e-16,6.6029945853510287e-26,1.7313798218913202e-17,2.6779568757990786e-28,4.3721984292478481e-12,3.38296650164859e-15,1.5563266654017774e-11,1.0729500213038634e-10,3.3550056751218577e-13,8.9489227206191392e-09,8.5856411920914923e-16,2.8690752093079955e-18,3.0838515701134625e-14,7.5770591385653349e-14,7.2159634592715508e-14,6.6742382076389027e-15,4.8470653916923024e-17,6.2067714148874858e-19,2.3900578329706297e-17,1.0247339463561949e-25,5.8029179140315757e-24,2.3581771394737877e-23,2.4570609534616984e-37,4.3360287401045396e-35,3.2403834923514577e-15,3.5343315553837312e-14,1.7723163646778859e-16,2.5331992305000912e-18,6.2309675330106269e-25,6.0017962827369534e-15,1.9312325692913054e-19,4.7669123936017264e-28,6.3654577358149877e-11,1.2504923058605407e-14,1.8886464681090419e-15,3.386048043213763e-20,2.4641765082933855e-26,6.1783351403456707e-28,3.5187089110565835e-25,0.88168480800000004,0.0,0.0094599546294880481,0.10884998161467271,4.4806499862097865e-09,2.2034641737243376e-09,5.0555242808152741e-09,6.5964108703037135e-10,6.3932652883641812e-10,3.1518837554304404e-10,4.3474615207112045e-10,1.636102414205418e-10,2.1606336854857619e-11,2.6238509305697045e-11,5.2160772926994305e-10,1.2900930252947475e-11,4.5326856548816327e-12
6.182090510908176e-08,0.003512572219848214,1.8320753618803523e-09,2.7258172906892535e-10,5.0317589401487145e-10,1.2922996597414338e-09,1.8672034437244751e-11,0.0,0.0,4.4679970612418186e-09,2.1575577606632271e-12,2.2866719276579443e-15,2.1281832144247918e-15,1.7530466442574536e-22,1.4131684581178607e-10,1.6689436926466707e-16,3.2886604284479987e-08,3.0588679537237754e-10,1.4523040491602136e-15,8.215040795297924e-20,8.2178424193810111e-08,2.3682022720503935e-15,1.3145943152869459e-17,3.1647096069559824e-15,4.7015298692091084e-13,1.4971036319046737e-17,3.5748343850005147e-09,4.4112059910323142e-18,2.2614641595067465e-08,2.2398713364204669e-16,7.0358913957138858e-26,1.9022967602793476e-17,3.1290829791957146e-28,4.6570697634755775e-12,3.5174406157992886e-15,1.6330859474023509e-11,1.1329412237887467e-10,3.5231125466907434e-13,9.215939496924546e-09,9.3572054299919892e-16,2.9664437252638012e-18,3.3621286901234742e-14,8.07610867613395e-14,7.6415454763075253e-14,6.8629064295800286e-15,5.3493217648724681e-17,6.7613944325148367e-19,2.6701053712855892e-17,1.2191229397189906e-25,6.9276472783719217e-24,2.7370337653889844e-23,3.0779881487956212e-37,5.5382384940108913e-35,3.6409444085694453e-15,3.7396889896636176e-14,1.8913775590584098e-16,2.7014402446646091e-18,6.903171971380008e-25,6.4354303165412114e-15,2.0706627402612084e-19,5.3319040220969493e-28,6.6921888416190902e-11,1.2830064385130311e-14,1.9743779847278697e-15,3.5210380423848655e-20,2.7908399978874499e-26,7.1444827720671925e-28,3.7727784580195091e-25,0.88168480800000004,0.0,0.0094599534204595267,0.1088499809520054,4.4841004057473646e-09,2.2036439249596754e-09,5.0576750339216176e-09,7.0008640177086941e-10,6.7856540211622181e-10,3.3451995476364323e-10,4.3513961009656685e-10,1.6362633520969718e-10,2.2935748701682898e-11,2.7855739448548539e-11,5.2232792542587296e-10,1.3696562250675116e-11,4.819210024309526e-12
6.334719050668531e-08,0.0035125722305753577,1.8872805661856572e-09,2.8909990846576668e-10,5.3309036201325651e-10,1.3709619952898704e-09,2.031930451058079e-11,0.0,0.0,4.6924394110616194e-09,2.3262596027539209e-12,2.5347667658006865e-15,2.3257103691270497e-15,1.8961732956001399e-22,1.5039012061502913e-10,1.8172190496745574e-16,3.3831056900297362e-08,3.2339796644376329e-10,1.5411783002606357e-15,8.4561838465194858e-20,8.4757742801534229e-08,2.6663127288415617e-15,1.3994891361931697e-17,3.3329359882385868e-15,4.9375100873575384e-13,1.6507472910747305e-17,3.7119039618674051e-09,4.8931715618551625e-18,2.3066042736973377e-08,2.4284874585327768e-16,7.4816394455200433e-26,2.0859797799940121e-17,3.6425434646215818e-28,4.9501231917788689e-12,3.6523675393772435e-15,1.7114424566159722e-11,1.1944897333735774e-10,3.6934373936521817e-13,9.4807914343241676e-09,1.0178338112664293e-15,3.0641487286635926e-18,3.656344779869226e-14,8.5889779040386595e-14,8.0789383427325264e-14,7.0499693593475881e-15,5.8877098202956109e-17,7.3486616276353084e-19,2.9746477059497423e-17,1.4441994351145288e-25,8.2301774589650952e-24,3.1631266022242958e-23,3.8335602376652874e-37,7.0286036419942104e-35,4.0774065832745466e-15,3.9489847712610336e-14,2.0138472244532767e-16,2.8764679722908269e-18,7.6270817278374885e-25,6.885987432715201e-15,2.2162209029464372e-19,5.9474352244662355e-28,7.0233613956342058e-11,1.3152223704097739e-14,2.061137755548171e-15,3.6564890227692134e-20,3.1498350232926606e-26,8.2305736487184749e-28,4.0380163529343863e-25,0.88168480800000004,0.0,0.0094599522082858493,0.10884998028504846,4.4871378965588087e-09,2.2037919416965725e-09,5.0595216063897022e-09,7.4176884230573061e-10,7.1900018671252112e-10,3.544400051779253e-10,4.3548598173818119e-10,1.636395882205359e-10,2.4305991025551516e-11,2.9522505047040479e-11,5.2295165076493139e-10,1.451657390984797e-11,5.1147788366483136e-12
6.487347590428886e-08,0.0035125722413205415,1.9421172138242931e-09,3.0610189304517082e-10,5.6387214907333055e-10,1.4519517024832966e-09,2.2063079077949888e-11,0.0,0.0,4.9218243742128947e-09,2.503471113945502e-12,2.8024504740093953e-15,2.5350953903164103e-15,2.0465164066268398e-22,1.5978496038610931e-10,1.9742609873445811e-16,3.4774891955022746e-08,3.4140486536564463e-10,1.6324799412670799e-15,8.6972288373418369e-20,8.7345248083424545e-08,2.9921989680280621e-15,1.4871443135811204e-17,3.5051523012122009e-15,5.178436670606353e-13,1.8149070213042553e-17,3.8493795352882475e-09,5.4153163294007377e-18,2.3512352098702326e-08,2.627488109848209e-16,7.940090988476067e-26,2.2830806724832955e-17,4.2251135685396318e-28,5.2511975123025056e-12,3.7876947399133749e-15,1.7913804262423248e-11,1.2575823767353975e-10,3.8658307892509157e-13,9.7434273721523333e-09,1.1051040344474365e-15,3.1621807685453974e-18,3.9668270660837009e-14,9.115208508429209e-14,8.5280401875394012e-14,7.2353996081196404e-15,6.4636327918031393e-17,7.9694746774821874e-19,3.305102954879184e-17,1.7038659486270905e-25,9.7323058948336164e-24,3.6406156798377192e-23,4.7483054929922021e-37,8.8657800923171558e-35,4.5517505424213373e-15,4.1620078090043224e-14,2.1396158525536455e-16,3.058398153736901e-18,8.4050544430529228e-25,7.3535210764018321e-15,2.3680175410659805e-19,6.6165922928065914e-28,7.3586783921198619e-11,1.3471378762330323e-14,2.1488713723397688e-15,3.7923479609513667e-20,3.5432594707774929e-26,9.447784659409584e-28,4.3146240481645255e-25,0.88168480800000004,0.0,0.0094599509929809214,0.1088499796139429,4.4898118669414022e-09,2.2039138167051913e-09,5.0611068295427348e-09,7.8468322539762491e-10,7.6062542128351461e-10,3.7494581271734795e-10,4.3579090103996386e-10,1.6365050110179931e-10,2.5716894004820104e-11,3.1238581747950735e-11,5.2349153517743669e-10,1.5360854035220637e-11,5.4193530500554612e-12
6.639976130189241e-08,0.0035125722520835544,1.9965707792570293e-09,3.2358411401343695e-10,5.9551575375083717e-10,1.5352528801880279e-09,2.3906107908465392e-11,0.0,0.0,5.1561030614019276e-09,2.6893868933650837e-12,3.0907092283824342e-15,2.7566555056358804e-15,2.2042315940985193e-22,1.6950302929202189e-10,2.1403182389506648e-16,3.5718106394626532e-08,3.599071730726402e-10,1.7261811427472757e-15,8.93817534007718e-20,8.9940750993236807e-08,3.3475454166275721e-15,1.577559531801107e-17,3.6812998495384124e-15,5.4242122974655615e-13,1.9899298472386151e-17,3.9872128907722928e-09,5.9800176177382494e-18,2.3953649680349004e-08,2.8371356406384301e-16,8.4110992946647163e-26,2.4942677923554359e-17,4.8841052355709768e-28,5.5601299212592611e-12,3.9233746962322524e-15,1.8728843516033792e-11,1.3222058450175149e-10,4.0401473103985807e-13,1.0003804535814282e-08,1.1977348433221423e-15,3.2605312687278621e-18,4.2938881349455369e-14,9.6543327534572424e-14,8.9887475823257894e-14,7.4191748189807145e-15,7.0784938285921683e-17,8.6247285953933456e-19,3.6629283810677637e-17,2.0024036681499279e-25,1.1457714069983398e-23,4.1738630324247346e-23,5.8503875917109839e-37,1.1118305979482056e-34,5.0659911190186995e-15,4.3785499635934525e-14,2.2685713434107531e-16,3.2473471207857586e-18,9.2394742868834176e-25,7.838078420363302e-15,2.5261634562076401e-19,7.3425648226019898e-28,7.6978507830269149e-11,1.3787513433259111e-14,2.237525782416878e-15,3.9285669045007875e-20,3.9732711665370221e-26,1.0808000471867013e-27,4.6028035773501609e-25,0.88168480800000004,0.0,0.0094599497745593546,0.10884997893881858,4.4921658136147499e-09,2.2040141575279236e-09,5.0624675365991855e-09,8.2882408934294103e-10,8.0343537433559462e-10,3.960345307658402e-10,4.3605932794678811e-10,1.6365948630747868e-10,2.7168278496651191e-11,3.3003733814769419e-11,5.2395860959827439e-10,1.6229285810903765e-11,5.7328913091159756e-12
6.792604669949596e-08,0.0035125722628642,2.0506284883732477e-09,3.4154288387579012e-10,6.280154385973784e-10,1.6208490504918e-09,2.5851122925924417e-11,0.0,0.0,5.3952267703686567e-09,2.8841999998802949e-12,3.4005509271981974e-15,2.990704349270401e-15,2.3694756644120774e-22,1.7954587071313316e-10,2.3156375211492443e-16,3.6660699902735124e-08,3.7890456959622692e-10,1.8222543697577554e-15,9.1790236961627076e-20,9.2544077870852559e-08,3.7340818081012274e-15,1.6707344039091525e-17,3.8613189105651829e-15,5.6747390832184746e-13,2.1761592004005701e-17,4.1253604520236598e-09,6.5897399494571527e-18,2.4390012556397036e-08,3.0576902809450388e-16,8.8945188949523604e-26,2.7202259338182694e-17,5.6273930868357252e-28,5.8767566043731393e-12,4.0593644582091971e-15,1.9559389804454792e-11,1.3883467216949138e-10,4.2162456373755503e-13,1.0261887652504246e-08,1.2959333547305101e-15,3.3591924153295126e-18,4.6378259903804999e-14,1.0205875639288105e-13,9.460955840488198e-14,7.6012771265696471e-15,7.7336951435191788e-17,9.3153116999744709e-19,4.0496201353714777e-17,2.3444976255096965e-25,1.3432056693915627e-23,4.7674319733859618e-23,7.172021145880441e-37,1.3865925080134459e-34,5.6221757026365595e-15,4.5984065206727062e-14,2.4005995497064822e-16,3.4434318365921746e-18,1.0132750342081258e-24,8.3397009659755764e-15,2.69076983178521e-19,8.1286465885922326e-28,8.0405976759325953e-11,1.410061702638443e-14,2.3270492843568484e-15,4.0651025273123795e-20,4.4420867198345868e-26,1.232383794998878e-27,4.9027576719648204e-25,0.88168480800000004,0.0,0.0094599485530363903,0.10884997825979538,4.4942380291356125e-09,2.2040967600153879e-09,5.0636353967586558e-09,8.7418572667753949e-10,8.4742407625817357e-10,4.1770319592079148e-10,4.3629562897114335e-10,1.6366688363125638e-10,2.8659957128395352e-11,3.4817715472262759e-11,5.2436249805795498e-10,1.712174746512165e-11,6.0553502122350721e-12
6.945233209709951e-08,0.003512572273662297,2.1042791621923166e-09,3.5997441127313048e-10,6.613652527844227e-10,1.7087232294200401e-09,2.790083749502828e-11,0.0,0.0,5.6391470141913651e-09,3.0881019446075575e-12,3.7330049825655646e-15,3.2375520024683276e-15,2.5424067789029908e-22,1.8991491196844266e-10,2.5004634947188016e-16,3.7602674268868637e-08,3.9839673532597681e-10,1.9206724085386613e-15,9.4197748346266719e-20,9.5155068506336883e-08,4.1535825056078468e-15,1.7666684898259729e-17,4.0451489601066288e-15,5.929918859492217e-13,2.3739347685276546e-17,4.2637828672000525e-09,7.2470364009554749e-18,2.4821515017700305e-08,3.2894101386114137e-16,9.3902057768706498e-26,2.9616562057510937e-17,6.46344071762545e-28,6.2009132642620081e-12,4.1956252390897066e-15,2.040529303683076e-11,1.4559915074467806e-10,4.393988623776301e-13,1.0517648151970604e-08,1.3999101364298126e-15,3.4581570594721289e-18,4.998924152364753e-14,1.0769356902926448e-13,9.9445592839931035e-14,7.7816926698128151e-15,8.4306372261083265e-17,1.004210557960025e-18,4.4667129948237776e-17,2.7352627057914487e-25,1.5683050468113947e-23,5.4260859566009081e-23,8.7499201902912388e-37,1.7201041248479729e-34,6.222382523156841e-15,4.8213765933331163e-14,2.5355847825124462e-16,3.6467699304103977e-18,1.1087315029272771e-24,8.8584250909141391e-15,2.8619482904220754e-19,8.978236430840439e-28,8.38664647271629e-11,1.441068366823009e-14,2.4173915201998446e-15,4.2019157177310567e-20,4.9519803620735658e-26,1.4008670750455857e-27,5.2146898658947294e-25,0.88168480800000004,0.0,0.0094599473284278177,0.108849977576984,4.4960622241421936e-09,2.2041647508376906e-09,5.0646376336605985e-09,9.2076221384302018e-10,8.9258534838389876e-10,4.3994874229010592e-10,4.3650364814785453e-10,1.6367297296370178e-10,3.0191735287603281e-11,3.6680272126271342e-11,5.2471158875402714e-10,1.8038112873284189e-11,6.3866845543317767e-12
7.097861749470306e-08,0.003512572284477677,2.1575130736184149e-09,3.7887481448687531e-10,6.9555905291310423e-10,1.7988579913217929e-09,3.0057945776539601e-11,0.0,0.0,5.8878155461882792e-09,3.3012826848634694e-12,4.089122111370967e-15,3.4975050370395821e-15,2.723184600558471e-22,2.0061146887440191e-10,2.6950387311561382e-16,3.8544032870460172e-08,4.1838335197290981e-10,2.0214083864587175e-15,9.6604301231013449e-20,9.777357446062045e-08,4.6078658239842576e-15,1.8653613097793387e-17,4.2327288782973075e-15,6.1896534275626142e-13,2.5835923625426607e-17,4.40244462701564e-09,7.9545499444216575e-18,2.5248228717248003e-08,3.5325511945898404e-16,9.8980175404263811e-26,3.2192759054428204e-17,7.4013273033761661e-28,6.5324355891979335e-12,4.3321220391745907e-15,2.1266405466172605e-11,1.5251266423566752e-10,4.5732433404464272e-13,1.0771063444932231e-08,1.5098791711167671e-15,3.5574186329315561e-18,5.3774517908513909e-14,1.1344292865932069e-13,1.0439451481066e-13,7.9604111529057393e-15,9.1707181140909318e-17,1.0805985051115531e-18,4.915780096545383e-17,3.1802704836264436e-25,1.8240562260846395e-23,6.1547870475164213e-23,1.0625780962021106e-36,2.1230312005186431e-34,6.8687189699677635e-15,5.0472634607620091e-14,2.67341027938419e-16,3.8574797278876294e-18,1.2105622571683915e-24,9.3942825476027278e-15,3.0398109451853027e-19,9.8948391497889016e-28,8.735732956476153e-11,1.4717711747575552e-14,2.5085034646707249e-15,4.3389711982787933e-20,5.5052827844215595e-26,1.5876654098691842e-27,5.5388045888133311e-25,0.88168480800000004,0.0,0.0094599461007499018,0.10884997689048682,4.4976680753820644e-09,2.2042207052736245e-09,5.065497645026096e-09,9.6854743809522608e-10,9.3891282934972438e-10,4.6276801446092215e-10,4.3668676952588773e-10,1.6367798483642019e-10,3.1763412020053967e-11,3.8591141470282796e-11,5.2501318585382136e-10,1.8978252105077e-11,6.7268475470975872e-12
7.250490289230661e-08,0.003512572295310176,2.2103218162555086e-09,3.9824013372625621e-10,7.3059052216335306e-10,1.8912355274674516e-09,3.2325122145740236e-11,0.0,0.0,6.1411843818180749e-09,3.5239306194316958e-12,4.4699741256639783e-15,3.7708665610499892e-15,2.9119704234310012e-22,2.1163675014539985e-10,2.8996036845947092e-16,3.9484780249802551e-08,4.3886410329032754e-10,2.1244357869012268e-15,9.9009912460464178e-20,1.0039945760771487e-07,5.098793351597495e-15,1.9668123542931457e-17,4.4239971372867972e-15,6.453844786772009e-13,2.8054637996016168e-17,4.5413137130655749e-09,8.7150147760960291e-18,2.5670222816454501e-08,3.7873672958348649e-16,1.0417813517444325e-25,3.4938183909775704e-17,8.4507744879405488e-28,6.8711596683710555e-12,4.468823299275044e-15,2.2142581606359657e-11,1.5957385257182479e-10,4.7538810966975971e-13,1.1022116272222033e-08,1.626057819645438e-15,3.6569710749592559e-18,5.7736638913127249e-14,1.1930198134188893e-13,1.0945525457747543e-13,8.1374254500896558e-15,9.9553327178291149e-17,1.1607818112640263e-18,5.3984326672345887e-17,3.6855768754030073e-25,2.1136696524723059e-23,6.958694026547679e-23,1.2846800273501998e-36,2.6076389543761744e-34,7.5633199474681399e-15,5.275874849332237e-14,2.8139586359373247e-16,4.0756802772459566e-18,1.3190147498856889e-24,9.9473009163509925e-15,3.2244704451352561e-19,1.0882066408988649e-27,9.0876013332486946e-11,1.5021703418550958e-14,2.6003374118701605e-15,4.4762371753922441e-20,6.1043799764478914e-26,1.7942749744041354e-27,5.8753072491980926e-25,0.88168480800000004,0.0,0.0094599448700193357,0.10884997620039866,4.4990817085367296e-09,2.2042667446303232e-09,5.06623553721276e-09,1.0175351219057436e-09,9.8639999900399309e-10,4.8615777926066498e-10,4.3684797222499617e-10,1.6368210914277928e-10,3.3374780844157037e-11,4.0550054489053797e-11,5.2527364392998169e-10,1.9942031920648856e-11,7.0757910188432445e-12
7.403118828991016e-08,0.0035125723061596417,2.2626981843610399e-09,4.1806634229984279e-10,7.6645318791741049e-10,1.9858376993410621e-09,3.470502066926173e-11,0.0,0.0,6.3992058179057572e-09,3.7562325850376234e-12,4.8766537226467981e-15,4.0579362661461476e-15,3.1089272860123823e-22,2.2299186164229347e-10,3.1143966685467224e-16,4.0424921771215456e-08,4.5983867559432387e-10,2.2297284602123278e-15,1.0141460105989426e-19,1.0303258887032059e-07,5.628269273012291e-15,2.0710210915023508e-17,4.6188919716876488e-15,6.7223953395768335e-13,3.0398768008841327e-17,4.680361274602994e-09,9.5312576303576709e-18,2.6087564129882217e-08,4.0541101461428516e-16,1.0949454860201909e-25,3.7860329522362184e-17,9.6221735293522388e-28,7.2169223583416965e-12,4.60570058219671e-15,2.3033678153880374e-11,1.6678135336856823e-10,4.9357774416483432e-13,1.1270794118383046e-08,1.7486667834711935e-15,3.7568087688505993e-18,6.1878014482743571e-14,1.2526587155476523e-13,1.1462673885887569e-13,8.3127312502320248e-15,1.0785872192705514e-16,1.2448465891357721e-18,5.9163197482056558e-17,4.2577505952532621e-25,2.4405881800208947e-23,7.8431601467565103e-23,1.5466230761111121e-36,3.1879817523666123e-34,8.30834626750638e-15,5.5070231618602686e-14,2.957112202224535e-16,4.3014913714697989e-18,1.4343383189023694e-24,1.0517504016821003e-14,3.4160400156359011e-19,1.1943637644189807e-27,9.4420042342125269e-11,1.5322664155976463e-14,2.6928469598063876e-15,4.6136850174269697e-20,6.7517120682442746e-26,2.0222751093068895e-27,6.2244043078007267e-25,0.88168480800000004,0.0,0.0094599436362531666,0.10884997550680747,4.5003261233020339e-09,2.2043046164396639e-09,5.0668685858210368e-09,1.0677188450767051e-09,1.035040200074887e-09,5.1011473641642325e-10,4.369898789077783e-10,1.6368550231685855e-10,3.5025630489073857e-11,4.2556736368310901e-11,5.2549848685557898e-10,2.0929316220360022e-11,7.4334655957154897e-12
7.555747368751371e-08,0.0035125723170259227,2.3146360630845478e-09,4.3834935676485199e-10,8.0314043798163213e-10,2.0826460870710968e-09,3.720027463575341e-11,0.0,0.0,6.6618324494882026e-09,3.9983738539315352e-12,5.3102742744220208e-15,4.3590104760558135e-15,3.3142200697726619e-22,2.3467781047488152e-10,3.3396538368170626e-16,4.1364463345596137e-08,4.8130675812071038e-10,2.3372606311111006e-15,1.0381838744097794e-19,1.0567284712375589e-07,6.1982396932700213e-15,2.1779869720636181e-17,4.8173515326846828e-15,6.9952080747071522e-13,3.2871549027737189e-17,4.81956133206118e-09,1.0406199079186725e-17,2.6500317266637516e-08,4.3330292951667762e-16,1.1492804606742934e-25,4.0966846805003044e-17,1.0926612682206212e-27,7.5695616050000176e-12,4.7427282805721979e-15,2.3939553914212499e-11,1.7413380349855941e-10,5.1188121482574727e-13,1.1517088683975108e-08,1.8779300663460986e-15,3.8569264869937236e-18,6.6200916834820911e-14,1.3132975640859297e-13,1.1990789249911259e-13,8.4863267375671062e-15,1.1663723355141271e-16,1.3328782587144748e-18,6.4711279159766746e-17,4.903902401800508e-25,2.8084956156563792e-23,8.8137305681636201e-23,1.8543974275769927e-36,3.8801092123413359e-34,9.1059830791492064e-15,5.7405256602929697e-14,3.1027534453144801e-16,4.5350335668337942e-18,1.5567840449534937e-24,1.1104912281194877e-14,3.6146334938036846e-19,1.3083380977553802e-27,9.7987026834960962e-11,1.5620602357845866e-14,2.7859869931000998e-15,4.7512889592433403e-20,7.449772178145549e-26,2.273330851944566e-27,6.586303342259099e-25,0.88168480800000004,0.0,0.0094599423994687574,0.10884997480979498,4.5014215674239231e-09,2.2043357602903875e-09,5.0674116321241345e-09,1.1190920647704591e-09,1.0848266577973114e-09,5.3463552820965066e-10,4.3711479843109804e-10,1.6368829322655184e-10,3.6715745563277953e-11,4.4610907318792444e-11,5.2569251274356162e-10,2.1939966452176363e-11,7.799820865914824e-12
7.708375908511726e-08,0.0035125723279088744,2.3661303281845098e-09,4.590850461423017e-10,8.4064553552325621e-10,2.1816420334175456e-09,3.9813496136098648e-11,0.0,0.0,6.9290171845534808e-09,4.250538132485879e-12,5.7719696176227084e-15,4.6743821958387694e-15,3.528015584018048e-22,2.4669550896411799e-10,3.5756091679689672e-16,4.2303411210685529e-08,5.0326804325170615e-10,2.4470069029618308e-15,1.0622129276752113e-19,1.0832011824508618e-07,6.8106919644524539e-15,2.2877094319790828e-17,5.0193140267203092e-15,7.2721867298734047e-13,3.5476173801165042e-17,4.958890505672854e-09,1.134285481659783e-17,2.6908544766868449e-08,4.6243721257841306e-16,1.2047727727535617e-25,4.426554336656438e-17,1.237590479683208e-27,7.9289167250904319e-12,4.8798833494199168e-15,2.4860069732736206e-11,1.8162984048920251e-10,5.3028691824169953e-13,1.1760995411226391e-08,2.0140749352894842e-15,3.9573193432320337e-18,7.0707482855406581e-14,1.3748881856143365e-13,1.2529763994529801e-13,8.6582123051951503e-15,1.2590268138266394e-16,1.4249615412403821e-18,7.0645809984350887e-17,5.6317151220862432e-25,3.2213251431511375e-23,9.8761394914240995e-23,2.2147214652603199e-36,4.7022895925362449e-34,9.9584383359534525e-15,5.9762046067332875e-14,3.2507652795435916e-16,4.77642819817907e-18,1.6866046134401156e-24,1.1709543092224151e-14,3.8203653594383072e-19,1.4305234135802654e-27,1.0157466036308727e-10,1.5915528990205229e-14,2.8797136641682824e-15,4.8890258317467408e-20,8.2011052676061101e-26,2.5491954848972305e-27,6.9612131034761175e-25,0.88168480800000004,0.0,0.009459941159683731,0.10884997410943723,4.5023858658896227e-09,2.2043613619916295e-09,5.0678774242305199e-09,1.1716481336432106e-09,1.135752497683109e-09,5.597167482171829e-10,4.3722476338385963e-10,1.6369058802212983e-10,3.8444907159859401e-11,4.6712283322383587e-11,5.2585988633441737e-10,2.2973841980541413e-11,8.1748055284446743e-12
