Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394),C5H10(30),CCCOO(49),S(262),C7H15(13),H2O(558),S(501),S(715),S(704),CCOO(28),C4H8O(297)
3.456106495e-06,0.21326803933168148,89.099999999999994,0.0,0.0,0.0,0.99999999999986577,10.999999999999725,1.0260849813287616e-15,5.2433760152194425e-14,1.0117699011634806e-15,6.8715412324681115e-16,9.8311362261559046e-16,7.8916489858350064e-17,6.7110810626133578e-17,1.7514787063949666e-16,1.2009564390681617e-16,2.3676080917958215e-17,2.518445218740096e-14,8.4124873099840627e-15,2.0051325175996766e-14,2.9739808925017541e-15,2.9478518526511876e-14,2.9888273500161626e-14,2.7288561293475893e-14,3.7120264780153336e-17,5.3500719775744359e-15,8.8151534791600582e-16,2.2726129999206719e-14,2.5926948940440531e-15,6.6832120563533727e-17,2.302673918574703e-16,9.0427778138517918e-15,2.5874451354278049e-17,2.2119474082511794e-17,2.4809456988172926e-15,2.4517354961120804e-18,3.2508573437471527e-16,2.5307135775807198e-17,4.8724962847768483e-22,2.923943373592438e-15,1.3312180027599017e-18,2.9024970059068932e-16,2.4958025381240939e-15,1.6589405325570906e-16,2.4555518171143513e-16,2.8439660805773131e-15,1.9861536591404176e-17,1.7085160625413956e-16,4.1244903024030376e-15,2.1329505204774965e-24,4.1721251621736048e-15,3.116257705995241e-15,2.8648290693421845e-15,7.6720787564413203e-17
4.529848319000001e-06,0.21326803933168126,89.099999999999994,0.0,0.0,0.0,0.99999999999982048,10.999999999999629,1.0459537552374671e-15,7.0349939685772944e-14,1.0278131007402086e-15,7.0610719516561569e-16,9.9523150559594549e-16,8.0030494517134641e-17,7.0918462345219138e-17,2.3316535473807796e-16,1.5732034734578666e-16,2.5891535322781617e-17,3.4457421739933281e-14,1.1044966346663229e-14,2.7084383927812215e-14,3.3164860300061984e-15,3.7734522170517713e-14,3.83159991039504e-14,3.4254837240201582e-14,4.6797036322639416e-17,6.9242821204095302e-15,1.2571453772471501e-15,2.7880546116086126e-14,3.3898993409799627e-15,9.8707403740486786e-17,3.598118818441532e-16,1.3999008295620245e-14,3.3149321075461079e-17,2.9978629650490994e-17,3.4889686294456957e-15,3.9285842286560906e-18,5.4527986812751714e-16,2.9300649523369541e-17,4.9473515626952481e-22,3.4704695204276169e-15,1.872256624730216e-18,3.5219528532560026e-16,4.719028924317341e-15,2.9894015950122347e-16,3.6758273464770591e-16,4.7799939050469411e-15,2.4418824807004452e-17,2.0798448027702146e-16,6.9289392358598697e-15,2.53162897657942e-24,6.8349111397456794e-15,5.0681989784914392e-15,4.8324649507680929e-15,1.4728322193856881e-16
5.603590143000001e-06,0.21326803933168126,89.099999999999994,0.0,0.0,0.0,0.99999999999977363,10.999999999999529,1.0646676975014813e-15,8.9060689608539189e-14,1.0422196970106829e-15,7.2395917343980657e-16,1.0061663649449519e-15,8.1123227163875155e-17,7.4726235176317027e-17,2.9449255373201492e-16,1.9628555508226177e-16,2.7679362965833579e-17,4.4300934455195941e-14,1.3678079628494412e-14,3.4464681622664348e-14,3.5822773259199656e-15,4.5510018035673915e-14,4.6237922411681366e-14,4.0501898621812771e-14,5.6192688834625242e-17,8.4526607208540353e-15,1.6742254163081602e-15,3.2504342299807446e-14,4.1794470086278619e-15,1.3314284598084476e-16,5.1536219340069718e-16,1.9460416101323416e-14,4.000078554046716e-17,3.733128335768209e-17,4.444594508906372e-15,5.7213392220917708e-18,8.1823950520889436e-16,3.2270478468684243e-17,5.0166462113003231e-22,3.86946465945299e-15,2.3851856819025652e-18,3.9918944324671294e-16,7.6612859761036261e-15,4.7037834763806019e-16,5.0760342600181043e-16,7.1777171001831987e-15,2.8502396419367525e-17,2.3808460095900999e-16,1.0218565705811752e-14,2.8226869011309601e-24,9.9017704895303334e-15,7.3378043286686452e-15,7.2717403443944799e-15,2.4560631189007354e-16
6.677331967000002e-06,0.21326803933168118,89.099999999999994,0.0,0.0,0.0,0.99999999999972533,10.99999999999943,1.0822556465097663e-15,1.0851640280843236e-13,1.0551316717186628e-15,7.4076806230168062e-16,1.0162985539777834e-15,8.2195582405516407e-17,7.8534117740053149e-17,3.5881025537339258e-16,2.3688801236720488e-16,2.920159766102492e-17,5.4655710115775259e-14,1.6311791575850754e-14,4.217128236841615e-14,3.8019673176349731e-15,5.2831899859289548e-14,5.3683254696072201e-14,4.6103922860629749e-14,6.5323813895832141e-17,9.9379161034112423e-15,2.1300537132489214e-15,3.6778112987650005e-14,4.9612933634047623e-15,1.6921100831232378e-16,6.959127378947034e-16,2.5245314778786496e-14,4.6452543224002161e-17,4.4047802892376385e-17,5.3224039195709622e-15,7.8141889670528626e-18,1.1413175287165576e-15,3.4602422928966696e-17,5.0807669151262537e-22,4.1753764119802817e-15,2.8563522095746098e-18,4.365033278784813e-16,1.1278038511163456e-14,6.7747941130243018e-16,6.6379435088625849e-16,1.0011270604982488e-14,3.2273534213942592e-17,2.6367078475646716e-16,1.3890031844614819e-14,3.0458426017198013e-24,1.3275609002074341e-14,9.8584443076436229e-15,1.0155395375125469e-14,3.7344675911653005e-16
7.751073791000002e-06,0.21326803933168104,89.099999999999994,0.0,0.0,0.0,0.99999999999967615,10.999999999999327,1.0987702138449075e-15,1.2866695497411576e-13,1.0666811073300027e-15,7.5658350761951994e-16,1.0258690372871657e-15,8.3248287071758732e-17,8.2342104795782623e-17,4.259048780656949e-16,2.7904704431575236e-16,3.0533967620346309e-17,6.5482362632903729e-14,1.8946073695570411e-14,5.0187893981665565e-14,3.9897206060175978e-15,5.9721704561710307e-14,6.0675340392796658e-14,5.1116465733598321e-14,7.4203658799472768e-17,1.1382210568087764e-14,2.6225759581985273e-15,4.0806695618127651e-14,5.7354135691033341e-15,2.0637379324133356e-16,9.0064853760786807e-16,3.1248283946014953e-14,5.2523571595073958e-17,5.0109517254070391e-17,6.1166490845383443e-15,1.01944464733079e-17,1.5123900800494662e-15,3.650838314329956e-17,5.1400797200800406e-22,4.4198990459995586e-15,3.2826675519881242e-18,4.6732199140434606e-16,1.5523153403646677e-14,9.1766847086971842e-16,8.3477633942655058e-16,1.3259942245963059e-14,3.5825855028691656e-17,2.862908188693098e-16,1.7883660638864475e-14,3.224216329601193e-24,1.6901524334606841e-14,1.2591215584322778e-14,1.3461643900099855e-14,5.3178982479226072e-16
8.824815615000003e-06,0.21326803933168087,89.099999999999994,0.0,0.0,0.0,0.99999999999962585,10.999999999999222,1.1142844038146839e-15,1.494436823409785e-13,1.0770303802759719e-15,7.7146892706915631e-16,1.035108060464523e-15,8.4282269559126184e-17,8.615019001425767e-17,4.9553937953941338e-16,3.2266174551912548e-16,3.1740706562449748e-17,7.6738047432268035e-14,2.1580889776727996e-14,5.8494230033744334e-14,4.1574561937668339e-15,6.6206813835155696e-14,6.7243819501246662e-14,5.5606539500543453e-14,8.2849020865869849e-17,1.278828580790263e-14,3.1492805530606195e-15,4.4688056008452682e-14,6.5017858386106174e-15,2.4412881374282654e-16,1.1285276695782604e-15,3.7370889653193453e-14,5.8237998240377589e-17,5.5543320476728347e-17,6.8287718257676599e-15,1.2845967332035786e-17,1.9287546595137272e-15,3.8169819565497578e-17,5.1950420851712907e-22,4.6303165177967585e-15,3.664903403903212e-18,4.9441615777034003e-16,2.0332963613288267e-14,1.187506886630524e-15,1.0188791484048582e-15,1.6897403177065806e-14,3.9246836719842781e-17,3.0728959847866048e-16,2.2143947208751626e-14,3.3777111134481339e-24,2.0729334939840082e-14,1.5499530279906232e-14,1.7162840337151113e-14,7.2152154005135658e-16
9.999999999999997e-06,0.21326803933168068,89.099999999999994,0.0,0.0,0.0,0.99999999999956968,10.999999999999105,1.1301915934692419e-15,1.7282831332939292e-13,1.0871308909356908e-15,7.8675978752069076e-16,1.044967387439915e-15,8.5393442418100389e-17,9.0318152725392641e-17,5.7446127587869218e-16,3.7196356860421385e-16,3.2947948703146639e-17,8.9513588738333405e-14,2.4465206823062377e-14,6.7897029118463411e-14,4.3236089379453363e-15,7.2868957488946189e-14,7.3977787728853409e-14,5.9985370441094054e-14,9.2059621834586538e-17,1.4286205753251623e-14,3.7624668332777442e-15,4.8821518759542768e-14,7.3316750860728533e-15,2.8585271916496618e-16,1.4033834387303212e-15,4.4154794185398722e-14,6.4108420859954094e-17,6.0842316211742054e-17,7.5232204372150385e-15,1.6042260277250987e-17,2.4335816971245338e-15,3.9787641392586634e-17,5.2506442926668534e-22,4.8333159165727182e-15,4.0376525606382246e-18,5.2102168926371098e-16,2.6176737989168314e-14,1.5132597864009403e-15,1.2338300653918286e-15,2.1297028112013758e-14,4.2888833017239893e-17,3.2899701769064063e-16,2.7080034517277527e-14,3.5257945808960202e-24,2.5122211079947945e-14,1.8861852888104759e-14,2.1638012651864968e-14,9.6558534019234325e-16
1.0972299263000004e-05,0.21326803933168068,89.099999999999994,0.0,0.0,0.0,0.99999999999952238,10.999999999999007,1.1425616584049066e-15,1.9262969388012041e-13,1.0946328251163214e-15,7.9866995457816484e-16,1.0530225985308069e-15,8.6297326213416186e-17,9.3766632219961523e-17,6.4174280939391022e-16,4.1391351944759997e-16,3.3880451939695814e-17,1.0041715240701066e-13,2.685199773879925e-14,7.5907192470648732e-14,4.4515299735874238e-15,7.80583597210731e-14,7.9212997023693842e-14,6.3233768094282563e-14,9.9494559129991693e-17,1.5495288008497502e-14,4.2969201619038483e-15,5.2192318721038982e-14,8.0112658877718636e-15,3.2047887218935199e-16,1.6500661549803766e-15,4.9791420041427483e-14,6.8681120930973097e-17,6.4769191527413908e-17,8.0376897051361399e-15,1.8906473663791335e-17,2.8879321117505888e-15,4.1028728662738714e-17,5.2933825142825e-22,4.9887358135475421e-15,4.3137966343383694e-18,5.4156052159594408e-16,3.1417664349440501e-14,1.8040800875558706e-15,1.4210883316054561e-15,2.5246974689637282e-14,4.5858374955621142e-17,3.4639589484370271e-16,3.1355111440189593e-14,3.6391698785228581e-24,2.8895985762354894e-14,2.1768488822350811e-14,2.5654067148324552e-14,1.1966061118747676e-15
1.3119782911000005e-05,0.21326803933168037,89.099999999999994,0.0,0.0,0.0,0.99999999999941547,10.999999999998787,1.1675508715931329e-15,2.3762350648662102e-13,1.1088486724458489e-15,8.2278862997607242e-16,1.0706808739233466e-15,8.8246959603487284e-17,1.0138340099156367e-16,7.9616766976430069e-16,5.099920843606981e-16,3.577938735706655e-17,1.2547664135786071e-13,3.2124876295946071e-14,9.4280143859398685e-14,4.712550937666201e-15,8.8567583330744596e-14,8.9786025797695722e-14,6.9378094645326975e-14,1.1537073243958282e-16,1.807692568178302e-14,5.557373142527e-15,5.9565980749849471e-14,9.4897475711712507e-15,3.9685735460346628e-16,2.2535976649840104e-15,6.2231699150820746e-14,7.7941441533554625e-17,7.2169252467248439e-17,9.0061275209011197e-15,2.5888753589999003e-17,4.0009485903920243e-15,4.3571950049433e-17,5.3784722447162972e-22,5.3079686381207972e-15,4.8336095758133727e-18,5.8388843623993807e-16,4.4113012819833277e-14,2.505143872253367e-15,1.8606256980164905e-15,3.4885973041931424e-14,5.2353777083409465e-17,3.8380299703727894e-16,4.1344073000904359e-14,3.8720429996802903e-24,3.7622117863945228e-14,2.8542147005401308e-14,3.5447202938551132e-14,1.800699700945695e-15
1.5267266559000006e-05,0.21326803933168015,89.099999999999994,0.0,0.0,0.0,0.99999999999930589,10.999999999998563,1.1896561798351265e-15,2.8406402316962445e-13,1.1203821792631436e-15,8.4418747934645702e-16,1.0882711318025081e-15,9.0136619482310488e-17,1.0900045911075473e-16,9.5783474268870338e-16,6.1033827603534699e-16,3.7481374418840661e-17,1.517513915571855e-13,3.7399317979055844e-14,1.1350174064392813e-13,4.9473420354925506e-15,9.7891670197388525e-14,9.9131713527620179e-14,7.4345349880762233e-14,1.3057270767906171e-16,2.0548730398127174e-14,6.9175074100348317e-15,6.6889196287160755e-14,1.0937374914325688e-14,4.7286221227840311e-16,2.9330934508966393e-15,7.4612753649521753e-14,8.6157465547520761e-17,7.813818609670843e-17,9.7867543045051727e-15,3.369974127125976e-17,5.2522293474110736e-15,4.5873960291632739e-17,5.4524748472275995e-22,5.5979135305864112e-15,5.2526136270496538e-18,6.2256358015978343e-16,5.8084614775352419e-14,3.2731903489461928e-15,2.3298656087538661e-15,4.5663369493655754e-14,5.8804608463533874e-17,4.19996640312747e-16,5.2018393286236944e-14,4.0835512371650926e-24,4.6833904113880722e-14,3.5753652454553478e-14,4.6385075958217687e-14,2.5338624035698024e-15
1.7414750207000007e-05,0.2132680393316799,89.099999999999994,0.0,0.0,0.0,0.99999999999919331,10.999999999998334,1.2092011779874442e-15,3.3168324080195688e-13,1.1297321109994327e-15,8.6317232617545418e-16,1.1057311168897531e-15,9.1970993884482714e-17,1.1661777432102356e-16,1.1259633794636649e-15,7.1448225510768229e-16,3.8982242544467507e-17,1.7911149523487602e-13,4.2675147293749931e-14,1.3347854331396148e-13,5.1538299468118877e-15,1.0616371718973142e-13,1.0739220980666893e-13,7.8360033765287968e-14,1.4518041824436974e-16,2.2923746540004896e-14,8.3664519870580534e-15,7.4141630150985399e-14,1.2354422382354854e-14,5.4860744370754579e-16,3.6834454907541806e-15,8.695670469245924e-14,9.3446472734304041e-17,8.2971363738633768e-17,1.0419189815023072e-14,4.2260349998469228e-17,6.6285413532391386e-15,4.7889017403617226e-17,5.5170196082397409e-22,5.8510681762307597e-15,5.5920758808735483e-18,6.5698005209048157e-16,7.308616324214036e-14,4.0953337246333149e-15,2.8232143347944027e-15,5.7451331060870985e-14,6.5192709490642224e-17,4.546167195479955e-16,6.3326903894571437e-14,4.2682218221704342e-24,5.6493384956821241e-14,4.3363534032605823e-14,5.8335392224612091e-14,3.3951652652073501e-15
1.9562233855000008e-05,0.21326803933167965,89.099999999999994,0.0,0.0,0.0,0.99999999999907851,10.999999999998101,1.2264883543616469e-15,3.8027877409409462e-13,1.137302485103315e-15,8.8000874503954373e-16,1.123040400577654e-15,9.3754202251691291e-17,1.2423532000843689e-16,1.2998649733566222e-15,8.2201824771276625e-16,4.0294938159011383e-17,2.0744157949376626e-13,4.7952212614847958e-14,1.5412980259165824e-13,5.3333704298915049e-15,1.1349880237629296e-13,1.1468973276581525e-13,8.1593213130105559e-14,1.5926247073335749e-16,2.5213169173648765e-14,9.894848826141027e-15,8.1310190166339135e-14,1.3741261109597591e-14,6.2416887498776965e-16,4.5002421630607704e-15,9.9278217040333013e-14,9.9909865157844465e-17,8.687242812067496e-17,1.0929992454526957e-14,5.1501888790493097e-17,8.1183930174327153e-15,4.9623544547748473e-17,5.5734777608553453e-22,6.0677711119797981e-15,5.8662515698398588e-18,6.872790604748612e-16,8.8933410215068939e-14,4.9618971515584059e-15,3.3364035137270196e-15,7.013936249427811e-14,7.1506377135817545e-17,4.8767787680916971e-16,7.5216026536062164e-14,4.4263017097215721e-24,6.6557640698560557e-14,5.1331768054697493e-14,7.1184376866280548e-14,4.3837677464180535e-15
2.170971750300001e-05,0.21326803933167934,89.099999999999994,0.0,0.0,0.0,0.99999999999896172,10.999999999997865,1.2417523560354175e-15,4.2968094185508763e-13,1.1434010079039686e-15,8.9493340304587982e-16,1.1402281913741576e-15,9.5490007098771746e-17,1.3185307011499512e-16,1.4788975365378767e-15,9.3258059640820975e-16,4.1454021599015315e-17,2.3663304789371863e-13,5.323037751207047e-14,1.7538268323794823e-13,5.491538966819997e-15,1.2000051765453344e-13,1.2113394041857511e-13,8.4188900028277131e-14,1.7288032446369462e-16,2.7427026415332107e-14,1.1494248021676489e-14,8.8418644157028829e-14,1.5098321026740355e-14,6.9943242260631643e-16,5.379518078039533e-15,1.1155476544176721e-13,1.0563892421080341e-16,9.0003609163731586e-17,1.1339960052489072e-14,6.1362239690394371e-17,9.7113937942899316e-15,5.1145713411327726e-17,5.6229493255339655e-22,6.2575339913602871e-15,6.0863035532269231e-18,7.1449573855108868e-16,1.0547272552019702e-13,5.8647953446636954e-15,3.8658318282525402e-15,8.3628013885497013e-14,7.7766840848899537e-17,5.1963594546827556e-16,8.7623698619982686e-14,4.5647294358157185e-24,7.6974190616658466e-14,5.9613577702836259e-14,8.482996115957417e-14,5.499208397211596e-15
2.385720115100001e-05,0.2132680393316791,89.099999999999994,0.0,0.0,0.0,0.99999999999884281,10.999999999997629,1.2552517739474581e-15,4.7974230490981246e-13,1.1483367970668322e-15,9.0816268528101874e-16,1.1573849849956502e-15,9.7181848058984578e-17,1.3947100389820884e-16,1.6624849918132737e-15,1.0458401911971169e-15,4.2489610282761254e-17,2.6658850585338525e-13,5.850951899340333e-14,1.9717163402527036e-13,5.6331667150177286e-15,1.2576226415286045e-13,1.2682337197388091e-13,8.6270797677255209e-14,1.8608915790524151e-16,2.9574320985618446e-14,1.315705935525941e-14,9.5496277867324726e-14,1.6426079058481895e-14,7.7425490804010783e-16,6.3177006605172679e-15,1.2375814176968156e-13,1.1071595095850811e-16,9.2511149618052151e-17,1.1668125391258556e-14,7.1785088641000254e-17,1.1398125272966526e-14,5.2513834072635225e-17,5.6665196939059465e-22,6.4284506523386677e-15,6.2624476419433486e-18,7.3951062015442549e-16,1.2257097416926773e-13,6.7970340158175179e-15,4.4084002575698638e-15,9.7827624218038488e-14,8.400023473471874e-17,5.5087681050373371e-16,1.0049508198417933e-13,4.6894092720841304e-24,8.7696469201409309e-14,6.8169282580134739e-14,9.9180377560163516e-14,6.7410893871068883e-15
2.8152168447000012e-05,0.21326803933167857,89.099999999999994,0.0,0.0,0.0,0.99999999999860045,10.999999999997147,1.2777428955777284e-15,5.8135768572888952e-13,1.1555986756920997e-15,9.3029799467871955e-16,1.1915410969592386e-15,1.0044612385304227e-16,1.547073407840043e-16,2.0413412130141527e-15,1.279282523939083e-15,4.4236998368602556e-17,3.284586978444626e-13,6.9070293188229135e-14,2.4212516659533005e-13,5.8724964953839833e-15,1.3539905264600933e-13,1.3628830575952882e-13,8.9294820772877113e-14,2.1147552418453873e-16,3.3701159017795967e-14,1.6646189992232107e-14,1.0955227109487609e-13,1.8995761695072861e-14,9.2264076346677468e-16,8.3580431710212205e-15,1.479572876053035e-13,1.1920751247010131e-16,9.6148274951003291e-17,1.2143922072084432e-14,9.4116218028801548e-17,1.5018991189767878e-14,5.4831844577625668e-17,5.7392982663044997e-22,6.7184586803651796e-15,6.5178332461788938e-18,7.8365201817130353e-16,1.5800929147508522e-13,8.7267139305847126e-15,5.5228997464521572e-15,1.2803992942243237e-13,9.6379727688518318e-17,6.114037068711017e-16,1.2747345209040825e-13,4.9009635655277466e-24,1.09929020069759e-13,8.598612392188164e-14,1.2966956435251646e-13,9.6013701082358523e-15
3.2447135743000014e-05,0.213268039331678,89.099999999999994,0.0,0.0,0.0,0.99999999999835243,10.999999999996655,1.2953563783572889e-15,6.8438418603498372e-13,1.1604674695003045e-15,9.4772045144723619e-16,1.225498222848829e-15,1.0356891317283194e-16,1.6994419469580391e-16,2.4330542751541899e-15,1.5203554391013663e-15,4.5626588399859045e-17,3.9248488664051583e-13,7.9633786811978326e-14,2.8859435146950784e-13,6.0629603522899695e-15,1.4297810957474317e-13,1.4367956621189421e-13,9.1272231204199076e-14,2.3575316301359145e-16,3.7647773575485288e-14,2.0316921022115805e-14,1.2348452061103087e-13,2.1454851328418752e-14,1.0693472449533387e-15,1.0599544590861914e-14,1.718785505656406e-13,1.2588587909395217e-16,9.8529354320154348e-17,1.2455513873033709e-14,1.1814683262397039e-16,1.8922738069968481e-14,5.6679002428936055e-17,5.7973197526164317e-22,6.9497268201277592e-15,6.685081395808256e-18,8.2125892379577223e-16,1.9459075119064888e-13,1.0716439593718624e-14,6.6646634162294554e-15,1.6023034291457897e-13,1.0865049412918015e-16,6.6976023401638503e-16,1.5588391177694219e-13,5.0696684397911699e-24,1.3302943713797385e-13,1.0458259687712247e-13,1.6209801910762948e-13,1.2959293969045521e-14
3.6742103039000016e-05,0.21326803933167743,89.099999999999994,0.0,0.0,0.0,0.99999999999810052,10.99999999999616,1.30916393431559e-15,7.8835981728559889e-13,1.163783817444215e-15,9.6144412088250693e-16,1.259169709255873e-15,1.0656805596941591e-16,1.8518146001847783e-16,2.8350213536505578e-15,1.7675202966950589e-15,4.6726003059405946e-17,4.5823024324761329e-13,9.0199418686037746e-14,3.3627294366505387e-13,6.2132312024414629e-15,1.4894165477130082e-13,1.494554689920755e-13,9.2573983014434387e-14,2.5917624652756809e-16,4.1455615909790538e-14,2.4134496035385734e-14,1.3726538906655315e-13,2.3808318842421719e-14,1.2145645422297699e-15,1.3025365722533984e-14,1.9555812350026647e-13,1.3114071795220006e-16,1.0009892282481126e-16,1.2660990415477861e-14,1.4360093597893232e-16,2.3063245629174232e-14,5.8129958727898819e-17,5.8444053824452993e-22,7.1309465237526621e-15,6.7953718400188712e-18,8.5342016394756907e-16,2.3191517697200971e-13,1.2745198412766634e-14,7.8243342758267782e-15,1.9397467341091902e-13,1.2078782548466005e-16,7.2628265056465653e-16,1.8552507494686006e-13,5.2018641125079767e-24,1.5682396512565395e-13,1.2380725210793217e-13,1.9603908939921529e-13,1.6809331572387041e-14
4.103707033500002e-05,0.21326803933167687,89.099999999999994,0.0,0.0,0.0,0.99999999999784472,10.99999999999566,1.3200002524775353e-15,8.9299221488898634e-13,1.1660747257862468e-15,9.7225726328568322e-16,1.2925436956225176e-15,1.0945821930173485e-16,2.0041905504114998e-16,3.2452188360033113e-15,2.0195858670176562e-15,4.7601621152633885e-17,5.2535454743515079e-13,1.0076673723155939e-13,3.8492380421674357e-13,6.3326930343351277e-15,1.5363353027069466e-13,1.5396923004888936e-13,9.3428676240707726e-14,2.8193961326081534e-16,4.5156451729270354e-14,2.807215625479485e-14,1.5089362362381531e-13,2.6061359669779417e-14,1.3583427276679848e-15,1.5622465103516731e-14,2.1900485215561889e-13,1.3527500945512742e-16,1.0112662338664573e-16,1.2795420385036448e-14,1.7025867554347329e-16,2.7403794049109315e-14,5.9280320565128455e-17,5.8832806523236705e-22,7.2744064578064039e-15,6.8675276055951515e-18,8.8149199445898034e-16,2.6973656518518019e-13,1.4800065289100809e-14,8.9961062758728802e-15,2.2894318396165314e-13,1.3279057129545572e-16,7.8148300318764333e-16,2.1623463050134987e-13,5.3065148878415171e-24,1.8116972375520401e-13,1.4353844811754198e-13,2.3116392388982218e-13,2.1146333451503994e-14
4.533203763100002e-05,0.21326803933167632,89.099999999999994,0.0,0.0,0.0,0.99999999999758638,10.999999999995159,1.3285143409614082e-15,9.9808162061927354e-13,1.1676882477118655e-15,9.8077947244465611e-16,1.3256454642085682e-15,1.1225166432136226e-16,2.1565691535362497e-16,3.6620620248286158e-15,2.2756189322063922e-15,4.8307042973783905e-17,5.9359132204098477e-13,1.1133538739801314e-13,4.3436115254257744e-13,6.4290026879541867e-15,1.573241938557501e-13,1.5749657471898192e-13,9.3988071500171134e-14,3.0419448937211997e-16,4.8774928198129591e-14,3.2109026244464227e-14,1.6438407622641727e-13,2.8219231060577839e-14,1.5006457492470498e-15,1.8380634901508998e-14,2.4221078588890221e-13,1.3852707070107562e-16,1.01796240008631e-16,1.2882894292544348e-14,1.9794208441948225e-16,3.1914675056665056e-14,6.0209145320874204e-17,5.915955018803697e-22,7.3903370656658939e-15,6.9144794136919283e-18,9.065747008189662e-16,3.0789078319778856e-13,1.6872425139577894e-14,1.0176101344289198e-14,2.6487655390763686e-13,1.446719653277213e-16,8.357808528522037e-16,2.4788512358209891e-13,5.3910836427167929e-24,2.0595386054809983e-13,1.6368036292331271e-13,2.6721579568904887e-13,2.5965412595240191e-14
4.962700492700002e-05,0.2132680393316757,89.099999999999994,0.0,0.0,0.0,0.99999999999732547,10.999999999994653,1.335215942515355e-15,1.1034864788903984e-12,1.1688641617460309e-15,9.8750116115819292e-16,1.3584846043363884e-15,1.1495876593562387e-16,2.3089498996107941e-16,4.0843075280465642e-15,2.5348836294048171e-15,4.887882756433178e-17,6.6273174487210922e-13,1.2190508815286093e-13,4.8443851339233427e-13,6.5071128972847467e-15,1.6022778495865425e-13,1.6025430318306971e-13,9.4357104298065848e-14,3.2605903359919834e-16,5.2330295692677954e-14,3.6228711703882163e-14,1.7774422908594686e-13,3.0287150626986923e-14,1.6414728886237772e-15,2.1291842054838666e-14,2.6517495146079394e-13,1.4108559322893681e-16,1.0223689074810479e-16,1.2940415332805461e-14,2.2650547167465303e-16,3.6571581976743416e-14,6.0963458424868971e-17,5.9439472861759009e-22,7.4845562749192405e-15,6.9453539106958836e-18,9.2930039983186146e-16,3.4626399905837369e-13,1.8956306712569929e-14,1.1361625708460963e-14,3.0156948569503021e-13,1.5643866206121681e-16,8.8939186333325731e-16,2.8037948782082927e-13,5.4598144236470797e-24,2.3109078239737895e-13,1.8415929415991681e-13,3.0399283023527458e-13,3.1261699110712173e-14
5.3921972223000024e-05,0.21326803933167512,89.099999999999994,0.0,0.0,0.0,0.9999999999970629,10.999999999994142,1.3405027518396707e-15,1.209110528237764e-12,1.1697609062379909e-15,9.9280750502991943e-16,1.3910518036047505e-15,1.1758832798890457e-16,2.461332388245957e-16,4.510984882354688e-15,2.7968042898706284e-15,4.9343428300015007e-17,7.32612933763708e-13,1.324756187757645e-13,5.3504130456440438e-13,6.5704900002977492e-15,1.6251254277131216e-13,1.6241145438481856e-13,9.4605021133807187e-14,3.4762466516176033e-16,5.5837440976016494e-14,4.041843919789028e-14,1.9097264918838798e-13,3.227023999083837e-14,1.7808671271901479e-15,2.4349826662336932e-14,2.8790498248047479e-13,1.4309882304707121e-16,1.0253235001491438e-16,1.2978961478108948e-14,2.5582962860332426e-16,4.1354639157490033e-14,6.1574335793437867e-17,5.9683907886951735e-22,7.5607788997006525e-15,6.9660435833637044e-18,9.500726702190428e-16,3.847813139088195e-13,2.1047778488675332e-14,1.2550889623966702e-14,3.3886070755139561e-13,1.6808935603216644e-16,9.4243983092471026e-16,3.1364281841921533e-13,5.5154171034751386e-24,2.5651479311118632e-13,2.0491794006177881e-13,3.4133761249171241e-13,3.7030319489572733e-14
5.8216939519000026e-05,0.21326803933167457,89.099999999999994,0.0,0.0,0.0,0.99999999999679867,10.999999999993634,1.3446869897462236e-15,1.3148894316045943e-12,1.1704803838125718e-15,9.9700302176248711e-16,1.4233379859095359e-15,1.2014790809722285e-16,2.6137163028549117e-16,4.9413269855813707e-15,3.060927343572777e-15,4.9723996920367075e-17,8.0310604445402222e-13,1.4304680476401916e-13,5.8607923949384559e-13,6.6223044359546498e-15,1.6431152240245237e-13,1.6410072701142049e-13,9.4776185586530137e-14,3.6896253083493267e-16,5.9307943070168357e-14,4.4668173811920308e-14,2.0406749088280676e-13,3.4173470999360771e-14,1.9188718279378052e-15,2.7549688655930177e-14,3.1040862567704971e-13,1.4468400329870647e-16,1.0273482905981251e-16,1.3005318488343749e-14,2.8581588477057561e-16,4.6247406291588775e-14,6.2072468548850431e-17,5.9901349414262463e-22,7.6228436232864048e-15,6.9801906659070164e-18,9.6929517424311998e-16,4.2339495852940963e-13,2.3144330366918606e-14,1.3742733624081783e-14,3.7662269107948784e-13,1.7962237429197682e-16,9.9506326422611783e-16,3.4761426110021184e-13,5.5606919147800203e-24,2.8217274905087383e-13,2.2590973950306217e-13,3.79126552449594e-13,4.3266476856662684e-14
