Time (s),Volume (m^3),N2,Ar,He,Ne,C7H16(1),O2(2),C2H5(6),HO2(16),C5H11(5),C3H7(4),C4H9(3),C6H13(10),CH3(11),C7H15(12),C7H15(7),C7H15(9),S(82),CH3O2(70),S(92),S(97),C3H7O2(48),C2H5O2(22),S(41),C6H13(59),S(120),C2H4(17),C4H9O2(56),S(67),S(261),C3H6(43),S(302),S(182),S(210),S(399),S(237),S(450),S(167),H(8),S(493),S(414),OH(D)(24),S(527),S(394)
1.210668086358835e-08,0.2795626292633266,89.099999999999994,0.0,0.0,0.0,0.99999999973204068,10.999999999943956,1.1186589032661176e-10,2.6240786564911261e-12,1.027759466750605e-10,1.018032712829217e-10,9.9930561956676815e-11,1.5326202811930674e-11,3.2814208137678849e-11,4.9423305491793816e-13,3.924159150088166e-13,1.9044389001783839e-13,3.6126774538573047e-13,1.3046732966914162e-11,3.294699780197142e-13,1.5415931119119671e-13,9.4361269520089717e-12,6.6475313517374153e-12,6.222605362360545e-12,1.4402092120484012e-11,9.4688015901469141e-12,1.4888144237752864e-11,5.9513524977640483e-12,1.2254564038020968e-12,9.5569870936804802e-14,8.8114064846029032e-13,4.9765433248515849e-14,5.4960167851571613e-14,3.4026967382585666e-14,1.7124362635306222e-14,1.1393692720760617e-13,5.942170110488281e-14,1.0108942276231902e-14,1.0952134711790051e-14,6.1041633316791034e-15,2.5490065928098651e-17,4.5419318652782522e-15,8.0827562803810972e-16,4.5419318652782522e-15
1.28645888326724e-08,0.2795626292633607,89.099999999999994,0.0,0.0,0.0,0.99999999971526576,10.999999999937522,1.1872309148107616e-10,2.83476714222431e-12,1.0852757014603866e-10,1.0768681049274053e-10,1.0554136990800638e-10,1.5604170729393708e-11,3.443483467474403e-11,5.2088572131944055e-13,4.1340530251493498e-13,2.0014185179075932e-13,3.8686731682454766e-13,1.4534932292759342e-11,3.5369831148200333e-13,1.6517637312070534e-13,1.0601313759809312e-11,7.4898739412827843e-12,6.985243014929616e-12,1.5484704671970529e-11,1.0431170638754137e-11,1.671876631729539e-11,6.6775210465928481e-12,1.3376787366575934e-12,1.1156698282644175e-13,1.005974998027244e-12,5.9903150913534707e-14,6.3066539492802885e-14,3.9867390574402777e-14,2.0669268367788343e-14,1.3216093664324533e-13,7.1437895570695354e-14,1.1151054995122829e-14,1.1574891589821222e-14,6.9351595401549896e-15,3.0811853684635633e-17,5.6673336947032288e-15,1.0450205211139691e-15,5.6673336947032288e-15
1.362249680175645e-08,0.27956262926339415,89.099999999999994,0.0,0.0,0.0,0.99999999969849085,10.999999999930816,1.2556226617922663e-10,3.0511154998842317e-12,1.1420583279319437e-10,1.1351782885665273e-10,1.1108108109485297e-10,1.5860869882852777e-11,3.6021660451066342e-11,5.4745930367976796e-13,4.3438733737254225e-13,2.0980239695766744e-13,4.124000819848034e-13,1.6083435055717875e-11,3.7793661410110023e-13,1.7617525883200364e-13,1.182813662079919e-11,8.3804424813735999e-12,7.7871241967821128e-12,1.6566539652421576e-11,1.1404093397047326e-11,1.864663521435016e-11,7.4405744594250843e-12,1.4515474030016057e-12,1.2901604218605789e-13,1.1393229541490718e-12,7.1228557476192393e-14,7.1715138681048927e-14,4.6264873143222181e-14,2.4642956762891719e-14,1.5165513364082026e-13,8.4674649183280342e-14,1.2214865434139223e-14,1.2193456066984916e-14,7.8000734717751263e-15,3.6783043310664772e-17,6.9793134532930521e-15,1.3293224566814505e-15,6.9793134532930521e-15
1.4380404770840499e-08,0.27956262926342734,89.099999999999994,0.0,0.0,0.0,0.99999999968171593,10.999999999923844,1.3238329914594928e-10,3.2731559328743477e-12,1.1981182634162764e-10,1.192970759051812e-10,1.1655065289481557e-10,1.6099694865613132e-11,3.7576796304260642e-11,5.7395573746412021e-13,4.5536465622820447e-13,2.1942989619065521e-13,4.3786469968892168e-13,1.7689894473969366e-11,4.0218207204755631e-13,1.8715681516319486e-13,1.3115662402194198e-11,9.318906089708353e-12,8.6275236750535338e-12,1.764694291081994e-11,1.2385145710368309e-11,2.0670587125136782e-11,8.2397976913495438e-12,1.5669106446731009e-12,1.4794320126589686e-13,1.2811797661204858e-12,8.3781530651635344e-14,8.08985470020609e-14,5.3232648433677305e-14,2.9062043529139732e-14,1.7238293988408184e-13,9.9122527983444306e-14,1.3298258500758555e-14,1.2807889113075179e-14,8.6958031117786542e-15,4.3429123646731188e-17,8.4950649284228481e-15,1.6667617494970722e-15,8.4950649284228481e-15
1.513831273992455e-08,0.27956262926346,89.099999999999994,0.0,0.0,0.0,0.99999999966494102,10.999999999916609,1.3918608059815883e-10,3.5009205741937161e-12,1.2534662582011419e-10,1.2502528727176293e-10,1.2195104535696313e-10,1.6323483084270672e-11,3.9102227195975785e-11,6.0037646679401451e-13,4.7633904414295928e-13,2.2902805065297152e-13,4.6326031536267355e-13,1.9352093001000604e-11,4.2643272058771132e-13,1.9812206999146497e-13,1.4462971761490192e-11,1.0304934370834981e-11,9.5057283635123289e-12,1.8725381179622702e-11,1.3372307319128668e-11,2.2789491187058246e-11,9.074491687147055e-12,1.6836404863822744e-12,1.6837170014338156e-13,1.4315375184792049e-12,9.7598366902279312e-14,9.0609245411544249e-14,6.0782856389131489e-14,3.3941958998851992e-14,1.9430704833275691e-13,1.1476669868740163e-13,1.4399346503169682e-14,1.3418227847386816e-14,9.6195074451179525e-15,5.0773770937300864e-17,1.0232168565563301e-14,2.0631258015755095e-15,1.0232168565563301e-14
1.665412867809265e-08,0.27956262926352404,89.099999999999994,0.0,0.0,0.0,0.99999999963139119,10.999999999901387,1.5273647702246166e-10,3.9737504318837384e-12,1.3620686074194072e-10,1.3633148011168671e-10,1.3254813030570547e-10,1.6735007692051126e-11,4.2071328058866929e-11,6.5299443908534583e-13,5.1828294759017132e-13,2.4814836862276835e-13,5.1384324590582666e-13,2.2835439521157945e-11,4.7494494366923137e-13,2.2000837850024289e-13,1.7333331162665262e-11,1.2418366037015684e-11,1.1372760465511647e-11,2.0874733533817386e-11,1.5358528656890774e-11,2.7307780242138721e-11,1.0847573231830966e-11,1.9207859180656722e-12,2.1381208447707001e-13,1.7577113199868906e-12,1.2915208343177952e-13,1.1158221347629541e-13,7.7673950889162027e-14,4.5140380240782542e-14,2.4159346203426108e-13,1.4956337065875884e-13,1.6648009006503839e-14,1.4626807162311943e-14,1.1540692811351923e-14,6.764488194838679e-17,1.4442497672826829e-14,3.0567258444052705e-15,1.4442497672826829e-14
1.801836302244394e-08,0.2795626292635804,89.099999999999994,0.0,0.0,0.0,0.99999999960119634,10.99999999988686,1.6486842318690797e-10,4.4191940325869605e-12,1.457480403538098e-10,1.4633963198838329e-10,1.4185850747472191e-10,1.707394062982249e-11,4.4659519632170862e-11,7.001003033916476e-13,5.5603071123707485e-13,2.6528400852781271e-13,5.5912913007835184e-13,2.6141220777406082e-11,5.1861360217670065e-13,2.3966157254015541e-13,2.0112164255088676e-11,1.4479822534435819e-11,1.3175470581869577e-11,2.2798893487886537e-11,1.7152909931911872e-11,3.1688207191324215e-11,1.2557956595869961e-11,2.1379690734964776e-12,2.6002229945962008e-13,2.0802149819617291e-12,1.621704955785883e-13,1.3218545904590394e-13,9.4968972394793297e-14,5.6927323587668885e-14,2.8786607494053919e-13,1.8474618260912824e-13,1.871701300949632e-14,1.5700952537200087e-14,1.3341763819885283e-14,8.542114381863061e-17,1.9171983976820343e-14,4.2142740454933408e-15,1.9171983976820343e-14
1.9382597366795233e-08,0.2795626292636355,89.099999999999994,0.0,0.0,0.0,0.9999999995710015,10.999999999871582,1.7693977300967303e-10,4.8836780974856074e-12,1.5507453384232752e-10,1.5619330475472841e-10,1.5095953920015619e-10,1.7391064206895379e-11,4.7177332183726336e-11,7.4697209561393761e-13,5.9377862235184148e-13,2.8236319747113241e-13,6.0418923040445524e-13,2.959826194064427e-11,5.6228661579463128e-13,2.5927897306805005e-13,2.3071000628530406e-11,1.6690276604665222e-11,1.5090112256467549e-11,2.471205873068748e-11,1.8948170495687543e-11,3.635991692193496e-11,1.4373081101510344e-11,2.358325914797105e-12,3.1134210840343726e-13,2.4300451801194081e-12,1.9970472849691391e-13,1.5438027285702182e-13,1.1429495506352202e-13,7.0398457637927128e-14,3.3743573657753366e-13,2.2342333236899553e-13,2.082155789480998e-14,1.6762526620840549e-14,1.5199616797734821e-14,1.0575424572495743e-16,2.4906449261482487e-14,5.6606986848069627e-15,2.4906449261482487e-14
2.0746831711146525e-08,0.2795626292636895,89.099999999999994,0.0,0.0,0.0,0.99999999954080665,10.999999999855573,1.8895007734841004e-10,5.3673850357247692e-12,1.6419204023934721e-10,1.6589636635253543e-10,1.5985663996500186e-10,1.7691907264503381e-11,4.9632682882737796e-11,7.9361158391686896e-13,6.3152688220209524e-13,2.9939534319153642e-13,6.4902508687455745e-13,3.3197403486322416e-11,6.0596273348937061e-13,2.788662258513253e-13,2.6204944034627116e-11,1.9047824023950652e-11,1.7112938261424457e-11,2.6613449089176503e-11,2.0740526455756088e-11,4.1317191696088059e-11,1.6289394470676705e-11,2.5815817547611472e-12,3.6782206375411458e-13,2.8070977459214983e-12,2.4186111535794257e-13,1.7812393482934016e-13,1.3568927557521004e-13,8.5607343600827003e-14,3.9009452577296645e-13,2.6541998602316796e-13,2.2955817747290886e-14,1.7811809275202171e-14,1.7105024377889777e-14,1.2872655657614799e-16,3.1758445761365024e-14,7.4354184383012345e-15,3.1758445761365024e-14
2.2111066055497817e-08,0.27956262926374253,89.099999999999994,0.0,0.0,0.0,0.9999999995106118,10.999999999838868,2.0089893907359962e-10,5.870495493654077e-12,1.7310610288787731e-10,1.7545257871929631e-10,1.6855512378125386e-10,1.7980453928340506e-11,5.2032659480261526e-11,8.4002019049451811e-13,6.692750065756236e-13,3.1638806673930778e-13,6.936385585385506e-13,3.6930346381620624e-11,6.4964139683728628e-13,2.9842830543702242e-13,2.9509224702372637e-11,2.1550568643123986e-11,1.9240312640708727e-11,2.8502589564318709e-11,2.2527321841692614e-11,4.655450804805407e-11,1.8303480570107244e-11,2.8075284442505258e-12,4.2949350482764448e-13,3.2112617981170397e-12,2.8872188815852315e-13,2.0337458372039806e-13,1.5918130849102224e-13,1.0259875747091109e-13,4.4564205365034676e-13,3.1055523421146054e-13,2.511494755158491e-14,1.8849022157680177e-14,1.9050235873615796e-14,1.5440700754867425e-16,3.9842356784565023e-14,9.5789986713520073e-15,3.9842356784565023e-14
2.347530039984911e-08,0.2795626292637943,89.099999999999994,0.0,0.0,0.0,0.99999999948041696,10.999999999821489,2.1278601126942193e-10,6.3931881489430186e-12,1.8182211374236195e-10,1.8486560315183774e-10,1.7706019332297061e-10,1.8259585983029107e-11,5.4383607650816715e-11,8.8619965570988853e-13,7.0702262050862935e-13,3.3334780490972773e-13,7.3803116507573945e-13,4.0789563898972686e-11,6.9332194736779662e-13,3.1796930809109923e-13,3.297919582317919e-11,2.4196623022959102e-11,2.146870721781952e-11,3.0379205504094447e-11,2.4306715430069471e-11,5.2066519108182378e-11,2.0412052625025884e-11,3.0360055479086434e-12,4.9637065857511081e-13,3.6424224623547914e-12,3.4034767892718766e-13,2.3009133474802932e-13,1.8479310751972531e-13,1.2140940698164395e-13,5.0388654966905759e-13,3.5864690264772645e-13,2.7294902117417434e-14,1.9874390152126165e-14,2.1028763036750797e-14,1.8285218761735761e-16,4.927397493567079e-14,1.2132955693373091e-14,4.927397493567079e-14
2.48395347442004e-08,0.27956262926384523,89.099999999999994,0.0,0.0,0.0,0.99999999945022211,10.999999999803448,2.2461099537053827e-10,6.9356395552568239e-12,1.903453175506378e-10,1.9413900455793791e-10,1.8537693320057115e-10,1.8531400814163152e-11,5.6691209061532493e-11,9.3215189590147123e-13,7.4476951947066747e-13,3.5028002881940961e-13,7.8220422633169602e-13,4.4768222742253286e-11,7.3700356647212678e-13,3.3749257689694591e-13,3.6610330249088155e-11,2.69841090382939e-11,2.3794698227209774e-11,3.2243163877492006e-11,2.6077439565798263e-11,5.7848040867794772e-11,2.2611946780973999e-11,3.2668867735278085e-12,5.6845252479394883e-13,4.1004626244069652e-12,3.9677980618352974e-13,2.5823432055542465e-13,2.1254003156353423e-13,1.420686026113583e-13,5.6464539886736305e-13,4.0951501574480281e-13,2.949228841521589e-14,2.0888169280478543e-14,2.3035184094368188e-14,2.1410736935004843e-16,6.0170117144018809e-14,1.5139577223636478e-14,6.0170117144018809e-14
2.6203769088551693e-08,0.2795626292638952,89.099999999999994,0.0,0.0,0.0,0.99999999942002726,10.999999999784773,2.3637363926371321e-10,7.4980240799046874e-12,1.9868081592059357e-10,2.0327625498298335e-10,1.9351030640865258e-10,1.8797433676362429e-11,5.896055127789736e-11,9.778786649715457e-13,7.8251541899116845e-13,3.6718929473266095e-13,8.2615919699476966e-13,4.8860112369965712e-11,7.806855256760158e-13,3.5700093833822586e-13,4.0398217363749756e-11,2.9911158452578172e-11,2.6214963063216459e-11,3.4094437423061923e-11,2.7838626826165241e-11,6.3894041513445726e-11,2.4900116001228963e-11,3.5000704668867217e-12,6.4572458572557048e-13,4.5852640721628247e-12,4.5804235502390738e-13,2.8776467757872324e-13,2.4243132548076012e-13,1.6459888195577114e-13,6.2774519872792646e-13,4.6298418651489444e-13,3.1704259461437273e-14,2.1890596769640122e-14,2.50649624928875e-14,2.4820746348236006e-16,7.2648272787743405e-14,1.8641757713027157e-14,7.2648272787743405e-14
2.7568003432902985e-08,0.27956262926394426,89.099999999999994,0.0,0.0,0.0,0.99999999938983242,10.999999999765476,2.4807373538051952e-10,8.0805138135722911e-12,2.0683357127101197e-10,2.1228073669923508e-10,2.0146515316712891e-10,1.905880726143061e-11,6.1196190066150619e-11,1.0233815042589457e-12,8.2025984951935989e-13,3.8407934204213143e-13,8.6989771682346087e-13,5.3059581950619553e-11,8.2436729119008603e-13,3.7649683569866185e-13,4.4338560075631755e-11,3.2975913462309453e-11,2.872627714514723e-11,3.5933075056098934e-11,2.9589699257157249e-11,7.0199633134150706e-11,2.727362430897895e-11,3.735473218962571e-12,7.281603600175805e-13,5.0967082896205145e-12,5.2414405320432881e-13,3.1864451534748204e-13,2.7447066068709426e-13,1.8901658605983446e-13,6.9302155554794197e-13,5.1888502644028107e-13,3.3928435341516791e-14,2.2881883225461131e-14,2.7114294525916401e-14,2.8517789985912814e-16,8.6826283340169723e-14,2.2682848005374673e-14,8.6826283340169723e-14
2.8932237777254277e-08,0.27956262926399245,89.099999999999994,0.0,0.0,0.0,0.99999999935963757,10.999999999745585,2.5971111881592776e-10,8.6832784475209042e-12,2.1480841067002103e-10,2.2115574504159207e-10,2.0924619104785465e-10,1.9316340602437002e-11,6.3402205128830222e-11,1.0686619315272955e-12,8.5800228358293961e-13,4.0095327415463469e-13,9.1342142413480036e-13,5.7361483908424288e-11,8.6804839656289412e-13,3.9598233922148825e-13,4.8427171888593968e-11,3.6176527212184516e-11,3.132551089276995e-11,3.7759174935440449e-11,3.1330293395044152e-11,7.6760064800091455e-11,2.9729641376628946e-11,3.9730252163411704e-12,8.1572281478464225e-13,5.634677067047742e-12,5.9507996955503072e-13,3.5083689818141765e-13,3.0865663817833904e-13,2.1533239301058027e-13,7.6031886402062321e-13,5.7705491749040422e-13,3.6162830109639223e-14,2.3862249694623923e-14,2.9179991415352271e-14,3.2503544294482662e-16,1.0282205052959033e-13,2.7306517932034485e-14,1.0282205052959033e-13
3.029647212160557e-08,0.2795626292640397,89.099999999999994,0.0,0.0,0.0,0.99999999932944272,10.999999999725107,2.7128566548898759e-10,9.3064852023143899e-12,2.226100295653581e-10,2.2990449099998327e-10,2.1685801585072885e-10,1.9570632661133413e-11,6.5582250028438665e-11,1.1137215550769405e-12,8.9574226432179469e-13,4.1781371530927564e-13,9.5673184289256364e-13,6.1761123302026128e-11,9.1172831437197297e-13,4.1545915272601369e-13,5.2659974047152985e-11,3.951116428124391e-11,3.400962680700459e-11,3.9572865525082813e-11,3.3060201239022051e-11,8.3570716520973396e-11,3.2265437452118187e-11,4.2126666643823231e-12,9.0836564129812944e-13,6.199052932978483e-12,6.7083305799130397e-13,3.8430583490734659e-13,3.4498325415819101e-13,2.4355181419382133e-13,8.2949009290667047e-13,6.3733844777577333e-13,3.8405782349527183e-14,2.4831924374659605e-14,3.12593853383036e-14,3.6778895035966151e-16,1.2075327096311939e-13,3.2556630788001214e-14,1.2075327096311939e-13
3.166070646595686e-08,0.2795626292640863,89.099999999999994,0.0,0.0,0.0,0.99999999929924788,10.999999999704066,2.8279729034884039e-10,9.9502987885339873e-12,2.3024299541069122e-10,2.3853010358451401e-10,2.2430510306187166e-10,1.9822125560668168e-11,6.7739596934533175e-11,1.1585620166565786e-12,9.3347939704944376e-13,4.3466288696147714e-13,9.9983043908368983e-13,6.6254212399757719e-11,9.5540646481648381e-13,4.3492867715102753e-13,5.7032992766328551e-11,4.2978001140836817e-11,3.6775676650655539e-11,4.1374295261451234e-11,3.4779321883885211e-11,9.0627093923945761e-11,3.4878378598236827e-11,4.4543450685938512e-12,1.0060344065593957e-12,6.789719421503457e-12,7.5137556187754511e-13,4.1901626271971756e-13,3.8344033061034868e-13,2.7367565621049826e-13,9.0039649993703409e-13,6.9958766953759016e-13,4.0655898060594262e-14,2.5791117576897745e-14,3.335024663249557e-14,4.1344007904143333e-16,1.4073719521743788e-13,3.8477128783531314e-14,1.4073719521743788e-13
3.4389175154659445e-08,0.2795626292641771,89.099999999999994,0.0,0.0,0.0,0.99999999923885807,10.999999999660341,3.0563161925061949e-10,1.1300392375535272e-11,2.4502061860322382e-10,2.5542404752406193e-10,2.3872237836143848e-10,2.0317916410433387e-11,7.1997604082116814e-11,1.2475917569635317e-12,1.0089434126581719e-12,4.6833447597446556e-13,1.0853981660189341e-12,7.5505395336491416e-11,1.0427553190760493e-12,4.738503946554168e-13,6.6184293748175314e-11,5.0301042069233425e-11,4.2542215471646315e-11,4.4941034467739718e-11,3.8185164809017555e-11,1.054596503035083e-10,4.0325613553474179e-11,4.9436298296503192e-12,1.2161973055043339e-12,8.0494641240411901e-12,9.2667144646704189e-13,4.9202581886580759e-13,4.6668657388795033e-13,3.3961876571864566e-13,1.0468989448241293e-12,8.2942870483072972e-13,4.5173160897023527e-14,2.7678885352170231e-14,3.7559234795486357e-14,5.1340958612172103e-16,1.8732869239016667e-13,5.2504851563916279e-14,1.8732869239016667e-13
3.711764384336203e-08,0.2795626292642649,89.099999999999994,0.0,0.0,0.0,0.99999999917846827,10.999999999614525,3.2821414056919646e-10,1.2734824571277265e-11,2.5917539140199542e-10,2.7186105030793086e-10,2.5253149802031362e-10,2.0805503007524509e-11,7.6196193813087677e-11,1.3357634788931843e-12,1.0843909471450838e-12,5.0197947871675539e-13,1.170136642718984e-12,8.5087432732676033e-11,1.1300907366112085e-12,5.127548624522504e-13,7.5851283722105487e-11,5.8131315292446378e-11,4.8603225600857179e-11,4.8460751159199233e-11,4.1548111267512921e-11,1.2122412634943442e-10,4.6052028066516048e-11,5.4405455103530048e-12,1.4456506978084413e-12,9.4130043067196797e-12,1.120576661070912e-12,5.6960269507882684e-13,5.5824489049140422e-13,4.1308955625282269e-13,1.1988676924381002e-12,9.6554310593253281e-13,4.9707371811477437e-14,2.95271372271165e-14,4.1795383095680448e-14,6.2483686749688862e-16,2.4351786907457392e-13,6.9739082309724224e-14,2.4351786907457392e-13
3.9846112532064614e-08,0.27956262926435005,89.099999999999994,0.0,0.0,0.0,0.99999999911807846,10.999999999566725,3.5054540703401009e-10,1.4254817612671106e-11,2.727395929172305e-10,2.8786340460954283e-10,2.6576417178970238e-10,2.1285955868747491e-11,8.03514034748957e-11,1.4230891932505375e-12,1.1598184419581266e-12,5.3560584700871306e-13,1.254057836474524e-12,9.4977027116606476e-11,1.2174088173652721e-12,5.5164735395200811e-13,8.60056861251676e-11,6.6454701332228001e-11,5.4938068272681248e-11,5.1934807990413835e-11,4.48688519911323e-11,1.3788866860694254e-10,5.2039577120905523e-11,5.9447973777653435e-12,1.6937611448478324e-12,1.0879454544102747e-11,1.3325988964254167e-12,6.5149734569052238e-13,6.5792076625589336e-13,4.9396498675559157e-13,1.3554526750146636e-12,1.1070079203758622e-12,5.4253450304140797e-14,3.1337455970309231e-14,4.6050534790568021e-14,7.475369182942416e-16,3.1020696506057072e-13,9.0524719516701133e-14,3.1020696506057072e-13
4.25745812207672e-08,0.27956262926443276,89.099999999999994,0.0,0.0,0.0,0.99999999905768866,10.999999999517041,3.7262644060801559e-10,1.5861550036443727e-11,2.8574376943976074e-10,3.0345228024108794e-10,2.7845042666659108e-10,2.1759910506460799e-11,8.4476112938720936e-11,1.509580960337905e-12,1.235222520908457e-12,5.6921919308417596e-13,1.3371732886461156e-12,1.051543923845451e-10,1.3047056243580496e-12,5.9053152099722594e-13,9.6620662504900544e-11,7.5257306105450086e-11,6.1527293091138037e-11,5.5364520565492004e-11,4.8148290221043428e-11,1.5542307674146338e-10,5.8271381271000588e-11,6.4561172982400689e-12,1.9598435287192466e-12,1.2447950401925863e-11,1.5621702247122182e-12,7.3747289491079889e-13,7.654846435592612e-13,5.8208081548170494e-13,1.5159009857343856e-12,1.2530021756026318e-12,5.8807839580039498e-14,3.3111338199211583e-14,5.0318970170143271e-14,8.8126161731841196e-16,3.8827484206265751e-13,1.1520004813942951e-13,3.8827484206265751e-13
4.530304990946978e-08,0.27956262926451325,89.099999999999994,0.0,0.0,0.0,0.99999999899729886,10.99999999946556,3.9445868748567561e-10,1.7556156384015885e-11,2.9821682811580279e-10,3.1864777880167437e-10,2.9061869315881719e-10,2.2227747935872971e-11,8.8580661251703829e-11,1.5952507205348662e-12,1.3106000222901372e-12,6.0282348236127317e-13,1.4194942870032345e-12,1.1560261934780936e-10,1.3919771502039887e-12,6.2940984768072537e-13,1.0767073990770796e-10,8.4525469655811827e-11,6.8352568339301007e-11,5.8751140859377664e-11,5.1387413302359383e-11,1.7379871076070238e-10,6.4731631654310408e-11,6.9742555263454517e-12,2.2431779322872485e-12,1.4117647456452877e-11,1.808667973879054e-12,8.2730452877571145e-13,8.806795664196557e-13,6.7723985766117847e-13,1.679546624709942e-12,1.4027971866816268e-12,6.3368050859176505e-14,3.4850195321668328e-14,5.4596715812297673e-14,1.0257123530733082e-15,4.7857362155365883e-13,1.4409504614986848e-13,4.7857362155365883e-13
4.8031518598172366e-08,0.27956262926459147,89.099999999999994,0.0,0.0,0.0,0.99999999893690905,10.99999999941237,4.1604397618538608e-10,1.9339727139612425e-11,3.1018612567421082e-10,3.3346898585797687e-10,3.0229588776525342e-10,2.2689735823747254e-11,9.2673351040344549e-11,1.6801100659662479e-12,1.3859477859838703e-12,6.3642145562401669e-13,1.5010320976616714e-12,1.2630715435999107e-10,1.4792195272521797e-12,6.6828408312806127e-13,1.1913174174773746e-10,9.4245773638518816e-11,7.5396615573740457e-11,6.2095845888036196e-11,5.4587193618155972e-11,1.9298840395706595e-10,7.1405504984062038e-11,7.4989742200910691e-12,2.5430234799444456e-12,1.5887720303561127e-11,2.0714319310102116e-12,9.2077888452066548e-13,1.0032277505795867e-12,7.7921910184574759e-13,1.8458010235330407e-12,1.5557478287313211e-12,6.7932346675120795e-14,3.6555400964977055e-14,5.8881006434691571e-14,1.1805509054113198e-15,5.8192605064490297e-13,1.7753002394324273e-13,5.8192605064490297e-13
5.075998728687495e-08,0.27956262926466774,89.099999999999994,0.0,0.0,0.0,0.99999999887651925,10.999999999357557,4.3738447851629585e-10,2.1213308966497367e-11,3.2167755245237774e-10,3.4793402060574837e-10,3.135074930038116e-10,2.3146100773181335e-11,9.676085866180538e-11,1.7641703333639052e-12,1.4612626064102718e-12,6.7001499399347206e-13,1.5817978799903424e-12,1.3725537300004902e-10,1.5664290714109557e-12,7.0715549399193348e-13,1.3098072201298714e-10,1.0440504764830268e-10,8.264314822646722e-11,6.5399729932688243e-11,5.7748548740399585e-11,2.1296638228062615e-10,7.8279087285001432e-11,8.0300439492651016e-12,2.8586295894687477e-12,1.7757361436285596e-11,2.3497784065234044e-12,1.0176934516376412e-12,1.1328362056304382e-12,8.8777581506751176e-13,2.0141443847526713e-12,1.7112839581841632e-12,7.2499514324093676e-14,3.8228280018323477e-14,6.31698940620152e-14,1.3454087815153418e-15,6.9912350092377753e-13,2.1581455410982339e-13,6.9912350092377753e-13
5.3488455975577534e-08,0.27956262926474207,89.099999999999994,0.0,0.0,0.0,0.99999999881612944,10.999999999301194,4.5848267335643398e-10,2.3177905164946703e-11,3.3271561179639558e-10,3.6206008294419066e-10,3.2427763488916168e-10,2.3597037294236206e-11,1.0084855935572827e-10,1.8474427684533457e-12,1.5365413597222449e-12,7.0360542793881949e-13,1.6618025298692569e-12,1.4843623955283899e-10,1.6536021526612977e-12,7.4602496675235996e-13,1.4319590274578959e-10,1.1499037443189997e-10,9.0076814103909779e-11,6.8663808490262827e-11,6.0872347533725427e-11,2.3370818989476449e-10,8.5339305783543661e-11,8.5672429394814363e-12,3.1892448598155293e-12,1.9725779917168808e-11,2.6430114528718678e-12,1.1178560174712028e-12,1.2692014725833962e-12,1.0026527101862437e-12,2.1841179691399208e-12,1.8689019200312102e-12,7.7068701040509087e-14,3.9870092572865413e-14,6.7462001593424917e-14,1.5198951185968856e-15,8.3092454799395712e-13,2.5924666812959816e-13,8.3092454799395712e-13
5.621692466428012e-08,0.27956262926481484,89.099999999999994,0.0,0.0,0.0,0.99999999875573964,10.99999999924335,4.7934131315348791e-10,2.5234476282506311e-11,3.4332349502785744e-10,3.7586349827485456e-10,3.346291563747726e-10,2.4042703038574652e-11,1.0494078272021526e-10,1.9299384972625743e-12,1.6117810541395703e-12,7.3719371598793371e-13,1.7410567132246566e-12,1.5984003693169642e-10,1.740735142954188e-12,7.8489309635594747e-13,1.5575661467298193e-10,1.2598909405681128e-10,9.768314156076819e-11,7.1889029763814867e-11,6.3959419641975609e-11,2.5519061919887428e-10,9.257386804357729e-11,9.1103569266683714e-12,3.5341239631925208e-12,2.1792200070749992e-11,2.9504316837003537e-12,1.2210841548701255e-12,1.4120135793125457e-12,1.1235822861331408e-12,2.3553172611060158e-12,2.0281568913073063e-12,8.163930363725783e-14,4.1482047550058814e-14,7.1756365847442782e-14,1.7036033225916937e-15,9.7805405261138978e-13,3.0811228452000505e-13,9.7805405261138978e-13
5.89453933529827e-08,0.279562629264886,89.099999999999994,0.0,0.0,0.0,0.99999999869534983,10.999999999184096,4.9996339295477921e-10,2.7383940870692923e-11,3.5352315229412934e-10,3.8935976037765862e-10,3.4458368610744537e-10,2.448322998763772e-11,1.0904101694174736e-10,2.0116684251092015e-12,1.6869787586882454e-12,7.7078052595993166e-13,1.8195709714474445e-12,1.7145814856343879e-10,1.8278244852553262e-12,8.2376029394224435e-13,1.6864324080141017e-10,1.3738880714171777e-10,1.0544848901695242e-10,7.5076282703165107e-11,6.7010551463520296e-11,2.7739164412198769e-10,9.9971207137653837e-11,9.6591783639865864e-12,3.8925330042503746e-12,2.3955860407351902e-11,3.2713432314813898e-12,1.3272047296632664e-12,1.5609593486871299e-12,1.2502904792297598e-12,2.527385862185197e-12,2.188656397873767e-12,8.6210899399237596e-14,4.3065309768690778e-14,7.6052317733815297e-14,1.8961166538535196e-15,1.1412026442716504e-12,3.626848240126949e-13,1.1412026442716504e-12
