Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411)
1.1273825404042459e-07,0.0029862737323671806,3.7440738886461618e-12,2.6742217649333874e-08,2.7265703180509283e-11,1.5859943232707281e-07,8.7189152590390771e-06,8.6682233106086698e-06,6.1609552508943336e-25,5.5511011521648998e-29,2.9803152327303023e-19,2.6345409771090144e-16,1.0923550969908804e-17,9.6924177942008831e-12,2.0372683174192541e-15,4.4771332596821163e-19,1.2645884108853657e-17,1.6439626787793367e-14,7.2907079106343231e-15,-6.1782756007595084e-38,-5.6195081515781118e-29,1.2298870639619427e-24,2.6695143788389297e-32,-2.9584825013685426e-22,3.7764877004463094e-25,4.6545356329520183e-24,5.4977841894288081e-20,2.6009637326207917e-07,5.4805286537601197e-32,-1.4945706036498028e-24,5.1258479249640107e-28,1.6384044706798728e-25,1.5358027167666908e-33,0.88129999999999997,0.0,0.0,0.0,0.0084299655670990216,0.10863729822534451,9.9999990281526935e-05,6.2802231810142533e-05,0.00039942655022998688,0.0003081733826451692,1.5638373410556322e-10,6.7051628086243516e-05,1.1914045116423037e-09,1.022907830497613e-06,9.301443757075773e-13,9.5893216566249334e-15,7.9764361165930771e-05,8.0752929317349679e-05,0.00010537154495231368,0.00020537703160230885,6.1936692550492069e-14,2.2544948722453112e-09,2.1551190650906833e-12,2.6383391092204249e-08,0.0001498696698138859,3.0055808227576737e-07,4.3327916916203731e-08,3.4712785068865806e-08,1.3607831884073715e-08
1.1376855692320786e-07,0.002986268335541299,3.8073404227581859e-12,2.7151157892440332e-08,2.7412285267026038e-11,1.6230040055225559e-07,8.7671420628156476e-06,8.8744105228072122e-06,6.6189607862631676e-25,-1.4060019773558431e-28,3.1345107681021947e-19,2.7977179478604399e-16,1.1465072248162334e-17,9.9366860480534274e-12,2.1414896662909942e-15,4.7666804737753377e-19,1.3156363434048365e-17,1.7071663799459558e-14,7.7055461523886991e-15,-6.2835691107066433e-38,-5.5016552016256302e-29,1.889258379487769e-24,2.9288378848586098e-32,-2.8987835633371864e-22,4.0407050946290924e-25,4.9111068993896976e-24,5.8413269454822231e-20,2.6952869226118258e-07,5.9744739647722105e-32,-1.4710034294929203e-24,3.8934386324666939e-28,1.8048547496539322e-25,1.6830558011455518e-33,0.88129999999999997,0.0,0.0,0.0,0.0084183555488295501,0.10863522315735596,9.9999990036090181e-05,6.327575063491205e-05,0.00040103557489016889,0.00030913270195367373,1.5701098510575988e-10,6.725920636219254e-05,1.1898928263438287e-09,1.027010781814961e-06,9.3302391452882063e-13,9.6277850633576605e-15,8.1358362051054273e-05,8.2372326624237236e-05,0.00010625211472636674,0.00020835549230140206,6.3176845709984857e-14,2.2998221220139842e-09,2.1982579724084666e-12,2.693265325566893e-08,0.00015114054141484562,3.1015891934290616e-07,4.4713827964785628e-08,3.5852393254586795e-08,1.4061705937876391e-08
1.1479885980599113e-07,0.002986262923480164,3.8712828764034283e-12,2.7561713807708993e-08,2.7557210085419118e-11,1.6603715864453954e-07,8.8142826603595102e-06,9.0824656788104073e-06,7.1043708208533188e-25,1.3368416464622251e-28,3.2944978829510804e-19,2.9688521025523565e-16,1.2025896859605351e-17,1.0183907593107908e-11,2.2496627401722942e-15,5.0711008246753455e-19,1.3679264820501081e-17,1.7717828419590555e-14,8.1378897595734269e-15,-6.3837435051168238e-38,-5.4210605085505139e-29,1.682352155840014e-24,3.2098257455545159e-32,-2.8558796494417731e-22,4.3200361901352584e-25,5.178382687010182e-24,6.2018544772947804e-20,2.7918595080913047e-07,6.506116962838432e-32,-1.4410097255813942e-24,2.7065262988081805e-28,1.9859722687211319e-25,1.8424728485642523e-33,0.88129999999999997,0.0,0.0,0.0,0.0084067785322457286,0.10863314194379424,9.9999989787663698e-05,6.3747649715557693e-05,0.00040261581121888481,0.00031006758138527518,1.5762693535833066e-10,6.7461456074196797e-05,1.1883855828402614e-09,1.0310398135899481e-06,9.358295351779257e-13,9.6655555061229428e-15,8.2962830738031137e-05,8.4003437923441503e-05,0.00010713133076033888,0.00021134172451702912,6.4425924277468405e-14,2.3454788329723681e-09,2.2416817705668548e-12,2.7486015738524013e-08,0.0001524098012315482,3.1995454933435698e-07,4.6127885522063901e-08,3.7015906497584689e-08,1.4525276325477121e-08
1.158291626887744e-07,0.002986257496595075,3.9359150659148456e-12,2.7973856244569315e-08,2.7700488889479448e-11,1.6980928748470787e-07,8.8603533083419653e-06,9.2923556927981489e-06,7.6184021151602184e-25,-7.6081676504734589e-29,3.4604019579776657e-19,3.1482197928698945e-16,1.2606407715629717e-17,1.0434065427266872e-11,2.3618766188002166e-15,5.3909482667140893e-19,1.4214628174022848e-17,1.8378126021172954e-14,8.5881844308247823e-15,-6.459823644753259e-38,-5.2904161058504769e-29,1.6456096044133619e-24,3.5139859835724091e-32,-2.7870490793709855e-22,4.6151455051654697e-25,5.4566566037433198e-24,6.5799717976496531e-20,2.8907025720868347e-07,7.0777921700202523e-32,-1.4032793973657583e-24,1.5694708298448342e-28,2.1828472799422713e-25,2.0148955002451993e-33,0.88129999999999997,0.0,0.0,0.0,0.0083952343802434857,0.1086310547375563,9.999998953626394e-05,6.421793412804015e-05,0.00040416759528967463,0.00031097837106175972,1.5823171712784162e-10,6.7658453810592764e-05,1.1868827624347832e-09,1.034995790972757e-06,9.3856230009308277e-13,9.7026410953322359e-15,8.4577551753230819e-05,8.5646070388730353e-05,0.00010800919674104788,0.00021433549482635522,6.5683779952263962e-14,2.3914595971947867e-09,2.2853846418087163e-12,2.8043408515226944e-08,0.00015367745399602888,3.2994629347619553e-07,4.7570280081284258e-08,3.820349866567751e-08,1.4998615925829895e-08
1.1685946557155767e-07,0.0029862520552954384,4.0012511660400071e-12,2.8387556436962063e-08,2.7842129060998727e-11,1.7361636811394364e-07,8.9053704415034037e-06,9.5040475569016226e-06,8.1623005788727741e-25,9.8747423066620445e-29,3.632348424848144e-19,3.3361027750748709e-16,1.320699064228245e-17,1.0687142381383629e-11,2.4782204927815655e-15,5.7267886012079599e-19,1.4762488711782823e-17,1.9052556531168717e-14,9.0568770755699278e-15,-6.5017041391834741e-38,-5.394723620436627e-29,3.1902269690201116e-25,3.8429038459719987e-32,-2.8335416735212857e-22,4.9267174111135467e-25,5.7462255850682381e-24,6.9762960948257928e-20,2.991836845542076e-07,7.6919412398265698e-32,-1.3759209290127425e-24,4.5405983942095576e-29,2.3966355078276285e-25,2.201212164782983e-33,0.88129999999999997,0.0,0.0,0.0,0.008383722953983196,0.10862896169068428,9.9999989281907535e-05,6.4686608930010795e-05,0.00040569126221172468,0.00031186541927868901,1.5882546229750454e-10,6.7850275755500312e-05,1.1853843461861018e-09,1.0388795766194593e-06,9.4122326610516448e-13,9.7390499180157738e-15,8.6202310668820448e-05,8.7300031722581939e-05,0.00010888571634014067,0.00021733657325347116,6.6950264852986725e-14,2.4377590210949388e-09,2.329360796247404e-12,2.8604761787196796e-08,0.00015494350442023285,3.4013544635496332e-07,4.9041198257565751e-08,3.9415340272436979e-08,1.5481796229915206e-08
1.189200713371242e-07,0.0029862411310792206,4.1340935545464826e-12,2.9219516778036222e-08,2.8120568237861476e-11,1.8133371167542284e-07,8.9923105701936125e-06,9.9327053844730144e-06,9.3448542354691138e-25,8.2260994662785637e-30,3.9948701889515392e-19,3.7385661292627262e-16,1.4469907115158015e-17,1.1201984273948201e-11,2.7236552639802599e-15,6.4487703906525127e-19,1.5895819857077005e-17,2.0443790260428729e-14,1.0051248214132654e-14,-6.576858887945881e-38,-5.1555730007353254e-29,9.4668479604217702e-25,4.5818207093445924e-32,-2.7067269675092079e-22,5.6020880275227637e-25,6.360452872683856e-24,7.826095043342221e-20,3.2010601795003467e-07,9.0579862365777116e-32,-1.3064320836702722e-24,-1.640354316861597e-28,2.8799258941489984e-25,2.6193311205305565e-33,0.88129999999999997,0.0,0.0,0.0,0.0083607977157303809,0.10862475867850353,9.9999988764391817e-05,6.5619149840821835e-05,0.00040865557922241082,0.00031356967441405567,1.5998036806931647e-10,6.8218694774962093e-05,1.1824006493220988e-09,1.0464340082806944e-06,9.4633399777605258e-13,9.8098694708566882e-15,8.9481090392036012e-05,9.0641175114516111e-05,0.00011063473100282415,0.00022335975156509115,6.9508533412818211e-14,2.5312923640680213e-09,2.418109952802946e-12,2.9739072008702568e-08,0.00015747081699315314,3.6111102445632152e-07,5.2069332674919301e-08,4.191243717512863e-08,1.6477958003636624e-08
1.2077461652613407e-07,0.002986231254049527,4.2562084564196595e-12,2.9973327190320145e-08,2.836572368134839e-11,1.8839466501095141e-07,9.0671211944650317e-06,1.0324331065242262e-05,1.052448436870966e-24,-1.2368199715064569e-29,4.3430626248299419e-19,4.1328355036689323e-16,1.5679031465103586e-17,1.1675150315655836e-11,2.9595669206396244e-15,7.1591683425774447e-19,1.6958820519455624e-17,2.1744129803931716e-14,1.1013603581235798e-14,-6.5631332266969239e-38,-4.8180851474028722e-29,1.950675858349969e-24,5.3492934551327039e-32,-2.5301171889433758e-22,6.2735060189307913e-25,6.9549323879055689e-24,8.6596223106439718e-20,3.3973978624689196e-07,1.0459495633134828e-31,-1.2177380082669255e-24,-3.34767877267801e-28,3.3857750892314044e-25,3.0530993618613426e-33,0.88129999999999997,0.0,0.0,0.0,0.0083402754997768391,0.10862095749845306,9.9999988288685347e-05,6.6452982153228084e-05,0.00041123064149573967,0.00031502576064702402,1.6098335158228578e-10,6.8533325751546169e-05,1.179730190007718e-09,1.0529946926613918e-06,9.5069857835351376e-13,9.8713730696723265e-15,9.2464195022511027e-05,9.36850335527172e-05,0.00011220427609133465,0.0002288033682319226,7.1839014376001299e-14,2.6165084576393633e-09,2.4988613898887555e-12,3.0772801649710713e-08,0.00015973996515515282,3.8067662904891223e-07,5.4893997810635343e-08,4.4244399806360537e-08,1.7408847730590651e-08
1.2262916171514394e-07,0.002986221336583532,4.3808403873482668e-12,3.0731753148627737e-08,2.8605813741906003e-11,1.9556237854093087e-07,9.1387793492373361e-06,1.0721287367926362e-05,1.1821787363841202e-24,1.5901198659462414e-28,4.7127810950495012e-19,4.559308505007574e-16,1.6959149611033119e-17,1.2157501393287006e-11,3.2102483443986327e-15,7.9307238355663475e-19,1.8062659942454572e-17,2.309002997511e-14,1.2042551366021173e-14,-6.3161559288895866e-38,-4.1429106044921684e-29,4.1065931720236816e-24,6.22587170756813e-32,-2.1795571993709587e-22,7.0098432344228484e-25,7.5907746121353544e-24,9.5622938438656286e-20,3.6014653377094088e-07,1.2041848928213948e-31,-1.0521134161786216e-24,-4.773060623510454e-28,3.9677117417793328e-25,3.5480538690925706e-33,0.88129999999999997,0.0,0.0,0.0,0.0083198570903921,0.10861713971483968,9.9999987803663575e-05,6.7281677139415755e-05,0.00041371975907570859,0.00031641024556967558,1.6195260514151147e-10,6.8832350849320429e-05,1.177073696328341e-09,1.0593347452217125e-06,9.5484667320456915e-13,9.9308083399146228e-15,9.5476543941382379e-05,9.6762639488877955e-05,0.00011376951529428405,0.00023426724114657986,7.4195179790213106e-14,2.7026740207800332e-09,2.5804097242477052e-12,3.1818291346898166e-08,0.00016200399407193395,4.0090076739693856e-07,5.7813806452438376e-08,4.6657430421019808e-08,1.8372670171493119e-08
1.2448370690415382e-07,0.0029862113809728526,4.5080844082339562e-12,3.149463916468254e-08,2.8840934382632038e-11,2.0283444378723064e-07,9.20738399570646e-06,1.1123387437751637e-05,1.3245228385212526e-24,1.3970421200034419e-29,5.1047536866055621e-19,5.0198129507983853e-16,1.8312478392620606e-17,1.2648933402540809e-11,3.4762194327824288e-15,8.7671643405526003e-19,1.9207391949077499e-17,2.4481318181114038e-14,1.3140714471170755e-14,-5.829289241474259e-38,-3.7153521994741829e-29,4.0851348393635e-24,7.2242713473514772e-32,-1.9477648960462949e-22,7.8158449020189566e-25,8.2698275903747057e-24,1.0538147796729713e-19,3.8133707484835466e-07,1.3823605515190493e-31,-8.6694197469072157e-25,-5.9659463891517259e-28,4.6352463364857488e-25,4.1113360059812392e-33,0.88129999999999997,0.0,0.0,0.0,0.0082995416314530241,0.10861330617711103,9.9999987309427467e-05,6.8105263624678252e-05,0.0004161248364587448,0.00031772508005371825,1.6288887819999328e-10,6.911619663661554e-05,1.1744310512603503e-09,1.0654590681899596e-06,9.5878419971176742e-13,9.9882212378688088e-15,9.8516934401198495e-05,9.9872900508098708e-05,0.00011533046945634135,0.00023975014998865762,7.657618999548483e-14,2.7897583980461291e-09,2.6627224682079416e-12,3.2875146010201746e-08,0.00016426293046864298,4.2179004383870356e-07,6.0829709293703512e-08,4.915240386757866e-08,1.9369792675444617e-08
1.263382520931637e-07,0.0029862013894904047,4.6380390020537038e-12,3.2261833223728756e-08,2.9071171295190595e-11,2.1020847045740026e-07,9.2730340699655691e-06,1.1530446835098317e-05,1.48036175550338e-24,-2.2039608610003781e-29,5.5197059567223571e-19,5.5162291806571054e-16,1.9741221981833177e-17,1.3149341676228374e-11,3.7579987676867665e-15,9.6723408602033121e-19,2.0393032441846644e-17,2.5917779962364352e-14,1.4310712480508461e-14,-5.6471155353673676e-38,-3.8343878077292507e-29,7.3850653305913721e-25,8.3583608363248242e-32,-1.9891026362184031e-22,8.6964865429694013e-25,8.993972022297164e-24,1.1591348733754068e-19,4.0332185510718534e-07,1.5824704724790476e-31,-7.482284505037628e-25,-7.0021110053333509e-28,5.3988335619602621e-25,4.7507496063364136e-33,0.88129999999999997,0.0,0.0,0.0,0.0082793282581020023,0.10860945772214785,9.9999986806078531e-05,6.8923770237644801e-05,0.00041844775944927182,0.00031897218769437848,1.6379291283508421e-10,6.9385283676246339e-05,1.171802136537963e-09,1.0713725155525454e-06,9.6251699194876303e-13,1.0043657267573128e-14,0.0001015841802886288,0.00010301473542970289,0.00011688715925227969,0.00024525090826898571,7.8981214088493335e-14,2.8777312453811063e-09,2.7457675803804659e-12,3.3942975080245615e-08,0.00016651680084418065,4.4335079493280083e-07,6.3942618059841034e-08,5.173016098300823e-08,2.0400568459457875e-08
1.2819279728217356e-07,0.0029861913643682188,4.7708059884208544e-12,3.3033186704468787e-08,2.9296603940130085e-11,2.1768208934062965e-07,9.3358281468888788e-06,1.1942283807757553e-05,1.650610911459214e-24,3.2008760485918871e-29,5.9583603535661085e-19,6.0504890346143304e-16,2.1247565926015813e-17,1.3658621206979135e-11,4.0561031449112942e-15,1.065022742932327e-18,2.1619562164685399e-17,2.7399162558078913e-14,1.555515846638941e-14,-5.7671175237607347e-38,-3.7238740041684745e-29,5.5509513872043045e-25,9.6432417178136391e-32,-1.927879853691421e-22,9.6569788584830178e-25,9.765120877867568e-24,1.2726186988480946e-19,4.261109535526456e-07,1.8066523809095335e-31,-6.9442742176596881e-25,-7.9272523029801901e-28,6.2699392240233042e-25,5.474805894346073e-33,0.88129999999999997,0.0,0.0,0.0,0.0082592160985647447,0.10860559517364479,9.9999986293718751e-05,6.9737225409945944e-05,0.00042069039361561188,0.00032015346342385235,1.6466544314083399e-10,6.9640026224613725e-05,1.169186832907114e-09,1.0770798890790386e-06,9.6605079650624412e-13,1.0097161443555345e-14,0.00010467711310687186,0.00010618707533005811,0.0001184396051855769,0.00025076836274092802,8.1409430705048933e-14,2.9665625591155938e-09,2.8295134923901833e-12,3.5021392911217172e-08,0.00016876563146913843,4.655890929857938e-07,6.7153406026014641e-08,5.4391508982639412e-08,2.1465336759384541e-08
1.3004734247118343e-07,0.0029861813078062437,4.9064904436947066e-12,3.3808554432106875e-08,2.9517330551721069e-11,2.2525295497674464e-07,9.3958641297702036e-06,1.2358719537739842e-05,1.8362203401937204e-24,1.1684733681480845e-29,6.4214356652409759e-19,6.6245765380764399e-16,2.2833686772533207e-17,1.4176666857273507e-11,4.3710471326181935e-15,1.1704920512308635e-18,2.288692950976324e-17,2.8925178498368222e-14,1.6876655934205961e-14,-5.7449870659638324e-38,-3.6744087863141112e-29,7.9422715213310721e-25,1.1095315826586157e-31,-1.9038400209472878e-22,1.0702772677833986e-24,1.0585219047921677e-23,1.3947078098103288e-19,4.4971408524272726e-07,2.057194143461603e-31,-6.7943075489822002e-25,-8.7964458274373187e-28,7.2611113929894386e-25,6.292771311449644e-33,0.88129999999999997,0.0,0.0,0.0,0.0082392042758830473,0.10860171934154565,9.9999985772450216e-05,7.0545657376089242e-05,0.00042285458285531779,0.00032127077225121254,1.655071946630039e-10,6.9880831958467465e-05,1.1665850203674836e-09,1.0825859346263474e-06,9.6939126870156722e-13,1.0148778256186003e-14,0.00010779458287462345,0.00010938886449240856,0.00011998782758732049,0.00025630139278800141,8.3860028746621749e-14,3.0562227029227311e-09,2.9139291333494434e-12,3.6110019125185428e-08,0.00017100944838415962,4.8851074987850169e-07,7.0462908579046583e-08,5.7137221891042825e-08,2.2564422998703588e-08
1.319018876601933e-07,0.0029861712219645302,5.0452006242998642e-12,3.4587794596286802e-08,2.973343865611078e-11,2.329187476915397e-07,9.453239012530302e-06,1.2779578326529343e-05,2.0381749988355942e-24,1.4604082812575209e-29,6.9096465675440066e-19,7.2405266594248211e-16,2.4501741204411896e-17,1.4703373528015241e-11,4.7033427244134187e-15,1.2840638415663895e-18,2.4195052899238635e-17,3.0495508629607645e-14,1.8277796379969845e-14,-5.7854446547999585e-38,-3.8275516706931335e-29,-1.7315822075222412e-25,1.2732359334804055e-31,-1.9823940408960047e-22,1.1839563169428365e-24,1.1456243081735507e-23,1.5258562128293159e-19,4.7414060402541438e-07,2.3365400622953076e-31,-6.8817976791945e-25,-9.6374673528601901e-28,8.3860440160113403e-25,7.2147104404593392e-33,0.88129999999999997,0.0,0.0,0.0,0.0082192919092905006,0.10859783102161848,9.9999985242375019e-05,7.1349094173513752e-05,0.0004249421482885694,0.00032232594831724324,1.663188839634828e-10,7.0108101770252314e-05,1.1639965783646763e-09,1.0878953392893493e-06,9.725439697397857e-13,1.0198551644966877e-14,0.00011093545880578344,0.00011261906113877945,0.00012153184661551731,0.00026184890989271642,8.6332207939496113e-14,3.1466824286159085e-09,2.9989839483824504e-12,3.7208478886186726e-08,0.00017324827739888173,5.1212132050784875e-07,7.3871923723038679e-08,5.9968040935213045e-08,2.3698138944107111e-08
1.3375643284920318e-07,0.0029861611089703993,5.1870478523943015e-12,3.5370768667448024e-08,2.9945004891132817e-11,2.4067717633868214e-07,9.5080485594857742e-06,1.3204687839464163e-05,2.2574934272491348e-24,4.881400166760455e-29,7.4237030133349212e-19,7.9004242385927131e-16,2.6253863072886936e-17,1.523863638206566e-11,5.0534988704810836e-15,1.4061720328143471e-18,2.5543824259728745e-17,3.2109806488149992e-14,1.976115591342462e-14,-5.9871228773054258e-38,-3.786366937598791e-29,5.9450732808341098e-25,1.4573616135353003e-31,-1.9669096997382253e-22,1.3073295976341607e-24,1.2380200839540404e-23,1.6665302586827755e-19,4.9939950707231379e-07,2.6472966290834198e-31,-6.9121201707992456e-25,-1.0405871518017485e-27,9.6596735402608204e-25,8.2515513486214929e-33,0.88129999999999997,0.0,0.0,0.0,0.0081994781161269532,0.1085939309948914,9.9999984703595047e-05,7.2147563642882908e-05,0.00042695488675815834,0.00032332079364412534,1.6710121803082325e-10,7.0322229496634934e-05,1.1614213860576995e-09,1.0930127275449997e-06,9.7551436294775618e-13,1.0246524962383617e-14,0.00011409863021634056,0.0001158766384215972,0.00012307168225440186,0.00026740985684348454,8.8825179593494796e-14,3.237912904218199e-09,3.0846479233393337e-12,3.8316403265416129e-08,0.00017548214409083654,5.3642610806932172e-07,7.7381212850473686e-08,6.2884675155405409e-08,2.486678294801074e-08
1.3561097803821305e-07,0.002986150970903634,5.3321464407705732e-12,3.6157341407560057e-08,3.0152129793228495e-11,2.4852597992465038e-07,9.5603871168195555e-06,1.3633879243462263e-05,2.4952279682741471e-24,5.5428487761076493e-30,7.9643098665479427e-19,8.6064040725951442e-16,2.8092172497517339e-17,1.57823509886372e-11,5.4220211933078739e-15,1.5372625563441992e-18,2.6933111391394805e-17,3.3767701203425078e-14,2.1329293151597802e-14,-6.2053012908516771e-38,-3.8122400452486821e-29,6.9709691781973691e-25,1.6639870119457689e-31,-1.9840880544163736e-22,1.4410171458061944e-24,1.3359131345796056e-23,1.817208563550374e-19,5.2549943855639685e-07,2.992237007637084e-31,-6.9348373014135543e-25,-1.1087249296753333e-27,1.1098249746106864e-24,9.4151340099051881e-33,0.88129999999999997,0.0,0.0,0.0,0.0081797620130380395,0.10859002002733101,9.999998415621185e-05,7.294109342848796e-05,0.00042889456993614724,0.00032425707742768427,1.6785489392849702e-10,7.0523601766126989e-05,1.1588593224865911e-09,1.097942658951343e-06,9.7830781166036366e-13,1.0292740952334894e-14,0.00011728300704560167,0.00011916058501328806,0.00012460735431426098,0.00027298320717482094,9.1338167050419345e-14,3.329885730770047e-09,3.1708915990250087e-12,3.9433429458650184e-08,0.00017771107380511219,5.6143016793319112e-07,8.0991501311367754e-08,6.5887801860101256e-08,2.6070640130905302e-08
1.3746552322722293e-07,0.0029861408098109028,5.4806135995330481e-12,3.6947380783071222e-08,3.0354906964069432e-11,2.5646292926914291e-07,9.6103474202502286e-06,1.4066987342049447e-05,2.7524660903446003e-24,7.5432770447991539e-30,8.5321665248581703e-19,9.3606496436204401e-16,3.0018768243100741e-17,1.6334413467307426e-11,5.8094116996814007e-15,1.6777932599350118e-18,2.8362760644851798e-17,3.5468800772219633e-14,2.2984746992610687e-14,-6.8444899074067358e-38,-3.9027871150639493e-29,-7.4909565112635311e-25,1.8953533558637257e-31,-2.0254731786405494e-22,1.5856649569876724e-24,1.4395104639148326e-23,1.9783819059748007e-19,5.5244869434468283e-07,3.3743085854265488e-31,-6.8477166601489762e-25,-1.1572926095353387e-27,1.271942086908533e-24,1.0718268581237445e-32,0.88129999999999997,0.0,0.0,0.0,0.008160142717267756,0.10858609886952256,9.9999983600326421e-05,7.3729710978911756e-05,0.00043076294340217301,0.00032513653533963223,1.6858059843174588e-10,7.0712597848606609e-05,1.156310266753067e-09,1.1026896257719471e-06,9.8092957713306282e-13,1.0337241727862628e-14,0.00012048752037870882,0.00012246990571415371,0.00012613888243153337,0.000278567964509507,9.3870406147647673e-14,3.4225729596373024e-09,3.2576860854639294e-12,4.0559201004439314e-08,0.00017993509165438755,5.8713831231389254e-07,8.4703479098343839e-08,6.8978067180184186e-08,2.7309982604517824e-08
1.393200684162328e-07,0.0029861306276902947,5.63256935350841e-12,3.7740757941707327e-08,3.0553386716922798e-11,2.6448582811892746e-07,9.6580204659308499e-06,1.4503850658635332e-05,3.0303273897700478e-24,3.7107245186545001e-29,9.1279666184525155e-19,1.0165392433706095e-15,3.203572044372396e-17,1.6894720603096755e-11,6.2161685762988229e-15,1.8282338204817129e-18,2.9832599061320237e-17,3.7212694645501858e-14,2.4730034986263365e-14,-7.1121795885003044e-38,-3.6398682671319488e-29,9.1911340431597141e-25,2.1538718481120964e-31,-1.8942473262640208e-22,1.7419453906392452e-24,1.5490221715627298e-23,2.1505531450338774e-19,5.8025522638156492e-07,3.7966389325682604e-31,-6.642499391341614e-25,-1.1898154115656806e-27,1.4542308861051215e-24,1.2174787740356924e-32,0.88129999999999997,0.0,0.0,0.0,0.0081406193476088375,0.108582168256473,9.9999983036039129e-05,7.4513443547737055e-05,0.00043256172601770557,0.00032596086910181718,1.692790077821357e-10,7.0889589563215567e-05,1.153774098153394e-09,1.1072580513703264e-06,9.833848172642315e-13,1.038006875610039e-14,0.00012371112277697788,0.00012580362186381653,0.0001276662860691243,0.0002841631620047714,9.6421145532610216e-14,3.515947104234613e-09,3.3450030709623846e-12,4.1693367935673254e-08,0.00018215422251928494,6.1355511433400124e-07,8.8517801441505089e-08,7.2156086555324444e-08,2.8585069669489365e-08
1.4117461360524267e-07,0.0029861204265029615,5.7881364486147483e-12,3.8537347190443047e-08,3.0747668977013571e-11,2.7259251449870769e-07,9.7034953527828723e-06,1.4944311537854646e-05,3.3299638180266252e-24,1.3787887488347591e-29,9.7523976484182943e-19,1.102291193448212e-15,3.4145085541597362e-17,1.7463169977587449e-11,6.6427859501705185e-15,1.9890656355704496e-18,3.1342436962965158e-17,3.8998956890267273e-14,2.6567651382857731e-14,-6.76206106342726e-38,-3.5915890537022558e-29,1.0105420140371335e-24,2.4421339987348584e-31,-1.8714731461067777e-22,1.9105576705000306e-24,1.6646614433335798e-23,2.3342371043322771e-19,6.0892664808648546e-07,4.2625368648537995e-31,-6.4733880573016431e-25,-1.2068758359119404e-27,1.658760269933721e-24,1.3799611344281022e-32,0.88129999999999997,0.0,0.0,0.0,0.0081211910255641097,0.10857822890737025,9.9999982463449641e-05,7.5292318194453774e-05,0.00043429260916452646,0.00032673174596722731,1.69950787388358e-10,7.1054941166967861e-05,1.1512506963407725e-09,1.1116522882527011e-06,9.8567858504993777e-13,1.0421262839924835e-14,0.00012695278868058967,0.00012916077184242086,0.00012918958451685504,0.0002897678616722486,9.8989647043002925e-14,3.6099811542940401e-09,3.4328148331403835e-12,4.2835586959596222e-08,0.00018436849104889205,6.4068491301715535e-07,9.2435089538593548e-08,7.5422445332992499e-08,2.9896148058472576e-08
1.4302915879425254e-07,0.0029861102081629393,5.9474402664492354e-12,3.9337025811191504e-08,3.0937889726295308e-11,2.8078086172894571e-07,9.7468591646966502e-06,1.5388216213908823e-05,3.6525638392488945e-24,2.1615941211659643e-29,1.0406140693059268e-18,1.193553385295162e-15,3.6348896188018092e-17,1.8039660078455949e-11,7.0897537016394949e-15,2.1607817181220162e-18,3.2892070228905753e-17,4.0827148909574159e-14,2.850006556018706e-14,-7.1630836201610511e-38,-3.6026815152884452e-29,-3.8187340893537836e-25,2.7629226918305917e-31,-1.8699043056326529e-22,2.0922283437043104e-24,1.786644549965926e-23,2.529960451507817e-19,6.384702396482675e-07,4.7755043902599979e-31,-6.1777565464422341e-25,-1.2001926986160837e-27,1.8877647857600463e-24,1.5608809404559729e-32,0.88129999999999997,0.0,0.0,0.0,0.0081018568762991211,0.10857428152541984,9.9999981882656672e-05,7.6066361785411958e-05,0.00043595725616973235,0.0003274507983749682,1.705965915987296e-10,7.1209009282102771e-05,1.1487399414585196e-09,1.115876616579691e-06,9.8781582757617903e-13,1.0460864104003776e-14,0.0001302115146881482,0.00013254041144779573,0.00013070879689205958,0.0002953811537541921,1.0157518599095616e-13,3.7046485866954202e-09,3.5210942466221182e-12,4.3985521592546521e-08,0.00018657792166149978,6.6853181797588131e-07,9.6455931243588903e-08,7.8777699335520893e-08,3.1243452166919802e-08
