Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246)
5.767526821609828e-10,0.0021403829106102184,1.0713171196866238e-15,9.923061040940979e-12,1.0043122904233988e-12,7.6116228130553087e-15,2.6908330207093319e-09,2.431536056559379e-13,-4.3521280647522495e-31,1.7403515576421498e-23,5.7193995981956244e-30,1.8083077444875188e-19,3.2165403906058127e-27,2.6394172905192314e-16,1.8095776392826759e-19,-2.9906431292776772e-30,9.6504819628383429e-28,9.7593076948095811e-24,7.2656562710044652e-28,3.0613154255772399e-37,9.2628823013288737e-21,1.3130384677767353e-27,9.0932113110268079e-18,3.1345920216713694e-23,7.1518974248672765e-09,1.032305492766243e-16,4.9313012096090443e-18,5.5046869688123217e-17,-1.0457763625531057e-38,2.7170363962253933e-31,2.014865006731985e-19,7.6984144205793573e-25,1.0516264654454964e-32,0.88129999999999997,0.0,0.0,0.0,0.0098704816383451809,0.10880167247096167,9.9999999999736218e-05,6.2475908639861514e-07,7.4574488748337472e-06,6.1672376900767684e-06,3.5176168523519717e-12,1.3018685726384315e-06,3.5306983089676872e-09,2.2812000153216682e-08,1.5833676170302335e-14,1.9020627295438757e-16,1.5384764791626345e-10,1.505650917387122e-09,1.5486685264920584e-06,3.2690121621935873e-08,3.6613494781882052e-18,3.2717368518901021e-14,6.84466590256032e-18,7.1996502810878661e-15,2.3465334104803775e-06,4.1821942286258219e-16,2.8577925954321563e-17,3.8504582077327198e-18,1.1874437229969883e-19,2.1965055532571638e-20,3.9977037026665527e-09,7.151897542513944e-09
5.978724347525526e-10,0.0021403828021044043,1.1443611007348856e-15,1.0494123878695159e-11,1.0288446407955919e-12,8.7576441720998042e-15,2.8905592485633574e-09,2.8041091909516483e-13,-4.0469825876261201e-31,2.181293791555006e-23,6.459950079721822e-30,2.0068917099987995e-19,3.2776823594877268e-27,2.7973009451088094e-16,2.0082561064421081e-19,-2.979329180298285e-30,1.1061248010518629e-27,1.0846913986329745e-23,8.6458182268990386e-28,3.690470393061933e-37,1.0281972247925772e-20,1.2940941460238586e-27,9.7241610136469948e-18,3.1508178391056293e-23,7.7878062555450138e-09,1.166289516961856e-16,5.7888020484470283e-18,6.5345448525510374e-17,-1.0246757719383847e-38,2.8906086060940986e-31,2.2360543440709311e-19,9.1206669700288906e-25,1.3074395394378912e-32,0.88129999999999997,0.0,0.0,0.0,0.0098697670405928448,0.1088016209354646,9.999999999972043e-05,6.4759870478184361e-07,7.729900976764734e-06,6.3892192283645982e-06,3.6461287288556968e-12,1.3523515639761959e-06,3.5304556422237062e-09,2.3646753866133987e-08,1.6447663936935578e-14,1.9716644278133717e-16,1.7170584020167576e-10,1.6229847429355264e-09,1.6053661254445656e-06,3.5124497780670523e-08,3.8769424948791231e-18,3.5871568860767859e-14,7.6205737793067352e-18,8.280083244855833e-15,2.4324526594787302e-06,4.9715318288152362e-16,3.4626964318811169e-17,4.723354886854337e-18,1.50375513905449e-19,2.8008952941938705e-20,4.1822366226913252e-09,7.7878063881215353e-09
6.189921873441223e-10,0.002140382693687142,1.2197521364176548e-15,1.1078945368886691e-11,1.0534477975185192e-12,1.0030982378549336e-14,3.0974155224679059e-09,3.2179047403218975e-13,-3.762795477891698e-31,2.1759204864701206e-28,7.2675744686954239e-30,2.2192575901552189e-19,3.3364159154466944e-27,2.9586627732720573e-16,2.2204540749456288e-19,-2.9640225004092608e-30,1.2621883223007342e-27,1.2020127068265701e-23,1.0232068049981162e-27,4.4249685251107231e-37,1.1370700559378923e-20,1.2754217298852415e-27,1.0373318005183116e-17,3.1729166275540862e-23,8.4524287804044449e-09,1.3115821443111687e-16,6.755222450744313e-18,7.7170655276615048e-17,-1.0027689812437916e-38,3.0677191611429706e-31,2.4722896574417999e-19,1.0743204915151976e-24,1.6126845852708838e-32,0.88129999999999997,0.0,0.0,0.0,0.0098690524527791524,0.10880156940548107,9.9999999999704302e-05,6.7043563625367637e-07,8.0023082827921103e-06,6.6111403815359634e-06,3.7746193668378886e-12,1.4028207181434022e-06,3.5302129780256746e-09,2.4481369631921086e-08,1.7061483412165939e-14,2.0412546240621285e-16,1.9089133746036516e-10,1.7450812109629701e-09,1.662059296199092e-06,3.7646028152032813e-08,4.0987680515093457e-18,3.9193897103299739e-14,8.4535545699487549e-18,9.4774964007635453e-15,2.5183660033617287e-06,5.8756690107771787e-16,4.1676145315713096e-17,5.7544380228460111e-18,1.8892269843702336e-19,3.54263593729113e-20,4.3670491340850064e-09,8.4524289291717266e-09
6.40111939935692e-10,0.002140382585358444,1.2974918877693956e-15,1.1677561704191599e-11,1.0781935908846735e-12,1.1440816676506631e-14,3.3113998311705774e-09,3.675850648595243e-13,-3.4980882509682875e-31,-4.653007026272795e-24,8.1459380971959775e-30,2.4453535030731663e-19,3.3928810398268376e-27,3.1234357503202456e-16,2.4465539063354552e-19,-2.9384031488381876e-30,1.4343125901541366e-27,1.3283594249652514e-23,1.204787247430752e-27,5.2792882133293514e-37,1.253106625311286e-20,1.2570104237851475e-27,1.1040454861714601e-17,3.2089599921046961e-23,9.1458046838687657e-09,1.4686393202793653e-16,7.839553003303815e-18,9.0689659021854102e-17,-9.8020849347989423e-39,3.2482280630369878e-31,2.7239958390501609e-19,1.2586017184246656e-24,1.9745898866632547e-32,0.88129999999999997,0.0,0.0,0.0,0.0098683378749757165,0.1088015178809783,9.9999999999687809e-05,6.9326988095854695e-07,8.2746707372053731e-06,6.8330010962453416e-06,3.9030887400496192e-12,1.4532760226195612e-06,3.5299703163992135e-09,2.5315847280064632e-08,1.7675134443715834e-14,2.1108333040727455e-16,2.114513036896032e-10,1.8719778645357588e-09,1.7187480388381509e-06,4.0254685824420537e-08,4.3268751001310749e-18,4.2686318810074649e-14,9.345649933814822e-18,1.0799887652423704e-14,2.604273442207619e-06,6.9065987625475495e-16,4.9846653733608984e-17,6.9655767458170322e-18,2.3558718502140209e-19,4.4467840342795722e-20,4.5520935619288999e-09,9.145804850142167e-09
6.612316925272617e-10,0.002140382477118303,1.3775835443929855e-15,1.2290037145985784e-11,1.1029852391880816e-12,1.2996642028659894e-14,3.532510291335592e-09,4.1809744981038495e-13,-3.2514849509825343e-31,-4.5462034614841557e-24,9.0987844078513271e-30,2.6856817213426014e-19,3.4471997338681552e-27,3.2915562695780846e-16,2.6869332560064946e-19,-2.9035138018790233e-30,1.6236191541090817e-27,1.4642144950538523e-23,1.4118675262641217e-27,6.2696078793563821e-37,1.3765045709096644e-20,1.2388575870289201e-27,1.1725351683865758e-17,3.2567265462252589e-23,9.8679668300093421e-09,1.637913976842266e-16,9.0511371152085884e-18,1.0608156104520216e-16,-9.5713204847068999e-39,3.4319977372688334e-31,2.9915925043344023e-19,1.4670316214726911e-24,2.4011176657883475e-32,0.88129999999999997,0.0,0.0,0.0,0.0098676233072541118,0.10880146636192328,9.999999999967099e-05,7.1610143904104821e-07,8.5469882843575461e-06,7.0548013190517791e-06,4.0315368222717893e-12,1.5037174650330314e-06,3.5297276573699307e-09,2.6150186640261844e-08,1.8288616881118015e-14,2.1804004536453897e-16,2.3343286871330309e-10,2.003712228103679e-09,1.7754323534446679e-06,4.2950443871722657e-08,4.5613125684181912e-18,4.6350742523924689e-14,1.0298900875617231e-17,1.2255490811227108e-14,2.6901749760948291e-06,8.0770979021113606e-16,5.9269177080892129e-17,8.3807676987800588e-18,2.9172764207225163e-19,5.5419138388895565e-20,4.7373290569385625e-09,9.8679670151587155e-09
6.823514451188315e-10,0.0021403823689667024,1.4600248217527822e-15,1.291633553106412e-11,1.1274937360797755e-12,1.4708261488694517e-14,3.7607453405439901e-09,4.7364034681698466e-13,-3.021707282999616e-31,1.215062779848506e-23,1.0129932271928866e-29,2.9404999712390548e-19,3.4994471296553002e-27,3.4629653130956981e-16,2.9419652246157606e-19,-2.8804845249860379e-30,1.8312786543965865e-27,1.6100795689738383e-23,1.6472014559838411e-27,7.413953075624387e-37,1.5074593423175533e-20,1.2209861872953736e-27,1.2427795966026435e-17,3.2911697148492297e-23,1.0618942166212075e-08,1.8198559453069652e-16,1.0399668585117527e-17,1.235377901042749e-16,-9.3366377026766495e-39,3.6188955375290865e-31,3.2754941612619725e-19,1.7018566463014859e-24,2.9010055337044815e-32,0.88129999999999997,0.0,0.0,0.0,0.0098669087496859841,0.10880141484828257,9.9999999999653833e-05,7.389303106459311e-07,8.8192608685375664e-06,7.2765409964236712e-06,4.1599635872549684e-12,1.5541450331574864e-06,3.5294850009634537e-09,2.6984387542029508e-08,1.8901930575672596e-14,2.2499560585651851e-16,2.5688312814831348e-10,2.1403218074650789e-09,1.8321122401019772e-06,4.5733275353331147e-08,4.8021293595838539e-18,5.0189025686193868e-14,1.1315347734661453e-17,1.3852772855870692e-14,2.776070605102034e-06,9.400747586508416e-16,7.0084230978083072e-17,1.0026253179877075e-17,3.588738918235683e-19,6.860462052563902e-20,4.9227206901775023e-09,1.0618942371661812e-08
7.034711977104012e-10,0.0021403822609036135,1.5448120700289618e-15,1.3556395730493711e-11,1.1521204695990688e-12,1.6585789671205065e-14,3.9961026957484971e-09,5.3453642536852494e-13,-2.807561835876586e-31,-1.4653416482340719e-23,1.1243281391213326e-29,3.2107759409007467e-19,3.5497920520898682e-27,3.6375975339243653e-16,3.2120185144476472e-19,-2.8481254286400116e-30,2.0585122619927866e-27,1.7664753599976697e-23,1.9137647884389306e-27,8.7323875499673297e-37,1.6461642772510237e-20,1.2033670787072059e-27,1.3147582471491297e-17,3.3358799425599963e-23,1.1398752568532394e-08,2.0149118780872042e-16,1.1895189062688636e-17,1.432625059613151e-16,-9.0991518250531038e-39,3.8087936174217221e-31,3.5761103821613323e-19,1.9654513423261309e-24,3.4838092653974434e-32,0.88129999999999997,0.0,0.0,0.0,0.0098661942023429705,0.10880136334002334,9.9999999999636377e-05,7.6175649591810802e-07,9.0914884340423519e-06,7.4982200747962612e-06,4.28836900875342e-12,1.6045587148561688e-06,3.5292423472054154e-09,2.7818449814859895e-08,1.9515075379769077e-14,2.3195001046152095e-16,2.8184914336991475e-10,2.2818440897290626e-09,1.8887876988938259e-06,4.8603153314139335e-08,5.0493743523737377e-18,5.4202980264519935e-14,1.2397030173822801e-17,1.5600431136544653e-14,2.8619603293082025e-06,1.0891954185581138e-15,8.2442490548709432e-17,1.193064414815781e-17,4.3874157787954463e-19,8.4391004028735968e-20,5.1082386061761789e-09,1.1398752795761479e-08
7.245909503019709e-10,0.0021403821529290133,1.631939767025757e-15,1.4210121940739682e-11,1.1764040875792826e-12,1.8639651594691389e-14,4.2385809610331968e-09,6.0111829390891884e-13,-2.607941183441524e-31,3.6531391327473786e-23,1.2442809988483158e-29,3.4956633391208398e-19,3.5982788627823373e-27,3.8153973833816903e-16,3.4974575803731459e-19,-2.8413928413484876e-30,2.3065931676357103e-27,1.9339419086081487e-23,2.2147683894714077e-27,1.0247324282642848e-36,1.7928106784682323e-20,1.1860391660221334e-27,1.3884513097202105e-17,3.3538800174380417e-23,1.2207415612913211e-08,2.2235251826556081e-16,1.3548085423070301e-17,1.6547301149928412e-16,-8.8598638104072124e-39,4.0015657083905956e-31,3.8938459763891327e-19,2.2603212899766658e-24,4.1599448781489816e-32,0.88129999999999997,0.0,0.0,0.0,0.0098654796652967135,0.10880131183711191,9.9999999999618582e-05,7.8457999500264934e-07,9.3636709251718614e-06,7.7198385006445943e-06,4.4167530605227607e-12,1.6549584980103322e-06,3.5289996961214461e-09,2.8652373288299976e-08,2.0128051146015969e-14,2.3890325775831039e-16,3.0837794147622891e-10,2.428316543275469e-09,1.9454587299043715e-06,5.1560050784543862e-08,5.303096400995566e-18,5.8394377998594703e-14,1.3545987168374532e-17,1.7507390550104054e-14,2.9478441487926454e-06,1.2565970317884541e-15,9.6505124622813336e-17,1.4125047214360855e-17,5.3324769965821548e-19,1.0319135107474408e-19,5.2938572503182339e-09,1.2207415863455223e-08
7.435987276343837e-10,0.0021403820558274695,1.7123519543871493e-15,1.481009474095393e-11,1.1982396778464434e-12,2.0647760817699308e-14,4.4628979428499216e-09,6.6618623628148688e-13,-2.4398454622724949e-31,-1.8340397361958796e-25,1.3599418843574044e-29,3.7663462615305443e-19,3.6404605052200925e-27,3.9780742509632654e-16,3.7678054998129955e-19,-2.8438548089214126e-30,2.5487858198441451e-27,2.0945896039910795e-23,2.5179720763220487e-27,1.1799214255544696e-36,1.9317389245751146e-20,1.1706717014703371e-27,1.4562250799305887e-17,3.3615728334654523e-23,1.2959892936392935e-08,2.4232325258731233e-16,1.5179109372081157e-17,1.8777833479372438e-16,-8.6437059041221962e-39,4.1774197210778853e-31,4.1947759453765409e-19,2.5546233049563326e-24,4.8576049042211953e-32,0.88129999999999997,0.0,0.0,0.0,0.0098648365908179936,0.10880126548903687,9.9999999999602319e-05,8.0511884760833726e-07,9.6085965826018299e-06,7.919243181812957e-06,4.5322804143247075e-12,1.700306409573531e-06,3.5287813124533831e-09,2.9402785600136852e-08,2.0679584686411027e-14,2.4516018965307223e-16,3.3362887938579698e-10,2.5644051004113581e-09,1.9964588721307338e-06,5.4295637886566621e-08,5.5370244856305006e-18,6.2319785422509534e-14,1.4639252858637878e-17,1.936741408894458e-14,3.0251345378574272e-06,1.4242191509719412e-15,1.1076065687284156e-16,1.6375792224089474e-17,6.3257846508787539e-19,1.2307065906053395e-19,5.4609819833345706e-09,1.2959893209272952e-08
7.626065049667965e-10,0.0021403819587975303,1.7946587855941922e-15,1.5421125708847893e-11,1.2204519557969726e-12,2.2815442835528201e-14,4.6929791794297199e-09,7.3639359293719116e-13,-2.2819706349817693e-31,5.9716248175497611e-25,1.4832129167401494e-29,4.0496694519495379e-19,3.6814175650132394e-27,4.1432201296884881e-16,4.0511678063859289e-19,-2.8260670699598826e-30,2.8099439489217701e-27,2.2650797551437397e-23,2.8545749325459868e-27,1.3550294046260643e-36,2.0773898720389058e-20,1.1554812000277708e-27,1.5253585826950012e-17,3.3915255276974925e-23,1.3735760168618997e-08,2.6345963985142827e-16,1.6954351506494006e-17,2.1246191968218123e-16,-8.4274003132671877e-39,4.3554193039258835e-31,4.5101855195588189e-19,2.8784132574970966e-24,5.6489337734678909e-32,0.88129999999999997,0.0,0.0,0.0,0.0098641935247897241,0.10880121914524328,9.9999999999585812e-05,8.2565552462565815e-07,9.8534856442750153e-06,8.1185986521853235e-06,4.6477904183546181e-12,1.7456430446734248e-06,3.5285629309907098e-09,3.0153085222703646e-08,2.1230981079415923e-14,2.514161819455959e-16,3.60217969984127e-10,2.7045609184699872e-09,2.0474554279846708e-06,5.7101669253042233e-08,5.7762741175847094e-18,6.6391571905940166e-14,1.5790147364849858e-17,2.1370703919170491e-14,3.1024201442205402e-06,1.6091898429928216e-15,1.2666898667832002e-16,1.8915224622821998e-17,7.472099949782354e-19,1.4614198750982243e-19,5.6281567567801963e-09,1.3735760465163306e-08
7.816142822992093e-10,0.0021403818618391393,1.8788692262883217e-15,1.6043383614425269e-11,1.2429278579848225e-12,2.5150956681019104e-14,4.9288231625981234e-09,8.1200345232395499e-13,-2.1336554000248704e-31,9.2173100695973811e-28,1.6144007655475943e-29,4.3462790428338805e-19,3.721243112293532e-27,4.3107935410209117e-16,4.3478019570079925e-19,-2.7841773595522199e-30,3.0911097876364593e-27,2.4458474575681627e-23,3.2274616170672003e-27,1.552255539612104e-36,2.2298990463639403e-20,1.1404621067110784e-27,1.5958388090367846e-17,3.4478741641990842e-23,1.4535023452375855e-08,2.8579331287661196e-16,1.8882090465229512e-17,2.3971113441633547e-16,-8.2114740833928574e-39,4.53547520563617e-31,4.8403605672027596e-19,3.2338012110211482e-24,6.5434895690850871e-32,0.88129999999999997,0.0,0.0,0.0,0.0098635504672638305,0.10880117280570713,9.9999999999569048e-05,8.4619002616069885e-07,1.009833806989586e-05,8.3179048728332012e-06,4.7632830536262621e-12,1.7909683945093673e-06,3.5283445517520066e-09,3.0903272032678216e-08,2.1782240217994807e-14,2.5767123360762232e-16,3.8817942466910534e-10,2.8488112728473003e-09,2.098448397528384e-06,5.9978125193151186e-08,6.0208808604361724e-18,7.061096204211927e-14,1.7000155628203298e-17,2.3524228157324739e-14,3.1797009679406538e-06,1.8128049136103388e-15,1.4437069244915342e-16,2.1771718138206147e-17,8.7902391071015392e-19,1.7282003734082201e-19,5.795369608908618e-09,1.4535023773950575e-08
8.006220596316221e-10,0.002140381764952258,1.9649865161635689e-15,1.6676932087628629e-11,1.2651494036848065e-12,2.7662758920422587e-14,5.1704288874562233e-09,8.9328540400206509e-13,-1.9942831094290665e-31,9.1992865332645277e-24,1.7538170127353824e-29,4.6563216744516364e-19,3.7599590698429129e-27,4.4807579223371078e-16,4.6579629849332331e-19,-2.7480486797420082e-30,3.3933634727172587e-27,2.6373413349199418e-23,3.6397066986773398e-27,1.7740101928277546e-36,2.389400818821307e-20,1.1256476789069948e-27,1.6676531870558065e-17,3.5011952509335686e-23,1.535768736553557e-08,3.0935568279001199e-16,2.0970824687929588e-17,2.697230026832711e-16,-7.9964004086511273e-39,4.7174998905628389e-31,5.1855842366661658e-19,3.6229901609621758e-24,7.551504985069011e-32,0.88129999999999997,0.0,0.0,0.0,0.0098629074182923337,0.1088011264704038,9.9999999999552067e-05,8.6672235231965062e-07,1.0343153819088384e-05,8.5171618048577084e-06,4.8787583011153972e-12,1.8362824502911017e-06,3.528126174755889e-09,3.1653345906527582e-08,2.2333361995238213e-14,2.6392534360913467e-16,4.1754743226188118e-10,2.9971834265658178e-09,2.1494377808243451e-06,6.2924986006669013e-08,6.2708802615395138e-18,7.4979163475582927e-14,1.8270762112011318e-17,2.5835097470135758e-14,3.2569770090767368e-06,2.036420672437928e-15,1.6401403067542474e-16,2.4975606731382566e-17,1.030076341530795e-18,2.0356118247177969e-19,5.962610141127195e-09,1.535768771354666e-08
8.196298369640349e-10,0.0021403816681368364,2.0530067682078571e-15,1.7321704062778607e-11,1.2873620283572741e-12,3.0359501875703255e-14,5.4177947069175882e-09,9.8051553773293797e-13,-1.8632718401048482e-31,-1.0593532922520728e-23,1.9017784947883251e-29,4.980437244097532e-19,3.7976859511738788e-27,4.653072242990373e-16,4.9819035847158203e-19,-2.7026232481715202e-30,3.7178239769949587e-27,2.8400238159146496e-23,4.0945838823134168e-27,2.0229280569777382e-36,2.5560284478337653e-20,1.1110175453928354e-27,1.7407895753397693e-17,3.5619534290923288e-23,1.6203755132582049e-08,3.3417793796266634e-16,2.3229270797829147e-17,3.027044382594614e-16,-7.7826019118846634e-39,4.9014103032879215e-31,5.5461370488152408e-19,4.0482776472703713e-24,8.6839146092653777e-32,0.88129999999999997,0.0,0.0,0.0,0.0098622643779273777,0.10880108013930945,9.9999999999534828e-05,8.872525032088089e-07,1.058793285136808e-05,8.7163694093981525e-06,4.9942161417465682e-12,1.8815852032305015e-06,3.5279078000210176e-09,3.240330672033063e-08,2.2884346304262572e-14,2.7017851091687943e-16,4.4835615898642194e-10,3.1497046302545513e-09,2.2004235779352925e-06,6.5942231983942853e-08,6.5263078520121575e-18,7.9497368618087447e-14,1.9603450795498722e-17,2.8310563511071654e-14,3.3342482676880737e-06,2.281455079641857e-15,1.8575511873329447e-16,2.8559263438871181e-17,1.2026089111713157e-18,2.3886647946461825e-19,6.1298693060943531e-09,1.6203755508475313e-08
8.386376142964477e-10,0.002140381571392836,2.1429247317887378e-15,1.7977607395880686e-11,1.3094796337490279e-12,3.3250039014514905e-14,5.670919323087026e-09,1.0739764360454265e-12,-1.7400782423530227e-31,1.5313345994176632e-23,2.058607350872169e-29,5.3181306195168073e-19,3.8344690433213014e-27,4.8276990724041997e-16,5.3198741915087349e-19,-2.6623800077327794e-30,4.0656500593565695e-27,3.0543712501166488e-23,4.5955755458051477e-27,2.3018940918054848e-36,2.7299141195333195e-20,1.0965992287321077e-27,1.8152362558391493e-17,3.6207402212537868e-23,1.7073228799924697e-08,3.6029104364858285e-16,2.5666361978806713e-17,3.3887247903776962e-16,-7.5704554845998644e-39,5.0871268175359747e-31,5.9222969875990028e-19,4.5120573465775166e-24,9.9523808714343171e-32,0.88129999999999997,0.0,0.0,0.0,0.0098616213462210927,0.10880103381239982,9.9999999999517386e-05,9.0778047893457373e-07,1.0832675126249499e-05,8.9155276476296822e-06,5.1096565564438075e-12,1.9268766445445788e-06,3.5276894275660504e-09,3.3153154350171793e-08,2.343519303824681e-14,2.7643073449764973e-16,4.8063974844828396e-10,3.3064021221257512e-09,2.2514057889242379e-06,6.902984340586877e-08,6.7871991467009259e-18,8.4166756146308139e-14,2.099970516763126e-17,3.0958017377433175e-14,3.4115147438342763e-06,2.549388873936978e-15,2.0975811480989704e-16,3.2557179908503933e-17,1.399060093441008e-18,2.7928481709428708e-19,6.2971392320950443e-09,1.7073229205185761e-08
8.576453916288605e-10,0.002140381474720183,2.2347397641923352e-15,1.8644634722615887e-11,1.3316510493322216e-12,3.6343430501708361e-14,5.9298011087039421e-09,1.1739571691693567e-12,-1.6241911861795383e-31,-5.461860307377786e-25,2.2246309670294049e-29,5.6705242565804569e-19,3.8704314189245831e-27,5.0045983701868636e-16,5.6721230696440174e-19,-2.6164701015250432e-30,4.4380413069339234e-27,3.280874058622425e-23,5.1463835047544377e-27,2.6140559996892461e-36,2.9111889913959743e-20,1.0823687793898094e-27,1.8909819265711602e-17,3.6863423559353191e-23,1.7966109398302204e-08,3.8772574163049046e-16,2.8291246197485773e-17,3.7845455141776265e-16,-7.3602957695693078e-39,5.2745736202988419e-31,6.3143395973574171e-19,5.0168207957615868e-24,1.1369324262455683e-31,0.88129999999999997,0.0,0.0,0.0,0.0098609783232255221,0.10880098748965107,9.9999999999499673e-05,9.2830627960344923e-07,1.1077380603353888e-05,9.1146364807581073e-06,5.2250795261814085e-12,1.9721567654612735e-06,3.527471057409613e-09,3.3902888672464685e-08,2.3985902090502771e-14,2.8268201332098325e-16,5.1443232161191305e-10,3.4673031279533276e-09,2.3023844138544575e-06,7.2187800543907053e-08,7.0535896441464352e-18,8.8988492450444173e-14,2.2461008220454804e-17,3.3784987941987472e-14,3.4887764375752941e-06,2.841766788515926e-15,2.3619541193557225e-16,3.700605417771057e-17,1.6220780379235664e-18,3.2541651298843799e-19,6.4644130603501224e-09,1.7966109834456545e-08
8.766531689612732e-10,0.0021403813781188425,2.3284484482694763e-15,1.9322727738311964e-11,1.3534238299437523e-12,3.9648935523394458e-14,6.1944390820608671e-09,1.2807532910859807e-12,-1.5151363762159445e-31,4.3715032021685078e-23,2.4001818277396932e-29,6.0368489388927012e-19,3.9055869469330226e-27,5.1837358287842429e-16,6.0388963702491548e-19,-2.6030709808617384e-30,4.8362388637811655e-27,3.5200368441393524e-23,5.7509368002994256e-27,2.9628475970004243e-36,3.0999832220667898e-20,1.0683647357149358e-27,1.9680156962512564e-17,3.7279715967378191e-23,1.8882397040454202e-08,4.1651255038264322e-16,3.1113284965790248e-17,4.2168865749726177e-16,-7.1524183806035668e-39,5.463677048553477e-31,6.7225380493187002e-19,5.5651585796139232e-24,1.2947942490091399e-31,0.88129999999999997,0.0,0.0,0.0,0.0098603353089927355,0.10880094117103858,9.999999999948177e-05,9.4882990532204402e-07,1.1322049242276443e-05,9.3136958700211842e-06,5.3404850319213239e-12,2.0174255572179892e-06,3.5272526895703413e-09,3.4652509563569042e-08,2.4536473354457384e-14,2.8893234635596849e-16,5.4976797678494661e-10,3.6324348610584307e-09,2.3533594527895013e-06,7.5416083660106767e-08,7.3255148266052689e-18,9.396373252928184e-14,2.3988842444504842e-17,3.6799140703923452e-14,3.5660333489714186e-06,3.1601983855624316e-15,2.6524777119527966e-16,4.1944852470462292e-17,1.8745298346384643e-18,3.7791595846475836e-19,6.6316848471716833e-09,1.8882397509067103e-08
8.95660946293686e-10,0.0021403812815887478,2.4240485733508578e-15,2.0011850299002028e-11,1.375437467741585e-12,4.3176015822121411e-14,6.4648311366274734e-09,1.394666832658389e-12,-1.412460459702177e-31,-1.9509157327430292e-24,2.5855983779453066e-29,6.4188460427862479e-19,3.9401315303656182e-27,5.3650700841720124e-16,6.4204382247003696e-19,-2.5757268709875207e-30,5.2615265485698312e-27,3.7723785689402127e-23,6.4134037603470468e-27,3.352013613028934e-36,3.2964260167669662e-20,1.0545285440798e-27,2.046327077601507e-17,3.7822779793487298e-23,1.9822091063956854e-08,4.46681765217476e-16,3.414205145068784e-17,4.6882365632536987e-16,-6.9470819448997151e-39,5.6543652935498467e-31,7.1471632426665511e-19,6.1597621432791212e-24,1.4702242198072552e-31,0.88129999999999997,0.0,0.0,0.0,0.0098596923035747623,0.10880089485653902,9.9999999999463623e-05,9.693513561970704e-07,1.1566681002655476e-05,9.5127057766912384e-06,5.4558730546458022e-12,2.0626830110594495e-06,3.5270343240668585e-09,3.5402016899919633e-08,2.5086906723626626e-14,2.9518173257231949e-16,5.8668078959398614e-10,3.801824522285892e-09,2.404330905793183e-06,7.87146730071208e-08,7.6030101599744774e-18,9.9093621308073984e-14,2.5584689821800566e-17,4.0008276038983183e-14,3.6432854780832934e-06,3.5063593255698666e-15,2.9710452436599797e-16,4.7414904007507897e-17,2.1595158574459984e-18,4.3749573147816218e-19,6.7989494208745171e-09,1.9822091566633423e-08
9.127679458928575e-10,0.002140381194772539,2.5117103584976423e-15,2.0641576764635946e-11,1.3955925141534734e-12,4.6547823378326212e-14,6.7131022536766613e-09,1.5035292522813746e-12,-1.3251543329871044e-31,8.9029097286971168e-25,2.7611929617823672e-29,6.7750342542204064e-19,3.970811739402151e-27,5.5301180334103859e-16,6.776653207672241e-19,-2.5219667826720543e-30,5.6685436878615143e-27,4.0111946176455791e-23,7.062785889083602e-27,3.7401541429870718e-36,3.4798701018445892e-20,1.0421995544817964e-27,2.1178913316222036e-17,3.8558562696292157e-23,2.0687827045694838e-08,4.7504087543280426e-16,3.7052775092826956e-17,5.1479502693156538e-16,-6.7646387372248031e-39,5.8272765227469591e-31,7.5435929097470891e-19,6.7367694652314583e-24,1.6443566255503929e-31,0.88129999999999997,0.0,0.0,0.0,0.0098591136062781241,0.10880085317698633,9.9999999999447129e-05,9.8781880258162482e-07,1.1786818022617795e-05,9.6917723530973487e-06,5.5597073114650347e-12,2.1034050183686684e-06,3.526837797126171e-09,3.6076476311610535e-08,2.5582178767897516e-14,3.0080536978904464e-16,6.2127893611360013e-10,3.9579382173631166e-09,2.4502021475781412e-06,8.174349891804623e-08,7.8575477384791851e-18,1.0384368474350726e-13,2.7080328151412678e-17,4.3069762562147398e-14,3.7128083054813546e-06,3.8430517369817847e-15,3.2833687275588725e-16,5.2828294152916697e-17,2.4465796702480457e-18,4.9780971190107205e-19,6.9494776408864391e-09,2.0687827580433967e-08
