Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509)
5.0118807772787715e-06,0.0018752051438915408,1.3348911277181805e-09,4.919301439405145e-09,1.5726547036009344e-15,4.2123860832581706e-07,3.9887085931697621e-06,0.00014516958032589623,3.0746177515780534e-23,9.8025968154710478e-24,2.2091622276533163e-16,4.5551580974454397e-09,1.25717761516093e-16,5.2032279974368443e-11,6.9918373025161677e-09,1.6505124802044651e-13,6.9888109695391639e-15,4.5802164428324194e-13,5.974922096614148e-12,1.3226801704345978e-19,1.4441710719006152e-10,7.6813143575294166e-16,1.5876428188223934e-11,2.3382680756355126e-10,6.1063822206880428e-05,8.4858048159000282e-13,3.3488412943028393e-10,3.9226402576411897e-05,3.6599874599065077e-30,3.9203086206861554e-15,6.0525749189414085e-10,2.4735708366780469e-10,3.3550211883034003e-19,0.88129999999999997,0.0,0.0,0.0,0.0043551267860784835,0.1071151102433264,0.00010000006120861008,7.4058902206718542e-05,7.5744167154188913e-05,2.334261666570695e-05,8.5634701131336983e-11,2.5906670886006524e-05,1.4934978367634735e-11,5.7207621676054825e-07,6.2102455075769594e-13,8.7622318680018477e-15,0.0014700272957309283,0.0017350955067629843,6.6510141552212767e-05,0.0018904362575100791,9.6771701113024397e-13,1.318627676382563e-08,5.3229636846301165e-12,4.2643276122061189e-08,7.2456108757249556e-05,2.2712305944817375e-06,1.8851690527024793e-06,1.691384172672814e-07,6.7367672887453767e-07,3.4593274408040343e-05,3.8021312868573967e-09,1.2333410250733221e-05,1.0743663551095567e-08,7.3711994425138452e-09,4.0029819284964794e-12,4.8719712986281139e-05
5.06011418564562e-06,0.0018751953206681436,1.3631970024063084e-09,4.9198574971953544e-09,1.562222322242369e-15,4.2494778813169041e-07,3.9885506964208035e-06,0.00014614428885769462,3.1897059063492081e-23,1.0076618074550116e-23,2.3010976545986824e-16,4.682422362844602e-09,1.2768092273772724e-16,5.2778306874014495e-11,7.2048510137757554e-09,1.7448284764432099e-13,7.1925506019804057e-15,4.6641046456056445e-13,6.1178091389754815e-12,1.3715129060182545e-19,1.4842779566744162e-10,8.0152128849673347e-16,1.6157193077805989e-11,2.4015152319937852e-10,6.1464395622260083e-05,8.5407564404368107e-13,3.3932152753678943e-10,3.9833301926337545e-05,3.8274840200128254e-30,4.1134107410160921e-15,6.1744815930490632e-10,2.538346299961322e-10,3.4587993509527742e-19,0.88129999999999997,0.0,0.0,0.0,0.0043319496049432967,0.10710789266950954,0.00010000006509217722,7.3732989634604101e-05,7.5286925576402926e-05,2.3212287409518332e-05,8.5112464289970236e-11,2.5760584449144036e-05,1.4864549916593373e-11,5.6858745188816153e-07,6.1752262400589832e-13,8.7087960392620259e-15,0.0014757830263350366,0.0017435087724441084,6.6929180242180091e-05,0.0018985873651999002,9.7234879197001648e-13,1.3250223068494781e-08,5.3438203806553421e-12,4.2815971868257004e-08,7.2946046534554628e-05,2.2945680778204299e-06,1.9044239964930021e-06,1.7088676945239317e-07,6.8061177910887322e-07,3.5152163360497904e-05,3.7809093481592941e-09,1.2339908956261758e-05,1.0748656590933229e-08,7.3746251553683727e-09,3.9951514182489194e-12,4.9113985539128621e-05
5.108347594012468e-06,0.0018751856326599142,1.391749812715304e-09,4.9204066573869546e-09,1.5522412471360655e-15,4.2864891390855495e-07,3.9883976245710108e-06,0.00014711314523477688,3.3080549716005734e-23,1.035534177305524e-23,2.3957288321403773e-16,4.8118788511060081e-09,1.2963717794875162e-16,5.3528464815025368e-11,7.4220313568027998e-09,1.8434421118273551e-13,7.3998638541117257e-15,4.7488112099176794e-13,6.2627688388228845e-12,1.4216108605205274e-19,1.5250684267158902e-10,8.3594979008865687e-16,1.6439766731524381e-11,2.4657324346320786e-10,6.1862733768809533e-05,8.5953911306794025e-13,3.4376356793910369e-10,4.0442581959885199e-05,4.0010685401301375e-30,4.3136646325829593e-15,6.2974253100441578e-10,2.6040304221628698e-10,3.5647395487524755e-19,0.88129999999999997,0.0,0.0,0.0,0.0043090179150856575,0.1071007528084455,0.00010000006910287029,7.340673158822172e-05,7.4834604966020376e-05,2.3083308302119744e-05,8.4595909773102964e-11,2.5616027533918511e-05,1.4794889750190896e-11,5.6513664737651562e-07,6.1405736234672057e-13,8.6559416321455168e-15,0.0014814629494093227,0.0017518419052949656,6.7345684911273584e-05,0.0019066461303480664,9.7693594192957152e-13,1.3313560279954472e-08,5.3644026907256485e-12,4.2986511073945658e-08,7.3433679591964422e-05,2.3179072856853101e-06,1.9236792186102522e-06,1.7263524608251451e-07,6.8754690195877647e-07,3.5713421549826345e-05,3.7599071797205759e-09,1.2346307236516671e-05,1.0753568477755091e-08,7.3779951893001823e-09,3.9873929009864457e-12,4.9506126997962185e-05
5.156581002379316e-06,0.0018751760776755573,1.4205474963680644e-09,4.9209487032315747e-09,1.5419201384903058e-15,4.3234201648815851e-07,3.988249334732059e-06,0.00014807621233938321,3.4297297595467717e-23,1.0638796495077838e-23,2.4930988630325987e-16,4.9435412199171638e-09,1.3158598542863494e-16,5.428274571000412e-11,7.6434119803130518e-09,1.946498918227032e-13,7.6107673177617485e-15,4.8343375523444449e-13,6.4098133052533465e-12,1.4729924780455278e-19,1.5665464759556893e-10,8.7143451440860421e-16,1.6724133535643451e-11,2.5309221506922576e-10,6.2258859665302024e-05,8.6497122560030341e-13,3.482100335200548e-10,4.1054211499596032e-05,4.1809073275800996e-30,4.521239541070045e-15,6.4213995493576242e-10,2.6706229279991272e-10,3.6728652356531514e-19,0.88129999999999997,0.0,0.0,0.0,0.004286327715102253,0.10709368943758069,0.00010000007324271583,7.3080248730716726e-05,7.4387124157987552e-05,2.2955657643735353e-05,8.4084942946868844e-11,2.5472975327077181e-05,1.4725985166582009e-11,5.6172317103070689e-07,6.1062817096660155e-13,8.6036589636098007e-15,0.0014870682811118625,0.001760096160637378,6.7759681562584148e-05,0.0019146140475561589,9.8147916829240928e-13,1.3376297940415769e-08,5.3847150168897644e-12,4.3154928394158836e-08,7.3919033005353748e-05,2.3412483087536069e-06,1.9429348121349926e-06,1.7438385397624764e-07,6.9448213112979463e-07,3.6277017557997582e-05,3.7391212505450609e-09,1.2352608915879058e-05,1.0758402459445646e-08,7.3813117726767001e-09,3.9797048518891501e-12,4.9896156576107926e-05
5.204814410746164e-06,0.0018751666535662473,1.4495879965987704e-09,4.921484070736802e-09,1.5342487338471363e-15,4.3602712643780769e-07,3.9881057842759885e-06,0.00014903355201530062,3.5547958767527153e-23,1.0927010732514041e-23,2.5932507995800569e-16,5.0774230267103144e-09,1.3352681909398221e-16,5.5041141502344205e-11,7.8690262956261792e-09,2.0541475968672534e-13,7.8252772214721152e-15,4.920685073077987e-13,6.5589546362065649e-12,1.5256762353085988e-19,1.6087160607158128e-10,9.0799296317077321e-16,1.7010277974894694e-11,2.5970867836870314e-10,6.2652795961716916e-05,8.7037231486580196e-13,3.5266071214362264e-10,4.1668159866486776e-05,4.3671697979287749e-30,4.7363058291374017e-15,6.5463977924929387e-10,2.7381234559993638e-10,3.7831998810606526e-19,0.88129999999999997,0.0,0.0,0.0,0.0042638750919054662,0.10708670136032424,0.00010000007751374028,7.2753656214098928e-05,7.3944403803936085e-05,2.2829314208368001e-05,8.35794713132668e-11,2.5331403561570079e-05,1.4657823746111472e-11,5.583464049243319e-07,6.0723446814534024e-13,8.5519385691565027e-15,0.0014926002116184573,0.001768272767084118,6.8171195782892673e-05,0.0019224925791620018,9.8597916313344983e-13,1.3438445389053753e-08,5.4047616671510191e-12,4.3321257743913999e-08,7.4402131437293785e-05,2.3645912374629366e-06,1.9621908695691755e-06,1.7613259993497983e-07,7.0141750012225748e-07,3.6842920467066301e-05,3.7185481067064458e-09,1.2358817643950077e-05,1.0763161632639404e-08,7.3845770300930123e-09,3.9720857888413682e-12,5.0284093292950725e-05
5.253047819113012e-06,0.0018751573582334031,1.4788692625609083e-09,4.9220127546780001e-09,1.5240240284626035e-15,4.3970427409672088e-07,3.9879669319283441e-06,0.00014998522509160507,3.6833197338481013e-23,1.1220012464258788e-23,2.6962276365017165e-16,5.2135377295632426e-09,1.3545916953481806e-16,5.5803644192089621e-11,8.0989074769091611e-09,2.16654004549945e-13,8.0434094351187239e-15,5.007855156022735e-13,6.7102049186215277e-12,1.5796806403582741e-19,1.6515811000279309e-10,9.4564255898629328e-16,1.729818463701481e-11,2.6642286751210139e-10,6.3044564947435501e-05,8.7574270468862693e-13,3.5711539651890437e-10,4.228439686917735e-05,4.5600285240489587e-30,4.9590349245815443e-15,6.6724135240279319e-10,2.8065315604092093e-10,3.8957669692972452e-19,0.88129999999999997,0.0,0.0,0.0,0.0042416562182207114,0.10707978740533126,0.00010000008191796958,7.2427063893507594e-05,7.3506366318723236e-05,2.2704257230496308e-05,8.3079404446932694e-11,2.5191288501106427e-05,1.4590393343288167e-11,5.5500574497709746e-07,6.038756848858864e-13,8.5007711963618351e-15,0.0014980599058415423,0.0017763729272752987,6.8580252751959482e-05,0.0019302831561393793,9.9043660374210695e-13,1.3500011767605611e-08,5.4245468580695251e-12,4.3485532318698171e-08,7.4882999146402393e-05,2.3879361620327943e-06,1.9814474828635156e-06,1.7788149074354541e-07,7.0835304223556567e-07,3.7411099848260056e-05,3.6981843691844793e-09,1.2364936905018425e-05,1.0767848950983923e-08,7.3877929880411148e-09,3.9645342705114841e-12,5.06699559726497e-05
5.30128122747986e-06,0.0018751481896217112,1.5083892497929763e-09,4.9225355498933306e-09,1.5186648093238886e-15,4.4337348957352954e-07,3.9878327365676344e-06,0.00015093129140459881,3.8153685351748623e-23,1.1517829865023286e-23,2.8020723033548911e-16,5.3518986880453191e-09,1.3738254282706071e-16,5.6570245846484582e-11,8.3330884614430579e-09,2.2838313845553343e-13,8.2651794727158343e-15,5.0958491689190107e-13,6.8635762285707577e-12,1.6350242309060679e-19,1.6951454759343275e-10,9.8440065106482108e-16,1.7587838211715388e-11,2.7323501060145789e-10,6.3434188558853159e-05,8.8108271735922431e-13,3.6157388408075125e-10,4.2902892793825418e-05,4.7596592426551372e-30,5.1895992705163007e-15,6.7994402325412734e-10,2.8758467129730362e-10,4.0105899991399126e-19,0.88129999999999997,0.0,0.0,0.0,0.0042196673502904432,0.10707294642584776,0.00010000008645742922,7.2100576523527016e-05,7.307293583370451e-05,2.2580466392905732e-05,8.2584653939683772e-11,2.5052606926007007e-05,1.4523682079423071e-11,5.5170060058435035e-07,6.0055126457519888e-13,8.4501477992022737e-15,0.0015034485040890362,0.0017843978185535605,6.8986877251148141e-05,0.0019379871789222483,9.9485215301082573e-13,1.3561006025503524e-08,5.4440747171469469e-12,4.3647784613231808e-08,7.5361659996021335e-05,2.4112831724490956e-06,2.000704743414743e-06,1.7963053316926935e-07,7.1528879056842025e-07,3.7981525751912005e-05,3.6780267318870596e-09,1.2370970026273531e-05,1.0772467232308787e-08,7.3909615798285415e-09,3.9570488961079433e-12,5.1053763243525653e-05
5.3495146358467086e-06,0.001875139145719115,1.5381459204724266e-09,4.9230513524443827e-09,1.5043121840469959e-15,4.4703480272921104e-07,3.9877031597690086e-06,0.00015187180981946126,3.9510102972414364e-23,1.1820490164739137e-23,2.9108276566484106e-16,5.4925191640504863e-09,1.3929646292462895e-16,5.7340938583875586e-11,8.5716019499142266e-09,2.4061799831384947e-13,8.4906024950813346e-15,5.184668463649224e-13,7.019080631393558e-12,1.6917255727073304e-19,1.7394130337850258e-10,1.0242844966928122e-15,1.7879223488695948e-11,2.8014532984024014e-10,6.3821688386815118e-05,8.8639266440755699e-13,3.6603597685902791e-10,4.3523618394305039e-05,4.9662409125096523e-30,5.4281722747300845e-15,6.9274714114768e-10,2.9460683046862674e-10,4.1276924832862385e-19,0.88129999999999997,0.0,0.0,0.0,0.0041979048256509614,0.10706617729907106,0.00010000009113414375,7.1774293948253035e-05,7.264403814753864e-05,2.245792181487746e-05,8.2095133342363795e-11,2.4915336119478653e-05,1.4457678335501527e-11,5.4843039422858269e-07,5.972606626552246e-13,8.400059532104163e-15,0.0015087671227034863,0.0017923485936193397,6.9391093671847731e-05,0.0019456060182040714,9.9922645981197275e-13,1.3621436924856071e-08,5.4633492851399371e-12,4.3808046439668418e-08,7.5838137462689182e-05,2.4346323584358537e-06,2.0199627420514389e-06,1.8137973396031229e-07,7.2222477801630786e-07,3.8554168697651684e-05,3.6580719597280085e-09,1.2376920185562799e-05,1.0777019165393781e-08,7.3940846502219859e-09,3.9496283023143773e-12,5.1435533537729003e-05
5.397748044213557e-06,0.0018751302245600772,1.5681372447215077e-09,4.9235613746044393e-09,1.5012749168476658e-15,4.5068824230348481e-07,3.9875781617482151e-06,0.00015280683812365548,4.0903137981945609e-23,1.2128021483099161e-23,3.0225364718242236e-16,5.6354123092316611e-09,1.4120046719121916e-16,5.8115714346396625e-11,8.8144803744084526e-09,2.5337479305424053e-13,8.7196932926193934e-15,5.2743143688647819e-13,7.1767301803815013e-12,1.7498032501958619e-19,1.7843875775100108e-10,1.0653112700440324e-15,1.8172325297720925e-11,2.8715404090924131e-10,6.42070856385166e-05,8.9167286211542616e-13,3.7050148199503612e-10,4.4146544944896317e-05,5.1799556654691154e-30,5.6749283845062807e-15,7.0565005587913373e-10,3.0171956368971463e-10,4.247097949661259e-19,0.88129999999999997,0.0,0.0,0.0,0.004176365071617321,0.1070594789286814,0.00010000009595013672,7.1448310658983805e-05,7.2219600903330832e-05,2.2336604098853756e-05,8.1610758364779426e-11,2.4779453919382368e-05,1.439237077925974e-11,5.4519456281508758e-07,5.9400334786386202e-13,8.3504977704013479e-15,0.0015140168515372834,0.001800226377934297,6.9792925972498587e-05,0.0019531410118114245,1.0035601575875893e-12,1.368131302071308e-08,5.4823745069209127e-12,4.3966348855487855e-08,7.6312454593656918e-05,2.4579838085726779e-06,2.0392215683782373e-06,1.8312909980496412e-07,7.2916103716019876e-07,3.9128999727996197e-05,3.638316896227808e-09,1.238279039991352e-05,1.0781507300268123e-08,7.3971639487916349e-09,3.9422711727555131e-12,5.181528506461043e-05
5.44115811174372e-06,0.0018751222988668999,1.5953283921723477e-09,4.9240155839655174e-09,1.4937727782731112e-15,4.5396963007869944e-07,3.9874695469583837e-06,0.00015364371674682169,4.218875249666058e-23,1.2408986443791797e-23,3.1256348992733517e-16,5.7659700827892721e-09,1.4290522652714045e-16,5.8816497088573438e-11,9.0368296365441384e-09,2.6531576318528127e-13,8.9290229160834653e-15,5.3557035226487566e-13,7.3204588299175058e-12,1.8032653143518355e-19,1.8254722615261787e-10,1.1032266887114154e-15,1.8437572149751412e-11,2.9354618073073247e-10,6.4552162787968843e-05,8.9639985489605984e-13,3.7452319745255095e-10,4.4709037184397564e-05,5.3785509031005347e-30,5.904150140003562e-15,7.173474683732692e-10,3.0819840193822545e-10,4.3565513729606841e-19,0.88129999999999997,0.0,0.0,0.0,0.0041571668559166148,0.10705350999977277,0.00010000010040528493,7.1155256930660103e-05,7.1841362218945476e-05,2.2228451340088131e-05,8.1179151862616893e-11,2.4658329172122079e-05,1.4334180002720794e-11,5.4231124732737253e-07,5.9109979294223598e-13,8.306335335201487e-15,0.0015186835936426789,0.0018072548926802645,7.0152556194024446e-05,0.0019598519065465465,1.007426280223861e-12,1.3734734112494848e-08,5.4992872258339371e-12,4.4107171008218533e-08,7.6737511747010349e-05,2.4790021227463675e-06,2.0565552934371146e-06,1.84703675696306e-07,7.3540392941320241e-07,3.9648194809083596e-05,3.6207055219312127e-09,1.2388007652309043e-05,1.0785494111521331e-08,7.3998992904075945e-09,3.9357029434334315e-12,5.2155350321827948e-05
5.484568179273884e-06,0.0018751144696512545,1.6227064993662893e-09,4.9244653550658148e-09,1.4878519148635442e-15,4.5724468543739012e-07,3.9873645830736327e-06,0.00015447623556646238,4.3505103795877441e-23,1.2693938474367146e-23,3.2311912610365454e-16,5.8983887764337906e-09,1.446012828197264e-16,5.9520575235701672e-11,9.2627639604750033e-09,2.7770507777385812e-13,9.1413454596220664e-15,5.4377642459794235e-13,7.4659435776424685e-12,1.8578708819137692e-19,1.8671353898118627e-10,1.1420941069012515e-15,1.8704186381215488e-11,3.0001833934719321e-10,6.4895568865393506e-05,9.0110321595935707e-13,3.7854738831851413e-10,4.5273268827656369e-05,5.5832115441991632e-30,6.1402702795270872e-15,7.2912471686882959e-10,3.147504830971085e-10,4.4679064458015403e-19,0.88129999999999997,0.0,0.0,0.0,0.0041381437304154941,0.10704759673892433,0.00010000010497635984,7.0862582578795549e-05,7.1466628094238644e-05,2.2121263260470966e-05,8.0751587082330744e-11,2.4538295983909885e-05,1.4276536158884636e-11,5.394549322715382e-07,5.8822240444587048e-13,8.2625864533669694e-15,0.0015232961696704419,0.0018142259731507308,7.0510291447243645e-05,0.001966496892315758,1.0112604593362976e-12,1.3787718646303248e-08,5.5160038911408465e-12,4.4246452621371786e-08,7.7160853801329672e-05,2.5000224072997923e-06,2.073889826011935e-06,1.8627839553302394e-07,7.4164709135472963e-07,4.0169118519820654e-05,3.6032511796835429e-09,1.239316454357941e-05,1.0789432955542065e-08,7.402601721802364e-09,3.9291841507900467e-12,5.2493808027529097e-05
5.527978246804047e-06,0.0018751067355603475,1.6502701019050219e-09,4.9249106378335024e-09,1.4811816489343111e-15,4.6051342983734727e-07,3.9872632436662453e-06,0.00015530443491828955,4.4852710111963328e-23,1.2982897054623256e-23,3.3392365449083022e-16,6.0326777900927958e-09,1.4628833523581514e-16,6.0227943242523504e-11,9.4923065248784396e-09,2.9055520891764398e-13,9.3566710123678343e-15,5.5204974809134669e-13,7.6131931897644494e-12,1.9136335574232107e-19,1.909379664884801e-10,1.1819258509952774e-15,1.8972157199819256e-11,3.0657066323627347e-10,6.5237318692345651e-05,9.0578316210675924e-13,3.8257392238797586e-10,4.5839219798101634e-05,5.7940772120243134e-30,6.3834175800008744e-15,7.4098132890675549e-10,3.2137574133481937e-10,4.5811803451583022e-19,0.88129999999999997,0.0,0.0,0.0,0.0041192932381493123,0.10704173839048979,0.00010000010966483345,7.0570347879749255e-05,7.1095348805313066e-05,2.2015026511325712e-05,8.0328006133422069e-11,2.4419339112079378e-05,1.4219431457608892e-11,5.3662523091418309e-07,5.8537081698354674e-13,8.2192452014777499e-15,0.0015278553305401591,0.001821140394980975,7.0866148477445937e-05,0.0019730768903432959,1.015063131170784e-12,1.3840272518010944e-08,5.5325272209018016e-12,4.4384215094706265e-08,7.7582496844170776e-05,2.521044726883958e-06,2.0912252307601357e-06,1.8785326416614245e-07,7.4789054633992849e-07,4.0691750617622543e-05,3.5859516972708108e-09,1.2398263021474831e-05,1.0793325474045737e-08,7.4052723693537432e-09,3.9227139023196364e-12,5.2830671069519534e-05
5.571388314334211e-06,0.0018750990952662557,1.6780177409861439e-09,4.9253514817118066e-09,1.4749561327976979e-15,4.6377588438941078e-07,3.9871655026945858e-06,0.00015612835455818032,4.6232094848946041e-23,1.327588163967126e-23,3.4498016691923573e-16,6.1688464616608209e-09,1.4796609338762344e-16,6.0938595562939428e-11,9.7254803529532808e-09,3.0387885187012986e-13,9.5750094394334001e-15,5.6039041605995638e-13,7.7622164258460054e-12,1.9705669585708723e-19,1.9522077659143396e-10,1.2227341824253247e-15,1.9241473869259601e-11,3.1320329542358007e-10,6.5577426883495674e-05,9.1043990749055852e-13,3.8660267015737467e-10,4.6406870300009003e-05,6.0112897083710741e-30,6.6337213035540036e-15,7.5291683267758795e-10,3.2807410600008237e-10,4.6963902560901595e-19,0.88129999999999997,0.0,0.0,0.0,0.0041006129694869733,0.10703593421282394,0.00010000011447217648,7.0278610405779518e-05,7.0727475598427085e-05,2.1909727998525012e-05,7.9908352263741256e-11,2.4301443606855222e-05,1.4162858259873034e-11,5.3382176412657133e-07,5.8254467218511501e-13,8.1763057725909826e-15,0.0015323618131696094,0.0018279989194034617,7.1220143796517891e-05,0.0019795928044944486,1.0188347237918851e-12,1.3892401514004967e-08,5.5488598824961027e-12,4.4520479429209159e-08,7.8002456731922454e-05,2.5420691459763892e-06,2.1085615719940551e-06,1.8942828644168655e-07,7.5413431764171871e-07,4.1216071141471315e-05,3.5688049438891022e-09,1.2403304956279794e-05,1.0797173241976324e-08,7.4079123136277661e-09,3.9162913269788616e-12,5.316595220618224e-05
5.614798381864374e-06,0.0018750915474421937,1.7059479634980117e-09,4.9257880234949163e-09,1.4691626925911832e-15,4.6703207009878613e-07,3.9870713345195225e-06,0.00015694803368419407,4.7643786681306419e-23,1.3572911500255261e-23,3.5629174752047626e-16,6.3069040687996835e-09,1.4963427936506235e-16,6.1652526750859358e-11,9.9623083153214123e-09,3.1768892258366641e-13,9.7963703823980427e-15,5.6879852105910862e-13,7.9130220389191787e-12,2.0286847180622687e-19,1.995622349321125e-10,1.2645312905922695e-15,1.9512125733882202e-11,3.1991637562504063e-10,6.5915907854379111e-05,9.1507366312508818e-13,3.9063350471180317e-10,4.6976200807871883e-05,6.2349929946736022e-30,6.8913111578400564e-15,7.6493075707571536e-10,3.348455018009109e-10,4.8135533713944594e-19,0.88129999999999997,0.0,0.0,0.0,0.004082100560094711,0.10703018347769011,0.00010000011939985835,6.9987425171928283e-05,7.0362960647857745e-05,2.1805354871355861e-05,7.9492569812037784e-11,2.4184594799024728e-05,1.4106809071262293e-11,5.3104416006764254e-07,5.7974361840596393e-13,8.1337624713858474e-15,0.0015368163410678277,0.0018348022938565755,7.1572293691700922e-05,0.0019860455220141334,1.0225756574123174e-12,1.394411131581337e-08,5.5650044947688856e-12,4.4655266244006929e-08,7.8420749098546727e-05,2.5630957290423526e-06,2.1258989137823239e-06,1.9100346720252093e-07,7.6037842843639651e-07,4.1742060401260275e-05,3.5518088283320775e-09,1.2408292145901428e-05,1.0800977771861569e-08,7.4105225923667957e-09,3.9099155728994538e-12,5.3499664069134091e-05
5.701618516924701e-06,0.001875076724248412,1.7623503746675852e-09,4.9266486811945241e-09,1.4583656301865164e-15,4.7352571740004059e-07,3.9868936163756469e-06,0.00015857482454032686,5.0566231199580588e-23,1.4179183428180426e-23,3.7969241324337861e-16,6.5887229063622411e-09,1.5294086355839771e-16,6.3090203425035351e-11,1.044701738263484e-08,3.4682110236221398e-13,1.0248197312336912e-14,5.8581740554095661e-13,8.2200153778955087e-12,2.148527882980641e-19,2.084221478712897e-10,1.3511402835918161e-15,2.005739258509617e-11,3.3358442344249316e-10,6.6588044851977486e-05,9.2427303479898266e-13,3.9870093874346589e-10,4.8119825024434117e-05,6.702459090398964e-30,7.4288700689795591e-15,7.8919198630512587e-10,3.4860706375088376e-10,5.0538080213449198e-19,0.88129999999999997,0.0,0.0,0.0,0.0040455700751791139,0.10701883948532095,0.00010000012962210903,6.9406919664110077e-05,6.9643818580001062e-05,2.1599334520236799e-05,7.8672401631866527e-11,2.3953979918482623e-05,1.3996253424892003e-11,5.2556508693736666e-07,5.7421540896451347e-13,8.0498419940388427e-15,0.0015455723634687144,0.001848246517549899,7.2271121292811677e-05,0.0019987648377764199,1.0299671916315782e-12,1.4046295568437109e-08,5.5967398178338457e-12,4.4920487989704537e-08,7.9252392748711259e-05,2.6051556429934497e-06,2.1605768529614603e-06,1.941543234421663e-07,7.7286776054211219e-07,4.27989676587956e-05,3.5182603328241624e-09,1.2418109151210447e-05,1.0808462883862727e-08,7.4156581095329532e-09,3.8973012254475042e-12,5.4162429884798305e-05
5.788438651985028e-06,0.0018750622559369563,1.8194658296904133e-09,4.927493581495108e-09,1.448043705612276e-15,4.7999453555344734e-07,3.9867298937939987e-06,0.00016018511016679108,5.3624375517206231e-23,1.4801864134413686e-23,4.0415016384800373e-16,6.8782073142023548e-09,1.5620607221376539e-16,6.4540929770304052e-11,1.0946613611766141e-08,3.7805960607171232e-13,1.071222460617575e-14,6.0310711973268582e-13,8.5342431032286026e-12,2.2732723272166045e-19,2.1751978489481803e-10,1.441848967804912e-15,2.0607873658974453e-11,3.4757586052075447e-10,6.7253841113077491e-05,9.3338290697171011e-13,4.0677525947577092e-10,4.926994153726797e-05,7.1976716772146573e-30,7.9971399838217057e-15,8.1376126158770993e-10,3.6265973446920288e-10,5.3020819829654229e-19,0.88129999999999997,0.0,0.0,0.0,0.0040096837466840236,0.10700770084775747,0.0001000001403433092,6.8829222999679311e-05,6.8937557964241549e-05,2.139686737768505e-05,7.7867077371227735e-11,2.372738255006244e-05,1.3887707365444995e-11,5.201851775403612e-07,5.6878350574749942e-13,7.9674403626049622e-15,0.0015541289255923952,0.0018614787778439281,7.2962757183630368e-05,0.0020112416131476776,1.0372409435878369e-12,1.4146868692960776e-08,5.6277531989560217e-12,4.5180037873234965e-08,8.0077548516980181e-05,2.6472249794830133e-06,2.1952595530925977e-06,1.9730587129950727e-07,7.8535872547788616e-07,4.386232018299027e-05,3.4852902498538973e-09,1.2427727071788675e-05,1.0815791749442038e-08,7.4206864263484496e-09,3.8848644502076375e-12,5.481906702163409e-05
5.875258787045355e-06,0.0018750481330025899,1.8772829220217487e-09,4.9283234101215648e-09,1.4383248980827315e-15,4.8643868419818585e-07,3.9865799788900953e-06,0.00016177918484120465,5.6822632202825099e-23,1.5441102683395432e-23,4.2968937053753342e-16,7.1754293491820227e-09,1.5942805045472668e-16,6.6004662162008759e-11,1.1461274428501859e-08,4.1151596653265451e-13,1.1188521642490431e-14,6.2066836381690686e-13,8.8557750105209841e-12,2.4030274613858359e-19,2.2685718960860054e-10,1.5367523536547618e-15,2.1163485712428819e-11,3.6189169200455973e-10,6.7913405060280306e-05,9.424048665864789e-13,4.1485554043622464e-10,5.0426403523240702e-05,7.7218628168527602e-30,8.5971721160409931e-15,8.386348397017263e-10,3.7700275170996016e-10,5.5585130531938923e-19,0.88129999999999997,0.0,0.0,0.0,0.0039744242082008783,0.1069967621984001,0.00010000015157515419,6.8254690715157271e-05,6.8243827869923578e-05,2.1197858973644065e-05,7.7076188871503228e-11,2.350469492223289e-05,1.378111587897892e-11,5.1490170520181246e-07,5.6344532529805514e-13,7.8865158138431372e-15,0.0015624913563312237,0.0018745045818073151,7.3647323877306344e-05,0.0020234823772068019,1.0444000069340065e-12,1.42458725503001e-08,5.6580639268479797e-12,4.5434067768850496e-08,8.0896333773124881e-05,2.689304243577605e-06,2.2299475115375065e-06,2.0045814881734247e-07,7.9785150364657875e-07,4.4931969872396317e-05,3.4528832058741098e-09,1.2437157955716874e-05,1.0822974460141691e-08,7.4256144666007797e-09,3.8725991435476097e-12,5.5469671965341084e-05
