Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725),C7H9(1160),S(2726),C7H9(2388),C7H9(1587),S(859),S(1111),S(1873)
1.1245271410319254e-06,0.0016779096330799348,1.5849495401827179e-12,1.1073999675487472e-09,7.2813196166570719e-14,1.9540003812382744e-08,2.9313942589624642e-06,1.8674861756430417e-05,1.0204564120465181e-27,8.114067225470812e-30,3.5396987086534574e-21,2.0596649340799144e-14,1.8666868145738362e-19,1.2082488105653861e-12,2.2206072577606943e-12,1.7054371312484555e-19,7.1402233265648534e-19,6.5841462288423137e-15,1.9794847181341311e-14,2.0995804679506092e-24,7.4703884243940424e-14,4.1675109263170857e-21,3.8219623149258799e-14,8.0823487492345862e-14,4.5536838860565449e-06,2.9645307632693271e-14,3.434950706166247e-12,5.5085390327367895e-07,1.4185817945563395e-35,-1.012686877142476e-18,8.9535203105953659e-13,8.0034382607312931e-14,6.3598715396947853e-23,0.88129999999999997,0.0,0.0,0.0,0.00857058714921651,0.10838555447026108,9.9999998757158739e-05,3.9607875590397071e-05,9.9797938635686842e-05,2.4171974249737734e-05,1.5699741657424828e-10,4.502973337332365e-05,7.9527264387681581e-12,1.0550858968086858e-06,1.302544918429311e-12,1.9147363049659624e-14,0.00034900530591741076,0.00035733750571882418,6.0116181750590108e-06,0.00038651191996709521,1.7573360812025076e-13,1.7529682987614142e-09,6.4845659578761454e-13,4.3312225371952043e-09,5.6999181047336964e-06,8.2746566241115109e-08,1.1954915836456052e-07,4.6748540644979238e-09,3.7948774755352164e-08,2.4094963223515862e-07,2.5375581136482715e-09,2.865308048346239e-06,3.2929509492829889e-09,2.3222936957788508e-09,4.285958779581922e-15,1.6827678295478981e-06,2.9725171059947434e-12,1.5383567374692994e-10,8.0121995361278745e-08,2.0401159811865723e-12,2.6722450474261818e-11,3.6819581939875809e-08,9.7215596865981308e-11,7.8448529371955471e-11,2.1970936095499408e-10,3.059533686468592e-16,1.0564477104380953e-09,1.9711686963328853e-09,8.4264032426576933e-17,6.6714493695524656e-14,4.738558623965898e-17,3.1927908658149364e-13,1.9336482286485883e-09,4.9745240132915719e-09,3.1081215822918896e-14,8.1704417850861155e-09
1.1351230468528537e-06,0.0016779041267677385,1.6296255099630813e-12,1.1190390762968711e-09,7.2828748311719701e-14,1.9748915459405412e-08,2.9316977075004445e-06,1.8896060519178312e-05,1.0550165821223424e-27,7.4408258610988452e-30,3.6332129189838147e-21,2.1063777835888248e-14,1.909346833708081e-19,1.2227388848510985e-12,2.2920966828152267e-12,1.7736185836673899e-19,7.3505192933294e-19,6.676849427865877e-15,2.0303688145874582e-14,2.1889230205298527e-24,7.7045397232019403e-14,4.3744621649767873e-21,3.9002654864790925e-14,8.3946882712130921e-14,4.5965153984834789e-06,2.9924924054819014e-14,3.501094534231858e-12,5.6270666269841938e-07,1.4706241590145834e-35,-1.0123585800184084e-18,9.1841819179878373e-13,8.2981725457656243e-14,6.5674918804466985e-23,0.88129999999999997,0.0,0.0,0.0,0.0085595112222729558,0.1083819973898775,9.9999998741899786e-05,3.9858335864725277e-05,9.9696842916023427e-05,2.413378496538617e-05,1.568337449854553e-10,4.4957361397317925e-05,7.9427681063162597e-12,1.0539859603447152e-06,1.3004514627826375e-12,1.912740175279334e-14,0.00035239955081275889,0.00036100418099661055,6.0641762044087162e-06,0.00039033091009201047,1.7753136199526516e-13,1.7709662215877941e-09,6.5476383861034843e-13,4.3736205188646014e-09,5.7499637439916243e-06,8.394434503110773e-08,1.2127836024838965e-07,4.749274361132491e-09,3.8565960867920895e-08,2.4723680715291618e-07,2.5335508865179603e-09,2.8797483264231526e-06,3.3094486695550642e-09,2.3339284379150947e-09,4.2810548204201035e-15,1.7111311159133894e-06,3.0723138390397939e-12,1.5519337652650198e-10,8.2233801095462175e-08,2.038225869195863e-12,2.6700572499126226e-11,3.718594005271808e-08,9.8180001268119077e-11,7.9226759599591474e-11,2.2188898794699851e-10,3.0898857942560309e-16,1.0796818047448894e-09,2.0144759703889241e-09,8.6115343048988994e-17,6.8181724514716694e-14,4.8426664344170763e-17,3.2644514452315352e-13,1.9770586281512014e-09,5.0226483328148952e-09,3.138097340842397e-14,8.4448758285340988e-09
1.145718952673782e-06,0.001677898635026389,1.6750731666801141e-12,1.1306653231805113e-09,7.2838810031446313e-14,1.9957589032998009e-08,2.93199401590525e-06,1.9117033495072567e-05,1.0903263039411383e-27,7.8497192771295027e-30,3.7284658918281411e-21,2.1536212455242676e-14,1.9524952081776146e-19,1.2372476709785198e-12,2.3650977745214098e-12,1.8439817794124756e-19,7.5652328604928051e-19,6.7698271556939368e-15,2.0819157906003743e-14,2.2806509217384467e-24,7.9434284489566895e-14,4.5945301050676821e-21,3.9793105158980422e-14,8.7146319007594433e-14,4.6392795116238843e-06,3.0204089796979757e-14,3.5677728028303906e-12,5.746762405618364e-07,1.5240106992720285e-35,-1.0120144132352206e-18,9.4179483349245587e-13,8.6001201125070102e-14,6.7795605575453496e-23,0.88129999999999997,0.0,0.0,0.0,0.00854846381659056,0.10837844917458861,9.9999998726615273e-05,4.0106952570666164e-05,9.9594821146138575e-05,2.4095927574249573e-05,1.5666863747726075e-10,4.4885615725482917e-05,7.9328357630070265e-12,1.0528763738219744e-06,1.2983761238169796e-12,1.910726532973171e-14,0.00035578442171913888,0.00036466241968224352,6.1166642521531941e-06,0.00039414108757749954,1.7932487393724139e-13,1.7889227362227065e-09,6.6105366474291385e-13,4.4159022957139446e-09,5.7999466808857475e-06,8.5143329035049587e-08,1.23009220316425e-07,4.8238072893689975e-09,3.9184122014719356e-08,2.5360722738630145e-07,2.5295785176974876e-09,2.8940118048574203e-06,3.3257424771523435e-09,2.3454193739780007e-09,4.2761653282617934e-15,1.7396041532835711e-06,3.1743583139109896e-12,1.5654937703302846e-10,8.4375086557604708e-08,2.0363420395339957e-12,2.6678772895423883e-11,3.7551873179907178e-08,9.9143233723253141e-11,8.000404411959671e-11,2.2406596623942341e-10,3.1202010179273189e-16,1.1031468493511313e-09,2.0582120643213972e-09,8.7984984975087469e-17,6.9663539845589209e-14,4.947805099370187e-17,3.336848585987977e-13,2.0209153955178733e-09,5.0706569379218216e-09,3.1679992591955094e-14,8.7253097893821739e-09
1.1563148584947102e-06,0.0016778931578104073,1.7212964641707396e-12,1.1422784724611025e-09,7.2851274744627617e-14,2.0166025255983367e-08,2.9322837916229792e-06,1.9337779085556568e-05,1.1264075760322428e-27,8.0096869146543306e-30,3.8254856290481353e-21,2.2013950063994165e-14,1.9961347532437509e-19,1.2517751507647272e-12,2.4396258213107537e-12,1.9165851418956297e-19,7.7844143360493469e-19,6.863081363320049e-15,2.1341261255417776e-14,2.3752185585862988e-24,8.187098040784819e-14,4.8240251135598292e-21,4.0590962189794283e-14,9.0422676968901549e-14,4.6819768066268715e-06,3.0482809684185057e-14,3.6349831407851285e-12,5.8676231452952659e-07,1.5787480340312765e-35,-1.0116537243856238e-18,9.6548197618270891e-13,8.9093635300199261e-14,6.996124124704542e-23,0.88129999999999997,0.0,0.0,0.0,0.0085374448644562617,0.10837490979804003,9.9999998711305295e-05,4.0353736496592694e-05,9.9491915308970693e-05,2.4058393502839789e-05,1.5650216015735776e-10,4.4814480269199615e-05,7.9229293472010143e-12,1.0517575815133469e-06,1.2963184361476287e-12,1.908696184299773e-14,0.00035915996200903657,0.00036831222892396055,6.1690824962394918e-06,0.00039794244040670072,1.8111414819127957e-13,1.8068378775468154e-09,6.673261547458648e-13,4.4580683955222418e-09,5.8498670799353592e-06,8.6343463120945194e-08,1.2474165871607556e-07,4.898448013956331e-09,3.9803215342368078e-08,2.6006074848240123e-07,2.5256401063297726e-09,2.9081012390507251e-06,3.3418355592579737e-09,2.3567687516773708e-09,4.2712902892688498e-15,1.7681847619910886e-06,3.2786758187007615e-12,1.5790367973269077e-10,8.6545856741175911e-08,2.0344644855321757e-12,2.6657051578279429e-11,3.7917382563477859e-08,1.0010529779889061e-10,8.0780385810787535e-11,2.2624030389538759e-10,3.1504794697643547e-16,1.126841849974527e-09,2.1023750927736418e-09,8.9872877609154455e-17,7.1159876899294925e-14,5.0539700865529917e-17,3.4099793793217237e-13,2.0652167698257481e-09,5.1185507211780001e-09,3.1978279071581087e-14,9.0118006416412324e-09
1.1669107643156384e-06,0.0016778876950741615,1.7682993083945195e-12,1.1538786683074681e-09,7.2864470716256642e-14,2.0374224835371993e-08,2.9325675945477856e-06,1.9558295796201699e-05,1.163269827340817e-27,8.1628627350114015e-30,3.9243004390459917e-21,2.2496987443056664e-14,2.0402616336283525e-19,1.2663213052132716e-12,2.5156960923261655e-12,1.9914884938276909e-19,8.0081138450870078e-19,6.9566139132167603e-15,2.1870003101380521e-14,2.4729195158436826e-24,8.4355918459803971e-14,5.0593373447961783e-21,4.1396214143291925e-14,9.377683417086478e-14,4.7246078496474962e-06,3.0761086852118475e-14,3.7027231970127964e-12,5.9896456376817989e-07,1.6348633898623934e-35,-1.0112757957551784e-18,9.8947963001573377e-13,9.2259850127095707e-14,7.2172291425606559e-23,0.88129999999999997,0.0,0.0,0.0,0.008526454296857609,0.10837137923370654,9.9999998695969987e-05,4.0598698372900952e-05,9.9388165873306536e-05,2.4021174448331471e-05,1.5633437673396158e-10,4.4743939446866208e-05,7.9130487960555592e-12,1.0506300115676589e-06,1.2942779490560327e-12,1.9066499062500011e-14,0.00036252621467297065,0.00037195361673556698,6.2214311141875952e-06,0.00040173495820381322,1.8289918942654231e-13,1.8247116846987679e-09,6.735813884711226e-13,4.500119341756829e-09,5.8997251052393541e-06,8.754469417362825e-08,1.2647559853207714e-07,4.9731918786037948e-09,4.0423199592534584e-08,2.6659722207724956e-07,2.5217347799593146e-09,2.9220193311303271e-06,3.3577310413683464e-09,2.367978775219324e-09,4.2664296798609832e-15,1.7968708007541336e-06,3.3852916238008379e-12,1.592562890803675e-10,8.8746115312202712e-08,2.0325931983500063e-12,2.6635408446321316e-11,3.8282469443790808e-08,1.0106619705701213e-10,8.1555787547518995e-11,2.2841200896515487e-10,3.1807212618700238e-16,1.1507658145234211e-09,2.1469631748464153e-09,9.1778940546019754e-17,7.2670673025332867e-14,5.1611568744086406e-17,3.4838409215629949e-13,2.1099609932250251e-09,5.1663305417559764e-09,3.2275838336561757e-14,9.3044050272311549e-09
1.1775066701365667e-06,0.0016778822467717394,1.8160855412724053e-12,1.1654659231237638e-09,7.2874262316293577e-14,2.0582188462669866e-08,2.9328459417224444e-06,1.9778582230232091e-05,1.200913635253744e-27,8.7274257646649125e-30,4.0249393148430253e-21,2.2985321074526395e-14,2.0848767743182278e-19,1.2808861144339836e-12,2.5933238373321553e-12,2.0687530604399174e-19,8.2363813300030477e-19,7.0504265822677632e-15,2.240538845845417e-14,2.573491897742147e-24,8.6889531204127628e-14,5.3033513599265191e-21,4.2208849230305426e-14,9.7209664936511768e-14,4.7671731923837669e-06,3.1038924444935907e-14,3.7709906373593436e-12,6.1128266893034837e-07,1.6923782701480103e-35,-1.0108800554719324e-18,1.0137877956283711e-12,9.5500664193012873e-14,7.4429221743721927e-23,0.88129999999999997,0.0,0.0,0.0,0.0085154920435578565,0.10836785745490557,9.9999998680609417e-05,4.0841848872267459e-05,9.9283611859918706e-05,2.3984262369875198e-05,1.5616534862832894e-10,4.4673978167851734e-05,7.9031940455942134e-12,1.0494940767641219e-06,1.2922542260256263e-12,1.9045884479224282e-14,0.00036588322232296614,0.00037558659194937208,6.2737102830816115e-06,0.00040551863215963448,1.8468000271052913e-13,1.8425442008436678e-09,6.7981944506837424e-13,4.5420556535932484e-09,5.9495209204689268e-06,8.8746971005332821e-08,1.2821096565647371e-07,5.0480343982377274e-09,4.104403503306918e-08,2.7321649611693502e-07,2.5178616936320298e-09,2.935768731314107e-06,3.3734319888647562e-09,2.3790516064147783e-09,4.2615834729667026e-15,1.825660165845724e-06,3.4942309818982044e-12,1.6060720951943134e-10,9.0975864669294415e-08,2.0307281675701005e-12,2.6613843378369164e-11,3.864713505925355e-08,1.0202593505270188e-10,8.2330252198580996e-11,2.3058108948344193e-10,3.2109265061307116e-16,1.1749177532562023e-09,2.191974434388117e-09,9.3703093583466603e-17,7.4195865721606078e-14,5.2693609527933132e-17,3.5584303146647147e-13,2.1551463112602612e-09,5.2139972282516163e-09,3.2572675684045151e-14,9.6031792570546579e-09
1.188102575957495e-06,0.001677876812857112,1.8646589435321723e-12,1.1770401665286073e-09,7.2886165767732038e-14,2.078991681415797e-08,2.9331193105567047e-06,1.9998637083383888e-05,1.2393601818738093e-27,8.5737192502827562e-30,4.1274318170878084e-21,2.347894741677995e-14,2.1299818554171902e-19,1.2954695578579679e-12,2.6725242866408765e-12,2.1484414931687688e-19,8.4692665489063765e-19,7.1445210642592543e-15,2.2947422443466232e-14,2.6768223410358222e-24,8.9472250288619739e-14,5.5571813223960989e-21,4.3028855680313473e-14,1.0072204033873677e-13,4.8096733725113041e-06,3.1316326429873908e-14,3.8397831437558775e-12,6.2371631214193121e-07,1.7513046401755888e-35,-1.0104659477171538e-18,1.0384064644602607e-12,9.8816892521130608e-14,7.6732497847751697e-23,0.88129999999999997,0.0,0.0,0.0,0.0085045580331562752,0.10836434443480839,9.9999998665223708e-05,4.1083198609868385e-05,9.9178290895672613e-05,2.3947649481138243e-05,1.5599513507072662e-10,4.4604581820079042e-05,7.8933650307625274e-12,1.0483501751563707e-06,1.290246844382639e-12,1.9025125316921287e-14,0.00036923102719529645,0.0003792111641780607,6.3259201795627707e-06,0.00040929345497115052,1.8645659348697643e-13,1.8603354729854734e-09,6.8604040299012655e-13,4.583877845931493e-09,5.9992546888617716e-06,8.9950244283617289e-08,1.2994768868342782e-07,5.1229712527407212e-09,4.1665683402353467e-08,2.7991841503602347e-07,2.5140200291833245e-09,2.9493520390283289e-06,3.3889414082968285e-09,2.3899893655845842e-09,4.2567516464258796e-15,1.8545507904084012e-06,3.6055191273411922e-12,1.6195644548158645e-10,9.3235105992134837e-08,2.0288693828726257e-12,2.6592356243183735e-11,3.9011380646104688e-08,1.0298451533274409e-10,8.3103782626067377e-11,2.3274755346648623e-10,3.2410953141754739e-16,1.1992966789397725e-09,2.2374070002639144e-09,9.5645256733735734e-17,7.5735392644420787e-14,5.3785778236231147e-17,3.6337446665995915e-13,2.2007709731102562e-09,5.2615515803263872e-09,3.2868796228129939e-14,9.908179311937726e-09
1.1986984817784232e-06,0.0016778713932840581,1.9140232389081217e-12,1.1886013022404458e-09,7.2898710061897563e-14,2.0997410551220383e-08,2.9333881417182931e-06,2.0218459139214138e-05,1.2786123674359079e-27,8.5059888738398108e-30,4.2318078488643168e-21,2.3977862960733043e-14,2.1755745575927041e-19,1.3100716142421466e-12,2.7533126510380067e-12,2.2306179043193477e-19,8.7068190764727695e-19,7.2388989724848254e-15,2.349611027069207e-14,2.7833144865663999e-24,9.2104506453269319e-14,5.818622624346653e-21,4.3856221741099316e-14,1.0431482828542207e-13,4.8521089141005924e-06,3.159329667517108e-14,3.9090984152926541e-12,6.3626517698982475e-07,1.8116737661401589e-35,-1.0100328539952552e-18,1.0633356190447072e-12,1.0220934656470111e-13,7.908258541778321e-23,0.88129999999999997,0.0,0.0,0.0,0.0084936521931451691,0.10836084014645203,9.9999998649812966e-05,4.1322758143597985e-05,9.9072239264176711e-05,2.3911328244173767e-05,1.5582379316016556e-10,4.4535736256376815e-05,7.8835616854805526e-12,1.0471986904767527e-06,1.288255394901332e-12,1.9004228539443494e-14,0.00037256967115386529,0.00038282734377938064,6.3780609798228789e-06,0.00041305942078456308,1.8822896756492908e-13,1.8780855517932005e-09,6.9224433999793981e-13,4.6255864294218268e-09,6.0489265732166977e-06,9.1154466463304781e-08,1.3168569880971373e-07,5.1979982810175002e-09,4.2288107856507559e-08,2.8670281992596223e-07,2.5102089945021501e-09,2.962771803984327e-06,3.4042622486545286e-09,2.4007941324564674e-09,4.251934168405472e-15,1.8835406437926443e-06,3.7191812756446744e-12,1.6330400138671869e-10,9.552383928730909e-08,2.0270168322043657e-12,2.6570946900801637e-11,3.9375207438242237e-08,1.039419414368085e-10,8.3876381686328721e-11,2.3491140891403019e-10,3.2712277974036672e-16,1.2239016069691581e-09,2.2832590066103021e-09,9.7605350234408646e-17,7.7289191616058556e-14,5.4888030014861172e-17,3.7097810917725539e-13,2.2468332318382103e-09,5.3089943700633142e-09,3.3164204910745754e-14,1.0219460843595624e-08
1.2198902934202795e-06,0.001677860596977169,2.0151391148749988e-12,1.2116836124297072e-09,7.2913982389154896e-14,2.1411696755742895e-08,2.9339137863396448e-06,2.0657400405596258e-05,1.3595474593626638e-27,9.1115344241736775e-30,4.446332693874553e-21,2.4991546808746349e-14,2.2682275189048059e-19,1.3393314770596482e-12,2.9197138701413023e-12,2.402698574476385e-19,9.1961234420727874e-19,7.4285111352459072e-15,2.4613468766807307e-14,3.0054566809462725e-24,9.7519348461621726e-14,6.3696614335966951e-21,4.553298576781519e-14,1.1174509765908851e-13,4.9367881124532448e-06,3.2145955022301347e-14,4.0492881352564735e-12,6.6170731316924863e-07,1.9368101335435162e-35,-1.0091073119045251e-18,1.1141252727697998e-12,1.0922615973468327e-13,8.3925057828516292e-23,0.88129999999999997,0.0,0.0,0.0,0.0084719247290670954,0.10835385765649912,9.9999998618916823e-05,4.1796548545990983e-05,9.885808270889222e-05,2.3839531769825636e-05,1.5547794254979105e-10,4.4399643135933303e-05,7.8640317344313899e-12,1.0448744387735655e-06,1.2843187204151261e-12,1.8962048759283284e-14,0.00037921964195134205,0.00039003457005407142,6.4821359941620502e-06,0.00042056476491220449,1.9176109056649631e-13,1.9134623494134368e-09,7.0460145891481695e-13,4.7086647914600509e-09,6.1480853387824869e-06,9.356557587910303e-08,1.3516531757302969e-07,5.3483069742847253e-09,4.3535144417701101e-08,3.0051843626262467e-07,2.5026757716732278e-09,2.9891306624426623e-06,3.4343497078214705e-09,2.4220128105508592e-09,4.2423421312813182e-15,1.941810091436798e-06,3.9537283474861701e-12,1.6599409064549557e-10,1.0018977622699814e-07,2.0233303809045907e-12,2.6528360965840409e-11,4.01016095615451e-08,1.0585334523270219e-10,8.5418797095898962e-11,2.3923132610526516e-10,3.3313842336664601e-16,1.2737855454723386e-09,2.3762139047984474e-09,1.015790104144767e-16,8.0439357868072339e-14,5.7122604028626169e-17,3.8640086542058576e-13,2.3402635731765832e-09,5.4035482221901438e-09,3.3752905648146878e-14,1.0861089304877928e-08
1.2389629238979502e-06,0.0016778509288828832,2.1088844650408367e-12,1.2324115661452699e-09,7.2926977712604959e-14,2.1783758303346626e-08,2.9343751117627907e-06,2.1051640815928111e-05,1.4352152640373867e-27,9.3866606612711637e-30,4.6461567793758202e-21,2.5921913779258636e-14,2.353288574472619e-19,1.3657287820151445e-12,3.0750578290051031e-12,2.5667540671840761e-19,9.6529531569951107e-19,7.6001460348138385e-15,2.5641901686206695e-14,3.2164037042147483e-24,1.0256642578492196e-13,6.8969551718737645e-21,4.7067125670230515e-14,1.1871599322242301e-13,5.012783320992633e-06,3.2641902546988293e-14,4.1772240029598636e-12,6.8499614892608284e-07,2.0545587922853457e-35,-1.0082029742585964e-18,1.160897474842558e-12,1.1581005078367042e-13,8.8448050519927736e-23,0.88129999999999997,0.0,0.0,0.0,0.0084524656060647012,0.10834760300521667,9.9999998591025844e-05,4.2216942163046992e-05,9.8663181146216002e-05,2.3775841590738459e-05,1.5516335021326104e-10,4.4278910126197719e-05,7.8465418862803352e-12,1.0427602546265164e-06,1.2808263575571241e-12,1.8923681218272656e-14,0.000385173697858645,0.00039649248888326143,6.5755689561220098e-06,0.00042728925265834463,1.9492564523910324e-13,1.9451611635368329e-09,7.1566542066761166e-13,4.7830518122853548e-09,6.2371182084104289e-06,9.5738376838559277e-08,1.3830073592841876e-07,5.4838544959976813e-09,4.4659789086907321e-08,3.1323293622776527e-07,2.495993184971283e-09,3.0123189182593062e-06,3.4608119308465932e-09,2.4406748512293822e-09,4.2337580525129329e-15,1.9945723029582662e-06,4.1731923685529879e-12,1.6840946927657059e-10,1.0448995966626397e-07,2.0200337619488489e-12,2.6490298049704302e-11,4.0753951520646208e-08,1.0756969669798215e-10,8.6803814198958914e-11,2.4311041023676635e-10,3.3854019073820897e-16,1.319444198548254e-09,2.4612891964379386e-09,1.0521583112308002e-16,8.3322697794924626e-14,5.9167757534438159e-17,4.0052541491592066e-13,2.4258300249954006e-09,5.4882723812284455e-09,3.4280348107025978e-14,1.1460589167758148e-08
1.2580355543756209e-06,0.0016778413065309937,2.2052476865318824e-12,1.2530955661424791e-09,7.2944405127562114e-14,2.2155069349606914e-08,2.9348271879830748e-06,2.1445111596249378e-05,1.5136165662197942e-27,9.8065563285990156e-30,4.8525712444233239e-21,2.6869358630932298e-14,2.4399336388417819e-19,1.3921860308390874e-12,3.2357822902257793e-12,2.7399371110854162e-19,1.0125667588641118e-18,7.7727209422843318e-15,2.6691978089865001e-14,3.4383485772300181e-24,1.077806609351475e-13,7.4541539167580459e-21,4.8624928575651109e-14,1.2596077823215235e-13,5.0885766734601755e-06,3.3136500918445215e-14,4.3068186053367864e-12,7.0865344733579678e-07,2.1773048869838292e-35,-1.0072268909917974e-18,1.208675001696208e-12,1.2265336927197239e-13,9.3129955880742987e-23,0.88129999999999997,0.0,0.0,0.0,0.0084330965828016257,0.1083413762203923,9.9999998563055583e-05,4.2631697122413878e-05,9.8466420213289406e-05,2.3712989698232574e-05,1.5484590124636708e-10,4.4159761459061652e-05,7.8291341383850786e-12,1.0406268725394981e-06,1.2773798239156949e-12,1.8884965279157559e-14,0.00039109870694026413,0.00040292340720361498,6.6687807652599578e-06,0.00043398501305689846,1.9807664292562855e-13,1.9767274493943037e-09,7.2667541332762325e-13,4.8570784922121287e-09,6.3259530850034365e-06,9.7913587463711479e-08,1.4143936315095887e-07,5.6196361180244672e-09,4.5786434572179448e-08,3.2621208394348395e-07,2.4893986300952904e-09,3.0350147914339076e-06,3.4867065222166344e-09,2.4589365790108225e-09,4.2252199538245764e-15,2.0476260191232528e-06,4.4007394185794347e-12,1.7081947270569975e-10,1.0888564832264709e-07,2.0167571278235999e-12,2.64524845744445e-11,4.1404955654365451e-08,1.0928236327713218e-10,8.8185857767449333e-11,2.469811662133206e-10,3.4393036084760041e-16,1.3658199189806647e-09,2.5476947199243422e-09,1.0890951692889218e-16,8.6251320528759039e-14,6.1244888930345946e-17,4.1487946219411027e-13,2.5127873261616097e-09,5.5726459874220986e-09,3.4805554071443381e-14,1.2081291582604398e-08
1.2771081848532915e-06,0.0016778317296481295,2.3042485088269687e-12,1.273735088247334e-09,7.2943892180094088e-14,2.252563326832111e-08,2.9352715872475679e-06,2.1837808273459154e-05,1.5947797678763185e-27,1.0505589109043668e-29,5.0657685273823674e-21,2.7833857768115232e-14,2.528170051454208e-19,1.4187030758930497e-12,3.4019752468748673e-12,2.922677641331996e-19,1.0614549268751524e-18,7.9462427247113848e-15,2.7763731288166885e-14,3.6705306262526668e-24,1.1316453354110834e-13,8.0482247971036185e-21,5.0206326370289738e-14,1.3348439866739034e-13,5.1641707885070381e-06,3.3629768377704142e-14,4.4380591063144678e-12,7.3267741420824655e-07,2.3051491231172478e-35,-1.0061750992398655e-18,1.2574574654074434e-12,1.2976071806653132e-13,9.797349072365747e-23,0.88129999999999997,0.0,0.0,0.0,0.0084138172035828733,0.10833517714124602,9.9999998535006731e-05,4.3040872957467626e-05,9.8267969141414688e-05,2.3650940147960149e-05,1.5452586179975776e-10,4.4042129663813916e-05,7.8118080749362902e-12,1.0384760811659692e-06,1.2739771678108061e-12,1.8845933401851539e-14,0.00039699490050733934,0.00040932740808597345,6.7617724320818752e-06,0.00044065205721689673,2.0121412847493834e-13,2.0081616139762632e-09,7.3763186657349558e-13,4.9307476614401819e-09,6.4145909014865614e-06,1.0009098653118599e-07,1.4458087960174271e-07,5.7556325701058357e-09,4.6914910556542195e-08,3.3945485286313511e-07,2.4828883298687418e-09,3.0572314958666618e-06,3.5120487627732623e-09,2.4768087704626292e-09,4.2167276216930263e-15,2.100960618741529e-06,4.6365158331966536e-12,1.7322412626419432e-10,1.1337680558845408e-07,2.0135003882815622e-12,2.6414919432575728e-11,4.2054629058858982e-08,1.1099136528325097e-10,8.9564944193111799e-11,2.5084363994435015e-10,3.493089976253806e-16,1.4129070742069606e-09,2.6354198104997174e-09,1.1265961193206549e-16,8.9224870373674681e-14,6.3353741842652747e-17,4.2946135276755497e-13,2.6011254601364804e-09,5.6566727447600785e-09,3.5328547330891123e-14,1.2723509355896089e-08
1.2961808153309622e-06,0.0016778221979603953,2.4059060985695567e-12,1.2943295658648953e-09,7.2945366902341685e-14,2.2895453310340729e-08,2.9357096737625752e-06,2.2229726990767601e-05,1.6787678260039511e-27,1.0423861572925937e-29,5.2859457045560979e-21,2.8815387214443483e-14,2.6179955132228649e-19,1.4452797639647411e-12,3.5737244809783441e-12,3.1154228401434392e-19,1.1119878833237576e-18,8.1207176248796391e-15,2.8857195258736932e-14,3.9141928396098838e-24,1.1872051391707956e-13,8.6767210898431716e-21,5.1811251006598491e-14,1.4129176632495503e-13,5.2395681732589747e-06,3.4121720921857121e-14,4.5709328286499512e-12,7.5706626968345686e-07,2.4382250038590921e-35,-1.0050434484000745e-18,1.3072444049328089e-12,1.3713666240949383e-13,1.0298137210485924e-22,0.88129999999999997,0.0,0.0,0.0,0.0083946270052002447,0.1083290056063393,9.9999998506880019e-05,4.34445286192379e-05,9.806798657330914e-05,2.3589659039334601e-05,1.5420348132704104e-10,4.3925951104451805e-05,7.7945632731538877e-12,1.0363095569475826e-06,1.2706165484864389e-12,1.8806616009884352e-14,0.00040286250635761874,0.00041570458001431238,6.8545449619343224e-06,0.00044729040737611676,2.0433814934578658e-13,2.0394640909009702e-09,7.4853520356287775e-13,5.0040621093483317e-09,6.5030325858192123e-06,1.0227036670211352e-07,1.4772498585134377e-07,5.8918258210532353e-09,4.8045057770641275e-08,3.5296019333210004e-07,2.4764587219887829e-09,3.0789818062763859e-06,3.5368534248096464e-09,2.4943018435063949e-09,4.208280846069725e-15,2.1545658091458235e-06,4.8806677255737422e-12,1.756234551492697e-10,1.1796338583162799e-07,2.010263452137927e-12,2.6377601489119572e-11,4.2702978797839069e-08,1.1269672292462256e-10,9.0941089783108404e-11,2.546978771024535e-10,3.5467616467232298e-16,1.4607000673498327e-09,2.7244538734300418e-09,1.1646566322615158e-16,9.2242993887279385e-14,6.549406158098846e-17,4.4426944169556827e-13,2.6908344681088912e-09,5.740356178776074e-09,3.5849350548438489e-14,1.3387551931386986e-08
