Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864)
6.064125586290984e-09,0.001677865011336745,4.9510462717504949e-19,2.5436088066068531e-14,2.1205836988682401e-16,-4.7456117776110788e-16,6.4664686259514383e-10,6.4466572643871364e-14,-6.5733461754591972e-36,-3.7806780768440945e-28,3.7653138826849795e-31,-2.173019607991725e-15,-1.697603693797804e-22,2.7913033655562156e-18,-2.7028386132049203e-18,2.1108515487730608e-30,-2.6869264326863681e-28,1.0115425631711616e-25,1.1291951469184705e-29,1.696780743355583e-41,-1.2308061876912942e-29,6.8614689141791085e-17,-2.0869672703802008e-38,1.0196884576981621e-15,-4.3235043666618447e-32,-1.9935157302851933e-31,-2.4925881787497155e-19,-6.1230679648926996e-16,-7.7354664909373e-44,5.4710951798573163e-20,1.8745041376559031e-22,1.4203403551266382e-27,1.1752761771595663e-33,0.88129999999999997,0.0,0.0,0.0,0.0098836548011469131,0.10880100357293225,9.9999999999996671e-05,2.8130261395858842e-07,2.9996703458381482e-06,1.0680971713176945e-06,4.8239432626085751e-12,1.9633532957484229e-06,3.4836442298973148e-10,3.2422179527853302e-08,5.7736152010991824e-14,5.9721594752288122e-16
6.505095202308677e-09,0.0016778647635503061,5.2639083231218694e-19,2.704369596621655e-14,2.1121984576484587e-16,-4.6012813782241789e-16,7.4149092876717384e-10,8.4490927179499687e-14,-3.483857205075274e-36,-3.7108043227870009e-28,3.2628514015109231e-31,-2.1663279370074307e-15,-9.1435309719465352e-23,2.997858935805655e-18,-2.8958375864698466e-18,2.1300527635310485e-30,-2.9370693757139735e-28,1.296781215107811e-25,1.4584954400718899e-29,1.3955266884466222e-41,-1.2298114985804659e-29,5.4894157954179702e-17,-2.081113522014342e-38,1.030157834140466e-15,-4.3646241632795573e-32,-2.1616998474758269e-31,-2.4925883177531059e-19,-6.2345891540687067e-16,-3.4808453855278615e-44,5.6471554989642496e-20,2.0664813792665454e-22,1.7647140746706526e-27,1.1752763082526748e-33,0.88129999999999997,0.0,0.0,0.0,0.0098831938173454415,0.10880085578501797,9.9999999999996468e-05,3.0172039956682481e-07,3.2176435426016967e-06,1.1429969564779695e-06,5.1744723104286755e-12,2.1086890787023875e-06,3.4834817482441135e-10,3.4779091914667346e-08,6.2010028358564974e-14,6.4063023068166445e-16
6.946064818326369e-09,0.0016778645157955571,5.576550101001661e-19,2.8650219645708842e-14,2.1139074782955612e-16,-4.4668648462187896e-16,8.428054825168689e-10,1.0881679017760945e-13,-2.9618141010523819e-36,-3.6965515290722311e-28,2.8283971492253288e-31,-2.1609525954716359e-15,-7.8299024274449476e-23,3.2011918750023453e-18,-3.0885038857742357e-18,2.1457404325575966e-30,-3.186157724961294e-28,1.6318397314237797e-25,1.9031072920560226e-29,1.1380194657752793e-41,-1.2291879896757021e-29,4.3952461906212784e-17,-2.0764365662321334e-38,1.0385066663970967e-15,-4.4090817189609815e-32,-2.3305922086935671e-31,-2.4925883411117e-19,-6.3427755549344578e-16,-2.4749380888948905e-44,5.7972020405408913e-20,2.2600219236890826e-22,2.1601600357022445e-27,1.1752763302820231e-33,0.88129999999999997,0.0,0.0,0.0,0.0098827328884300882,0.1088007080095271,9.9999999999996264e-05,3.2213305153859987e-07,3.4355953397946892e-06,1.217887286936888e-06,5.5249660962156816e-12,2.2540062005731554e-06,3.4833192859324365e-10,3.7135767208536809e-08,6.6283355941337373e-14,6.8404014659273703e-16
7.387034434344061e-09,0.0016778642680726047,5.888473572311133e-19,3.0253102949465571e-14,2.0968609567067606e-16,-4.3406800236039448e-16,9.5058901386824319e-10,1.3804021479102025e-13,2.1255461269140386e-37,-3.6201847271905849e-28,2.4521773575582676e-31,-2.1566041294743149e-15,-1.7525751211577474e-23,3.4022104446142397e-18,-3.2809519471445175e-18,2.158797878996138e-30,-3.4339019701490453e-28,2.0225637262561133e-25,2.4919228481050741e-29,9.2202212492329277e-42,-1.2287769088927572e-29,3.517836205976141e-17,-2.0727640514816597e-38,1.0452014324609633e-15,-4.4568926230641054e-32,-2.50013606488645e-31,-2.4925884489939486e-19,-6.4478635327905146e-16,-6.0492482023652827e-45,5.9247222904197056e-20,2.4547269454067173e-22,2.6102100359919426e-27,1.1752764320237517e-33,0.88129999999999997,0.0,0.0,0.0,0.0098822720145470815,0.10880056024650987,9.9999999999996061e-05,3.4254057108352163e-07,3.6535256643242482e-06,1.2927681376399212e-06,5.8754245026524736e-12,2.3993046128585681e-06,3.4831568430138197e-10,3.9492204620632885e-08,7.0556133333010386e-14,7.2744568072588753e-16
7.828004050361754e-09,0.0016778640203815238,6.1986651687594771e-19,3.1847151974441134e-14,2.1044590026960724e-16,-4.2214683701277924e-16,1.0648399756027206e-09,1.7279548104530478e-13,2.6833546491435234e-36,-3.6312461731412715e-28,2.1261015855122211e-31,-2.1530683243623835e-15,3.2312735670567751e-23,3.6015326612394859e-18,-3.4732665019719905e-18,2.1696766347752993e-30,-3.6800946488300537e-28,2.4752152652411991e-25,3.2593312540087634e-29,7.4954328160544972e-42,-1.228492226162759e-29,2.8119814755092454e-17,-2.0698955921234308e-38,1.050587110242533e-15,-4.5080697744505115e-32,-2.6702824612372903e-31,-2.4925885374451475e-19,-6.5500415204657945e-16,9.8570835652312724e-45,6.0327245394708302e-20,2.6503015635645848e-22,3.1183212493744565e-27,1.1752765154399299e-33,0.88129999999999997,0.0,0.0,0.0,0.0098818111958413508,0.10880041249601607,9.9999999999995858e-05,3.6294295940073878e-07,3.871434443767707e-06,1.3676394837487202e-06,6.225847413500369e-12,2.544584267476788e-06,3.4829944195393535e-10,4.1848403369385058e-08,7.4828359119645758e-14,7.7084681868460005e-16
8.709943282397138e-09,0.0016778635250952805,6.8166337861594374e-19,3.5022994318429645e-14,2.0842920573030552e-16,-4.0009585440841456e-16,1.3127379188667375e-09,2.616461834771507e-13,3.72425594337143e-36,-3.5628426256326223e-28,1.6017753442907192e-31,-2.1479375591271601e-15,5.21390042358556e-23,3.9963432006262207e-18,-3.8576924699197227e-18,2.1854265503580534e-30,-4.1671923345296693e-28,3.5934822339993932e-25,5.5105067051326299e-29,4.8742528351459545e-42,-1.2282418461340778e-29,1.8100215408505178e-17,-2.0659985941192302e-38,1.0582318129853555e-15,-4.6205668402637133e-32,-3.0122363663827329e-31,-2.4925885726330855e-19,-6.7461849550178227e-16,1.5426151853199697e-44,6.2005516292175611e-20,3.043375611527898e-22,4.3217980469978324e-27,1.1752765486239194e-33,0.88129999999999997,0.0,0.0,0.0,0.0098808897245174689,0.10880011703278962,9.9999999999995465e-05,4.0373234695334237e-07,4.3071870898271456e-06,1.5173535668697487e-06,6.9265863029750134e-12,2.8350871192239574e-06,3.4826696311187402e-10,4.6560081881655582e-08,8.3371150452590425e-14,8.5763585090714609e-16
9.591882514432523e-09,0.0016778630299374628,7.4318034549151872e-19,3.8184677658789636e-14,2.0803724991454041e-16,-3.7991999028135633e-16,1.5864864778139585e-09,3.8104679231608447e-13,2.0153475212215155e-36,-3.2507560494694548e-28,1.2104517963348429e-31,-2.1445435707774399e-15,1.9856744239113938e-23,4.3882923515966929e-18,-4.2421849151938382e-18,2.1940072793527214e-30,-4.646017180821427e-28,5.0429965954509044e-25,9.0528895185436003e-29,3.1923766941610369e-42,-1.2281748371441366e-29,1.1747594294379083e-17,-2.0637335357958926e-38,1.0630784740827522e-15,-4.746661665651446e-32,-3.3561624611528476e-31,-2.4925885153310599e-19,-6.9322566746551329e-16,6.3153464656426808e-45,6.3194831197848082e-20,3.4378449181301514e-22,5.796999833398466e-27,1.1752764945827434e-33,0.88129999999999997,0.0,0.0,0.0,0.0098799684755847082,0.10879982162023497,9.9999999999995072e-05,4.4450122352174633e-07,4.7428527155171302e-06,1.6670293431320445e-06,7.6271818619732088e-12,3.1255143819160013e-06,3.4823449210675751e-10,5.127079667592677e-08,9.1911718944966914e-14,9.4440713146173936e-16
9.999999999999999e-09,0.0016778625349087356,7.7154612307246153e-19,3.9642610619161203e-14,2.0772659305439569e-16,-3.7110350741576905e-16,1.7219089172566907e-09,4.4837139520431229e-13,1.2266226968006425e-36,-3.2234894168224428e-28,1.0649301111751081e-31,-2.1433768167265321e-15,4.6814007141343772e-24,4.5691357299948153e-18,-4.4202043194789655e-18,2.1960767424586859e-30,-4.8643851616833708e-28,5.843160010557804e-25,1.127200754778003e-28,2.6269687218971728e-42,-1.2281701206983425e-29,9.6606209223792206e-18,-2.0630490827121423e-38,1.0646706472951213e-15,-4.8096359958714516e-32,-3.5159164267011605e-31,-2.4925884883962724e-19,-7.0151798450617561e-16,2.0102733455500262e-45,6.3617254460410175e-20,3.6206048393137146e-22,6.5788358253288521e-27,1.1752764691809307e-33,0.88129999999999997,0.0,0.0,0.0,0.0098795422431095289,0.10879968493529671,9.9999999999994882e-05,4.6336008681993862e-07,4.9444274287867814e-06,1.7362788082829437e-06,7.9513337816378231e-12,3.259883946268096e-06,3.4821946880860957e-10,5.3450352666759129e-08,9.5863112684669093e-14,9.8455451304276211e-16
1.0473821746467908e-08,0.0016778625349087356,8.0439410316383172e-19,4.133096256296576e-14,2.0682554598820116e-16,-3.6120633037757809e-16,1.8860722552361635e-09,5.3723313858479014e-13,9.1377153445700219e-37,-3.4134885815474409e-28,9.1811563875098388e-32,-2.1422241404829485e-15,-1.9100529228711863e-24,4.7789540063218803e-18,-4.6270065131200395e-18,2.1973087873802385e-30,-5.1150993103523396e-28,6.8859962192879067e-25,1.4400738486266859e-28,2.0718047827974359e-42,-1.228162457554077e-29,7.6641266584895415e-18,-2.0624215336171279e-38,1.0661937738533354e-15,-4.8864329158078261e-32,-3.7018255273809892e-31,-2.4925884767002954e-19,-7.1090743260047437e-16,8.6457690745503502e-47,6.403034918038942e-20,3.8327988159358022e-22,7.569922410019561e-27,1.1752764581507524e-33,0.88129999999999997,0.0,0.0,0.0,0.0098790474501667634,0.10879952625873848,9.9999999999994679e-05,4.8524959841443909e-07,5.1784307599282386e-06,1.8166666197164751e-06,8.3276331903324825e-12,3.4158656823379772e-06,3.4820202897819242e-10,5.5980541699608444e-08,1.0045005362167684e-13,1.0311605488597795e-15
1.1355760978503292e-08,0.001677862040009699,8.646093787194927e-19,4.4426198919717294e-14,2.0154749946095019e-16,-3.4369103103840042e-16,2.2114812522575884e-09,7.3704291310063826e-13,8.1073244248350411e-37,-3.4536013612456646e-28,6.9981975540178732e-32,-2.1405786959652187e-15,-4.3967357897360597e-24,5.1691485457398677e-18,-5.0123164004472024e-18,2.1981775248051421e-30,-5.5728185010366483e-28,9.19083458884365e-25,2.2215946491184106e-28,1.3398450853422986e-42,-1.2281633009700053e-29,5.0044002903887866e-18,-2.0616448696267662e-38,1.0682228113283273e-15,-5.039950019068293e-32,-4.0490385682250178e-31,-2.492588472277326e-19,-7.2772785763899876e-16,-7.1570630372616844e-46,6.4614353985324578e-20,4.2276872753207487e-22,9.6662819698302281e-27,1.1752764539798638e-33,0.88129999999999997,0.0,0.0,0.0,0.0098781266493871162,0.10879923094868671,9.9999999999994286e-05,5.2597748094283827e-07,5.6139206625122257e-06,1.9662652037452024e-06,9.0279393884881174e-12,3.7061406471670812e-06,3.4816957376577789e-10,6.0689310904131764e-08,1.0898614350445005e-13,1.1178959916867385e-15
1.2237700210538677e-08,0.0016778615452410096,9.2455731038909567e-19,4.7507936050483876e-14,2.0351671675883062e-16,-3.2720048051444936e-16,2.5626987450011973e-09,9.8791375474832521e-13,9.2520754670599714e-37,-3.1387347443550202e-28,5.3727624064690739e-32,-2.1393670972826527e-15,-9.0008644653779906e-25,5.5592989921001141e-18,-5.3982100442817016e-18,2.1947976924056374e-30,-6.0173261927139412e-28,1.2031976999141441e-24,3.3334172222033005e-28,9.1994138300469657e-43,-1.2281668086874075e-29,3.2616764242125475e-18,-2.0611645419203792e-38,1.0695522351012572e-15,-5.2072754105787833e-32,-4.3976547538711292e-31,-2.4925884784805788e-19,-7.4373947511604216e-16,2.688644754503147e-46,6.5021457678818889e-20,4.6221813467104718e-22,1.2111569631723802e-26,1.1752764598304417e-33,0.88129999999999997,0.0,0.0,0.0,0.0098772060743692342,0.10879893569046652,9.9999999999993893e-05,5.666848804237473e-07,6.0493218630408101e-06,2.1158249022322493e-06,9.7280995574077076e-12,3.9963389028767351e-06,3.4813712650911318e-10,6.539709824450032e-08,1.175199776090238e-13,1.2046133485938928e-15
1.3119639442574062e-08,0.0016778610506033007,9.8421300030221186e-19,5.057484472566691e-14,2.0128518303342054e-16,-3.1160924883940426e-16,2.939709520705822e-09,1.2978030767257008e-12,9.6494518066699271e-37,-3.2032591054757289e-28,4.1642937908673003e-32,-2.1384311675850271e-15,4.7441354082566318e-25,5.9496522427917317e-18,-5.7847503178128502e-18,2.188285450617165e-30,-6.4465495472817738e-28,1.5489170996150943e-24,4.8768668531027589e-28,6.1952040243526527e-43,-1.2281736981972996e-29,2.1021975966014092e-18,-2.0608408458808352e-38,1.070436692024826e-15,-5.3884668112099883e-32,-4.7475526491359967e-31,-2.4925884809214408e-19,-7.5898831255641109e-16,7.0683486761896459e-46,6.530935389839887e-20,5.0160649869469221e-22,1.4931114773434698e-26,1.175276462132725e-33,0.88129999999999997,0.0,0.0,0.0,0.0098762857262364671,0.10879864048446483,9.99999999999935e-05,6.0737180617693058e-07,6.4846338015689502e-06,2.2653455221338963e-06,1.0428112798531429e-11,4.2864600758345948e-06,3.4810468724779249e-10,7.0103897678905497e-08,1.260515449480253e-13,1.2913125082912387e-15
1.4001578674609446e-08,0.0016778605560972088,1.0420451814188987e-18,5.3548510044806068e-14,1.8839317428434648e-16,-2.9683333768300195e-16,3.3424977307034869e-09,1.6753379024589404e-12,9.6497332798529359e-37,-3.4464240036334667e-28,3.273995349130492e-32,-2.1376806937832652e-15,-1.978811989829414e-25,6.340326282893875e-18,-6.1719728313852047e-18,2.1827040782822488e-30,-6.8581298289635298e-28,1.9649010486578312e-24,6.9789335092402591e-28,4.8897463458114478e-43,-1.2281870285117626e-29,1.3356045310075774e-18,-2.0606142598909365e-38,1.0710214186370009e-15,-5.5835769025662214e-32,-5.0986369094219855e-31,-2.4925884797176147e-19,-7.7351438451881982e-16,5.3400231979294069e-46,6.551201600167183e-20,5.4092157308680682e-22,1.8150040538243355e-26,1.1752764609977346e-33,0.88129999999999997,0.0,0.0,0.0,0.0098753656061118175,0.10879834533106861,9.9999999999993107e-05,6.4803826752433995e-07,6.9198559185924241e-06,2.4148268703673557e-06,1.1127978214025617e-11,4.5765037923391295e-06,3.4807225602139862e-10,7.4809703170419231e-08,1.3458083453204708e-13,1.3779933595786703e-15
1.4883517906644831e-08,0.001677860061723372,1.0996659130626838e-18,5.6511597180391202e-14,1.9533403010832766e-16,-2.8280565725190255e-16,3.7710466997569134e-09,2.1297394265897982e-12,8.670302092926589e-37,-2.7917007581344529e-28,2.6291187565074188e-32,-2.1370583711643681e-15,-4.8840576218653246e-25,6.7314067156729731e-18,-6.5599000195233738e-18,2.1734072213044761e-30,-7.2494686940643769e-28,2.460410720399786e-24,9.7932947107256613e-28,4.7465344114712005e-43,-1.2282025323378983e-29,8.4097880715797477e-19,-2.0604552033811418e-38,1.0713986673955908e-15,-5.7926549470775715e-32,-5.450834953853894e-31,-2.4925884791941599e-19,-7.8735403774681705e-16,4.0279315110682699e-46,6.5653062333141003e-20,5.8015564278178797e-22,2.1793323052172181e-26,1.175276460504395e-33,0.88129999999999997,0.0,0.0,0.0,0.0098744457151176291,0.10879805023066504,9.9999999999992714e-05,6.8868427378889672e-07,7.3549876552884279e-06,2.5642687538370754e-06,1.1827694907169709e-11,4.8664696786696492e-06,3.4803983286949093e-10,7.9514508689580676e-08,1.4310783537111831e-13,1.4646557913936297e-15
1.5765457138680214e-08,0.0016778595674824277,1.1595950164682617e-18,5.9592638507939326e-14,2.1662225552352406e-16,-2.6946847563790576e-16,4.2253391313468426e-09,2.6708074332057292e-12,1.2233024668368673e-36,-4.4510874100453973e-28,2.1738478844066971e-32,-2.1365225190228875e-15,-9.2537416916277946e-26,7.1229627573082284e-18,-6.9485479922477261e-18,2.1590667255512591e-30,-7.6177510491097305e-28,3.0452953556204742e-24,1.3503473599820799e-27,8.0307924521261956e-44,-1.2282171900931054e-29,5.3036904616401537e-19,-2.0603398946722039e-38,1.0716355412896977e-15,-6.0157476588323161e-32,-5.804088822187216e-31,-2.4925884799296865e-19,-8.0054108508189933e-16,6.1213767589336571e-46,6.5748438852279164e-20,6.1930314347205538e-22,2.5885806244466567e-26,1.1752764611983938e-33,0.88129999999999997,0.0,0.0,0.0,0.0098735260543756677,0.10879775518364143,9.9999999999992321e-05,7.2930983429407697e-07,7.7900284534157354e-06,2.7136709794441703e-06,1.2527261982195662e-11,5.156357361105183e-06,3.4800741783160833e-10,8.4218308213349625e-08,1.516325364752599e-13,1.5512996927918257e-15
1.6647396370715597e-08,0.0016778590733750114,1.206984407816654e-18,6.2030356099453828e-14,1.2199266871321576e-16,-2.5678817223939419e-16,4.705358154464253e-09,3.3089026891834411e-12,1.0173396641392786e-36,-2.8487224209904074e-28,1.8640468357605283e-32,-2.1360415873527524e-15,1.7899000876396216e-25,7.5149755183394977e-18,-7.3379288156614317e-18,2.1664636822217678e-30,-7.9599611679441386e-28,3.729967708652643e-24,1.8326116724464973e-27,-5.1214210655076813e-43,-1.2282508839022922e-29,3.3720697865496424e-19,-2.0602550562048002e-38,1.071782826674161e-15,-6.2528996855093447e-32,-6.1583310219814681e-31,-2.4925884803462329e-19,-8.1310761885104692e-16,6.8428117735168105e-46,6.5811495274933225e-20,6.5835990542811157e-22,3.0452221164756485e-26,1.1752764615915728e-33,0.88129999999999997,0.0,0.0,0.0,0.00987260662500806,0.10879746019038398,9.9999999999991927e-05,7.6991495836392747e-07,8.2249777543746651e-06,2.8630333540852835e-06,1.3226678542776049e-11,5.4461664659240302e-06,3.4797501094730024e-10,8.8921095714982013e-08,1.601549268544713e-13,1.6379249527607433e-15
1.727619907952909e-08,0.0016778587211694976,1.2358875238029062e-18,6.3518136123816299e-14,1.6918976262928019e-16,-2.4812248038587055e-16,5.0633005297279161e-09,3.8291129937295886e-12,8.5382250327976159e-37,-3.2830146396718355e-28,1.7130506297471992e-32,-2.1357198916567692e-15,6.1957720686769345e-26,7.7947891920442033e-18,-7.6160006787466081e-18,2.1741141643896406e-30,-8.1862617195436278e-28,4.2850997697108709e-24,2.2581979844594614e-27,-6.2086223968892158e-43,-1.2282774222781001e-29,2.4517217872890963e-19,-2.0602083424563719e-38,1.0718529914832629e-15,-6.4305928554127361e-32,-6.4114826057614833e-31,-2.4925884800689943e-19,-8.2170508834825926e-16,5.473726610439841e-46,6.5842576197903323e-20,6.8614947999715805e-22,3.401097994724496e-26,1.1752764613303559e-33,0.88129999999999997,0.0,0.0,0.0,0.0098719512345904308,0.10879724989991571,9.9999999999991643e-05,7.9885301818202582e-07,8.5350305793781753e-06,2.9695009043171651e-06,1.3725254312083536e-11,5.6527456071670316e-06,3.4795191057320572e-10,9.2273455433324577e-08,1.6622978115201367e-13,1.6996753576025479e-15
1.7905001788342584e-08,0.0016778583690324183,1.2621538232478062e-18,6.4867969483267019e-14,2.4539115496582469e-16,-2.3975234247645036e-16,5.4343042284544426e-09,4.4083301575845585e-12,-1.0778033507525027e-36,5.3227736883394946e-28,1.6088935164240901e-32,-2.1354097243148958e-15,-2.6711356290236493e-26,8.0748882105842891e-18,-7.8944511533050203e-18,2.1684163400078639e-30,-8.3964560761396403e-28,4.9006906403737484e-24,2.7636412288637213e-27,-1.9654890624899804e-42,-1.2282935164069595e-29,1.7826231412867484e-19,-2.0601664227692996e-38,1.0719039928367848e-15,-6.6154701253490294e-32,-6.6651090368024863e-31,-2.4925884797410547e-19,-8.3001289308406968e-16,-2.3898692657838258e-46,6.5865723142794245e-20,7.1389082455485008e-22,3.7832058217977035e-26,1.1752764610213225e-33,0.88129999999999997,0.0,0.0,0.0,0.0098712959627645404,0.10879703963711619,9.9999999999991358e-05,8.2778069752959814e-07,8.8450364080489313e-06,3.0759480286867212e-06,1.4223752791227582e-11,5.8592844790927358e-06,3.4792881437826314e-10,9.562529547146228e-08,1.7230345125335203e-13,1.7614161899444666e-15
1.8533804497156078e-08,0.0016778580169639992,1.292614118091635e-18,6.6433277269384549e-14,1.7248236719655066e-16,-2.3165930854726603e-16,5.8183620703845013e-09,5.050843539192426e-12,-2.040624422665649e-37,-5.8521925281101753e-28,1.5441451566669728e-32,-2.1351077610170745e-15,-1.7072657985793439e-26,8.3552980049533685e-18,-8.1732813611479406e-18,2.163893326351384e-30,-8.5892646618166619e-28,5.5810531500468018e-24,3.360546498853786e-27,-2.4120730446571081e-42,-1.2283110738023009e-29,1.2946471856945406e-19,-2.0601248110994547e-38,1.0719411795965566e-15,-6.8075461588616519e-32,-6.9192076515479948e-31,-2.4925884796314312e-19,-8.3804074315372171e-16,-5.5081341322625235e-46,6.5883111138790077e-20,7.4158354486158904e-22,4.1924312466697668e-26,1.1752764609181809e-33,0.88129999999999997,0.0,0.0,0.0,0.0098706408099359707,0.10879682940212593,9.9999999999991074e-05,8.5669799978675049e-07,9.1549950390432968e-06,3.1823746572024507e-06,1.4722173657152723e-11,6.0657829462493845e-06,3.4790572237676577e-10,9.8976613657286303e-08,1.7837593317526865e-13,1.8231474097762953e-15
1.9162607205969572e-08,0.001677857664964473,1.2899832413931288e-18,6.630451488227842e-14,-2.0151781241833891e-16,-2.2386946258769705e-16,6.2154689626563253e-09,5.761092487376771e-12,6.8053652793508445e-36,-3.5911032980685612e-27,1.5124897573834279e-32,-2.134811733620723e-15,1.3384200129858158e-26,8.6358375653152679e-18,-8.4524919912652139e-18,2.2632266239112365e-30,-8.7633550132782967e-28,6.330646557345355e-24,4.0617717828433859e-27,-1.6236711380202535e-42,-1.2284126930605726e-29,9.3994898940624704e-20,-2.0601075777756622e-38,1.0719682010935352e-15,-7.0068341704383011e-32,-7.1737250721176751e-31,-2.4925884796490973e-19,-8.4579846297068681e-16,1.5575372280427054e-45,6.5896199013663804e-20,7.6922739030886991e-22,4.6296569714034843e-26,1.175276460935084e-33,0.88129999999999997,0.0,0.0,0.0,0.0098699857765124251,0.10879661919508325,9.9999999999990789e-05,8.8560492833381423e-07,9.464906268917219e-06,3.2887807198676487e-06,1.5220516583429997e-11,6.2722408731797863e-06,3.4788263458307915e-10,1.0232740779599884e-07,1.84447222934386e-13,1.8848689766698974e-15
1.961926900411289e-08,0.0016778574093715853,1.2528211442592508e-18,6.4405062886322934e-14,-3.4697812180134925e-16,-2.1841021932481806e-16,6.5120397844815277e-09,6.321970878126994e-12,1.1184337942530856e-35,-3.9495930701075672e-27,1.5069471319504549e-32,-2.1345995256983735e-15,8.3087144895380788e-27,8.8396177382735339e-18,-8.6555046816207728e-18,2.414723021430579e-30,-8.8772695123699155e-28,6.9210431093105386e-24,4.6444484032454398e-27,-9.2545207029453785e-43,-1.2285504742738124e-29,7.4602938029406624e-20,-2.0601370619828311e-38,1.0719829685982494e-15,-7.1560929387250716e-32,-7.3588093365632367e-31,-2.4925884796442791e-19,-8.5126896148487369e-16,4.354930853492956e-45,6.5903587190082541e-20,7.8927273116877961e-22,4.9652406602440969e-26,1.1752764609307159e-33,0.88129999999999997,0.0,0.0,0.0,0.0098695101399938357,0.1087964665518788,9.9999999999990586e-05,9.0659180093461122e-07,9.6899464310619017e-06,3.3660441477227273e-06,1.5582384204055944e-11,6.422153427978178e-06,3.4786586994519615e-10,1.0476055942918579e-07,1.8885568800154534e-13,1.9296875853558193e-15
2.0075930802256206e-08,0.0016778571538152477,1.2392399243443392e-18,6.3713950801798851e-14,2.2094833536707495e-16,-2.1305976715521717e-16,6.815483303352613e-09,6.9227986659308374e-12,4.944296393025881e-36,1.0222467727086579e-27,1.5141908345022362e-32,-2.134389043177793e-15,-3.1005567335177165e-27,9.043729125118996e-18,-8.8587183723820116e-18,2.4799623219955931e-30,-8.9800462836801468e-28,7.5521952965581851e-24,5.2955062935997467e-27,-5.0803234601690674e-43,-1.2286187642425235e-29,5.9275559126438164e-20,-2.0601969235371073e-38,1.0719946361828603e-15,-7.3091681630481139e-32,-7.5441628858563736e-31,-2.4925884796284797e-19,-8.5660599306573511e-16,4.9183544335060575e-45,6.5909568697502473e-20,8.092921595705894e-22,5.3163926223236309e-26,1.175276460915992e-33,0.88129999999999997,0.0,0.0,0.0,0.0098690345668196056,0.10879631392354534,9.9999999999990382e-05,9.2757320526124287e-07,9.9149614114206609e-06,3.4432966649178406e-06,1.5944210426565477e-11,6.5720444775325425e-06,3.4784910753957666e-10,1.0719343271113391e-07,1.9326352066592126e-13,1.9745010668170033e-15
2.017867970683845e-08,0.0016778570963201177,1.247660384673969e-18,6.4146517083507275e-14,3.1449135745216072e-16,-2.1186235000819247e-16,6.8847046525069531e-09,7.0636784938396952e-12,2.4001141631509138e-36,2.4547620249155625e-28,1.5175023984952304e-32,-2.1343418729498424e-15,-2.74263968357808e-27,9.0897394738255107e-18,-8.9044691640056417e-18,2.4696043158419278e-30,-9.0015800550749216e-28,7.7000114541466007e-24,5.4520552431069277e-27,-4.6211683018427171e-43,-1.2286138630955272e-29,5.62827303014056e-20,-2.0602103858468866e-38,1.0719969137549659e-15,-7.3441368216744459e-32,-7.5859141955248097e-31,-2.4925884796286001e-19,-8.5778871226335772e-16,4.2967984648843587e-45,6.5910751606402696e-20,8.137929558633567e-22,5.3975816080815034e-26,1.1752764609161454e-33,0.88129999999999997,0.0,0.0,0.0,0.0098689275716004939,0.10879627958422548,9.9999999999990342e-05,9.3229326777056364e-07,9.9655863041758044e-06,3.4606769749217619e-06,1.6025615609483675e-11,6.605766994688868e-06,3.4784533630648964e-10,1.0774079075887356e-07,1.9425519570648294e-13,1.9845833920688017e-15
2.0384177516002945e-08,0.0016778569813354256,1.2636094363276908e-18,6.4965959873660299e-14,1.2750491579824148e-16,-2.0948803930537692e-16,7.024191281051822e-09,7.3518710243458415e-12,1.1935873048003968e-36,-1.7006694552038749e-27,1.5260160434717365e-32,-2.1342477107243892e-15,-1.2064806916081548e-27,9.1817694887286678e-18,-8.9960012903944935e-18,2.466770276346977e-30,-9.042844743111348e-28,8.0022050523162301e-24,5.7767935827827557e-27,-3.8506096287224224e-43,-1.2286182900232724e-29,5.0737576349663143e-20,-2.0602323877133117e-38,1.0720011329441098e-15,-7.4146552211540165e-32,-7.6694503381696724e-31,-2.4925884796303166e-19,-8.601342864331207e-16,2.9022760401870003e-45,6.5912958825352637e-20,8.2279060603969814e-22,5.5623902070551556e-26,1.1752764609178428e-33,0.88129999999999997,0.0,0.0,0.0,0.0098687135908135937,0.10879621090785425,9.9999999999990247e-05,9.4173256255074842e-07,1.006683224976052e-05,3.4954359325777696e-06,1.6188419663205116e-11,6.6732087526500464e-06,3.4783779418041907e-10,1.0883546441339423e-07,1.9623844944023207e-13,2.0047472608107165e-15
