Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338)
7.325389964835525e-18,0.00269037931173846,5.1548852204518155e-30,7.5042667359172151e-26,6.0034011839997035e-19,5.1465694344732354e-30,4.2873314102932497e-19,1.8641409678304388e-32,3.207928167719359e-51,1.3347549856010321e-41,2.7207171041744368e-45,2.0761513742138779e-43,1.7150994231442805e-33,4.1870860619637461e-24,5.9908421995694691e-38,1.2429901019761716e-54,2.5896064475463571e-50,5.1495278803021686e-39,1.5178328153590584e-52,5.6043379614804331e-90,4.9495557846679555e-65,1.2186581352454948e-63,3.565349707588356e-80,8.6398242421325448e-59,3.0146133062535213e-62,1.6614676918643351e-57,2.3988770530952948e-45,1.127659588821899e-39,6.7088884231073476e-67,3.1752022850109221e-77,7.9293387119325959e-73,2.7239867394624944e-72,1.7235060417029578e-85,0.88129999999999997,0.0,0.0,0.0,0.009889999999369346,0.108803,0.0001,1.7380881326407456e-14,1.7982313427582494e-13,1.7982210726645756e-13,3.7255242832495834e-21,3.962693231652005e-21,2.5362323378991843e-13,2.2956788799309656e-21,8.2745279935866417e-30,6.9900932413195695e-30,2.4682926377953728e-34,6.7255433139820059e-25,9.8876197541758595e-19,1.5989583307462802e-23,2.6952846815027151e-34,1.35169201137016e-36,1.3672505110562401e-37,5.9008946691474156e-42,1.6929742120815061e-18,1.4092417718282226e-50,5.0432710070937165e-59,1.0168504145033964e-59,1.1456029092654752e-68,9.1876710073728997e-65
1.4657144299753446e-17,0.0026903793117384594,2.0616327613949871e-29,3.0036620393117375e-25,1.2012016833407323e-18,2.059968809905165e-29,8.578414304176681e-19,7.4614510688794977e-32,1.2840072974113555e-50,5.2615326596462236e-41,1.0889959019720324e-44,1.6406587888178968e-42,3.431688914204428e-33,8.3778100428069023e-24,2.3978981721671316e-37,9.9514788903424683e-54,2.0732597731441459e-49,2.061153186843233e-38,1.215191262280208e-51,1.7725055186789126e-88,7.8122096152786575e-64,1.9234882763855761e-62,1.1154075139613548e-78,1.3636803170859706e-57,2.4135297921689104e-61,1.3305217017345435e-56,9.6017598026722352e-45,9.0118522313793941e-39,5.3711900771113249e-66,1.0026026114134494e-75,2.5037653888482455e-71,2.2025329158433684e-71,2.762146747999549e-84,0.88129999999999997,0.0,0.0,0.0,0.009889999998738146,0.108803,0.0001,3.4776863329624003e-14,3.5980248940446478e-13,3.5980043776528218e-13,1.4063221930265381e-20,1.586109704976642e-20,5.0746135496697079e-13,9.1886452922884463e-21,5.5203979403570758e-29,3.9304047361176655e-29,1.9761362003010167e-33,2.6919700357403188e-24,3.9575881717020812e-18,6.4000001557340567e-23,2.1555569370639007e-33,1.0821754581102186e-35,1.0945843292417495e-36,9.4487235582629305e-41,6.7762463397084397e-18,4.513181959859605e-49,3.2303207165588459e-57,6.5131401911174689e-58,1.4675755540056156e-66,5.8849390376440379e-63
2.932065296958928e-17,0.0026903793117384594,8.245886128077474e-29,1.2018558226213197e-24,2.4029244086594541e-18,8.2425568840402157e-29,1.7160659951636129e-18,2.9855756189998179e-31,5.1377018475798747e-50,2.0429642139481916e-40,4.3574022584889098e-44,1.2798188895584694e-41,6.864867814833277e-33,1.6759258417969779e-23,9.5947163661991701e-37,7.9642078310435294e-53,1.6592379621377635e-48,8.2472977560135944e-38,9.7252569679298135e-51,5.5155673540030772e-87,1.2148353031617364e-62,2.9911144945820985e-61,3.4545460731498258e-77,2.1205869696365124e-56,1.9315627976191127e-60,1.0649566909039084e-55,3.8419545571980899e-44,7.2057058338540258e-38,4.2985845514955672e-65,3.1197079842971321e-74,7.7907128940056578e-70,1.8780755075791272e-70,4.4262568160419598e-83,0.88129999999999997,0.0,0.0,0.0,0.0098899999974757461,0.108803,0.0001,6.9568827330009803e-14,7.1976117004755903e-13,7.1975707485992646e-13,5.046577133428514e-20,6.346502466676418e-20,1.0151212019699043e-12,3.6766126510570608e-20,3.3033433485844929e-28,1.9615918950592695e-28,1.5815115630599125e-32,1.0771386447311532e-23,1.5835215452189062e-17,2.5608335743856003e-22,1.7214152304110536e-32,8.6606920059320169e-35,8.7592422914274423e-36,1.5122842914402683e-39,2.7113311464489989e-17,1.4447064106197744e-47,2.0681192493841123e-55,4.169849687112284e-56,1.8791525734532918e-64,3.7677171781166398e-61
5.864767030926096e-17,0.0026903793117384594,3.2982246386467011e-28,4.8082040272792353e-24,4.8063682410468846e-18,3.2975582051112138e-28,3.4325470685321323e-18,1.1944432936957718e-30,2.055415414888619e-49,7.7106165355699587e-40,1.7432447746130764e-43,9.7458127565749901e-41,1.3731225290125201e-32,3.3522156822203206e-23,3.8385115333404785e-36,6.3725767272344425e-52,1.327642526224834e-47,3.2994563200431694e-37,7.7817370397138638e-50,1.6702499092461788e-85,1.8377566614099229e-61,4.524843822450942e-60,1.0436925321304522e-75,3.207943347881188e-55,1.5455506713626853e-59,8.5218121209399028e-55,1.5370319551269238e-43,5.7630516960806106e-37,3.4395208668813943e-64,9.4474497556654859e-73,2.3592543153668011e-68,1.9240751406882819e-69,7.0976793420325491e-82,0.88129999999999997,0.0,0.0,0.0,0.0098899999949509498,0.108803,0.0001,1.3915275530659222e-13,1.4396784322202797e-12,1.4396702534373198e-12,1.6683843564287741e-19,2.5390123648406687e-19,2.0303753188068255e-12,1.4708506104786675e-19,1.7483957022879018e-27,8.9169015172599725e-28,1.2654527605339687e-31,4.3092558355240041e-23,6.334883496655704e-17,1.0245000936793487e-21,1.3715321818168021e-31,6.9298684670612167e-34,7.0075103413005346e-35,2.4197414113827151e-38,1.0846689762975036e-16,4.6232694435919059e-46,1.3236620755636575e-53,2.6688368661695731e-54,2.4054407737114126e-62,2.4115297793674296e-59
1.173017049886043e-16,0.0026903793117384594,1.3192633278813951e-27,1.9234366586464357e-23,9.6132494328312676e-18,1.3191296169195886e-27,6.865636990771464e-18,4.7783111370241291e-30,8.2223318318655178e-49,2.7637307026436236e-39,6.9735476867690425e-43,7.1063098051817841e-40,2.7463938936846094e-32,6.7047960246312542e-23,1.5355297494996109e-35,5.0985461311588713e-51,1.0622149666791545e-46,1.319890090727959e-36,6.2260669239000349e-49,4.8152028351700611e-84,2.6445774544314892e-60,6.5113612320128113e-59,3.0054623582804546e-74,4.6163101084301832e-54,1.2365683786797629e-58,6.8183144376614584e-54,6.1486278757429441e-43,4.6098334772612937e-36,2.751878155081593e-63,2.723749556627057e-71,6.8017578923835198e-67,2.8551429146562629e-68,1.140149445884627e-80,0.88129999999999997,0.0,0.0,0.0,0.0098899999899013571,0.108803,0.0001,2.7832061116300049e-13,2.8795126420891007e-12,2.8794962281455104e-12,4.9189453088447186e-19,1.0156861006335682e-18,4.0606212776863983e-12,5.8836106082089938e-19,8.3001733945664109e-27,3.8189328086617408e-27,1.0124634921105764e-30,1.723842501577187e-22,2.533972586083962e-16,4.0983333272036631e-21,1.0880649984165126e-30,5.5444195347460253e-33,5.6045984487794202e-34,3.8706820430090686e-37,4.3387087583889803e-16,1.4791135311497694e-44,8.4695651928021489e-52,1.7076787553159026e-52,3.0782912629917743e-60,1.5431288374248515e-57
1.7595573966794767e-16,0.0026903793117384594,2.8034173685955207e-27,4.0873985574451585e-23,1.4420124151634785e-17,2.803216038711074e-27,1.0298854688508346e-17,1.0154383611647653e-29,1.7472875164635793e-48,5.4521298872812272e-39,1.4819145193955325e-42,1.9310651345757122e-39,4.1196651279704158e-32,1.0057377028607628e-22,3.2630790761426216e-35,1.4579012021279123e-50,3.0373451429867656e-46,2.8048337969266729e-36,1.7803258345017756e-48,2.1706332595396241e-83,9.6167502687529535e-60,2.3677933817575781e-58,1.355232092195016e-73,1.6786765462855413e-53,3.5367236024469594e-58,2.0242601323379536e-53,1.3066146505430684e-42,1.3180793630370872e-35,7.8688438795000616e-63,1.2284929463341695e-70,3.0677774806093626e-66,1.1259414540123382e-67,4.3554316890861948e-80,0.88129999999999997,0.0,0.0,0.0,0.0098899999848517713,0.108803,0.0001,4.17488466922652e-13,4.3193465809129231e-12,4.3193218204080923e-12,8.6584752331125957e-19,2.158382419674302e-18,6.0906049956488446e-12,1.2502574416772599e-18,1.8619939458827284e-26,8.2830195620274801e-27,2.8950949928485581e-30,3.6632528128366988e-22,5.3845459324841134e-16,8.7091660308719644e-21,3.0961861328247275e-30,1.5853958478077549e-32,1.6022850592327713e-33,1.4244706941287807e-36,9.2195064485730651e-16,6.7523359321409015e-44,4.6529901817326939e-51,9.381607330601954e-52,1.9857588978232292e-59,8.4777894697324757e-57
2.3460977434729104e-16,0.0026903793117384594,4.7822841038560273e-27,6.9727051270188219e-23,1.9226992397467057e-17,4.7820144182025805e-27,1.3732200161737752e-17,1.7322768972196652e-29,2.980704637227518e-48,8.6973497896379794e-39,2.5280038076579254e-42,3.8976698838482402e-39,5.4929362318699494e-32,1.3409958694150656e-22,5.566499246919282e-35,3.0751775983593161e-50,6.4067273351059583e-46,4.7847768482404434e-36,3.75531159045687e-48,6.499756438975563e-83,2.4609446976291447e-59,6.0592275730443178e-58,4.0538392664523393e-73,4.2957652327097475e-53,7.4616365986410208e-58,4.4108435681400703e-53,2.2289587631460092e-42,2.7801583357124998e-35,1.6597895543675759e-62,3.6752467462162165e-70,9.1777044209158201e-66,3.2372959464424548e-67,1.1744674767959145e-79,0.88129999999999997,0.0,0.0,0.0,0.0098899999798021908,0.108803,0.0001,5.5665632258554701e-13,5.7591802717057797e-12,5.759147030226052e-12,1.2657011261488829e-18,3.6819892080262878e-18,8.1203265065669267e-12,2.1327564589540302e-18,3.2718891614962746e-26,1.4283895449943995e-26,6.106703528980911e-30,6.2491564281108969e-22,9.1850856685701631e-16,1.4856997938352608e-20,6.5022096561920318e-30,3.3441036058521959e-32,3.3791188926485326e-33,3.6122875835406595e-36,1.5726851923300537e-15,2.0124598058822625e-43,1.5996455144899385e-50,3.2252911014633297e-51,7.7542926476952398e-59,2.9146716665772985e-56
3.519178437059777e-16,0.0026903793117384594,9.9010764842949509e-27,1.4436267028409995e-22,2.8840713697494242e-17,9.9006677822444629e-27,2.0599190989438441e-17,3.5866358050498631e-29,6.1712478514674487e-48,1.6136503367383729e-38,5.2339764635642653e-42,9.9402060620366493e-39,8.2394781336604632e-32,2.0115123577896893e-22,1.152487355482266e-34,8.3993808345854367e-50,1.7499002359445187e-45,9.9063964108095215e-36,1.0257293665587245e-47,2.9394326881138223e-82,8.953392287631131e-59,2.204463435231902e-57,1.8286257748047159e-72,1.5628823898836778e-52,2.0388680324724637e-57,1.2803581794692814e-52,4.6148328148674641e-42,7.5933255619040359e-35,4.5334631067040952e-62,1.6581120648882097e-69,4.1404698117177842e-65,1.5315007578865309e-66,4.7751540930062683e-79,0.88129999999999997,0.0,0.0,0.0,0.0098899999697030349,0.10880299999999998,0.0001,8.3499203368425554e-13,8.638847104342781e-12,8.638796552290919e-12,2.0930857338986749e-18,7.6231732778841568e-18,1.2179154249581012e-11,4.4154403424227699e-18,6.9792188427439646e-26,2.9892027972415672e-26,1.6679702454504327e-29,1.2938243586465164e-21,1.9015297474870564e-15,3.0759904001255351e-20,1.7630816503451928e-29,9.1339078281843797e-32,9.2267755447747426e-33,1.2629419560987246e-35,3.255829923303975e-15,8.8072121948435842e-43,8.6017417862302104e-50,1.7343296768817078e-50,5.042926784196797e-58,1.5674995310693303e-55
4.692259130646644e-16,0.00269037931173846,1.6839099880034422e-26,2.4552462480281539e-22,3.845441119417753e-17,1.6838547910715755e-26,2.7466651693153816e-17,6.1001887858294171e-29,1.0495751995951252e-47,2.4752480201205769e-38,8.9016872029087674e-42,1.9597481734901928e-38,1.0986019555974257e-31,2.6820290894469742e-22,1.9600931289099281e-34,1.7574458608763608e-49,3.6614065237639612e-45,1.6848305921738941e-35,2.1462302324578478e-47,8.6709055562356577e-82,2.2504969031914831e-58,5.54106971168948e-57,5.3890585555667467e-72,3.9284126792312005e-52,4.2673731940225272e-57,2.8000310325636466e-52,7.8486766351160915e-42,1.5887591329837713e-34,9.4855989675901464e-62,4.8870595356506489e-69,1.2203242416030386e-64,4.5734434107910156e-66,1.2984520090377898e-78,0.88129999999999997,0.0,0.0,0.0,0.0098899999596038998,0.10880299999999997,0.0001,1.1133277444271566e-12,1.1518513095373935e-11,1.1518444667978706e-11,2.9453710218156136e-18,1.2965092810578595e-17,1.6237018045095843e-11,7.5092114343983439e-18,1.2077361772340785e-25,5.1150480101068776e-26,3.490012031560426e-29,2.2004716456024825e-21,3.2337855288852871e-15,5.2314902248412247e-20,3.6652624923676464e-29,1.9111340690794051e-31,1.9300511221098895e-32,3.1551337082898066e-35,5.5369397743380799e-15,2.5656038146895773e-42,2.8664250346216768e-49,5.7794419621645534e-50,1.8930648400145263e-57,5.2238702699299487e-55
5.865339824233512e-16,0.0026903793117384594,2.5726296140833193e-26,3.7510758809866327e-22,4.8068083187342449e-17,2.5725595109627433e-26,3.4334615835420976e-17,9.320094214873294e-29,1.6035214940603814e-47,3.4121746439734865e-38,1.3599832129958537e-41,3.3635284408976594e-38,1.3732560464563078e-31,3.3525460817650664e-22,2.9945936311333817e-34,3.1993815038513852e-49,6.6654888078668895e-45,2.5740526744304222e-35,3.9072344278537462e-47,2.0981487815330287e-81,4.6860766791681595e-58,1.1537839424219636e-56,1.3032686007622327e-71,8.1799015213884459e-52,7.7703877948471866e-57,5.2532788934871422e-52,1.1991059350987686e-41,2.8922511760746659e-34,1.7268269833351001e-61,1.1819721051429975e-68,2.9513846227786281e-64,1.1239627166588208e-65,2.9290056974058349e-78,0.88129999999999997,0.0,0.0,0.0,0.0098899999495047821,0.10880299999999996,0.0001,1.3916634547888355e-12,1.4398178204505881e-11,1.4398091276840508e-11,3.8046328357229997e-18,1.9807793751527359e-17,2.0293849266031516e-11,1.1471885982437288e-17,1.8665694494280772e-25,7.846201927714637e-26,6.3535282858245204e-29,3.3618387690743614e-21,4.9401392469968073e-15,7.9925711931196815e-20,6.6290088702917767e-29,3.4791653793053599e-31,3.5126517408895222e-32,6.6926227391682457e-35,8.4585861506118215e-15,6.2281591007403576e-42,7.8466171228088654e-49,1.582077834280368e-49,5.773583999469538e-57,1.4301106826326828e-54
8.211501211407245e-16,0.0026903793117384594,4.9470621128511333e-26,7.2132134327392678e-22,6.729534906157075e-17,4.9469595821482592e-26,4.80720860584536e-17,1.7923822306449699e-28,3.0835338239057193e-47,5.333229613720623e-38,2.6152153973159274e-41,7.6962792660371216e-38,1.9225640708297151e-31,4.6935808647623861e-22,5.7585315450622354e-34,8.447381234464231e-49,1.7599000631401726e-44,4.9498413969544415e-35,1.0316870664351924e-46,9.6683106997274668e-81,1.4814245943151081e-57,3.6474924897692951e-56,6.0069926616662975e-71,2.585938754851147e-51,2.0522226108268094e-56,1.437407390702664e-51,2.3058509639388108e-41,7.6363000745918227e-34,4.5593703068035958e-61,5.4489998556197262e-68,1.3605273356185738e-63,5.2890038814892725e-65,1.1504130971292598e-77,0.88129999999999997,0.0,0.0,0.0,0.0098899999293066004,0.1088029999999999,0.0001,1.9483348743445834e-12,2.0157505745060082e-11,2.0157379879480797e-11,5.5219437913250375e-18,3.8089765580087436e-17,2.8404350656916861e-11,2.2057721703983961e-17,3.6406525193239579e-25,1.5161898550940642e-25,1.6775692510279796e-28,6.4647321298285161e-21,9.4980837180287502e-15,1.5369514565034741e-19,1.7197629825087852e-28,9.1860902798062372e-31,9.2676517546435267e-32,2.4503471007361001e-34,1.626277223901631e-14,3.2199690101508585e-41,5.8574645213579199e-48,1.181014852476819e-48,6.385752003397528e-56,1.0679012651618182e-53
1.055766259858098e-15,0.0026903793117384594,8.1131521588454125e-26,1.1829668981628577e-21,8.6522511353465397e-17,8.1130129749965419e-26,6.1811601011744773e-17,2.9397515369506936e-28,5.0570062886449824e-47,7.2406301881930967e-38,4.2889623093114109e-41,1.4127798187490692e-37,2.4718718865523073e-31,6.0346167064536941e-22,9.4440103602713169e-34,1.751362035850629e-48,3.6487305059070964e-44,8.1177559005353042e-35,2.1390540670556848e-46,2.8041177239716756e-80,3.370023112927843e-57,8.297505052135151e-56,1.7425130451537649e-70,5.8826304125834613e-51,4.2554257608201662e-56,3.0302465062828758e-51,3.7816015788421674e-41,1.5831842192541254e-33,9.4527610292564149e-61,1.580816776400192e-67,3.9468601696187123e-63,1.5694136791860418e-64,3.0914679832521866e-77,0.88129999999999997,0.0,0.0,0.0,0.0098899999091084916,0.10880299999999986,0.0001,2.505006292351993e-12,2.5916829734160522e-11,2.591666236220167e-11,7.2389728229963783e-18,6.2467106718877942e-17,3.6510661629444236e-11,3.617084596117194e-17,6.0199740152434299e-25,2.4934828643098083e-25,3.4781038236606365e-28,1.0602176830493954e-20,1.557420119839412e-14,2.5206041526183149e-19,3.5097097661730405e-28,1.9045139487257987e-30,1.9201409317112323e-31,6.3592385544485004e-34,2.6666398658781623e-14,1.0363325549577553e-40,2.312545904415565e-47,4.6626869284650026e-48,3.0560172781815547e-55,4.2168430704631075e-53
1.5249985372928447e-15,0.0026903793117384594,1.6819955234939781e-25,2.4525015349826958e-21,1.2497652523710178e-16,1.6819723944095213e-25,8.9296764245351704e-17,6.0957162421424386e-28,1.0484126763260865e-46,1.0745864693228083e-37,8.891826461006568e-41,3.355486067378502e-37,3.5704868921334198e-31,8.7166915655121851e-22,1.9579205954941872e-33,5.262368023557218e-48,1.0963442438568223e-43,1.6829631539754587e-34,6.4279343710491717e-46,1.3980523693858286e-79,1.0971339524290753e-56,2.7013062764694783e-55,8.6932249599423381e-70,1.9151303534044242e-50,1.2788539884448126e-55,9.2432555868959094e-51,7.8399633033548496e-41,4.7569606925148828e-33,2.8402979387987514e-60,7.8879544611980891e-67,1.9691794027380803e-62,8.226891980027791e-64,1.4195469823994149e-76,0.88129999999999997,0.0,0.0,0.0,0.0098899998687124926,0.10880299999999972,0.0001,3.6183491237224689e-12,3.7435467066058175e-11,3.7435208970790969e-11,1.067147527997425e-17,1.2950500190204962e-16,5.2710725248105196e-11,7.497162258053336e-17,1.2594043450122368e-24,5.1847277692032996e-25,1.045119301168763e-27,2.1980281101143495e-20,3.2276271156937508e-14,5.2256801462058339e-19,1.0171071891796822e-27,5.7225359058155837e-30,5.7604245353960573e-31,2.8147080485625791e-33,5.5263952424328948e-14,6.9181965947211668e-40,2.3854612952813452e-46,4.8097105344686658e-47,4.9934444441981652e-54,4.352074854052508e-52
2.463463092162338e-15,0.0026903793117384585,4.3731876879350742e-25,6.3765134815829073e-21,2.0188331023390355e-16,4.3731346816365952e-25,1.44291623817838e-16,1.5854820864288405e-27,2.7259044009871592e-46,1.6513490903100967e-37,2.311901342550719e-40,9.866943885744693e-37,5.767714399861544e-31,1.4080853986491933e-21,5.0906486781831853e-33,2.2624756296857633e-47,4.7135632173470127e-43,4.3757515853021491e-34,2.7641828372147838e-45,1.0689083931350619e-78,4.7276875146390611e-56,1.1640240457769572e-54,6.6523625880282127e-69,8.2525363841555369e-50,5.4992464026150361e-55,4.0107576040684376e-50,2.0384089649244269e-40,2.0451426926892425e-32,1.2211427282831871e-59,6.0377015244654779e-66,1.5069336184252569e-61,6.9160566288157205e-63,1.082838687463156e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899997879213636,0.10880299999999933,0.0001,5.8450347678863333e-12,6.0472699176925661e-11,6.0472228763226542e-11,1.753585938148253e-17,3.3671098223446989e-16,8.5060691172919464e-11,1.9483340664265466e-16,3.3003623594500875e-24,1.3511214159625207e-24,4.4937163670539707e-27,5.7149232937768215e-20,8.3853668132629568e-14,1.3586886444766667e-18,4.0526454735181976e-27,2.4603062973310887e-29,2.4679810577286597e-30,2.0690587555597142e-32,1.4357560406703847e-13,9.0560571513453925e-39,5.7465794687123979e-45,1.1586642369495213e-45,2.2729589744801041e-52,1.049429769117016e-50
3.401927647031832e-15,0.0026903793117384572,8.3308009823996671e-25,1.2147077588153682e-20,2.7878843824012772e-16,8.3306976226312558e-25,1.993191939909247e-16,3.0213170192974547e-27,5.1928176983039184e-46,2.1002110045769742e-37,4.4041461284592891e-40,1.9841960795552836e-36,7.9649385697005705e-31,1.9445033344864494e-21,9.6976232665845657e-33,5.846584924960724e-47,1.2180565671401316e-42,8.3357530719063864e-34,7.1443232844494469e-45,3.5745120282947996e-78,1.1694038609678789e-55,2.8792337462764567e-54,2.2251853708753031e-68,2.0412829487019745e-49,1.4212412227762064e-54,1.0392203367188652e-49,3.8831379323454812e-40,5.2849034746114308e-32,3.1556196410017346e-59,2.0198988539029041e-65,5.0405614840131229e-61,2.5202025066640065e-62,3.8578672829051454e-75,0.88129999999999997,0.0,0.0,0.0,0.0098899997071313986,0.10880299999999879,0.0001,8.0717203872810727e-12,8.3509874599766169e-11,8.3509150659345076e-11,2.4400134084681561e-17,6.414205481849187e-16,1.1734387025002925e-10,3.7099224268124999e-16,6.309479435195182e-24,2.5759551550135082e-24,1.1613274992102878e-26,1.088683869031166e-19,1.5962769161955499e-13,2.5882802110971445e-18,9.8889219247927005e-27,6.3577866548722522e-29,6.3604601462806221e-30,7.0575500812406921e-32,2.7331711026922696e-13,3.9712075281237914e-38,3.145880102601654e-44,6.3429471226910018e-45,1.5114811627635818e-51,5.7479985067656755e-50
5.27885675677082e-15,0.0026903793117384537,2.0045176215256453e-24,2.9227638295141139e-20,4.3259372350103043e-16,2.0044871642736989e-24,3.0947246568695287e-16,7.2750386109745756e-27,1.2494920994564403e-45,2.7469603192691531e-37,1.0597223442565066e-39,5.0049883490647632e-36,1.2359376895772299e-30,3.0173442876178428e-21,2.3334320557656892e-32,2.2082998220988724e-46,4.6006867751269472e-42,2.0057402589271261e-33,2.6995738209413803e-44,1.9254835103036358e-77,3.8708136273964972e-55,9.5304370258977799e-54,1.1989528753708755e-67,6.7567981592746248e-49,5.3693306247492744e-54,3.932501431500031e-49,9.343534238808457e-40,1.9961059636232652e-31,1.1919007641915715e-58,1.0887593348620957e-64,2.7157574238193975e-60,1.6047552149086758e-61,2.5244444108859629e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899995455549346,0.10880299999999725,0.0001,1.2525091551764768e-11,1.2958405575347326e-10,1.2958270078443628e-10,3.8128791885100845e-17,1.5433286634137863e-15,1.8171057661678904e-10,8.9182855883270221e-16,1.5231974573155671e-23,6.1995828843055944e-24,4.3871454713093791e-26,2.619569398740317e-19,3.8350883748206192e-13,6.227867054120732e-18,3.2917962764691632e-26,2.4013632931823461e-28,2.3867005004417714e-29,4.2282049391973457e-31,6.5665002264231326e-13,3.8663436359646826e-37,5.0677678622289028e-43,1.0218061125961052e-43,4.100089188523673e-50,9.2795767310379538e-49
6.926407268235705e-15,0.00269037931173845,3.4502643380463774e-24,5.0307763801321778e-20,5.6759707720890098e-16,3.450202301616046e-24,4.062717929757424e-16,1.252929124261354e-26,2.1507083501962752e-45,3.1450837527296746e-37,1.8240638926735773e-39,8.7731987555797631e-36,1.6216762036795752e-30,3.9590794510589071e-21,4.0164531447477892e-32,4.8891121743057219e-46,1.0185778957832831e-41,3.4524089708821632e-33,5.9785399050854769e-44,4.9761768892333728e-77,7.79099340724119e-55,1.9182360364391107e-53,3.0986377553853187e-67,1.3599768674090319e-48,1.1889262137490962e-53,8.7111134020623166e-49,1.6082647891459233e-39,4.4192631647756126e-31,2.638832607576995e-58,2.8145471969848208e-64,7.0184264160284173e-60,4.5877956822939614e-61,7.4439308199640751e-74,0.88129999999999997,0.0,0.0,0.0,0.0098899994037284569,0.10880299999999538,0.0001,1.6434218299526885e-11,1.7002734732666666e-10,1.7002530195620192e-10,5.0179631753998747e-17,2.65640746101295e-15,2.3799218621156078e-10,1.5339211188595596e-15,2.6255312897326985e-23,1.0668498908069635e-23,9.7141735674570669e-26,4.5089569722886191e-19,6.5932635199856498e-13,1.0719769624709604e-17,6.7090003442306281e-26,5.3165171956320252e-28,5.2607374211659104e-29,1.1685691614859217e-30,1.1289092243984818e-12,1.3015256635157084e-36,2.0185740354446096e-42,4.0700292227271394e-43,1.879399362597812e-49,3.7010832054114164e-48
8.57395777970059e-15,0.0026903793117384438,5.2862994577913362e-24,7.7078470240796634e-20,7.0259532456941642e-16,5.286188261329526e-24,5.0317193574664984e-16,1.9207644088010635e-26,3.2952343342402306e-45,3.4642846758687582e-37,2.7947616688479139e-39,1.3577361463857439e-35,2.0074136890343978e-30,4.9008198354344303e-21,6.1538517160319172e-32,9.1560238229711356e-46,1.9075273278630851e-41,5.2896453867512178e-33,1.1199632718941643e-43,1.0430263924813936e-76,1.3294961405451887e-54,3.2733689079446538e-53,6.4951053655397702e-67,2.3207361397271175e-48,2.22686963008789e-53,1.6317992311533223e-48,2.4641134800438294e-39,8.2760150217761276e-31,4.941838279087797e-58,5.9011166880954047e-64,1.4710680997553683e-59,1.0581667196069993e-60,1.7781552264224168e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899992619055233,0.10880299999999306,0.0001,2.03433449709531e-11,2.1047046525479433e-10,2.1046760146628456e-10,6.2230418650841048e-17,4.0699376020802669e-15,2.9406999106907723e-10,2.3484535344917317e-15,4.0261974235193796e-23,1.633869172416569e-23,1.8194337984123639e-25,6.9084251165103826e-19,1.0089815615901935e-12,1.6424356041831935e-17,1.1612370879918028e-25,9.9563803179978145e-28,9.8077714498622298e-29,2.6285459888978493e-30,1.7275945204858081e-12,3.4861380244141062e-36,6.3641055100514376e-42,1.2831917403672678e-42,6.9051733181452998e-49,1.1679662736174462e-47
1.0221508291165475e-14,0.0026903793117384373,7.5126129002423088e-24,1.0953955454874617e-19,8.3758846578380366e-16,7.5124310961605156e-24,6.0017289388289251e-16,2.7312360398981537e-26,4.6830720322458667e-45,3.6895654683413215e-37,3.9718172851458495e-39,1.9418973577969873e-35,2.3931501456443711e-30,5.8425654409980995e-21,8.7456301051979233e-32,1.5357872483659569e-45,3.1995914720040938e-41,7.5174515130014715e-33,1.8791381300948444e-43,1.906128619104105e-76,2.0507737959354559e-54,5.04921981651035e-53,1.1868885835849482e-66,3.5797808790134355e-48,3.7357681248609254e-53,2.7375184375850091e-48,3.5018990392204741e-39,1.3881621137851113e-30,8.2891968529326453e-58,1.0786189275917112e-63,2.6880296569449061e-59,2.1052975951966871e-60,3.675475466884717e-73,0.88129999999999997,0.0,0.0,0.0,0.0098899991200861181,0.10880299999999025,0.0001,2.4252471566044732e-11,2.5091340990387805e-10,2.5090959933527522e-10,7.428115304775003e-17,5.7838985228968087e-15,3.4994468552334478e-10,3.3350598106617693e-15,5.7251754399893744e-23,2.3207611681997929e-23,3.052204769036631e-25,9.8179719521330029e-19,1.4322229105426253e-12,2.3341621288592815e-17,1.8103066445617175e-25,1.6700252283761377e-27,1.6379295296960635e-28,5.1236532938058311e-30,2.4522751934003239e-12,7.8363906801466447e-36,1.6319328254761898e-41,3.2904681324388902e-42,2.0007659686561761e-48,2.9987722123048756e-47
