Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782),S(864),S(727),C7H8(690),C7H10(832),C7H10(696),S(860),C7H8(989),S(719),S(1180),C7H10(825),S(1202),S(1355),S(1332),S(1411),S(1338),C7H11(717),C5H7(1246),S(1664),S(1663),C7H9(60),C5H8(1509),CHO3(138),S(1272),S(1328),C7H9(1957),C7H9(693),C7H9(2445),S(2538),S(2540),S(2539),S(2595),C7H9(683),S(997),S(2725)
2.627393736115654e-07,0.002561382703470228,1.961183279300965e-10,5.3599743825349239e-08,1.8866922459735887e-11,5.0350830767546927e-07,9.3267918202040009e-06,3.8187211910849029e-05,2.4736636864996347e-23,1.1536849460909277e-25,1.132612533765499e-17,1.1296966376860184e-11,1.3463569136773184e-16,3.6308959824895289e-11,2.0114589003214387e-10,1.0505149144821096e-16,2.2220394921491232e-15,1.3254712742429233e-13,2.4106890086034147e-13,3.9289812663242166e-20,1.3292399781747262e-11,5.7374082711132114e-18,3.4498432094868152e-11,5.2706379124722921e-12,0.00012731197032411046,1.24893786639477e-11,2.9609470417808272e-10,2.9166152498068941e-06,4.7374516874710064e-30,4.4629440819668902e-18,1.7487195400224992e-10,8.9224753169519833e-12,9.7716836525411284e-20,0.88129999999999997,0.0,0.0,0.0,0.0073852323801015876,0.10838018837411965,9.9999964394263018e-05,9.5081779789460671e-05,0.00040609697354145074,0.00020719329463776161,2.0035363888930025e-10,6.132990693979488e-05,6.368295334983402e-10,1.3149244258632743e-06,9.1371329150907122e-13,1.3138288580673777e-14,0.00030890018357917592,0.00036896552110484093,0.00013595680636798997,0.00060143792615377153,2.9619172845951561e-13,8.6788311891143713e-09,6.3780712867525107e-12,7.5639729744790317e-08,0.00018735703648650097,9.3697876897936432e-07,1.8747718984364008e-07,1.0698701824907827e-07,6.4307079091697421e-08,1.8419200791715591e-06,1.0515331823412426e-07,9.2553587065636711e-05,4.0251166940678495e-08,2.5700268075810678e-08,1.2090861428184147e-13,3.4693187148638446e-05,2.0624820960903727e-10,1.2151360225178347e-08,2.0575061885580203e-07,1.7294544120713525e-11,3.1795472580789276e-10,2.1347555478621246e-07,1.7241526561701567e-10,1.2007730551279915e-10,4.3799321034787203e-10,1.2554600090599787e-16,4.6375179106188938e-08,1.3735854373152505e-08,2.9295954988454312e-16
2.637171804142928e-07,0.0025613807287307513,1.9893853529132508e-10,5.38576402320293e-08,1.8882144887660247e-11,5.0625928538964313e-07,9.3281238374317078e-06,3.8397764432901743e-05,2.518791643810589e-23,1.1658667286065283e-25,1.1594176781726488e-17,1.1422165500182342e-11,1.3626011047815297e-16,3.6545469879152539e-11,2.0422961463546031e-10,1.0825207380027248e-16,2.2662654299699035e-15,1.3364243684674574e-13,2.4435259496550551e-13,4.0119310458387633e-20,1.3496731242776712e-11,5.8852107166790668e-18,3.4851304828820774e-11,5.3715694329058784e-12,0.00012783146362404846,1.2541228928289753e-11,2.9848170142914363e-10,2.9463176779518462e-06,4.8450107713934371e-30,4.598113529997099e-18,1.7741114336771392e-10,9.0927832060322665e-12,9.92439153515345e-20,0.88129999999999997,0.0,0.0,0.0,0.007378033133097284,0.1083786534204212,9.9999964179061816e-05,9.531700980632903e-05,0.00040595795597250545,0.00020692385983338979,2.0028237046134235e-10,6.1249402488303356e-05,6.362603921060976e-10,1.3144567005894067e-06,9.1251390949431863e-13,1.3133615224926607e-14,0.00031026975781061109,0.00037089224368393349,0.00013638764373078726,0.00060400098180363952,2.9773401982824213e-13,8.7242146528622838e-09,6.4063767854815321e-12,7.5983654545542531e-08,0.00018796657770589814,9.4308837722927869e-07,1.8869864253323258e-07,1.0769956777744347e-07,6.4739545531269149e-08,1.8631365979449801e-06,1.0501662766476954e-07,9.2801978799563137e-05,4.0358651116910309e-08,2.5768896777484853e-08,1.2089528824293206e-13,3.4964121670503167e-05,2.0953804931966727e-10,1.2191105846343825e-08,2.0815606185813714e-07,1.729739779465539e-11,3.1805965555154113e-10,2.1451728221510696e-07,1.7325430628512183e-10,1.2066164893057707e-10,4.4012477885876075e-10,1.261569918886887e-16,4.6971592070120115e-08,1.3912387279375302e-08,2.9672465974613551e-16
2.6469498721702017e-07,0.0025613787596379047,2.017853450225256e-10,5.4115492907803263e-08,1.8897287639985742e-11,5.0900912276797647e-07,9.3294326035789646e-06,3.8608206487210143e-05,2.5645122336202948e-23,1.1779702933676593e-25,1.1867925018799526e-17,1.1548100163827237e-11,1.3789516433046549e-16,3.6782313305748985e-11,2.0734532610894624e-10,1.1153910374348329e-16,2.3111389042904402e-15,1.347408920785034e-13,2.4766238685172031e-13,4.0961830244779852e-20,1.370315718346617e-11,6.0360317774484664e-18,3.5205869885418878e-11,5.4739046121706122e-12,0.00012835028118819667,1.2593010551141522e-11,3.0087625079987842e-10,2.9761646812906268e-06,4.9544635480763289e-30,4.7366470793921811e-18,1.7997401872224534e-10,9.2654433126216231e-12,1.0078728488682279e-19,0.88129999999999997,0.0,0.0,0.0,0.0073708464245920615,0.10837712133685004,9.9999963963982803e-05,9.5551537365945612e-05,0.00040581624188560403,0.00020665451204450184,2.0020977839435579e-10,6.116892737040968e-05,6.3569226760402129e-10,1.313980288100999e-06,9.1131496450123053e-13,1.3128855069414103e-14,0.00031163643005891985,0.00037281755418224963,0.00013681801029419313,0.0006065606468496638,2.9927514317027285e-13,8.7695649599839968e-09,6.4346224172732397e-12,7.6326885346393554e-08,0.00018857557401114272,9.49201725969419e-07,1.8992081977152219e-07,1.0841258949773272e-07,6.517230124723996e-08,1.8844768419996715e-06,1.0487997994326379e-07,9.3049152089409124e-05,4.0465603499295954e-08,2.5837185928524751e-08,1.2088118605841669e-13,3.5235599845479607e-05,2.1286420979941071e-10,1.2230815895003155e-08,2.10576615154324e-07,1.7300145716247418e-11,3.1816269939083064e-10,2.1555887917365876e-07,1.7409322327295148e-10,1.2124590621205382e-10,4.42256033314268e-10,1.2676789285081159e-16,4.7572365751423307e-08,1.4090208482788796e-08,3.0051724652725754e-16
2.6567279401974756e-07,0.0025613767961880254,2.0465885559198813e-10,5.4373300658048094e-08,1.8912326853697988e-11,5.1175779897374942e-07,9.3307187206729664e-06,3.8818536630432805e-05,2.6108304755213145e-23,1.1903211263506541e-25,1.2147471932812594e-17,1.167477039084178e-11,1.3954085601244113e-16,3.7019488551482665e-11,2.1049318540056483e-10,1.1491456795414512e-16,2.3566656365833536e-15,1.3584249161164401e-13,2.5099832350774147e-13,4.1817500923715748e-20,1.3911687257259911e-11,6.1899143099180595e-18,3.5562123973806812e-11,5.577654960816827e-12,0.00012886842324532282,1.2644723541770814e-11,3.0327832397270071e-10,3.0061559764608936e-06,5.0658336319806231e-30,4.8786095067282297e-18,1.8256066254933785e-10,9.4404745468767609e-12,1.0234703299097284e-19,0.88129999999999997,0.0,0.0,0.0,0.0073636722254741922,0.1083755921228827,9.9999963749034017e-05,9.5785364114103023e-05,0.00040567187052071435,0.0002063852647479989,2.0013588210202467e-10,6.1088485565360389e-05,6.3512515760371671e-10,1.3134953158095814e-06,9.1011651581394319e-13,1.3124009387189971e-14,0.00031300019790273822,0.00037474143483224567,0.00013724790685266201,0.00060911691043017476,3.0081508437892165e-13,8.8148816901883494e-09,6.4628081312783818e-12,7.6669421283539702e-08,0.00018918402637426387,9.5531873829227929e-07,1.9114370615595187e-07,1.0912607386946427e-07,6.5605340264405795e-08,1.9059406207475599e-06,1.0474338193943211e-07,9.3295112817820522e-05,4.0572026673908369e-08,2.5905137180158551e-08,1.2086631834627862e-13,3.5507616015732975e-05,2.16226903168253e-10,1.2270490434654982e-08,2.1301227378689227e-07,1.7302789293406856e-11,3.1826388198417288e-10,2.1660033897825884e-07,1.749320112423286e-10,1.2183007363949358e-10,4.4438696015669371e-10,1.2737869990619948e-16,4.8177501598094695e-08,1.4269318376364048e-08,3.0433731860923223e-16
2.6665060082247495e-07,0.0025613748383771836,2.0755916490544194e-10,5.4631062257332488e-08,1.8927289269852361e-11,5.1450529364801911e-07,9.3319827736684511e-06,3.9028753455009267e-05,2.6577515312637299e-23,1.20259026643085e-25,1.2432920876975922e-17,1.1802176200584747e-11,1.4119718831229966e-16,3.725699409218343e-11,2.1367335320847122e-10,1.1838049375102626e-16,2.4028513595281055e-15,1.3694723410037705e-13,2.5436045167793122e-13,4.2686451851832831e-20,1.4122331087097942e-11,6.3469036680715517e-18,3.5920063808156248e-11,5.682832005784667e-12,0.00012938589006164568,1.2696367914749062e-11,3.0568789272008849e-10,3.0362912793550037e-06,5.1791451492556614e-30,5.0240665083273007e-18,1.8517115683394404e-10,9.6178958381971538e-12,1.0392324746458118e-19,0.88129999999999997,0.0,0.0,0.0,0.007356510506761357,0.10837406577783647,9.9999963534223616e-05,9.601849169229021e-05,0.0004055248805194843,0.00020611613103458496,2.0006070068693247e-10,6.1008080937548922e-05,6.3455905972754561e-10,1.3130019090907206e-06,9.0891862100546974e-13,1.3119079430965304e-14,0.00031436105917799463,0.00037666386823924098,0.00013767733419861399,0.00061166976199728289,3.0235382967685677e-13,8.8601644319973883e-09,6.4909338819765175e-12,7.7011261561384619e-08,0.00018979193576477488,9.6143933865357083e-07,1.9236728655847608e-07,1.098400115201304e-07,6.6038656713109146e-08,1.9275277416032589e-06,1.0460684032623631e-07,9.353986686182882e-05,4.0677923226310495e-08,2.5972752183241054e-08,1.2085069552484632e-13,3.5780164566494634e-05,2.1962634154633581e-10,1.2310129528633296e-08,2.1546303254882395e-07,1.7305329910314117e-11,3.1836322760574427e-10,2.1764165504754473e-07,1.7577066494795438e-10,1.2241414755985622e-10,4.4651754605229435e-10,1.2798940923287901e-16,4.8787000916510062e-08,1.4449717311147431e-08,3.0818488347920803e-16
2.6860621442792967e-07,0.0025613709396552437,2.1344056844737888e-10,5.5146442391199948e-08,1.8956943155827607e-11,5.1999665945436367e-07,9.3344469404864336e-06,3.9448841701147263e-05,2.7534226781938749e-23,1.2274109482757736e-25,1.3021945718207938e-17,1.2059194628840261e-11,1.4454178715093775e-16,3.7732990114836847e-11,2.2013125584385856e-10,1.2559205891892079e-16,2.4972227601446446e-15,1.3916614338257004e-13,2.6116346828738642e-13,4.4464714029498258e-20,1.4549998345390321e-11,6.6703854161905081e-18,3.6640987614899142e-11,5.8975123756846864e-12,0.00013041879922664373,1.2799450889339346e-11,3.105294045164832e-10,3.0969927682175648e-06,5.4116916178712565e-30,5.325732155896718e-18,1.904640220965549e-10,9.9799844052858874e-12,1.0712542641283515e-19,0.88129999999999997,0.0,0.0,0.0,0.0073422243952900486,0.10837102169096165,9.9999963105050656e-05,9.6482655882008795e-05,0.00040522319607916605,0.00020557825474267182,1.9990655740439447e-10,6.0847398085800213e-05,6.3342989089258752e-10,1.3119902840481648e-06,9.0652471459535154e-13,1.3108971609192712e-14,0.00031707405467961498,0.0003805043256704093,0.00013853478441193325,0.00061676518852039094,3.0542767889198259e-13,8.9506263500158498e-09,6.5470053385662897e-12,7.7692852304955008e-08,0.00019100612949276712,9.7369100842726024e-07,1.9481647033637677e-07,1.1126921003979612e-07,6.6906098972816137e-08,1.9710712290925936e-06,1.043339519571177e-07,9.4025778368045658e-05,4.0888146783264405e-08,2.6106980032323731e-08,1.2081722549430337e-13,3.6326836577106326e-05,2.265363018029124e-10,1.2389301632038003e-08,2.2040982834891729e-07,1.7310107694657108e-11,3.1855650309183575e-10,2.1972383018440506e-07,1.7744754898596475e-10,1.2358200054518005e-10,4.5077764271661463e-10,1.2921051971278303e-16,5.0019094460812217e-08,1.4814383491827799e-08,3.159625169100415e-16
2.705618280333844e-07,0.002561367063437809,2.1943032974419296e-10,5.5661624153540569e-08,1.8986254110974874e-11,5.2548306490561318e-07,9.3368295173632462e-06,3.986846052924334e-05,2.8515671289447157e-23,1.2525030161705427e-25,1.3635850705365431e-17,1.2319155549749862e-11,1.4792898346366943e-16,3.8210289643600569e-11,2.2672031548667815e-10,1.3319070627191591e-16,2.5942991459246058e-15,1.4139761167983196e-13,2.6807180681413523e-13,4.6297659071514232e-20,1.4986235440832316e-11,7.0068448790479278e-18,3.7368615103521593e-11,6.1180381934600126e-12,0.00013144901139617655,1.2902259657919651e-11,3.1540056189102962e-10,3.1582668639670428e-06,5.6523021417326233e-30,5.6421856213875396e-18,1.9585326225933992e-10,1.0351860741527132e-11,1.1039452316588528e-19,0.88129999999999997,0.0,0.0,0.0,0.0073279878603861384,0.10836798906826149,9.9999962676529342e-05,9.6944042996495726e-05,0.00040491148813857664,0.00020504098181357624,1.9974749668248543e-10,6.0686907927754451e-05,6.3230474224970958e-10,1.3109463852057829e-06,9.0413367899990991e-13,1.3098541318320397e-14,0.00031977540328742988,0.00038433879325981105,0.00013939036724024373,0.0006218468470344414,3.084965852434887e-13,9.0409475626580375e-09,6.6028365064789553e-12,7.837165228344874e-08,0.00019221816291007028,9.8595615273568553e-07,1.9726825447641001e-07,1.1270011276472433e-07,6.7774582756829539e-08,2.0151057326278285e-06,1.0406136512299285e-07,9.4506933502720171e-05,4.1096294787619079e-08,2.6239882640007432e-08,1.2078085687979131e-13,3.6875571664092788e-05,2.3359578749827021e-10,1.2468332709195907e-08,2.2541695695497601e-07,1.7314489807879638e-11,3.187427140411426e-10,2.2180535356989187e-07,1.7912383470533851e-10,1.2474943683561919e-10,4.5503621994129978e-10,1.3043119466180186e-16,5.1268654560904936e-08,1.5184209161647082e-08,3.2385019239398946e-16
2.725174416388391e-07,0.002561363209684409,2.2552921516752849e-10,5.6176598745577913e-08,1.9015233243776486e-11,5.309643609027554e-07,9.3391347009764047e-06,4.0287599705646419e-05,2.9522268960980761e-23,1.2778610727972555e-25,1.4275508652679101e-17,1.2582059017540962e-11,1.5135879864655344e-16,3.8688881323865183e-11,2.3344181012232975e-10,1.4119393855607421e-16,2.6941267150434604e-15,1.4364163279165962e-13,2.7508583430009124e-13,4.8186335947163535e-20,1.5431118432794058e-11,7.3566552547765245e-18,3.8102920114826313e-11,6.3445021394640563e-12,0.0001324765297574341,1.3004794455578003e-11,3.2030114184384197e-10,3.2201112741248873e-06,5.9011795036902081e-30,5.9739821762590796e-18,2.013395182330206e-10,1.0733676807931984e-11,1.1373123833212179e-19,0.88129999999999997,0.0,0.0,0.0,0.007313800673970537,0.10836496789973009,9.9999962248725554e-05,9.7402666037689953e-05,0.00040459004835791866,0.00020450440591603266,1.9958366272931489e-10,6.0526638099982449e-05,6.3118359509173089e-10,1.3098711590191542e-06,9.0174592595794183e-13,1.3087798015018493e-14,0.00032246509502067733,0.00038816714270155519,0.00014024408896162749,0.00062691466228177901,3.115604471032612e-13,9.1311250346044501e-09,6.6584271734134509e-12,7.9047657078800819e-08,0.00019342804369697124,9.9823420693428943e-07,1.9972252596102081e-07,1.1413264962256431e-07,6.8644064192338216e-08,2.0596296552001842e-06,1.0378912757633617e-07,9.4983379040071487e-05,4.130238780057713e-08,2.6371473134601248e-08,1.2074166845035047e-13,3.7426326208962895e-05,2.4080649551392377e-10,1.2547223261817377e-08,2.3048436953921363e-07,1.7318486704364706e-11,3.1892204366839755e-10,2.2388617554636002e-07,1.807994825217911e-10,1.2591642886301637e-10,4.59293177147214e-10,1.3165140525001768e-16,5.2535687497654142e-08,1.5559195897475645e-08,3.3184794356268634e-16
2.7447305524429384e-07,0.0025613593783508862,2.3173798304006436e-10,5.6691357733140334e-08,1.9043891724238396e-11,5.3644040462158823e-07,9.341366471191798e-06,4.0706249464222994e-05,3.0554446317799375e-23,1.3034805416095637e-25,1.4941815214570338e-17,1.284790503792728e-11,1.5483125253275088e-16,3.916875418393467e-11,2.4029701408218803e-10,1.4961989695125935e-16,2.7967518225913611e-15,1.4589820255435583e-13,2.8220591468958038e-13,5.0131800306854514e-20,1.588472293842126e-11,7.7201969091593741e-18,3.8843876554523336e-11,6.5769971029406205e-12,0.00013350135797161061,1.3107055569410039e-11,3.2523092274574646e-10,3.2825236980721652e-06,6.158530155520678e-30,6.3216915765768123e-18,2.0692342382031293e-10,1.1125584792679106e-11,1.1713627165719974e-19,0.88129999999999997,0.0,0.0,0.0,0.0072996626097148482,0.10836195817330856,9.9999961821705739e-05,9.785853794553264e-05,0.00040425916031512524,0.00020396861570112293,1.9941519574503221e-10,6.036661475108484e-05,6.3006643085681477e-10,1.3087655256389517e-06,8.9936184503997148e-13,1.3076750893127216e-14,0.00032514312321254939,0.00039198925069364773,0.00014109595582500185,0.00063196856320911162,3.146191668572749e-13,9.2211558488135942e-09,6.7137771957133494e-12,7.9720863153952376e-08,0.00019463577949765246,1.0105246246641815e-06,2.0217917545527955e-07,1.1556675280408134e-07,6.9514500830975026e-08,2.1046413746636945e-06,1.0351728451394036e-07,9.5455161609055416e-05,4.1506446316014855e-08,2.6501764601429543e-08,1.2069973679236416e-13,3.7979057212596474e-05,2.4817012265691964e-10,1.2625973789250477e-08,2.3561201400976465e-07,1.7322108548717139e-11,3.1909467010919332e-10,2.259662478438058e-07,1.8247445397156364e-10,1.2708294983959513e-10,4.635484166026007e-10,1.3287112346368318e-16,5.382019760775342e-08,1.5939344701824893e-08,3.3995579179778676e-16
2.7642866884974857e-07,0.002561355569392272,2.3805738373526839e-10,5.7205893035422367e-08,1.907224065194625e-11,5.4191105926084934e-07,9.3435286034803745e-06,4.112440048456214e-05,3.1612636145012614e-23,1.329362917212404e-25,1.5635688780804759e-17,1.3116693571089118e-11,1.5834636426353522e-16,3.9649897621802509e-11,2.4728719806564906e-10,1.5848737362432124e-16,2.902220968895847e-15,1.481673187142974e-13,2.8943240900068006e-13,5.2135114115809498e-20,1.6347124136600746e-11,8.097856731258586e-18,3.9591458411856152e-11,6.8156161698079487e-12,0.00013452350014596739,1.3209043336060054e-11,3.3018968434200069e-10,3.3455018280099529e-06,6.4245643347274674e-30,6.6858981702227267e-18,2.126056058236906e-10,1.1527737090417082e-11,1.2061032203332723e-19,0.88129999999999997,0.0,0.0,0.0,0.0072855734429826454,0.10835895987499267,9.9999961395536724e-05,9.8311671598655284e-05,0.00040391909978551322,0.00020343369504774396,1.9924223206016263e-10,6.0206862614525694e-05,6.2895323112353916e-10,1.3076303798190474e-06,8.9698180473334901e-13,1.3065408892730383e-14,0.00032780948433771862,0.00039580499875265391,0.00014194597405049126,0.00063700848281075112,3.1767265075714679e-13,9.3110372021417543e-09,6.7688864947963738e-12,8.0391267807664521e-08,0.00019584137792063837,1.0228268772233229e-06,2.0463809718063879e-07,1.1700235668247325e-07,7.0385851597288864e-08,2.1501392452270158e-06,1.0324587870188094e-07,9.5922327673595743e-05,4.1708490751967749e-08,2.6630770077393855e-08,1.2065513638555669e-13,3.8533722287089546e-05,2.5568836563307496e-10,1.2704584788510369e-08,2.4079983515964461e-07,1.7325365225966786e-11,3.1926076659975385e-10,2.2804552353415771e-07,1.84148711674631e-10,1.2824897373233664e-10,4.6780184332927841e-10,1.3409032207833323e-16,5.5122187342653969e-08,1.6324656020385256e-08,3.4817374660501705e-16
2.80339896060658e-07,0.002561348018401138,2.5103104832545441e-10,5.8234261838134348e-08,1.912805153533298e-11,5.5283568052289384e-07,9.3476581790271138e-06,4.1959170977195214e-05,3.3808815375320676e-23,1.3819136108222668e-25,1.7109919589894962e-17,1.3663097822165228e-11,1.6550463313726586e-16,4.0615955450005358e-11,2.6167757193990764e-10,1.776252206800058e-16,3.1218780326612953e-15,1.5274318933726256e-13,3.0420607090579734e-13,5.6319567485166935e-20,1.72986152897337e-11,8.8971088776711396e-18,4.1106394714036393e-11,7.3115997964671241e-12,0.00013655974471120196,1.3412200386752097e-11,3.4019327509823452e-10,3.4731459477439217e-06,6.9835432514477148e-30,7.4662099342014764e-18,2.2426727406597079e-10,1.2363385027158822e-11,1.2776826554351592e-19,0.88129999999999997,0.0,0.0,0.0,0.0072575409111119826,0.10835299749825314,9.9999960546020777e-05,9.9209775371071241e-05,0.00040321252957599131,0.00020236677717992542,1.9888334265222128e-10,5.9888264755937876e-05,6.2673865210396132e-10,1.3052750166055809e-06,8.9223522818433518e-13,1.3041874884998681e-14,0.00033310720487468321,0.0004034169625348645,0.0001436404893351773,0.00064704612797290134,3.2376355316460643e-13,9.4903408193606027e-09,6.8783828904732446e-12,8.172366566778676e-08,0.00019824619290264209,1.0474648503956134e-06,2.0956235000799925e-07,1.1987781372959161e-07,7.2131137318210882e-08,2.2425867559934272e-06,1.027045393176864e-07,9.6842995229345528e-05,4.2106618639537336e-08,2.6884974937436622e-08,1.2055821785425713e-13,3.9648687920321663e-05,2.7119548524518187e-10,1.2861390179779144e-08,2.51355773068763e-07,1.7330821373190491e-11,3.1957404083963523e-10,2.3220150338254732e-07,1.874949411669108e-10,1.3057942950944253e-10,4.7630289099777405e-10,1.3652705514239973e-16,5.7778607016017262e-08,1.7110765481067841e-08,3.6493996059944581e-16
2.8386000055047655e-07,0.0025613412985171866,2.6309308199836841e-10,5.9158954377563817e-08,1.9177325151108675e-11,5.6264814882217431e-07,9.3511708031055721e-06,4.2708673482467696e-05,3.5878811993025598e-23,1.4301027015352633e-25,1.854068254093209e-17,1.4164923830565792e-11,1.7209313922704811e-16,4.1489653436097054e-11,2.7510321551612142e-10,1.965613633963548e-16,3.329765208278454e-15,1.5690439328729494e-13,3.1786987082488282e-13,6.0294197379302135e-20,1.8185787538977473e-11,9.6687297617794087e-18,4.2492237134446769e-11,7.7798668740106753e-12,0.00013838322782340246,1.3594111159429846e-11,3.4929343888423325e-10,3.5899371057945469e-06,7.5185106885445495e-30,8.2310703325725211e-18,2.3510503183292984e-10,1.3152035994950416e-11,1.3445344745018202e-19,0.88129999999999997,0.0,0.0,0.0,0.0072324766405228932,0.10834767026725541,9.999995978504677e-05,0.00010000883192345953,0.00040254786548957672,0.00020141027860099862,1.9854625794916629e-10,5.9602676301342988e-05,6.2475890744170989e-10,1.3030627529999769e-06,8.879804366823902e-13,1.3019770681068641e-14,0.00033783527410091003,0.00041024488106263386,0.00014515929258336076,0.00065603159643369438,3.2922659098880645e-13,9.651176941924713e-09,6.9761067755459533e-12,8.2913231103543359e-08,0.00020040329218108931,1.0696745302654189e-06,2.1400095446914328e-07,1.224702402663857e-07,7.3704634614518757e-08,2.3274352170357343e-06,1.022192135383074e-07,9.7656269759036955e-05,4.2458248620585506e-08,2.7109490859866901e-08,1.2046257142309316e-13,4.065835828692666e-05,2.8569769750448496e-10,1.3002042785681249e-08,2.610613099888302e-07,1.7334576917454518e-11,3.1983530054835442e-10,2.3593871552915713e-07,1.905037522579127e-10,1.3267489283639041e-10,4.8394673378166656e-10,1.3871807972834703e-16,6.0229153675537934e-08,1.7835913650994815e-08,3.8040598664648384e-16
2.873801050402951e-07,0.0025613346502836353,2.7552488531455491e-10,6.0082811307579698e-08,1.922575118191887e-11,5.724412767674986e-07,9.3545084058401244e-06,4.3456433276089898e-05,3.8040117626717355e-23,1.4791354252324571e-25,2.0076088717001895e-17,1.4676281210937525e-11,1.7882011701230592e-16,4.2367318544017665e-11,2.8898579394344891e-10,2.1725119838692604e-16,3.5475961757272309e-15,1.6110628736794972e-13,3.3188394997973514e-13,6.447303999709273e-20,1.9102610795023958e-11,1.0492398344806147e-17,4.3899145602820663e-11,8.2694314340355166e-12,0.00014019808963150815,1.3775143483031851e-11,3.5848413727813099e-10,3.7085250267310683e-06,8.0850624565296227e-30,9.0591422481906685e-18,2.4627064659764925e-10,1.3976255899334432e-11,1.4137307603010126e-19,0.88129999999999997,0.0,0.0,0.0,0.0072075673755851079,0.10834237976757462,9.999995902789173e-05,0.00010079921410497787,0.00040185744461883316,0.00020045770883350401,1.981965620921187e-10,5.931829399291312e-05,6.2279172717997537e-10,1.3007677207047771e-06,8.8374361474596641e-13,1.2996839479854032e-14,0.00034252561322721639,0.00041705055136820134,0.00014667220170995346,0.00066497089170271641,3.3467136755594374e-13,9.8114899587929175e-09,7.0730521060264224e-12,8.4093711535891047e-08,0.00020255358310914705,1.0919150697452649e-06,2.1844542437519464e-07,1.250665995902419e-07,7.5280512198222082e-08,2.4138322855079286e-06,1.0173587121298227e-07,9.8455300133748927e-05,4.2803666305986222e-08,2.7330040227770998e-08,1.2035934842667898e-13,4.1673662709358573e-05,3.0072724519453937e-10,1.3142250946897567e-08,2.7096083403485863e-07,1.7337291357534349e-11,3.2007789245832355e-10,2.3967267327995247e-07,1.9350971503699915e-10,1.3476837247718184e-10,4.9158334199001908e-10,1.4090703060171684e-16,6.2736292685439231e-08,1.8577771754570525e-08,3.9622840367654973e-16
2.909002095301136e-07,0.00256132807334812,2.8833055918536212e-10,6.1005796805789614e-08,1.927338323159531e-11,5.8221445448944235e-07,9.3576869869015685e-06,4.4202409664408741e-05,4.0295500445753001e-23,1.5290084247198979e-25,2.1722329715634605e-17,1.5197168471056392e-11,1.8568565167040455e-16,4.3248900639093562e-11,3.033325895618831e-10,2.398296004412471e-16,3.7756465600600745e-15,1.6534891359338292e-13,3.4625032713988625e-13,6.8862511620424186e-20,2.0049508162023206e-11,1.1370598714415235e-17,4.5326972093586675e-11,8.780842008992824e-12,0.00014200436707666143,1.395530077082399e-11,3.6776413568522406e-10,3.8288961008629908e-06,8.6845709319955932e-30,9.9543749236663582e-18,2.5776753393393667e-10,1.4836938500225821e-11,1.4853119760911006e-19,0.88129999999999997,0.0,0.0,0.0,0.007182811860852515,0.10833712585943184,9.9999958274964089e-05,0.00010158099488620933,0.0004011426255726751,0.00019950941231735057,1.9783492633704086e-10,5.903521916851906e-05,6.2083700841263029e-10,1.2983943252539951e-06,8.7952627214026866e-13,1.2973125299988993e-14,0.00034717829570623106,0.00042383343524559426,0.0001481792519919789,0.00067386375119889966,3.4009745862938097e-13,9.9712671335943751e-09,7.1692203713416873e-12,8.5265116319857548e-08,0.00020469710882124202,1.1141839484919096e-06,2.2289525622006169e-07,1.2766657856143171e-07,7.6858574261169934e-08,2.5017676809269073e-06,1.0125468802557739e-07,9.9240349256009806e-05,4.31429871217175e-08,2.7546696740605376e-08,1.2024891593901314e-13,4.2694375049772897e-05,3.1629401699050799e-10,1.3282017481018438e-08,2.8105392793848958e-07,1.7339013413793845e-11,3.2030267042358303e-10,2.4340314617546425e-07,1.9651264639147764e-10,1.3685974090445082e-10,4.9921225035498256e-10,1.4309377439852971e-16,6.5299977147633533e-08,1.9336324331594939e-08,4.1240688195309383e-16
