Time (s),Volume (m^3),O(4),H2(5),H(6),OH(7),HO2(8),H2O2(9),CH(10),CO(11),CH2(12),HCO(13),CH2(S)(14),CH3(15),CH2O(16),CO2(17),CH2OH(18),CH3O(19),CH3OH(20),C2H(21),C2H2(22),HCCO(23),C2H3(24),CH2CO(25),C2H4(26),C2H5(27),C2H6(28),H2O(29),C(30),HCCOH(31),CH2CHO(32),CH3CHO(33),C3H8(34),N2,Ar,He,Ne,C7H10(1),O2(2),CH4(3),C7H10(77),C7H9(61),C7H11(107),S(712),S(180),C7H10(74),S(711),S(782)
4.5086728519818635e-07,0.002493514403060518,9.5778722632795294e-18,1.0986324103348557e-12,2.7965817566186857e-16,1.8243533022774619e-18,2.3191487102695114e-08,2.3457763373408542e-10,1.1136106939660655e-38,-5.6649378140499482e-31,3.9606130258335873e-32,-5.8241409034646367e-15,1.0885454674917341e-30,1.5325839282287719e-18,-1.9302893600611813e-16,-1.4362901137469954e-28,-6.4258515910389065e-28,5.5131498481161608e-23,3.7428241277404884e-25,3.0618270334798634e-32,1.4580238493596432e-28,7.8311981584015112e-28,1.3739358163979637e-38,3.0101311471506794e-15,-3.1371520275231134e-31,-6.0888143771366518e-31,-7.6558039017686832e-19,-2.9947220858548376e-15,9.9894615862507162e-49,2.1967634995555175e-20,2.2646704908396661e-21,1.5853941223718937e-24,1.1168868756069444e-32,0.88129999999999997,0.0,0.0,0.0,0.009860357278125809,0.10879140295129086,9.9999999999996888e-05,2.3009354384789411e-06,1.348011820898533e-05,2.2880411271621142e-06,2.9512156949232476e-11,1.1371017812115532e-05,4.4520213961375135e-12,2.0257468755953448e-07,6.356995931012861e-13
4.5990727598643986e-07,0.002493513828439284,9.7451761443769767e-18,1.1181724627273425e-12,2.7702151866638211e-16,1.921361052068963e-18,2.411683590390132e-08,2.5377366616407099e-10,1.1138209271084296e-38,-5.6717596981510473e-31,4.0347499374316214e-32,-5.8202373676929421e-15,1.0128061827251054e-31,1.5646969874622677e-18,-1.9693239579052342e-16,-1.494855395604144e-28,-6.3790655742729679e-28,5.9571855279431527e-23,4.2077033214409209e-25,-1.5527550824352198e-31,1.4580241128871954e-28,7.8247850935269508e-28,1.3739698863167458e-38,3.0101310804148545e-15,-3.2640413411671922e-31,-6.2252987605188417e-31,-7.6558039017684174e-19,-2.9942026115093591e-15,9.999523724898981e-49,2.1967633224176992e-20,2.2939217920073519e-21,1.6704637792700725e-24,1.1168868756069405e-32,0.88129999999999997,0.0,0.0,0.0,0.0098597683034616513,0.1087911715416354,9.9999999999996861e-05,2.3452523555327116e-06,1.3748889722235514e-05,2.3334622506291039e-06,3.0100524008498896e-11,1.1597443659705281e-05,4.4517554694919305e-12,2.0661334959816039e-07,6.4835798674242365e-13
4.689472667746934e-07,0.0024935132540152244,9.911002020368077e-18,1.1375574801221405e-12,2.750985588977667e-16,2.0246167292809842e-18,2.5059598557377373e-08,2.7411799607379597e-10,1.1123020823159585e-38,-5.6651654265334725e-31,4.1085032491782266e-32,-5.8163325027411527e-15,-1.4192696549189645e-30,1.596871839353522e-18,-2.0083718374645761e-16,-1.5543845630688979e-28,-6.3181754876608043e-28,6.4270768234061066e-23,4.7194527126859232e-25,-1.2166970276884961e-32,1.4580238733908433e-28,7.8310116320627773e-28,1.3740038814462328e-38,3.0101310136921815e-15,-3.3937657002550871e-31,-6.3623038164663398e-31,-7.6558039017681449e-19,-2.9936553568499442e-15,9.9988317145335987e-49,2.1967631452655811e-20,2.3226814116746721e-21,1.7581908244101178e-24,1.1168868756069364e-32,0.88129999999999997,0.0,0.0,0.0,0.0098591795655968099,0.10879094019249957,9.9999999999996834e-05,2.3894996949011847e-06,1.4017588586859113e-05,2.3788678829138401e-06,3.068872980061337e-11,1.1823791532594435e-05,4.4514896497599902e-12,2.1065090467536088e-07,6.6101202118842574e-13
4.77987257562947e-07,0.002493512679790053,1.0075456326118251e-17,1.1567992393902572e-12,2.7377143515947991e-16,2.1345416174097252e-18,2.6019724051855134e-08,2.9565481693908822e-10,1.109128516692613e-38,-5.6491297030410059e-31,4.1818864213772662e-32,-5.81242631605271e-15,2.8144759253222621e-31,1.6291086893079022e-18,-2.0474329244391778e-16,-1.6148715283375315e-28,-6.2426479005823986e-28,6.9237621519694545e-23,5.28173821905601e-25,2.1689259726017814e-31,1.4580249188195262e-28,7.8409900248314191e-28,1.3740388658937429e-38,3.0101309469827223e-15,-3.5263365640005812e-31,-6.4998283875327792e-31,-7.6558039017678743e-19,-2.9930785398184626e-15,9.9754603851304022e-49,2.1967629680984231e-20,2.3509572748653265e-21,1.848595404484299e-24,1.1168868756069336e-32,0.88129999999999997,0.0,0.0,0.0,0.0098585910660102024,0.10879070890457716,9.9999999999996806e-05,2.4336775624897077e-06,1.4286214040591881e-05,2.4242578883607881e-06,3.1276772658783945e-11,1.2050060755332333e-05,4.4512239376093324e-12,2.1468734134994117e-07,6.7366165867805401e-13
4.870272483512005e-07,0.0024935121057654813,1.0238387705888918e-17,1.1758808153089168e-12,2.7097051179440617e-16,2.2512800708988267e-18,2.6997160616933342e-08,3.1842905959554214e-10,1.1090632194117359e-38,-5.6579624093334157e-31,4.2548968161572405e-32,-5.8085188150778639e-15,1.7997126909750484e-30,1.6614064468612351e-18,-2.0865071444573407e-16,-1.6763004205190597e-28,-6.1519377032281403e-28,7.4481918783520237e-23,5.8984288969095722e-25,7.9612489764917957e-32,1.4580262297137263e-28,7.8440564022098336e-28,1.374074412320095e-38,3.010130880286525e-15,-3.6617653583410791e-31,-6.6378699092286771e-31,-7.6558039017676037e-19,-2.9924703079536252e-15,9.9722599825309553e-49,2.1967627909158742e-20,2.3787571850374824e-21,1.9416969894368702e-24,1.1168868756069308e-32,0.88129999999999997,0.0,0.0,0.0,0.009858002806179763,0.10879047767856165,9.9999999999996779e-05,2.477786064056742e-06,1.4554765322046095e-05,2.469632131362222e-06,3.1864650917752537e-11,1.2276250652651374e-05,4.4509583337073067e-12,2.1872264819128292e-07,6.8630686146030944e-13
4.960672391394541e-07,0.002493511531943221,1.0399488979465584e-17,1.1947679374520659e-12,2.6672060063550153e-16,2.3748257106465093e-18,2.7991855652009504e-08,3.4248644426077237e-10,1.1133574988279766e-38,-5.6907288409009799e-31,4.3274918252195252e-32,-5.8046100072741624e-15,-8.2876879893904672e-31,1.6937638199904724e-18,-2.1255944230707324e-16,-1.738650040546194e-28,-6.0454919746454709e-28,8.0013286013446807e-23,6.5736084451564159e-25,-5.4605578374563175e-32,1.4580278774857632e-28,7.8447970112298724e-28,1.3741112657611668e-38,3.0101308136036252e-15,-3.8000634683442893e-31,-6.7764252381915899e-31,-7.6558039017673206e-19,-2.9918287476462684e-15,1.0018619544617152e-48,2.1967626137172323e-20,2.4060888170516343e-21,2.037514319820687e-24,1.1168868756069257e-32,0.88129999999999997,0.0,0.0,0.0,0.0098574147875823796,0.10879024651514646,9.9999999999996752e-05,2.5218253052037236e-06,1.4823241670777732e-05,2.514990476345181e-06,3.2452362914593171e-11,1.2502360549492922e-05,4.4506928387208817e-12,2.2275681378475712e-07,6.9894759179586788e-13
5.051072299277077e-07,0.0024935109583249836,1.0558931528453163e-17,1.2134795337653865e-12,2.6505926100518707e-16,2.5057039910544614e-18,2.9003755713791344e-08,3.6787342356034581e-10,1.1119534606688429e-38,-5.6773613256585332e-31,4.3996462504126634e-32,-5.8006999001059478e-15,-2.0904287757061324e-30,1.7261821193218096e-18,-2.164694685760059e-16,-1.8019168029485346e-28,-5.9227597062878942e-28,8.5841470438482211e-23,7.3115781569063621e-25,7.9286259398795953e-32,1.4580285566677655e-28,7.8494850988974715e-28,1.3741476291081148e-38,3.0101307469340855e-15,-3.9412422488970268e-31,-6.9154939187040002e-31,-7.6558039017670356e-19,-2.9911518661307301e-15,1.0029459488477661e-48,2.1967624365022591e-20,2.4329597275972286e-21,2.136065486804897e-24,1.116886875606921e-32,0.88129999999999997,0.0,0.0,0.0,0.0098568270116938424,0.10879001541502477,9.9999999999996725e-05,2.5657953913847964e-06,1.5091642327315446e-05,2.5603327877648859e-06,3.3039906989074606e-11,1.2728389771028737e-05,4.4504274533162618e-12,2.2678982673415992e-07,7.1158381195828178e-13
5.141472207159612e-07,0.0024935103849124795,1.0717397531904997e-17,1.2320916158168613e-12,2.6669633408294471e-16,2.6449287283243902e-18,3.0032806473663722e-08,3.9463722558150026e-10,1.1006854762489622e-38,-5.6093313253862006e-31,4.471449523938564e-32,-5.7967885010447362e-15,1.6778781276526971e-30,1.7586636611323459e-18,-2.2038078579309573e-16,-1.8661140962975782e-28,-5.7831833656351365e-28,9.1976358528616607e-23,8.1168678593424301e-25,2.4996966089060315e-31,1.4580307246578276e-28,7.8557851654196519e-28,1.374184740682391e-38,3.0101306802779876e-15,-4.0853130433722119e-31,-7.0550773950622333e-31,-7.6558039017667554e-19,-2.9904375219597141e-15,9.9395376479686242e-49,2.1967622592702977e-20,2.459377349653366e-21,2.2373678903895349e-24,1.1168868756069189e-32,0.88129999999999997,0.0,0.0,0.0,0.009856239479988772,0.10878978437888964,9.9999999999996698e-05,2.6096964278983052e-06,1.5359966533223855e-05,2.6056589301312492e-06,3.3627281482716613e-11,1.2954337642647467e-05,4.4501621781590897e-12,2.3082167565536375e-07,7.2421548423323943e-13
5.273557131370202e-07,0.0024935095474626543,1.094611555155903e-17,1.2589885600284236e-12,2.6035971087699487e-16,2.8627713811453934e-18,3.1567093563731628e-08,4.3631746905605881e-10,1.1039092197531629e-38,-5.6522823047641626e-31,4.5757931025673266e-32,-5.7910711785354847e-15,6.3158764371675909e-31,1.8062287243496352e-18,-2.2609798704374931e-16,-1.9615280089640668e-28,-5.5477482406093503e-28,1.0151234080001694e-22,9.4244704335274409e-25,8.8643201414327099e-32,1.4580329961333584e-28,7.8634417159174196e-28,1.3742392543010371e-38,3.0101305829097791e-15,-4.3010407156293472e-31,-7.2599400886066425e-31,-7.6558039017663297e-19,-2.9893218125187353e-15,9.9525007183593e-49,2.1967620002821817e-20,2.4971767517261531e-21,2.3903639953858173e-24,1.116886875606912e-32,0.88129999999999997,0.0,0.0,0.0,0.0098553814689899526,0.1087894469243398,9.9999999999996644e-05,2.6737170858419901e-06,1.5751880806466702e-05,2.6718564156590562e-06,3.4485196531760535e-11,1.328432645862161e-05,4.449774779481229e-12,2.3671056580877815e-07,7.4266359152421746e-13
5.405642055580791e-07,0.0024935087104610205,1.1166611623756667e-17,1.2849884298852227e-12,2.4694787188735434e-16,3.0940922968139238e-18,3.3137703391657649e-08,4.8119204008287105e-10,1.1639912181977511e-38,-5.9847410582175812e-31,4.6783023348625836e-32,-5.7853511373273722e-15,6.8837891487928789e-31,1.8539092615363484e-18,-2.3181790503595216e-16,-2.0586405082878064e-28,-5.2732780233121489e-28,1.1175593246046178e-22,1.0901798377574353e-24,4.3646344081711279e-31,1.4580360412692404e-28,7.8686056414561997e-28,1.3742937673851451e-38,3.0101304855701884e-15,-4.5230014263062187e-31,-7.4658669333329538e-31,-7.6558039017658983e-19,-2.9881150637169397e-15,1.0491527327900533e-48,2.1967617412553978e-20,2.5340464136714671e-21,2.5493191879744803e-24,1.1168868756069054e-32,0.88129999999999997,0.0,0.0,0.0,0.0098545239870285965,0.10878910961003142,9.999999999999659e-05,2.7375908838907491e-06,1.6143627890829456e-05,2.7380186709973475e-06,3.5342740852244207e-11,1.3614138061215896e-05,4.4493876196611713e-12,2.4259691122566449e-07,7.6110179165687902e-13
5.537726979791381e-07,0.002493507873912903,1.1379219735579849e-17,1.3101209462150596e-12,2.4276489686199753e-16,3.3419988365950556e-18,3.4744457560680112e-08,5.2941675792767078e-10,1.1344923298565032e-38,-5.8109729758223608e-31,4.7779862415034736e-32,-5.7796284008042302e-15,-5.2511147928523983e-31,1.9017208276626415e-18,-2.3754051641959564e-16,-2.1574065536520516e-28,-4.9580096663998002e-28,1.2273918545917801e-22,1.2565785358680227e-24,3.3417360022306264e-31,1.4580459464165524e-28,7.8743640131266891e-28,1.3743516279632505e-38,3.0101303882593841e-15,-4.7512298179739541e-31,-7.6728677141405465e-31,-7.6558039017654563e-19,-2.9868110867861135e-15,1.0354674820075857e-48,2.1967614821883957e-20,2.5700081901138836e-21,2.7142805615734658e-24,1.1168868756068975e-32,0.88129999999999997,0.0,0.0,0.0,0.0098536670386915447,0.10878877243812378,9.9999999999996535e-05,2.8013181487662497e-06,1.6535205431540404e-05,2.8041452740916732e-06,3.6199909294988175e-11,1.394377034904562e-05,4.4490007007700968e-12,2.4848067656114617e-07,7.7952996715279158e-13
5.66981190400197e-07,0.002493507037823637,1.1591181467114565e-17,1.3352000747248092e-12,2.4898844664089173e-16,3.6147365117161687e-18,3.6387173344791113e-08,5.8115075151412468e-10,1.1002417106095244e-38,-5.6515645535730184e-31,4.8765309815616296e-32,-5.7739029923805176e-15,-1.3711739982435296e-31,1.9496756493635013e-18,-2.4326579781274787e-16,-2.2580235762336313e-28,-4.6000344718356929e-28,1.3449485251163255e-22,1.4434566066935183e-24,-4.2315928406839821e-32,1.4580532843574346e-28,7.8815426425924133e-28,1.3744119378548093e-38,3.0101302909778493e-15,-4.9857609496163011e-31,-7.8809651883518931e-31,-7.6558039017650114e-19,-2.9854017125616223e-15,9.9647491632159925e-49,2.196761223079702e-20,2.6050834321895102e-21,2.8852925360115241e-24,1.1168868756068905e-32,0.88129999999999997,0.0,0.0,0.0,0.0098528106285593556,0.10878843541077581,9.9999999999996481e-05,2.8648992065049364e-06,1.6926611079141543e-05,2.8702358031267259e-06,3.7056696723480525e-11,1.4273221222044007e-05,4.44861402487597e-12,2.543618265571352e-07,7.9794800060719389e-13
5.80189682821256e-07,0.002493506202198532,1.1803301818779432e-17,1.3603191484267541e-12,2.4402930326125972e-16,3.912464826231329e-18,3.806566523818372e-08,6.3655642991580536e-10,1.1031201248294215e-38,-5.6708078785045249e-31,4.9757387970452759e-32,-5.7681749355003152e-15,8.296156774638534e-32,1.9977517586018355e-18,-2.4899372580200998e-16,-2.3604995913539729e-28,-4.1974198635619823e-28,1.4705604013799971e-22,1.6527522741421234e-24,-8.366545641432489e-33,1.4580549477736911e-28,7.8889651594628767e-28,1.374467927974734e-38,3.0101301937257291e-15,-5.2266299093387737e-31,-8.0901350083595768e-31,-7.6558039017645569e-19,-2.9838771019227002e-15,9.9849257817204872e-49,2.196760963927869e-20,2.6392929931263794e-21,3.0623969439566999e-24,1.1168868756068826e-32,0.88129999999999997,0.0,0.0,0.0,0.0098519547612076937,0.10878809853014451,9.9999999999996427e-05,2.9283343824589148e-06,1.7317842488075143e-05,2.9362898365661777e-06,3.791309800913579e-11,1.4602488581503685e-05,4.4482275940448612e-12,2.6024032601010693e-07,8.1635577469132739e-13
5.933981752423149e-07,0.0024935053670429104,1.2013220288036819e-17,1.38522130315918e-12,2.4132672986115142e-16,4.2321099761017067e-18,3.9779744557773063e-08,6.957994499264549e-10,1.100943667942614e-38,-5.6585415193044689e-31,5.0753706760583989e-32,-5.7624442536371708e-15,9.705404518535367e-32,2.04594391327401e-18,-2.5472427694289656e-16,-2.464754492239498e-28,-3.7482429001134806e-28,1.6045604632302708e-22,1.8865334411718114e-24,1.2637113018825225e-31,1.4580570370524058e-28,7.8961438067685133e-28,1.3745217832288202e-38,3.0101300965030173e-15,-5.4738712445639527e-31,-8.3003518204911465e-31,-7.6558039017640966e-19,-2.9822274128277761e-15,1.0009630922645142e-48,2.1967607047314275e-20,2.6726572403206054e-21,3.2456331173536752e-24,1.1168868756068745e-32,0.88129999999999997,0.0,0.0,0.0,0.0098510994412067832,0.10878776179838531,9.9999999999996373e-05,2.9916240012970172e-06,1.7708897317099185e-05,3.0023069531514831e-06,3.8769108033328504e-11,1.4931570330170681e-05,4.447841410340236e-12,2.661161397847995e-07,8.3475317215768399e-13
6.066066676633738e-07,0.0024935045323620864,1.2219528273436268e-17,1.4097392933963833e-12,2.3714659860430842e-16,4.5737995682517176e-18,4.1529219091628902e-08,7.5904867792662609e-10,1.0971325005049027e-38,-5.6471941436942213e-31,5.1743264677131844e-32,-5.7567109702938738e-15,1.5960392212247349e-32,2.0942595640885212e-18,-2.6045742776025445e-16,-2.5707147169006971e-28,-3.2506304759322151e-28,1.7472892692873972e-22,2.1470028457073342e-24,4.0515893230128555e-32,1.4580593773369102e-28,7.9034144490485275e-28,1.3745770607815497e-38,3.0101299993097403e-15,-5.7275189981262377e-31,-8.5116118404820083e-31,-7.6558039017636257e-19,-2.9804434485417446e-15,9.9751514496771528e-49,2.1967604454889196e-20,2.7051960686660513e-21,3.4350379819384055e-24,1.1168868756068659e-32,0.88129999999999997,0.0,0.0,0.0,0.0098502446731208154,0.10878742521765238,9.9999999999996319e-05,3.054768387006308e-06,1.8099773229784628e-05,3.068286731925285e-06,3.9624721687928394e-11,1.5260464372322536e-05,4.4474554758228883e-12,2.7198923281804426e-07,8.5314007584437529e-13
6.198151600844328e-07,0.00249350369816136,1.2419178055373827e-17,1.4335243207902438e-12,2.2607007413969012e-16,4.9367139877108469e-18,4.3313893388354801e-08,8.2647615796738178e-10,1.1220537995036271e-38,-5.7971346001326503e-31,5.2714850416448472e-32,-5.750975109001999e-15,9.6357917304589159e-33,2.1426936048174456e-18,-2.6619315474862022e-16,-2.678236226792258e-28,-2.7025530723838986e-28,1.8990908809064305e-22,2.4365027687301562e-24,-5.5430412652620449e-32,1.458059737618198e-28,7.911008222866936e-28,1.3746308074370558e-38,3.0101299021458435e-15,-5.987606908253922e-31,-8.7239074325577041e-31,-7.6558039017631481e-19,-2.9785165371426708e-15,1.0200462270015541e-48,2.1967601861988909e-20,2.7369289091690617e-21,3.6306461322988739e-24,1.1168868756068569e-32,0.88129999999999997,0.0,0.0,0.0,0.0098493904615080813,0.10878708879009819,9.9999999999996264e-05,3.117767862893467e-06,1.8490467894295998e-05,3.134228752242808e-06,4.0479933875089807e-11,1.5589168613837247e-05,4.447069792550904e-12,2.7785957011723646e-07,8.715163686789867e-13
6.330236525054917e-07,0.0024935028644460437,1.2613680676811654e-17,1.4567485879115817e-12,2.2710849797474343e-16,5.3242717513943931e-18,4.5133568068941812e-08,8.9825706820544731e-10,1.103502446830642e-38,-5.6766693657800791e-31,5.3668132950403105e-32,-5.7452366933217529e-15,1.9338930719656383e-32,2.1912537384561029e-18,-2.7193143437268691e-16,-2.7873137404155711e-28,-2.1019906895206406e-28,2.0603122988633379e-22,2.7575209499051327e-24,3.1435713281291499e-32,1.4580590383773002e-28,7.9187698165019471e-28,1.3746816391023233e-38,3.0101298050114932e-15,-6.2541687601033446e-31,-8.9372463437282687e-31,-7.6558039017626628e-19,-2.9764376295323245e-15,1.0103357697600071e-48,2.1967599268598882e-20,2.7678747436382614e-21,3.8324899283229361e-24,1.1168868756068474e-32,0.88129999999999997,0.0,0.0,0.0,0.0098485368109201017,0.10878675251787435,9.999999999999621e-05,3.1806227515865497e-06,1.8880978984149164e-05,3.2001325937924629e-06,4.1334739508721864e-11,1.5917680962284658e-05,4.4466843625793414e-12,2.8372711677046406e-07,8.8988193368368698e-13
6.462321449265507e-07,0.0024935020312214337,1.2807327682728188e-17,1.4798989240565633e-12,2.276583078932688e-16,5.7414436405760946e-18,4.6988040129915091e-08,9.7456968145352787e-10,1.0603925310953058e-38,-5.4751975072484389e-31,5.4617369756201069e-32,-5.7394957468414604e-15,1.2693532600882697e-32,2.2399426932857345e-18,-2.7767224306771807e-16,-2.8980473995533842e-28,-1.4469545443824786e-28,2.2313046665652775e-22,3.112695836337049e-24,-3.0360275094085227e-32,1.4580585629655027e-28,7.9266151128310037e-28,1.3747328104186037e-38,3.0101297079069744e-15,-6.5272385823022548e-31,-9.151632063712111e-31,-7.6558039017621697e-19,-2.9741959887590011e-15,9.6852502042554122e-49,2.1967596674704665e-20,2.7980521146097175e-21,4.0405995783649833e-24,1.1168868756068376e-32,0.88129999999999997,0.0,0.0,0.0,0.0098476837259016525,0.10878641640313101,9.9999999999996156e-05,3.2433333750364601e-06,1.9271304178065422e-05,3.2659978366109313e-06,4.2189133514257743e-11,1.62459993270084e-05,4.446299187960211e-12,2.8959183794492966e-07,9.0823665397980934e-13
6.594406373476096e-07,0.0024935011984928246,1.2997432223446658e-17,1.5026735661689824e-12,2.1552230130694632e-16,6.1857140769907423e-18,4.8877104054945288e-08,1.0555953304090824e-09,1.1328773194432021e-38,-5.8823711373549182e-31,5.5566772514107202e-32,-5.7337522931767335e-15,1.4004616681239384e-32,2.2887397807582751e-18,-2.8341555723992611e-16,-3.0103197627156999e-28,-7.3538958955048381e-29,2.412422810627116e-22,3.5048212769426973e-24,4.4075997694609441e-32,1.4580591729544185e-28,7.9345852878569643e-28,1.3747854750959031e-38,3.0101296108322143e-15,-6.8068501239278589e-31,-9.3670318300283465e-31,-7.655803901761669e-19,-2.9717798936993328e-15,1.0265136104071425e-48,2.1967594080291936e-20,2.827479130744953e-21,4.2550032098670061e-24,1.116886875606827e-32,0.88129999999999997,0.0,0.0,0.0,0.0098468312109917661,0.10878608044801601,9.9999999999996102e-05,3.3059000545182389e-06,1.9661441158936375e-05,3.3318240610968704e-06,4.3043110826375481e-11,1.6574121619193758e-05,4.4459142707429231e-12,2.9545369887129619e-07,9.2658041279164449e-13
6.726491297686686e-07,0.0024935003662655063,1.3179775356495724e-17,1.5245959446381063e-12,2.0917217167308818e-16,6.6543754360956217e-18,5.0800551204231269e-08,1.141518371502118e-09,1.1544308132419327e-38,-5.9419750816161805e-31,5.6499102632249689e-32,-5.7280063559703885e-15,1.6977674059143392e-32,2.3376483041542046e-18,-2.8916135326687146e-16,-3.1239579429439529e-28,3.4777656378893279e-30,2.6040245159066902e-22,3.9368514644673317e-24,1.7637071766822927e-31,1.4580617262529109e-28,7.9427397425038594e-28,1.3748382041208042e-38,3.0101295137870841e-15,-7.0930364024204678e-31,-9.5834297276893183e-31,-7.6558039017611605e-19,-2.9691784033089474e-15,1.0637132349078122e-48,2.1967591485346482e-20,2.8561734783502236e-21,4.4757269405893991e-24,1.1168868756068162e-32,0.88129999999999997,0.0,0.0,0.0,0.0098459792707229418,0.10878574465467519,9.9999999999996047e-05,3.3683231106324115e-06,2.0051387614482176e-05,3.3976108480269905e-06,4.3896666390435491e-11,1.690204575194481e-05,4.4455296129739403e-12,3.0131266485353214e-07,9.4491309345075411e-13
6.858576221897275e-07,0.0024934995345447654,1.3358207992481573e-17,1.5460980487088699e-12,2.137184232638719e-16,7.1535744737898525e-18,5.2758168810777339e-08,1.2325261443246368e-09,1.0701677720468283e-38,-5.5342090319410562e-31,5.7410180802315943e-32,-5.7222579588925067e-15,1.5133022287890185e-32,2.386691656290257e-18,-2.9490960749787926e-16,-3.2390393664460818e-28,8.6561010390037213e-29,2.8064715959730649e-22,4.4119063714631872e-24,3.736426219025326e-32,1.4580644146575508e-28,7.9511104774851021e-28,1.3748904969917091e-38,3.0101294167718403e-15,-7.3858303204881353e-31,-9.8008529496142047e-31,-7.6558039017606444e-19,-2.9663806524005994e-15,9.855069953873043e-49,2.1967588889854158e-20,2.8841524350881821e-21,4.7027949541962784e-24,1.1168868756068051e-32,0.88129999999999997,0.0,0.0,0.0,0.0098451279096199006,0.10878540902525349,9.9999999999995993e-05,3.4306028633064787e-06,2.044114123837591e-05,3.4633577785729806e-06,4.4749795164942682e-11,1.7229769640370909e-05,4.4451452166962218e-12,3.0716870128584118e-07,9.6323457940080477e-13
6.990661146107865e-07,0.002493498703335874,1.3530974156698767e-17,1.5669825776966006e-12,1.9580905990198225e-16,7.6830875667164207e-18,5.4749741592841229e-08,1.3288089300443186e-09,1.1683811175580463e-38,-6.1130920110210291e-31,5.8308840341447458e-32,-5.7165071256392976e-15,1.6617294274617774e-32,2.4358423421886592e-18,-3.006602962544674e-16,-3.3554515211532121e-28,1.7592360680072765e-28,3.0201289393902015e-22,4.9332772701909595e-24,2.5875139074685251e-31,1.4580675191235125e-28,7.9595589069959515e-28,1.3749422400764416e-38,3.0101293197864557e-15,-7.6852649348837509e-31,-1.0019278915977419e-30,-7.6558039017601205e-19,-2.963374832476515e-15,1.0553039727902245e-48,2.196758629380091e-20,2.9114328745854282e-21,4.9362295746241985e-24,1.116886875606793e-32,0.88129999999999997,0.0,0.0,0.0,0.0098442771322009986,0.10878507356189331,9.9999999999995939e-05,3.4927396317964146e-06,2.0830699728786268e-05,3.5290644343167308e-06,4.5602492118355193e-11,1.7557291201663824e-05,4.4447610839498397e-12,3.1302177363076903e-07,9.8154475420188141e-13
7.020380254055247e-07,0.002493498516384956,1.3568699949535777e-17,1.5715554486412375e-12,2.0261131590804727e-16,7.8061155898453312e-18,5.5202502656309822e-08,1.3512192078904601e-09,1.1279102857468503e-38,-5.7167988332508594e-31,5.851010542531791e-32,-5.7152128548460675e-15,1.6713298080394386e-32,2.4469138689555228e-18,-3.0195453431029544e-16,-3.3818140998208046e-28,1.9691725620035413e-28,3.0697842267785916e-22,5.0573195443528072e-24,2.0408126626951773e-31,1.458068580981798e-28,7.9614698827056658e-28,1.3749539044986657e-38,3.0101292979688512e-15,-7.7535562794596222e-31,-1.0068558443763638e-30,-7.6558039017600021e-19,-2.9626685295370183e-15,1.0579261506720248e-48,2.196758570961019e-20,2.9174764012213262e-21,4.9896318957873586e-24,1.1168868756067905e-32,0.88129999999999997,0.0,0.0,0.0,0.00984408578818197,0.1087849981057414,9.9999999999995925e-05,3.5067007322749913e-06,2.0918323262428068e-05,3.5438428387560981e-06,4.5794288909145517e-11,1.7630955457038244e-05,4.4446746906080784e-12,3.1433830289611843e-07,9.8566297282288684e-13
7.079818469950013e-07,0.0024934981425618944,1.3645436850909817e-17,1.5808488407664367e-12,2.0801856709318057e-16,8.0591291357522985e-18,5.6113138258788416e-08,1.3968791006766043e-09,1.0499549550883516e-38,-5.449013527797805e-31,5.8911468875918003e-32,-5.7126239479497334e-15,1.0190698397149493e-32,2.4690860144026593e-18,-3.0454337548459661e-16,-3.4348004510389104e-28,2.3989883096080905e-28,3.1708700139209969e-22,5.3131263235194345e-24,1.0529174020013628e-31,1.4580701872830391e-28,7.9653665710962011e-28,1.374977385754317e-38,3.0101292543382865e-15,-7.8911540269310622e-31,-1.0167279003624062e-30,-7.6558039017597633e-19,-2.9612216894571482e-15,9.8022208464072928e-49,2.1967584541140807e-20,2.9294606149641931e-21,5.0974074881963671e-24,1.1168868756067847e-32,0.88129999999999997,0.0,0.0,0.0,0.0098437031896811984,0.10878484721908101,9.9999999999995898e-05,3.5346012803976239e-06,2.1093540240739161e-05,3.5733934483804968e-06,4.617781591755628e-11,1.7778252828598506e-05,4.4445019443503344e-12,3.1697090445815616e-07,9.9389766922077412e-13
7.139256685844778e-07,0.002493497768844268,1.3719395057211324e-17,1.5898335100702364e-12,1.8000111843470949e-16,8.3169445747615481e-18,5.7030575517284096e-08,1.4436729983533654e-09,1.2538027977234263e-38,-6.6594429433764381e-31,5.9308855193967468e-32,-5.7100345557767118e-15,2.4854342477090002e-32,2.4912718937325245e-18,-3.0713270160686192e-16,-3.4879769147049347e-28,2.8422529891172426e-28,3.2743507669242496e-22,5.5795065853143975e-24,9.8621143510980839e-32,1.4580699418059498e-28,7.9692490243854815e-28,1.3749994258701426e-38,3.0101292107136888e-15,-8.0301076047662326e-31,-1.0266190603833871e-30,-7.6558039017595206e-19,-2.9597282771476553e-15,1.1029500354925131e-48,2.1967583372553112e-20,2.9413089297662189e-21,5.2064791074054213e-24,1.116886875606779e-32,0.88129999999999997,0.0,0.0,0.0,0.0098433207109059791,0.10878469636677375,9.9999999999995871e-05,3.5624729822157366e-06,2.1268716925933086e-05,3.6029357606243488e-06,4.6561253780349154e-11,1.7925508523410835e-05,4.4443292521482748e-12,3.1960289411071546e-07,1.0021300356696463e-12
